"Step","HistoryLen4-5,10 - Episode_Reward/bot_2_payload","HistoryLen4-5,10 - Episode_Reward/bot_2_payload__MIN","HistoryLen4-5,10 - Episode_Reward/bot_2_payload__MAX"
"1","0.022788159549236298","0.022788159549236298","0.022788159549236298"
"2","0.046545155346393585","0.046545155346393585","0.046545155346393585"
"3","0.07078100740909576","0.07078100740909576","0.07078100740909576"
"4","0.08400826156139374","0.08400826156139374","0.08400826156139374"
"5","0.10671401023864746","0.10671401023864746","0.10671401023864746"
"6","0.13815002143383026","0.13815002143383026","0.13815002143383026"
"7","0.14992496371269226","0.14992496371269226","0.14992496371269226"
"8","0.1773628443479538","0.1773628443479538","0.1773628443479538"
"9","0.18722163140773773","0.18722163140773773","0.18722163140773773"
"10","0.21738646924495697","0.21738646924495697","0.21738646924495697"
"11","0.25378918647766113","0.25378918647766113","0.25378918647766113"
"12","0.2984572649002075","0.2984572649002075","0.2984572649002075"
"13","0.2924773693084717","0.2924773693084717","0.2924773693084717"
"14","0.34908124804496765","0.34908124804496765","0.34908124804496765"
"15","0.36660847067832947","0.36660847067832947","0.36660847067832947"
"16","0.3451933264732361","0.3451933264732361","0.3451933264732361"
"17","0.3881877362728119","0.3881877362728119","0.3881877362728119"
"18","0.40160441398620605","0.40160441398620605","0.40160441398620605"
"19","0.3789181113243103","0.3789181113243103","0.3789181113243103"
"20","0.40376514196395874","0.40376514196395874","0.40376514196395874"
"21","0.44434672594070435","0.44434672594070435","0.44434672594070435"
"22","0.41741126775741577","0.41741126775741577","0.41741126775741577"
"23","0.46781155467033386","0.46781155467033386","0.46781155467033386"
"24","0.49421775341033936","0.49421775341033936","0.49421775341033936"
"25","0.5373600125312805","0.5373600125312805","0.5373600125312805"
"26","0.47309672832489014","0.47309672832489014","0.47309672832489014"
"27","0.5415366888046265","0.5415366888046265","0.5415366888046265"
"28","0.550889253616333","0.550889253616333","0.550889253616333"
"29","0.5243943333625793","0.5243943333625793","0.5243943333625793"
"30","0.5523285865783691","0.5523285865783691","0.5523285865783691"
"31","0.504478394985199","0.504478394985199","0.504478394985199"
"32","0.6000903248786926","0.6000903248786926","0.6000903248786926"
"33","0.5652633309364319","0.5652633309364319","0.5652633309364319"
"34","0.6780626177787781","0.6780626177787781","0.6780626177787781"
"35","0.6124669909477234","0.6124669909477234","0.6124669909477234"
"36","0.7399560809135437","0.7399560809135437","0.7399560809135437"
"37","0.7566503286361694","0.7566503286361694","0.7566503286361694"
"38","0.803372859954834","0.803372859954834","0.803372859954834"
"39","0.8308250308036804","0.8308250308036804","0.8308250308036804"
"40","0.9088134169578552","0.9088134169578552","0.9088134169578552"
"41","0.9754674434661865","0.9754674434661865","0.9754674434661865"
"42","0.8480755090713501","0.8480755090713501","0.8480755090713501"
"43","0.7732038497924805","0.7732038497924805","0.7732038497924805"
"44","0.8084844350814819","0.8084844350814819","0.8084844350814819"
"45","0.9796494841575623","0.9796494841575623","0.9796494841575623"
"46","0.8884099721908569","0.8884099721908569","0.8884099721908569"
"47","1.087956428527832","1.087956428527832","1.087956428527832"
"48","1.2593363523483276","1.2593363523483276","1.2593363523483276"
"49","1.227426528930664","1.227426528930664","1.227426528930664"
"50","1.328232765197754","1.328232765197754","1.328232765197754"
"51","1.4266929626464844","1.4266929626464844","1.4266929626464844"
"52","1.391280174255371","1.391280174255371","1.391280174255371"
"53","1.6398086547851562","1.6398086547851562","1.6398086547851562"
"54","1.7614314556121826","1.7614314556121826","1.7614314556121826"
"55","1.1708245277404785","1.1708245277404785","1.1708245277404785"
"56","1.4269647598266602","1.4269647598266602","1.4269647598266602"
