"Step","4BlockID - Metrics/targetPosition/error_pos_2d","4BlockID - Metrics/targetPosition/error_pos_2d__MIN","4BlockID - Metrics/targetPosition/error_pos_2d__MAX"
"42","4.57087516784668","4.57087516784668","4.57087516784668"
"43","4.448786735534668","4.448786735534668","4.448786735534668"
"44","4.571874618530273","4.571874618530273","4.571874618530273"
"45","4.453023910522461","4.453023910522461","4.453023910522461"
"46","4.563494682312012","4.563494682312012","4.563494682312012"
"47","4.568747520446777","4.568747520446777","4.568747520446777"
"48","4.441632270812988","4.441632270812988","4.441632270812988"
"49","4.569930553436279","4.569930553436279","4.569930553436279"
"50","4.646844863891602","4.646844863891602","4.646844863891602"
"51","4.431520938873291","4.431520938873291","4.431520938873291"
"52","4.501372814178467","4.501372814178467","4.501372814178467"
"53","4.5339531898498535","4.5339531898498535","4.5339531898498535"
"54","4.447000026702881","4.447000026702881","4.447000026702881"
"55","4.493061065673828","4.493061065673828","4.493061065673828"
"56","4.608795166015625","4.608795166015625","4.608795166015625"
"57","4.6288909912109375","4.6288909912109375","4.6288909912109375"
"58","4.6343255043029785","4.6343255043029785","4.6343255043029785"
"59","4.5085649490356445","4.5085649490356445","4.5085649490356445"
"60","4.520960807800293","4.520960807800293","4.520960807800293"
"61","4.45216703414917","4.45216703414917","4.45216703414917"
"62","4.318994522094727","4.318994522094727","4.318994522094727"
"63","4.688092231750488","4.688092231750488","4.688092231750488"
"64","4.604981422424316","4.604981422424316","4.604981422424316"
"65","4.671499252319336","4.671499252319336","4.671499252319336"
"66","4.580918312072754","4.580918312072754","4.580918312072754"
"67","4.563180446624756","4.563180446624756","4.563180446624756"
"68","4.590892791748047","4.590892791748047","4.590892791748047"
"69","4.578088760375977","4.578088760375977","4.578088760375977"
"70","4.6354498863220215","4.6354498863220215","4.6354498863220215"
"71","4.67116117477417","4.67116117477417","4.67116117477417"
"72","4.675717830657959","4.675717830657959","4.675717830657959"
"73","4.567828178405762","4.567828178405762","4.567828178405762"
"74","4.715407371520996","4.715407371520996","4.715407371520996"
"75","4.594491481781006","4.594491481781006","4.594491481781006"
"76","4.873293876647949","4.873293876647949","4.873293876647949"
"77","4.726083755493164","4.726083755493164","4.726083755493164"
"78","4.627817153930664","4.627817153930664","4.627817153930664"
"79","4.754336833953857","4.754336833953857","4.754336833953857"
"80","4.62299108505249","4.62299108505249","4.62299108505249"
"81","4.706056594848633","4.706056594848633","4.706056594848633"
"82","4.5268073081970215","4.5268073081970215","4.5268073081970215"
"83","4.932167053222656","4.932167053222656","4.932167053222656"
"84","4.741573333740234","4.741573333740234","4.741573333740234"
"85","4.704328536987305","4.704328536987305","4.704328536987305"
"86","4.653336524963379","4.653336524963379","4.653336524963379"
"87","4.6763811111450195","4.6763811111450195","4.6763811111450195"
"88","4.777753829956055","4.777753829956055","4.777753829956055"
"89","4.736138820648193","4.736138820648193","4.736138820648193"
"90","4.528936386108398","4.528936386108398","4.528936386108398"
"91","4.631051063537598","4.631051063537598","4.631051063537598"
"92","4.671617031097412","4.671617031097412","4.671617031097412"
"93","4.853799343109131","4.853799343109131","4.853799343109131"
"94","4.597306251525879","4.597306251525879","4.597306251525879"
"95","4.6987624168396","4.6987624168396","4.6987624168396"
"96","4.875314712524414","4.875314712524414","4.875314712524414"
"97","4.397302627563477","4.397302627563477","4.397302627563477"
"98","4.777726650238037","4.777726650238037","4.777726650238037"
"99","4.742842674255371","4.742842674255371","4.742842674255371"
"100","4.592038154602051","4.592038154602051","4.592038154602051"
"101","4.497530460357666","4.497530460357666","4.497530460357666"
"102","4.845664978027344","4.845664978027344","4.845664978027344"
"103","4.4984450340271","4.4984450340271","4.4984450340271"
"104","4.551955223083496","4.551955223083496","4.551955223083496"
"105","4.456203460693359","4.456203460693359","4.456203460693359"
"106","4.712541103363037","4.712541103363037","4.712541103363037"
"107","4.567249298095703","4.567249298095703","4.567249298095703"
"108","4.445337295532227","4.445337295532227","4.445337295532227"
"109","4.642697334289551","4.642697334289551","4.642697334289551"
"110","4.497425079345703","4.497425079345703","4.497425079345703"
"111","4.584650993347168","4.584650993347168","4.584650993347168"
"112","4.525493144989014","4.525493144989014","4.525493144989014"
"113","4.605035781860352","4.605035781860352","4.605035781860352"
"114","4.585366249084473","4.585366249084473","4.585366249084473"
"115","4.546759605407715","4.546759605407715","4.546759605407715"
"116","4.626495361328125","4.626495361328125","4.626495361328125"
"117","4.304905414581299","4.304905414581299","4.304905414581299"
"118","4.545278549194336","4.545278549194336","4.545278549194336"
"119","4.774279594421387","4.774279594421387","4.774279594421387"
"120","4.57774019241333","4.57774019241333","4.57774019241333"
"121","4.62899112701416","4.62899112701416","4.62899112701416"
"122","4.7428789138793945","4.7428789138793945","4.7428789138793945"
"123","4.633550643920898","4.633550643920898","4.633550643920898"
"124","4.57948112487793","4.57948112487793","4.57948112487793"
"125","4.35952615737915","4.35952615737915","4.35952615737915"
"126","4.431859970092773","4.431859970092773","4.431859970092773"
"127","4.629892349243164","4.629892349243164","4.629892349243164"
"128","4.68202018737793","4.68202018737793","4.68202018737793"
"129","4.464697360992432","4.464697360992432","4.464697360992432"
"130","4.590862274169922","4.590862274169922","4.590862274169922"
"131","4.779880523681641","4.779880523681641","4.779880523681641"
"132","4.495242118835449","4.495242118835449","4.495242118835449"
"133","4.646732330322266","4.646732330322266","4.646732330322266"
"134","4.442016124725342","4.442016124725342","4.442016124725342"
"135","4.533967018127441","4.533967018127441","4.533967018127441"
"136","4.636148452758789","4.636148452758789","4.636148452758789"
"137","4.569615840911865","4.569615840911865","4.569615840911865"
"138","4.710548400878906","4.710548400878906","4.710548400878906"
"139","4.4431891441345215","4.4431891441345215","4.4431891441345215"
"140","4.456230163574219","4.456230163574219","4.456230163574219"
"141","4.63267707824707","4.63267707824707","4.63267707824707"
"142","4.511055946350098","4.511055946350098","4.511055946350098"
"143","4.423343658447266","4.423343658447266","4.423343658447266"
"144","4.521450519561768","4.521450519561768","4.521450519561768"
"145","4.525887489318848","4.525887489318848","4.525887489318848"
"146","4.522896766662598","4.522896766662598","4.522896766662598"
"147","4.486868858337402","4.486868858337402","4.486868858337402"
"148","4.545896530151367","4.545896530151367","4.545896530151367"
"149","4.497943878173828","4.497943878173828","4.497943878173828"
"150","4.561592102050781","4.561592102050781","4.561592102050781"
"151","4.525720596313477","4.525720596313477","4.525720596313477"
"152","4.474575042724609","4.474575042724609","4.474575042724609"
"153","4.63519811630249","4.63519811630249","4.63519811630249"
"154","4.512856960296631","4.512856960296631","4.512856960296631"
"155","4.493200778961182","4.493200778961182","4.493200778961182"
"156","4.448923110961914","4.448923110961914","4.448923110961914"
"157","4.453391075134277","4.453391075134277","4.453391075134277"
"158","4.57948112487793","4.57948112487793","4.57948112487793"
"159","4.5629448890686035","4.5629448890686035","4.5629448890686035"
"160","4.593710899353027","4.593710899353027","4.593710899353027"
"161","4.423039436340332","4.423039436340332","4.423039436340332"
"162","4.447729110717773","4.447729110717773","4.447729110717773"
"163","4.535076141357422","4.535076141357422","4.535076141357422"
"164","4.659290313720703","4.659290313720703","4.659290313720703"
"165","4.50881290435791","4.50881290435791","4.50881290435791"
"166","4.612257957458496","4.612257957458496","4.612257957458496"
"167","4.509042263031006","4.509042263031006","4.509042263031006"
"168","4.465887546539307","4.465887546539307","4.465887546539307"
"169","4.4908061027526855","4.4908061027526855","4.4908061027526855"
"170","4.582465648651123","4.582465648651123","4.582465648651123"
"171","4.672733306884766","4.672733306884766","4.672733306884766"
"172","4.757612228393555","4.757612228393555","4.757612228393555"
"173","4.785359859466553","4.785359859466553","4.785359859466553"
"174","4.852067470550537","4.852067470550537","4.852067470550537"
"175","4.356115341186523","4.356115341186523","4.356115341186523"
"176","4.572632789611816","4.572632789611816","4.572632789611816"
"177","4.609124660491943","4.609124660491943","4.609124660491943"
"178","4.450589656829834","4.450589656829834","4.450589656829834"
"179","4.582094192504883","4.582094192504883","4.582094192504883"
"180","4.510340690612793","4.510340690612793","4.510340690612793"
"181","4.481170177459717","4.481170177459717","4.481170177459717"
"182","4.549238204956055","4.549238204956055","4.549238204956055"
"183","4.419414043426514","4.419414043426514","4.419414043426514"
"184","4.371200084686279","4.371200084686279","4.371200084686279"
"185","4.776242733001709","4.776242733001709","4.776242733001709"
"186","4.471582889556885","4.471582889556885","4.471582889556885"
"187","4.611783027648926","4.611783027648926","4.611783027648926"
"188","4.513583660125732","4.513583660125732","4.513583660125732"
"189","4.5284833908081055","4.5284833908081055","4.5284833908081055"
"190","4.697180271148682","4.697180271148682","4.697180271148682"
"191","4.748697757720947","4.748697757720947","4.748697757720947"
"192","4.634855270385742","4.634855270385742","4.634855270385742"
"193","4.668858051300049","4.668858051300049","4.668858051300049"
"194","4.561957836151123","4.561957836151123","4.561957836151123"
"195","4.576895713806152","4.576895713806152","4.576895713806152"
"196","4.523736953735352","4.523736953735352","4.523736953735352"
"197","4.707735061645508","4.707735061645508","4.707735061645508"
"198","4.644010066986084","4.644010066986084","4.644010066986084"
"199","4.498965740203857","4.498965740203857","4.498965740203857"
"200","4.43344783782959","4.43344783782959","4.43344783782959"
"201","4.620417594909668","4.620417594909668","4.620417594909668"
"202","4.6351799964904785","4.6351799964904785","4.6351799964904785"
"203","4.585591793060303","4.585591793060303","4.585591793060303"
"204","4.730958938598633","4.730958938598633","4.730958938598633"
"205","4.587615013122559","4.587615013122559","4.587615013122559"
"206","4.665231227874756","4.665231227874756","4.665231227874756"
"207","4.8661909103393555","4.8661909103393555","4.8661909103393555"
"208","4.47733211517334","4.47733211517334","4.47733211517334"
"209","4.635278224945068","4.635278224945068","4.635278224945068"
"210","4.591043472290039","4.591043472290039","4.591043472290039"
"211","4.771505832672119","4.771505832672119","4.771505832672119"
"212","4.694404125213623","4.694404125213623","4.694404125213623"
"213","4.603084564208984","4.603084564208984","4.603084564208984"
"214","4.6853790283203125","4.6853790283203125","4.6853790283203125"
"215","4.582821846008301","4.582821846008301","4.582821846008301"
"216","4.688302993774414","4.688302993774414","4.688302993774414"
"217","4.726598262786865","4.726598262786865","4.726598262786865"
"218","4.728752136230469","4.728752136230469","4.728752136230469"
"219","4.6002116203308105","4.6002116203308105","4.6002116203308105"
"220","4.534815788269043","4.534815788269043","4.534815788269043"
"221","4.376977443695068","4.376977443695068","4.376977443695068"
"222","4.596149921417236","4.596149921417236","4.596149921417236"
"223","4.57155179977417","4.57155179977417","4.57155179977417"
"224","4.779852390289307","4.779852390289307","4.779852390289307"
"225","4.591001510620117","4.591001510620117","4.591001510620117"
"226","4.5891618728637695","4.5891618728637695","4.5891618728637695"
"227","4.838625907897949","4.838625907897949","4.838625907897949"
"228","4.59758186340332","4.59758186340332","4.59758186340332"
"229","4.97825813293457","4.97825813293457","4.97825813293457"
"230","4.636468887329102","4.636468887329102","4.636468887329102"
"231","4.558103561401367","4.558103561401367","4.558103561401367"
"232","4.758139610290527","4.758139610290527","4.758139610290527"
"233","4.784121990203857","4.784121990203857","4.784121990203857"
"234","4.595877170562744","4.595877170562744","4.595877170562744"
"235","4.697661876678467","4.697661876678467","4.697661876678467"
"236","4.7129950523376465","4.7129950523376465","4.7129950523376465"
"237","4.559732437133789","4.559732437133789","4.559732437133789"
"238","4.722539901733398","4.722539901733398","4.722539901733398"
"239","4.71754264831543","4.71754264831543","4.71754264831543"
"240","4.547552108764648","4.547552108764648","4.547552108764648"
"241","4.69050931930542","4.69050931930542","4.69050931930542"
"242","4.521624565124512","4.521624565124512","4.521624565124512"
"243","4.810234069824219","4.810234069824219","4.810234069824219"
"244","4.618165969848633","4.618165969848633","4.618165969848633"
"245","4.55253791809082","4.55253791809082","4.55253791809082"
"246","4.608621597290039","4.608621597290039","4.608621597290039"
"247","4.649542331695557","4.649542331695557","4.649542331695557"
"248","4.620077133178711","4.620077133178711","4.620077133178711"
"249","4.616983413696289","4.616983413696289","4.616983413696289"
"250","4.418326377868652","4.418326377868652","4.418326377868652"
"251","4.701769828796387","4.701769828796387","4.701769828796387"
"252","4.566898345947266","4.566898345947266","4.566898345947266"
"253","4.6758294105529785","4.6758294105529785","4.6758294105529785"
"254","4.426764488220215","4.426764488220215","4.426764488220215"
"255","4.549871444702148","4.549871444702148","4.549871444702148"
"256","4.726601600646973","4.726601600646973","4.726601600646973"
"257","4.532142639160156","4.532142639160156","4.532142639160156"
"258","4.6673126220703125","4.6673126220703125","4.6673126220703125"
"259","4.594663619995117","4.594663619995117","4.594663619995117"
"260","4.51235294342041","4.51235294342041","4.51235294342041"
"261","4.647524833679199","4.647524833679199","4.647524833679199"
"262","4.547055244445801","4.547055244445801","4.547055244445801"
"263","4.482202529907227","4.482202529907227","4.482202529907227"
"264","4.509687423706055","4.509687423706055","4.509687423706055"
"265","4.359779357910156","4.359779357910156","4.359779357910156"
"266","4.6243743896484375","4.6243743896484375","4.6243743896484375"
"267","4.539495468139648","4.539495468139648","4.539495468139648"
"268","4.576925277709961","4.576925277709961","4.576925277709961"
"269","4.45673131942749","4.45673131942749","4.45673131942749"
"270","4.713271617889404","4.713271617889404","4.713271617889404"
"271","4.563093185424805","4.563093185424805","4.563093185424805"
"272","4.56684684753418","4.56684684753418","4.56684684753418"
"273","4.62899112701416","4.62899112701416","4.62899112701416"
"274","4.5437774658203125","4.5437774658203125","4.5437774658203125"
"275","4.730781555175781","4.730781555175781","4.730781555175781"
"276","4.562115669250488","4.562115669250488","4.562115669250488"
"277","4.53789758682251","4.53789758682251","4.53789758682251"
"278","4.612849235534668","4.612849235534668","4.612849235534668"
"279","4.715995788574219","4.715995788574219","4.715995788574219"
"280","4.587099075317383","4.587099075317383","4.587099075317383"
"281","4.633113861083984","4.633113861083984","4.633113861083984"
"282","4.605859756469727","4.605859756469727","4.605859756469727"
"283","4.693326950073242","4.693326950073242","4.693326950073242"
"284","4.476733207702637","4.476733207702637","4.476733207702637"
"285","4.550258636474609","4.550258636474609","4.550258636474609"
"286","4.360527038574219","4.360527038574219","4.360527038574219"
"287","4.594493389129639","4.594493389129639","4.594493389129639"
"288","4.803736209869385","4.803736209869385","4.803736209869385"
"289","4.684426307678223","4.684426307678223","4.684426307678223"
"290","4.587418556213379","4.587418556213379","4.587418556213379"
"291","4.6943769454956055","4.6943769454956055","4.6943769454956055"
"292","4.610586166381836","4.610586166381836","4.610586166381836"
"293","4.5444793701171875","4.5444793701171875","4.5444793701171875"
"294","4.6600189208984375","4.6600189208984375","4.6600189208984375"
"295","4.745061874389648","4.745061874389648","4.745061874389648"
"296","4.496294021606445","4.496294021606445","4.496294021606445"
"297","4.654736518859863","4.654736518859863","4.654736518859863"
"298","4.417227745056152","4.417227745056152","4.417227745056152"
"299","4.515830993652344","4.515830993652344","4.515830993652344"
"300","4.543402671813965","4.543402671813965","4.543402671813965"
"301","4.525530815124512","4.525530815124512","4.525530815124512"
"302","4.679238796234131","4.679238796234131","4.679238796234131"
"303","4.615289688110352","4.615289688110352","4.615289688110352"
"304","4.740809917449951","4.740809917449951","4.740809917449951"
"305","4.352106094360352","4.352106094360352","4.352106094360352"
"306","4.599460601806641","4.599460601806641","4.599460601806641"
"307","4.52287483215332","4.52287483215332","4.52287483215332"
"308","4.459381103515625","4.459381103515625","4.459381103515625"
"309","4.404990196228027","4.404990196228027","4.404990196228027"
"310","4.605650901794434","4.605650901794434","4.605650901794434"
"311","4.668801784515381","4.668801784515381","4.668801784515381"
"312","4.692708492279053","4.692708492279053","4.692708492279053"
"313","4.687761306762695","4.687761306762695","4.687761306762695"
"314","4.528443336486816","4.528443336486816","4.528443336486816"
"315","4.664007186889648","4.664007186889648","4.664007186889648"
"316","4.661640167236328","4.661640167236328","4.661640167236328"
"317","4.677517890930176","4.677517890930176","4.677517890930176"
"318","4.671666145324707","4.671666145324707","4.671666145324707"
"319","4.713338375091553","4.713338375091553","4.713338375091553"
"320","4.555699825286865","4.555699825286865","4.555699825286865"
"321","4.645234107971191","4.645234107971191","4.645234107971191"
"322","4.627630233764648","4.627630233764648","4.627630233764648"
"323","4.6706743240356445","4.6706743240356445","4.6706743240356445"
"324","4.549468994140625","4.549468994140625","4.549468994140625"
"325","4.768168926239014","4.768168926239014","4.768168926239014"
"326","4.935861587524414","4.935861587524414","4.935861587524414"
"327","4.639371871948242","4.639371871948242","4.639371871948242"
"328","4.602263927459717","4.602263927459717","4.602263927459717"
"329","4.653245449066162","4.653245449066162","4.653245449066162"
"330","4.646035194396973","4.646035194396973","4.646035194396973"
"331","4.761021614074707","4.761021614074707","4.761021614074707"
"332","4.6298322677612305","4.6298322677612305","4.6298322677612305"
"333","4.704897880554199","4.704897880554199","4.704897880554199"
"334","4.7561235427856445","4.7561235427856445","4.7561235427856445"
"335","4.583583354949951","4.583583354949951","4.583583354949951"
"336","4.620142936706543","4.620142936706543","4.620142936706543"
"337","4.735658645629883","4.735658645629883","4.735658645629883"
"338","4.8555192947387695","4.8555192947387695","4.8555192947387695"
"339","4.694777011871338","4.694777011871338","4.694777011871338"
"340","4.675814151763916","4.675814151763916","4.675814151763916"
"341","4.637824535369873","4.637824535369873","4.637824535369873"
"342","4.509983062744141","4.509983062744141","4.509983062744141"
"343","4.705557823181152","4.705557823181152","4.705557823181152"
"344","4.771821975708008","4.771821975708008","4.771821975708008"
"345","4.519233226776123","4.519233226776123","4.519233226776123"
"346","4.6412858963012695","4.6412858963012695","4.6412858963012695"
"347","4.605371952056885","4.605371952056885","4.605371952056885"
"348","4.583291053771973","4.583291053771973","4.583291053771973"
"349","4.834558010101318","4.834558010101318","4.834558010101318"
"350","4.575448513031006","4.575448513031006","4.575448513031006"
"351","4.701164245605469","4.701164245605469","4.701164245605469"
"352","4.4466352462768555","4.4466352462768555","4.4466352462768555"
"353","4.659791946411133","4.659791946411133","4.659791946411133"
"354","4.611821174621582","4.611821174621582","4.611821174621582"
"355","4.787827968597412","4.787827968597412","4.787827968597412"
"356","4.839089393615723","4.839089393615723","4.839089393615723"
"357","4.715803623199463","4.715803623199463","4.715803623199463"
"358","4.714696884155273","4.714696884155273","4.714696884155273"
"359","4.493041515350342","4.493041515350342","4.493041515350342"
"360","4.503750801086426","4.503750801086426","4.503750801086426"
"361","4.655559539794922","4.655559539794922","4.655559539794922"
"362","4.621440410614014","4.621440410614014","4.621440410614014"
"363","4.590052604675293","4.590052604675293","4.590052604675293"
"364","4.533136367797852","4.533136367797852","4.533136367797852"
"365","4.516024589538574","4.516024589538574","4.516024589538574"
"366","4.459483623504639","4.459483623504639","4.459483623504639"
"367","4.354744911193848","4.354744911193848","4.354744911193848"
"368","4.49550724029541","4.49550724029541","4.49550724029541"
"369","4.523235321044922","4.523235321044922","4.523235321044922"
"370","4.481403350830078","4.481403350830078","4.481403350830078"
"371","4.477969169616699","4.477969169616699","4.477969169616699"
"372","4.606668472290039","4.606668472290039","4.606668472290039"
"373","4.361008644104004","4.361008644104004","4.361008644104004"
"374","4.398508548736572","4.398508548736572","4.398508548736572"
"375","4.515096664428711","4.515096664428711","4.515096664428711"
"376","4.507792949676514","4.507792949676514","4.507792949676514"
"377","4.454769134521484","4.454769134521484","4.454769134521484"
"378","4.273085594177246","4.273085594177246","4.273085594177246"
"379","4.621621608734131","4.621621608734131","4.621621608734131"
"380","4.093762397766113","4.093762397766113","4.093762397766113"
"381","4.350358009338379","4.350358009338379","4.350358009338379"
"382","4.872645854949951","4.872645854949951","4.872645854949951"
"383","4.296278953552246","4.296278953552246","4.296278953552246"
"384","4.607752799987793","4.607752799987793","4.607752799987793"
"385","4.541152000427246","4.541152000427246","4.541152000427246"
"386","4.746655464172363","4.746655464172363","4.746655464172363"
"387","4.820374011993408","4.820374011993408","4.820374011993408"
"388","4.743207931518555","4.743207931518555","4.743207931518555"
"389","4.551549434661865","4.551549434661865","4.551549434661865"
"390","4.531176567077637","4.531176567077637","4.531176567077637"
"391","4.635303497314453","4.635303497314453","4.635303497314453"
"392","4.459872245788574","4.459872245788574","4.459872245788574"
"393","4.289688587188721","4.289688587188721","4.289688587188721"
"394","4.638574123382568","4.638574123382568","4.638574123382568"
"395","4.796428203582764","4.796428203582764","4.796428203582764"
"396","4.732333183288574","4.732333183288574","4.732333183288574"
"397","4.503419399261475","4.503419399261475","4.503419399261475"
"398","4.618068695068359","4.618068695068359","4.618068695068359"
"399","4.407601356506348","4.407601356506348","4.407601356506348"
"400","4.572291374206543","4.572291374206543","4.572291374206543"
"401","4.49432897567749","4.49432897567749","4.49432897567749"
"402","4.432833671569824","4.432833671569824","4.432833671569824"
"403","4.669106960296631","4.669106960296631","4.669106960296631"
"404","4.544317245483398","4.544317245483398","4.544317245483398"
"405","4.474376201629639","4.474376201629639","4.474376201629639"
"406","4.492841720581055","4.492841720581055","4.492841720581055"
"407","4.509997844696045","4.509997844696045","4.509997844696045"
"408","4.667220115661621","4.667220115661621","4.667220115661621"
"409","4.359600067138672","4.359600067138672","4.359600067138672"
"410","4.349897861480713","4.349897861480713","4.349897861480713"
"411","4.598222732543945","4.598222732543945","4.598222732543945"
"412","4.586030006408691","4.586030006408691","4.586030006408691"
"413","4.2923383712768555","4.2923383712768555","4.2923383712768555"
"414","4.554922580718994","4.554922580718994","4.554922580718994"
"415","4.460444927215576","4.460444927215576","4.460444927215576"
"416","4.514767646789551","4.514767646789551","4.514767646789551"
"417","4.4210205078125","4.4210205078125","4.4210205078125"
"418","4.46551513671875","4.46551513671875","4.46551513671875"
"419","4.461503028869629","4.461503028869629","4.461503028869629"
"420","4.42604398727417","4.42604398727417","4.42604398727417"
"421","4.397679805755615","4.397679805755615","4.397679805755615"
"422","4.443899154663086","4.443899154663086","4.443899154663086"
"423","4.439510345458984","4.439510345458984","4.439510345458984"
"424","4.437815189361572","4.437815189361572","4.437815189361572"
"425","4.506565093994141","4.506565093994141","4.506565093994141"
"426","4.349931716918945","4.349931716918945","4.349931716918945"
"427","4.6842875480651855","4.6842875480651855","4.6842875480651855"
"428","4.308283805847168","4.308283805847168","4.308283805847168"
"429","4.290574073791504","4.290574073791504","4.290574073791504"
"430","4.409520149230957","4.409520149230957","4.409520149230957"
"431","4.382562637329102","4.382562637329102","4.382562637329102"
"432","4.34011697769165","4.34011697769165","4.34011697769165"
"433","4.274884223937988","4.274884223937988","4.274884223937988"
"434","4.315417289733887","4.315417289733887","4.315417289733887"
"435","4.380577087402344","4.380577087402344","4.380577087402344"
"436","4.421565532684326","4.421565532684326","4.421565532684326"
"437","4.389153957366943","4.389153957366943","4.389153957366943"
"438","4.3779449462890625","4.3779449462890625","4.3779449462890625"
"439","4.2360663414001465","4.2360663414001465","4.2360663414001465"
"440","4.306051254272461","4.306051254272461","4.306051254272461"
"441","4.291407585144043","4.291407585144043","4.291407585144043"
"442","4.4752197265625","4.4752197265625","4.4752197265625"
"443","4.346199989318848","4.346199989318848","4.346199989318848"
"444","4.6078009605407715","4.6078009605407715","4.6078009605407715"
"445","4.206838130950928","4.206838130950928","4.206838130950928"
"446","4.369030952453613","4.369030952453613","4.369030952453613"
"447","4.370170593261719","4.370170593261719","4.370170593261719"
"448","4.391956806182861","4.391956806182861","4.391956806182861"
"449","4.462213516235352","4.462213516235352","4.462213516235352"
"450","4.349560737609863","4.349560737609863","4.349560737609863"
"451","4.387933254241943","4.387933254241943","4.387933254241943"
"452","4.3280348777771","4.3280348777771","4.3280348777771"
"453","4.3943023681640625","4.3943023681640625","4.3943023681640625"
"454","4.33046293258667","4.33046293258667","4.33046293258667"
"455","4.442312240600586","4.442312240600586","4.442312240600586"
"456","4.3551177978515625","4.3551177978515625","4.3551177978515625"
"457","4.386960029602051","4.386960029602051","4.386960029602051"
"458","4.378462791442871","4.378462791442871","4.378462791442871"
"459","4.307949066162109","4.307949066162109","4.307949066162109"
"460","4.442694664001465","4.442694664001465","4.442694664001465"
"461","4.234921932220459","4.234921932220459","4.234921932220459"
"462","4.457279682159424","4.457279682159424","4.457279682159424"
"463","4.471474647521973","4.471474647521973","4.471474647521973"
"464","4.50656795501709","4.50656795501709","4.50656795501709"
"465","4.315910339355469","4.315910339355469","4.315910339355469"
"466","4.277502059936523","4.277502059936523","4.277502059936523"
"467","4.459292411804199","4.459292411804199","4.459292411804199"
"468","4.338787078857422","4.338787078857422","4.338787078857422"
"469","4.295051574707031","4.295051574707031","4.295051574707031"
"470","4.405895233154297","4.405895233154297","4.405895233154297"
"471","4.122049331665039","4.122049331665039","4.122049331665039"
"472","4.171657085418701","4.171657085418701","4.171657085418701"
"473","4.210603713989258","4.210603713989258","4.210603713989258"
"474","4.2562150955200195","4.2562150955200195","4.2562150955200195"
"475","4.159577369689941","4.159577369689941","4.159577369689941"
"476","4.271340847015381","4.271340847015381","4.271340847015381"
"477","4.2552337646484375","4.2552337646484375","4.2552337646484375"
"478","4.544002056121826","4.544002056121826","4.544002056121826"
"479","4.482891082763672","4.482891082763672","4.482891082763672"
"480","4.282634735107422","4.282634735107422","4.282634735107422"
"481","4.388501167297363","4.388501167297363","4.388501167297363"
"482","4.245562553405762","4.245562553405762","4.245562553405762"
"483","4.313366889953613","4.313366889953613","4.313366889953613"
"484","4.249632835388184","4.249632835388184","4.249632835388184"
"485","4.291049480438232","4.291049480438232","4.291049480438232"
"486","4.380007743835449","4.380007743835449","4.380007743835449"
"487","4.370450019836426","4.370450019836426","4.370450019836426"
"488","4.387723922729492","4.387723922729492","4.387723922729492"
"489","4.277769088745117","4.277769088745117","4.277769088745117"
