"Step","4BlockID - Episode_Reward/payload_2_target","4BlockID - Episode_Reward/payload_2_target__MIN","4BlockID - Episode_Reward/payload_2_target__MAX"
"42","-0.02297085151076317","-0.02297085151076317","-0.02297085151076317"
"43","-0.028247855603694916","-0.028247855603694916","-0.028247855603694916"
"44","-0.05594831705093384","-0.05594831705093384","-0.05594831705093384"
"45","-0.060196127742528915","-0.060196127742528915","-0.060196127742528915"
"46","-0.05110384151339531","-0.05110384151339531","-0.05110384151339531"
"47","-0.11263420432806015","-0.11263420432806015","-0.11263420432806015"
"48","-0.06995619088411331","-0.06995619088411331","-0.06995619088411331"
"49","-0.06307312846183777","-0.06307312846183777","-0.06307312846183777"
"50","-0.03972537815570831","-0.03972537815570831","-0.03972537815570831"
"51","-0.11482536047697067","-0.11482536047697067","-0.11482536047697067"
"52","-0.0911247730255127","-0.0911247730255127","-0.0911247730255127"
"53","-0.12818852066993713","-0.12818852066993713","-0.12818852066993713"
"54","-0.07452517747879028","-0.07452517747879028","-0.07452517747879028"
"55","-0.06039225310087204","-0.06039225310087204","-0.06039225310087204"
"56","-0.10926996171474457","-0.10926996171474457","-0.10926996171474457"
"57","-0.30126267671585083","-0.30126267671585083","-0.30126267671585083"
"58","-0.2463272511959076","-0.2463272511959076","-0.2463272511959076"
"59","-0.17863379418849945","-0.17863379418849945","-0.17863379418849945"
"60","-0.19119954109191895","-0.19119954109191895","-0.19119954109191895"
"61","-0.30114492774009705","-0.30114492774009705","-0.30114492774009705"
"62","-0.21154290437698364","-0.21154290437698364","-0.21154290437698364"
"63","-0.2749185562133789","-0.2749185562133789","-0.2749185562133789"
"64","-0.33845099806785583","-0.33845099806785583","-0.33845099806785583"
"65","-0.3241801857948303","-0.3241801857948303","-0.3241801857948303"
"66","-0.3396340608596802","-0.3396340608596802","-0.3396340608596802"
"67","-0.3765328526496887","-0.3765328526496887","-0.3765328526496887"
"68","-0.30050188302993774","-0.30050188302993774","-0.30050188302993774"
"69","-0.2684776484966278","-0.2684776484966278","-0.2684776484966278"
"70","-0.29618656635284424","-0.29618656635284424","-0.29618656635284424"
"71","-0.25012147426605225","-0.25012147426605225","-0.25012147426605225"
"72","-0.3715759217739105","-0.3715759217739105","-0.3715759217739105"
"73","-0.24135303497314453","-0.24135303497314453","-0.24135303497314453"
"74","-0.34055575728416443","-0.34055575728416443","-0.34055575728416443"
"75","-0.3057592511177063","-0.3057592511177063","-0.3057592511177063"
"76","-0.4680496156215668","-0.4680496156215668","-0.4680496156215668"
"77","-0.35863184928894043","-0.35863184928894043","-0.35863184928894043"
"78","-0.3071943521499634","-0.3071943521499634","-0.3071943521499634"
"79","-0.3776436448097229","-0.3776436448097229","-0.3776436448097229"
"80","-0.4726130962371826","-0.4726130962371826","-0.4726130962371826"
"81","-0.48487588763237","-0.48487588763237","-0.48487588763237"
"82","-0.38393068313598633","-0.38393068313598633","-0.38393068313598633"
"83","-0.3273716866970062","-0.3273716866970062","-0.3273716866970062"
"84","-0.5773409605026245","-0.5773409605026245","-0.5773409605026245"
"85","-0.40352654457092285","-0.40352654457092285","-0.40352654457092285"
"86","-0.30414146184921265","-0.30414146184921265","-0.30414146184921265"
"87","-0.48247694969177246","-0.48247694969177246","-0.48247694969177246"
"88","-0.2556370496749878","-0.2556370496749878","-0.2556370496749878"
"89","-0.4424372911453247","-0.4424372911453247","-0.4424372911453247"
"90","-0.48112115263938904","-0.48112115263938904","-0.48112115263938904"
"91","-0.39224061369895935","-0.39224061369895935","-0.39224061369895935"
"92","-0.3810339868068695","-0.3810339868068695","-0.3810339868068695"
"93","-0.32334256172180176","-0.32334256172180176","-0.32334256172180176"
"94","-0.25595664978027344","-0.25595664978027344","-0.25595664978027344"
"95","-0.31322169303894043","-0.31322169303894043","-0.31322169303894043"
"96","-0.25883424282073975","-0.25883424282073975","-0.25883424282073975"
"97","-0.30001845955848694","-0.30001845955848694","-0.30001845955848694"
"98","-0.27170729637145996","-0.27170729637145996","-0.27170729637145996"
"99","-0.4240560233592987","-0.4240560233592987","-0.4240560233592987"
"100","-0.37396240234375","-0.37396240234375","-0.37396240234375"
"101","-0.2766808271408081","-0.2766808271408081","-0.2766808271408081"
"102","-0.31138694286346436","-0.31138694286346436","-0.31138694286346436"
"103","-0.3100299835205078","-0.3100299835205078","-0.3100299835205078"
"104","-0.2505810260772705","-0.2505810260772705","-0.2505810260772705"
"105","-0.29381462931632996","-0.29381462931632996","-0.29381462931632996"
"106","-0.28138571977615356","-0.28138571977615356","-0.28138571977615356"
"107","-0.24332235753536224","-0.24332235753536224","-0.24332235753536224"
"108","-0.2655404508113861","-0.2655404508113861","-0.2655404508113861"
"109","-0.27823111414909363","-0.27823111414909363","-0.27823111414909363"
"110","-0.21855652332305908","-0.21855652332305908","-0.21855652332305908"
"111","-0.19087523221969604","-0.19087523221969604","-0.19087523221969604"
"112","-0.28730088472366333","-0.28730088472366333","-0.28730088472366333"
"113","-0.2869049906730652","-0.2869049906730652","-0.2869049906730652"
"114","-0.2331947684288025","-0.2331947684288025","-0.2331947684288025"
"115","-0.174767404794693","-0.174767404794693","-0.174767404794693"
"116","-0.2261013239622116","-0.2261013239622116","-0.2261013239622116"
"117","-0.15558254718780518","-0.15558254718780518","-0.15558254718780518"
"118","-0.24462895095348358","-0.24462895095348358","-0.24462895095348358"
"119","-0.17362043261528015","-0.17362043261528015","-0.17362043261528015"
"120","-0.19463858008384705","-0.19463858008384705","-0.19463858008384705"
"121","-0.24421745538711548","-0.24421745538711548","-0.24421745538711548"
"122","-0.24898254871368408","-0.24898254871368408","-0.24898254871368408"
"123","-0.21352648735046387","-0.21352648735046387","-0.21352648735046387"
"124","-0.1681768000125885","-0.1681768000125885","-0.1681768000125885"
"125","-0.30228590965270996","-0.30228590965270996","-0.30228590965270996"
"126","-0.20775052905082703","-0.20775052905082703","-0.20775052905082703"
"127","-0.15814614295959473","-0.15814614295959473","-0.15814614295959473"
"128","-0.24520407617092133","-0.24520407617092133","-0.24520407617092133"
"129","-0.1815849244594574","-0.1815849244594574","-0.1815849244594574"
"130","-0.22923128306865692","-0.22923128306865692","-0.22923128306865692"
"131","-0.20723390579223633","-0.20723390579223633","-0.20723390579223633"
"132","-0.2927658259868622","-0.2927658259868622","-0.2927658259868622"
"133","-0.19491899013519287","-0.19491899013519287","-0.19491899013519287"
"134","-0.2987790107727051","-0.2987790107727051","-0.2987790107727051"
"135","-0.16658000648021698","-0.16658000648021698","-0.16658000648021698"
"136","-0.1995536983013153","-0.1995536983013153","-0.1995536983013153"
"137","-0.22085390985012054","-0.22085390985012054","-0.22085390985012054"
"138","-0.22088173031806946","-0.22088173031806946","-0.22088173031806946"
"139","-0.14032669365406036","-0.14032669365406036","-0.14032669365406036"
"140","-0.16948804259300232","-0.16948804259300232","-0.16948804259300232"
"141","-0.1903197020292282","-0.1903197020292282","-0.1903197020292282"
"142","-0.10570766776800156","-0.10570766776800156","-0.10570766776800156"
"143","-0.15003107488155365","-0.15003107488155365","-0.15003107488155365"
"144","-0.20900748670101166","-0.20900748670101166","-0.20900748670101166"
"145","-0.23042723536491394","-0.23042723536491394","-0.23042723536491394"
"146","-0.16563700139522552","-0.16563700139522552","-0.16563700139522552"
"147","-0.19365601241588593","-0.19365601241588593","-0.19365601241588593"
"148","-0.15686455368995667","-0.15686455368995667","-0.15686455368995667"
"149","-0.19930092990398407","-0.19930092990398407","-0.19930092990398407"
"150","-0.1778659075498581","-0.1778659075498581","-0.1778659075498581"
"151","-0.1668720543384552","-0.1668720543384552","-0.1668720543384552"
"152","-0.19576267898082733","-0.19576267898082733","-0.19576267898082733"
"153","-0.22999608516693115","-0.22999608516693115","-0.22999608516693115"
"154","-0.23686334490776062","-0.23686334490776062","-0.23686334490776062"
"155","-0.2596837282180786","-0.2596837282180786","-0.2596837282180786"
"156","-0.22302594780921936","-0.22302594780921936","-0.22302594780921936"
"157","-0.21266810595989227","-0.21266810595989227","-0.21266810595989227"
"158","-0.1961175799369812","-0.1961175799369812","-0.1961175799369812"
"159","-0.13614079356193542","-0.13614079356193542","-0.13614079356193542"
"160","-0.3141670823097229","-0.3141670823097229","-0.3141670823097229"
"161","-0.1703399270772934","-0.1703399270772934","-0.1703399270772934"
"162","-0.17750638723373413","-0.17750638723373413","-0.17750638723373413"
"163","-0.17339041829109192","-0.17339041829109192","-0.17339041829109192"
"164","-0.11585202068090439","-0.11585202068090439","-0.11585202068090439"
"165","-0.1367197334766388","-0.1367197334766388","-0.1367197334766388"
"166","-0.1404877007007599","-0.1404877007007599","-0.1404877007007599"
"167","-0.12437175959348679","-0.12437175959348679","-0.12437175959348679"
"168","-0.09762906283140182","-0.09762906283140182","-0.09762906283140182"
"169","-0.10611775517463684","-0.10611775517463684","-0.10611775517463684"
"170","-0.13757896423339844","-0.13757896423339844","-0.13757896423339844"
"171","-0.2183006852865219","-0.2183006852865219","-0.2183006852865219"
"172","-0.1590571105480194","-0.1590571105480194","-0.1590571105480194"
"173","-0.17390821874141693","-0.17390821874141693","-0.17390821874141693"
"174","-0.22352898120880127","-0.22352898120880127","-0.22352898120880127"
"175","-0.13649679720401764","-0.13649679720401764","-0.13649679720401764"
"176","-0.1707172989845276","-0.1707172989845276","-0.1707172989845276"
"177","-0.11519376933574677","-0.11519376933574677","-0.11519376933574677"
"178","-0.2808336913585663","-0.2808336913585663","-0.2808336913585663"
"179","-0.24089007079601288","-0.24089007079601288","-0.24089007079601288"
"180","-0.18654417991638184","-0.18654417991638184","-0.18654417991638184"
"181","-0.25012683868408203","-0.25012683868408203","-0.25012683868408203"
"182","-0.22018522024154663","-0.22018522024154663","-0.22018522024154663"
"183","-0.2419843077659607","-0.2419843077659607","-0.2419843077659607"
"184","-0.20088544487953186","-0.20088544487953186","-0.20088544487953186"
"185","-0.18840953707695007","-0.18840953707695007","-0.18840953707695007"
"186","-0.29628896713256836","-0.29628896713256836","-0.29628896713256836"
"187","-0.23977947235107422","-0.23977947235107422","-0.23977947235107422"
"188","-0.320250928401947","-0.320250928401947","-0.320250928401947"
"189","-0.22000157833099365","-0.22000157833099365","-0.22000157833099365"
"190","-0.25723549723625183","-0.25723549723625183","-0.25723549723625183"
"191","-0.26558569073677063","-0.26558569073677063","-0.26558569073677063"
"192","-0.25755131244659424","-0.25755131244659424","-0.25755131244659424"
"193","-0.27962204813957214","-0.27962204813957214","-0.27962204813957214"
"194","-0.30034226179122925","-0.30034226179122925","-0.30034226179122925"
"195","-0.3041124939918518","-0.3041124939918518","-0.3041124939918518"
"196","-0.39057350158691406","-0.39057350158691406","-0.39057350158691406"
"197","-0.4437503516674042","-0.4437503516674042","-0.4437503516674042"
"198","-0.30345821380615234","-0.30345821380615234","-0.30345821380615234"
"199","-0.3273334503173828","-0.3273334503173828","-0.3273334503173828"
"200","-0.30171680450439453","-0.30171680450439453","-0.30171680450439453"
"201","-0.41292113065719604","-0.41292113065719604","-0.41292113065719604"
"202","-0.39169394969940186","-0.39169394969940186","-0.39169394969940186"
"203","-0.4612853527069092","-0.4612853527069092","-0.4612853527069092"
"204","-0.6126687526702881","-0.6126687526702881","-0.6126687526702881"
"205","-0.36930808424949646","-0.36930808424949646","-0.36930808424949646"
"206","-0.47192177176475525","-0.47192177176475525","-0.47192177176475525"
"207","-0.41006597876548767","-0.41006597876548767","-0.41006597876548767"
"208","-0.4017912745475769","-0.4017912745475769","-0.4017912745475769"
"209","-0.33671993017196655","-0.33671993017196655","-0.33671993017196655"
"210","-0.3902161717414856","-0.3902161717414856","-0.3902161717414856"
"211","-0.4341576099395752","-0.4341576099395752","-0.4341576099395752"
"212","-0.37480616569519043","-0.37480616569519043","-0.37480616569519043"
"213","-0.2904285788536072","-0.2904285788536072","-0.2904285788536072"
"214","-0.35142290592193604","-0.35142290592193604","-0.35142290592193604"
"215","-0.38796114921569824","-0.38796114921569824","-0.38796114921569824"
"216","-0.35935086011886597","-0.35935086011886597","-0.35935086011886597"
"217","-0.3331981897354126","-0.3331981897354126","-0.3331981897354126"
"218","-0.41088196635246277","-0.41088196635246277","-0.41088196635246277"
"219","-0.4108999967575073","-0.4108999967575073","-0.4108999967575073"
"220","-0.3845762610435486","-0.3845762610435486","-0.3845762610435486"
"221","-0.2115245908498764","-0.2115245908498764","-0.2115245908498764"
"222","-0.2945367097854614","-0.2945367097854614","-0.2945367097854614"
"223","-0.5283512473106384","-0.5283512473106384","-0.5283512473106384"
"224","-0.3317204415798187","-0.3317204415798187","-0.3317204415798187"
"225","-0.4941723346710205","-0.4941723346710205","-0.4941723346710205"
"226","-0.32216212153434753","-0.32216212153434753","-0.32216212153434753"
"227","-0.4417884349822998","-0.4417884349822998","-0.4417884349822998"
"228","-0.44721901416778564","-0.44721901416778564","-0.44721901416778564"
"229","-0.593913197517395","-0.593913197517395","-0.593913197517395"
"230","-0.4909423589706421","-0.4909423589706421","-0.4909423589706421"
"231","-0.42332029342651367","-0.42332029342651367","-0.42332029342651367"
"232","-0.5035784244537354","-0.5035784244537354","-0.5035784244537354"
"233","-0.5206335783004761","-0.5206335783004761","-0.5206335783004761"
"234","-0.4192677438259125","-0.4192677438259125","-0.4192677438259125"
"235","-0.42031797766685486","-0.42031797766685486","-0.42031797766685486"
"236","-0.3611181676387787","-0.3611181676387787","-0.3611181676387787"
"237","-0.3977951407432556","-0.3977951407432556","-0.3977951407432556"
"238","-0.4685400426387787","-0.4685400426387787","-0.4685400426387787"
"239","-0.47940975427627563","-0.47940975427627563","-0.47940975427627563"
"240","-0.39315879344940186","-0.39315879344940186","-0.39315879344940186"
"241","-0.3499206006526947","-0.3499206006526947","-0.3499206006526947"
"242","-0.36569130420684814","-0.36569130420684814","-0.36569130420684814"
"243","-0.4067363142967224","-0.4067363142967224","-0.4067363142967224"
"244","-0.465003103017807","-0.465003103017807","-0.465003103017807"
"245","-0.29277873039245605","-0.29277873039245605","-0.29277873039245605"
"246","-0.348372220993042","-0.348372220993042","-0.348372220993042"
"247","-0.31207147240638733","-0.31207147240638733","-0.31207147240638733"
"248","-0.23635737597942352","-0.23635737597942352","-0.23635737597942352"
"249","-0.3772733211517334","-0.3772733211517334","-0.3772733211517334"
"250","-0.21720662713050842","-0.21720662713050842","-0.21720662713050842"
"251","-0.3495278060436249","-0.3495278060436249","-0.3495278060436249"
"252","-0.29417064785957336","-0.29417064785957336","-0.29417064785957336"
"253","-0.28613168001174927","-0.28613168001174927","-0.28613168001174927"
"254","-0.2569954991340637","-0.2569954991340637","-0.2569954991340637"
"255","-0.2225736379623413","-0.2225736379623413","-0.2225736379623413"
"256","-0.27630913257598877","-0.27630913257598877","-0.27630913257598877"
"257","-0.439373254776001","-0.439373254776001","-0.439373254776001"
"258","-0.33155834674835205","-0.33155834674835205","-0.33155834674835205"
"259","-0.3758522868156433","-0.3758522868156433","-0.3758522868156433"
"260","-0.24352991580963135","-0.24352991580963135","-0.24352991580963135"
"261","-0.4098990857601166","-0.4098990857601166","-0.4098990857601166"
"262","-0.20580759644508362","-0.20580759644508362","-0.20580759644508362"
"263","-0.27115583419799805","-0.27115583419799805","-0.27115583419799805"
"264","-0.1952613890171051","-0.1952613890171051","-0.1952613890171051"
"265","-0.3071507215499878","-0.3071507215499878","-0.3071507215499878"
"266","-0.25802290439605713","-0.25802290439605713","-0.25802290439605713"
"267","-0.3702896237373352","-0.3702896237373352","-0.3702896237373352"
"268","-0.34628039598464966","-0.34628039598464966","-0.34628039598464966"
"269","-0.40777939558029175","-0.40777939558029175","-0.40777939558029175"
"270","-0.3579185903072357","-0.3579185903072357","-0.3579185903072357"
"271","-0.3189128041267395","-0.3189128041267395","-0.3189128041267395"
"272","-0.2966018319129944","-0.2966018319129944","-0.2966018319129944"
"273","-0.33605045080184937","-0.33605045080184937","-0.33605045080184937"
"274","-0.36038702726364136","-0.36038702726364136","-0.36038702726364136"
"275","-0.3425195813179016","-0.3425195813179016","-0.3425195813179016"
"276","-0.2591215968132019","-0.2591215968132019","-0.2591215968132019"
"277","-0.34332364797592163","-0.34332364797592163","-0.34332364797592163"
"278","-0.30809494853019714","-0.30809494853019714","-0.30809494853019714"
"279","-0.3358909487724304","-0.3358909487724304","-0.3358909487724304"
"280","-0.33714672923088074","-0.33714672923088074","-0.33714672923088074"
"281","-0.34975361824035645","-0.34975361824035645","-0.34975361824035645"
"282","-0.3594134449958801","-0.3594134449958801","-0.3594134449958801"
"283","-0.3704169988632202","-0.3704169988632202","-0.3704169988632202"
"284","-0.2386758029460907","-0.2386758029460907","-0.2386758029460907"
"285","-0.38867390155792236","-0.38867390155792236","-0.38867390155792236"
"286","-0.3593599498271942","-0.3593599498271942","-0.3593599498271942"
"287","-0.3930545449256897","-0.3930545449256897","-0.3930545449256897"
"288","-0.37537574768066406","-0.37537574768066406","-0.37537574768066406"
"289","-0.26226919889450073","-0.26226919889450073","-0.26226919889450073"
"290","-0.3152100741863251","-0.3152100741863251","-0.3152100741863251"
"291","-0.35982561111450195","-0.35982561111450195","-0.35982561111450195"
"292","-0.2562893033027649","-0.2562893033027649","-0.2562893033027649"
"293","-0.3848299980163574","-0.3848299980163574","-0.3848299980163574"
"294","-0.378906786441803","-0.378906786441803","-0.378906786441803"
"295","-0.44130223989486694","-0.44130223989486694","-0.44130223989486694"
"296","-0.31390181183815","-0.31390181183815","-0.31390181183815"
"297","-0.2781149744987488","-0.2781149744987488","-0.2781149744987488"
"298","-0.4207356870174408","-0.4207356870174408","-0.4207356870174408"
"299","-0.6032291650772095","-0.6032291650772095","-0.6032291650772095"
"300","-0.28101152181625366","-0.28101152181625366","-0.28101152181625366"
"301","-0.3505691885948181","-0.3505691885948181","-0.3505691885948181"
"302","-0.3074594736099243","-0.3074594736099243","-0.3074594736099243"
"303","-0.16380582749843597","-0.16380582749843597","-0.16380582749843597"
"304","-0.3604245185852051","-0.3604245185852051","-0.3604245185852051"
"305","-0.27567750215530396","-0.27567750215530396","-0.27567750215530396"
"306","-0.28736114501953125","-0.28736114501953125","-0.28736114501953125"
"307","-0.25729942321777344","-0.25729942321777344","-0.25729942321777344"
"308","-0.3769878149032593","-0.3769878149032593","-0.3769878149032593"
"309","-0.29697853326797485","-0.29697853326797485","-0.29697853326797485"
"310","-0.33140498399734497","-0.33140498399734497","-0.33140498399734497"
"311","-0.29425305128097534","-0.29425305128097534","-0.29425305128097534"
"312","-0.3456549048423767","-0.3456549048423767","-0.3456549048423767"
"313","-0.40586143732070923","-0.40586143732070923","-0.40586143732070923"
"314","-0.3715554475784302","-0.3715554475784302","-0.3715554475784302"
"315","-0.3818880021572113","-0.3818880021572113","-0.3818880021572113"
"316","-0.3275904953479767","-0.3275904953479767","-0.3275904953479767"
"317","-0.33676180243492126","-0.33676180243492126","-0.33676180243492126"
"318","-0.4149932861328125","-0.4149932861328125","-0.4149932861328125"
"319","-0.3459232747554779","-0.3459232747554779","-0.3459232747554779"
"320","-0.33170393109321594","-0.33170393109321594","-0.33170393109321594"
"321","-0.3623318076133728","-0.3623318076133728","-0.3623318076133728"
"322","-0.4408799111843109","-0.4408799111843109","-0.4408799111843109"
"323","-0.3557903468608856","-0.3557903468608856","-0.3557903468608856"
"324","-0.31778740882873535","-0.31778740882873535","-0.31778740882873535"
"325","-0.3859308660030365","-0.3859308660030365","-0.3859308660030365"
"326","-0.3666357696056366","-0.3666357696056366","-0.3666357696056366"
"327","-0.3613899350166321","-0.3613899350166321","-0.3613899350166321"
"328","-0.3898451328277588","-0.3898451328277588","-0.3898451328277588"
"329","-0.42443668842315674","-0.42443668842315674","-0.42443668842315674"
"330","-0.3526608943939209","-0.3526608943939209","-0.3526608943939209"
"331","-0.3836542069911957","-0.3836542069911957","-0.3836542069911957"
"332","-0.43022236227989197","-0.43022236227989197","-0.43022236227989197"
"333","-0.32507508993148804","-0.32507508993148804","-0.32507508993148804"
"334","-0.36734724044799805","-0.36734724044799805","-0.36734724044799805"
"335","-0.5144666433334351","-0.5144666433334351","-0.5144666433334351"
"336","-0.4805067777633667","-0.4805067777633667","-0.4805067777633667"
"337","-0.4228615164756775","-0.4228615164756775","-0.4228615164756775"
"338","-0.2805083990097046","-0.2805083990097046","-0.2805083990097046"
"339","-0.32172203063964844","-0.32172203063964844","-0.32172203063964844"
"340","-0.4132675528526306","-0.4132675528526306","-0.4132675528526306"
"341","-0.30712100863456726","-0.30712100863456726","-0.30712100863456726"
"342","-0.24135804176330566","-0.24135804176330566","-0.24135804176330566"
"343","-0.515612781047821","-0.515612781047821","-0.515612781047821"
"344","-0.2782992124557495","-0.2782992124557495","-0.2782992124557495"
"345","-0.32575923204421997","-0.32575923204421997","-0.32575923204421997"
"346","-0.4008457362651825","-0.4008457362651825","-0.4008457362651825"
"347","-0.39492544531822205","-0.39492544531822205","-0.39492544531822205"
"348","-0.31634294986724854","-0.31634294986724854","-0.31634294986724854"
"349","-0.5230026245117188","-0.5230026245117188","-0.5230026245117188"
"350","-0.341803640127182","-0.341803640127182","-0.341803640127182"
"351","-0.346316397190094","-0.346316397190094","-0.346316397190094"
"352","-0.42961037158966064","-0.42961037158966064","-0.42961037158966064"
"353","-0.38655418157577515","-0.38655418157577515","-0.38655418157577515"
"354","-0.38566774129867554","-0.38566774129867554","-0.38566774129867554"
"355","-0.48897606134414673","-0.48897606134414673","-0.48897606134414673"
"356","-0.5134202241897583","-0.5134202241897583","-0.5134202241897583"
"357","-0.587568998336792","-0.587568998336792","-0.587568998336792"
"358","-0.31249144673347473","-0.31249144673347473","-0.31249144673347473"
"359","-0.3993794322013855","-0.3993794322013855","-0.3993794322013855"
"360","-0.35122251510620117","-0.35122251510620117","-0.35122251510620117"
"361","-0.41721123456954956","-0.41721123456954956","-0.41721123456954956"
"362","-0.419448584318161","-0.419448584318161","-0.419448584318161"
"363","-0.3576720356941223","-0.3576720356941223","-0.3576720356941223"
"364","-0.43028634786605835","-0.43028634786605835","-0.43028634786605835"
"365","-0.3250458836555481","-0.3250458836555481","-0.3250458836555481"
"366","-0.4989520013332367","-0.4989520013332367","-0.4989520013332367"
"367","-0.2041989415884018","-0.2041989415884018","-0.2041989415884018"
"368","-0.250740110874176","-0.250740110874176","-0.250740110874176"
"369","-0.36144232749938965","-0.36144232749938965","-0.36144232749938965"
"370","-0.2736054062843323","-0.2736054062843323","-0.2736054062843323"
"371","-0.2648664712905884","-0.2648664712905884","-0.2648664712905884"
"372","-0.23842325806617737","-0.23842325806617737","-0.23842325806617737"
"373","-0.28734534978866577","-0.28734534978866577","-0.28734534978866577"
"374","-0.34740567207336426","-0.34740567207336426","-0.34740567207336426"
"375","-0.27812659740448","-0.27812659740448","-0.27812659740448"
"376","-0.21592316031455994","-0.21592316031455994","-0.21592316031455994"
"377","-0.2832965850830078","-0.2832965850830078","-0.2832965850830078"
"378","-0.2590906023979187","-0.2590906023979187","-0.2590906023979187"
"379","-0.4648057222366333","-0.4648057222366333","-0.4648057222366333"
"380","-0.28378573060035706","-0.28378573060035706","-0.28378573060035706"
"381","-0.22568243741989136","-0.22568243741989136","-0.22568243741989136"
"382","-0.24956588447093964","-0.24956588447093964","-0.24956588447093964"
"383","-0.22910819947719574","-0.22910819947719574","-0.22910819947719574"
"384","-0.21041390299797058","-0.21041390299797058","-0.21041390299797058"
"385","-0.3998035192489624","-0.3998035192489624","-0.3998035192489624"
"386","-0.2596382200717926","-0.2596382200717926","-0.2596382200717926"
"387","-0.47406238317489624","-0.47406238317489624","-0.47406238317489624"
"388","-0.5102273225784302","-0.5102273225784302","-0.5102273225784302"
"389","-0.33238112926483154","-0.33238112926483154","-0.33238112926483154"
"390","-0.44931066036224365","-0.44931066036224365","-0.44931066036224365"
"391","-0.8303994536399841","-0.8303994536399841","-0.8303994536399841"
"392","-0.2753992974758148","-0.2753992974758148","-0.2753992974758148"
"393","-0.37476086616516113","-0.37476086616516113","-0.37476086616516113"
"394","-0.461902379989624","-0.461902379989624","-0.461902379989624"
"395","-0.5535702109336853","-0.5535702109336853","-0.5535702109336853"
"396","-0.3525799512863159","-0.3525799512863159","-0.3525799512863159"
"397","-0.5236958265304565","-0.5236958265304565","-0.5236958265304565"
"398","-0.2806537449359894","-0.2806537449359894","-0.2806537449359894"
"399","-0.2592392563819885","-0.2592392563819885","-0.2592392563819885"
"400","-0.4865470826625824","-0.4865470826625824","-0.4865470826625824"
"401","-0.2833291292190552","-0.2833291292190552","-0.2833291292190552"
"402","-0.3698750436306","-0.3698750436306","-0.3698750436306"
"403","-0.4362722337245941","-0.4362722337245941","-0.4362722337245941"
"404","-0.43940839171409607","-0.43940839171409607","-0.43940839171409607"
"405","-0.31850528717041016","-0.31850528717041016","-0.31850528717041016"
"406","-0.3674253821372986","-0.3674253821372986","-0.3674253821372986"
"407","-0.32582324743270874","-0.32582324743270874","-0.32582324743270874"
"408","-0.41191959381103516","-0.41191959381103516","-0.41191959381103516"
