"Step","4BlockID - Loss/value_function","4BlockID - Loss/value_function__MIN","4BlockID - Loss/value_function__MAX"
"60","0.036573943123221396","0.036573943123221396","0.036573943123221396"
"61","0.03607404828071594","0.03607404828071594","0.03607404828071594"
"62","0.03729917462915182","0.03729917462915182","0.03729917462915182"
"63","0.040224223583936694","0.040224223583936694","0.040224223583936694"
"64","0.047071754559874536","0.047071754559874536","0.047071754559874536"
"65","0.03837798703461885","0.03837798703461885","0.03837798703461885"
"66","0.03373203352093697","0.03373203352093697","0.03373203352093697"
"67","0.030720931477844715","0.030720931477844715","0.030720931477844715"
"68","0.0330128469504416","0.0330128469504416","0.0330128469504416"
"69","0.04242882411926985","0.04242882411926985","0.04242882411926985"
"70","0.030449995025992393","0.030449995025992393","0.030449995025992393"
"71","0.02963477037847042","0.02963477037847042","0.02963477037847042"
"72","0.030806766636669636","0.030806766636669636","0.030806766636669636"
"73","0.030318695586174726","0.030318695586174726","0.030318695586174726"
"74","0.025003950763493776","0.025003950763493776","0.025003950763493776"
"75","0.02466406673192978","0.02466406673192978","0.02466406673192978"
"76","0.02490468919277191","0.02490468919277191","0.02490468919277191"
"77","0.02381959483027458","0.02381959483027458","0.02381959483027458"
"78","0.024052975606173276","0.024052975606173276","0.024052975606173276"
"79","0.024058040603995322","0.024058040603995322","0.024058040603995322"
"80","0.027155736833810805","0.027155736833810805","0.027155736833810805"
"81","0.0328878260217607","0.0328878260217607","0.0328878260217607"
"82","0.03608544627204537","0.03608544627204537","0.03608544627204537"
"83","0.026729266438633204","0.026729266438633204","0.026729266438633204"
"84","0.028349487110972404","0.028349487110972404","0.028349487110972404"
"85","0.02313979296013713","0.02313979296013713","0.02313979296013713"
"86","0.022813252452760936","0.022813252452760936","0.022813252452760936"
"87","0.022236700914800168","0.022236700914800168","0.022236700914800168"
"88","0.022951120417565106","0.022951120417565106","0.022951120417565106"
"89","0.02114944476634264","0.02114944476634264","0.02114944476634264"
"90","0.02509949477389455","0.02509949477389455","0.02509949477389455"
"91","0.027981778047978877","0.027981778047978877","0.027981778047978877"
"92","0.028215926326811313","0.028215926326811313","0.028215926326811313"
"93","0.024743239115923642","0.024743239115923642","0.024743239115923642"
"94","0.02413164135068655","0.02413164135068655","0.02413164135068655"
"95","0.02603402202948928","0.02603402202948928","0.02603402202948928"
"96","0.026786119770258666","0.026786119770258666","0.026786119770258666"
"97","0.027451951894909142","0.027451951894909142","0.027451951894909142"
"98","0.022972443886101247","0.022972443886101247","0.022972443886101247"
"99","0.021972724981606007","0.021972724981606007","0.021972724981606007"
"100","0.02375918868929148","0.02375918868929148","0.02375918868929148"
"101","0.02456542868167162","0.02456542868167162","0.02456542868167162"
"102","0.029771280754357577","0.029771280754357577","0.029771280754357577"
"103","0.027318112645298244","0.027318112645298244","0.027318112645298244"
"104","0.023871811758726835","0.023871811758726835","0.023871811758726835"
"105","0.021668405458331107","0.021668405458331107","0.021668405458331107"
"106","0.024171944335103036","0.024171944335103036","0.024171944335103036"
"107","0.02397100729867816","0.02397100729867816","0.02397100729867816"
"108","0.022797046415507793","0.022797046415507793","0.022797046415507793"
"109","0.020489865355193614","0.020489865355193614","0.020489865355193614"
"110","0.019486073311418294","0.019486073311418294","0.019486073311418294"
"111","0.021837237849831583","0.021837237849831583","0.021837237849831583"
"112","0.022422389406710864","0.022422389406710864","0.022422389406710864"
"113","0.021708868071436883","0.021708868071436883","0.021708868071436883"
"114","0.022007100470364093","0.022007100470364093","0.022007100470364093"
"115","0.02038678154349327","0.02038678154349327","0.02038678154349327"
"116","0.019321762211620807","0.019321762211620807","0.019321762211620807"
"117","0.02300066165626049","0.02300066165626049","0.02300066165626049"
"118","0.020312767289578915","0.020312767289578915","0.020312767289578915"
"119","0.020377124845981597","0.020377124845981597","0.020377124845981597"
"120","0.023525880184024572","0.023525880184024572","0.023525880184024572"
"121","0.01980493273586035","0.01980493273586035","0.01980493273586035"
"122","0.0193610061891377","0.0193610061891377","0.0193610061891377"
"123","0.017716668266803026","0.017716668266803026","0.017716668266803026"
"124","0.015202829241752624","0.015202829241752624","0.015202829241752624"
"125","0.016309602512046696","0.016309602512046696","0.016309602512046696"
"126","0.015617254981771111","0.015617254981771111","0.015617254981771111"
"127","0.014603556459769606","0.014603556459769606","0.014603556459769606"
"128","0.014806350320577621","0.014806350320577621","0.014806350320577621"
"129","0.01644799397327006","0.01644799397327006","0.01644799397327006"
"130","0.016732377745211125","0.016732377745211125","0.016732377745211125"
"131","0.016803746530786156","0.016803746530786156","0.016803746530786156"
"132","0.017337416112422944","0.017337416112422944","0.017337416112422944"
"133","0.01569878738373518","0.01569878738373518","0.01569878738373518"
"134","0.016668180096894504","0.016668180096894504","0.016668180096894504"
"135","0.017893964936956764","0.017893964936956764","0.017893964936956764"
"136","0.020856775157153607","0.020856775157153607","0.020856775157153607"
"137","0.015126638114452362","0.015126638114452362","0.015126638114452362"
"138","0.0200502660125494","0.0200502660125494","0.0200502660125494"
"139","0.015772314742207527","0.015772314742207527","0.015772314742207527"
"140","0.01788882315158844","0.01788882315158844","0.01788882315158844"
"141","0.019654405862092973","0.019654405862092973","0.019654405862092973"
"142","0.01996086221188307","0.01996086221188307","0.01996086221188307"
"143","0.0186833631247282","0.0186833631247282","0.0186833631247282"
"144","0.022371766436845065","0.022371766436845065","0.022371766436845065"
"145","0.016837443271651865","0.016837443271651865","0.016837443271651865"
"146","0.020138047728687526","0.020138047728687526","0.020138047728687526"
"147","0.025231862999498846","0.025231862999498846","0.025231862999498846"
"148","0.021218940056860446","0.021218940056860446","0.021218940056860446"
"149","0.02639532517641783","0.02639532517641783","0.02639532517641783"
"150","0.020331232436001302","0.020331232436001302","0.020331232436001302"
"151","0.02914386000484228","0.02914386000484228","0.02914386000484228"
"152","0.02081372058019042","0.02081372058019042","0.02081372058019042"
"153","0.02156304009258747","0.02156304009258747","0.02156304009258747"
"154","0.01725604124367237","0.01725604124367237","0.01725604124367237"
"155","0.01697848648764193","0.01697848648764193","0.01697848648764193"
"156","0.018719919957220554","0.018719919957220554","0.018719919957220554"
"157","0.01362283076159656","0.01362283076159656","0.01362283076159656"
"158","0.02049001455307007","0.02049001455307007","0.02049001455307007"
"159","0.018979518674314022","0.018979518674314022","0.018979518674314022"
"160","0.0179168117698282","0.0179168117698282","0.0179168117698282"
"161","0.016311565600335597","0.016311565600335597","0.016311565600335597"
"162","0.013817257480695844","0.013817257480695844","0.013817257480695844"
"163","0.014293218730017543","0.014293218730017543","0.014293218730017543"
"164","0.016844851430505514","0.016844851430505514","0.016844851430505514"
"165","0.021226218715310097","0.021226218715310097","0.021226218715310097"
"166","0.015465836739167571","0.015465836739167571","0.015465836739167571"
"167","0.02807925418019295","0.02807925418019295","0.02807925418019295"
"168","0.01745614828541875","0.01745614828541875","0.01745614828541875"
"169","0.01526374127715826","0.01526374127715826","0.01526374127715826"
"170","0.015987726766616105","0.015987726766616105","0.015987726766616105"
"171","0.014613822381943465","0.014613822381943465","0.014613822381943465"
"172","0.026719168433919548","0.026719168433919548","0.026719168433919548"
"173","0.022177283745259048","0.022177283745259048","0.022177283745259048"
"174","0.019465253595262764","0.019465253595262764","0.019465253595262764"
"175","0.02050700830295682","0.02050700830295682","0.02050700830295682"
"176","0.02154792221263051","0.02154792221263051","0.02154792221263051"
"177","0.021123435394838453","0.021123435394838453","0.021123435394838453"
"178","0.014787137974053621","0.014787137974053621","0.014787137974053621"
"179","0.013267007982358336","0.013267007982358336","0.013267007982358336"
"180","0.024836236238479616","0.024836236238479616","0.024836236238479616"
"181","0.01974262003786862","0.01974262003786862","0.01974262003786862"
"182","0.019287934061139822","0.019287934061139822","0.019287934061139822"
"183","0.013378099212422967","0.013378099212422967","0.013378099212422967"
"184","0.023619300033897162","0.023619300033897162","0.023619300033897162"
"185","0.03253331193700433","0.03253331193700433","0.03253331193700433"
"186","0.023690012004226445","0.023690012004226445","0.023690012004226445"
"187","0.01993414284661412","0.01993414284661412","0.01993414284661412"
"188","0.027017179969698192","0.027017179969698192","0.027017179969698192"
"189","0.03689852422103286","0.03689852422103286","0.03689852422103286"
"190","0.03295057825744152","0.03295057825744152","0.03295057825744152"
"191","0.026871269289404153","0.026871269289404153","0.026871269289404153"
"192","0.03532644771039486","0.03532644771039486","0.03532644771039486"
"193","0.039287278056144716","0.039287278056144716","0.039287278056144716"
"194","0.0435970064252615","0.0435970064252615","0.0435970064252615"
"195","0.03947172984480858","0.03947172984480858","0.03947172984480858"
"196","0.03136190306395292","0.03136190306395292","0.03136190306395292"
"197","0.03880071900784969","0.03880071900784969","0.03880071900784969"
"198","0.03097065258771181","0.03097065258771181","0.03097065258771181"
"199","0.030870602186769246","0.030870602186769246","0.030870602186769246"
"200","0.038123420905321836","0.038123420905321836","0.038123420905321836"
"201","0.03593596499413252","0.03593596499413252","0.03593596499413252"
"202","0.0222958498634398","0.0222958498634398","0.0222958498634398"
"203","0.024196102656424044","0.024196102656424044","0.024196102656424044"
"204","0.021665824949741362","0.021665824949741362","0.021665824949741362"
"205","0.020754325855523347","0.020754325855523347","0.020754325855523347"
"206","0.01803184160962701","0.01803184160962701","0.01803184160962701"
"207","0.020791160129010677","0.020791160129010677","0.020791160129010677"
"208","0.019814142026007175","0.019814142026007175","0.019814142026007175"
"209","0.02265118109062314","0.02265118109062314","0.02265118109062314"
"210","0.01651104730553925","0.01651104730553925","0.01651104730553925"
"211","0.018314003385603426","0.018314003385603426","0.018314003385603426"
"212","0.01616495163179934","0.01616495163179934","0.01616495163179934"
"213","0.01509513407945633","0.01509513407945633","0.01509513407945633"
"214","0.017419514479115605","0.017419514479115605","0.017419514479115605"
"215","0.02290747482329607","0.02290747482329607","0.02290747482329607"
"216","0.019076616037636995","0.019076616037636995","0.019076616037636995"
"217","0.01619632337242365","0.01619632337242365","0.01619632337242365"
"218","0.020369885209947824","0.020369885209947824","0.020369885209947824"
"219","0.015612215036526322","0.015612215036526322","0.015612215036526322"
"220","0.022121235076338053","0.022121235076338053","0.022121235076338053"
"221","0.022103645466268064","0.022103645466268064","0.022103645466268064"
"222","0.020963181369006635","0.020963181369006635","0.020963181369006635"
"223","0.02396269692108035","0.02396269692108035","0.02396269692108035"
"224","0.016789386654272674","0.016789386654272674","0.016789386654272674"
"225","0.022105736192315817","0.022105736192315817","0.022105736192315817"
"226","0.01799846231006086","0.01799846231006086","0.01799846231006086"
"227","0.020514232199639083","0.020514232199639083","0.020514232199639083"
"228","0.021295017469674347","0.021295017469674347","0.021295017469674347"
"229","0.02657573902979493","0.02657573902979493","0.02657573902979493"
"230","0.017511334270238876","0.017511334270238876","0.017511334270238876"
"231","0.02496219575405121","0.02496219575405121","0.02496219575405121"
"232","0.019739811401814224","0.019739811401814224","0.019739811401814224"
"233","0.015114684449508786","0.015114684449508786","0.015114684449508786"
"234","0.018087060563266276","0.018087060563266276","0.018087060563266276"
"235","0.0185625028796494","0.0185625028796494","0.0185625028796494"
"236","0.01779622370377183","0.01779622370377183","0.01779622370377183"
"237","0.017247494775801897","0.017247494775801897","0.017247494775801897"
"238","0.015262146247550845","0.015262146247550845","0.015262146247550845"
"239","0.016194640565663575","0.016194640565663575","0.016194640565663575"
"240","0.015706763695925476","0.015706763695925476","0.015706763695925476"
"241","0.01999325640499592","0.01999325640499592","0.01999325640499592"
"242","0.018077829340472817","0.018077829340472817","0.018077829340472817"
"243","0.018691788520663978","0.018691788520663978","0.018691788520663978"
"244","0.01309900195337832","0.01309900195337832","0.01309900195337832"
"245","0.013312856201082468","0.013312856201082468","0.013312856201082468"
"246","0.015323524735867977","0.015323524735867977","0.015323524735867977"
"247","0.018444706918671727","0.018444706918671727","0.018444706918671727"
"248","0.018530600238591433","0.018530600238591433","0.018530600238591433"
"249","0.024197401851415633","0.024197401851415633","0.024197401851415633"
"250","0.01913565332069993","0.01913565332069993","0.01913565332069993"
"251","0.015184821607545019","0.015184821607545019","0.015184821607545019"
"252","0.012577328318729996","0.012577328318729996","0.012577328318729996"
"253","0.012347264541313052","0.012347264541313052","0.012347264541313052"
"254","0.020118037704378366","0.020118037704378366","0.020118037704378366"
"255","0.018614370096474885","0.018614370096474885","0.018614370096474885"
"256","0.024054408166557552","0.024054408166557552","0.024054408166557552"
"257","0.02198442490771413","0.02198442490771413","0.02198442490771413"
"258","0.017819875851273537","0.017819875851273537","0.017819875851273537"
"259","0.021727748215198517","0.021727748215198517","0.021727748215198517"
"260","0.022232993878424166","0.022232993878424166","0.022232993878424166"
"261","0.016966452356427908","0.016966452356427908","0.016966452356427908"
"262","0.02012478094547987","0.02012478094547987","0.02012478094547987"
"263","0.018768360000103713","0.018768360000103713","0.018768360000103713"
"264","0.02014694334939122","0.02014694334939122","0.02014694334939122"
"265","0.02979059228673577","0.02979059228673577","0.02979059228673577"
"266","0.026372686587274076","0.026372686587274076","0.026372686587274076"
"267","0.02083854852244258","0.02083854852244258","0.02083854852244258"
"268","0.018030348513275386","0.018030348513275386","0.018030348513275386"
"269","0.016300113033503295","0.016300113033503295","0.016300113033503295"
"270","0.017683318257331847","0.017683318257331847","0.017683318257331847"
"271","0.02281446922570467","0.02281446922570467","0.02281446922570467"
"272","0.03277301657944918","0.03277301657944918","0.03277301657944918"
"273","0.024718556366860867","0.024718556366860867","0.024718556366860867"
"274","0.021982595231384038","0.021982595231384038","0.021982595231384038"
"275","0.026271932013332843","0.026271932013332843","0.026271932013332843"
"276","0.0304253819398582","0.0304253819398582","0.0304253819398582"
"277","0.01893800972029567","0.01893800972029567","0.01893800972029567"
"278","0.024249260779470205","0.024249260779470205","0.024249260779470205"
"279","0.03139827102422714","0.03139827102422714","0.03139827102422714"
"280","0.029806376341730355","0.029806376341730355","0.029806376341730355"
"281","0.02237840387970209","0.02237840387970209","0.02237840387970209"
"282","0.02539361398667097","0.02539361398667097","0.02539361398667097"
"283","0.023022563103586434","0.023022563103586434","0.023022563103586434"
"284","0.028940722905099393","0.028940722905099393","0.028940722905099393"
"285","0.021398911811411382","0.021398911811411382","0.021398911811411382"
"286","0.03161785677075386","0.03161785677075386","0.03161785677075386"
"287","0.02658333918079734","0.02658333918079734","0.02658333918079734"
"288","0.018799438048154114","0.018799438048154114","0.018799438048154114"
"289","0.02302298154681921","0.02302298154681921","0.02302298154681921"
"290","0.02285439455881715","0.02285439455881715","0.02285439455881715"
"291","0.016347883129492403","0.016347883129492403","0.016347883129492403"
"292","0.022498956928029657","0.022498956928029657","0.022498956928029657"
"293","0.019478015787899493","0.019478015787899493","0.019478015787899493"
"294","0.02026905082166195","0.02026905082166195","0.02026905082166195"
"295","0.028104111086577177","0.028104111086577177","0.028104111086577177"
"296","0.020796705968677998","0.020796705968677998","0.020796705968677998"
"297","0.01871178885921836","0.01871178885921836","0.01871178885921836"
"298","0.024326488468796016","0.024326488468796016","0.024326488468796016"
"299","0.02065673964098096","0.02065673964098096","0.02065673964098096"
"300","0.022672164347022773","0.022672164347022773","0.022672164347022773"
"301","0.01823905035853386","0.01823905035853386","0.01823905035853386"
"302","0.01766893654130399","0.01766893654130399","0.01766893654130399"
"303","0.02005705228075385","0.02005705228075385","0.02005705228075385"
"304","0.026393149606883527","0.026393149606883527","0.026393149606883527"
"305","0.029228365793824197","0.029228365793824197","0.029228365793824197"
"306","0.01730290725827217","0.01730290725827217","0.01730290725827217"
"307","0.019894694816321133","0.019894694816321133","0.019894694816321133"
"308","0.024226305726915597","0.024226305726915597","0.024226305726915597"
"309","0.0295626082457602","0.0295626082457602","0.0295626082457602"
"310","0.0227801276370883","0.0227801276370883","0.0227801276370883"
"311","0.021338065154850483","0.021338065154850483","0.021338065154850483"
"312","0.017345073632895947","0.017345073632895947","0.017345073632895947"
"313","0.01814481019973755","0.01814481019973755","0.01814481019973755"
"314","0.02212916351854801","0.02212916351854801","0.02212916351854801"
"315","0.0238469747826457","0.0238469747826457","0.0238469747826457"
"316","0.026047958806157113","0.026047958806157113","0.026047958806157113"
"317","0.028497164882719517","0.028497164882719517","0.028497164882719517"
"318","0.02198499282822013","0.02198499282822013","0.02198499282822013"
"319","0.026675329823046923","0.026675329823046923","0.026675329823046923"
"320","0.030961921904236078","0.030961921904236078","0.030961921904236078"
"321","0.03242659652605653","0.03242659652605653","0.03242659652605653"
"322","0.03915172247216105","0.03915172247216105","0.03915172247216105"
"323","0.025660957768559457","0.025660957768559457","0.025660957768559457"
"324","0.026208260748535394","0.026208260748535394","0.026208260748535394"
"325","0.02518277205526829","0.02518277205526829","0.02518277205526829"
"326","0.023224077839404344","0.023224077839404344","0.023224077839404344"
"327","0.024057967960834502","0.024057967960834502","0.024057967960834502"
"328","0.02472858428955078","0.02472858428955078","0.02472858428955078"
"329","0.04241625377908349","0.04241625377908349","0.04241625377908349"
"330","0.0370085684582591","0.0370085684582591","0.0370085684582591"
"331","0.02543350579217076","0.02543350579217076","0.02543350579217076"
"332","0.02779424712061882","0.02779424712061882","0.02779424712061882"
"333","0.021769344341009855","0.021769344341009855","0.021769344341009855"
"334","0.02293484006077051","0.02293484006077051","0.02293484006077051"
"335","0.023775538336485623","0.023775538336485623","0.023775538336485623"
"336","0.021561170741915704","0.021561170741915704","0.021561170741915704"
"337","0.027402353286743165","0.027402353286743165","0.027402353286743165"
"338","0.023854585085064172","0.023854585085064172","0.023854585085064172"
"339","0.03180922428146005","0.03180922428146005","0.03180922428146005"
"340","0.024672959744930268","0.024672959744930268","0.024672959744930268"
"341","0.04141244161874056","0.04141244161874056","0.04141244161874056"
"342","0.029134276509284972","0.029134276509284972","0.029134276509284972"
"343","0.024541105143725872","0.024541105143725872","0.024541105143725872"
"344","0.026068445574492217","0.026068445574492217","0.026068445574492217"
"345","0.03293626541271806","0.03293626541271806","0.03293626541271806"
"346","0.02690193708986044","0.02690193708986044","0.02690193708986044"
"347","0.03676842013373971","0.03676842013373971","0.03676842013373971"
"348","0.03759006643667817","0.03759006643667817","0.03759006643667817"
"349","0.03276608046144247","0.03276608046144247","0.03276608046144247"
"350","0.0473539600148797","0.0473539600148797","0.0473539600148797"
"351","0.03653523335233331","0.03653523335233331","0.03653523335233331"
"352","0.028887966740876438","0.028887966740876438","0.028887966740876438"
"353","0.029046457167714833","0.029046457167714833","0.029046457167714833"
"354","0.03131581889465451","0.03131581889465451","0.03131581889465451"
"355","0.038289332017302516","0.038289332017302516","0.038289332017302516"
"356","0.029196476843208075","0.029196476843208075","0.029196476843208075"
"357","0.0412187822163105","0.0412187822163105","0.0412187822163105"
"358","0.03314150189980865","0.03314150189980865","0.03314150189980865"
"359","0.03986738603562116","0.03986738603562116","0.03986738603562116"
"360","0.04153246451169253","0.04153246451169253","0.04153246451169253"
"361","0.03583625238388777","0.03583625238388777","0.03583625238388777"
"362","0.05048434026539326","0.05048434026539326","0.05048434026539326"
"363","0.03021782748401165","0.03021782748401165","0.03021782748401165"
"364","0.033350327052176","0.033350327052176","0.033350327052176"
"365","0.038499238528311254","0.038499238528311254","0.038499238528311254"
"366","0.034827389381825925","0.034827389381825925","0.034827389381825925"
"367","0.03084745379164815","0.03084745379164815","0.03084745379164815"
"368","0.028728463500738145","0.028728463500738145","0.028728463500738145"
"369","0.027586539462208747","0.027586539462208747","0.027586539462208747"
"370","0.027806187607347967","0.027806187607347967","0.027806187607347967"
"371","0.034442229010164735","0.034442229010164735","0.034442229010164735"
"372","0.029301697481423618","0.029301697481423618","0.029301697481423618"
"373","0.029687733203172684","0.029687733203172684","0.029687733203172684"
"374","0.02896430902183056","0.02896430902183056","0.02896430902183056"
"375","0.03245966574177146","0.03245966574177146","0.03245966574177146"
"376","0.04011512473225594","0.04011512473225594","0.04011512473225594"
"377","0.046084331814199686","0.046084331814199686","0.046084331814199686"
"378","0.027155551686882974","0.027155551686882974","0.027155551686882974"
"379","0.02861777078360319","0.02861777078360319","0.02861777078360319"
"380","0.0339023538865149","0.0339023538865149","0.0339023538865149"
"381","0.028206860180944204","0.028206860180944204","0.028206860180944204"
"382","0.02904320452362299","0.02904320452362299","0.02904320452362299"
"383","0.032340973429381845","0.032340973429381845","0.032340973429381845"
"384","0.0319603375159204","0.0319603375159204","0.0319603375159204"
"385","0.030148164741694926","0.030148164741694926","0.030148164741694926"
"386","0.03585980581119656","0.03585980581119656","0.03585980581119656"
"387","0.028556545544415713","0.028556545544415713","0.028556545544415713"
"388","0.03363422658294439","0.03363422658294439","0.03363422658294439"
"389","0.028552566282451154","0.028552566282451154","0.028552566282451154"
"390","0.03002951983362436","0.03002951983362436","0.03002951983362436"
"391","0.036987640894949436","0.036987640894949436","0.036987640894949436"
"392","0.03179525649175048","0.03179525649175048","0.03179525649175048"
"393","0.036410227231681344","0.036410227231681344","0.036410227231681344"
"394","0.0383902495726943","0.0383902495726943","0.0383902495726943"
"395","0.040384289994835856","0.040384289994835856","0.040384289994835856"
"396","0.034778437577188015","0.034778437577188015","0.034778437577188015"
"397","0.035170860774815085","0.035170860774815085","0.035170860774815085"
"398","0.03441807311028242","0.03441807311028242","0.03441807311028242"
"399","0.04180203564465046","0.04180203564465046","0.04180203564465046"
"400","0.043531795218586924","0.043531795218586924","0.043531795218586924"
"401","0.041072179190814496","0.041072179190814496","0.041072179190814496"
"402","0.036318243108689786","0.036318243108689786","0.036318243108689786"
"403","0.038400166854262355","0.038400166854262355","0.038400166854262355"
"404","0.03612100258469582","0.03612100258469582","0.03612100258469582"
"405","0.0320795888081193","0.0320795888081193","0.0320795888081193"
"406","0.04134526178240776","0.04134526178240776","0.04134526178240776"
"407","0.04676090851426125","0.04676090851426125","0.04676090851426125"
"408","0.0316234284080565","0.0316234284080565","0.0316234284080565"
"409","0.032520562410354614","0.032520562410354614","0.032520562410354614"
"410","0.03245753217488527","0.03245753217488527","0.03245753217488527"
"411","0.030275495164096354","0.030275495164096354","0.030275495164096354"
"412","0.026136113703250884","0.026136113703250884","0.026136113703250884"
"413","0.025767397601157427","0.025767397601157427","0.025767397601157427"
"414","0.02207190440967679","0.02207190440967679","0.02207190440967679"
"415","0.025896498654037713","0.025896498654037713","0.025896498654037713"
"416","0.02093859389424324","0.02093859389424324","0.02093859389424324"
"417","0.02172336233779788","0.02172336233779788","0.02172336233779788"
"418","0.028001277707517147","0.028001277707517147","0.028001277707517147"
"419","0.026662111934274434","0.026662111934274434","0.026662111934274434"
"420","0.025608798023313284","0.025608798023313284","0.025608798023313284"
"421","0.02187246112152934","0.02187246112152934","0.02187246112152934"
"422","0.023833708744496106","0.023833708744496106","0.023833708744496106"
"423","0.03129751663655043","0.03129751663655043","0.03129751663655043"
"424","0.020636051334440707","0.020636051334440707","0.020636051334440707"
"425","0.026347803976386787","0.026347803976386787","0.026347803976386787"
"426","0.027198980376124383","0.027198980376124383","0.027198980376124383"
"427","0.021542478166520596","0.021542478166520596","0.021542478166520596"
"428","0.02642952473834157","0.02642952473834157","0.02642952473834157"
"429","0.020389194041490553","0.020389194041490553","0.020389194041490553"
"430","0.021066501922905444","0.021066501922905444","0.021066501922905444"
"431","0.022639183327555656","0.022639183327555656","0.022639183327555656"
"432","0.03669019062072039","0.03669019062072039","0.03669019062072039"
"433","0.034671587962657215","0.034671587962657215","0.034671587962657215"
"434","0.023711145948618652","0.023711145948618652","0.023711145948618652"
"435","0.02683772975578904","0.02683772975578904","0.02683772975578904"
"436","0.024066448491066695","0.024066448491066695","0.024066448491066695"
"437","0.024897461477667093","0.024897461477667093","0.024897461477667093"
"438","0.024386320635676383","0.024386320635676383","0.024386320635676383"
"439","0.023560984060168266","0.023560984060168266","0.023560984060168266"
"440","0.025879250187426806","0.025879250187426806","0.025879250187426806"
"441","0.026411381922662257","0.026411381922662257","0.026411381922662257"
"442","0.02831281367689371","0.02831281367689371","0.02831281367689371"
"443","0.032097970694303514","0.032097970694303514","0.032097970694303514"
"444","0.026331467647105457","0.026331467647105457","0.026331467647105457"
"445","0.02493196651339531","0.02493196651339531","0.02493196651339531"
"446","0.02641437519341707","0.02641437519341707","0.02641437519341707"
"447","0.03322368143126368","0.03322368143126368","0.03322368143126368"
"448","0.029434659890830515","0.029434659890830515","0.029434659890830515"
