"Step","4BlockID - Episode_Reward/bot_2_payload","4BlockID - Episode_Reward/bot_2_payload__MIN","4BlockID - Episode_Reward/bot_2_payload__MAX"
"1","0.022756677120923996","0.022756677120923996","0.022756677120923996"
"2","0.04620426148176193","0.04620426148176193","0.04620426148176193"
"3","0.06869465112686157","0.06869465112686157","0.06869465112686157"
"4","0.08460238575935364","0.08460238575935364","0.08460238575935364"
"5","0.10694801062345505","0.10694801062345505","0.10694801062345505"
"6","0.13282816112041473","0.13282816112041473","0.13282816112041473"
"7","0.14652258157730103","0.14652258157730103","0.14652258157730103"
"8","0.17568445205688477","0.17568445205688477","0.17568445205688477"
"9","0.1841207593679428","0.1841207593679428","0.1841207593679428"
"10","0.20704910159111023","0.20704910159111023","0.20704910159111023"
"11","0.24712276458740234","0.24712276458740234","0.24712276458740234"
"12","0.28693634271621704","0.28693634271621704","0.28693634271621704"
"13","0.2711603343486786","0.2711603343486786","0.2711603343486786"
"14","0.3086400032043457","0.3086400032043457","0.3086400032043457"
"15","0.3572971522808075","0.3572971522808075","0.3572971522808075"
"16","0.33706945180892944","0.33706945180892944","0.33706945180892944"
"17","0.3363901972770691","0.3363901972770691","0.3363901972770691"
"18","0.35243090987205505","0.35243090987205505","0.35243090987205505"
"19","0.3591199815273285","0.3591199815273285","0.3591199815273285"
"20","0.38004016876220703","0.38004016876220703","0.38004016876220703"
"21","0.3936953544616699","0.3936953544616699","0.3936953544616699"
"22","0.3742416501045227","0.3742416501045227","0.3742416501045227"
"23","0.3754428029060364","0.3754428029060364","0.3754428029060364"
"24","0.4077746868133545","0.4077746868133545","0.4077746868133545"
"25","0.4406350553035736","0.4406350553035736","0.4406350553035736"
"26","0.4333415925502777","0.4333415925502777","0.4333415925502777"
"27","0.41580432653427124","0.41580432653427124","0.41580432653427124"
"28","0.4600331485271454","0.4600331485271454","0.4600331485271454"
"29","0.38231945037841797","0.38231945037841797","0.38231945037841797"
"30","0.4025619924068451","0.4025619924068451","0.4025619924068451"
"31","0.4488498568534851","0.4488498568534851","0.4488498568534851"
"32","0.49084290862083435","0.49084290862083435","0.49084290862083435"
"33","0.501153826713562","0.501153826713562","0.501153826713562"
"34","0.6556631326675415","0.6556631326675415","0.6556631326675415"
"35","0.6611177921295166","0.6611177921295166","0.6611177921295166"
"36","0.8154832124710083","0.8154832124710083","0.8154832124710083"
"37","0.8731712102890015","0.8731712102890015","0.8731712102890015"
"38","0.8712117075920105","0.8712117075920105","0.8712117075920105"
"39","0.7468472719192505","0.7468472719192505","0.7468472719192505"
"40","0.8916186690330505","0.8916186690330505","0.8916186690330505"
"41","0.8913853168487549","0.8913853168487549","0.8913853168487549"
"42","0.9666897654533386","0.9666897654533386","0.9666897654533386"
"43","1.0827568769454956","1.0827568769454956","1.0827568769454956"
"44","1.1685173511505127","1.1685173511505127","1.1685173511505127"
"45","1.1143689155578613","1.1143689155578613","1.1143689155578613"
"46","1.1413307189941406","1.1413307189941406","1.1413307189941406"
"47","0.9980217218399048","0.9980217218399048","0.9980217218399048"
"48","1.1606626510620117","1.1606626510620117","1.1606626510620117"
"49","1.1122586727142334","1.1122586727142334","1.1122586727142334"
"50","1.0390464067459106","1.0390464067459106","1.0390464067459106"
"51","1.5012538433074951","1.5012538433074951","1.5012538433074951"
"52","1.2275570631027222","1.2275570631027222","1.2275570631027222"
"53","1.3537405729293823","1.3537405729293823","1.3537405729293823"
"54","1.3808848857879639","1.3808848857879639","1.3808848857879639"
"55","1.2359135150909424","1.2359135150909424","1.2359135150909424"
"56","1.4404513835906982","1.4404513835906982","1.4404513835906982"
"57","1.942936897277832","1.942936897277832","1.942936897277832"
"58","1.6591787338256836","1.6591787338256836","1.6591787338256836"
"59","2.087197780609131","2.087197780609131","2.087197780609131"
"60","1.855254888534546","1.855254888534546","1.855254888534546"
"61","2.2207629680633545","2.2207629680633545","2.2207629680633545"
"62","2.001765012741089","2.001765012741089","2.001765012741089"
"63","2.190608501434326","2.190608501434326","2.190608501434326"
"64","2.1941866874694824","2.1941866874694824","2.1941866874694824"
"65","2.1169681549072266","2.1169681549072266","2.1169681549072266"
"66","2.3287296295166016","2.3287296295166016","2.3287296295166016"
"67","2.3446247577667236","2.3446247577667236","2.3446247577667236"
"68","2.3551645278930664","2.3551645278930664","2.3551645278930664"
"69","2.374767780303955","2.374767780303955","2.374767780303955"
"70","2.2516188621520996","2.2516188621520996","2.2516188621520996"
"71","2.320396661758423","2.320396661758423","2.320396661758423"
"72","2.3095169067382812","2.3095169067382812","2.3095169067382812"
"73","2.197500228881836","2.197500228881836","2.197500228881836"
"74","2.451889753341675","2.451889753341675","2.451889753341675"
"75","2.3781299591064453","2.3781299591064453","2.3781299591064453"
"76","2.3776488304138184","2.3776488304138184","2.3776488304138184"
"77","2.3324599266052246","2.3324599266052246","2.3324599266052246"
"78","2.5972843170166016","2.5972843170166016","2.5972843170166016"
"79","2.517516851425171","2.517516851425171","2.517516851425171"
"80","2.580134391784668","2.580134391784668","2.580134391784668"
"81","2.7352921962738037","2.7352921962738037","2.7352921962738037"
"82","2.7266058921813965","2.7266058921813965","2.7266058921813965"
