"Step","4BlockID2 - Episode_Reward/bot_2_payload","4BlockID2 - Episode_Reward/bot_2_payload__MIN","4BlockID2 - Episode_Reward/bot_2_payload__MAX"
"10029","2.7368905544281006","2.7368905544281006","2.7368905544281006"
"10030","2.897472858428955","2.897472858428955","2.897472858428955"
"10031","2.9155101776123047","2.9155101776123047","2.9155101776123047"
"10032","3.0632665157318115","3.0632665157318115","3.0632665157318115"
"10033","3.0966343879699707","3.0966343879699707","3.0966343879699707"
"10034","3.2118518352508545","3.2118518352508545","3.2118518352508545"
"10035","3.2523460388183594","3.2523460388183594","3.2523460388183594"
"10036","3.424529552459717","3.424529552459717","3.424529552459717"
"10037","3.4265098571777344","3.4265098571777344","3.4265098571777344"
"10038","3.6794021129608154","3.6794021129608154","3.6794021129608154"
"10039","3.6311182975769043","3.6311182975769043","3.6311182975769043"
"10040","3.710667610168457","3.710667610168457","3.710667610168457"
"10041","3.7307891845703125","3.7307891845703125","3.7307891845703125"
"10042","3.874739646911621","3.874739646911621","3.874739646911621"
"10043","3.8864505290985107","3.8864505290985107","3.8864505290985107"
"10044","3.813593626022339","3.813593626022339","3.813593626022339"
"10045","3.881786346435547","3.881786346435547","3.881786346435547"
"10046","3.7301979064941406","3.7301979064941406","3.7301979064941406"
"10047","3.774758815765381","3.774758815765381","3.774758815765381"
"10048","3.7230472564697266","3.7230472564697266","3.7230472564697266"
"10049","3.6871886253356934","3.6871886253356934","3.6871886253356934"
"10050","3.808823347091675","3.808823347091675","3.808823347091675"
"10051","3.8485302925109863","3.8485302925109863","3.8485302925109863"
"10052","3.900319814682007","3.900319814682007","3.900319814682007"
"10053","3.957321882247925","3.957321882247925","3.957321882247925"
"10054","3.9322071075439453","3.9322071075439453","3.9322071075439453"
"10055","3.8781096935272217","3.8781096935272217","3.8781096935272217"
"10056","3.92256498336792","3.92256498336792","3.92256498336792"
"10057","3.8783178329467773","3.8783178329467773","3.8783178329467773"
"10058","3.9057741165161133","3.9057741165161133","3.9057741165161133"
"10059","3.823664426803589","3.823664426803589","3.823664426803589"
"10060","3.849766731262207","3.849766731262207","3.849766731262207"
"10061","3.7791316509246826","3.7791316509246826","3.7791316509246826"
"10062","3.8265380859375","3.8265380859375","3.8265380859375"
"10063","3.884765148162842","3.884765148162842","3.884765148162842"
"10064","3.8558311462402344","3.8558311462402344","3.8558311462402344"
"10065","3.7794482707977295","3.7794482707977295","3.7794482707977295"
"10066","3.8968257904052734","3.8968257904052734","3.8968257904052734"
"10067","3.755463123321533","3.755463123321533","3.755463123321533"
"10068","3.8800113201141357","3.8800113201141357","3.8800113201141357"
"10069","3.747934103012085","3.747934103012085","3.747934103012085"
"10070","3.8236727714538574","3.8236727714538574","3.8236727714538574"
"10071","3.871832847595215","3.871832847595215","3.871832847595215"
"10072","3.9752891063690186","3.9752891063690186","3.9752891063690186"
"10073","3.764220952987671","3.764220952987671","3.764220952987671"
"10074","3.9197139739990234","3.9197139739990234","3.9197139739990234"
"10075","3.84136962890625","3.84136962890625","3.84136962890625"
"10076","3.682168483734131","3.682168483734131","3.682168483734131"
"10077","3.8337554931640625","3.8337554931640625","3.8337554931640625"
"10078","3.7595269680023193","3.7595269680023193","3.7595269680023193"
"10079","3.9088473320007324","3.9088473320007324","3.9088473320007324"
"10080","3.9595870971679688","3.9595870971679688","3.9595870971679688"
"10081","3.7971067428588867","3.7971067428588867","3.7971067428588867"
"10082","3.7709853649139404","3.7709853649139404","3.7709853649139404"
"10083","3.7554526329040527","3.7554526329040527","3.7554526329040527"
"10084","3.8038406372070312","3.8038406372070312","3.8038406372070312"
"10085","3.9280471801757812","3.9280471801757812","3.9280471801757812"
"10086","3.929521322250366","3.929521322250366","3.929521322250366"
"10087","3.819592237472534","3.819592237472534","3.819592237472534"
"10088","3.829888105392456","3.829888105392456","3.829888105392456"
"10089","3.718799114227295","3.718799114227295","3.718799114227295"
"10090","3.8564252853393555","3.8564252853393555","3.8564252853393555"
"10091","3.795001983642578","3.795001983642578","3.795001983642578"
"10092","3.781215190887451","3.781215190887451","3.781215190887451"
"10093","3.796985387802124","3.796985387802124","3.796985387802124"
"10094","3.729961395263672","3.729961395263672","3.729961395263672"
"10095","3.8321475982666016","3.8321475982666016","3.8321475982666016"
"10096","3.787961959838867","3.787961959838867","3.787961959838867"
"10097","3.8129639625549316","3.8129639625549316","3.8129639625549316"
"10098","3.746762752532959","3.746762752532959","3.746762752532959"
"10099","3.762068510055542","3.762068510055542","3.762068510055542"
"10100","3.763472080230713","3.763472080230713","3.763472080230713"
"10101","3.841521739959717","3.841521739959717","3.841521739959717"
"10102","3.6292190551757812","3.6292190551757812","3.6292190551757812"
"10103","3.840465545654297","3.840465545654297","3.840465545654297"
"10104","3.895205497741699","3.895205497741699","3.895205497741699"
"10105","3.6923234462738037","3.6923234462738037","3.6923234462738037"
"10106","3.8864550590515137","3.8864550590515137","3.8864550590515137"
"10107","3.718256711959839","3.718256711959839","3.718256711959839"
"10108","3.8688418865203857","3.8688418865203857","3.8688418865203857"
"10109","3.7868099212646484","3.7868099212646484","3.7868099212646484"
"10110","3.687943935394287","3.687943935394287","3.687943935394287"
"10111","3.8331899642944336","3.8331899642944336","3.8331899642944336"
"10112","3.758409261703491","3.758409261703491","3.758409261703491"
"10113","3.7633368968963623","3.7633368968963623","3.7633368968963623"
"10114","3.779209613800049","3.779209613800049","3.779209613800049"
"10115","3.766134738922119","3.766134738922119","3.766134738922119"
"10116","3.9141767024993896","3.9141767024993896","3.9141767024993896"
"10117","3.858572483062744","3.858572483062744","3.858572483062744"
"10118","3.8549106121063232","3.8549106121063232","3.8549106121063232"
"10119","3.85304594039917","3.85304594039917","3.85304594039917"
"10120","3.824043035507202","3.824043035507202","3.824043035507202"
"10121","3.942781448364258","3.942781448364258","3.942781448364258"
"10122","3.777452230453491","3.777452230453491","3.777452230453491"
"10123","3.7508811950683594","3.7508811950683594","3.7508811950683594"
"10124","3.784290313720703","3.784290313720703","3.784290313720703"
"10125","3.794358730316162","3.794358730316162","3.794358730316162"
"10126","3.9124755859375","3.9124755859375","3.9124755859375"
"10127","3.856109619140625","3.856109619140625","3.856109619140625"
"10128","3.9375228881835938","3.9375228881835938","3.9375228881835938"
"10129","3.681525945663452","3.681525945663452","3.681525945663452"
"10130","3.6931419372558594","3.6931419372558594","3.6931419372558594"
"10131","3.8858890533447266","3.8858890533447266","3.8858890533447266"
"10132","3.8662853240966797","3.8662853240966797","3.8662853240966797"
"10133","3.7967514991760254","3.7967514991760254","3.7967514991760254"
"10134","3.869877338409424","3.869877338409424","3.869877338409424"
"10135","3.8352198600769043","3.8352198600769043","3.8352198600769043"
"10136","3.8232429027557373","3.8232429027557373","3.8232429027557373"
"10137","3.8342247009277344","3.8342247009277344","3.8342247009277344"
"10138","3.8787169456481934","3.8787169456481934","3.8787169456481934"
"10139","3.913747549057007","3.913747549057007","3.913747549057007"
"10140","3.7319445610046387","3.7319445610046387","3.7319445610046387"
"10141","3.869971752166748","3.869971752166748","3.869971752166748"
"10142","3.7193658351898193","3.7193658351898193","3.7193658351898193"
"10143","3.8920187950134277","3.8920187950134277","3.8920187950134277"
"10144","3.7243621349334717","3.7243621349334717","3.7243621349334717"
"10145","3.873068332672119","3.873068332672119","3.873068332672119"
"10146","3.867574453353882","3.867574453353882","3.867574453353882"
"10147","3.87538480758667","3.87538480758667","3.87538480758667"
"10148","3.9210543632507324","3.9210543632507324","3.9210543632507324"
"10149","3.751251220703125","3.751251220703125","3.751251220703125"
"10150","3.8272290229797363","3.8272290229797363","3.8272290229797363"
"10151","3.786853313446045","3.786853313446045","3.786853313446045"
"10152","3.82777738571167","3.82777738571167","3.82777738571167"
"10153","3.897754192352295","3.897754192352295","3.897754192352295"
"10154","3.8403677940368652","3.8403677940368652","3.8403677940368652"
"10155","3.8880114555358887","3.8880114555358887","3.8880114555358887"
"10156","3.8304529190063477","3.8304529190063477","3.8304529190063477"
"10157","3.911742687225342","3.911742687225342","3.911742687225342"
"10158","3.8238887786865234","3.8238887786865234","3.8238887786865234"
"10159","3.717963695526123","3.717963695526123","3.717963695526123"
"10160","3.8976364135742188","3.8976364135742188","3.8976364135742188"
"10161","3.8019981384277344","3.8019981384277344","3.8019981384277344"
"10162","3.782132625579834","3.782132625579834","3.782132625579834"
"10163","3.8363795280456543","3.8363795280456543","3.8363795280456543"
"10164","3.661381244659424","3.661381244659424","3.661381244659424"
"10165","3.737170934677124","3.737170934677124","3.737170934677124"
"10166","3.779111862182617","3.779111862182617","3.779111862182617"
"10167","3.766847610473633","3.766847610473633","3.766847610473633"
"10168","3.8435306549072266","3.8435306549072266","3.8435306549072266"
"10169","3.7351367473602295","3.7351367473602295","3.7351367473602295"
"10170","3.7736639976501465","3.7736639976501465","3.7736639976501465"
"10171","3.770221471786499","3.770221471786499","3.770221471786499"
"10172","3.825125217437744","3.825125217437744","3.825125217437744"
"10173","3.708979368209839","3.708979368209839","3.708979368209839"
"10174","3.797210693359375","3.797210693359375","3.797210693359375"
"10175","3.661588191986084","3.661588191986084","3.661588191986084"
"10176","3.6298089027404785","3.6298089027404785","3.6298089027404785"
"10177","3.857245445251465","3.857245445251465","3.857245445251465"
"10178","3.7828242778778076","3.7828242778778076","3.7828242778778076"
"10179","3.7588114738464355","3.7588114738464355","3.7588114738464355"
"10180","3.7818686962127686","3.7818686962127686","3.7818686962127686"
"10181","3.8538732528686523","3.8538732528686523","3.8538732528686523"
"10182","3.782355785369873","3.782355785369873","3.782355785369873"
"10183","3.6318955421447754","3.6318955421447754","3.6318955421447754"
"10184","3.768831968307495","3.768831968307495","3.768831968307495"
"10185","3.801706075668335","3.801706075668335","3.801706075668335"
"10186","3.5362985134124756","3.5362985134124756","3.5362985134124756"
"10187","3.7679507732391357","3.7679507732391357","3.7679507732391357"
"10188","3.7218074798583984","3.7218074798583984","3.7218074798583984"
"10189","3.876171827316284","3.876171827316284","3.876171827316284"
"10190","3.8319318294525146","3.8319318294525146","3.8319318294525146"
"10191","3.7048754692077637","3.7048754692077637","3.7048754692077637"
"10192","3.6967058181762695","3.6967058181762695","3.6967058181762695"
"10193","3.7656078338623047","3.7656078338623047","3.7656078338623047"
"10194","3.7047438621520996","3.7047438621520996","3.7047438621520996"
"10195","3.740569829940796","3.740569829940796","3.740569829940796"
"10196","3.8063793182373047","3.8063793182373047","3.8063793182373047"
"10197","3.8794212341308594","3.8794212341308594","3.8794212341308594"
"10198","3.650325298309326","3.650325298309326","3.650325298309326"
"10199","3.8376970291137695","3.8376970291137695","3.8376970291137695"
"10200","3.8041725158691406","3.8041725158691406","3.8041725158691406"
"10201","3.7907867431640625","3.7907867431640625","3.7907867431640625"
"10202","3.726104259490967","3.726104259490967","3.726104259490967"
"10203","3.8466639518737793","3.8466639518737793","3.8466639518737793"
"10204","3.8258235454559326","3.8258235454559326","3.8258235454559326"
"10205","3.7064902782440186","3.7064902782440186","3.7064902782440186"
"10206","3.472059965133667","3.472059965133667","3.472059965133667"
"10207","3.547511100769043","3.547511100769043","3.547511100769043"
"10208","3.7468223571777344","3.7468223571777344","3.7468223571777344"
"10209","3.8510901927948","3.8510901927948","3.8510901927948"
"10210","3.7979602813720703","3.7979602813720703","3.7979602813720703"
"10211","3.7493789196014404","3.7493789196014404","3.7493789196014404"
"10212","3.833700656890869","3.833700656890869","3.833700656890869"
"10213","3.8373172283172607","3.8373172283172607","3.8373172283172607"
"10214","3.795659065246582","3.795659065246582","3.795659065246582"
"10215","3.6567845344543457","3.6567845344543457","3.6567845344543457"
"10216","3.762080192565918","3.762080192565918","3.762080192565918"
"10217","3.5609378814697266","3.5609378814697266","3.5609378814697266"
"10218","3.8064916133880615","3.8064916133880615","3.8064916133880615"
"10219","3.667879819869995","3.667879819869995","3.667879819869995"
"10220","3.8996829986572266","3.8996829986572266","3.8996829986572266"
"10221","3.8260762691497803","3.8260762691497803","3.8260762691497803"
"10222","3.655700206756592","3.655700206756592","3.655700206756592"
"10223","3.7511918544769287","3.7511918544769287","3.7511918544769287"
"10224","3.806948184967041","3.806948184967041","3.806948184967041"
"10225","3.5893988609313965","3.5893988609313965","3.5893988609313965"
"10226","3.8026251792907715","3.8026251792907715","3.8026251792907715"
"10227","3.818751811981201","3.818751811981201","3.818751811981201"
"10228","3.8140552043914795","3.8140552043914795","3.8140552043914795"
"10229","3.8002700805664062","3.8002700805664062","3.8002700805664062"
"10230","3.7987914085388184","3.7987914085388184","3.7987914085388184"
"10231","3.790891647338867","3.790891647338867","3.790891647338867"
"10232","3.703939437866211","3.703939437866211","3.703939437866211"
"10233","3.7556464672088623","3.7556464672088623","3.7556464672088623"
"10234","3.88423228263855","3.88423228263855","3.88423228263855"
"10235","3.715758800506592","3.715758800506592","3.715758800506592"
"10236","3.7967002391815186","3.7967002391815186","3.7967002391815186"
"10237","3.851398229598999","3.851398229598999","3.851398229598999"
"10238","3.9159457683563232","3.9159457683563232","3.9159457683563232"
"10239","3.745652914047241","3.745652914047241","3.745652914047241"
"10240","3.6333131790161133","3.6333131790161133","3.6333131790161133"
"10241","3.7417657375335693","3.7417657375335693","3.7417657375335693"
"10242","3.7083089351654053","3.7083089351654053","3.7083089351654053"
"10243","3.7153306007385254","3.7153306007385254","3.7153306007385254"
"10244","3.580124616622925","3.580124616622925","3.580124616622925"
"10245","3.7726569175720215","3.7726569175720215","3.7726569175720215"
"10246","3.7110469341278076","3.7110469341278076","3.7110469341278076"
"10247","3.8338897228240967","3.8338897228240967","3.8338897228240967"
"10248","3.8057878017425537","3.8057878017425537","3.8057878017425537"
"10249","3.7620110511779785","3.7620110511779785","3.7620110511779785"
"10250","3.716486692428589","3.716486692428589","3.716486692428589"
"10251","3.8202805519104004","3.8202805519104004","3.8202805519104004"
"10252","3.7757632732391357","3.7757632732391357","3.7757632732391357"
"10253","3.7498087882995605","3.7498087882995605","3.7498087882995605"
"10254","3.777787923812866","3.777787923812866","3.777787923812866"
"10255","3.611469268798828","3.611469268798828","3.611469268798828"
"10256","3.812776565551758","3.812776565551758","3.812776565551758"
"10257","3.6804323196411133","3.6804323196411133","3.6804323196411133"
"10258","3.511352062225342","3.511352062225342","3.511352062225342"
"10259","3.7197256088256836","3.7197256088256836","3.7197256088256836"
"10260","3.6657798290252686","3.6657798290252686","3.6657798290252686"
"10261","3.734163284301758","3.734163284301758","3.734163284301758"
"10262","3.6420702934265137","3.6420702934265137","3.6420702934265137"
"10263","3.7563223838806152","3.7563223838806152","3.7563223838806152"
"10264","3.796588897705078","3.796588897705078","3.796588897705078"
"10265","3.80116605758667","3.80116605758667","3.80116605758667"
"10266","3.8026962280273438","3.8026962280273438","3.8026962280273438"
"10267","3.8057379722595215","3.8057379722595215","3.8057379722595215"
"10268","3.8303656578063965","3.8303656578063965","3.8303656578063965"
"10269","3.5565223693847656","3.5565223693847656","3.5565223693847656"
"10270","3.7546725273132324","3.7546725273132324","3.7546725273132324"
"10271","3.814854383468628","3.814854383468628","3.814854383468628"
"10272","3.901700735092163","3.901700735092163","3.901700735092163"
"10273","3.771252155303955","3.771252155303955","3.771252155303955"
"10274","3.650221586227417","3.650221586227417","3.650221586227417"
"10275","3.80149507522583","3.80149507522583","3.80149507522583"
"10276","3.713113784790039","3.713113784790039","3.713113784790039"
"10277","3.780543327331543","3.780543327331543","3.780543327331543"
"10278","3.785996913909912","3.785996913909912","3.785996913909912"
"10279","3.8424975872039795","3.8424975872039795","3.8424975872039795"
"10280","3.9512810707092285","3.9512810707092285","3.9512810707092285"
"10281","3.6599602699279785","3.6599602699279785","3.6599602699279785"
"10282","3.7386717796325684","3.7386717796325684","3.7386717796325684"
"10283","3.704463481903076","3.704463481903076","3.704463481903076"
"10284","3.677415609359741","3.677415609359741","3.677415609359741"
"10285","3.834991455078125","3.834991455078125","3.834991455078125"
"10286","3.9212584495544434","3.9212584495544434","3.9212584495544434"
"10287","3.890293836593628","3.890293836593628","3.890293836593628"
"10288","3.882154941558838","3.882154941558838","3.882154941558838"
"10289","3.748626232147217","3.748626232147217","3.748626232147217"
"10290","3.8875160217285156","3.8875160217285156","3.8875160217285156"
"10291","3.779548168182373","3.779548168182373","3.779548168182373"
"10292","3.8540730476379395","3.8540730476379395","3.8540730476379395"
"10293","3.869661808013916","3.869661808013916","3.869661808013916"
"10294","3.824464797973633","3.824464797973633","3.824464797973633"
"10295","3.8693714141845703","3.8693714141845703","3.8693714141845703"
"10296","3.8290481567382812","3.8290481567382812","3.8290481567382812"
"10297","3.6674773693084717","3.6674773693084717","3.6674773693084717"
"10298","3.833937168121338","3.833937168121338","3.833937168121338"
"10299","3.7905654907226562","3.7905654907226562","3.7905654907226562"
"10300","3.785175323486328","3.785175323486328","3.785175323486328"
"10301","3.875283718109131","3.875283718109131","3.875283718109131"
"10302","3.888498306274414","3.888498306274414","3.888498306274414"
"10303","3.8511624336242676","3.8511624336242676","3.8511624336242676"
"10304","3.629129409790039","3.629129409790039","3.629129409790039"
"10305","3.7828071117401123","3.7828071117401123","3.7828071117401123"
"10306","3.85321044921875","3.85321044921875","3.85321044921875"
"10307","3.803459882736206","3.803459882736206","3.803459882736206"
"10308","3.8909575939178467","3.8909575939178467","3.8909575939178467"
"10309","3.571648120880127","3.571648120880127","3.571648120880127"
"10310","3.8556437492370605","3.8556437492370605","3.8556437492370605"
"10311","3.8116958141326904","3.8116958141326904","3.8116958141326904"
"10312","3.843452215194702","3.843452215194702","3.843452215194702"
"10313","3.9398727416992188","3.9398727416992188","3.9398727416992188"
"10314","3.829639434814453","3.829639434814453","3.829639434814453"
"10315","3.7362213134765625","3.7362213134765625","3.7362213134765625"
"10316","3.8512372970581055","3.8512372970581055","3.8512372970581055"
"10317","3.9441442489624023","3.9441442489624023","3.9441442489624023"
"10318","3.8589694499969482","3.8589694499969482","3.8589694499969482"
"10319","3.713629722595215","3.713629722595215","3.713629722595215"
"10320","3.8722429275512695","3.8722429275512695","3.8722429275512695"
"10321","3.873838424682617","3.873838424682617","3.873838424682617"
"10322","3.9352941513061523","3.9352941513061523","3.9352941513061523"
"10323","3.743947982788086","3.743947982788086","3.743947982788086"
"10324","3.877256393432617","3.877256393432617","3.877256393432617"
"10325","3.6127116680145264","3.6127116680145264","3.6127116680145264"
"10326","3.8201348781585693","3.8201348781585693","3.8201348781585693"
"10327","3.870473861694336","3.870473861694336","3.870473861694336"
"10328","3.747434377670288","3.747434377670288","3.747434377670288"
"10329","3.87589430809021","3.87589430809021","3.87589430809021"
"10330","3.7916388511657715","3.7916388511657715","3.7916388511657715"
"10331","3.836033582687378","3.836033582687378","3.836033582687378"
"10332","3.864792823791504","3.864792823791504","3.864792823791504"
"10333","3.722973585128784","3.722973585128784","3.722973585128784"
"10334","3.8146514892578125","3.8146514892578125","3.8146514892578125"
"10335","3.7995219230651855","3.7995219230651855","3.7995219230651855"
"10336","3.798987865447998","3.798987865447998","3.798987865447998"
"10337","3.758533239364624","3.758533239364624","3.758533239364624"
"10338","3.8249101638793945","3.8249101638793945","3.8249101638793945"
"10339","3.772557020187378","3.772557020187378","3.772557020187378"
"10340","3.7593181133270264","3.7593181133270264","3.7593181133270264"
"10341","3.8207030296325684","3.8207030296325684","3.8207030296325684"
"10342","3.765599250793457","3.765599250793457","3.765599250793457"
"10343","3.860105037689209","3.860105037689209","3.860105037689209"
"10344","3.793673276901245","3.793673276901245","3.793673276901245"
"10345","3.6592910289764404","3.6592910289764404","3.6592910289764404"
"10346","3.854888916015625","3.854888916015625","3.854888916015625"
"10347","3.8601882457733154","3.8601882457733154","3.8601882457733154"
"10348","3.755329132080078","3.755329132080078","3.755329132080078"
"10349","3.7733569145202637","3.7733569145202637","3.7733569145202637"
"10350","3.8461177349090576","3.8461177349090576","3.8461177349090576"
"10351","3.8907744884490967","3.8907744884490967","3.8907744884490967"
"10352","3.7171902656555176","3.7171902656555176","3.7171902656555176"
"10353","3.788114070892334","3.788114070892334","3.788114070892334"
"10354","3.871086597442627","3.871086597442627","3.871086597442627"
"10355","3.9085569381713867","3.9085569381713867","3.9085569381713867"
"10356","3.8490686416625977","3.8490686416625977","3.8490686416625977"
"10357","3.708831787109375","3.708831787109375","3.708831787109375"
"10358","3.876168966293335","3.876168966293335","3.876168966293335"
"10359","3.800098180770874","3.800098180770874","3.800098180770874"
"10360","3.5645484924316406","3.5645484924316406","3.5645484924316406"
"10361","3.7420125007629395","3.7420125007629395","3.7420125007629395"
"10362","3.8897063732147217","3.8897063732147217","3.8897063732147217"
"10363","3.9281020164489746","3.9281020164489746","3.9281020164489746"
"10364","3.842188835144043","3.842188835144043","3.842188835144043"
"10365","3.735004425048828","3.735004425048828","3.735004425048828"
"10366","3.741663694381714","3.741663694381714","3.741663694381714"
"10367","3.8524703979492188","3.8524703979492188","3.8524703979492188"
"10368","3.834339141845703","3.834339141845703","3.834339141845703"
"10369","3.836388349533081","3.836388349533081","3.836388349533081"
"10370","3.70039439201355","3.70039439201355","3.70039439201355"
"10371","3.5218677520751953","3.5218677520751953","3.5218677520751953"
"10372","3.689495801925659","3.689495801925659","3.689495801925659"
"10373","3.833998680114746","3.833998680114746","3.833998680114746"
"10374","3.6220805644989014","3.6220805644989014","3.6220805644989014"
"10375","3.8563010692596436","3.8563010692596436","3.8563010692596436"
"10376","3.854196548461914","3.854196548461914","3.854196548461914"
"10377","3.8887939453125","3.8887939453125","3.8887939453125"
"10378","3.7166385650634766","3.7166385650634766","3.7166385650634766"
"10379","3.843137264251709","3.843137264251709","3.843137264251709"
"10380","3.7763566970825195","3.7763566970825195","3.7763566970825195"
"10381","3.828185796737671","3.828185796737671","3.828185796737671"
"10382","3.8595428466796875","3.8595428466796875","3.8595428466796875"
"10383","3.7110469341278076","3.7110469341278076","3.7110469341278076"
"10384","3.9176807403564453","3.9176807403564453","3.9176807403564453"
"10385","3.8270187377929688","3.8270187377929688","3.8270187377929688"
"10386","3.910385847091675","3.910385847091675","3.910385847091675"
"10387","3.8891894817352295","3.8891894817352295","3.8891894817352295"
"10388","3.8253402709960938","3.8253402709960938","3.8253402709960938"
"10389","3.895073413848877","3.895073413848877","3.895073413848877"
"10390","3.816913604736328","3.816913604736328","3.816913604736328"
"10391","3.6103334426879883","3.6103334426879883","3.6103334426879883"
"10392","3.644190549850464","3.644190549850464","3.644190549850464"
"10393","3.883103847503662","3.883103847503662","3.883103847503662"
"10394","3.566378116607666","3.566378116607666","3.566378116607666"
"10395","3.8102662563323975","3.8102662563323975","3.8102662563323975"
"10396","3.8017890453338623","3.8017890453338623","3.8017890453338623"
"10397","3.8494129180908203","3.8494129180908203","3.8494129180908203"
"10398","3.8888449668884277","3.8888449668884277","3.8888449668884277"
"10399","3.7277917861938477","3.7277917861938477","3.7277917861938477"
"10400","3.756812572479248","3.756812572479248","3.756812572479248"
"10401","3.667900562286377","3.667900562286377","3.667900562286377"
"10402","3.794678211212158","3.794678211212158","3.794678211212158"
"10403","3.7880029678344727","3.7880029678344727","3.7880029678344727"
"10404","3.8193233013153076","3.8193233013153076","3.8193233013153076"
"10405","3.8672142028808594","3.8672142028808594","3.8672142028808594"
"10406","3.7562026977539062","3.7562026977539062","3.7562026977539062"
"10407","3.8942184448242188","3.8942184448242188","3.8942184448242188"
"10408","3.72086763381958","3.72086763381958","3.72086763381958"
"10409","3.6543688774108887","3.6543688774108887","3.6543688774108887"
"10410","3.792693614959717","3.792693614959717","3.792693614959717"
"10411","3.6240453720092773","3.6240453720092773","3.6240453720092773"
"10412","3.7861545085906982","3.7861545085906982","3.7861545085906982"
"10413","3.799375057220459","3.799375057220459","3.799375057220459"
"10414","3.7569234371185303","3.7569234371185303","3.7569234371185303"
"10415","3.9139888286590576","3.9139888286590576","3.9139888286590576"
"10416","3.765026569366455","3.765026569366455","3.765026569366455"
"10417","3.7271323204040527","3.7271323204040527","3.7271323204040527"
"10418","3.794074773788452","3.794074773788452","3.794074773788452"
"10419","3.747628927230835","3.747628927230835","3.747628927230835"
"10420","3.8083362579345703","3.8083362579345703","3.8083362579345703"
"10421","3.812525749206543","3.812525749206543","3.812525749206543"
"10422","3.799285888671875","3.799285888671875","3.799285888671875"
"10423","3.8170394897460938","3.8170394897460938","3.8170394897460938"
"10424","3.8301076889038086","3.8301076889038086","3.8301076889038086"
"10425","3.734640598297119","3.734640598297119","3.734640598297119"
"10426","3.8473052978515625","3.8473052978515625","3.8473052978515625"
"10427","3.890726089477539","3.890726089477539","3.890726089477539"
"10428","3.9111697673797607","3.9111697673797607","3.9111697673797607"
"10429","3.9754416942596436","3.9754416942596436","3.9754416942596436"
"10430","3.8373916149139404","3.8373916149139404","3.8373916149139404"
"10431","3.8516128063201904","3.8516128063201904","3.8516128063201904"
"10432","3.788041114807129","3.788041114807129","3.788041114807129"
"10433","3.771787643432617","3.771787643432617","3.771787643432617"
"10434","3.6699817180633545","3.6699817180633545","3.6699817180633545"
"10435","3.395832061767578","3.395832061767578","3.395832061767578"
"10436","3.8397116661071777","3.8397116661071777","3.8397116661071777"
"10437","3.900045871734619","3.900045871734619","3.900045871734619"
"10438","3.8717074394226074","3.8717074394226074","3.8717074394226074"
"10439","3.617600202560425","3.617600202560425","3.617600202560425"
"10440","3.706249952316284","3.706249952316284","3.706249952316284"
"10441","3.783268690109253","3.783268690109253","3.783268690109253"
"10442","3.762852430343628","3.762852430343628","3.762852430343628"
"10443","3.8818538188934326","3.8818538188934326","3.8818538188934326"
"10444","3.5308539867401123","3.5308539867401123","3.5308539867401123"
"10445","3.8412861824035645","3.8412861824035645","3.8412861824035645"
"10446","3.6518478393554688","3.6518478393554688","3.6518478393554688"
"10447","3.8802554607391357","3.8802554607391357","3.8802554607391357"
"10448","3.745278835296631","3.745278835296631","3.745278835296631"
"10449","3.8416152000427246","3.8416152000427246","3.8416152000427246"
