"Step","4BlockID2 - Metrics/targetPosition/error_pos_2d","4BlockID2 - Metrics/targetPosition/error_pos_2d__MIN","4BlockID2 - Metrics/targetPosition/error_pos_2d__MAX"
"10000","4.4153876304626465","4.4153876304626465","4.4153876304626465"
"10001","4.346351623535156","4.346351623535156","4.346351623535156"
"10002","4.088103294372559","4.088103294372559","4.088103294372559"
"10003","4.008718013763428","4.008718013763428","4.008718013763428"
"10004","3.2645022869110107","3.2645022869110107","3.2645022869110107"
"10005","2.5699121952056885","2.5699121952056885","2.5699121952056885"
"10006","2.163484811782837","2.163484811782837","2.163484811782837"
"10007","1.455410361289978","1.455410361289978","1.455410361289978"
"10008","1.6942375898361206","1.6942375898361206","1.6942375898361206"
"10009","1.3020931482315063","1.3020931482315063","1.3020931482315063"
"10010","0.7513984441757202","0.7513984441757202","0.7513984441757202"
"10011","0.5046188235282898","0.5046188235282898","0.5046188235282898"
"10012","0.3792385756969452","0.3792385756969452","0.3792385756969452"
"10013","0.3140714764595032","0.3140714764595032","0.3140714764595032"
"10014","0.26679888367652893","0.26679888367652893","0.26679888367652893"
"10015","0.4497877359390259","0.4497877359390259","0.4497877359390259"
"10016","0.4219832122325897","0.4219832122325897","0.4219832122325897"
"10017","0.28948089480400085","0.28948089480400085","0.28948089480400085"
"10018","0.26609599590301514","0.26609599590301514","0.26609599590301514"
"10019","0.3225226402282715","0.3225226402282715","0.3225226402282715"
"10020","0.26106294989585876","0.26106294989585876","0.26106294989585876"
"10021","0.45080623030662537","0.45080623030662537","0.45080623030662537"
"10022","0.2823382019996643","0.2823382019996643","0.2823382019996643"
"10023","0.378299355506897","0.378299355506897","0.378299355506897"
"10024","0.31474336981773376","0.31474336981773376","0.31474336981773376"
"10025","0.23822474479675293","0.23822474479675293","0.23822474479675293"
"10026","0.20019617676734924","0.20019617676734924","0.20019617676734924"
"10027","0.4029116630554199","0.4029116630554199","0.4029116630554199"
"10028","0.25450533628463745","0.25450533628463745","0.25450533628463745"
"10029","0.2525862455368042","0.2525862455368042","0.2525862455368042"
"10030","0.233498215675354","0.233498215675354","0.233498215675354"
"10031","0.23335489630699158","0.23335489630699158","0.23335489630699158"
"10032","0.8470419645309448","0.8470419645309448","0.8470419645309448"
"10033","0.9629276990890503","0.9629276990890503","0.9629276990890503"
"10034","0.9108176231384277","0.9108176231384277","0.9108176231384277"
"10035","0.7983673810958862","0.7983673810958862","0.7983673810958862"
"10036","0.5461976528167725","0.5461976528167725","0.5461976528167725"
"10037","0.6508643627166748","0.6508643627166748","0.6508643627166748"
"10038","0.473182737827301","0.473182737827301","0.473182737827301"
"10039","0.4515036344528198","0.4515036344528198","0.4515036344528198"
"10040","0.4767923355102539","0.4767923355102539","0.4767923355102539"
"10041","0.542625367641449","0.542625367641449","0.542625367641449"
"10042","0.3387259840965271","0.3387259840965271","0.3387259840965271"
"10043","0.38715860247612","0.38715860247612","0.38715860247612"
"10044","0.42511337995529175","0.42511337995529175","0.42511337995529175"
"10045","0.3211829960346222","0.3211829960346222","0.3211829960346222"
"10046","0.5488258600234985","0.5488258600234985","0.5488258600234985"
"10047","0.4043101668357849","0.4043101668357849","0.4043101668357849"
"10048","0.5380008816719055","0.5380008816719055","0.5380008816719055"
"10049","0.5126817226409912","0.5126817226409912","0.5126817226409912"
"10050","0.4211132526397705","0.4211132526397705","0.4211132526397705"
"10051","0.38499683141708374","0.38499683141708374","0.38499683141708374"
"10052","0.39224061369895935","0.39224061369895935","0.39224061369895935"
"10053","0.3377990126609802","0.3377990126609802","0.3377990126609802"
"10054","0.4233832061290741","0.4233832061290741","0.4233832061290741"
"10055","0.41110366582870483","0.41110366582870483","0.41110366582870483"
"10056","0.36367127299308777","0.36367127299308777","0.36367127299308777"
"10057","0.3946232497692108","0.3946232497692108","0.3946232497692108"
"10058","0.43841713666915894","0.43841713666915894","0.43841713666915894"
"10059","0.4382159113883972","0.4382159113883972","0.4382159113883972"
"10060","0.3823798596858978","0.3823798596858978","0.3823798596858978"
"10061","0.5242272019386292","0.5242272019386292","0.5242272019386292"
"10062","0.43956297636032104","0.43956297636032104","0.43956297636032104"
"10063","0.378279447555542","0.378279447555542","0.378279447555542"
"10064","0.41313159465789795","0.41313159465789795","0.41313159465789795"
"10065","0.5280720591545105","0.5280720591545105","0.5280720591545105"
"10066","0.33175885677337646","0.33175885677337646","0.33175885677337646"
"10067","0.5790716409683228","0.5790716409683228","0.5790716409683228"
"10068","0.39659345149993896","0.39659345149993896","0.39659345149993896"
"10069","0.4011220335960388","0.4011220335960388","0.4011220335960388"
"10070","0.4781913757324219","0.4781913757324219","0.4781913757324219"
"10071","0.4352346360683441","0.4352346360683441","0.4352346360683441"
"10072","0.32770535349845886","0.32770535349845886","0.32770535349845886"
"10073","0.5589560866355896","0.5589560866355896","0.5589560866355896"
"10074","0.32480746507644653","0.32480746507644653","0.32480746507644653"
"10075","0.3259165287017822","0.3259165287017822","0.3259165287017822"
"10076","0.5077043771743774","0.5077043771743774","0.5077043771743774"
"10077","0.4018062353134155","0.4018062353134155","0.4018062353134155"
"10078","0.4060932993888855","0.4060932993888855","0.4060932993888855"
"10079","0.3377159833908081","0.3377159833908081","0.3377159833908081"
"10080","0.3029523193836212","0.3029523193836212","0.3029523193836212"
"10081","0.4698259234428406","0.4698259234428406","0.4698259234428406"
"10082","0.49260076880455017","0.49260076880455017","0.49260076880455017"
"10083","0.4627239406108856","0.4627239406108856","0.4627239406108856"
"10084","0.4143598675727844","0.4143598675727844","0.4143598675727844"
"10085","0.3261343240737915","0.3261343240737915","0.3261343240737915"
"10086","0.2924707531929016","0.2924707531929016","0.2924707531929016"
"10087","0.475206583738327","0.475206583738327","0.475206583738327"
"10088","0.40335798263549805","0.40335798263549805","0.40335798263549805"
"10089","0.458274781703949","0.458274781703949","0.458274781703949"
"10090","0.3427072763442993","0.3427072763442993","0.3427072763442993"
"10091","0.3892430067062378","0.3892430067062378","0.3892430067062378"
"10092","0.41064974665641785","0.41064974665641785","0.41064974665641785"
"10093","0.4291583001613617","0.4291583001613617","0.4291583001613617"
"10094","0.5044865608215332","0.5044865608215332","0.5044865608215332"
"10095","0.44319820404052734","0.44319820404052734","0.44319820404052734"
"10096","0.44047969579696655","0.44047969579696655","0.44047969579696655"
"10097","0.4114462733268738","0.4114462733268738","0.4114462733268738"
"10098","0.40832459926605225","0.40832459926605225","0.40832459926605225"
"10099","0.4459869861602783","0.4459869861602783","0.4459869861602783"
"10100","0.3730742931365967","0.3730742931365967","0.3730742931365967"
"10101","0.4159708619117737","0.4159708619117737","0.4159708619117737"
"10102","0.5013606548309326","0.5013606548309326","0.5013606548309326"
"10103","0.35660383105278015","0.35660383105278015","0.35660383105278015"
"10104","0.3573801517486572","0.3573801517486572","0.3573801517486572"
"10105","0.6136775016784668","0.6136775016784668","0.6136775016784668"
"10106","0.31517380475997925","0.31517380475997925","0.31517380475997925"
"10107","0.41434335708618164","0.41434335708618164","0.41434335708618164"
"10108","0.4064207077026367","0.4064207077026367","0.4064207077026367"
"10109","0.48498719930648804","0.48498719930648804","0.48498719930648804"
"10110","0.5366946458816528","0.5366946458816528","0.5366946458816528"
"10111","0.4714164435863495","0.4714164435863495","0.4714164435863495"
"10112","0.460801362991333","0.460801362991333","0.460801362991333"
"10113","0.3529786467552185","0.3529786467552185","0.3529786467552185"
"10114","0.460305780172348","0.460305780172348","0.460305780172348"
"10115","0.48746833205223083","0.48746833205223083","0.48746833205223083"
"10116","0.3405117988586426","0.3405117988586426","0.3405117988586426"
"10117","0.2881792187690735","0.2881792187690735","0.2881792187690735"
