"Step","4BlockID2 - Episode_Reward/payload_2_target","4BlockID2 - Episode_Reward/payload_2_target__MIN","4BlockID2 - Episode_Reward/payload_2_target__MAX"
"9999","0","0","0"
"10000","-0.0002005128626478836","-0.0002005128626478836","-0.0002005128626478836"
"10001","-0.0005684341886080801","-0.0005684341886080801","-0.0005684341886080801"
"10002","0.006449426990002394","0.006449426990002394","0.006449426990002394"
"10003","0.021748870611190796","0.021748870611190796","0.021748870611190796"
"10004","0.07649117708206177","0.07649117708206177","0.07649117708206177"
"10005","0.15244492888450623","0.15244492888450623","0.15244492888450623"
"10006","0.2670226991176605","0.2670226991176605","0.2670226991176605"
"10007","0.45026931166648865","0.45026931166648865","0.45026931166648865"
"10008","0.5042048692703247","0.5042048692703247","0.5042048692703247"
"10009","0.71112060546875","0.71112060546875","0.71112060546875"
"10010","1.0526046752929688","1.0526046752929688","1.0526046752929688"
"10011","1.2748239040374756","1.2748239040374756","1.2748239040374756"
"10012","1.5240291357040405","1.5240291357040405","1.5240291357040405"
"10013","1.686960220336914","1.686960220336914","1.686960220336914"
"10014","1.9787657260894775","1.9787657260894775","1.9787657260894775"
"10015","2.02858304977417","2.02858304977417","2.02858304977417"
"10016","2.2225537300109863","2.2225537300109863","2.2225537300109863"
"10017","2.617537021636963","2.617537021636963","2.617537021636963"
"10018","2.838566303253174","2.838566303253174","2.838566303253174"
"10019","3.0230560302734375","3.0230560302734375","3.0230560302734375"
"10020","3.3014273643493652","3.3014273643493652","3.3014273643493652"
"10021","3.40946364402771","3.40946364402771","3.40946364402771"
"10022","3.7147164344787598","3.7147164344787598","3.7147164344787598"
"10023","3.756779670715332","3.756779670715332","3.756779670715332"
"10024","4.199127197265625","4.199127197265625","4.199127197265625"
"10025","4.449960231781006","4.449960231781006","4.449960231781006"
"10026","4.7077836990356445","4.7077836990356445","4.7077836990356445"
"10027","4.574944019317627","4.574944019317627","4.574944019317627"
"10028","5.136361598968506","5.136361598968506","5.136361598968506"
"10029","5.309974670410156","5.309974670410156","5.309974670410156"
"10030","5.58192777633667","5.58192777633667","5.58192777633667"
"10031","5.832858085632324","5.832858085632324","5.832858085632324"
"10032","5.909202575683594","5.909202575683594","5.909202575683594"
"10033","6.225437164306641","6.225437164306641","6.225437164306641"
"10034","6.375540733337402","6.375540733337402","6.375540733337402"
"10035","6.371947288513184","6.371947288513184","6.371947288513184"
"10036","6.80282735824585","6.80282735824585","6.80282735824585"
"10037","6.750845909118652","6.750845909118652","6.750845909118652"
"10038","7.180598258972168","7.180598258972168","7.180598258972168"
"10039","7.246585845947266","7.246585845947266","7.246585845947266"
"10040","7.3934326171875","7.3934326171875","7.3934326171875"
"10041","7.391805171966553","7.391805171966553","7.391805171966553"
"10042","7.704452037811279","7.704452037811279","7.704452037811279"
"10043","7.7554755210876465","7.7554755210876465","7.7554755210876465"
"10044","7.595803260803223","7.595803260803223","7.595803260803223"
"10045","7.668968200683594","7.668968200683594","7.668968200683594"
"10046","7.37656307220459","7.37656307220459","7.37656307220459"
"10047","7.582768440246582","7.582768440246582","7.582768440246582"
"10048","7.435055732727051","7.435055732727051","7.435055732727051"
"10049","7.441192150115967","7.441192150115967","7.441192150115967"
"10050","7.521928310394287","7.521928310394287","7.521928310394287"
"10051","7.733447074890137","7.733447074890137","7.733447074890137"
"10052","7.792619228363037","7.792619228363037","7.792619228363037"
"10053","7.789126396179199","7.789126396179199","7.789126396179199"
"10054","7.809011459350586","7.809011459350586","7.809011459350586"
"10055","7.7138471603393555","7.7138471603393555","7.7138471603393555"
"10056","7.8375349044799805","7.8375349044799805","7.8375349044799805"
"10057","7.724860191345215","7.724860191345215","7.724860191345215"
"10058","7.719508171081543","7.719508171081543","7.719508171081543"
"10059","7.631102561950684","7.631102561950684","7.631102561950684"
"10060","7.731097221374512","7.731097221374512","7.731097221374512"
"10061","7.507655620574951","7.507655620574951","7.507655620574951"
"10062","7.496240139007568","7.496240139007568","7.496240139007568"
"10063","7.778023719787598","7.778023719787598","7.778023719787598"
"10064","7.646757125854492","7.646757125854492","7.646757125854492"
"10065","7.451506614685059","7.451506614685059","7.451506614685059"
"10066","7.732021331787109","7.732021331787109","7.732021331787109"
"10067","7.442591667175293","7.442591667175293","7.442591667175293"
"10068","7.7425150871276855","7.7425150871276855","7.7425150871276855"
"10069","7.680590629577637","7.680590629577637","7.680590629577637"
"10070","7.59473180770874","7.59473180770874","7.59473180770874"
"10071","7.6122565269470215","7.6122565269470215","7.6122565269470215"
"10072","7.879892349243164","7.879892349243164","7.879892349243164"
"10073","7.6509857177734375","7.6509857177734375","7.6509857177734375"
"10074","7.852104187011719","7.852104187011719","7.852104187011719"
"10075","7.81361722946167","7.81361722946167","7.81361722946167"
"10076","7.504450798034668","7.504450798034668","7.504450798034668"
"10077","7.616925239562988","7.616925239562988","7.616925239562988"
"10078","7.6793131828308105","7.6793131828308105","7.6793131828308105"
"10079","7.893163681030273","7.893163681030273","7.893163681030273"
"10080","7.8000030517578125","7.8000030517578125","7.8000030517578125"
"10081","7.719165802001953","7.719165802001953","7.719165802001953"
"10082","7.627187728881836","7.627187728881836","7.627187728881836"
"10083","7.542105674743652","7.542105674743652","7.542105674743652"
"10084","7.61231803894043","7.61231803894043","7.61231803894043"
"10085","7.774592399597168","7.774592399597168","7.774592399597168"
"10086","7.829601287841797","7.829601287841797","7.829601287841797"
"10087","7.635222434997559","7.635222434997559","7.635222434997559"
"10088","7.638070583343506","7.638070583343506","7.638070583343506"
"10089","7.501120567321777","7.501120567321777","7.501120567321777"
"10090","7.788416862487793","7.788416862487793","7.788416862487793"
"10091","7.759835720062256","7.759835720062256","7.759835720062256"
