"Step","1Ball1BlockID - Episode_Reward/payload_2_target","1Ball1BlockID - Episode_Reward/payload_2_target__MIN","1Ball1BlockID - Episode_Reward/payload_2_target__MAX"
"382","0.07091319561004639","0.07091319561004639","0.07091319561004639"
"383","0.009928490966558456","0.009928490966558456","0.009928490966558456"
"387","0.0592573881149292","0.0592573881149292","0.0592573881149292"
"388","0.07871595025062561","0.07871595025062561","0.07871595025062561"
"391","0.157812237739563","0.157812237739563","0.157812237739563"
"392","0.11843733489513397","0.11843733489513397","0.11843733489513397"
"395","0.15876048803329468","0.15876048803329468","0.15876048803329468"
"396","0.08580049127340317","0.08580049127340317","0.08580049127340317"
"397","0.1604796051979065","0.1604796051979065","0.1604796051979065"
"398","0.1329231858253479","0.1329231858253479","0.1329231858253479"
"401","0.13274434208869934","0.13274434208869934","0.13274434208869934"
"405","0.16730014979839325","0.16730014979839325","0.16730014979839325"
"411","0.16152486205101013","0.16152486205101013","0.16152486205101013"
"412","0.12278704345226288","0.12278704345226288","0.12278704345226288"
"413","0.2615726590156555","0.2615726590156555","0.2615726590156555"
"415","0.09466427564620972","0.09466427564620972","0.09466427564620972"
"417","0.2030857503414154","0.2030857503414154","0.2030857503414154"
"418","0.20562875270843506","0.20562875270843506","0.20562875270843506"
"419","0.17787811160087585","0.17787811160087585","0.17787811160087585"
"420","0.08461950719356537","0.08461950719356537","0.08461950719356537"
"423","0.16971546411514282","0.16971546411514282","0.16971546411514282"
"426","0.19835853576660156","0.19835853576660156","0.19835853576660156"
"429","0.2208189219236374","0.2208189219236374","0.2208189219236374"
"430","0.1838524043560028","0.1838524043560028","0.1838524043560028"
"433","0.33535856008529663","0.33535856008529663","0.33535856008529663"
"434","0.23751267790794373","0.23751267790794373","0.23751267790794373"
"437","0.3626949191093445","0.3626949191093445","0.3626949191093445"
"438","0.24003635346889496","0.24003635346889496","0.24003635346889496"
"439","0.2574969232082367","0.2574969232082367","0.2574969232082367"
"441","0.3505973219871521","0.3505973219871521","0.3505973219871521"
"445","0.3173525631427765","0.3173525631427765","0.3173525631427765"
"448","0.3089098632335663","0.3089098632335663","0.3089098632335663"
"449","0.4312731921672821","0.4312731921672821","0.4312731921672821"
"452","0.35431480407714844","0.35431480407714844","0.35431480407714844"
"454","0.26812511682510376","0.26812511682510376","0.26812511682510376"
"455","0.36012470722198486","0.36012470722198486","0.36012470722198486"
"460","0.42605751752853394","0.42605751752853394","0.42605751752853394"
"461","0.3388013243675232","0.3388013243675232","0.3388013243675232"
"464","0.3518913984298706","0.3518913984298706","0.3518913984298706"
"465","0.3503499925136566","0.3503499925136566","0.3503499925136566"
"466","0.3838757872581482","0.3838757872581482","0.3838757872581482"
"467","0.4508202075958252","0.4508202075958252","0.4508202075958252"
"468","0.2899928689002991","0.2899928689002991","0.2899928689002991"
"469","0.3693070411682129","0.3693070411682129","0.3693070411682129"
"470","0.3041222095489502","0.3041222095489502","0.3041222095489502"
"471","0.2783324718475342","0.2783324718475342","0.2783324718475342"
"472","0.36800211668014526","0.36800211668014526","0.36800211668014526"
"473","0.42742323875427246","0.42742323875427246","0.42742323875427246"
"474","0.34452590346336365","0.34452590346336365","0.34452590346336365"
"475","0.5786425471305847","0.5786425471305847","0.5786425471305847"
"478","0.31923794746398926","0.31923794746398926","0.31923794746398926"
"480","0.5056667327880859","0.5056667327880859","0.5056667327880859"
"483","0.42156505584716797","0.42156505584716797","0.42156505584716797"
"485","0.47752469778060913","0.47752469778060913","0.47752469778060913"
"486","0.4894319176673889","0.4894319176673889","0.4894319176673889"
"488","0.4128819406032562","0.4128819406032562","0.4128819406032562"
"490","0.5236489772796631","0.5236489772796631","0.5236489772796631"
"494","0.49489888548851013","0.49489888548851013","0.49489888548851013"
"496","0.4917088449001312","0.4917088449001312","0.4917088449001312"
"498","0.5126422643661499","0.5126422643661499","0.5126422643661499"
"501","0.42205047607421875","0.42205047607421875","0.42205047607421875"
"503","0.4042312502861023","0.4042312502861023","0.4042312502861023"
"504","0.43016690015792847","0.43016690015792847","0.43016690015792847"
"505","0.4846740961074829","0.4846740961074829","0.4846740961074829"
"506","0.4074409604072571","0.4074409604072571","0.4074409604072571"
"507","0.24917113780975342","0.24917113780975342","0.24917113780975342"
"508","0.5440993309020996","0.5440993309020996","0.5440993309020996"
"509","0.6374084949493408","0.6374084949493408","0.6374084949493408"
"512","0.5439252853393555","0.5439252853393555","0.5439252853393555"
"516","0.46949562430381775","0.46949562430381775","0.46949562430381775"
"517","0.501683235168457","0.501683235168457","0.501683235168457"
"518","0.8276004195213318","0.8276004195213318","0.8276004195213318"
"520","0.5529330968856812","0.5529330968856812","0.5529330968856812"
"523","0.6942534446716309","0.6942534446716309","0.6942534446716309"
"524","0.546843409538269","0.546843409538269","0.546843409538269"
"525","0.6900972723960876","0.6900972723960876","0.6900972723960876"
"527","0.5827779173851013","0.5827779173851013","0.5827779173851013"
"529","0.6423993706703186","0.6423993706703186","0.6423993706703186"
"530","0.47614774107933044","0.47614774107933044","0.47614774107933044"
"536","0.6375918984413147","0.6375918984413147","0.6375918984413147"
"540","0.5367678999900818","0.5367678999900818","0.5367678999900818"
"542","0.6734340190887451","0.6734340190887451","0.6734340190887451"
"544","0.5068677067756653","0.5068677067756653","0.5068677067756653"
"546","0.549892246723175","0.549892246723175","0.549892246723175"
"547","0.5852503776550293","0.5852503776550293","0.5852503776550293"
"548","0.5876431465148926","0.5876431465148926","0.5876431465148926"
"550","0.4224627912044525","0.4224627912044525","0.4224627912044525"
"551","0.6093818545341492","0.6093818545341492","0.6093818545341492"
"552","0.4767075479030609","0.4767075479030609","0.4767075479030609"
"559","0.6235885620117188","0.6235885620117188","0.6235885620117188"
"562","0.6826691031455994","0.6826691031455994","0.6826691031455994"
"563","0.6979537010192871","0.6979537010192871","0.6979537010192871"
"564","0.6078264713287354","0.6078264713287354","0.6078264713287354"
"568","0.7429301142692566","0.7429301142692566","0.7429301142692566"
"569","0.8446623086929321","0.8446623086929321","0.8446623086929321"
"570","1.078312635421753","1.078312635421753","1.078312635421753"
"572","0.785557746887207","0.785557746887207","0.785557746887207"
"575","0.8261703848838806","0.8261703848838806","0.8261703848838806"
"579","1.0035409927368164","1.0035409927368164","1.0035409927368164"
"582","0.911202073097229","0.911202073097229","0.911202073097229"
"583","0.9687069654464722","0.9687069654464722","0.9687069654464722"
"584","1.1187829971313477","1.1187829971313477","1.1187829971313477"
"588","0.9673376083374023","0.9673376083374023","0.9673376083374023"
"589","0.9894479513168335","0.9894479513168335","0.9894479513168335"
"590","0.7565040588378906","0.7565040588378906","0.7565040588378906"
"591","1.1088035106658936","1.1088035106658936","1.1088035106658936"
"593","0.9468314051628113","0.9468314051628113","0.9468314051628113"
"594","0.861116886138916","0.861116886138916","0.861116886138916"
"596","0.9180199503898621","0.9180199503898621","0.9180199503898621"
"599","0.9620792269706726","0.9620792269706726","0.9620792269706726"
"600","1.1597175598144531","1.1597175598144531","1.1597175598144531"
"601","0.9067124128341675","0.9067124128341675","0.9067124128341675"
"602","0.8519468307495117","0.8519468307495117","0.8519468307495117"
"604","0.8484434485435486","0.8484434485435486","0.8484434485435486"
"605","1.1559360027313232","1.1559360027313232","1.1559360027313232"
"606","1.022200107574463","1.022200107574463","1.022200107574463"
"608","1.1127076148986816","1.1127076148986816","1.1127076148986816"
"609","1.040788173675537","1.040788173675537","1.040788173675537"
"614","1.0448806285858154","1.0448806285858154","1.0448806285858154"
"615","1.2709321975708008","1.2709321975708008","1.2709321975708008"
"617","1.2844547033309937","1.2844547033309937","1.2844547033309937"
"618","1.052117109298706","1.052117109298706","1.052117109298706"
"622","1.0626730918884277","1.0626730918884277","1.0626730918884277"
"623","0.9613399505615234","0.9613399505615234","0.9613399505615234"
"628","1.290160059928894","1.290160059928894","1.290160059928894"
"631","1.1102983951568604","1.1102983951568604","1.1102983951568604"
"632","1.177443265914917","1.177443265914917","1.177443265914917"
"633","1.235526442527771","1.235526442527771","1.235526442527771"
"634","1.2162063121795654","1.2162063121795654","1.2162063121795654"
"635","1.1498055458068848","1.1498055458068848","1.1498055458068848"
"637","1.3916020393371582","1.3916020393371582","1.3916020393371582"
"645","1.067490577697754","1.067490577697754","1.067490577697754"
"646","1.2463901042938232","1.2463901042938232","1.2463901042938232"
"650","1.4596359729766846","1.4596359729766846","1.4596359729766846"
"651","1.4158891439437866","1.4158891439437866","1.4158891439437866"
"654","1.4490690231323242","1.4490690231323242","1.4490690231323242"
"655","1.3341090679168701","1.3341090679168701","1.3341090679168701"
"658","1.4581674337387085","1.4581674337387085","1.4581674337387085"
"659","1.4419848918914795","1.4419848918914795","1.4419848918914795"
"660","1.5368961095809937","1.5368961095809937","1.5368961095809937"
"665","1.4460285902023315","1.4460285902023315","1.4460285902023315"
"667","1.6317224502563477","1.6317224502563477","1.6317224502563477"
"668","1.5206162929534912","1.5206162929534912","1.5206162929534912"
"669","1.9287809133529663","1.9287809133529663","1.9287809133529663"
"671","1.6302881240844727","1.6302881240844727","1.6302881240844727"
"672","1.6131727695465088","1.6131727695465088","1.6131727695465088"
"675","1.501260757446289","1.501260757446289","1.501260757446289"
"676","1.8426493406295776","1.8426493406295776","1.8426493406295776"
"677","2.108792781829834","2.108792781829834","2.108792781829834"
"680","1.9475457668304443","1.9475457668304443","1.9475457668304443"
"683","1.7706413269042969","1.7706413269042969","1.7706413269042969"
"686","1.7489384412765503","1.7489384412765503","1.7489384412765503"
"692","1.8100614547729492","1.8100614547729492","1.8100614547729492"
"694","1.983736515045166","1.983736515045166","1.983736515045166"
"695","1.8947185277938843","1.8947185277938843","1.8947185277938843"
"696","1.6421396732330322","1.6421396732330322","1.6421396732330322"
"698","2.2874603271484375","2.2874603271484375","2.2874603271484375"
"699","1.7652769088745117","1.7652769088745117","1.7652769088745117"
"700","1.840088129043579","1.840088129043579","1.840088129043579"
"701","1.893741488456726","1.893741488456726","1.893741488456726"
"703","1.9308122396469116","1.9308122396469116","1.9308122396469116"
"705","2.0086731910705566","2.0086731910705566","2.0086731910705566"
"706","2.091644048690796","2.091644048690796","2.091644048690796"
"714","2.3902628421783447","2.3902628421783447","2.3902628421783447"
"715","1.9293370246887207","1.9293370246887207","1.9293370246887207"
"719","1.9610446691513062","1.9610446691513062","1.9610446691513062"
"720","2.1593568325042725","2.1593568325042725","2.1593568325042725"
"722","2.28361439704895","2.28361439704895","2.28361439704895"
"723","1.704504370689392","1.704504370689392","1.704504370689392"
"726","2.214494466781616","2.214494466781616","2.214494466781616"
"727","1.9060882329940796","1.9060882329940796","1.9060882329940796"
"728","2.206068754196167","2.206068754196167","2.206068754196167"
"730","1.8763561248779297","1.8763561248779297","1.8763561248779297"
"739","1.948020339012146","1.948020339012146","1.948020339012146"
"740","2.0174081325531006","2.0174081325531006","2.0174081325531006"
"741","1.772690773010254","1.772690773010254","1.772690773010254"
"744","2.0522656440734863","2.0522656440734863","2.0522656440734863"
"745","2.1879546642303467","2.1879546642303467","2.1879546642303467"
"747","1.9867490530014038","1.9867490530014038","1.9867490530014038"
"748","2.20737361907959","2.20737361907959","2.20737361907959"
"749","1.5501739978790283","1.5501739978790283","1.5501739978790283"
"757","2.450011968612671","2.450011968612671","2.450011968612671"
"758","2.5244975090026855","2.5244975090026855","2.5244975090026855"
"759","2.2785468101501465","2.2785468101501465","2.2785468101501465"
"761","2.0845694541931152","2.0845694541931152","2.0845694541931152"
"763","2.312304973602295","2.312304973602295","2.312304973602295"
"769","2.251356601715088","2.251356601715088","2.251356601715088"
"775","2.127755641937256","2.127755641937256","2.127755641937256"
"776","2.3127009868621826","2.3127009868621826","2.3127009868621826"
"777","2.2113537788391113","2.2113537788391113","2.2113537788391113"
"779","2.2634360790252686","2.2634360790252686","2.2634360790252686"
"780","2.114366054534912","2.114366054534912","2.114366054534912"
"784","2.0940608978271484","2.0940608978271484","2.0940608978271484"
"787","2.2389602661132812","2.2389602661132812","2.2389602661132812"
"788","2.493093967437744","2.493093967437744","2.493093967437744"
"791","2.054966449737549","2.054966449737549","2.054966449737549"
"793","2.0863935947418213","2.0863935947418213","2.0863935947418213"
"794","2.272395372390747","2.272395372390747","2.272395372390747"
"797","2.487400531768799","2.487400531768799","2.487400531768799"
"798","2.492216110229492","2.492216110229492","2.492216110229492"
"799","2.1639890670776367","2.1639890670776367","2.1639890670776367"
"800","2.539842128753662","2.539842128753662","2.539842128753662"
"803","2.2558960914611816","2.2558960914611816","2.2558960914611816"
"804","2.333621025085449","2.333621025085449","2.333621025085449"
"806","2.3231377601623535","2.3231377601623535","2.3231377601623535"
"807","2.1418566703796387","2.1418566703796387","2.1418566703796387"
"809","2.3813979625701904","2.3813979625701904","2.3813979625701904"
"811","2.1918447017669678","2.1918447017669678","2.1918447017669678"
"813","2.380347728729248","2.380347728729248","2.380347728729248"
"814","2.7890546321868896","2.7890546321868896","2.7890546321868896"
"816","2.20859694480896","2.20859694480896","2.20859694480896"
"817","2.7800445556640625","2.7800445556640625","2.7800445556640625"
"818","1.897419810295105","1.897419810295105","1.897419810295105"
"820","2.210751533508301","2.210751533508301","2.210751533508301"
"821","2.2877626419067383","2.2877626419067383","2.2877626419067383"
"823","2.0445303916931152","2.0445303916931152","2.0445303916931152"
"824","2.739274501800537","2.739274501800537","2.739274501800537"
"826","2.692229747772217","2.692229747772217","2.692229747772217"
"827","2.3244786262512207","2.3244786262512207","2.3244786262512207"
"828","2.0227277278900146","2.0227277278900146","2.0227277278900146"
"829","2.3110320568084717","2.3110320568084717","2.3110320568084717"
"830","2.7449402809143066","2.7449402809143066","2.7449402809143066"
"831","2.5468382835388184","2.5468382835388184","2.5468382835388184"
"832","2.1644394397735596","2.1644394397735596","2.1644394397735596"
"834","2.3191750049591064","2.3191750049591064","2.3191750049591064"
"835","2.4999847412109375","2.4999847412109375","2.4999847412109375"
"837","2.651705265045166","2.651705265045166","2.651705265045166"
"839","2.692101240158081","2.692101240158081","2.692101240158081"
"840","2.7470998764038086","2.7470998764038086","2.7470998764038086"
"842","2.563617706298828","2.563617706298828","2.563617706298828"
"846","2.3846211433410645","2.3846211433410645","2.3846211433410645"
"847","2.4901466369628906","2.4901466369628906","2.4901466369628906"
"849","2.544832706451416","2.544832706451416","2.544832706451416"
"852","2.5003843307495117","2.5003843307495117","2.5003843307495117"
"853","2.185650110244751","2.185650110244751","2.185650110244751"
"857","2.4017586708068848","2.4017586708068848","2.4017586708068848"
"859","2.1789357662200928","2.1789357662200928","2.1789357662200928"
"861","2.637162685394287","2.637162685394287","2.637162685394287"
"865","2.4687018394470215","2.4687018394470215","2.4687018394470215"
"866","2.490413188934326","2.490413188934326","2.490413188934326"
"870","2.662388801574707","2.662388801574707","2.662388801574707"
"871","2.6780967712402344","2.6780967712402344","2.6780967712402344"
"872","2.857269048690796","2.857269048690796","2.857269048690796"
"873","2.5605640411376953","2.5605640411376953","2.5605640411376953"
"874","2.317779064178467","2.317779064178467","2.317779064178467"
"876","2.024907112121582","2.024907112121582","2.024907112121582"
"877","2.2613513469696045","2.2613513469696045","2.2613513469696045"
"879","2.6507391929626465","2.6507391929626465","2.6507391929626465"
"881","2.9769246578216553","2.9769246578216553","2.9769246578216553"
"882","2.680905342102051","2.680905342102051","2.680905342102051"
"883","2.9252066612243652","2.9252066612243652","2.9252066612243652"
"884","2.4473981857299805","2.4473981857299805","2.4473981857299805"
"886","2.7543768882751465","2.7543768882751465","2.7543768882751465"
"887","2.963653087615967","2.963653087615967","2.963653087615967"
"889","2.805938720703125","2.805938720703125","2.805938720703125"
"891","2.8635807037353516","2.8635807037353516","2.8635807037353516"
"892","2.5772457122802734","2.5772457122802734","2.5772457122802734"
"893","2.5266506671905518","2.5266506671905518","2.5266506671905518"
"894","2.9369773864746094","2.9369773864746094","2.9369773864746094"
"895","3.1757664680480957","3.1757664680480957","3.1757664680480957"
"896","2.2524847984313965","2.2524847984313965","2.2524847984313965"
"898","2.843113899230957","2.843113899230957","2.843113899230957"
"899","2.571258544921875","2.571258544921875","2.571258544921875"
