"Step","1Ball1BlockID - Episode_Reward/bot_2_payload","1Ball1BlockID - Episode_Reward/bot_2_payload__MIN","1Ball1BlockID - Episode_Reward/bot_2_payload__MAX"
"4","0.08103913068771362","0.08103913068771362","0.08103913068771362"
"11","0.24382445216178894","0.24382445216178894","0.24382445216178894"
"12","0.2838131785392761","0.2838131785392761","0.2838131785392761"
"13","0.2832423150539398","0.2832423150539398","0.2832423150539398"
"15","0.28464066982269287","0.28464066982269287","0.28464066982269287"
"16","0.2548714876174927","0.2548714876174927","0.2548714876174927"
"18","0.3410338759422302","0.3410338759422302","0.3410338759422302"
"20","0.33589428663253784","0.33589428663253784","0.33589428663253784"
"25","0.35831448435783386","0.35831448435783386","0.35831448435783386"
"26","0.31474995613098145","0.31474995613098145","0.31474995613098145"
"29","0.3259426951408386","0.3259426951408386","0.3259426951408386"
"32","0.3130653500556946","0.3130653500556946","0.3130653500556946"
"33","0.22020375728607178","0.22020375728607178","0.22020375728607178"
"34","0.2532377243041992","0.2532377243041992","0.2532377243041992"
"38","0.22968918085098267","0.22968918085098267","0.22968918085098267"
"40","0.22439789772033691","0.22439789772033691","0.22439789772033691"
"43","0.20352576673030853","0.20352576673030853","0.20352576673030853"
"44","0.1954563856124878","0.1954563856124878","0.1954563856124878"
"48","0.3467028737068176","0.3467028737068176","0.3467028737068176"
"49","0.22168301045894623","0.22168301045894623","0.22168301045894623"
"51","0.2733805775642395","0.2733805775642395","0.2733805775642395"
"55","0.25678688287734985","0.25678688287734985","0.25678688287734985"
"57","0.3163083493709564","0.3163083493709564","0.3163083493709564"
"58","0.4699006974697113","0.4699006974697113","0.4699006974697113"
"60","0.3921368718147278","0.3921368718147278","0.3921368718147278"
"61","0.35632210969924927","0.35632210969924927","0.35632210969924927"
"62","0.5108427405357361","0.5108427405357361","0.5108427405357361"
"64","0.4309636354446411","0.4309636354446411","0.4309636354446411"
"69","0.5261399149894714","0.5261399149894714","0.5261399149894714"
"70","0.5593910217285156","0.5593910217285156","0.5593910217285156"
"71","0.6857725381851196","0.6857725381851196","0.6857725381851196"
"74","0.9112275838851929","0.9112275838851929","0.9112275838851929"
"75","0.8576728701591492","0.8576728701591492","0.8576728701591492"
"76","0.7862962484359741","0.7862962484359741","0.7862962484359741"
"81","0.8129827380180359","0.8129827380180359","0.8129827380180359"
"83","0.9098014831542969","0.9098014831542969","0.9098014831542969"
"84","0.8077349662780762","0.8077349662780762","0.8077349662780762"
"85","0.870390772819519","0.870390772819519","0.870390772819519"
"86","0.825236439704895","0.825236439704895","0.825236439704895"
"88","0.7237841486930847","0.7237841486930847","0.7237841486930847"
"89","0.7715142965316772","0.7715142965316772","0.7715142965316772"
"96","0.7307896614074707","0.7307896614074707","0.7307896614074707"
"97","0.8223569393157959","0.8223569393157959","0.8223569393157959"
"98","0.7329224944114685","0.7329224944114685","0.7329224944114685"
"101","0.654426097869873","0.654426097869873","0.654426097869873"
"104","0.6901180744171143","0.6901180744171143","0.6901180744171143"
"105","0.6552107334136963","0.6552107334136963","0.6552107334136963"
"108","0.6864879131317139","0.6864879131317139","0.6864879131317139"
"110","0.5825046300888062","0.5825046300888062","0.5825046300888062"
"112","0.5427852869033813","0.5427852869033813","0.5427852869033813"
"115","0.6104599237442017","0.6104599237442017","0.6104599237442017"
"116","0.5278231501579285","0.5278231501579285","0.5278231501579285"
"117","0.5617555975914001","0.5617555975914001","0.5617555975914001"
"118","0.547991931438446","0.547991931438446","0.547991931438446"
"119","0.5569257140159607","0.5569257140159607","0.5569257140159607"
"121","0.49471956491470337","0.49471956491470337","0.49471956491470337"
"122","0.4480937421321869","0.4480937421321869","0.4480937421321869"
"123","0.49458596110343933","0.49458596110343933","0.49458596110343933"
"124","0.5108447074890137","0.5108447074890137","0.5108447074890137"
"126","0.4702589511871338","0.4702589511871338","0.4702589511871338"
"127","0.4300869107246399","0.4300869107246399","0.4300869107246399"
"128","0.46022289991378784","0.46022289991378784","0.46022289991378784"
"131","0.39699551463127136","0.39699551463127136","0.39699551463127136"
"132","0.3828538656234741","0.3828538656234741","0.3828538656234741"
"137","0.39668846130371094","0.39668846130371094","0.39668846130371094"
"140","0.3572063446044922","0.3572063446044922","0.3572063446044922"
"141","0.31984061002731323","0.31984061002731323","0.31984061002731323"
"142","0.3459988534450531","0.3459988534450531","0.3459988534450531"
"145","0.3678050935268402","0.3678050935268402","0.3678050935268402"
"147","0.2943340539932251","0.2943340539932251","0.2943340539932251"
"149","0.3401782512664795","0.3401782512664795","0.3401782512664795"
"151","0.3432128429412842","0.3432128429412842","0.3432128429412842"
"152","0.3405386805534363","0.3405386805534363","0.3405386805534363"
"154","0.3576459288597107","0.3576459288597107","0.3576459288597107"
"156","0.34384021162986755","0.34384021162986755","0.34384021162986755"
"157","0.3184254467487335","0.3184254467487335","0.3184254467487335"
"160","0.36964255571365356","0.36964255571365356","0.36964255571365356"
"161","0.35007041692733765","0.35007041692733765","0.35007041692733765"
"163","0.4215114116668701","0.4215114116668701","0.4215114116668701"
"164","0.4623405337333679","0.4623405337333679","0.4623405337333679"
"166","0.4219256341457367","0.4219256341457367","0.4219256341457367"
"167","0.5267404317855835","0.5267404317855835","0.5267404317855835"
"168","0.407465398311615","0.407465398311615","0.407465398311615"
"169","0.48042523860931396","0.48042523860931396","0.48042523860931396"
