"Step","AnymalD-ArmLess-Variable4 - Episode_Reward/bot_2_payload","AnymalD-ArmLess-Variable4 - Episode_Reward/bot_2_payload__MIN","AnymalD-ArmLess-Variable4 - Episode_Reward/bot_2_payload__MAX"
"69","1.5905983448028564","1.5905983448028564","1.5905983448028564"
"70","1.6810550689697266","1.6810550689697266","1.6810550689697266"
"71","1.6350764036178589","1.6350764036178589","1.6350764036178589"
"72","1.762992262840271","1.762992262840271","1.762992262840271"
"73","1.899404525756836","1.899404525756836","1.899404525756836"
"74","1.8293347358703613","1.8293347358703613","1.8293347358703613"
"75","1.8293178081512451","1.8293178081512451","1.8293178081512451"
"77","1.8894904851913452","1.8894904851913452","1.8894904851913452"
"79","1.9620002508163452","1.9620002508163452","1.9620002508163452"
"80","1.9299874305725098","1.9299874305725098","1.9299874305725098"
"81","1.9354934692382812","1.9354934692382812","1.9354934692382812"
"82","2.013813018798828","2.013813018798828","2.013813018798828"
"83","1.960287094116211","1.960287094116211","1.960287094116211"
"84","1.9820345640182495","1.9820345640182495","1.9820345640182495"
"85","2.076533079147339","2.076533079147339","2.076533079147339"
"86","1.9957704544067383","1.9957704544067383","1.9957704544067383"
"87","2.0002918243408203","2.0002918243408203","2.0002918243408203"
"88","2.0829367637634277","2.0829367637634277","2.0829367637634277"
"89","1.9836146831512451","1.9836146831512451","1.9836146831512451"
"90","2.0058999061584473","2.0058999061584473","2.0058999061584473"
"91","2.100778102874756","2.100778102874756","2.100778102874756"
"92","2.133479595184326","2.133479595184326","2.133479595184326"
"93","1.8948571681976318","1.8948571681976318","1.8948571681976318"
"94","1.9331862926483154","1.9331862926483154","1.9331862926483154"
"96","2.069103717803955","2.069103717803955","2.069103717803955"
"97","2.1446285247802734","2.1446285247802734","2.1446285247802734"
"98","2.207155466079712","2.207155466079712","2.207155466079712"
"99","2.1976516246795654","2.1976516246795654","2.1976516246795654"
"100","2.2325801849365234","2.2325801849365234","2.2325801849365234"
"101","2.3506600856781006","2.3506600856781006","2.3506600856781006"
"102","2.3132405281066895","2.3132405281066895","2.3132405281066895"
"103","2.3333535194396973","2.3333535194396973","2.3333535194396973"
"104","2.351274013519287","2.351274013519287","2.351274013519287"
"105","2.2185659408569336","2.2185659408569336","2.2185659408569336"
"106","2.302313804626465","2.302313804626465","2.302313804626465"
"107","2.2674560546875","2.2674560546875","2.2674560546875"
"108","2.257333278656006","2.257333278656006","2.257333278656006"
"109","2.2273640632629395","2.2273640632629395","2.2273640632629395"
"110","2.312880277633667","2.312880277633667","2.312880277633667"
"111","2.326821804046631","2.326821804046631","2.326821804046631"
"112","2.3184804916381836","2.3184804916381836","2.3184804916381836"
"113","2.1528658866882324","2.1528658866882324","2.1528658866882324"
"114","2.3581902980804443","2.3581902980804443","2.3581902980804443"
"116","2.3664472103118896","2.3664472103118896","2.3664472103118896"
"117","2.3987791538238525","2.3987791538238525","2.3987791538238525"
"118","2.41335391998291","2.41335391998291","2.41335391998291"
"119","2.439321994781494","2.439321994781494","2.439321994781494"
"120","2.3950695991516113","2.3950695991516113","2.3950695991516113"
"121","2.364028215408325","2.364028215408325","2.364028215408325"
"122","2.390397548675537","2.390397548675537","2.390397548675537"
"123","2.4830408096313477","2.4830408096313477","2.4830408096313477"
"124","2.3259246349334717","2.3259246349334717","2.3259246349334717"
"125","2.3745346069335938","2.3745346069335938","2.3745346069335938"
"126","2.48972749710083","2.48972749710083","2.48972749710083"
"127","2.465023994445801","2.465023994445801","2.465023994445801"
"129","2.5102360248565674","2.5102360248565674","2.5102360248565674"
"130","2.4745006561279297","2.4745006561279297","2.4745006561279297"
"131","2.4911434650421143","2.4911434650421143","2.4911434650421143"
"132","2.4897258281707764","2.4897258281707764","2.4897258281707764"
"133","2.519465923309326","2.519465923309326","2.519465923309326"
"134","2.3134560585021973","2.3134560585021973","2.3134560585021973"
"135","2.432838201522827","2.432838201522827","2.432838201522827"
"136","2.291350841522217","2.291350841522217","2.291350841522217"
"137","2.590259075164795","2.590259075164795","2.590259075164795"
"138","2.7010016441345215","2.7010016441345215","2.7010016441345215"
"139","2.4567883014678955","2.4567883014678955","2.4567883014678955"
"140","2.6286168098449707","2.6286168098449707","2.6286168098449707"
"141","2.6977553367614746","2.6977553367614746","2.6977553367614746"
"142","2.6951065063476562","2.6951065063476562","2.6951065063476562"
"143","2.6259355545043945","2.6259355545043945","2.6259355545043945"
"144","2.6437528133392334","2.6437528133392334","2.6437528133392334"
"145","2.719066619873047","2.719066619873047","2.719066619873047"
"146","2.710632085800171","2.710632085800171","2.710632085800171"
"147","2.6640942096710205","2.6640942096710205","2.6640942096710205"
"148","2.6042449474334717","2.6042449474334717","2.6042449474334717"
"149","2.741560459136963","2.741560459136963","2.741560459136963"
"150","2.6679484844207764","2.6679484844207764","2.6679484844207764"
"151","2.643585681915283","2.643585681915283","2.643585681915283"
"152","2.6362342834472656","2.6362342834472656","2.6362342834472656"
"153","2.7904269695281982","2.7904269695281982","2.7904269695281982"
"154","2.760615825653076","2.760615825653076","2.760615825653076"
"155","2.6563565731048584","2.6563565731048584","2.6563565731048584"
"156","2.716764450073242","2.716764450073242","2.716764450073242"
"157","2.7612273693084717","2.7612273693084717","2.7612273693084717"
"158","2.8517024517059326","2.8517024517059326","2.8517024517059326"
"159","2.81681489944458","2.81681489944458","2.81681489944458"
"160","2.818269729614258","2.818269729614258","2.818269729614258"
"161","2.76416277885437","2.76416277885437","2.76416277885437"
"162","2.823873519897461","2.823873519897461","2.823873519897461"
"163","2.853217124938965","2.853217124938965","2.853217124938965"
"164","2.86151123046875","2.86151123046875","2.86151123046875"
"165","2.719148635864258","2.719148635864258","2.719148635864258"
"166","2.7606770992279053","2.7606770992279053","2.7606770992279053"
"167","2.783080577850342","2.783080577850342","2.783080577850342"
"168","2.7484049797058105","2.7484049797058105","2.7484049797058105"
"169","2.8322513103485107","2.8322513103485107","2.8322513103485107"
"170","2.7489852905273438","2.7489852905273438","2.7489852905273438"
"171","2.8274028301239014","2.8274028301239014","2.8274028301239014"
"172","2.804410457611084","2.804410457611084","2.804410457611084"
"174","2.760059356689453","2.760059356689453","2.760059356689453"
"175","2.682351589202881","2.682351589202881","2.682351589202881"
"176","2.8153903484344482","2.8153903484344482","2.8153903484344482"
"177","2.8094377517700195","2.8094377517700195","2.8094377517700195"
"178","2.645051956176758","2.645051956176758","2.645051956176758"
"179","2.8007445335388184","2.8007445335388184","2.8007445335388184"
"180","2.6632628440856934","2.6632628440856934","2.6632628440856934"
"181","2.6342484951019287","2.6342484951019287","2.6342484951019287"
"182","2.8067827224731445","2.8067827224731445","2.8067827224731445"
"183","2.744828701019287","2.744828701019287","2.744828701019287"
"184","2.9866976737976074","2.9866976737976074","2.9866976737976074"
"185","2.990963935852051","2.990963935852051","2.990963935852051"
"186","2.682488441467285","2.682488441467285","2.682488441467285"
"187","2.834592580795288","2.834592580795288","2.834592580795288"
"188","2.8327879905700684","2.8327879905700684","2.8327879905700684"
"189","2.7819366455078125","2.7819366455078125","2.7819366455078125"
"190","2.886713743209839","2.886713743209839","2.886713743209839"
"191","2.9862399101257324","2.9862399101257324","2.9862399101257324"
"192","2.8615949153900146","2.8615949153900146","2.8615949153900146"
"193","2.8453149795532227","2.8453149795532227","2.8453149795532227"
"194","2.885409355163574","2.885409355163574","2.885409355163574"
"195","2.823579788208008","2.823579788208008","2.823579788208008"
"196","2.6506614685058594","2.6506614685058594","2.6506614685058594"
"197","2.806614637374878","2.806614637374878","2.806614637374878"
"198","2.95215106010437","2.95215106010437","2.95215106010437"
"199","2.937535285949707","2.937535285949707","2.937535285949707"
"200","2.942903518676758","2.942903518676758","2.942903518676758"
"201","2.858715534210205","2.858715534210205","2.858715534210205"
"202","2.9001083374023438","2.9001083374023438","2.9001083374023438"
"203","2.9192614555358887","2.9192614555358887","2.9192614555358887"
"204","2.8801093101501465","2.8801093101501465","2.8801093101501465"
"205","2.8342349529266357","2.8342349529266357","2.8342349529266357"
"206","2.8204784393310547","2.8204784393310547","2.8204784393310547"
"207","2.8015191555023193","2.8015191555023193","2.8015191555023193"
"208","2.800853729248047","2.800853729248047","2.800853729248047"
"209","2.7741754055023193","2.7741754055023193","2.7741754055023193"
"210","2.894613742828369","2.894613742828369","2.894613742828369"
"211","2.9527158737182617","2.9527158737182617","2.9527158737182617"
"212","2.937385082244873","2.937385082244873","2.937385082244873"
"213","2.858773708343506","2.858773708343506","2.858773708343506"
"214","2.9353041648864746","2.9353041648864746","2.9353041648864746"
"215","2.9257426261901855","2.9257426261901855","2.9257426261901855"
"216","2.8823719024658203","2.8823719024658203","2.8823719024658203"
"218","2.7818737030029297","2.7818737030029297","2.7818737030029297"
"219","2.7671420574188232","2.7671420574188232","2.7671420574188232"
"220","2.8569207191467285","2.8569207191467285","2.8569207191467285"
"221","2.7780632972717285","2.7780632972717285","2.7780632972717285"
"222","2.795138120651245","2.795138120651245","2.795138120651245"
"223","2.711869239807129","2.711869239807129","2.711869239807129"
"224","2.9303975105285645","2.9303975105285645","2.9303975105285645"
"225","2.833291530609131","2.833291530609131","2.833291530609131"
"227","2.722029209136963","2.722029209136963","2.722029209136963"
"228","2.887805461883545","2.887805461883545","2.887805461883545"
"229","2.818021774291992","2.818021774291992","2.818021774291992"
"230","2.791829824447632","2.791829824447632","2.791829824447632"
"231","2.8727691173553467","2.8727691173553467","2.8727691173553467"
"232","2.858973503112793","2.858973503112793","2.858973503112793"
"233","2.8446121215820312","2.8446121215820312","2.8446121215820312"
"234","2.965832471847534","2.965832471847534","2.965832471847534"
"235","2.793933868408203","2.793933868408203","2.793933868408203"
"236","2.8592076301574707","2.8592076301574707","2.8592076301574707"
"237","2.9512758255004883","2.9512758255004883","2.9512758255004883"
"238","2.9690628051757812","2.9690628051757812","2.9690628051757812"
"239","2.8462560176849365","2.8462560176849365","2.8462560176849365"
"240","2.9186224937438965","2.9186224937438965","2.9186224937438965"
"243","2.964876174926758","2.964876174926758","2.964876174926758"
"244","2.972991943359375","2.972991943359375","2.972991943359375"
"246","2.9333503246307373","2.9333503246307373","2.9333503246307373"
"247","2.9662628173828125","2.9662628173828125","2.9662628173828125"
"248","2.900799512863159","2.900799512863159","2.900799512863159"
"249","2.843944549560547","2.843944549560547","2.843944549560547"
"250","2.7613930702209473","2.7613930702209473","2.7613930702209473"
"251","2.911257266998291","2.911257266998291","2.911257266998291"
"252","3.041551113128662","3.041551113128662","3.041551113128662"
"253","2.9372262954711914","2.9372262954711914","2.9372262954711914"
"255","2.8760409355163574","2.8760409355163574","2.8760409355163574"
"256","2.932216167449951","2.932216167449951","2.932216167449951"
"257","2.809629201889038","2.809629201889038","2.809629201889038"
"258","2.881115674972534","2.881115674972534","2.881115674972534"
"259","2.9958372116088867","2.9958372116088867","2.9958372116088867"
"260","2.8135085105895996","2.8135085105895996","2.8135085105895996"
"261","2.7030837535858154","2.7030837535858154","2.7030837535858154"
"262","2.9498400688171387","2.9498400688171387","2.9498400688171387"
"263","2.784515142440796","2.784515142440796","2.784515142440796"
"264","2.9464728832244873","2.9464728832244873","2.9464728832244873"
"265","2.8116490840911865","2.8116490840911865","2.8116490840911865"
"266","2.848247528076172","2.848247528076172","2.848247528076172"
"267","3.0004489421844482","3.0004489421844482","3.0004489421844482"
"269","2.8935980796813965","2.8935980796813965","2.8935980796813965"
"270","2.9003589153289795","2.9003589153289795","2.9003589153289795"
"271","2.999122381210327","2.999122381210327","2.999122381210327"
"272","2.6816515922546387","2.6816515922546387","2.6816515922546387"
"273","2.9586615562438965","2.9586615562438965","2.9586615562438965"
"274","2.9698638916015625","2.9698638916015625","2.9698638916015625"
"275","3.0630369186401367","3.0630369186401367","3.0630369186401367"
"276","3.0609941482543945","3.0609941482543945","3.0609941482543945"
"277","2.8615174293518066","2.8615174293518066","2.8615174293518066"
"278","3.034552574157715","3.034552574157715","3.034552574157715"
"279","3.0011234283447266","3.0011234283447266","3.0011234283447266"
"280","3.0281872749328613","3.0281872749328613","3.0281872749328613"
"281","2.854823112487793","2.854823112487793","2.854823112487793"
"282","2.9587550163269043","2.9587550163269043","2.9587550163269043"
"283","2.9837749004364014","2.9837749004364014","2.9837749004364014"
"284","2.9506216049194336","2.9506216049194336","2.9506216049194336"
"285","2.940887451171875","2.940887451171875","2.940887451171875"
"286","2.9435384273529053","2.9435384273529053","2.9435384273529053"
"287","3.04050874710083","3.04050874710083","3.04050874710083"
"288","3.020733594894409","3.020733594894409","3.020733594894409"
"289","2.9436068534851074","2.9436068534851074","2.9436068534851074"
"290","3.0033576488494873","3.0033576488494873","3.0033576488494873"
"291","3.005603313446045","3.005603313446045","3.005603313446045"
"292","3.0030832290649414","3.0030832290649414","3.0030832290649414"
"293","3.0286459922790527","3.0286459922790527","3.0286459922790527"
"294","3.0282530784606934","3.0282530784606934","3.0282530784606934"
"295","3.0250115394592285","3.0250115394592285","3.0250115394592285"
"297","3.0054728984832764","3.0054728984832764","3.0054728984832764"
"298","2.9069344997406006","2.9069344997406006","2.9069344997406006"
"300","2.894172191619873","2.894172191619873","2.894172191619873"
"301","2.9980132579803467","2.9980132579803467","2.9980132579803467"
"302","3.0642004013061523","3.0642004013061523","3.0642004013061523"
"303","3.0615429878234863","3.0615429878234863","3.0615429878234863"
"304","2.998495578765869","2.998495578765869","2.998495578765869"
"305","2.934079647064209","2.934079647064209","2.934079647064209"
"306","3.010131359100342","3.010131359100342","3.010131359100342"
"307","2.943352699279785","2.943352699279785","2.943352699279785"
"309","2.997344732284546","2.997344732284546","2.997344732284546"
"310","3.0458426475524902","3.0458426475524902","3.0458426475524902"
"311","2.9714391231536865","2.9714391231536865","2.9714391231536865"
"313","2.9653372764587402","2.9653372764587402","2.9653372764587402"
"314","2.8767929077148438","2.8767929077148438","2.8767929077148438"
"315","3.042823314666748","3.042823314666748","3.042823314666748"
"316","2.8961477279663086","2.8961477279663086","2.8961477279663086"
"317","2.92840838432312","2.92840838432312","2.92840838432312"
"318","3.002796173095703","3.002796173095703","3.002796173095703"
"319","3.037565231323242","3.037565231323242","3.037565231323242"
"320","2.9920735359191895","2.9920735359191895","2.9920735359191895"
"321","2.9882326126098633","2.9882326126098633","2.9882326126098633"
"322","2.995666265487671","2.995666265487671","2.995666265487671"
"323","3.016458034515381","3.016458034515381","3.016458034515381"
"324","3.0178067684173584","3.0178067684173584","3.0178067684173584"
"325","3.0621774196624756","3.0621774196624756","3.0621774196624756"
"326","3.036044120788574","3.036044120788574","3.036044120788574"
"327","3.0517592430114746","3.0517592430114746","3.0517592430114746"
"328","3.011648178100586","3.011648178100586","3.011648178100586"
"329","2.9337527751922607","2.9337527751922607","2.9337527751922607"
"330","3.0163774490356445","3.0163774490356445","3.0163774490356445"
"331","2.982286214828491","2.982286214828491","2.982286214828491"
"332","3.044830799102783","3.044830799102783","3.044830799102783"
"333","2.9517314434051514","2.9517314434051514","2.9517314434051514"
"334","2.911578893661499","2.911578893661499","2.911578893661499"
"335","3.0718302726745605","3.0718302726745605","3.0718302726745605"
"336","2.9547924995422363","2.9547924995422363","2.9547924995422363"
"337","3.036278486251831","3.036278486251831","3.036278486251831"
"338","3.0793323516845703","3.0793323516845703","3.0793323516845703"
"340","2.9742352962493896","2.9742352962493896","2.9742352962493896"
"341","3.0350213050842285","3.0350213050842285","3.0350213050842285"
"342","2.959969997406006","2.959969997406006","2.959969997406006"
"343","2.94319224357605","2.94319224357605","2.94319224357605"
"344","3.039687156677246","3.039687156677246","3.039687156677246"
"345","2.9658236503601074","2.9658236503601074","2.9658236503601074"
"346","3.106722354888916","3.106722354888916","3.106722354888916"
"347","3.026151657104492","3.026151657104492","3.026151657104492"
"348","2.8154256343841553","2.8154256343841553","2.8154256343841553"
"349","3.013303756713867","3.013303756713867","3.013303756713867"
"350","3.0656325817108154","3.0656325817108154","3.0656325817108154"
"351","3.041124105453491","3.041124105453491","3.041124105453491"
"352","3.057786464691162","3.057786464691162","3.057786464691162"
"353","2.985952377319336","2.985952377319336","2.985952377319336"
"354","3.0903282165527344","3.0903282165527344","3.0903282165527344"
"355","2.9532008171081543","2.9532008171081543","2.9532008171081543"
"356","2.987802505493164","2.987802505493164","2.987802505493164"
"357","3.0237319469451904","3.0237319469451904","3.0237319469451904"
"358","3.0387847423553467","3.0387847423553467","3.0387847423553467"
"359","2.9665980339050293","2.9665980339050293","2.9665980339050293"
"361","3.045098066329956","3.045098066329956","3.045098066329956"
"362","3.008357048034668","3.008357048034668","3.008357048034668"
"363","3.0376529693603516","3.0376529693603516","3.0376529693603516"
"364","2.956045150756836","2.956045150756836","2.956045150756836"
"365","3.047908306121826","3.047908306121826","3.047908306121826"
"366","3.0528409481048584","3.0528409481048584","3.0528409481048584"
"367","3.07544207572937","3.07544207572937","3.07544207572937"
"368","3.059978485107422","3.059978485107422","3.059978485107422"
"370","3.006591558456421","3.006591558456421","3.006591558456421"
"371","2.904733419418335","2.904733419418335","2.904733419418335"
"372","2.9964702129364014","2.9964702129364014","2.9964702129364014"
"373","3.037715435028076","3.037715435028076","3.037715435028076"
"374","3.0846500396728516","3.0846500396728516","3.0846500396728516"
"375","3.0980916023254395","3.0980916023254395","3.0980916023254395"
"376","2.9742202758789062","2.9742202758789062","2.9742202758789062"
"377","2.9929158687591553","2.9929158687591553","2.9929158687591553"
"378","3.072314977645874","3.072314977645874","3.072314977645874"
"380","3.0246341228485107","3.0246341228485107","3.0246341228485107"
"381","3.1067540645599365","3.1067540645599365","3.1067540645599365"
"382","3.0344951152801514","3.0344951152801514","3.0344951152801514"
"383","2.8988142013549805","2.8988142013549805","2.8988142013549805"
"384","2.887378692626953","2.887378692626953","2.887378692626953"
"385","3.0581281185150146","3.0581281185150146","3.0581281185150146"
"386","2.959352493286133","2.959352493286133","2.959352493286133"
"387","2.9154014587402344","2.9154014587402344","2.9154014587402344"
"388","3.035705089569092","3.035705089569092","3.035705089569092"
"389","3.020493507385254","3.020493507385254","3.020493507385254"
"390","2.834400177001953","2.834400177001953","2.834400177001953"
"391","3.0608630180358887","3.0608630180358887","3.0608630180358887"
"392","3.0258474349975586","3.0258474349975586","3.0258474349975586"
"393","3.143218994140625","3.143218994140625","3.143218994140625"
"394","2.949948310852051","2.949948310852051","2.949948310852051"
"395","3.0410656929016113","3.0410656929016113","3.0410656929016113"
"396","3.122560501098633","3.122560501098633","3.122560501098633"
"398","2.9708895683288574","2.9708895683288574","2.9708895683288574"
"399","3.009934186935425","3.009934186935425","3.009934186935425"
"400","3.0252628326416016","3.0252628326416016","3.0252628326416016"
"401","3.0886306762695312","3.0886306762695312","3.0886306762695312"
"402","3.040978193283081","3.040978193283081","3.040978193283081"
"403","2.8380134105682373","2.8380134105682373","2.8380134105682373"
"404","2.977464199066162","2.977464199066162","2.977464199066162"
"405","3.041757583618164","3.041757583618164","3.041757583618164"
"406","2.9268558025360107","2.9268558025360107","2.9268558025360107"
"407","2.9726521968841553","2.9726521968841553","2.9726521968841553"
"408","3.071363925933838","3.071363925933838","3.071363925933838"
"409","3.0357959270477295","3.0357959270477295","3.0357959270477295"
"410","3.0421786308288574","3.0421786308288574","3.0421786308288574"
"411","2.963050365447998","2.963050365447998","2.963050365447998"
"412","3.068074941635132","3.068074941635132","3.068074941635132"
"413","3.0166187286376953","3.0166187286376953","3.0166187286376953"
"414","3.05513334274292","3.05513334274292","3.05513334274292"
"415","2.9582738876342773","2.9582738876342773","2.9582738876342773"
"416","2.9730050563812256","2.9730050563812256","2.9730050563812256"
"417","3.0224616527557373","3.0224616527557373","3.0224616527557373"
"418","3.0869626998901367","3.0869626998901367","3.0869626998901367"
"419","3.013652801513672","3.013652801513672","3.013652801513672"
"420","3.08074951171875","3.08074951171875","3.08074951171875"
"421","2.953232765197754","2.953232765197754","2.953232765197754"
"422","2.8967418670654297","2.8967418670654297","2.8967418670654297"
"423","3.0037612915039062","3.0037612915039062","3.0037612915039062"
"424","2.9828336238861084","2.9828336238861084","2.9828336238861084"
"425","2.9089841842651367","2.9089841842651367","2.9089841842651367"
"426","2.9687938690185547","2.9687938690185547","2.9687938690185547"
"427","3.0716567039489746","3.0716567039489746","3.0716567039489746"
"428","2.983114004135132","2.983114004135132","2.983114004135132"
"429","3.0786187648773193","3.0786187648773193","3.0786187648773193"
"430","3.0303783416748047","3.0303783416748047","3.0303783416748047"
"431","2.9247183799743652","2.9247183799743652","2.9247183799743652"
"432","3.000155210494995","3.000155210494995","3.000155210494995"
"433","2.8445346355438232","2.8445346355438232","2.8445346355438232"
"434","3.03290057182312","3.03290057182312","3.03290057182312"
"435","2.922332286834717","2.922332286834717","2.922332286834717"
"436","2.964548110961914","2.964548110961914","2.964548110961914"
"437","3.0408778190612793","3.0408778190612793","3.0408778190612793"
"438","3.0811285972595215","3.0811285972595215","3.0811285972595215"
"439","2.9459738731384277","2.9459738731384277","2.9459738731384277"
"440","3.0402562618255615","3.0402562618255615","3.0402562618255615"
"441","3.0499930381774902","3.0499930381774902","3.0499930381774902"
"442","3.0769431591033936","3.0769431591033936","3.0769431591033936"
"443","3.0094716548919678","3.0094716548919678","3.0094716548919678"
"444","2.9894657135009766","2.9894657135009766","2.9894657135009766"
"445","3.0640125274658203","3.0640125274658203","3.0640125274658203"
"446","3.0331382751464844","3.0331382751464844","3.0331382751464844"
"447","3.0921835899353027","3.0921835899353027","3.0921835899353027"
"448","3.0310094356536865","3.0310094356536865","3.0310094356536865"
"449","3.040560483932495","3.040560483932495","3.040560483932495"
"450","3.0573158264160156","3.0573158264160156","3.0573158264160156"
"451","3.062910556793213","3.062910556793213","3.062910556793213"
"452","3.077716827392578","3.077716827392578","3.077716827392578"
"453","3.049165725708008","3.049165725708008","3.049165725708008"
"454","3.0517578125","3.0517578125","3.0517578125"
"455","2.892228841781616","2.892228841781616","2.892228841781616"
"456","2.9776506423950195","2.9776506423950195","2.9776506423950195"
"458","3.0275917053222656","3.0275917053222656","3.0275917053222656"
"459","3.015206813812256","3.015206813812256","3.015206813812256"
"460","2.9581544399261475","2.9581544399261475","2.9581544399261475"
"461","3.034950017929077","3.034950017929077","3.034950017929077"
"463","2.95924711227417","2.95924711227417","2.95924711227417"
"465","2.9777896404266357","2.9777896404266357","2.9777896404266357"
"466","2.9308218955993652","2.9308218955993652","2.9308218955993652"
"467","3.075279951095581","3.075279951095581","3.075279951095581"
"468","2.9273037910461426","2.9273037910461426","2.9273037910461426"
"469","2.687433958053589","2.687433958053589","2.687433958053589"
"470","2.9826931953430176","2.9826931953430176","2.9826931953430176"
"471","2.9198272228240967","2.9198272228240967","2.9198272228240967"
"472","3.002730131149292","3.002730131149292","3.002730131149292"
"473","2.8886373043060303","2.8886373043060303","2.8886373043060303"
"474","3.039072036743164","3.039072036743164","3.039072036743164"
"475","3.0240540504455566","3.0240540504455566","3.0240540504455566"
"476","2.931514263153076","2.931514263153076","2.931514263153076"
"477","2.9501776695251465","2.9501776695251465","2.9501776695251465"
"478","3.033268690109253","3.033268690109253","3.033268690109253"
"479","3.0483033657073975","3.0483033657073975","3.0483033657073975"
"480","3.0598902702331543","3.0598902702331543","3.0598902702331543"
"481","2.7899203300476074","2.7899203300476074","2.7899203300476074"
"482","3.0452239513397217","3.0452239513397217","3.0452239513397217"
"483","2.9497623443603516","2.9497623443603516","2.9497623443603516"
"484","2.9238946437835693","2.9238946437835693","2.9238946437835693"
"486","3.0124106407165527","3.0124106407165527","3.0124106407165527"
"487","2.9060420989990234","2.9060420989990234","2.9060420989990234"
"488","3.0278468132019043","3.0278468132019043","3.0278468132019043"
"489","3.012924909591675","3.012924909591675","3.012924909591675"
"490","2.995027542114258","2.995027542114258","2.995027542114258"
