"Step","AnymalD-ArmLess-Variable4 - Episode_Termination/base_contact","AnymalD-ArmLess-Variable4 - Episode_Termination/base_contact__MIN","AnymalD-ArmLess-Variable4 - Episode_Termination/base_contact__MAX"
"147","0.125","0.125","0.125"
"148","0.125","0.125","0.125"
"149","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"150","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"151","0.25","0.25","0.25"
"152","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"153","0","0","0"
"154","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"155","0.125","0.125","0.125"
"156","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"157","0.25","0.25","0.25"
"158","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"159","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"160","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"161","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"162","0.25","0.25","0.25"
"163","0.25","0.25","0.25"
"164","0.125","0.125","0.125"
"165","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"166","0.375","0.375","0.375"
"167","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"168","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"169","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"170","0.5","0.5","0.5"
"171","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"172","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"173","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"174","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"176","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"177","0.25","0.25","0.25"
"178","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"179","0.25","0.25","0.25"
"180","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"181","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"182","0.125","0.125","0.125"
"183","0.25","0.25","0.25"
"184","0","0","0"
"185","0","0","0"
"186","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"187","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"188","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"189","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"190","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"191","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"192","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"193","0.125","0.125","0.125"
"194","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"195","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"196","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"197","0.25","0.25","0.25"
"198","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"199","0.125","0.125","0.125"
"200","0.125","0.125","0.125"
"202","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"203","0.25","0.25","0.25"
"204","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"205","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"206","0.375","0.375","0.375"
"207","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"208","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"209","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"210","0.25","0.25","0.25"
"212","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"213","0.25","0.25","0.25"
"214","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"215","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"216","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"217","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"218","0.25","0.25","0.25"
"219","0.25","0.25","0.25"
"220","0.125","0.125","0.125"
"221","0.25","0.25","0.25"
"222","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"223","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"224","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"225","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"226","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"227","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"228","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"229","0.25","0.25","0.25"
"230","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"231","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"233","0.375","0.375","0.375"
"234","0","0","0"
"235","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"236","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"237","0.125","0.125","0.125"
"238","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"239","0.125","0.125","0.125"
"240","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"242","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"243","0.25","0.25","0.25"
"244","0.125","0.125","0.125"
"245","0.25","0.25","0.25"
"246","0.25","0.25","0.25"
"247","0.125","0.125","0.125"
"248","0.25","0.25","0.25"
"249","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"250","0.375","0.375","0.375"
"251","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"252","0","0","0"
"253","0.25","0.25","0.25"
"254","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"255","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"256","0.125","0.125","0.125"
"257","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"258","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"259","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"260","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"261","0.375","0.375","0.375"
"262","0.125","0.125","0.125"
"263","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"264","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"265","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"267","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"269","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"270","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"271","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"272","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"273","0.125","0.125","0.125"
"274","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"275","0","0","0"
"276","0","0","0"
"277","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"278","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"279","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"280","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"282","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"283","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"284","0.25","0.25","0.25"
"285","0.25","0.25","0.25"
"286","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"287","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"288","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"289","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"290","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"291","0.125","0.125","0.125"
"292","0.125","0.125","0.125"
"293","0.125","0.125","0.125"
"294","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"295","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"296","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"297","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"298","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"299","0","0","0"
"300","0.125","0.125","0.125"
"301","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"302","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"303","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"304","0.125","0.125","0.125"
"305","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"306","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"307","0.125","0.125","0.125"
"308","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"309","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"312","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"313","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"314","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"315","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"316","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"317","0.125","0.125","0.125"
"318","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"319","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"320","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"321","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"322","0.125","0.125","0.125"
"323","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"324","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"325","0.125","0.125","0.125"
"326","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"327","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"328","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"329","0.25","0.25","0.25"
"330","0.125","0.125","0.125"
"331","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"332","0.125","0.125","0.125"
"333","0.25","0.25","0.25"
"334","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"335","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"336","0.375","0.375","0.375"
"337","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"339","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"340","0.125","0.125","0.125"
"341","0.125","0.125","0.125"
"342","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"343","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"344","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"345","0.125","0.125","0.125"
"346","0","0","0"
"348","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"349","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"350","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"351","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"352","0","0","0"
"353","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"354","0","0","0"
"355","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"356","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"357","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"358","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"359","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"360","0","0","0"
"362","0.125","0.125","0.125"
"363","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"364","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"365","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"366","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"367","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"369","0.25","0.25","0.25"
"370","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"371","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"372","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"374","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"375","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"376","0.25","0.25","0.25"
"377","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"378","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"379","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"380","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"381","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"382","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"383","0.25","0.25","0.25"
"384","0.25","0.25","0.25"
"385","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"386","0.25","0.25","0.25"
"387","0.25","0.25","0.25"
"388","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"389","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"390","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"391","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"392","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"393","0","0","0"
"394","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"395","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"397","0.125","0.125","0.125"
"398","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"399","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"400","0.125","0.125","0.125"
"401","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"402","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"403","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"404","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"405","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"407","0.125","0.125","0.125"
"408","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"409","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"410","0.25","0.25","0.25"
"411","0.25","0.25","0.25"
"412","0.125","0.125","0.125"
"413","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"414","0.125","0.125","0.125"
"416","0.375","0.375","0.375"
"417","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"418","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"419","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"420","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"421","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"422","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"423","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"424","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"425","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"426","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"427","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"428","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"429","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"430","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"431","0.125","0.125","0.125"
"432","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"433","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"434","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"435","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"436","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"437","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"438","0","0","0"
"440","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"441","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"443","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"444","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"445","0.125","0.125","0.125"
"446","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"447","0","0","0"
"448","0.125","0.125","0.125"
"449","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"450","0.125","0.125","0.125"
"452","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"453","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"454","0.125","0.125","0.125"
"455","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"456","0.25","0.25","0.25"
"457","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"458","0.125","0.125","0.125"
"460","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"461","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"462","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"463","0.25","0.25","0.25"
"464","0.375","0.375","0.375"
"465","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"466","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"467","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"468","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"470","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"471","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"472","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"473","0.125","0.125","0.125"
"474","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"475","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"476","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"477","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"478","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"479","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"480","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"481","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"483","0.125","0.125","0.125"
"484","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"485","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"486","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"487","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"488","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"489","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"490","0.125","0.125","0.125"
"491","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"492","0.125","0.125","0.125"
"494","0.25","0.25","0.25"
"495","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"496","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"497","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"498","0.25","0.25","0.25"
"499","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"500","0.125","0.125","0.125"
"501","0.125","0.125","0.125"
"502","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"503","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"504","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"505","0.5","0.5","0.5"
"506","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"507","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"508","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"509","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"510","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"511","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"512","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"513","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"514","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"515","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"516","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"518","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"519","0.25","0.25","0.25"
"520","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"521","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"522","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"523","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"524","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"525","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"526","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"527","0.125","0.125","0.125"
"528","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"529","0.125","0.125","0.125"
"530","0.125","0.125","0.125"
"531","0.125","0.125","0.125"
"532","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"533","0.125","0.125","0.125"
"534","0.25","0.25","0.25"
"536","0.125","0.125","0.125"
"537","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"538","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"539","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"540","0.125","0.125","0.125"
"541","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"542","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"544","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"545","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"546","0.125","0.125","0.125"
"547","0.375","0.375","0.375"
"548","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"549","0.25","0.25","0.25"
"550","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"551","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"552","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"553","0.125","0.125","0.125"
"554","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"555","0.125","0.125","0.125"
"556","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"557","0.25","0.25","0.25"
"558","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"559","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"560","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"561","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"562","0.125","0.125","0.125"
"563","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"564","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"565","0.125","0.125","0.125"
"566","0.125","0.125","0.125"
"567","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"569","0.125","0.125","0.125"
"570","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"571","0.125","0.125","0.125"
"572","0.1666666716337204","0.1666666716337204","0.1666666716337204"
