"Step","AnymalD-ArmLess-Variable4 - Metrics/targetPosition/error_pos_2d","AnymalD-ArmLess-Variable4 - Metrics/targetPosition/error_pos_2d__MIN","AnymalD-ArmLess-Variable4 - Metrics/targetPosition/error_pos_2d__MAX"
"319","4.734183311462402","4.734183311462402","4.734183311462402"
"320","4.374112129211426","4.374112129211426","4.374112129211426"
"322","4.3737993240356445","4.3737993240356445","4.3737993240356445"
"323","4.545775413513184","4.545775413513184","4.545775413513184"
"325","4.648969650268555","4.648969650268555","4.648969650268555"
"326","4.651859760284424","4.651859760284424","4.651859760284424"
"327","4.500428199768066","4.500428199768066","4.500428199768066"
"328","4.677334785461426","4.677334785461426","4.677334785461426"
"330","4.584331512451172","4.584331512451172","4.584331512451172"
"331","4.604143142700195","4.604143142700195","4.604143142700195"
"333","4.523807525634766","4.523807525634766","4.523807525634766"
"335","4.712237358093262","4.712237358093262","4.712237358093262"
"336","4.606992721557617","4.606992721557617","4.606992721557617"
"337","4.598811149597168","4.598811149597168","4.598811149597168"
"338","4.5455322265625","4.5455322265625","4.5455322265625"
"339","4.755072116851807","4.755072116851807","4.755072116851807"
"340","4.51831579208374","4.51831579208374","4.51831579208374"
"342","4.520788192749023","4.520788192749023","4.520788192749023"
"343","4.613190650939941","4.613190650939941","4.613190650939941"
"344","4.794551849365234","4.794551849365234","4.794551849365234"
"345","4.582261085510254","4.582261085510254","4.582261085510254"
"346","4.571435451507568","4.571435451507568","4.571435451507568"
"347","4.426206588745117","4.426206588745117","4.426206588745117"
"348","4.712947368621826","4.712947368621826","4.712947368621826"
"349","4.401362419128418","4.401362419128418","4.401362419128418"
"350","4.662611961364746","4.662611961364746","4.662611961364746"
"351","4.512150764465332","4.512150764465332","4.512150764465332"
"352","4.492638111114502","4.492638111114502","4.492638111114502"
"353","4.928592681884766","4.928592681884766","4.928592681884766"
"354","4.3199567794799805","4.3199567794799805","4.3199567794799805"
"355","4.465294361114502","4.465294361114502","4.465294361114502"
"358","4.685147285461426","4.685147285461426","4.685147285461426"
"359","4.3244476318359375","4.3244476318359375","4.3244476318359375"
"360","4.676657676696777","4.676657676696777","4.676657676696777"
"361","4.622073173522949","4.622073173522949","4.622073173522949"
"362","4.398885726928711","4.398885726928711","4.398885726928711"
"363","4.699960708618164","4.699960708618164","4.699960708618164"
"364","4.595578193664551","4.595578193664551","4.595578193664551"
"365","4.634068489074707","4.634068489074707","4.634068489074707"
"366","4.497303009033203","4.497303009033203","4.497303009033203"
"367","4.387821197509766","4.387821197509766","4.387821197509766"
"368","4.467804431915283","4.467804431915283","4.467804431915283"
"369","4.503387928009033","4.503387928009033","4.503387928009033"
"370","4.349753379821777","4.349753379821777","4.349753379821777"
"371","4.55449914932251","4.55449914932251","4.55449914932251"
"372","4.463125228881836","4.463125228881836","4.463125228881836"
"373","4.491148471832275","4.491148471832275","4.491148471832275"
"374","4.425128936767578","4.425128936767578","4.425128936767578"
"375","4.380837917327881","4.380837917327881","4.380837917327881"
"376","4.528512954711914","4.528512954711914","4.528512954711914"
"377","4.221513748168945","4.221513748168945","4.221513748168945"
"378","4.571738243103027","4.571738243103027","4.571738243103027"
"379","4.319817543029785","4.319817543029785","4.319817543029785"
"380","4.432292461395264","4.432292461395264","4.432292461395264"
"381","4.534180641174316","4.534180641174316","4.534180641174316"
"382","4.444875240325928","4.444875240325928","4.444875240325928"
"383","4.274441719055176","4.274441719055176","4.274441719055176"
"384","4.41834020614624","4.41834020614624","4.41834020614624"
"385","4.498725414276123","4.498725414276123","4.498725414276123"
"386","4.33812141418457","4.33812141418457","4.33812141418457"
"387","4.385056972503662","4.385056972503662","4.385056972503662"
"388","4.391534805297852","4.391534805297852","4.391534805297852"
"389","4.384366989135742","4.384366989135742","4.384366989135742"
"390","4.481261253356934","4.481261253356934","4.481261253356934"
"391","4.313892841339111","4.313892841339111","4.313892841339111"
"392","4.44569206237793","4.44569206237793","4.44569206237793"
"393","4.614732265472412","4.614732265472412","4.614732265472412"
"394","4.617969512939453","4.617969512939453","4.617969512939453"
"395","4.451915264129639","4.451915264129639","4.451915264129639"
"396","4.594296932220459","4.594296932220459","4.594296932220459"
"397","4.525396823883057","4.525396823883057","4.525396823883057"
"398","4.407873153686523","4.407873153686523","4.407873153686523"
"399","4.509148597717285","4.509148597717285","4.509148597717285"
"400","4.372369766235352","4.372369766235352","4.372369766235352"
"401","4.417234420776367","4.417234420776367","4.417234420776367"
"402","4.447051048278809","4.447051048278809","4.447051048278809"
"403","4.540594100952148","4.540594100952148","4.540594100952148"
"404","4.38408088684082","4.38408088684082","4.38408088684082"
"405","4.507996559143066","4.507996559143066","4.507996559143066"
"406","4.459831714630127","4.459831714630127","4.459831714630127"
"407","4.255130767822266","4.255130767822266","4.255130767822266"
"408","4.260043144226074","4.260043144226074","4.260043144226074"
"409","4.3702616691589355","4.3702616691589355","4.3702616691589355"
"410","4.4908671379089355","4.4908671379089355","4.4908671379089355"
"411","4.453397274017334","4.453397274017334","4.453397274017334"
"412","4.433056831359863","4.433056831359863","4.433056831359863"
"413","4.397928237915039","4.397928237915039","4.397928237915039"
"414","4.425750732421875","4.425750732421875","4.425750732421875"
"415","4.535029888153076","4.535029888153076","4.535029888153076"
"416","4.493767738342285","4.493767738342285","4.493767738342285"
"417","4.588773250579834","4.588773250579834","4.588773250579834"
"418","4.4065656661987305","4.4065656661987305","4.4065656661987305"
"419","4.419969081878662","4.419969081878662","4.419969081878662"
"420","4.39608907699585","4.39608907699585","4.39608907699585"
"421","4.425440311431885","4.425440311431885","4.425440311431885"
"422","4.346875190734863","4.346875190734863","4.346875190734863"
"423","4.361605167388916","4.361605167388916","4.361605167388916"
"424","4.293815612792969","4.293815612792969","4.293815612792969"
"425","4.413758277893066","4.413758277893066","4.413758277893066"
"426","4.278108596801758","4.278108596801758","4.278108596801758"
"427","4.4061598777771","4.4061598777771","4.4061598777771"
"428","4.353231430053711","4.353231430053711","4.353231430053711"
"429","4.237726211547852","4.237726211547852","4.237726211547852"
"430","4.488107681274414","4.488107681274414","4.488107681274414"
"431","4.169323921203613","4.169323921203613","4.169323921203613"
"432","4.236241340637207","4.236241340637207","4.236241340637207"
"433","4.461422443389893","4.461422443389893","4.461422443389893"
"434","4.360074520111084","4.360074520111084","4.360074520111084"
"435","4.434663772583008","4.434663772583008","4.434663772583008"
"436","4.206808090209961","4.206808090209961","4.206808090209961"
"437","4.254955291748047","4.254955291748047","4.254955291748047"
"438","4.079504489898682","4.079504489898682","4.079504489898682"
"439","4.108994960784912","4.108994960784912","4.108994960784912"
"440","4.433711528778076","4.433711528778076","4.433711528778076"
"441","4.371950149536133","4.371950149536133","4.371950149536133"
"442","4.444524765014648","4.444524765014648","4.444524765014648"
"443","4.299649238586426","4.299649238586426","4.299649238586426"
"444","4.254852294921875","4.254852294921875","4.254852294921875"
"445","4.383383274078369","4.383383274078369","4.383383274078369"
"446","3.9356112480163574","3.9356112480163574","3.9356112480163574"
"447","4.205488204956055","4.205488204956055","4.205488204956055"
"448","4.356363296508789","4.356363296508789","4.356363296508789"
"449","4.313157081604004","4.313157081604004","4.313157081604004"
"450","4.358758449554443","4.358758449554443","4.358758449554443"
"451","4.122650146484375","4.122650146484375","4.122650146484375"
"452","4.274972915649414","4.274972915649414","4.274972915649414"
"453","4.190001964569092","4.190001964569092","4.190001964569092"
"454","4.1032280921936035","4.1032280921936035","4.1032280921936035"
"455","4.192512512207031","4.192512512207031","4.192512512207031"
"456","4.19535493850708","4.19535493850708","4.19535493850708"
"457","4.133852005004883","4.133852005004883","4.133852005004883"
"458","4.190958499908447","4.190958499908447","4.190958499908447"
"459","4.173315525054932","4.173315525054932","4.173315525054932"
"460","4.085247039794922","4.085247039794922","4.085247039794922"
"461","4.213517665863037","4.213517665863037","4.213517665863037"
"462","4.15689754486084","4.15689754486084","4.15689754486084"
"463","3.950448513031006","3.950448513031006","3.950448513031006"
"464","4.428643703460693","4.428643703460693","4.428643703460693"
"465","3.9704484939575195","3.9704484939575195","3.9704484939575195"
"466","4.101372718811035","4.101372718811035","4.101372718811035"
"467","4.218019008636475","4.218019008636475","4.218019008636475"
"468","4.240230560302734","4.240230560302734","4.240230560302734"
"469","4.250747203826904","4.250747203826904","4.250747203826904"
"470","4.277486801147461","4.277486801147461","4.277486801147461"
"472","4.2314276695251465","4.2314276695251465","4.2314276695251465"
"473","4.115296363830566","4.115296363830566","4.115296363830566"
"475","3.834123134613037","3.834123134613037","3.834123134613037"
"476","3.901967763900757","3.901967763900757","3.901967763900757"
"477","4.165761947631836","4.165761947631836","4.165761947631836"
"478","4.016225814819336","4.016225814819336","4.016225814819336"
"479","4.150725364685059","4.150725364685059","4.150725364685059"
"480","4.166486740112305","4.166486740112305","4.166486740112305"
"481","4.112812042236328","4.112812042236328","4.112812042236328"
"482","4.1204423904418945","4.1204423904418945","4.1204423904418945"
"483","4.26296854019165","4.26296854019165","4.26296854019165"
"484","3.908740520477295","3.908740520477295","3.908740520477295"
"485","4.133593559265137","4.133593559265137","4.133593559265137"
"486","4.112850189208984","4.112850189208984","4.112850189208984"
"487","4.183616638183594","4.183616638183594","4.183616638183594"
"488","3.9646480083465576","3.9646480083465576","3.9646480083465576"
"491","4.0542192459106445","4.0542192459106445","4.0542192459106445"
"492","4.196070671081543","4.196070671081543","4.196070671081543"
"493","4.037618637084961","4.037618637084961","4.037618637084961"
"494","4.139474868774414","4.139474868774414","4.139474868774414"
"495","4.0438385009765625","4.0438385009765625","4.0438385009765625"
"496","3.978199005126953","3.978199005126953","3.978199005126953"
"497","3.9809730052948","3.9809730052948","3.9809730052948"
"498","4.055380344390869","4.055380344390869","4.055380344390869"
"499","4.089688301086426","4.089688301086426","4.089688301086426"
"500","4.137030601501465","4.137030601501465","4.137030601501465"
"501","3.9576778411865234","3.9576778411865234","3.9576778411865234"
"502","4.180523872375488","4.180523872375488","4.180523872375488"
"504","4.102358818054199","4.102358818054199","4.102358818054199"
"505","4.121354579925537","4.121354579925537","4.121354579925537"
"506","4.197871208190918","4.197871208190918","4.197871208190918"
"507","4.07659912109375","4.07659912109375","4.07659912109375"
"508","4.020041465759277","4.020041465759277","4.020041465759277"
"509","4.103231430053711","4.103231430053711","4.103231430053711"
"510","4.1366496086120605","4.1366496086120605","4.1366496086120605"
"511","4.057939529418945","4.057939529418945","4.057939529418945"
"512","3.9695754051208496","3.9695754051208496","3.9695754051208496"
"513","4.154468059539795","4.154468059539795","4.154468059539795"
