"Step","AnymalD-ArmLess-Variable4 - Episode_Reward/payload_2_target","AnymalD-ArmLess-Variable4 - Episode_Reward/payload_2_target__MIN","AnymalD-ArmLess-Variable4 - Episode_Reward/payload_2_target__MAX"
"958","0.25829336047172546","0.25829336047172546","0.25829336047172546"
"959","0.3167261779308319","0.3167261779308319","0.3167261779308319"
"960","0.24761155247688293","0.24761155247688293","0.24761155247688293"
"961","0.32243812084198","0.32243812084198","0.32243812084198"
"962","0.28228873014450073","0.28228873014450073","0.28228873014450073"
"963","0.2870100736618042","0.2870100736618042","0.2870100736618042"
"964","0.3237955570220947","0.3237955570220947","0.3237955570220947"
"965","0.29276522994041443","0.29276522994041443","0.29276522994041443"
"966","0.29517605900764465","0.29517605900764465","0.29517605900764465"
"967","0.3267025351524353","0.3267025351524353","0.3267025351524353"
"968","0.41348275542259216","0.41348275542259216","0.41348275542259216"
"969","0.30007195472717285","0.30007195472717285","0.30007195472717285"
"970","0.35138148069381714","0.35138148069381714","0.35138148069381714"
"971","0.3397112488746643","0.3397112488746643","0.3397112488746643"
"972","0.34351474046707153","0.34351474046707153","0.34351474046707153"
"973","0.364001601934433","0.364001601934433","0.364001601934433"
"974","0.3962101936340332","0.3962101936340332","0.3962101936340332"
"976","0.3694607615470886","0.3694607615470886","0.3694607615470886"
"977","0.3964622914791107","0.3964622914791107","0.3964622914791107"
"978","0.34738120436668396","0.34738120436668396","0.34738120436668396"
"979","0.4280031621456146","0.4280031621456146","0.4280031621456146"
"980","0.26202142238616943","0.26202142238616943","0.26202142238616943"
"981","0.3525077700614929","0.3525077700614929","0.3525077700614929"
"982","0.37972626090049744","0.37972626090049744","0.37972626090049744"
"983","0.3787808418273926","0.3787808418273926","0.3787808418273926"
"984","0.38451457023620605","0.38451457023620605","0.38451457023620605"
"985","0.45373281836509705","0.45373281836509705","0.45373281836509705"
"986","0.36987707018852234","0.36987707018852234","0.36987707018852234"
"987","0.2995370328426361","0.2995370328426361","0.2995370328426361"
"988","0.4156333804130554","0.4156333804130554","0.4156333804130554"
"990","0.4697359502315521","0.4697359502315521","0.4697359502315521"
"991","0.38208767771720886","0.38208767771720886","0.38208767771720886"
"992","0.40094608068466187","0.40094608068466187","0.40094608068466187"
"993","0.4120284914970398","0.4120284914970398","0.4120284914970398"
"994","0.38445931673049927","0.38445931673049927","0.38445931673049927"
"995","0.3442264497280121","0.3442264497280121","0.3442264497280121"
"996","0.37866926193237305","0.37866926193237305","0.37866926193237305"
"997","0.3524704575538635","0.3524704575538635","0.3524704575538635"
"998","0.3879773020744324","0.3879773020744324","0.3879773020744324"
"999","0.34953901171684265","0.34953901171684265","0.34953901171684265"
"1000","0.3622322976589203","0.3622322976589203","0.3622322976589203"
"1001","0.3752991855144501","0.3752991855144501","0.3752991855144501"
"1002","0.36604923009872437","0.36604923009872437","0.36604923009872437"
"1003","0.45927590131759644","0.45927590131759644","0.45927590131759644"
"1004","0.3370823860168457","0.3370823860168457","0.3370823860168457"
"1005","0.33880430459976196","0.33880430459976196","0.33880430459976196"
"1006","0.38120317459106445","0.38120317459106445","0.38120317459106445"
"1007","0.3671197295188904","0.3671197295188904","0.3671197295188904"
"1008","0.37274158000946045","0.37274158000946045","0.37274158000946045"
"1009","0.29229867458343506","0.29229867458343506","0.29229867458343506"
"1011","0.41701143980026245","0.41701143980026245","0.41701143980026245"
"1012","0.3212012052536011","0.3212012052536011","0.3212012052536011"
"1013","0.2810301184654236","0.2810301184654236","0.2810301184654236"
"1014","0.35297080874443054","0.35297080874443054","0.35297080874443054"
"1015","0.32025420665740967","0.32025420665740967","0.32025420665740967"
"1016","0.4239238202571869","0.4239238202571869","0.4239238202571869"
"1017","0.35219353437423706","0.35219353437423706","0.35219353437423706"
"1018","0.4600217938423157","0.4600217938423157","0.4600217938423157"
"1020","0.3374786376953125","0.3374786376953125","0.3374786376953125"
"1022","0.42116162180900574","0.42116162180900574","0.42116162180900574"
"1023","0.44550395011901855","0.44550395011901855","0.44550395011901855"
"1024","0.2788577675819397","0.2788577675819397","0.2788577675819397"
"1025","0.41747531294822693","0.41747531294822693","0.41747531294822693"
"1026","0.4356672465801239","0.4356672465801239","0.4356672465801239"
"1027","0.4105333983898163","0.4105333983898163","0.4105333983898163"
"1028","0.3541482388973236","0.3541482388973236","0.3541482388973236"
"1029","0.41575050354003906","0.41575050354003906","0.41575050354003906"
"1030","0.4002457857131958","0.4002457857131958","0.4002457857131958"
"1031","0.42841875553131104","0.42841875553131104","0.42841875553131104"
"1032","0.39895233511924744","0.39895233511924744","0.39895233511924744"
"1033","0.4921073913574219","0.4921073913574219","0.4921073913574219"
"1034","0.41905686259269714","0.41905686259269714","0.41905686259269714"
"1035","0.3398941159248352","0.3398941159248352","0.3398941159248352"
"1036","0.4329589307308197","0.4329589307308197","0.4329589307308197"
"1037","0.3793492913246155","0.3793492913246155","0.3793492913246155"
"1038","0.4605937600135803","0.4605937600135803","0.4605937600135803"
"1040","0.41776347160339355","0.41776347160339355","0.41776347160339355"
"1041","0.4369438886642456","0.4369438886642456","0.4369438886642456"
"1042","0.4319380223751068","0.4319380223751068","0.4319380223751068"
"1043","0.4575849771499634","0.4575849771499634","0.4575849771499634"
"1044","0.4842125177383423","0.4842125177383423","0.4842125177383423"
"1045","0.4401741921901703","0.4401741921901703","0.4401741921901703"
"1046","0.4139185845851898","0.4139185845851898","0.4139185845851898"
"1047","0.40401047468185425","0.40401047468185425","0.40401047468185425"
"1048","0.3035510778427124","0.3035510778427124","0.3035510778427124"
"1049","0.3733375072479248","0.3733375072479248","0.3733375072479248"
"1050","0.4193834662437439","0.4193834662437439","0.4193834662437439"
"1051","0.3958534896373749","0.3958534896373749","0.3958534896373749"
"1052","0.34596729278564453","0.34596729278564453","0.34596729278564453"
"1053","0.3289225995540619","0.3289225995540619","0.3289225995540619"
"1054","0.2829042375087738","0.2829042375087738","0.2829042375087738"
"1055","0.3975902199745178","0.3975902199745178","0.3975902199745178"
"1056","0.41233426332473755","0.41233426332473755","0.41233426332473755"
"1057","0.2974456548690796","0.2974456548690796","0.2974456548690796"
"1058","0.3249635398387909","0.3249635398387909","0.3249635398387909"
"1060","0.20841090381145477","0.20841090381145477","0.20841090381145477"
"1061","0.34425756335258484","0.34425756335258484","0.34425756335258484"
"1062","0.3045201897621155","0.3045201897621155","0.3045201897621155"
"1063","0.3158232271671295","0.3158232271671295","0.3158232271671295"
"1064","0.2636446952819824","0.2636446952819824","0.2636446952819824"
"1065","0.38964033126831055","0.38964033126831055","0.38964033126831055"
"1066","0.39147457480430603","0.39147457480430603","0.39147457480430603"
"1067","0.32650792598724365","0.32650792598724365","0.32650792598724365"
"1068","0.3230664134025574","0.3230664134025574","0.3230664134025574"
"1069","0.4149208068847656","0.4149208068847656","0.4149208068847656"
"1070","0.4362063407897949","0.4362063407897949","0.4362063407897949"
"1071","0.46859490871429443","0.46859490871429443","0.46859490871429443"
"1072","0.2459489107131958","0.2459489107131958","0.2459489107131958"
"1073","0.4776063561439514","0.4776063561439514","0.4776063561439514"
"1074","0.3952261805534363","0.3952261805534363","0.3952261805534363"
"1075","0.401120662689209","0.401120662689209","0.401120662689209"
"1076","0.40192943811416626","0.40192943811416626","0.40192943811416626"
"1077","0.3888256251811981","0.3888256251811981","0.3888256251811981"
"1078","0.33387017250061035","0.33387017250061035","0.33387017250061035"
"1079","0.3838975429534912","0.3838975429534912","0.3838975429534912"
"1080","0.29768484830856323","0.29768484830856323","0.29768484830856323"
"1081","0.34772810339927673","0.34772810339927673","0.34772810339927673"
"1082","0.2930103540420532","0.2930103540420532","0.2930103540420532"
"1083","0.2785244286060333","0.2785244286060333","0.2785244286060333"
"1084","0.3605756461620331","0.3605756461620331","0.3605756461620331"
"1085","0.2934013903141022","0.2934013903141022","0.2934013903141022"
"1086","0.34518393874168396","0.34518393874168396","0.34518393874168396"
"1089","0.28095781803131104","0.28095781803131104","0.28095781803131104"
"1090","0.3720623254776001","0.3720623254776001","0.3720623254776001"
"1091","0.3415174186229706","0.3415174186229706","0.3415174186229706"
"1092","0.4236268699169159","0.4236268699169159","0.4236268699169159"
"1093","0.2983488440513611","0.2983488440513611","0.2983488440513611"
"1094","0.3561030328273773","0.3561030328273773","0.3561030328273773"
"1095","0.3649178445339203","0.3649178445339203","0.3649178445339203"
"1097","0.3970275819301605","0.3970275819301605","0.3970275819301605"
"1098","0.46359890699386597","0.46359890699386597","0.46359890699386597"
"1099","0.3315000534057617","0.3315000534057617","0.3315000534057617"
"1100","0.26541125774383545","0.26541125774383545","0.26541125774383545"
"1101","0.28376099467277527","0.28376099467277527","0.28376099467277527"
"1102","0.345266193151474","0.345266193151474","0.345266193151474"
"1103","0.3635788559913635","0.3635788559913635","0.3635788559913635"
"1105","0.3410455584526062","0.3410455584526062","0.3410455584526062"
"1106","0.31114208698272705","0.31114208698272705","0.31114208698272705"
"1107","0.3537311255931854","0.3537311255931854","0.3537311255931854"
"1108","0.3554858863353729","0.3554858863353729","0.3554858863353729"
"1109","0.35765811800956726","0.35765811800956726","0.35765811800956726"
"1110","0.3611367642879486","0.3611367642879486","0.3611367642879486"
"1111","0.3503866195678711","0.3503866195678711","0.3503866195678711"
"1112","0.404816210269928","0.404816210269928","0.404816210269928"
"1113","0.34855782985687256","0.34855782985687256","0.34855782985687256"
"1114","0.3580166697502136","0.3580166697502136","0.3580166697502136"
"1115","0.3044237792491913","0.3044237792491913","0.3044237792491913"
"1116","0.3747745454311371","0.3747745454311371","0.3747745454311371"
"1117","0.3198525905609131","0.3198525905609131","0.3198525905609131"
"1118","0.403563916683197","0.403563916683197","0.403563916683197"
"1119","0.4013676345348358","0.4013676345348358","0.4013676345348358"
"1120","0.4041717052459717","0.4041717052459717","0.4041717052459717"
"1121","0.400363564491272","0.400363564491272","0.400363564491272"
"1122","0.33299168944358826","0.33299168944358826","0.33299168944358826"
"1123","0.4363507628440857","0.4363507628440857","0.4363507628440857"
"1124","0.3373733460903168","0.3373733460903168","0.3373733460903168"
"1125","0.42158252000808716","0.42158252000808716","0.42158252000808716"
"1126","0.41239702701568604","0.41239702701568604","0.41239702701568604"
"1127","0.40154868364334106","0.40154868364334106","0.40154868364334106"
"1128","0.3222493827342987","0.3222493827342987","0.3222493827342987"
"1129","0.36829471588134766","0.36829471588134766","0.36829471588134766"
"1130","0.42555150389671326","0.42555150389671326","0.42555150389671326"
"1131","0.4351249933242798","0.4351249933242798","0.4351249933242798"
"1132","0.4023436903953552","0.4023436903953552","0.4023436903953552"
"1133","0.4525777995586395","0.4525777995586395","0.4525777995586395"
"1134","0.3930068016052246","0.3930068016052246","0.3930068016052246"
"1135","0.48141106963157654","0.48141106963157654","0.48141106963157654"
"1137","0.4703470468521118","0.4703470468521118","0.4703470468521118"
"1138","0.4851166605949402","0.4851166605949402","0.4851166605949402"
"1139","0.46123942732810974","0.46123942732810974","0.46123942732810974"
"1140","0.37759384512901306","0.37759384512901306","0.37759384512901306"
"1141","0.5314840078353882","0.5314840078353882","0.5314840078353882"
"1142","0.59068363904953","0.59068363904953","0.59068363904953"
"1143","0.41959843039512634","0.41959843039512634","0.41959843039512634"
"1144","0.5694805979728699","0.5694805979728699","0.5694805979728699"
"1145","0.4834899604320526","0.4834899604320526","0.4834899604320526"
"1146","0.5517098903656006","0.5517098903656006","0.5517098903656006"
"1147","0.632205605506897","0.632205605506897","0.632205605506897"
"1148","0.5699431896209717","0.5699431896209717","0.5699431896209717"
"1149","0.5586756467819214","0.5586756467819214","0.5586756467819214"
"1151","0.5086991786956787","0.5086991786956787","0.5086991786956787"
"1152","0.6197846531867981","0.6197846531867981","0.6197846531867981"
"1153","0.5372120141983032","0.5372120141983032","0.5372120141983032"
"1154","0.5772579908370972","0.5772579908370972","0.5772579908370972"
"1156","0.5638939738273621","0.5638939738273621","0.5638939738273621"
"1157","0.5428339242935181","0.5428339242935181","0.5428339242935181"
"1158","0.47088250517845154","0.47088250517845154","0.47088250517845154"
"1159","0.5800973176956177","0.5800973176956177","0.5800973176956177"
"1160","0.6001928448677063","0.6001928448677063","0.6001928448677063"
"1161","0.6657135486602783","0.6657135486602783","0.6657135486602783"
"1162","0.5670932531356812","0.5670932531356812","0.5670932531356812"
"1163","0.655034065246582","0.655034065246582","0.655034065246582"
"1164","0.7444120645523071","0.7444120645523071","0.7444120645523071"
"1165","0.585943877696991","0.585943877696991","0.585943877696991"
"1166","0.5819343328475952","0.5819343328475952","0.5819343328475952"
"1167","0.6108537316322327","0.6108537316322327","0.6108537316322327"
"1168","0.6808085441589355","0.6808085441589355","0.6808085441589355"
"1169","0.6754065752029419","0.6754065752029419","0.6754065752029419"
"1170","0.7365491390228271","0.7365491390228271","0.7365491390228271"
"1171","0.6886695623397827","0.6886695623397827","0.6886695623397827"
"1172","0.7052822113037109","0.7052822113037109","0.7052822113037109"
"1173","0.707618236541748","0.707618236541748","0.707618236541748"
"1174","0.7429288625717163","0.7429288625717163","0.7429288625717163"
"1175","0.694526195526123","0.694526195526123","0.694526195526123"
"1176","0.7493917346000671","0.7493917346000671","0.7493917346000671"
"1177","0.7245008945465088","0.7245008945465088","0.7245008945465088"
"1178","0.7810735702514648","0.7810735702514648","0.7810735702514648"
"1179","0.7111813426017761","0.7111813426017761","0.7111813426017761"
"1180","0.766944169998169","0.766944169998169","0.766944169998169"
"1181","0.6632544994354248","0.6632544994354248","0.6632544994354248"
"1182","0.714637279510498","0.714637279510498","0.714637279510498"
"1183","0.6611294746398926","0.6611294746398926","0.6611294746398926"
"1184","0.7775551080703735","0.7775551080703735","0.7775551080703735"
"1185","0.8080133199691772","0.8080133199691772","0.8080133199691772"
"1186","0.7380182147026062","0.7380182147026062","0.7380182147026062"
"1187","0.7736787796020508","0.7736787796020508","0.7736787796020508"
"1188","0.7372852563858032","0.7372852563858032","0.7372852563858032"
"1189","0.7904072999954224","0.7904072999954224","0.7904072999954224"
"1190","0.7641810178756714","0.7641810178756714","0.7641810178756714"
"1191","0.8146330714225769","0.8146330714225769","0.8146330714225769"
"1193","0.6226381659507751","0.6226381659507751","0.6226381659507751"
"1194","0.6897189021110535","0.6897189021110535","0.6897189021110535"
"1195","0.6795575022697449","0.6795575022697449","0.6795575022697449"
"1196","0.6331451535224915","0.6331451535224915","0.6331451535224915"
"1197","0.5045444965362549","0.5045444965362549","0.5045444965362549"
"1198","0.583404541015625","0.583404541015625","0.583404541015625"
"1199","0.5982065200805664","0.5982065200805664","0.5982065200805664"
"1200","0.7504000663757324","0.7504000663757324","0.7504000663757324"
"1201","0.6958435773849487","0.6958435773849487","0.6958435773849487"
"1202","0.7021790742874146","0.7021790742874146","0.7021790742874146"
"1203","0.6164498329162598","0.6164498329162598","0.6164498329162598"
"1205","0.6032133102416992","0.6032133102416992","0.6032133102416992"
"1206","0.6718946695327759","0.6718946695327759","0.6718946695327759"
"1207","0.4848952889442444","0.4848952889442444","0.4848952889442444"
"1208","0.6032260656356812","0.6032260656356812","0.6032260656356812"
"1209","0.5444850921630859","0.5444850921630859","0.5444850921630859"
"1210","0.5228065252304077","0.5228065252304077","0.5228065252304077"
"1211","0.5889439582824707","0.5889439582824707","0.5889439582824707"
"1212","0.5656977891921997","0.5656977891921997","0.5656977891921997"
"1213","0.6185625791549683","0.6185625791549683","0.6185625791549683"
"1215","0.6205838322639465","0.6205838322639465","0.6205838322639465"
"1216","0.5686569213867188","0.5686569213867188","0.5686569213867188"
"1217","0.5139331221580505","0.5139331221580505","0.5139331221580505"
"1218","0.5544739961624146","0.5544739961624146","0.5544739961624146"
"1219","0.5064677000045776","0.5064677000045776","0.5064677000045776"
"1220","0.5694898366928101","0.5694898366928101","0.5694898366928101"
"1221","0.4636780619621277","0.4636780619621277","0.4636780619621277"
"1222","0.5129110813140869","0.5129110813140869","0.5129110813140869"
"1223","0.4615015983581543","0.4615015983581543","0.4615015983581543"
"1224","0.49228692054748535","0.49228692054748535","0.49228692054748535"
"1225","0.4482712149620056","0.4482712149620056","0.4482712149620056"
"1227","0.5137266516685486","0.5137266516685486","0.5137266516685486"
"1228","0.3949980139732361","0.3949980139732361","0.3949980139732361"
"1229","0.45955246686935425","0.45955246686935425","0.45955246686935425"
"1230","0.45437443256378174","0.45437443256378174","0.45437443256378174"
"1231","0.4221384525299072","0.4221384525299072","0.4221384525299072"
"1232","0.36006325483322144","0.36006325483322144","0.36006325483322144"
"1234","0.4151531159877777","0.4151531159877777","0.4151531159877777"
"1236","0.43272194266319275","0.43272194266319275","0.43272194266319275"
"1237","0.4498986601829529","0.4498986601829529","0.4498986601829529"
"1238","0.4759417474269867","0.4759417474269867","0.4759417474269867"
"1239","0.43355700373649597","0.43355700373649597","0.43355700373649597"
"1240","0.5202302932739258","0.5202302932739258","0.5202302932739258"
"1241","0.41500648856163025","0.41500648856163025","0.41500648856163025"
"1242","0.5940189361572266","0.5940189361572266","0.5940189361572266"
"1243","0.5133363604545593","0.5133363604545593","0.5133363604545593"
"1244","0.5100390911102295","0.5100390911102295","0.5100390911102295"
"1245","0.4393168091773987","0.4393168091773987","0.4393168091773987"
"1246","0.4732515215873718","0.4732515215873718","0.4732515215873718"
"1247","0.5441720485687256","0.5441720485687256","0.5441720485687256"
"1248","0.5133711099624634","0.5133711099624634","0.5133711099624634"
"1249","0.511492908000946","0.511492908000946","0.511492908000946"
"1251","0.4399438798427582","0.4399438798427582","0.4399438798427582"
"1252","0.48453617095947266","0.48453617095947266","0.48453617095947266"
"1253","0.4464976191520691","0.4464976191520691","0.4464976191520691"
"1254","0.4917229413986206","0.4917229413986206","0.4917229413986206"
"1255","0.5077012777328491","0.5077012777328491","0.5077012777328491"
"1256","0.42587146162986755","0.42587146162986755","0.42587146162986755"
"1257","0.5309674739837646","0.5309674739837646","0.5309674739837646"
"1258","0.46668118238449097","0.46668118238449097","0.46668118238449097"
"1260","0.46439290046691895","0.46439290046691895","0.46439290046691895"
"1261","0.4166111946105957","0.4166111946105957","0.4166111946105957"
"1262","0.40550005435943604","0.40550005435943604","0.40550005435943604"
"1263","0.5073303580284119","0.5073303580284119","0.5073303580284119"
"1264","0.46324917674064636","0.46324917674064636","0.46324917674064636"
"1265","0.542900025844574","0.542900025844574","0.542900025844574"
"1266","0.471039742231369","0.471039742231369","0.471039742231369"
"1267","0.5133576393127441","0.5133576393127441","0.5133576393127441"
"1268","0.5143227577209473","0.5143227577209473","0.5143227577209473"
"1269","0.5222581624984741","0.5222581624984741","0.5222581624984741"
"1270","0.4824541509151459","0.4824541509151459","0.4824541509151459"
"1271","0.4940524101257324","0.4940524101257324","0.4940524101257324"
"1272","0.43934568762779236","0.43934568762779236","0.43934568762779236"
"1273","0.5617843866348267","0.5617843866348267","0.5617843866348267"
"1274","0.5676825642585754","0.5676825642585754","0.5676825642585754"
"1275","0.5937797427177429","0.5937797427177429","0.5937797427177429"
"1276","0.5229539275169373","0.5229539275169373","0.5229539275169373"
"1277","0.49172064661979675","0.49172064661979675","0.49172064661979675"
"1278","0.5479786992073059","0.5479786992073059","0.5479786992073059"
"1279","0.3138290345668793","0.3138290345668793","0.3138290345668793"
"1280","0.3793064057826996","0.3793064057826996","0.3793064057826996"
"1281","0.559128999710083","0.559128999710083","0.559128999710083"
"1282","0.47899454832077026","0.47899454832077026","0.47899454832077026"
"1283","0.5074145197868347","0.5074145197868347","0.5074145197868347"
"1285","0.5373968482017517","0.5373968482017517","0.5373968482017517"
"1286","0.5101613998413086","0.5101613998413086","0.5101613998413086"
"1288","0.550209641456604","0.550209641456604","0.550209641456604"
"1289","0.48037630319595337","0.48037630319595337","0.48037630319595337"
"1290","0.580382227897644","0.580382227897644","0.580382227897644"
"1291","0.4336252212524414","0.4336252212524414","0.4336252212524414"
"1292","0.4638544023036957","0.4638544023036957","0.4638544023036957"
"1293","0.48024982213974","0.48024982213974","0.48024982213974"
"1294","0.47172626852989197","0.47172626852989197","0.47172626852989197"
"1295","0.40682071447372437","0.40682071447372437","0.40682071447372437"
"1296","0.42896372079849243","0.42896372079849243","0.42896372079849243"
"1297","0.4170703887939453","0.4170703887939453","0.4170703887939453"
"1299","0.4482550024986267","0.4482550024986267","0.4482550024986267"
"1300","0.4033772349357605","0.4033772349357605","0.4033772349357605"
"1302","0.4243226945400238","0.4243226945400238","0.4243226945400238"
"1303","0.5054370760917664","0.5054370760917664","0.5054370760917664"
"1304","0.453596830368042","0.453596830368042","0.453596830368042"
"1305","0.3573760390281677","0.3573760390281677","0.3573760390281677"
"1306","0.4206526279449463","0.4206526279449463","0.4206526279449463"
"1307","0.42733868956565857","0.42733868956565857","0.42733868956565857"
"1308","0.4313521385192871","0.4313521385192871","0.4313521385192871"
"1309","0.4064980447292328","0.4064980447292328","0.4064980447292328"
"1310","0.39313775300979614","0.39313775300979614","0.39313775300979614"
"1311","0.3901183009147644","0.3901183009147644","0.3901183009147644"
"1312","0.4998476505279541","0.4998476505279541","0.4998476505279541"
"1313","0.3981250524520874","0.3981250524520874","0.3981250524520874"
"1314","0.4072975814342499","0.4072975814342499","0.4072975814342499"
"1315","0.3871501386165619","0.3871501386165619","0.3871501386165619"
"1316","0.49747025966644287","0.49747025966644287","0.49747025966644287"
"1317","0.41003721952438354","0.41003721952438354","0.41003721952438354"
"1318","0.4219087064266205","0.4219087064266205","0.4219087064266205"
"1319","0.42658162117004395","0.42658162117004395","0.42658162117004395"
"1320","0.43425890803337097","0.43425890803337097","0.43425890803337097"
"1321","0.3672214448451996","0.3672214448451996","0.3672214448451996"
"1322","0.36426985263824463","0.36426985263824463","0.36426985263824463"
"1323","0.4087660014629364","0.4087660014629364","0.4087660014629364"
"1324","0.3416091799736023","0.3416091799736023","0.3416091799736023"
"1325","0.4522891938686371","0.4522891938686371","0.4522891938686371"
"1326","0.43258413672447205","0.43258413672447205","0.43258413672447205"
"1327","0.5100852847099304","0.5100852847099304","0.5100852847099304"
"1328","0.4957697093486786","0.4957697093486786","0.4957697093486786"
"1329","0.3638673722743988","0.3638673722743988","0.3638673722743988"
"1330","0.5002807378768921","0.5002807378768921","0.5002807378768921"
"1331","0.44044798612594604","0.44044798612594604","0.44044798612594604"
"1332","0.4701036214828491","0.4701036214828491","0.4701036214828491"
"1333","0.5546749830245972","0.5546749830245972","0.5546749830245972"
"1334","0.48009246587753296","0.48009246587753296","0.48009246587753296"
"1335","0.5225890278816223","0.5225890278816223","0.5225890278816223"
"1336","0.45516878366470337","0.45516878366470337","0.45516878366470337"
"1337","0.5133890509605408","0.5133890509605408","0.5133890509605408"
"1338","0.4857371747493744","0.4857371747493744","0.4857371747493744"
"1339","0.5499491691589355","0.5499491691589355","0.5499491691589355"
"1340","0.4980853497982025","0.4980853497982025","0.4980853497982025"
"1341","0.4470527768135071","0.4470527768135071","0.4470527768135071"
"1342","0.569049596786499","0.569049596786499","0.569049596786499"
"1343","0.6063990592956543","0.6063990592956543","0.6063990592956543"
"1344","0.5275321006774902","0.5275321006774902","0.5275321006774902"
"1345","0.5588535666465759","0.5588535666465759","0.5588535666465759"
"1346","0.5166236758232117","0.5166236758232117","0.5166236758232117"
"1347","0.5553442239761353","0.5553442239761353","0.5553442239761353"
"1348","0.5971592664718628","0.5971592664718628","0.5971592664718628"
"1349","0.6030668616294861","0.6030668616294861","0.6030668616294861"
"1350","0.5544222593307495","0.5544222593307495","0.5544222593307495"
"1351","0.5451209545135498","0.5451209545135498","0.5451209545135498"
"1352","0.5899637937545776","0.5899637937545776","0.5899637937545776"
"1353","0.6794209480285645","0.6794209480285645","0.6794209480285645"
"1354","0.6159753799438477","0.6159753799438477","0.6159753799438477"
"1355","0.6756253242492676","0.6756253242492676","0.6756253242492676"
"1356","0.5738769769668579","0.5738769769668579","0.5738769769668579"
"1357","0.5264557600021362","0.5264557600021362","0.5264557600021362"
"1358","0.7439185380935669","0.7439185380935669","0.7439185380935669"
"1359","0.5703785419464111","0.5703785419464111","0.5703785419464111"
"1360","0.6637204885482788","0.6637204885482788","0.6637204885482788"
"1361","0.6963413953781128","0.6963413953781128","0.6963413953781128"
"1362","0.6172736883163452","0.6172736883163452","0.6172736883163452"
"1363","0.9404538869857788","0.9404538869857788","0.9404538869857788"
"1364","0.7047604322433472","0.7047604322433472","0.7047604322433472"
"1365","0.685971736907959","0.685971736907959","0.685971736907959"
"1366","0.704474925994873","0.704474925994873","0.704474925994873"
"1367","0.6899042129516602","0.6899042129516602","0.6899042129516602"
"1369","0.6716791391372681","0.6716791391372681","0.6716791391372681"
"1370","0.6746942400932312","0.6746942400932312","0.6746942400932312"
"1372","0.7086173892021179","0.7086173892021179","0.7086173892021179"
"1373","0.6256036162376404","0.6256036162376404","0.6256036162376404"
"1374","0.6964094042778015","0.6964094042778015","0.6964094042778015"
"1375","0.7380635142326355","0.7380635142326355","0.7380635142326355"
"1376","0.6972216367721558","0.6972216367721558","0.6972216367721558"
"1377","0.7006649971008301","0.7006649971008301","0.7006649971008301"
"1378","0.6577815413475037","0.6577815413475037","0.6577815413475037"
"1379","0.6611815690994263","0.6611815690994263","0.6611815690994263"
"1380","0.6541664600372314","0.6541664600372314","0.6541664600372314"
"1381","0.6574398279190063","0.6574398279190063","0.6574398279190063"
"1382","0.6341259479522705","0.6341259479522705","0.6341259479522705"
"1383","0.6118496656417847","0.6118496656417847","0.6118496656417847"
"1384","0.6570488810539246","0.6570488810539246","0.6570488810539246"
"1386","0.6625228524208069","0.6625228524208069","0.6625228524208069"
"1387","0.6408223509788513","0.6408223509788513","0.6408223509788513"
"1388","0.5271234512329102","0.5271234512329102","0.5271234512329102"
"1389","0.5735544562339783","0.5735544562339783","0.5735544562339783"
"1390","0.5714352130889893","0.5714352130889893","0.5714352130889893"
"1391","0.6122047901153564","0.6122047901153564","0.6122047901153564"
"1392","0.53858882188797","0.53858882188797","0.53858882188797"
"1393","0.5447894334793091","0.5447894334793091","0.5447894334793091"
"1394","0.5212628245353699","0.5212628245353699","0.5212628245353699"
"1395","0.55907142162323","0.55907142162323","0.55907142162323"
"1397","0.4304544925689697","0.4304544925689697","0.4304544925689697"
"1398","0.481330007314682","0.481330007314682","0.481330007314682"
"1399","0.5593953132629395","0.5593953132629395","0.5593953132629395"
"1400","0.4832725524902344","0.4832725524902344","0.4832725524902344"
"1401","0.4883355498313904","0.4883355498313904","0.4883355498313904"
"1402","0.5993137359619141","0.5993137359619141","0.5993137359619141"
"1403","0.5300350189208984","0.5300350189208984","0.5300350189208984"
"1404","0.49446338415145874","0.49446338415145874","0.49446338415145874"
"1405","0.48000359535217285","0.48000359535217285","0.48000359535217285"
"1406","0.5327355861663818","0.5327355861663818","0.5327355861663818"
"1407","0.5961787700653076","0.5961787700653076","0.5961787700653076"
"1408","0.5322642922401428","0.5322642922401428","0.5322642922401428"
"1409","0.5529043674468994","0.5529043674468994","0.5529043674468994"
"1410","0.5338479280471802","0.5338479280471802","0.5338479280471802"
"1411","0.48339152336120605","0.48339152336120605","0.48339152336120605"
"1413","0.5158746242523193","0.5158746242523193","0.5158746242523193"
"1414","0.535317599773407","0.535317599773407","0.535317599773407"
"1415","0.5443629026412964","0.5443629026412964","0.5443629026412964"
"1416","0.5101330280303955","0.5101330280303955","0.5101330280303955"
"1417","0.48881059885025024","0.48881059885025024","0.48881059885025024"
"1418","0.40383732318878174","0.40383732318878174","0.40383732318878174"
"1420","0.5343656539916992","0.5343656539916992","0.5343656539916992"
"1421","0.5624926686286926","0.5624926686286926","0.5624926686286926"
"1422","0.5198509693145752","0.5198509693145752","0.5198509693145752"
"1423","0.502190113067627","0.502190113067627","0.502190113067627"
"1424","0.5686520934104919","0.5686520934104919","0.5686520934104919"
"1425","0.5384515523910522","0.5384515523910522","0.5384515523910522"
"1426","0.5274823904037476","0.5274823904037476","0.5274823904037476"
"1427","0.5109519958496094","0.5109519958496094","0.5109519958496094"
