"Step","AnymalD-ArmLess-Variable4 - Loss/value_function","AnymalD-ArmLess-Variable4 - Loss/value_function__MIN","AnymalD-ArmLess-Variable4 - Loss/value_function__MAX"
"34","0.0139686846639961","0.0139686846639961","0.0139686846639961"
"35","0.015616802778095008","0.015616802778095008","0.015616802778095008"
"36","0.01629411680623889","0.01629411680623889","0.01629411680623889"
"37","0.01473844232968986","0.01473844232968986","0.01473844232968986"
"38","0.016009875806048512","0.016009875806048512","0.016009875806048512"
"39","0.024077338352799415","0.024077338352799415","0.024077338352799415"
"40","0.021403859090059995","0.021403859090059995","0.021403859090059995"
"41","0.026357019878923894","0.026357019878923894","0.026357019878923894"
"42","0.032847392372787","0.032847392372787","0.032847392372787"
"43","0.03435985436663032","0.03435985436663032","0.03435985436663032"
"44","0.03630011901259422","0.03630011901259422","0.03630011901259422"
"45","0.03174134818837047","0.03174134818837047","0.03174134818837047"
"46","0.024839508719742297","0.024839508719742297","0.024839508719742297"
"47","0.02263076864182949","0.02263076864182949","0.02263076864182949"
"48","0.01898042354732752","0.01898042354732752","0.01898042354732752"
"49","0.02127955392934382","0.02127955392934382","0.02127955392934382"
"51","0.01062609232030809","0.01062609232030809","0.01062609232030809"
"53","0.010517559805884957","0.010517559805884957","0.010517559805884957"
"54","0.010334793897345661","0.010334793897345661","0.010334793897345661"
"55","0.008138119266368449","0.008138119266368449","0.008138119266368449"
"56","0.009024969767779112","0.009024969767779112","0.009024969767779112"
"57","0.00972166433930397","0.00972166433930397","0.00972166433930397"
"58","0.009538448974490165","0.009538448974490165","0.009538448974490165"
"60","0.01011970997788012","0.01011970997788012","0.01011970997788012"
"61","0.012321649678051471","0.012321649678051471","0.012321649678051471"
"62","0.013711800565943122","0.013711800565943122","0.013711800565943122"
"63","0.014093773253262044","0.014093773253262044","0.014093773253262044"
"64","0.015394354984164239","0.015394354984164239","0.015394354984164239"
"65","0.014527247101068497","0.014527247101068497","0.014527247101068497"
"66","0.01784304082393646","0.01784304082393646","0.01784304082393646"
"67","0.015006957110017538","0.015006957110017538","0.015006957110017538"
"68","0.015357416681945324","0.015357416681945324","0.015357416681945324"
"69","0.01559877130202949","0.01559877130202949","0.01559877130202949"
"70","0.016226810030639173","0.016226810030639173","0.016226810030639173"
"71","0.017829988105222582","0.017829988105222582","0.017829988105222582"
"72","0.016815211903303862","0.016815211903303862","0.016815211903303862"
"73","0.016941936034709216","0.016941936034709216","0.016941936034709216"
"74","0.016660713776946067","0.016660713776946067","0.016660713776946067"
"75","0.01729752840474248","0.01729752840474248","0.01729752840474248"
"76","0.01831241576001048","0.01831241576001048","0.01831241576001048"
"78","0.015373717946931719","0.015373717946931719","0.015373717946931719"
"80","0.015032971650362015","0.015032971650362015","0.015032971650362015"
"81","0.013280295021831989","0.013280295021831989","0.013280295021831989"
"82","0.01248734020628035","0.01248734020628035","0.01248734020628035"
"83","0.013201801059767603","0.013201801059767603","0.013201801059767603"
"84","0.014638129016384482","0.014638129016384482","0.014638129016384482"
"85","0.014004769315943123","0.014004769315943123","0.014004769315943123"
"86","0.012705943686887622","0.012705943686887622","0.012705943686887622"
"87","0.013758229743689298","0.013758229743689298","0.013758229743689298"
"88","0.015351487742736935","0.015351487742736935","0.015351487742736935"
"90","0.012226751260459422","0.012226751260459422","0.012226751260459422"
"91","0.013971346011385322","0.013971346011385322","0.013971346011385322"
"92","0.014012534264475107","0.014012534264475107","0.014012534264475107"
"93","0.01306242630816996","0.01306242630816996","0.01306242630816996"
"94","0.012983814254403115","0.012983814254403115","0.012983814254403115"
"95","0.012682330468669534","0.012682330468669534","0.012682330468669534"
"96","0.011497588315978646","0.011497588315978646","0.011497588315978646"
"97","0.011469516390934586","0.011469516390934586","0.011469516390934586"
"98","0.010537550179287791","0.010537550179287791","0.010537550179287791"
"99","0.01391110043041408","0.01391110043041408","0.01391110043041408"
"100","0.010615248139947653","0.010615248139947653","0.010615248139947653"
"101","0.011565558006986975","0.011565558006986975","0.011565558006986975"
"102","0.010532660456374288","0.010532660456374288","0.010532660456374288"
"103","0.011891934229061008","0.011891934229061008","0.011891934229061008"
"104","0.012056680489331483","0.012056680489331483","0.012056680489331483"
"105","0.011743834475055337","0.011743834475055337","0.011743834475055337"
"106","0.009831921570003033","0.009831921570003033","0.009831921570003033"
"107","0.011193327000364661","0.011193327000364661","0.011193327000364661"
"108","0.010987060004845261","0.010987060004845261","0.010987060004845261"
"109","0.012026965850964189","0.012026965850964189","0.012026965850964189"
"110","0.010029463097453117","0.010029463097453117","0.010029463097453117"
"111","0.01226267023012042","0.01226267023012042","0.01226267023012042"
"112","0.009117774339392782","0.009117774339392782","0.009117774339392782"
"113","0.00913827121257782","0.00913827121257782","0.00913827121257782"
"115","0.012353743892163038","0.012353743892163038","0.012353743892163038"
"116","0.009615436010062695","0.009615436010062695","0.009615436010062695"
"117","0.010912590892985463","0.010912590892985463","0.010912590892985463"
"118","0.01179092307575047","0.01179092307575047","0.01179092307575047"
"119","0.012291547609493136","0.012291547609493136","0.012291547609493136"
"120","0.01562620042823255","0.01562620042823255","0.01562620042823255"
"121","0.011975785624235869","0.011975785624235869","0.011975785624235869"
"122","0.016208300786092877","0.016208300786092877","0.016208300786092877"
"123","0.01875177528709173","0.01875177528709173","0.01875177528709173"
"124","0.012976675620302558","0.012976675620302558","0.012976675620302558"
"125","0.011415435280650855","0.011415435280650855","0.011415435280650855"
"126","0.010758073721081018","0.010758073721081018","0.010758073721081018"
"127","0.010738379415124654","0.010738379415124654","0.010738379415124654"
"128","0.010610314225777984","0.010610314225777984","0.010610314225777984"
"129","0.009008617186918855","0.009008617186918855","0.009008617186918855"
"130","0.010267941327765585","0.010267941327765585","0.010267941327765585"
"131","0.013841133331879973","0.013841133331879973","0.013841133331879973"
"132","0.01165508278645575","0.01165508278645575","0.01165508278645575"
"133","0.009129555011168123","0.009129555011168123","0.009129555011168123"
"134","0.012599513307213784","0.012599513307213784","0.012599513307213784"
"135","0.00907237739302218","0.00907237739302218","0.00907237739302218"
"136","0.007696357392705977","0.007696357392705977","0.007696357392705977"
"137","0.005759027926251293","0.005759027926251293","0.005759027926251293"
"138","0.005677581788040698","0.005677581788040698","0.005677581788040698"
"139","0.005152109288610518","0.005152109288610518","0.005152109288610518"
"141","0.0066337233642116186","0.0066337233642116186","0.0066337233642116186"
"142","0.004894855665042996","0.004894855665042996","0.004894855665042996"
"143","0.005736548453569412","0.005736548453569412","0.005736548453569412"
"145","0.008456655684858561","0.008456655684858561","0.008456655684858561"
"146","0.007213481073267758","0.007213481073267758","0.007213481073267758"
"147","0.008880531974136829","0.008880531974136829","0.008880531974136829"
"148","0.008834682358428835","0.008834682358428835","0.008834682358428835"
"149","0.007023089588619769","0.007023089588619769","0.007023089588619769"
"150","0.007498144078999758","0.007498144078999758","0.007498144078999758"
"151","0.008656894089654088","0.008656894089654088","0.008656894089654088"
"152","0.0073918435024097565","0.0073918435024097565","0.0073918435024097565"
"153","0.008633343991823495","0.008633343991823495","0.008633343991823495"
"154","0.012344077927991748","0.012344077927991748","0.012344077927991748"
"155","0.012263177707791329","0.012263177707791329","0.012263177707791329"
"156","0.013405673671513796","0.013405673671513796","0.013405673671513796"
"157","0.012341748783364892","0.012341748783364892","0.012341748783364892"
"158","0.01045486805960536","0.01045486805960536","0.01045486805960536"
"159","0.01366114690899849","0.01366114690899849","0.01366114690899849"
"160","0.016916268086060882","0.016916268086060882","0.016916268086060882"
"161","0.01620348677970469","0.01620348677970469","0.01620348677970469"
"162","0.013129735086113214","0.013129735086113214","0.013129735086113214"
"163","0.013860072242096066","0.013860072242096066","0.013860072242096066"
"164","0.013181648077443242","0.013181648077443242","0.013181648077443242"
"165","0.011791543988510966","0.011791543988510966","0.011791543988510966"
"166","0.013412853563204407","0.013412853563204407","0.013412853563204407"
"167","0.012151986546814441","0.012151986546814441","0.012151986546814441"
"169","0.015376984188333154","0.015376984188333154","0.015376984188333154"
"170","0.01559693324379623","0.01559693324379623","0.01559693324379623"
"171","0.013280765665695072","0.013280765665695072","0.013280765665695072"
"172","0.011910150572657586","0.011910150572657586","0.011910150572657586"
"173","0.015457871137186885","0.015457871137186885","0.015457871137186885"
"174","0.013056331174448132","0.013056331174448132","0.013056331174448132"
"175","0.01392853637225926","0.01392853637225926","0.01392853637225926"
"176","0.016193902725353836","0.016193902725353836","0.016193902725353836"
"177","0.012027435284107924","0.012027435284107924","0.012027435284107924"
"178","0.015214766794815659","0.015214766794815659","0.015214766794815659"
"179","0.01076186541467905","0.01076186541467905","0.01076186541467905"
"180","0.012024383060634136","0.012024383060634136","0.012024383060634136"
"181","0.008200509124435484","0.008200509124435484","0.008200509124435484"
"182","0.01014041448943317","0.01014041448943317","0.01014041448943317"
"183","0.007156389672309161","0.007156389672309161","0.007156389672309161"
"184","0.009684903360903264","0.009684903360903264","0.009684903360903264"
"185","0.008248753659427167","0.008248753659427167","0.008248753659427167"
"186","0.010695158364251256","0.010695158364251256","0.010695158364251256"
"187","0.008835930214263498","0.008835930214263498","0.008835930214263498"
"188","0.006726566446013748","0.006726566446013748","0.006726566446013748"
"189","0.01053671226836741","0.01053671226836741","0.01053671226836741"
"190","0.01270295367576182","0.01270295367576182","0.01270295367576182"
"191","0.015283929510042071","0.015283929510042071","0.015283929510042071"
"192","0.010921468399465084","0.010921468399465084","0.010921468399465084"
"193","0.014898868976160884","0.014898868976160884","0.014898868976160884"
"194","0.014181748451665043","0.014181748451665043","0.014181748451665043"
"195","0.014270372968167067","0.014270372968167067","0.014270372968167067"
"197","0.012482491228729487","0.012482491228729487","0.012482491228729487"
"198","0.01318034236319363","0.01318034236319363","0.01318034236319363"
"199","0.01315033514983952","0.01315033514983952","0.01315033514983952"
"200","0.014418558729812504","0.014418558729812504","0.014418558729812504"
"201","0.013108872761949896","0.013108872761949896","0.013108872761949896"
"202","0.013563284976407885","0.013563284976407885","0.013563284976407885"
"203","0.01955172559246421","0.01955172559246421","0.01955172559246421"
"204","0.016730961902067066","0.016730961902067066","0.016730961902067066"
"205","0.01572829079814255","0.01572829079814255","0.01572829079814255"
"207","0.01619738987646997","0.01619738987646997","0.01619738987646997"
"208","0.019540969654917716","0.019540969654917716","0.019540969654917716"
"209","0.01786622041836381","0.01786622041836381","0.01786622041836381"
"210","0.016190251521766185","0.016190251521766185","0.016190251521766185"
"211","0.015086377365514636","0.015086377365514636","0.015086377365514636"
"212","0.014268046570941805","0.014268046570941805","0.014268046570941805"
"213","0.011341733066365123","0.011341733066365123","0.011341733066365123"
"214","0.012220850959420205","0.012220850959420205","0.012220850959420205"
"215","0.013324605720117687","0.013324605720117687","0.013324605720117687"
"216","0.016158435400575398","0.016158435400575398","0.016158435400575398"
"217","0.0193763236515224","0.0193763236515224","0.0193763236515224"
"218","0.012049720576032995","0.012049720576032995","0.012049720576032995"
"219","0.011431446252390742","0.011431446252390742","0.011431446252390742"
"220","0.012490306096151472","0.012490306096151472","0.012490306096151472"
"221","0.012921078968793154","0.012921078968793154","0.012921078968793154"
"222","0.013007084373384714","0.013007084373384714","0.013007084373384714"
"223","0.011370646581053735","0.011370646581053735","0.011370646581053735"
"224","0.015335505828261375","0.015335505828261375","0.015335505828261375"
"225","0.016626675985753535","0.016626675985753535","0.016626675985753535"
"226","0.00903793885372579","0.00903793885372579","0.00903793885372579"
"227","0.01048537427559495","0.01048537427559495","0.01048537427559495"
"229","0.013738530315458774","0.013738530315458774","0.013738530315458774"
"230","0.012407602369785308","0.012407602369785308","0.012407602369785308"
"231","0.01537957638502121","0.01537957638502121","0.01537957638502121"
"232","0.010761291114613413","0.010761291114613413","0.010761291114613413"
"233","0.018026906857267024","0.018026906857267024","0.018026906857267024"
"235","0.017725102603435516","0.017725102603435516","0.017725102603435516"
"236","0.01245993422344327","0.01245993422344327","0.01245993422344327"
"237","0.010633579920977354","0.010633579920977354","0.010633579920977354"
"238","0.010906936042010784","0.010906936042010784","0.010906936042010784"
"239","0.011354998173192143","0.011354998173192143","0.011354998173192143"
"240","0.013736704271286726","0.013736704271286726","0.013736704271286726"
"241","0.013419441506266594","0.013419441506266594","0.013419441506266594"
"242","0.014867037208750844","0.014867037208750844","0.014867037208750844"
"243","0.011249162489548326","0.011249162489548326","0.011249162489548326"
"245","0.011717708921059966","0.011717708921059966","0.011717708921059966"
"246","0.017354606976732613","0.017354606976732613","0.017354606976732613"
"247","0.014514550147578121","0.014514550147578121","0.014514550147578121"
"249","0.013721621548756956","0.013721621548756956","0.013721621548756956"
"250","0.013966841530054808","0.013966841530054808","0.013966841530054808"
"251","0.013807657361030578","0.013807657361030578","0.013807657361030578"
"252","0.011949188262224197","0.011949188262224197","0.011949188262224197"
"253","0.014262241264805197","0.014262241264805197","0.014262241264805197"
"254","0.017355813970789315","0.017355813970789315","0.017355813970789315"
"255","0.016085928678512572","0.016085928678512572","0.016085928678512572"
"256","0.012962229922413826","0.012962229922413826","0.012962229922413826"
"257","0.011365292221307754","0.011365292221307754","0.011365292221307754"
"258","0.011025787889957428","0.011025787889957428","0.011025787889957428"
"259","0.011287162406370043","0.011287162406370043","0.011287162406370043"
"260","0.01070689964108169","0.01070689964108169","0.01070689964108169"
"261","0.01046729302033782","0.01046729302033782","0.01046729302033782"
"262","0.01318961321376264","0.01318961321376264","0.01318961321376264"
"263","0.009946519415825606","0.009946519415825606","0.009946519415825606"
"264","0.010501173976808786","0.010501173976808786","0.010501173976808786"
"265","0.008418916934169829","0.008418916934169829","0.008418916934169829"
"266","0.009267504932358861","0.009267504932358861","0.009267504932358861"
"267","0.011608778638765216","0.011608778638765216","0.011608778638765216"
"268","0.01125408741645515","0.01125408741645515","0.01125408741645515"
"269","0.011008986178785563","0.011008986178785563","0.011008986178785563"
"270","0.011438269400969148","0.011438269400969148","0.011438269400969148"
"271","0.008695749961771072","0.008695749961771072","0.008695749961771072"
"272","0.00816217267420143","0.00816217267420143","0.00816217267420143"
"273","0.008526155003346502","0.008526155003346502","0.008526155003346502"
"274","0.009619467426091433","0.009619467426091433","0.009619467426091433"
"275","0.010518071474507451","0.010518071474507451","0.010518071474507451"
"276","0.0086137430742383","0.0086137430742383","0.0086137430742383"
"277","0.007701860088855028","0.007701860088855028","0.007701860088855028"
"278","0.00923379003070295","0.00923379003070295","0.00923379003070295"
"279","0.009353507589548827","0.009353507589548827","0.009353507589548827"
"280","0.012305501848459244","0.012305501848459244","0.012305501848459244"
"281","0.010147070279344916","0.010147070279344916","0.010147070279344916"
"282","0.008889759331941605","0.008889759331941605","0.008889759331941605"
"283","0.015130743943154812","0.015130743943154812","0.015130743943154812"
"284","0.012018336821347475","0.012018336821347475","0.012018336821347475"
"285","0.011781774880364537","0.011781774880364537","0.011781774880364537"
"286","0.008933127159252763","0.008933127159252763","0.008933127159252763"
"287","0.008817473938688637","0.008817473938688637","0.008817473938688637"
"288","0.009110762551426888","0.009110762551426888","0.009110762551426888"
"289","0.010789429862052202","0.010789429862052202","0.010789429862052202"
"290","0.008660527295432985","0.008660527295432985","0.008660527295432985"
"291","0.008637052960693836","0.008637052960693836","0.008637052960693836"
"292","0.010849870182573796","0.010849870182573796","0.010849870182573796"
"293","0.009982571611180902","0.009982571611180902","0.009982571611180902"
"294","0.011124010337516666","0.011124010337516666","0.011124010337516666"
"295","0.008647995023056864","0.008647995023056864","0.008647995023056864"
"296","0.011757306521758437","0.011757306521758437","0.011757306521758437"
"297","0.008514338918030263","0.008514338918030263","0.008514338918030263"
"298","0.009522372670471669","0.009522372670471669","0.009522372670471669"
"299","0.008810417843051255","0.008810417843051255","0.008810417843051255"
"300","0.009303360246121883","0.009303360246121883","0.009303360246121883"
"301","0.008371288585476578","0.008371288585476578","0.008371288585476578"
"302","0.008412856957875192","0.008412856957875192","0.008412856957875192"
"304","0.010310522699728607","0.010310522699728607","0.010310522699728607"
"305","0.009703021892346442","0.009703021892346442","0.009703021892346442"
"306","0.009931486262939871","0.009931486262939871","0.009931486262939871"
"307","0.013503350550308824","0.013503350550308824","0.013503350550308824"
"309","0.008972400333732367","0.008972400333732367","0.008972400333732367"
"310","0.011896261107176542","0.011896261107176542","0.011896261107176542"
"311","0.008144497335888446","0.008144497335888446","0.008144497335888446"
"312","0.008512875577434898","0.008512875577434898","0.008512875577434898"
"313","0.010276997368782759","0.010276997368782759","0.010276997368782759"
"314","0.012075763335451484","0.012075763335451484","0.012075763335451484"
"315","0.01392224091105163","0.01392224091105163","0.01392224091105163"
"316","0.010443870583549142","0.010443870583549142","0.010443870583549142"
"317","0.012980505218729376","0.012980505218729376","0.012980505218729376"
"318","0.01174868168309331","0.01174868168309331","0.01174868168309331"
"319","0.011081205867230891","0.011081205867230891","0.011081205867230891"
"320","0.00960629703477025","0.00960629703477025","0.00960629703477025"
"321","0.009624348161742092","0.009624348161742092","0.009624348161742092"
"323","0.010710675874724985","0.010710675874724985","0.010710675874724985"
"324","0.010570603376254439","0.010570603376254439","0.010570603376254439"
"325","0.012004794226959348","0.012004794226959348","0.012004794226959348"
"326","0.014157715253531933","0.014157715253531933","0.014157715253531933"
"327","0.012798955338075757","0.012798955338075757","0.012798955338075757"
"328","0.015472303703427314","0.015472303703427314","0.015472303703427314"
"329","0.014439659472554923","0.014439659472554923","0.014439659472554923"
"330","0.014085630280897021","0.014085630280897021","0.014085630280897021"
"331","0.012189257889986038","0.012189257889986038","0.012189257889986038"
"332","0.01478984341956675","0.01478984341956675","0.01478984341956675"
"333","0.014047016575932502","0.014047016575932502","0.014047016575932502"
"334","0.011210476094856859","0.011210476094856859","0.011210476094856859"
"335","0.012151166656985879","0.012151166656985879","0.012151166656985879"
"336","0.007733236788772047","0.007733236788772047","0.007733236788772047"
"338","0.009054218605160713","0.009054218605160713","0.009054218605160713"
"339","0.008784342999570071","0.008784342999570071","0.008784342999570071"
"340","0.011210440518334508","0.011210440518334508","0.011210440518334508"
"341","0.011803608015179634","0.011803608015179634","0.011803608015179634"
"342","0.010519392881542444","0.010519392881542444","0.010519392881542444"
"343","0.009336634608916938","0.009336634608916938","0.009336634608916938"
"344","0.010074863419868052","0.010074863419868052","0.010074863419868052"
"345","0.011077935388311744","0.011077935388311744","0.011077935388311744"
"346","0.010311091132462025","0.010311091132462025","0.010311091132462025"
"347","0.007994425878860057","0.007994425878860057","0.007994425878860057"
"348","0.00847846686374396","0.00847846686374396","0.00847846686374396"
"349","0.01459392874967307","0.01459392874967307","0.01459392874967307"
"350","0.008838427835144103","0.008838427835144103","0.008838427835144103"
"351","0.010924906516447664","0.010924906516447664","0.010924906516447664"
"354","0.007318485621362924","0.007318485621362924","0.007318485621362924"
"355","0.008173961262218653","0.008173961262218653","0.008173961262218653"
"356","0.009313353709876538","0.009313353709876538","0.009313353709876538"
"357","0.007495274348184466","0.007495274348184466","0.007495274348184466"
"358","0.009136938909068703","0.009136938909068703","0.009136938909068703"
"359","0.012502579484134912","0.012502579484134912","0.012502579484134912"
"360","0.010774890659376979","0.010774890659376979","0.010774890659376979"
"361","0.01625889600254595","0.01625889600254595","0.01625889600254595"
"362","0.011193858599290252","0.011193858599290252","0.011193858599290252"
"363","0.009950958285480737","0.009950958285480737","0.009950958285480737"
"364","0.012563222786411643","0.012563222786411643","0.012563222786411643"
"365","0.013813579408451914","0.013813579408451914","0.013813579408451914"
"366","0.012983287684619427","0.012983287684619427","0.012983287684619427"
"367","0.014393230294808745","0.014393230294808745","0.014393230294808745"
"368","0.012951895827427506","0.012951895827427506","0.012951895827427506"
"369","0.01539691393263638","0.01539691393263638","0.01539691393263638"
"370","0.01587871238589287","0.01587871238589287","0.01587871238589287"
"371","0.012193476734682917","0.012193476734682917","0.012193476734682917"
"372","0.011487276758998632","0.011487276758998632","0.011487276758998632"
"374","0.014728877367451787","0.014728877367451787","0.014728877367451787"
"375","0.011037115193903446","0.011037115193903446","0.011037115193903446"
"376","0.011804819852113724","0.011804819852113724","0.011804819852113724"
"377","0.009910248173400759","0.009910248173400759","0.009910248173400759"
"378","0.011434336006641389","0.011434336006641389","0.011434336006641389"
"379","0.009635759936645626","0.009635759936645626","0.009635759936645626"
"380","0.009853174909949303","0.009853174909949303","0.009853174909949303"
"381","0.012567356089130044","0.012567356089130044","0.012567356089130044"
"382","0.014228504244238138","0.014228504244238138","0.014228504244238138"
"383","0.011278581293299794","0.011278581293299794","0.011278581293299794"
"384","0.010047523258253931","0.010047523258253931","0.010047523258253931"
"385","0.009690987598150968","0.009690987598150968","0.009690987598150968"
"386","0.00791311846114695","0.00791311846114695","0.00791311846114695"
"387","0.008029354503378272","0.008029354503378272","0.008029354503378272"
"388","0.011285776691511273","0.011285776691511273","0.011285776691511273"
"389","0.008378208638168872","0.008378208638168872","0.008378208638168872"
"390","0.008087454503402114","0.008087454503402114","0.008087454503402114"
"391","0.009869628143496812","0.009869628143496812","0.009869628143496812"
"393","0.009089653030969203","0.009089653030969203","0.009089653030969203"
"394","0.011536850268021226","0.011536850268021226","0.011536850268021226"
"395","0.012869650591164827","0.012869650591164827","0.012869650591164827"
"396","0.01183192660100758","0.01183192660100758","0.01183192660100758"
"397","0.008255327166989446","0.008255327166989446","0.008255327166989446"
"398","0.013010026421397924","0.013010026421397924","0.013010026421397924"
"399","0.008655690751038492","0.008655690751038492","0.008655690751038492"
"400","0.007065340667031706","0.007065340667031706","0.007065340667031706"
"401","0.010218289867043494","0.010218289867043494","0.010218289867043494"
"402","0.008611397934146225","0.008611397934146225","0.008611397934146225"
"403","0.009417542489245534","0.009417542489245534","0.009417542489245534"
"404","0.008312154235318303","0.008312154235318303","0.008312154235318303"
"405","0.009357036696746946","0.009357036696746946","0.009357036696746946"
"406","0.009890001872554422","0.009890001872554422","0.009890001872554422"
"407","0.0106355719268322","0.0106355719268322","0.0106355719268322"
"408","0.010946082090958953","0.010946082090958953","0.010946082090958953"
"409","0.013034493150189518","0.013034493150189518","0.013034493150189518"
"410","0.012586555816233158","0.012586555816233158","0.012586555816233158"
"411","0.011709600919857621","0.011709600919857621","0.011709600919857621"
"412","0.014678877172991633","0.014678877172991633","0.014678877172991633"
"413","0.010706799244508148","0.010706799244508148","0.010706799244508148"
"414","0.011515157390385866","0.011515157390385866","0.011515157390385866"
"415","0.013616151921451092","0.013616151921451092","0.013616151921451092"
"416","0.01442050626501441","0.01442050626501441","0.01442050626501441"
"417","0.009115127846598625","0.009115127846598625","0.009115127846598625"
"418","0.010740341106429695","0.010740341106429695","0.010740341106429695"
"419","0.01033875965513289","0.01033875965513289","0.01033875965513289"
"420","0.013922815723344684","0.013922815723344684","0.013922815723344684"
"421","0.019913205038756134","0.019913205038756134","0.019913205038756134"
"423","0.012001251243054867","0.012001251243054867","0.012001251243054867"
"424","0.013006838411092759","0.013006838411092759","0.013006838411092759"
"425","0.010004717390984297","0.010004717390984297","0.010004717390984297"
"426","0.012381406035274267","0.012381406035274267","0.012381406035274267"
"427","0.013340941304340959","0.013340941304340959","0.013340941304340959"
"428","0.009167094179429115","0.009167094179429115","0.009167094179429115"
"429","0.010899800108745694","0.010899800108745694","0.010899800108745694"
"430","0.00951614931691438","0.00951614931691438","0.00951614931691438"
"431","0.009908099472522736","0.009908099472522736","0.009908099472522736"
"432","0.009358292701654137","0.009358292701654137","0.009358292701654137"
"433","0.012998679233714939","0.012998679233714939","0.012998679233714939"
"435","0.008052786136977375","0.008052786136977375","0.008052786136977375"
"436","0.007173858070746064","0.007173858070746064","0.007173858070746064"
"437","0.009674363443627954","0.009674363443627954","0.009674363443627954"
"438","0.009174972912296653","0.009174972912296653","0.009174972912296653"
"439","0.008455609157681464","0.008455609157681464","0.008455609157681464"
"440","0.01275105900131166","0.01275105900131166","0.01275105900131166"
"441","0.012759384559467435","0.012759384559467435","0.012759384559467435"
"442","0.010923969792202115","0.010923969792202115","0.010923969792202115"
"443","0.011999574396759272","0.011999574396759272","0.011999574396759272"
"444","0.012443527206778526","0.012443527206778526","0.012443527206778526"
"446","0.011046586092561483","0.011046586092561483","0.011046586092561483"
"447","0.011084015760570765","0.011084015760570765","0.011084015760570765"
"448","0.010273380670696497","0.010273380670696497","0.010273380670696497"
"449","0.011110739083960652","0.011110739083960652","0.011110739083960652"
"450","0.01128298519179225","0.01128298519179225","0.01128298519179225"
"452","0.018619117606431246","0.018619117606431246","0.018619117606431246"
"453","0.021014962624758483","0.021014962624758483","0.021014962624758483"
"454","0.015672525111585855","0.015672525111585855","0.015672525111585855"
"455","0.019314434938132764","0.019314434938132764","0.019314434938132764"
"456","0.01710587041452527","0.01710587041452527","0.01710587041452527"
"457","0.01513949865475297","0.01513949865475297","0.01513949865475297"
"458","0.017771007679402828","0.017771007679402828","0.017771007679402828"
"459","0.01640590368770063","0.01640590368770063","0.01640590368770063"
"460","0.015610743127763272","0.015610743127763272","0.015610743127763272"
"461","0.011744379252195358","0.011744379252195358","0.011744379252195358"
"462","0.017472203029319643","0.017472203029319643","0.017472203029319643"
"463","0.019930568849667908","0.019930568849667908","0.019930568849667908"
"464","0.01594239301048219","0.01594239301048219","0.01594239301048219"
"465","0.012914821645244956","0.012914821645244956","0.012914821645244956"
"467","0.01242786911316216","0.01242786911316216","0.01242786911316216"
"468","0.01651923106983304","0.01651923106983304","0.01651923106983304"
"469","0.014079265389591455","0.014079265389591455","0.014079265389591455"
"470","0.012225525733083487","0.012225525733083487","0.012225525733083487"
"471","0.011848606681451202","0.011848606681451202","0.011848606681451202"
"472","0.009785933559760452","0.009785933559760452","0.009785933559760452"
"473","0.010175017546862364","0.010175017546862364","0.010175017546862364"
"474","0.01020831661298871","0.01020831661298871","0.01020831661298871"
"475","0.007537851622328162","0.007537851622328162","0.007537851622328162"
"476","0.008783319918438792","0.008783319918438792","0.008783319918438792"
