"Step","2CornerORIp2 - Metrics/targetPosition/error_heading","2CornerORIp2 - Metrics/targetPosition/error_heading__MIN","2CornerORIp2 - Metrics/targetPosition/error_heading__MAX"
"8180","1.6519240140914917","1.6519240140914917","1.6519240140914917"
"8181","1.7239933013916016","1.7239933013916016","1.7239933013916016"
"8182","1.5484733581542969","1.5484733581542969","1.5484733581542969"
"8183","1.7250865697860718","1.7250865697860718","1.7250865697860718"
"8184","1.5280869007110596","1.5280869007110596","1.5280869007110596"
"8185","1.6596534252166748","1.6596534252166748","1.6596534252166748"
"8186","1.5990393161773682","1.5990393161773682","1.5990393161773682"
"8187","1.518410086631775","1.518410086631775","1.518410086631775"
"8188","1.6268619298934937","1.6268619298934937","1.6268619298934937"
"8189","1.4220235347747803","1.4220235347747803","1.4220235347747803"
"8190","1.6339898109436035","1.6339898109436035","1.6339898109436035"
"8191","1.4461650848388672","1.4461650848388672","1.4461650848388672"
"8192","1.644238829612732","1.644238829612732","1.644238829612732"
"8193","1.537215232849121","1.537215232849121","1.537215232849121"
"8194","1.6397521495819092","1.6397521495819092","1.6397521495819092"
"8195","1.5834258794784546","1.5834258794784546","1.5834258794784546"
"8196","1.5640513896942139","1.5640513896942139","1.5640513896942139"
"8197","1.6908137798309326","1.6908137798309326","1.6908137798309326"
"8198","1.677633285522461","1.677633285522461","1.677633285522461"
"8199","1.5307698249816895","1.5307698249816895","1.5307698249816895"
"8200","1.5452566146850586","1.5452566146850586","1.5452566146850586"
"8201","1.6886935234069824","1.6886935234069824","1.6886935234069824"
"8202","1.6201705932617188","1.6201705932617188","1.6201705932617188"
"8203","1.583695650100708","1.583695650100708","1.583695650100708"
"8204","1.523240089416504","1.523240089416504","1.523240089416504"
"8205","1.5403393507003784","1.5403393507003784","1.5403393507003784"
"8206","1.7142772674560547","1.7142772674560547","1.7142772674560547"
"8207","1.6509698629379272","1.6509698629379272","1.6509698629379272"
"8208","1.420812964439392","1.420812964439392","1.420812964439392"
"8209","1.5226081609725952","1.5226081609725952","1.5226081609725952"
"8210","1.7096189260482788","1.7096189260482788","1.7096189260482788"
"8211","1.4555001258850098","1.4555001258850098","1.4555001258850098"
"8212","1.595488429069519","1.595488429069519","1.595488429069519"
"8213","1.5641731023788452","1.5641731023788452","1.5641731023788452"
"8214","1.4952049255371094","1.4952049255371094","1.4952049255371094"
"8215","1.648191213607788","1.648191213607788","1.648191213607788"
"8216","1.6289021968841553","1.6289021968841553","1.6289021968841553"
"8217","1.5339336395263672","1.5339336395263672","1.5339336395263672"
"8218","1.4861810207366943","1.4861810207366943","1.4861810207366943"
"8219","1.5734107494354248","1.5734107494354248","1.5734107494354248"
"8220","1.6131360530853271","1.6131360530853271","1.6131360530853271"
"8221","1.5205614566802979","1.5205614566802979","1.5205614566802979"
"8222","1.6198495626449585","1.6198495626449585","1.6198495626449585"
"8223","1.5072792768478394","1.5072792768478394","1.5072792768478394"
"8224","1.4857079982757568","1.4857079982757568","1.4857079982757568"
"8225","1.4328340291976929","1.4328340291976929","1.4328340291976929"
"8226","1.6363635063171387","1.6363635063171387","1.6363635063171387"
"8227","1.4913386106491089","1.4913386106491089","1.4913386106491089"
"8228","1.4972240924835205","1.4972240924835205","1.4972240924835205"
"8229","1.540424108505249","1.540424108505249","1.540424108505249"
"8230","1.4218933582305908","1.4218933582305908","1.4218933582305908"
"8231","1.5952816009521484","1.5952816009521484","1.5952816009521484"
"8232","1.6579887866973877","1.6579887866973877","1.6579887866973877"
"8233","1.5856273174285889","1.5856273174285889","1.5856273174285889"
"8234","1.5453050136566162","1.5453050136566162","1.5453050136566162"
"8235","1.5425543785095215","1.5425543785095215","1.5425543785095215"
"8236","1.6068446636199951","1.6068446636199951","1.6068446636199951"
"8237","1.551061987876892","1.551061987876892","1.551061987876892"
"8238","1.8007011413574219","1.8007011413574219","1.8007011413574219"
"8239","1.6043529510498047","1.6043529510498047","1.6043529510498047"
"8240","1.6287672519683838","1.6287672519683838","1.6287672519683838"
"8241","1.3988951444625854","1.3988951444625854","1.3988951444625854"
"8242","1.5283823013305664","1.5283823013305664","1.5283823013305664"
"8243","1.7359039783477783","1.7359039783477783","1.7359039783477783"
"8244","1.6228511333465576","1.6228511333465576","1.6228511333465576"
"8245","1.6120680570602417","1.6120680570602417","1.6120680570602417"
"8246","1.5433287620544434","1.5433287620544434","1.5433287620544434"
"8247","1.4456608295440674","1.4456608295440674","1.4456608295440674"
"8248","1.587755560874939","1.587755560874939","1.587755560874939"
"8249","1.6778864860534668","1.6778864860534668","1.6778864860534668"
"8250","1.4814757108688354","1.4814757108688354","1.4814757108688354"
"8251","1.596544623374939","1.596544623374939","1.596544623374939"
"8252","1.5976122617721558","1.5976122617721558","1.5976122617721558"
"8253","1.6314066648483276","1.6314066648483276","1.6314066648483276"
"8254","1.5867254734039307","1.5867254734039307","1.5867254734039307"
"8255","1.5425103902816772","1.5425103902816772","1.5425103902816772"
"8256","1.620107889175415","1.620107889175415","1.620107889175415"
"8257","1.6544631719589233","1.6544631719589233","1.6544631719589233"
"8258","1.4965474605560303","1.4965474605560303","1.4965474605560303"
"8259","1.6560109853744507","1.6560109853744507","1.6560109853744507"
"8260","1.5215623378753662","1.5215623378753662","1.5215623378753662"
"8261","1.447079062461853","1.447079062461853","1.447079062461853"
"8262","1.6715314388275146","1.6715314388275146","1.6715314388275146"
"8263","1.4711641073226929","1.4711641073226929","1.4711641073226929"
"8264","1.5462697744369507","1.5462697744369507","1.5462697744369507"
"8265","1.5519956350326538","1.5519956350326538","1.5519956350326538"
"8266","1.5377929210662842","1.5377929210662842","1.5377929210662842"
"8267","1.56940495967865","1.56940495967865","1.56940495967865"
"8268","1.559967041015625","1.559967041015625","1.559967041015625"
"8269","1.670722484588623","1.670722484588623","1.670722484588623"
"8270","1.615043044090271","1.615043044090271","1.615043044090271"
"8271","1.6810393333435059","1.6810393333435059","1.6810393333435059"
"8272","1.636061668395996","1.636061668395996","1.636061668395996"
"8273","1.545210361480713","1.545210361480713","1.545210361480713"
"8274","1.4849250316619873","1.4849250316619873","1.4849250316619873"
"8275","1.5368388891220093","1.5368388891220093","1.5368388891220093"
"8276","1.5356597900390625","1.5356597900390625","1.5356597900390625"
"8277","1.7628965377807617","1.7628965377807617","1.7628965377807617"
"8278","1.4350519180297852","1.4350519180297852","1.4350519180297852"
"8279","1.6072559356689453","1.6072559356689453","1.6072559356689453"
"8280","1.5743873119354248","1.5743873119354248","1.5743873119354248"
"8281","1.6293147802352905","1.6293147802352905","1.6293147802352905"
"8282","1.5741517543792725","1.5741517543792725","1.5741517543792725"
"8283","1.4493951797485352","1.4493951797485352","1.4493951797485352"
"8284","1.654953956604004","1.654953956604004","1.654953956604004"
"8285","1.6515287160873413","1.6515287160873413","1.6515287160873413"
"8286","1.636574625968933","1.636574625968933","1.636574625968933"
"8287","1.4515141248703003","1.4515141248703003","1.4515141248703003"
"8288","1.6944059133529663","1.6944059133529663","1.6944059133529663"
"8289","1.4812829494476318","1.4812829494476318","1.4812829494476318"
"8290","1.6418910026550293","1.6418910026550293","1.6418910026550293"
"8291","1.644307017326355","1.644307017326355","1.644307017326355"
"8292","1.5283840894699097","1.5283840894699097","1.5283840894699097"
"8293","1.4936027526855469","1.4936027526855469","1.4936027526855469"
"8294","1.6136788129806519","1.6136788129806519","1.6136788129806519"
"8295","1.4728584289550781","1.4728584289550781","1.4728584289550781"
"8296","1.420422077178955","1.420422077178955","1.420422077178955"
"8297","1.619744062423706","1.619744062423706","1.619744062423706"
"8298","1.7225555181503296","1.7225555181503296","1.7225555181503296"
"8299","1.6497366428375244","1.6497366428375244","1.6497366428375244"
"8300","1.6191649436950684","1.6191649436950684","1.6191649436950684"
"8301","1.4530534744262695","1.4530534744262695","1.4530534744262695"
"8302","1.5841643810272217","1.5841643810272217","1.5841643810272217"
"8303","1.5051403045654297","1.5051403045654297","1.5051403045654297"
"8304","1.56612229347229","1.56612229347229","1.56612229347229"
"8305","1.682589054107666","1.682589054107666","1.682589054107666"
"8306","1.5737688541412354","1.5737688541412354","1.5737688541412354"
"8307","1.7952771186828613","1.7952771186828613","1.7952771186828613"
"8308","1.4739043712615967","1.4739043712615967","1.4739043712615967"
"8309","1.4898089170455933","1.4898089170455933","1.4898089170455933"
"8310","1.6644777059555054","1.6644777059555054","1.6644777059555054"
"8311","1.8642499446868896","1.8642499446868896","1.8642499446868896"
"8312","1.6835607290267944","1.6835607290267944","1.6835607290267944"
"8313","1.4318206310272217","1.4318206310272217","1.4318206310272217"
"8314","1.4699513912200928","1.4699513912200928","1.4699513912200928"
"8315","1.532097578048706","1.532097578048706","1.532097578048706"
"8316","1.452791452407837","1.452791452407837","1.452791452407837"
"8317","1.5345796346664429","1.5345796346664429","1.5345796346664429"
"8318","1.4469373226165771","1.4469373226165771","1.4469373226165771"
"8319","1.4687198400497437","1.4687198400497437","1.4687198400497437"
"8320","1.551584243774414","1.551584243774414","1.551584243774414"
"8321","1.4776124954223633","1.4776124954223633","1.4776124954223633"
"8322","1.5109819173812866","1.5109819173812866","1.5109819173812866"
"8323","1.6969159841537476","1.6969159841537476","1.6969159841537476"
"8324","1.5571906566619873","1.5571906566619873","1.5571906566619873"
"8325","1.5353951454162598","1.5353951454162598","1.5353951454162598"
"8326","1.5104368925094604","1.5104368925094604","1.5104368925094604"
"8327","1.4929146766662598","1.4929146766662598","1.4929146766662598"
"8328","1.5335912704467773","1.5335912704467773","1.5335912704467773"
"8329","1.6665351390838623","1.6665351390838623","1.6665351390838623"
"8330","1.503572702407837","1.503572702407837","1.503572702407837"
"8331","1.6556651592254639","1.6556651592254639","1.6556651592254639"
"8332","1.4590933322906494","1.4590933322906494","1.4590933322906494"
"8333","1.5185694694519043","1.5185694694519043","1.5185694694519043"
"8334","1.5752601623535156","1.5752601623535156","1.5752601623535156"
"8335","1.5268243551254272","1.5268243551254272","1.5268243551254272"
"8336","1.599900245666504","1.599900245666504","1.599900245666504"
"8337","1.293125867843628","1.293125867843628","1.293125867843628"
"8338","1.677971601486206","1.677971601486206","1.677971601486206"
"8339","1.5261915922164917","1.5261915922164917","1.5261915922164917"
"8340","1.6479578018188477","1.6479578018188477","1.6479578018188477"
"8341","1.4233859777450562","1.4233859777450562","1.4233859777450562"
"8342","1.583087682723999","1.583087682723999","1.583087682723999"
"8343","1.4077157974243164","1.4077157974243164","1.4077157974243164"
"8344","1.6364350318908691","1.6364350318908691","1.6364350318908691"
"8345","1.603142261505127","1.603142261505127","1.603142261505127"
"8346","1.4869558811187744","1.4869558811187744","1.4869558811187744"
"8347","1.5539138317108154","1.5539138317108154","1.5539138317108154"
"8348","1.6494139432907104","1.6494139432907104","1.6494139432907104"
"8349","1.6385681629180908","1.6385681629180908","1.6385681629180908"
"8350","1.4388747215270996","1.4388747215270996","1.4388747215270996"
"8351","1.6182096004486084","1.6182096004486084","1.6182096004486084"
"8352","1.6111630201339722","1.6111630201339722","1.6111630201339722"
"8353","1.4957342147827148","1.4957342147827148","1.4957342147827148"
"8354","1.671973466873169","1.671973466873169","1.671973466873169"
"8355","1.4123382568359375","1.4123382568359375","1.4123382568359375"
"8356","1.5782016515731812","1.5782016515731812","1.5782016515731812"
"8357","1.6297506093978882","1.6297506093978882","1.6297506093978882"
"8358","1.4514625072479248","1.4514625072479248","1.4514625072479248"
"8359","1.508405089378357","1.508405089378357","1.508405089378357"
"8360","1.6515697240829468","1.6515697240829468","1.6515697240829468"
"8361","1.519444227218628","1.519444227218628","1.519444227218628"
"8362","1.5181268453598022","1.5181268453598022","1.5181268453598022"
"8363","1.5218229293823242","1.5218229293823242","1.5218229293823242"
"8364","1.5422824621200562","1.5422824621200562","1.5422824621200562"
"8365","1.518519401550293","1.518519401550293","1.518519401550293"
"8366","1.5349887609481812","1.5349887609481812","1.5349887609481812"
"8367","1.7496742010116577","1.7496742010116577","1.7496742010116577"
"8368","1.4265811443328857","1.4265811443328857","1.4265811443328857"
"8369","1.6309490203857422","1.6309490203857422","1.6309490203857422"
"8370","1.3790428638458252","1.3790428638458252","1.3790428638458252"
"8371","1.504856824874878","1.504856824874878","1.504856824874878"
"8372","1.6791296005249023","1.6791296005249023","1.6791296005249023"
"8373","1.3544807434082031","1.3544807434082031","1.3544807434082031"
"8374","1.4916868209838867","1.4916868209838867","1.4916868209838867"
"8375","1.6172593832015991","1.6172593832015991","1.6172593832015991"
"8376","1.4554446935653687","1.4554446935653687","1.4554446935653687"
"8377","1.3637893199920654","1.3637893199920654","1.3637893199920654"
"8378","1.7330068349838257","1.7330068349838257","1.7330068349838257"
"8379","1.6666460037231445","1.6666460037231445","1.6666460037231445"
"8380","1.4176959991455078","1.4176959991455078","1.4176959991455078"
"8381","1.5969690084457397","1.5969690084457397","1.5969690084457397"
"8382","1.7238458395004272","1.7238458395004272","1.7238458395004272"
"8383","1.544767141342163","1.544767141342163","1.544767141342163"
"8384","1.372396469116211","1.372396469116211","1.372396469116211"
"8385","1.474167823791504","1.474167823791504","1.474167823791504"
"8386","1.6312742233276367","1.6312742233276367","1.6312742233276367"
"8387","1.4877994060516357","1.4877994060516357","1.4877994060516357"
"8388","1.7417386770248413","1.7417386770248413","1.7417386770248413"
"8389","1.8277597427368164","1.8277597427368164","1.8277597427368164"
"8390","1.1801975965499878","1.1801975965499878","1.1801975965499878"
"8391","1.5435750484466553","1.5435750484466553","1.5435750484466553"
"8392","1.5579893589019775","1.5579893589019775","1.5579893589019775"
"8393","1.6991089582443237","1.6991089582443237","1.6991089582443237"
"8394","1.67942214012146","1.67942214012146","1.67942214012146"
"8395","1.6490652561187744","1.6490652561187744","1.6490652561187744"
"8396","1.4348399639129639","1.4348399639129639","1.4348399639129639"
"8397","1.4953054189682007","1.4953054189682007","1.4953054189682007"
"8398","1.6938750743865967","1.6938750743865967","1.6938750743865967"
"8399","1.5310120582580566","1.5310120582580566","1.5310120582580566"
"8400","1.6516590118408203","1.6516590118408203","1.6516590118408203"
"8401","1.4388844966888428","1.4388844966888428","1.4388844966888428"
"8402","1.562002420425415","1.562002420425415","1.562002420425415"
"8403","1.4288527965545654","1.4288527965545654","1.4288527965545654"
"8404","1.44866943359375","1.44866943359375","1.44866943359375"
"8405","1.8544070720672607","1.8544070720672607","1.8544070720672607"
"8406","1.6051809787750244","1.6051809787750244","1.6051809787750244"
"8407","1.494964599609375","1.494964599609375","1.494964599609375"
"8408","1.5793893337249756","1.5793893337249756","1.5793893337249756"
"8409","1.5977853536605835","1.5977853536605835","1.5977853536605835"
"8410","1.654924750328064","1.654924750328064","1.654924750328064"
"8411","1.6495294570922852","1.6495294570922852","1.6495294570922852"
"8412","1.5295552015304565","1.5295552015304565","1.5295552015304565"
"8413","1.5976965427398682","1.5976965427398682","1.5976965427398682"
"8414","1.5111750364303589","1.5111750364303589","1.5111750364303589"
"8415","1.5985968112945557","1.5985968112945557","1.5985968112945557"
"8416","1.6080446243286133","1.6080446243286133","1.6080446243286133"
"8417","1.5650510787963867","1.5650510787963867","1.5650510787963867"
"8418","1.5539014339447021","1.5539014339447021","1.5539014339447021"
"8419","1.5154550075531006","1.5154550075531006","1.5154550075531006"
"8420","1.498457670211792","1.498457670211792","1.498457670211792"
"8421","1.462888479232788","1.462888479232788","1.462888479232788"
"8422","1.6446266174316406","1.6446266174316406","1.6446266174316406"
"8423","1.6219861507415771","1.6219861507415771","1.6219861507415771"
"8424","1.6794214248657227","1.6794214248657227","1.6794214248657227"
"8425","1.6856311559677124","1.6856311559677124","1.6856311559677124"
"8426","1.3620723485946655","1.3620723485946655","1.3620723485946655"
"8427","1.4273462295532227","1.4273462295532227","1.4273462295532227"
"8428","1.4670896530151367","1.4670896530151367","1.4670896530151367"
"8429","1.5612237453460693","1.5612237453460693","1.5612237453460693"
"8430","1.6279557943344116","1.6279557943344116","1.6279557943344116"
"8431","1.5732253789901733","1.5732253789901733","1.5732253789901733"
"8432","1.7023630142211914","1.7023630142211914","1.7023630142211914"
"8433","1.6767969131469727","1.6767969131469727","1.6767969131469727"
"8434","1.5797865390777588","1.5797865390777588","1.5797865390777588"
"8435","1.614776372909546","1.614776372909546","1.614776372909546"
"8436","1.6217505931854248","1.6217505931854248","1.6217505931854248"
"8437","1.5628962516784668","1.5628962516784668","1.5628962516784668"
"8438","1.6291310787200928","1.6291310787200928","1.6291310787200928"
"8439","1.4541261196136475","1.4541261196136475","1.4541261196136475"
"8440","1.4951534271240234","1.4951534271240234","1.4951534271240234"
"8441","1.6415504217147827","1.6415504217147827","1.6415504217147827"
"8442","1.6274878978729248","1.6274878978729248","1.6274878978729248"
"8443","1.5465641021728516","1.5465641021728516","1.5465641021728516"
"8444","1.6104530096054077","1.6104530096054077","1.6104530096054077"
"8445","1.6870591640472412","1.6870591640472412","1.6870591640472412"
"8446","1.4405052661895752","1.4405052661895752","1.4405052661895752"
"8447","1.6069238185882568","1.6069238185882568","1.6069238185882568"
"8448","1.6241620779037476","1.6241620779037476","1.6241620779037476"
"8449","1.4529032707214355","1.4529032707214355","1.4529032707214355"
"8450","1.662816047668457","1.662816047668457","1.662816047668457"
"8451","1.4050005674362183","1.4050005674362183","1.4050005674362183"
"8452","1.416614055633545","1.416614055633545","1.416614055633545"
"8453","1.5032633543014526","1.5032633543014526","1.5032633543014526"
"8454","1.7747420072555542","1.7747420072555542","1.7747420072555542"
"8455","1.488227128982544","1.488227128982544","1.488227128982544"
"8456","1.5155872106552124","1.5155872106552124","1.5155872106552124"
"8457","1.5742807388305664","1.5742807388305664","1.5742807388305664"
"8458","1.509791374206543","1.509791374206543","1.509791374206543"
"8459","1.4469223022460938","1.4469223022460938","1.4469223022460938"
"8460","1.5375131368637085","1.5375131368637085","1.5375131368637085"
"8461","1.6345899105072021","1.6345899105072021","1.6345899105072021"
"8462","1.7437283992767334","1.7437283992767334","1.7437283992767334"
"8463","1.4005794525146484","1.4005794525146484","1.4005794525146484"
"8464","1.456324577331543","1.456324577331543","1.456324577331543"
"8465","1.6298167705535889","1.6298167705535889","1.6298167705535889"
"8466","1.5169379711151123","1.5169379711151123","1.5169379711151123"
"8467","1.7756452560424805","1.7756452560424805","1.7756452560424805"
"8468","1.7632468938827515","1.7632468938827515","1.7632468938827515"
"8469","1.5971091985702515","1.5971091985702515","1.5971091985702515"
"8470","1.605806827545166","1.605806827545166","1.605806827545166"
"8471","1.5959997177124023","1.5959997177124023","1.5959997177124023"
"8472","1.566678524017334","1.566678524017334","1.566678524017334"
"8473","1.4208930730819702","1.4208930730819702","1.4208930730819702"
"8474","1.5388298034667969","1.5388298034667969","1.5388298034667969"
"8475","1.6008853912353516","1.6008853912353516","1.6008853912353516"
"8476","1.6873449087142944","1.6873449087142944","1.6873449087142944"
"8477","1.4576959609985352","1.4576959609985352","1.4576959609985352"
"8478","1.5375393629074097","1.5375393629074097","1.5375393629074097"
"8479","1.3593733310699463","1.3593733310699463","1.3593733310699463"
"8480","1.4839942455291748","1.4839942455291748","1.4839942455291748"
"8481","1.4822866916656494","1.4822866916656494","1.4822866916656494"
"8482","1.5528128147125244","1.5528128147125244","1.5528128147125244"
"8483","1.6765012741088867","1.6765012741088867","1.6765012741088867"
"8484","1.4313952922821045","1.4313952922821045","1.4313952922821045"
"8485","1.418989896774292","1.418989896774292","1.418989896774292"
"8486","1.6240733861923218","1.6240733861923218","1.6240733861923218"
"8487","1.5057008266448975","1.5057008266448975","1.5057008266448975"
"8488","1.7256050109863281","1.7256050109863281","1.7256050109863281"
"8489","1.6771458387374878","1.6771458387374878","1.6771458387374878"
"8490","1.6185249090194702","1.6185249090194702","1.6185249090194702"
"8491","1.485576868057251","1.485576868057251","1.485576868057251"
"8492","1.726552963256836","1.726552963256836","1.726552963256836"
"8493","1.6511996984481812","1.6511996984481812","1.6511996984481812"
"8494","1.483620047569275","1.483620047569275","1.483620047569275"
"8495","1.4943187236785889","1.4943187236785889","1.4943187236785889"
"8496","1.6654062271118164","1.6654062271118164","1.6654062271118164"
"8497","1.5297627449035645","1.5297627449035645","1.5297627449035645"
"8498","1.6510486602783203","1.6510486602783203","1.6510486602783203"
"8499","1.483489751815796","1.483489751815796","1.483489751815796"
"8500","1.5772829055786133","1.5772829055786133","1.5772829055786133"
"8501","1.4181711673736572","1.4181711673736572","1.4181711673736572"
"8502","1.5311529636383057","1.5311529636383057","1.5311529636383057"
"8503","1.3440377712249756","1.3440377712249756","1.3440377712249756"
"8504","1.4278454780578613","1.4278454780578613","1.4278454780578613"
"8505","1.3957233428955078","1.3957233428955078","1.3957233428955078"
"8506","1.5977047681808472","1.5977047681808472","1.5977047681808472"
"8507","1.5502971410751343","1.5502971410751343","1.5502971410751343"
"8508","1.6481122970581055","1.6481122970581055","1.6481122970581055"
"8509","1.295229196548462","1.295229196548462","1.295229196548462"
"8510","1.6070564985275269","1.6070564985275269","1.6070564985275269"
"8511","1.4500478506088257","1.4500478506088257","1.4500478506088257"
"8512","1.4504423141479492","1.4504423141479492","1.4504423141479492"
"8513","1.7221460342407227","1.7221460342407227","1.7221460342407227"
"8514","1.3116116523742676","1.3116116523742676","1.3116116523742676"
"8515","1.580525279045105","1.580525279045105","1.580525279045105"
"8516","1.6041975021362305","1.6041975021362305","1.6041975021362305"
"8517","1.4828542470932007","1.4828542470932007","1.4828542470932007"
"8518","1.5942410230636597","1.5942410230636597","1.5942410230636597"
"8519","1.6208609342575073","1.6208609342575073","1.6208609342575073"
"8520","1.6780660152435303","1.6780660152435303","1.6780660152435303"
"8521","1.6081676483154297","1.6081676483154297","1.6081676483154297"
"8522","1.4433495998382568","1.4433495998382568","1.4433495998382568"
"8523","1.5834859609603882","1.5834859609603882","1.5834859609603882"
"8524","1.5114257335662842","1.5114257335662842","1.5114257335662842"
"8525","1.3820056915283203","1.3820056915283203","1.3820056915283203"
"8526","1.6178945302963257","1.6178945302963257","1.6178945302963257"
"8527","1.3951643705368042","1.3951643705368042","1.3951643705368042"
"8528","1.6213083267211914","1.6213083267211914","1.6213083267211914"
"8529","1.6092875003814697","1.6092875003814697","1.6092875003814697"
"8530","1.4800212383270264","1.4800212383270264","1.4800212383270264"
"8531","1.5331223011016846","1.5331223011016846","1.5331223011016846"
"8532","1.5291627645492554","1.5291627645492554","1.5291627645492554"
"8533","1.4203941822052002","1.4203941822052002","1.4203941822052002"
"8534","1.6175079345703125","1.6175079345703125","1.6175079345703125"
"8535","1.4981963634490967","1.4981963634490967","1.4981963634490967"
"8536","1.5682823657989502","1.5682823657989502","1.5682823657989502"
"8537","1.6563403606414795","1.6563403606414795","1.6563403606414795"
"8538","1.5986318588256836","1.5986318588256836","1.5986318588256836"
"8539","1.4876235723495483","1.4876235723495483","1.4876235723495483"
"8540","1.3114261627197266","1.3114261627197266","1.3114261627197266"
"8541","1.4569575786590576","1.4569575786590576","1.4569575786590576"
"8542","1.5198707580566406","1.5198707580566406","1.5198707580566406"
"8543","1.3832378387451172","1.3832378387451172","1.3832378387451172"
"8544","1.5833828449249268","1.5833828449249268","1.5833828449249268"
"8545","1.6416406631469727","1.6416406631469727","1.6416406631469727"
"8546","1.5955995321273804","1.5955995321273804","1.5955995321273804"
"8547","1.659923791885376","1.659923791885376","1.659923791885376"
"8548","1.5812556743621826","1.5812556743621826","1.5812556743621826"
"8549","1.7190062999725342","1.7190062999725342","1.7190062999725342"
"8550","1.7159292697906494","1.7159292697906494","1.7159292697906494"
"8551","1.454068899154663","1.454068899154663","1.454068899154663"
"8552","1.4738563299179077","1.4738563299179077","1.4738563299179077"
"8553","1.4586414098739624","1.4586414098739624","1.4586414098739624"
"8554","1.4424095153808594","1.4424095153808594","1.4424095153808594"
"8555","1.4123659133911133","1.4123659133911133","1.4123659133911133"
"8556","1.5093435049057007","1.5093435049057007","1.5093435049057007"
"8557","1.5602056980133057","1.5602056980133057","1.5602056980133057"
"8558","1.657715082168579","1.657715082168579","1.657715082168579"
"8559","1.5611310005187988","1.5611310005187988","1.5611310005187988"
"8560","1.6155612468719482","1.6155612468719482","1.6155612468719482"
"8561","1.6714563369750977","1.6714563369750977","1.6714563369750977"
"8562","1.5809234380722046","1.5809234380722046","1.5809234380722046"
"8563","1.4627435207366943","1.4627435207366943","1.4627435207366943"
"8564","1.4883944988250732","1.4883944988250732","1.4883944988250732"
"8565","1.491936206817627","1.491936206817627","1.491936206817627"
"8566","1.4703261852264404","1.4703261852264404","1.4703261852264404"
"8567","1.4526760578155518","1.4526760578155518","1.4526760578155518"
"8568","1.406165361404419","1.406165361404419","1.406165361404419"
"8569","1.4406383037567139","1.4406383037567139","1.4406383037567139"
"8570","1.581039309501648","1.581039309501648","1.581039309501648"
"8571","1.4114283323287964","1.4114283323287964","1.4114283323287964"
"8572","1.4387620687484741","1.4387620687484741","1.4387620687484741"
"8573","1.6134190559387207","1.6134190559387207","1.6134190559387207"
"8574","1.4566936492919922","1.4566936492919922","1.4566936492919922"
"8575","1.5408390760421753","1.5408390760421753","1.5408390760421753"
"8576","1.5516265630722046","1.5516265630722046","1.5516265630722046"
"8577","1.501662254333496","1.501662254333496","1.501662254333496"
"8578","1.4412343502044678","1.4412343502044678","1.4412343502044678"
"8579","1.597076416015625","1.597076416015625","1.597076416015625"
"8580","1.4260008335113525","1.4260008335113525","1.4260008335113525"
"8581","1.6545052528381348","1.6545052528381348","1.6545052528381348"
"8582","1.6662887334823608","1.6662887334823608","1.6662887334823608"
"8583","1.6523640155792236","1.6523640155792236","1.6523640155792236"
"8584","1.606046438217163","1.606046438217163","1.606046438217163"
"8585","1.700289011001587","1.700289011001587","1.700289011001587"
"8586","1.424392580986023","1.424392580986023","1.424392580986023"
"8587","1.6981697082519531","1.6981697082519531","1.6981697082519531"
"8588","1.5317051410675049","1.5317051410675049","1.5317051410675049"
