"Step","exponentialOriP1 - Metrics/targetPosition/error_pos_2d","exponentialOriP1 - Metrics/targetPosition/error_pos_2d__MIN","exponentialOriP1 - Metrics/targetPosition/error_pos_2d__MAX"
"76","4.546300888061523","4.546300888061523","4.546300888061523"
"77","4.545653343200684","4.545653343200684","4.545653343200684"
"78","4.428584575653076","4.428584575653076","4.428584575653076"
"79","4.447970390319824","4.447970390319824","4.447970390319824"
"80","4.582085609436035","4.582085609436035","4.582085609436035"
"81","4.441638946533203","4.441638946533203","4.441638946533203"
"82","4.521420955657959","4.521420955657959","4.521420955657959"
"83","4.470178604125977","4.470178604125977","4.470178604125977"
"84","4.507634162902832","4.507634162902832","4.507634162902832"
"85","4.646791458129883","4.646791458129883","4.646791458129883"
"86","4.5480852127075195","4.5480852127075195","4.5480852127075195"
"87","4.446887016296387","4.446887016296387","4.446887016296387"
"88","4.511652946472168","4.511652946472168","4.511652946472168"
"89","4.499588966369629","4.499588966369629","4.499588966369629"
"90","4.592120170593262","4.592120170593262","4.592120170593262"
"91","4.4771199226379395","4.4771199226379395","4.4771199226379395"
"92","4.583236217498779","4.583236217498779","4.583236217498779"
"93","4.654474258422852","4.654474258422852","4.654474258422852"
"94","4.562351226806641","4.562351226806641","4.562351226806641"
"95","4.529871940612793","4.529871940612793","4.529871940612793"
"96","4.904305458068848","4.904305458068848","4.904305458068848"
"97","4.962237358093262","4.962237358093262","4.962237358093262"
"98","4.958806991577148","4.958806991577148","4.958806991577148"
"99","4.65505838394165","4.65505838394165","4.65505838394165"
"100","4.827021598815918","4.827021598815918","4.827021598815918"
"101","4.616497993469238","4.616497993469238","4.616497993469238"
"102","4.6301164627075195","4.6301164627075195","4.6301164627075195"
"103","4.623071193695068","4.623071193695068","4.623071193695068"
"104","4.634366035461426","4.634366035461426","4.634366035461426"
"105","4.743101119995117","4.743101119995117","4.743101119995117"
"106","4.7084431648254395","4.7084431648254395","4.7084431648254395"
"107","4.607432842254639","4.607432842254639","4.607432842254639"
"108","4.80485725402832","4.80485725402832","4.80485725402832"
"109","4.625918865203857","4.625918865203857","4.625918865203857"
"110","4.7251877784729","4.7251877784729","4.7251877784729"
"111","4.678967475891113","4.678967475891113","4.678967475891113"
"112","4.777085781097412","4.777085781097412","4.777085781097412"
"113","4.819929122924805","4.819929122924805","4.819929122924805"
"114","4.7466020584106445","4.7466020584106445","4.7466020584106445"
"115","4.650341033935547","4.650341033935547","4.650341033935547"
"116","4.750597953796387","4.750597953796387","4.750597953796387"
"117","4.74697208404541","4.74697208404541","4.74697208404541"
"118","4.94663667678833","4.94663667678833","4.94663667678833"
"119","4.8610005378723145","4.8610005378723145","4.8610005378723145"
"120","4.945197105407715","4.945197105407715","4.945197105407715"
"121","4.854449272155762","4.854449272155762","4.854449272155762"
"122","4.896281719207764","4.896281719207764","4.896281719207764"
"123","4.859330654144287","4.859330654144287","4.859330654144287"
"124","4.943266868591309","4.943266868591309","4.943266868591309"
"125","4.857494354248047","4.857494354248047","4.857494354248047"
"126","4.892485618591309","4.892485618591309","4.892485618591309"
"127","4.924445152282715","4.924445152282715","4.924445152282715"
"128","4.838404655456543","4.838404655456543","4.838404655456543"
"129","4.845815181732178","4.845815181732178","4.845815181732178"
"130","4.760184288024902","4.760184288024902","4.760184288024902"
"131","4.758793830871582","4.758793830871582","4.758793830871582"
"132","4.8248395919799805","4.8248395919799805","4.8248395919799805"
"133","4.856209754943848","4.856209754943848","4.856209754943848"
"134","4.806186676025391","4.806186676025391","4.806186676025391"
"135","4.868280410766602","4.868280410766602","4.868280410766602"
"136","4.991757392883301","4.991757392883301","4.991757392883301"
"137","5.066659927368164","5.066659927368164","5.066659927368164"
"138","4.83415412902832","4.83415412902832","4.83415412902832"
"139","4.771805763244629","4.771805763244629","4.771805763244629"
"140","4.768447399139404","4.768447399139404","4.768447399139404"
"141","5.056095123291016","5.056095123291016","5.056095123291016"
"142","4.922066688537598","4.922066688537598","4.922066688537598"
"143","4.824954032897949","4.824954032897949","4.824954032897949"
"144","4.839908123016357","4.839908123016357","4.839908123016357"
"145","4.9219651222229","4.9219651222229","4.9219651222229"
"146","4.938521862030029","4.938521862030029","4.938521862030029"
"147","4.836853981018066","4.836853981018066","4.836853981018066"
"148","4.959737300872803","4.959737300872803","4.959737300872803"
"149","4.830297470092773","4.830297470092773","4.830297470092773"
"150","4.773885250091553","4.773885250091553","4.773885250091553"
"151","4.80620002746582","4.80620002746582","4.80620002746582"
"152","4.8119587898254395","4.8119587898254395","4.8119587898254395"
"153","4.875393867492676","4.875393867492676","4.875393867492676"
"154","4.855504989624023","4.855504989624023","4.855504989624023"
"155","4.8008036613464355","4.8008036613464355","4.8008036613464355"
"156","4.917207717895508","4.917207717895508","4.917207717895508"
"157","4.764388561248779","4.764388561248779","4.764388561248779"
"158","4.719770431518555","4.719770431518555","4.719770431518555"
"159","4.854283332824707","4.854283332824707","4.854283332824707"
"160","4.917048454284668","4.917048454284668","4.917048454284668"
"161","4.828535556793213","4.828535556793213","4.828535556793213"
"162","4.814309120178223","4.814309120178223","4.814309120178223"
"163","4.67159366607666","4.67159366607666","4.67159366607666"
"164","4.787988185882568","4.787988185882568","4.787988185882568"
"165","4.750375270843506","4.750375270843506","4.750375270843506"
"166","4.73501443862915","4.73501443862915","4.73501443862915"
"167","4.859426021575928","4.859426021575928","4.859426021575928"
"168","4.839877128601074","4.839877128601074","4.839877128601074"
"169","4.753756999969482","4.753756999969482","4.753756999969482"
"170","4.709391117095947","4.709391117095947","4.709391117095947"
"171","4.731017589569092","4.731017589569092","4.731017589569092"
"172","4.761641502380371","4.761641502380371","4.761641502380371"
"173","4.754505157470703","4.754505157470703","4.754505157470703"
"174","4.747483730316162","4.747483730316162","4.747483730316162"
"175","4.633296489715576","4.633296489715576","4.633296489715576"
"176","4.719557762145996","4.719557762145996","4.719557762145996"
"177","4.696341037750244","4.696341037750244","4.696341037750244"
"178","4.543601989746094","4.543601989746094","4.543601989746094"
"179","4.5578413009643555","4.5578413009643555","4.5578413009643555"
"180","4.641957759857178","4.641957759857178","4.641957759857178"
"181","4.727595329284668","4.727595329284668","4.727595329284668"
"182","4.483063697814941","4.483063697814941","4.483063697814941"
"183","4.612492561340332","4.612492561340332","4.612492561340332"
"184","4.64711332321167","4.64711332321167","4.64711332321167"
"185","4.532055854797363","4.532055854797363","4.532055854797363"
"186","4.692232131958008","4.692232131958008","4.692232131958008"
"187","4.906583309173584","4.906583309173584","4.906583309173584"
"188","4.610176086425781","4.610176086425781","4.610176086425781"
"189","4.9168572425842285","4.9168572425842285","4.9168572425842285"
"190","4.706303596496582","4.706303596496582","4.706303596496582"
"191","4.8817901611328125","4.8817901611328125","4.8817901611328125"
"192","4.723029136657715","4.723029136657715","4.723029136657715"
"193","4.848325729370117","4.848325729370117","4.848325729370117"
"194","4.840323448181152","4.840323448181152","4.840323448181152"
"195","4.831525802612305","4.831525802612305","4.831525802612305"
"196","4.796949863433838","4.796949863433838","4.796949863433838"
"197","4.864436626434326","4.864436626434326","4.864436626434326"
"198","4.909921646118164","4.909921646118164","4.909921646118164"
"199","4.791921615600586","4.791921615600586","4.791921615600586"
"200","4.797601222991943","4.797601222991943","4.797601222991943"
"201","4.724636077880859","4.724636077880859","4.724636077880859"
"202","4.829975128173828","4.829975128173828","4.829975128173828"
"203","4.809836387634277","4.809836387634277","4.809836387634277"
"204","4.8876519203186035","4.8876519203186035","4.8876519203186035"
"205","4.733251094818115","4.733251094818115","4.733251094818115"
"206","4.7015275955200195","4.7015275955200195","4.7015275955200195"
"207","4.781185150146484","4.781185150146484","4.781185150146484"
"208","4.889140605926514","4.889140605926514","4.889140605926514"
"209","4.779993057250977","4.779993057250977","4.779993057250977"
"210","4.802814483642578","4.802814483642578","4.802814483642578"
"211","4.848140716552734","4.848140716552734","4.848140716552734"
"212","4.901678085327148","4.901678085327148","4.901678085327148"
"213","4.7779693603515625","4.7779693603515625","4.7779693603515625"
"214","4.9234514236450195","4.9234514236450195","4.9234514236450195"
"215","4.757819175720215","4.757819175720215","4.757819175720215"
"216","4.764191627502441","4.764191627502441","4.764191627502441"
"217","4.750621318817139","4.750621318817139","4.750621318817139"
"218","4.811968803405762","4.811968803405762","4.811968803405762"
"219","4.695295333862305","4.695295333862305","4.695295333862305"
"220","4.473601818084717","4.473601818084717","4.473601818084717"
"221","4.754087924957275","4.754087924957275","4.754087924957275"
"222","5.041504859924316","5.041504859924316","5.041504859924316"
"223","4.750906944274902","4.750906944274902","4.750906944274902"
"224","4.848278045654297","4.848278045654297","4.848278045654297"
"225","4.562956809997559","4.562956809997559","4.562956809997559"
"226","4.848986625671387","4.848986625671387","4.848986625671387"
"227","4.7727203369140625","4.7727203369140625","4.7727203369140625"
"228","4.6573381423950195","4.6573381423950195","4.6573381423950195"
"229","4.794035911560059","4.794035911560059","4.794035911560059"
"230","4.758138179779053","4.758138179779053","4.758138179779053"
"231","4.671252727508545","4.671252727508545","4.671252727508545"
"232","4.767030715942383","4.767030715942383","4.767030715942383"
"233","4.589705944061279","4.589705944061279","4.589705944061279"
"234","4.793648719787598","4.793648719787598","4.793648719787598"
"235","4.766599178314209","4.766599178314209","4.766599178314209"
"236","4.704212188720703","4.704212188720703","4.704212188720703"
"237","4.648956298828125","4.648956298828125","4.648956298828125"
"238","4.795594692230225","4.795594692230225","4.795594692230225"
"239","4.53810453414917","4.53810453414917","4.53810453414917"
"240","4.626204490661621","4.626204490661621","4.626204490661621"
"241","4.819432258605957","4.819432258605957","4.819432258605957"
"242","4.8064141273498535","4.8064141273498535","4.8064141273498535"
"243","4.601410865783691","4.601410865783691","4.601410865783691"
"244","4.671586513519287","4.671586513519287","4.671586513519287"
"245","4.679665565490723","4.679665565490723","4.679665565490723"
"246","4.612157821655273","4.612157821655273","4.612157821655273"
"247","4.58411169052124","4.58411169052124","4.58411169052124"
"248","4.6946868896484375","4.6946868896484375","4.6946868896484375"
"249","4.579699516296387","4.579699516296387","4.579699516296387"
"250","4.601727485656738","4.601727485656738","4.601727485656738"
"251","4.720473289489746","4.720473289489746","4.720473289489746"
"252","4.6998701095581055","4.6998701095581055","4.6998701095581055"
"253","4.491337299346924","4.491337299346924","4.491337299346924"
"254","4.575530529022217","4.575530529022217","4.575530529022217"
"255","4.750730514526367","4.750730514526367","4.750730514526367"
"256","4.762348651885986","4.762348651885986","4.762348651885986"
"257","4.648143768310547","4.648143768310547","4.648143768310547"
"258","4.524971008300781","4.524971008300781","4.524971008300781"
"259","4.579653739929199","4.579653739929199","4.579653739929199"
"260","4.743203163146973","4.743203163146973","4.743203163146973"
"261","4.65425968170166","4.65425968170166","4.65425968170166"
"262","4.6439032554626465","4.6439032554626465","4.6439032554626465"
"263","4.546060085296631","4.546060085296631","4.546060085296631"
"264","4.473111629486084","4.473111629486084","4.473111629486084"
"265","4.53691291809082","4.53691291809082","4.53691291809082"
"266","4.665780067443848","4.665780067443848","4.665780067443848"
"267","4.602444648742676","4.602444648742676","4.602444648742676"
"268","4.553699493408203","4.553699493408203","4.553699493408203"
"269","4.603253364562988","4.603253364562988","4.603253364562988"
"270","4.6222944259643555","4.6222944259643555","4.6222944259643555"
"271","4.655130386352539","4.655130386352539","4.655130386352539"
"272","4.806323528289795","4.806323528289795","4.806323528289795"
"273","4.797717094421387","4.797717094421387","4.797717094421387"
"274","4.724786281585693","4.724786281585693","4.724786281585693"
"275","4.598691940307617","4.598691940307617","4.598691940307617"
"276","4.5601301193237305","4.5601301193237305","4.5601301193237305"
"277","4.793789863586426","4.793789863586426","4.793789863586426"
"278","4.689913272857666","4.689913272857666","4.689913272857666"
"279","4.449972152709961","4.449972152709961","4.449972152709961"
"280","4.553775310516357","4.553775310516357","4.553775310516357"
"281","4.788825988769531","4.788825988769531","4.788825988769531"
"282","4.774798393249512","4.774798393249512","4.774798393249512"
"283","4.679086685180664","4.679086685180664","4.679086685180664"
"284","4.420601844787598","4.420601844787598","4.420601844787598"
"285","4.573651313781738","4.573651313781738","4.573651313781738"
"286","4.591992378234863","4.591992378234863","4.591992378234863"
"287","4.7378129959106445","4.7378129959106445","4.7378129959106445"
"288","4.626193046569824","4.626193046569824","4.626193046569824"
"289","4.5281782150268555","4.5281782150268555","4.5281782150268555"
"290","4.627537250518799","4.627537250518799","4.627537250518799"
"291","4.529914855957031","4.529914855957031","4.529914855957031"
"292","4.607370376586914","4.607370376586914","4.607370376586914"
"293","4.642022132873535","4.642022132873535","4.642022132873535"
"294","4.593086242675781","4.593086242675781","4.593086242675781"
"295","4.680045127868652","4.680045127868652","4.680045127868652"
"296","4.473693370819092","4.473693370819092","4.473693370819092"
"297","4.62910270690918","4.62910270690918","4.62910270690918"
"298","4.716249465942383","4.716249465942383","4.716249465942383"
"299","4.625883102416992","4.625883102416992","4.625883102416992"
"300","4.542943000793457","4.542943000793457","4.542943000793457"
"301","4.499823570251465","4.499823570251465","4.499823570251465"
"302","4.551828384399414","4.551828384399414","4.551828384399414"
"303","4.416633605957031","4.416633605957031","4.416633605957031"
"304","4.465266227722168","4.465266227722168","4.465266227722168"
"305","4.4617791175842285","4.4617791175842285","4.4617791175842285"
"306","4.443155765533447","4.443155765533447","4.443155765533447"
"307","4.621074676513672","4.621074676513672","4.621074676513672"
"308","4.776221752166748","4.776221752166748","4.776221752166748"
"309","4.667057037353516","4.667057037353516","4.667057037353516"
"310","4.795676231384277","4.795676231384277","4.795676231384277"
"311","4.538669109344482","4.538669109344482","4.538669109344482"
"312","4.557554244995117","4.557554244995117","4.557554244995117"
"313","4.677285194396973","4.677285194396973","4.677285194396973"
"314","4.690441131591797","4.690441131591797","4.690441131591797"
"315","4.647853851318359","4.647853851318359","4.647853851318359"
"316","4.572388648986816","4.572388648986816","4.572388648986816"
"317","4.63686990737915","4.63686990737915","4.63686990737915"
"318","4.36851692199707","4.36851692199707","4.36851692199707"
"319","4.6354899406433105","4.6354899406433105","4.6354899406433105"
"320","4.569024562835693","4.569024562835693","4.569024562835693"
"321","4.391419887542725","4.391419887542725","4.391419887542725"
"322","4.65451717376709","4.65451717376709","4.65451717376709"
"323","4.5025482177734375","4.5025482177734375","4.5025482177734375"
"324","4.622735977172852","4.622735977172852","4.622735977172852"
"325","4.497376441955566","4.497376441955566","4.497376441955566"
"326","4.617640495300293","4.617640495300293","4.617640495300293"
"327","4.6659345626831055","4.6659345626831055","4.6659345626831055"
"328","4.512462615966797","4.512462615966797","4.512462615966797"
"329","4.468209266662598","4.468209266662598","4.468209266662598"
"330","4.499591827392578","4.499591827392578","4.499591827392578"
"331","4.389092445373535","4.389092445373535","4.389092445373535"
"332","4.512354850769043","4.512354850769043","4.512354850769043"
"333","4.595749855041504","4.595749855041504","4.595749855041504"
"334","4.465446472167969","4.465446472167969","4.465446472167969"
"335","4.374244213104248","4.374244213104248","4.374244213104248"
"336","4.429263114929199","4.429263114929199","4.429263114929199"
"337","4.592560768127441","4.592560768127441","4.592560768127441"
"338","4.498662948608398","4.498662948608398","4.498662948608398"
"339","4.447943687438965","4.447943687438965","4.447943687438965"
"340","4.506253719329834","4.506253719329834","4.506253719329834"
"341","4.351818561553955","4.351818561553955","4.351818561553955"
"342","4.626756191253662","4.626756191253662","4.626756191253662"
"343","4.418320178985596","4.418320178985596","4.418320178985596"
"344","4.377014636993408","4.377014636993408","4.377014636993408"
"345","4.498919486999512","4.498919486999512","4.498919486999512"
"346","4.5602545738220215","4.5602545738220215","4.5602545738220215"
"347","4.2843523025512695","4.2843523025512695","4.2843523025512695"
"348","4.525359153747559","4.525359153747559","4.525359153747559"
"349","4.508604049682617","4.508604049682617","4.508604049682617"
"350","4.58272647857666","4.58272647857666","4.58272647857666"
"351","4.624367713928223","4.624367713928223","4.624367713928223"
"352","4.318437576293945","4.318437576293945","4.318437576293945"
"353","4.439889907836914","4.439889907836914","4.439889907836914"
"354","4.352213382720947","4.352213382720947","4.352213382720947"
"355","4.502286434173584","4.502286434173584","4.502286434173584"
"356","4.399643898010254","4.399643898010254","4.399643898010254"
"357","4.411738872528076","4.411738872528076","4.411738872528076"
"358","4.4498372077941895","4.4498372077941895","4.4498372077941895"
"359","4.466839790344238","4.466839790344238","4.466839790344238"
"360","4.402745723724365","4.402745723724365","4.402745723724365"
"361","4.4324493408203125","4.4324493408203125","4.4324493408203125"
"362","4.311655044555664","4.311655044555664","4.311655044555664"
"363","4.42885160446167","4.42885160446167","4.42885160446167"
"364","4.290724754333496","4.290724754333496","4.290724754333496"
"365","4.378692626953125","4.378692626953125","4.378692626953125"
"366","4.517003059387207","4.517003059387207","4.517003059387207"
"367","4.403521537780762","4.403521537780762","4.403521537780762"
"368","4.435582160949707","4.435582160949707","4.435582160949707"
"369","4.320772171020508","4.320772171020508","4.320772171020508"
"370","4.45955753326416","4.45955753326416","4.45955753326416"
"371","4.439204216003418","4.439204216003418","4.439204216003418"
"372","4.503411769866943","4.503411769866943","4.503411769866943"
"373","4.25537109375","4.25537109375","4.25537109375"
"374","4.333979606628418","4.333979606628418","4.333979606628418"
"375","4.284863471984863","4.284863471984863","4.284863471984863"
"376","4.4049835205078125","4.4049835205078125","4.4049835205078125"
"377","4.499444007873535","4.499444007873535","4.499444007873535"
"378","4.624690055847168","4.624690055847168","4.624690055847168"
"379","4.468853950500488","4.468853950500488","4.468853950500488"
"380","4.305915832519531","4.305915832519531","4.305915832519531"
"381","4.312905788421631","4.312905788421631","4.312905788421631"
"382","4.170877456665039","4.170877456665039","4.170877456665039"
"383","4.232675552368164","4.232675552368164","4.232675552368164"
"384","4.158594131469727","4.158594131469727","4.158594131469727"
"385","4.347738265991211","4.347738265991211","4.347738265991211"
"386","4.506516456604004","4.506516456604004","4.506516456604004"
"387","4.256776809692383","4.256776809692383","4.256776809692383"
"388","4.373763084411621","4.373763084411621","4.373763084411621"
"389","4.564563751220703","4.564563751220703","4.564563751220703"
"390","4.524030685424805","4.524030685424805","4.524030685424805"
"391","4.092191696166992","4.092191696166992","4.092191696166992"
"392","4.443238735198975","4.443238735198975","4.443238735198975"
"393","4.22099494934082","4.22099494934082","4.22099494934082"
"394","4.280961513519287","4.280961513519287","4.280961513519287"
"395","4.271207809448242","4.271207809448242","4.271207809448242"
"396","4.433261394500732","4.433261394500732","4.433261394500732"
"397","4.330154895782471","4.330154895782471","4.330154895782471"
"398","4.372183799743652","4.372183799743652","4.372183799743652"
"399","4.4056077003479","4.4056077003479","4.4056077003479"
"400","4.596485137939453","4.596485137939453","4.596485137939453"
"401","4.2674126625061035","4.2674126625061035","4.2674126625061035"
"402","4.393194198608398","4.393194198608398","4.393194198608398"
"403","4.512513637542725","4.512513637542725","4.512513637542725"
"404","4.585387706756592","4.585387706756592","4.585387706756592"
"405","4.435219764709473","4.435219764709473","4.435219764709473"
"406","4.404923439025879","4.404923439025879","4.404923439025879"
"407","4.366091251373291","4.366091251373291","4.366091251373291"
"408","4.455035209655762","4.455035209655762","4.455035209655762"
"409","4.384836196899414","4.384836196899414","4.384836196899414"
"410","4.471951484680176","4.471951484680176","4.471951484680176"
"411","4.290338516235352","4.290338516235352","4.290338516235352"
"412","4.323859214782715","4.323859214782715","4.323859214782715"
"413","4.427316665649414","4.427316665649414","4.427316665649414"
"414","4.392319679260254","4.392319679260254","4.392319679260254"
"415","4.426923751831055","4.426923751831055","4.426923751831055"
"416","4.525364875793457","4.525364875793457","4.525364875793457"
"417","4.446747779846191","4.446747779846191","4.446747779846191"
"418","4.404106616973877","4.404106616973877","4.404106616973877"
"419","4.386258125305176","4.386258125305176","4.386258125305176"
"420","4.46834659576416","4.46834659576416","4.46834659576416"
"421","4.529441833496094","4.529441833496094","4.529441833496094"
"422","4.190062522888184","4.190062522888184","4.190062522888184"
"423","4.375302314758301","4.375302314758301","4.375302314758301"
"424","4.33485221862793","4.33485221862793","4.33485221862793"
"425","4.271368026733398","4.271368026733398","4.271368026733398"
"426","4.4011430740356445","4.4011430740356445","4.4011430740356445"
"427","4.4072160720825195","4.4072160720825195","4.4072160720825195"
"428","4.45220947265625","4.45220947265625","4.45220947265625"
"429","4.437055587768555","4.437055587768555","4.437055587768555"
"430","4.6541290283203125","4.6541290283203125","4.6541290283203125"
"431","4.4519195556640625","4.4519195556640625","4.4519195556640625"
"432","4.484124183654785","4.484124183654785","4.484124183654785"
"433","4.535392761230469","4.535392761230469","4.535392761230469"
"434","4.459506511688232","4.459506511688232","4.459506511688232"
"435","4.256661891937256","4.256661891937256","4.256661891937256"
"436","4.559744834899902","4.559744834899902","4.559744834899902"
"437","4.453287124633789","4.453287124633789","4.453287124633789"
"438","4.5504045486450195","4.5504045486450195","4.5504045486450195"
"439","4.440642356872559","4.440642356872559","4.440642356872559"
"440","4.506135940551758","4.506135940551758","4.506135940551758"
"441","4.246627330780029","4.246627330780029","4.246627330780029"
"442","4.462657451629639","4.462657451629639","4.462657451629639"
"443","4.5576171875","4.5576171875","4.5576171875"
"444","4.365777492523193","4.365777492523193","4.365777492523193"
"445","4.317919731140137","4.317919731140137","4.317919731140137"
"446","4.441912651062012","4.441912651062012","4.441912651062012"
"447","4.39230489730835","4.39230489730835","4.39230489730835"
"448","4.383647441864014","4.383647441864014","4.383647441864014"
"449","4.353207111358643","4.353207111358643","4.353207111358643"
"450","4.326677322387695","4.326677322387695","4.326677322387695"
"451","4.450334548950195","4.450334548950195","4.450334548950195"
"452","4.374959945678711","4.374959945678711","4.374959945678711"
"453","4.355940818786621","4.355940818786621","4.355940818786621"
"454","4.4333882331848145","4.4333882331848145","4.4333882331848145"
"455","4.34538459777832","4.34538459777832","4.34538459777832"
"456","4.277630805969238","4.277630805969238","4.277630805969238"
"457","4.422177314758301","4.422177314758301","4.422177314758301"
"458","4.383594512939453","4.383594512939453","4.383594512939453"
"459","4.345123767852783","4.345123767852783","4.345123767852783"
"460","4.327445030212402","4.327445030212402","4.327445030212402"
"461","4.340961456298828","4.340961456298828","4.340961456298828"
"462","4.2259345054626465","4.2259345054626465","4.2259345054626465"
"463","4.469108581542969","4.469108581542969","4.469108581542969"
"464","4.424328804016113","4.424328804016113","4.424328804016113"
"465","4.3855414390563965","4.3855414390563965","4.3855414390563965"
"466","4.359396934509277","4.359396934509277","4.359396934509277"
"467","4.252091884613037","4.252091884613037","4.252091884613037"
"468","4.273412704467773","4.273412704467773","4.273412704467773"
"469","4.565960884094238","4.565960884094238","4.565960884094238"
"470","4.464427947998047","4.464427947998047","4.464427947998047"
"471","4.157215595245361","4.157215595245361","4.157215595245361"
"472","4.079836368560791","4.079836368560791","4.079836368560791"
"473","4.525676250457764","4.525676250457764","4.525676250457764"
"474","4.212225914001465","4.212225914001465","4.212225914001465"
"475","4.338754177093506","4.338754177093506","4.338754177093506"
"476","4.151116371154785","4.151116371154785","4.151116371154785"
"477","4.375730037689209","4.375730037689209","4.375730037689209"
"478","4.373870372772217","4.373870372772217","4.373870372772217"
"479","4.4049601554870605","4.4049601554870605","4.4049601554870605"
"480","4.2724809646606445","4.2724809646606445","4.2724809646606445"
"481","4.241660118103027","4.241660118103027","4.241660118103027"
"482","4.351369857788086","4.351369857788086","4.351369857788086"
"483","4.328143119812012","4.328143119812012","4.328143119812012"
"484","4.248571872711182","4.248571872711182","4.248571872711182"
"485","4.264575004577637","4.264575004577637","4.264575004577637"
"486","4.1547040939331055","4.1547040939331055","4.1547040939331055"
