"Step","exponentialOriP1 - Metrics/targetPosition/error_heading","exponentialOriP1 - Metrics/targetPosition/error_heading__MIN","exponentialOriP1 - Metrics/targetPosition/error_heading__MAX"
"127","1.595839262008667","1.595839262008667","1.595839262008667"
"128","1.457833170890808","1.457833170890808","1.457833170890808"
"129","1.5549261569976807","1.5549261569976807","1.5549261569976807"
"130","1.5072581768035889","1.5072581768035889","1.5072581768035889"
"131","1.6168831586837769","1.6168831586837769","1.6168831586837769"
"132","1.7019609212875366","1.7019609212875366","1.7019609212875366"
"133","1.6237834692001343","1.6237834692001343","1.6237834692001343"
"134","1.6670030355453491","1.6670030355453491","1.6670030355453491"
"135","1.7290306091308594","1.7290306091308594","1.7290306091308594"
"136","1.5803277492523193","1.5803277492523193","1.5803277492523193"
"137","1.764927625656128","1.764927625656128","1.764927625656128"
"138","1.7194808721542358","1.7194808721542358","1.7194808721542358"
"139","1.677625060081482","1.677625060081482","1.677625060081482"
"140","1.6967589855194092","1.6967589855194092","1.6967589855194092"
"141","1.704869270324707","1.704869270324707","1.704869270324707"
"142","1.4595985412597656","1.4595985412597656","1.4595985412597656"
"143","1.8001940250396729","1.8001940250396729","1.8001940250396729"
"144","1.7055480480194092","1.7055480480194092","1.7055480480194092"
"145","1.7436256408691406","1.7436256408691406","1.7436256408691406"
"146","1.6483180522918701","1.6483180522918701","1.6483180522918701"
"147","1.5358880758285522","1.5358880758285522","1.5358880758285522"
"148","1.707768201828003","1.707768201828003","1.707768201828003"
"149","1.5439636707305908","1.5439636707305908","1.5439636707305908"
"150","1.601148009300232","1.601148009300232","1.601148009300232"
"151","1.5711593627929688","1.5711593627929688","1.5711593627929688"
"152","1.4332102537155151","1.4332102537155151","1.4332102537155151"
"153","1.5365614891052246","1.5365614891052246","1.5365614891052246"
"154","1.607132911682129","1.607132911682129","1.607132911682129"
"155","1.7477868795394897","1.7477868795394897","1.7477868795394897"
"156","1.757051944732666","1.757051944732666","1.757051944732666"
"157","1.6300036907196045","1.6300036907196045","1.6300036907196045"
"158","1.5965299606323242","1.5965299606323242","1.5965299606323242"
"159","1.475642204284668","1.475642204284668","1.475642204284668"
"160","1.71144700050354","1.71144700050354","1.71144700050354"
"161","1.483852744102478","1.483852744102478","1.483852744102478"
"162","1.6096433401107788","1.6096433401107788","1.6096433401107788"
"163","1.7551878690719604","1.7551878690719604","1.7551878690719604"
"164","1.446056842803955","1.446056842803955","1.446056842803955"
"165","1.6342003345489502","1.6342003345489502","1.6342003345489502"
"166","1.6642262935638428","1.6642262935638428","1.6642262935638428"
"167","1.6290916204452515","1.6290916204452515","1.6290916204452515"
"168","1.6249828338623047","1.6249828338623047","1.6249828338623047"
"169","1.5716575384140015","1.5716575384140015","1.5716575384140015"
"170","1.6012648344039917","1.6012648344039917","1.6012648344039917"
"171","1.6144542694091797","1.6144542694091797","1.6144542694091797"
"172","1.6005219221115112","1.6005219221115112","1.6005219221115112"
"173","1.7800414562225342","1.7800414562225342","1.7800414562225342"
"174","1.6003999710083008","1.6003999710083008","1.6003999710083008"
"175","1.6625694036483765","1.6625694036483765","1.6625694036483765"
"176","1.5383204221725464","1.5383204221725464","1.5383204221725464"
"177","1.7227072715759277","1.7227072715759277","1.7227072715759277"
"178","1.6014697551727295","1.6014697551727295","1.6014697551727295"
"179","1.6194051504135132","1.6194051504135132","1.6194051504135132"
"180","1.462532877922058","1.462532877922058","1.462532877922058"
"181","1.420621633529663","1.420621633529663","1.420621633529663"
"182","1.5825650691986084","1.5825650691986084","1.5825650691986084"
"183","1.5180754661560059","1.5180754661560059","1.5180754661560059"
"184","1.6554349660873413","1.6554349660873413","1.6554349660873413"
"185","1.7464746236801147","1.7464746236801147","1.7464746236801147"
"186","1.591728925704956","1.591728925704956","1.591728925704956"
"187","1.5089223384857178","1.5089223384857178","1.5089223384857178"
"188","1.5806193351745605","1.5806193351745605","1.5806193351745605"
"189","1.5844829082489014","1.5844829082489014","1.5844829082489014"
"190","1.4217729568481445","1.4217729568481445","1.4217729568481445"
"191","1.6691172122955322","1.6691172122955322","1.6691172122955322"
"192","1.720847487449646","1.720847487449646","1.720847487449646"
"193","1.6068681478500366","1.6068681478500366","1.6068681478500366"
"194","1.6630725860595703","1.6630725860595703","1.6630725860595703"
"195","1.4497299194335938","1.4497299194335938","1.4497299194335938"
"196","1.7791976928710938","1.7791976928710938","1.7791976928710938"
"197","1.5038249492645264","1.5038249492645264","1.5038249492645264"
"198","1.718052864074707","1.718052864074707","1.718052864074707"
"199","1.6785204410552979","1.6785204410552979","1.6785204410552979"
"200","1.5760951042175293","1.5760951042175293","1.5760951042175293"
"201","1.6378169059753418","1.6378169059753418","1.6378169059753418"
"202","1.6266088485717773","1.6266088485717773","1.6266088485717773"
"203","1.6241977214813232","1.6241977214813232","1.6241977214813232"
"204","1.6263316869735718","1.6263316869735718","1.6263316869735718"
"205","1.77756929397583","1.77756929397583","1.77756929397583"
"206","1.5780224800109863","1.5780224800109863","1.5780224800109863"
"207","1.7150564193725586","1.7150564193725586","1.7150564193725586"
"208","1.6037405729293823","1.6037405729293823","1.6037405729293823"
"209","1.4819554090499878","1.4819554090499878","1.4819554090499878"
"210","1.7028303146362305","1.7028303146362305","1.7028303146362305"
"211","1.632167100906372","1.632167100906372","1.632167100906372"
"212","1.495672583580017","1.495672583580017","1.495672583580017"
"213","1.4284948110580444","1.4284948110580444","1.4284948110580444"
"214","1.6801412105560303","1.6801412105560303","1.6801412105560303"
"215","1.8923572301864624","1.8923572301864624","1.8923572301864624"
"216","1.7095527648925781","1.7095527648925781","1.7095527648925781"
"217","1.384401798248291","1.384401798248291","1.384401798248291"
"218","1.520761489868164","1.520761489868164","1.520761489868164"
"219","1.666635513305664","1.666635513305664","1.666635513305664"
"220","1.4613590240478516","1.4613590240478516","1.4613590240478516"
"221","1.5540746450424194","1.5540746450424194","1.5540746450424194"
"222","1.5835864543914795","1.5835864543914795","1.5835864543914795"
"223","1.5105555057525635","1.5105555057525635","1.5105555057525635"
"224","1.53440523147583","1.53440523147583","1.53440523147583"
"225","1.7015118598937988","1.7015118598937988","1.7015118598937988"
"226","1.7181799411773682","1.7181799411773682","1.7181799411773682"
"227","1.5598173141479492","1.5598173141479492","1.5598173141479492"
"228","1.532442331314087","1.532442331314087","1.532442331314087"
"229","1.7132833003997803","1.7132833003997803","1.7132833003997803"
"230","1.7654304504394531","1.7654304504394531","1.7654304504394531"
"231","1.4416332244873047","1.4416332244873047","1.4416332244873047"
"232","1.4324077367782593","1.4324077367782593","1.4324077367782593"
"233","1.5143632888793945","1.5143632888793945","1.5143632888793945"
"234","1.5419906377792358","1.5419906377792358","1.5419906377792358"
"235","1.7225321531295776","1.7225321531295776","1.7225321531295776"
"236","1.782963752746582","1.782963752746582","1.782963752746582"
"237","1.5972959995269775","1.5972959995269775","1.5972959995269775"
"238","1.4604352712631226","1.4604352712631226","1.4604352712631226"
"239","1.588154673576355","1.588154673576355","1.588154673576355"
"240","1.5908534526824951","1.5908534526824951","1.5908534526824951"
"241","1.5521949529647827","1.5521949529647827","1.5521949529647827"
"242","1.5114686489105225","1.5114686489105225","1.5114686489105225"
"243","1.7133052349090576","1.7133052349090576","1.7133052349090576"
"244","1.7481902837753296","1.7481902837753296","1.7481902837753296"
"245","1.540795087814331","1.540795087814331","1.540795087814331"
"246","1.650965690612793","1.650965690612793","1.650965690612793"
"247","1.7100251913070679","1.7100251913070679","1.7100251913070679"
"248","1.6215475797653198","1.6215475797653198","1.6215475797653198"
"249","1.6171016693115234","1.6171016693115234","1.6171016693115234"
"250","1.5154104232788086","1.5154104232788086","1.5154104232788086"
"251","1.605851173400879","1.605851173400879","1.605851173400879"
"252","1.6783998012542725","1.6783998012542725","1.6783998012542725"
"253","1.6076630353927612","1.6076630353927612","1.6076630353927612"
"254","1.467432975769043","1.467432975769043","1.467432975769043"
"255","1.768052577972412","1.768052577972412","1.768052577972412"
"256","1.7683581113815308","1.7683581113815308","1.7683581113815308"
"257","1.5709197521209717","1.5709197521209717","1.5709197521209717"
"258","1.7051746845245361","1.7051746845245361","1.7051746845245361"
"259","1.6667883396148682","1.6667883396148682","1.6667883396148682"
"260","1.4954001903533936","1.4954001903533936","1.4954001903533936"
"261","1.734222412109375","1.734222412109375","1.734222412109375"
"262","1.7062281370162964","1.7062281370162964","1.7062281370162964"
"263","1.6782968044281006","1.6782968044281006","1.6782968044281006"
"264","1.625157117843628","1.625157117843628","1.625157117843628"
"265","1.3424746990203857","1.3424746990203857","1.3424746990203857"
"266","1.536023497581482","1.536023497581482","1.536023497581482"
"267","1.605916976928711","1.605916976928711","1.605916976928711"
"268","1.743322730064392","1.743322730064392","1.743322730064392"
"269","1.5650074481964111","1.5650074481964111","1.5650074481964111"
"270","1.5845541954040527","1.5845541954040527","1.5845541954040527"
"271","1.7154386043548584","1.7154386043548584","1.7154386043548584"
"272","1.4604142904281616","1.4604142904281616","1.4604142904281616"
"273","1.6105499267578125","1.6105499267578125","1.6105499267578125"
"274","1.5583992004394531","1.5583992004394531","1.5583992004394531"
"275","1.6553062200546265","1.6553062200546265","1.6553062200546265"
"276","1.6683968305587769","1.6683968305587769","1.6683968305587769"
"277","1.492241382598877","1.492241382598877","1.492241382598877"
"278","1.5440973043441772","1.5440973043441772","1.5440973043441772"
"279","1.4752166271209717","1.4752166271209717","1.4752166271209717"
"280","1.5095847845077515","1.5095847845077515","1.5095847845077515"
"281","1.624245047569275","1.624245047569275","1.624245047569275"
"282","1.547858715057373","1.547858715057373","1.547858715057373"
"283","1.61618173122406","1.61618173122406","1.61618173122406"
"284","1.5456584692001343","1.5456584692001343","1.5456584692001343"
"285","1.662844181060791","1.662844181060791","1.662844181060791"
"286","1.6879942417144775","1.6879942417144775","1.6879942417144775"
"287","1.6256364583969116","1.6256364583969116","1.6256364583969116"
"288","1.435309886932373","1.435309886932373","1.435309886932373"
"289","1.5826160907745361","1.5826160907745361","1.5826160907745361"
"290","1.5146678686141968","1.5146678686141968","1.5146678686141968"
"291","1.6474928855895996","1.6474928855895996","1.6474928855895996"
"292","1.758154273033142","1.758154273033142","1.758154273033142"
"293","1.647855281829834","1.647855281829834","1.647855281829834"
"294","1.6124706268310547","1.6124706268310547","1.6124706268310547"
"295","1.7811453342437744","1.7811453342437744","1.7811453342437744"
"296","1.6397699117660522","1.6397699117660522","1.6397699117660522"
"297","1.7008193731307983","1.7008193731307983","1.7008193731307983"
"298","1.7705343961715698","1.7705343961715698","1.7705343961715698"
"299","1.5363006591796875","1.5363006591796875","1.5363006591796875"
"300","1.6953290700912476","1.6953290700912476","1.6953290700912476"
"301","1.8025258779525757","1.8025258779525757","1.8025258779525757"
"302","1.477492332458496","1.477492332458496","1.477492332458496"
"303","1.5129855871200562","1.5129855871200562","1.5129855871200562"
"304","1.5880954265594482","1.5880954265594482","1.5880954265594482"
"305","1.5488622188568115","1.5488622188568115","1.5488622188568115"
"306","1.5892765522003174","1.5892765522003174","1.5892765522003174"
"307","1.7005486488342285","1.7005486488342285","1.7005486488342285"
"308","1.6049035787582397","1.6049035787582397","1.6049035787582397"
"309","1.5211427211761475","1.5211427211761475","1.5211427211761475"
"310","1.6306884288787842","1.6306884288787842","1.6306884288787842"
"311","1.6024011373519897","1.6024011373519897","1.6024011373519897"
"312","1.515080451965332","1.515080451965332","1.515080451965332"
"313","1.372466802597046","1.372466802597046","1.372466802597046"
"314","1.5053690671920776","1.5053690671920776","1.5053690671920776"
"315","1.7260855436325073","1.7260855436325073","1.7260855436325073"
"316","1.5036582946777344","1.5036582946777344","1.5036582946777344"
"317","1.5580003261566162","1.5580003261566162","1.5580003261566162"
"318","1.5050710439682007","1.5050710439682007","1.5050710439682007"
"319","1.3871994018554688","1.3871994018554688","1.3871994018554688"
"320","1.7640485763549805","1.7640485763549805","1.7640485763549805"
"321","1.7000079154968262","1.7000079154968262","1.7000079154968262"
"322","1.6268599033355713","1.6268599033355713","1.6268599033355713"
"323","1.6060460805892944","1.6060460805892944","1.6060460805892944"
"324","1.6586451530456543","1.6586451530456543","1.6586451530456543"
"325","1.456404685974121","1.456404685974121","1.456404685974121"
"326","1.7210168838500977","1.7210168838500977","1.7210168838500977"
"327","1.6490530967712402","1.6490530967712402","1.6490530967712402"
"328","1.558664321899414","1.558664321899414","1.558664321899414"
"329","1.5574932098388672","1.5574932098388672","1.5574932098388672"
"330","1.580349326133728","1.580349326133728","1.580349326133728"
"331","1.522634744644165","1.522634744644165","1.522634744644165"
"332","1.6461372375488281","1.6461372375488281","1.6461372375488281"
"333","1.699036955833435","1.699036955833435","1.699036955833435"
"334","1.4456777572631836","1.4456777572631836","1.4456777572631836"
"335","1.6066179275512695","1.6066179275512695","1.6066179275512695"
"336","1.5677134990692139","1.5677134990692139","1.5677134990692139"
"337","1.723275065422058","1.723275065422058","1.723275065422058"
"338","1.4513576030731201","1.4513576030731201","1.4513576030731201"
"339","1.831066608428955","1.831066608428955","1.831066608428955"
"340","1.6637511253356934","1.6637511253356934","1.6637511253356934"
"341","1.5946850776672363","1.5946850776672363","1.5946850776672363"
"342","1.6265285015106201","1.6265285015106201","1.6265285015106201"
"343","1.7692804336547852","1.7692804336547852","1.7692804336547852"
"344","1.5238975286483765","1.5238975286483765","1.5238975286483765"
"345","1.839210867881775","1.839210867881775","1.839210867881775"
"346","1.6306326389312744","1.6306326389312744","1.6306326389312744"
"347","1.5862025022506714","1.5862025022506714","1.5862025022506714"
"348","1.6563509702682495","1.6563509702682495","1.6563509702682495"
"349","1.797823190689087","1.797823190689087","1.797823190689087"
"350","1.5641192197799683","1.5641192197799683","1.5641192197799683"
"351","1.4864697456359863","1.4864697456359863","1.4864697456359863"
"352","1.6395162343978882","1.6395162343978882","1.6395162343978882"
"353","1.5691994428634644","1.5691994428634644","1.5691994428634644"
"354","1.5390466451644897","1.5390466451644897","1.5390466451644897"
"355","1.5556972026824951","1.5556972026824951","1.5556972026824951"
"356","1.5187547206878662","1.5187547206878662","1.5187547206878662"
"357","1.5901813507080078","1.5901813507080078","1.5901813507080078"
"358","1.5439186096191406","1.5439186096191406","1.5439186096191406"
"359","1.5532317161560059","1.5532317161560059","1.5532317161560059"
"360","1.4896210432052612","1.4896210432052612","1.4896210432052612"
"361","1.4247608184814453","1.4247608184814453","1.4247608184814453"
"362","1.6792089939117432","1.6792089939117432","1.6792089939117432"
"363","1.6932367086410522","1.6932367086410522","1.6932367086410522"
"364","1.4976792335510254","1.4976792335510254","1.4976792335510254"
"365","1.5224298238754272","1.5224298238754272","1.5224298238754272"
"366","1.6481683254241943","1.6481683254241943","1.6481683254241943"
"367","1.6839146614074707","1.6839146614074707","1.6839146614074707"
"368","1.6727144718170166","1.6727144718170166","1.6727144718170166"
"369","1.6796679496765137","1.6796679496765137","1.6796679496765137"
"370","1.655742883682251","1.655742883682251","1.655742883682251"
"371","1.626233458518982","1.626233458518982","1.626233458518982"
"372","1.4805819988250732","1.4805819988250732","1.4805819988250732"
"373","1.7112067937850952","1.7112067937850952","1.7112067937850952"
"374","1.6271755695343018","1.6271755695343018","1.6271755695343018"
"375","1.6708258390426636","1.6708258390426636","1.6708258390426636"
"376","1.6151056289672852","1.6151056289672852","1.6151056289672852"
"377","1.4402949810028076","1.4402949810028076","1.4402949810028076"
"378","1.598987340927124","1.598987340927124","1.598987340927124"
"379","1.5217914581298828","1.5217914581298828","1.5217914581298828"
"380","1.693565845489502","1.693565845489502","1.693565845489502"
"381","1.5637544393539429","1.5637544393539429","1.5637544393539429"
"382","1.706203818321228","1.706203818321228","1.706203818321228"
"383","1.5421514511108398","1.5421514511108398","1.5421514511108398"
"384","1.6697635650634766","1.6697635650634766","1.6697635650634766"
"385","1.7014586925506592","1.7014586925506592","1.7014586925506592"
"386","1.5493004322052002","1.5493004322052002","1.5493004322052002"
"387","1.5987277030944824","1.5987277030944824","1.5987277030944824"
"388","1.6799557209014893","1.6799557209014893","1.6799557209014893"
"389","1.568795919418335","1.568795919418335","1.568795919418335"
"390","1.7770659923553467","1.7770659923553467","1.7770659923553467"
"391","1.5747287273406982","1.5747287273406982","1.5747287273406982"
"392","1.657354712486267","1.657354712486267","1.657354712486267"
"393","1.7006601095199585","1.7006601095199585","1.7006601095199585"
"394","1.5762962102890015","1.5762962102890015","1.5762962102890015"
"395","1.539050579071045","1.539050579071045","1.539050579071045"
"396","1.656109094619751","1.656109094619751","1.656109094619751"
"397","1.4323080778121948","1.4323080778121948","1.4323080778121948"
"398","1.5717986822128296","1.5717986822128296","1.5717986822128296"
"399","1.6189745664596558","1.6189745664596558","1.6189745664596558"
"400","1.5554083585739136","1.5554083585739136","1.5554083585739136"
"401","1.5828144550323486","1.5828144550323486","1.5828144550323486"
"402","1.653990626335144","1.653990626335144","1.653990626335144"
"403","1.4205560684204102","1.4205560684204102","1.4205560684204102"
"404","1.6131839752197266","1.6131839752197266","1.6131839752197266"
"405","1.7607629299163818","1.7607629299163818","1.7607629299163818"
"406","1.631178617477417","1.631178617477417","1.631178617477417"
"407","1.7008616924285889","1.7008616924285889","1.7008616924285889"
"408","1.7623212337493896","1.7623212337493896","1.7623212337493896"
"409","1.598503828048706","1.598503828048706","1.598503828048706"
"410","1.7057803869247437","1.7057803869247437","1.7057803869247437"
"411","1.637502908706665","1.637502908706665","1.637502908706665"
"412","1.5355932712554932","1.5355932712554932","1.5355932712554932"
"413","1.545002818107605","1.545002818107605","1.545002818107605"
"414","1.531399130821228","1.531399130821228","1.531399130821228"
"415","1.5685691833496094","1.5685691833496094","1.5685691833496094"
"416","1.6363857984542847","1.6363857984542847","1.6363857984542847"
"417","1.7317209243774414","1.7317209243774414","1.7317209243774414"
"418","1.5534231662750244","1.5534231662750244","1.5534231662750244"
"419","1.7425040006637573","1.7425040006637573","1.7425040006637573"
"420","1.6714080572128296","1.6714080572128296","1.6714080572128296"
"421","1.9210237264633179","1.9210237264633179","1.9210237264633179"
"422","1.3932921886444092","1.3932921886444092","1.3932921886444092"
"423","1.7302460670471191","1.7302460670471191","1.7302460670471191"
"424","1.5931528806686401","1.5931528806686401","1.5931528806686401"
"425","1.7223527431488037","1.7223527431488037","1.7223527431488037"
"426","1.5986984968185425","1.5986984968185425","1.5986984968185425"
"427","1.4894955158233643","1.4894955158233643","1.4894955158233643"
"428","1.512237548828125","1.512237548828125","1.512237548828125"
"429","1.6664702892303467","1.6664702892303467","1.6664702892303467"
"430","1.5148866176605225","1.5148866176605225","1.5148866176605225"
"431","1.7279059886932373","1.7279059886932373","1.7279059886932373"
"432","1.4847077131271362","1.4847077131271362","1.4847077131271362"
"433","1.5212008953094482","1.5212008953094482","1.5212008953094482"
"434","1.5200152397155762","1.5200152397155762","1.5200152397155762"
"435","1.7865689992904663","1.7865689992904663","1.7865689992904663"
"436","1.6299322843551636","1.6299322843551636","1.6299322843551636"
"437","1.5686497688293457","1.5686497688293457","1.5686497688293457"
"438","1.5348905324935913","1.5348905324935913","1.5348905324935913"
"439","1.8286012411117554","1.8286012411117554","1.8286012411117554"
"440","1.6726950407028198","1.6726950407028198","1.6726950407028198"
"441","1.599905014038086","1.599905014038086","1.599905014038086"
"442","1.6393506526947021","1.6393506526947021","1.6393506526947021"
"443","1.4717496633529663","1.4717496633529663","1.4717496633529663"
"444","1.6476860046386719","1.6476860046386719","1.6476860046386719"
"445","1.447843313217163","1.447843313217163","1.447843313217163"
"446","1.5580191612243652","1.5580191612243652","1.5580191612243652"
"447","1.5999083518981934","1.5999083518981934","1.5999083518981934"
"448","1.760761022567749","1.760761022567749","1.760761022567749"
"449","1.5603587627410889","1.5603587627410889","1.5603587627410889"
"450","1.7149980068206787","1.7149980068206787","1.7149980068206787"
"451","1.6093225479125977","1.6093225479125977","1.6093225479125977"
"452","1.5451819896697998","1.5451819896697998","1.5451819896697998"
"453","1.6826696395874023","1.6826696395874023","1.6826696395874023"
"454","1.6119613647460938","1.6119613647460938","1.6119613647460938"
"455","1.6265695095062256","1.6265695095062256","1.6265695095062256"
"456","1.7203481197357178","1.7203481197357178","1.7203481197357178"
