"Step","0.7CircleBlindp2 - Loss/value_function","0.7CircleBlindp2 - Loss/value_function__MIN","0.7CircleBlindp2 - Loss/value_function__MAX"
"10033","0.3585097506642342","0.3585097506642342","0.3585097506642342"
"10034","0.3681220903992653","0.3681220903992653","0.3681220903992653"
"10035","0.39366588890552523","0.39366588890552523","0.39366588890552523"
"10036","0.37536779791116714","0.37536779791116714","0.37536779791116714"
"10037","0.2681442141532898","0.2681442141532898","0.2681442141532898"
"10038","0.2927629381418228","0.2927629381418228","0.2927629381418228"
"10039","0.25193644464015963","0.25193644464015963","0.25193644464015963"
"10040","0.2493163041770458","0.2493163041770458","0.2493163041770458"
"10041","0.2826060064136982","0.2826060064136982","0.2826060064136982"
"10042","0.258314448595047","0.258314448595047","0.258314448595047"
"10043","0.26906282678246496","0.26906282678246496","0.26906282678246496"
"10044","0.2775705516338348","0.2775705516338348","0.2775705516338348"
"10045","0.2356560230255127","0.2356560230255127","0.2356560230255127"
"10046","0.27239957451820374","0.27239957451820374","0.27239957451820374"
"10047","0.30801898390054705","0.30801898390054705","0.30801898390054705"
"10048","0.23910473957657813","0.23910473957657813","0.23910473957657813"
"10049","0.25298262014985085","0.25298262014985085","0.25298262014985085"
"10050","0.23479163870215417","0.23479163870215417","0.23479163870215417"
"10051","0.2931022807955742","0.2931022807955742","0.2931022807955742"
"10052","0.24158296287059783","0.24158296287059783","0.24158296287059783"
"10053","0.23202254101634026","0.23202254101634026","0.23202254101634026"
"10054","0.2119993597269058","0.2119993597269058","0.2119993597269058"
"10055","0.24616873040795326","0.24616873040795326","0.24616873040795326"
"10056","0.21324195191264153","0.21324195191264153","0.21324195191264153"
"10057","0.2664911150932312","0.2664911150932312","0.2664911150932312"
"10058","0.24558123871684073","0.24558123871684073","0.24558123871684073"
"10059","0.24640673473477365","0.24640673473477365","0.24640673473477365"
"10060","0.373680005967617","0.373680005967617","0.373680005967617"
"10061","0.17772939726710318","0.17772939726710318","0.17772939726710318"
"10062","0.2156919538974762","0.2156919538974762","0.2156919538974762"
"10063","0.23610449507832526","0.23610449507832526","0.23610449507832526"
"10064","0.18427752703428268","0.18427752703428268","0.18427752703428268"
"10065","0.21033849716186523","0.21033849716186523","0.21033849716186523"
"10066","0.2225789964199066","0.2225789964199066","0.2225789964199066"
"10067","0.23455667421221732","0.23455667421221732","0.23455667421221732"
"10068","0.24415729194879532","0.24415729194879532","0.24415729194879532"
"10069","0.23148853033781053","0.23148853033781053","0.23148853033781053"
"10070","0.2340773917734623","0.2340773917734623","0.2340773917734623"
"10071","0.21353549286723136","0.21353549286723136","0.21353549286723136"
"10072","0.24823031201958656","0.24823031201958656","0.24823031201958656"
"10073","0.21817949339747428","0.21817949339747428","0.21817949339747428"
"10074","0.22467321231961251","0.22467321231961251","0.22467321231961251"
"10075","0.29361634105443957","0.29361634105443957","0.29361634105443957"
"10076","0.3344174847006798","0.3344174847006798","0.3344174847006798"
"10077","0.35723861753940583","0.35723861753940583","0.35723861753940583"
"10078","0.3419564515352249","0.3419564515352249","0.3419564515352249"
"10079","0.2085891179740429","0.2085891179740429","0.2085891179740429"
"10080","0.21357555389404298","0.21357555389404298","0.21357555389404298"
"10081","0.2990022748708725","0.2990022748708725","0.2990022748708725"
"10082","0.3041904866695404","0.3041904866695404","0.3041904866695404"
"10083","0.20679722502827644","0.20679722502827644","0.20679722502827644"
"10084","0.2667964339256287","0.2667964339256287","0.2667964339256287"
"10085","0.27518668621778486","0.27518668621778486","0.27518668621778486"
"10086","0.2397748813033104","0.2397748813033104","0.2397748813033104"
"10087","0.21246317848563195","0.21246317848563195","0.21246317848563195"
"10088","0.27504239678382875","0.27504239678382875","0.27504239678382875"
"10089","0.2024885408580303","0.2024885408580303","0.2024885408580303"
"10090","0.2120995230972767","0.2120995230972767","0.2120995230972767"
"10091","0.2695448473095894","0.2695448473095894","0.2695448473095894"
"10092","0.1935604430735111","0.1935604430735111","0.1935604430735111"
"10093","0.21457459926605224","0.21457459926605224","0.21457459926605224"
"10094","0.2533415839076042","0.2533415839076042","0.2533415839076042"
"10095","0.2685213252902031","0.2685213252902031","0.2685213252902031"
"10096","0.1970339111983776","0.1970339111983776","0.1970339111983776"
"10097","0.21739617511630058","0.21739617511630058","0.21739617511630058"
"10098","0.21217416301369668","0.21217416301369668","0.21217416301369668"
"10099","0.27362537682056426","0.27362537682056426","0.27362537682056426"
"10100","0.2278837025165558","0.2278837025165558","0.2278837025165558"
"10101","0.2372273951768875","0.2372273951768875","0.2372273951768875"
"10102","0.23914944976568223","0.23914944976568223","0.23914944976568223"
"10103","0.2553059682250023","0.2553059682250023","0.2553059682250023"
"10104","0.25575530156493187","0.25575530156493187","0.25575530156493187"
"10105","0.22361402809619904","0.22361402809619904","0.22361402809619904"
"10106","0.20628900527954103","0.20628900527954103","0.20628900527954103"
"10107","0.25675767436623576","0.25675767436623576","0.25675767436623576"
"10108","0.2106963202357292","0.2106963202357292","0.2106963202357292"
"10109","0.23304977715015412","0.23304977715015412","0.23304977715015412"
"10110","0.2133296586573124","0.2133296586573124","0.2133296586573124"
"10111","0.22551220282912254","0.22551220282912254","0.22551220282912254"
"10112","0.23252496495842934","0.23252496495842934","0.23252496495842934"
"10113","0.16177366599440574","0.16177366599440574","0.16177366599440574"
"10114","0.2414156787097454","0.2414156787097454","0.2414156787097454"
"10115","0.1825684778392315","0.1825684778392315","0.1825684778392315"
"10116","0.19263077676296234","0.19263077676296234","0.19263077676296234"
"10117","0.2104010559618473","0.2104010559618473","0.2104010559618473"
"10118","0.2176707901060581","0.2176707901060581","0.2176707901060581"
"10119","0.21710051074624062","0.21710051074624062","0.21710051074624062"
"10120","0.21118390932679176","0.21118390932679176","0.21118390932679176"
"10121","0.16494868695735931","0.16494868695735931","0.16494868695735931"
"10122","0.2677407428622246","0.2677407428622246","0.2677407428622246"
"10123","0.2691469505429268","0.2691469505429268","0.2691469505429268"
"10124","0.24804049581289292","0.24804049581289292","0.24804049581289292"
"10125","0.2035575784742832","0.2035575784742832","0.2035575784742832"
"10126","0.2542334720492363","0.2542334720492363","0.2542334720492363"
"10127","0.23090777844190596","0.23090777844190596","0.23090777844190596"
"10128","0.21217109337449075","0.21217109337449075","0.21217109337449075"
"10129","0.18554095923900604","0.18554095923900604","0.18554095923900604"
"10130","0.19951536729931832","0.19951536729931832","0.19951536729931832"
"10131","0.23389591947197913","0.23389591947197913","0.23389591947197913"
"10132","0.19022022187709808","0.19022022187709808","0.19022022187709808"
"10133","0.25510711669921876","0.25510711669921876","0.25510711669921876"
"10134","0.19792592525482178","0.19792592525482178","0.19792592525482178"
"10135","0.16208935976028443","0.16208935976028443","0.16208935976028443"
"10136","0.2824653282761574","0.2824653282761574","0.2824653282761574"
"10137","0.19771699532866477","0.19771699532866477","0.19771699532866477"
"10138","0.16253966689109803","0.16253966689109803","0.16253966689109803"
"10139","0.18705687522888184","0.18705687522888184","0.18705687522888184"
"10140","0.19873047098517418","0.19873047098517418","0.19873047098517418"
"10141","0.25000509694218637","0.25000509694218637","0.25000509694218637"
"10142","0.20562139227986337","0.20562139227986337","0.20562139227986337"
"10143","0.28302339762449263","0.28302339762449263","0.28302339762449263"
"10144","0.22675987258553504","0.22675987258553504","0.22675987258553504"
"10145","0.190439435839653","0.190439435839653","0.190439435839653"
"10146","0.22405984178185462","0.22405984178185462","0.22405984178185462"
"10147","0.17947354316711425","0.17947354316711425","0.17947354316711425"
"10148","0.2340631291270256","0.2340631291270256","0.2340631291270256"
"10149","0.21724366024136543","0.21724366024136543","0.21724366024136543"
"10150","0.13293297179043292","0.13293297179043292","0.13293297179043292"
"10151","0.20034657195210456","0.20034657195210456","0.20034657195210456"
"10152","0.20460525453090667","0.20460525453090667","0.20460525453090667"
"10153","0.21323198899626733","0.21323198899626733","0.21323198899626733"
"10154","0.19096355885267258","0.19096355885267258","0.19096355885267258"
"10155","0.21337959989905358","0.21337959989905358","0.21337959989905358"
"10156","0.16278603300452232","0.16278603300452232","0.16278603300452232"
"10157","0.19332585334777833","0.19332585334777833","0.19332585334777833"
"10158","0.21724860072135926","0.21724860072135926","0.21724860072135926"
"10159","0.22742539569735526","0.22742539569735526","0.22742539569735526"
"10160","0.2944061577320099","0.2944061577320099","0.2944061577320099"
"10161","0.27463713884353635","0.27463713884353635","0.27463713884353635"
"10162","0.19792502298951148","0.19792502298951148","0.19792502298951148"
"10163","0.19437074214220046","0.19437074214220046","0.19437074214220046"
"10164","0.23159122988581657","0.23159122988581657","0.23159122988581657"
"10165","0.2570646606385708","0.2570646606385708","0.2570646606385708"
"10166","0.2573140665888786","0.2573140665888786","0.2573140665888786"
"10167","0.2071889266371727","0.2071889266371727","0.2071889266371727"
"10168","0.20541016906499862","0.20541016906499862","0.20541016906499862"
"10169","0.23617724403738977","0.23617724403738977","0.23617724403738977"
"10170","0.2142311953008175","0.2142311953008175","0.2142311953008175"
"10171","0.18972778543829918","0.18972778543829918","0.18972778543829918"
"10172","0.25997948050498965","0.25997948050498965","0.25997948050498965"
"10173","0.21489654257893562","0.21489654257893562","0.21489654257893562"
"10174","0.17241951078176498","0.17241951078176498","0.17241951078176498"
"10175","0.2100955843925476","0.2100955843925476","0.2100955843925476"
"10176","0.24619358628988267","0.24619358628988267","0.24619358628988267"
"10177","0.20179575756192208","0.20179575756192208","0.20179575756192208"
"10178","0.273978690803051","0.273978690803051","0.273978690803051"
"10179","0.2172700919210911","0.2172700919210911","0.2172700919210911"
"10180","0.2880289345979691","0.2880289345979691","0.2880289345979691"
"10181","0.18662317395210265","0.18662317395210265","0.18662317395210265"
"10182","0.25994773805141447","0.25994773805141447","0.25994773805141447"
"10183","0.20508860647678376","0.20508860647678376","0.20508860647678376"
"10184","0.23842289224267005","0.23842289224267005","0.23842289224267005"
"10185","0.2945633292198181","0.2945633292198181","0.2945633292198181"
"10186","0.1753054864704609","0.1753054864704609","0.1753054864704609"
"10187","0.20644330978393555","0.20644330978393555","0.20644330978393555"
"10188","0.19014719799160956","0.19014719799160956","0.19014719799160956"
"10189","0.20002817064523698","0.20002817064523698","0.20002817064523698"
"10190","0.23160991817712784","0.23160991817712784","0.23160991817712784"
"10191","0.21593130826950074","0.21593130826950074","0.21593130826950074"
"10192","0.2571576125919819","0.2571576125919819","0.2571576125919819"
"10193","0.19259881749749183","0.19259881749749183","0.19259881749749183"
"10194","0.20026874616742135","0.20026874616742135","0.20026874616742135"
"10195","0.25354914665222167","0.25354914665222167","0.25354914665222167"
"10196","0.2285703092813492","0.2285703092813492","0.2285703092813492"
"10197","0.21775858849287033","0.21775858849287033","0.21775858849287033"
"10198","0.20651960521936416","0.20651960521936416","0.20651960521936416"
"10199","0.21841058135032654","0.21841058135032654","0.21841058135032654"
"10200","0.22887711897492408","0.22887711897492408","0.22887711897492408"
"10201","0.31049101501703263","0.31049101501703263","0.31049101501703263"
"10202","0.2513718128204346","0.2513718128204346","0.2513718128204346"
"10203","0.24024997353553773","0.24024997353553773","0.24024997353553773"
"10204","0.16614589095115662","0.16614589095115662","0.16614589095115662"
"10205","0.2111904315650463","0.2111904315650463","0.2111904315650463"
"10206","0.2525828041136265","0.2525828041136265","0.2525828041136265"
"10207","0.24127490147948266","0.24127490147948266","0.24127490147948266"
"10208","0.19529469609260558","0.19529469609260558","0.19529469609260558"
"10209","0.22315091863274575","0.22315091863274575","0.22315091863274575"
"10210","0.19083368480205537","0.19083368480205537","0.19083368480205537"
"10211","0.251190335303545","0.251190335303545","0.251190335303545"
"10212","0.19681486934423448","0.19681486934423448","0.19681486934423448"
"10213","0.18651483431458474","0.18651483431458474","0.18651483431458474"
"10214","0.20938851460814475","0.20938851460814475","0.20938851460814475"
"10215","0.19487589970231056","0.19487589970231056","0.19487589970231056"
"10216","0.2477219007909298","0.2477219007909298","0.2477219007909298"
"10217","0.19076602831482886","0.19076602831482886","0.19076602831482886"
"10218","0.18640450537204742","0.18640450537204742","0.18640450537204742"
"10219","0.22435498535633086","0.22435498535633086","0.22435498535633086"
"10220","0.22550371438264846","0.22550371438264846","0.22550371438264846"
"10221","0.21033030450344087","0.21033030450344087","0.21033030450344087"
"10222","0.20480053052306174","0.20480053052306174","0.20480053052306174"
"10223","0.1522807478904724","0.1522807478904724","0.1522807478904724"
"10224","0.21572067141532897","0.21572067141532897","0.21572067141532897"
"10225","0.18035473451018333","0.18035473451018333","0.18035473451018333"
"10226","0.24434128403663635","0.24434128403663635","0.24434128403663635"
"10227","0.2477801613509655","0.2477801613509655","0.2477801613509655"
"10228","0.20986914038658142","0.20986914038658142","0.20986914038658142"
"10229","0.17211555689573288","0.17211555689573288","0.17211555689573288"
"10230","0.2088585801422596","0.2088585801422596","0.2088585801422596"
"10231","0.23566080927848815","0.23566080927848815","0.23566080927848815"
"10232","0.2381189376115799","0.2381189376115799","0.2381189376115799"
"10233","0.1812271147966385","0.1812271147966385","0.1812271147966385"
"10234","0.1900762602686882","0.1900762602686882","0.1900762602686882"
"10235","0.18071907088160516","0.18071907088160516","0.18071907088160516"
"10236","0.21267869919538498","0.21267869919538498","0.21267869919538498"
"10237","0.21040354073047637","0.21040354073047637","0.21040354073047637"
"10238","0.19132456108927726","0.19132456108927726","0.19132456108927726"
"10239","0.23154728785157203","0.23154728785157203","0.23154728785157203"
"10240","0.18140776976943015","0.18140776976943015","0.18140776976943015"
"10241","0.25495580956339836","0.25495580956339836","0.25495580956339836"
"10242","0.25821360647678376","0.25821360647678376","0.25821360647678376"
"10243","0.23905197978019715","0.23905197978019715","0.23905197978019715"
"10244","0.22878665402531623","0.22878665402531623","0.22878665402531623"
"10245","0.2239358752965927","0.2239358752965927","0.2239358752965927"
"10246","0.17087118774652482","0.17087118774652482","0.17087118774652482"
"10247","0.2464530922472477","0.2464530922472477","0.2464530922472477"
"10248","0.2878465123474598","0.2878465123474598","0.2878465123474598"
"10249","0.21823079213500024","0.21823079213500024","0.21823079213500024"
"10250","0.19279617443680763","0.19279617443680763","0.19279617443680763"
"10251","0.20928769558668137","0.20928769558668137","0.20928769558668137"
"10252","0.2517466939985752","0.2517466939985752","0.2517466939985752"
"10253","0.21886289566755296","0.21886289566755296","0.21886289566755296"
"10254","0.18133216276764869","0.18133216276764869","0.18133216276764869"
"10255","0.18503884747624397","0.18503884747624397","0.18503884747624397"
"10256","0.22667762115597725","0.22667762115597725","0.22667762115597725"
"10257","0.2593591444194317","0.2593591444194317","0.2593591444194317"
"10258","0.2438812591135502","0.2438812591135502","0.2438812591135502"
"10259","0.19807134568691254","0.19807134568691254","0.19807134568691254"
"10260","0.22299688756465913","0.22299688756465913","0.22299688756465913"
"10261","0.21850262135267257","0.21850262135267257","0.21850262135267257"
"10262","0.2758376881480217","0.2758376881480217","0.2758376881480217"
"10263","0.20032356232404708","0.20032356232404708","0.20032356232404708"
"10264","0.2426076762378216","0.2426076762378216","0.2426076762378216"
"10265","0.21781070455908774","0.21781070455908774","0.21781070455908774"
"10266","0.2595442682504654","0.2595442682504654","0.2595442682504654"
"10267","0.186394302546978","0.186394302546978","0.186394302546978"
"10268","0.26489716544747355","0.26489716544747355","0.26489716544747355"
"10269","0.17754523679614068","0.17754523679614068","0.17754523679614068"
"10270","0.17593048587441446","0.17593048587441446","0.17593048587441446"
"10271","0.2188168630003929","0.2188168630003929","0.2188168630003929"
"10272","0.22018749341368676","0.22018749341368676","0.22018749341368676"
"10273","0.22970747128129004","0.22970747128129004","0.22970747128129004"
"10274","0.19209988713264464","0.19209988713264464","0.19209988713264464"
"10275","0.14908213913440704","0.14908213913440704","0.14908213913440704"
"10276","0.18503453060984612","0.18503453060984612","0.18503453060984612"
"10277","0.20341557562351226","0.20341557562351226","0.20341557562351226"
"10278","0.22087740525603294","0.22087740525603294","0.22087740525603294"
"10279","0.24728127419948578","0.24728127419948578","0.24728127419948578"
"10280","0.2775708168745041","0.2775708168745041","0.2775708168745041"
"10281","0.23087976649403572","0.23087976649403572","0.23087976649403572"
"10282","0.22740432173013686","0.22740432173013686","0.22740432173013686"
"10283","0.22295701801776885","0.22295701801776885","0.22295701801776885"
"10284","0.2507421918213367","0.2507421918213367","0.2507421918213367"
"10285","0.25359475910663604","0.25359475910663604","0.25359475910663604"
"10286","0.25851052552461623","0.25851052552461623","0.25851052552461623"
"10287","0.23154840543866156","0.23154840543866156","0.23154840543866156"
"10288","0.1773267924785614","0.1773267924785614","0.1773267924785614"
"10289","0.20180449560284613","0.20180449560284613","0.20180449560284613"
"10290","0.17642731741070747","0.17642731741070747","0.17642731741070747"
"10291","0.2240866057574749","0.2240866057574749","0.2240866057574749"
"10292","0.20815486162900926","0.20815486162900926","0.20815486162900926"
"10293","0.18525917828083038","0.18525917828083038","0.18525917828083038"
"10294","0.22412138655781746","0.22412138655781746","0.22412138655781746"
"10295","0.2100906603038311","0.2100906603038311","0.2100906603038311"
"10296","0.222336845099926","0.222336845099926","0.222336845099926"
"10297","0.19621234089136125","0.19621234089136125","0.19621234089136125"
"10298","0.22850708812475204","0.22850708812475204","0.22850708812475204"
"10299","0.2563211604952812","0.2563211604952812","0.2563211604952812"
"10300","0.15097233280539513","0.15097233280539513","0.15097233280539513"
"10301","0.24218373447656633","0.24218373447656633","0.24218373447656633"
"10302","0.18199731707572936","0.18199731707572936","0.18199731707572936"
"10303","0.18079284504055976","0.18079284504055976","0.18079284504055976"
"10304","0.1719649128615856","0.1719649128615856","0.1719649128615856"
"10305","0.1716919407248497","0.1716919407248497","0.1716919407248497"
"10306","0.18642587661743165","0.18642587661743165","0.18642587661743165"
"10307","0.1899380475282669","0.1899380475282669","0.1899380475282669"
"10308","0.18853546530008317","0.18853546530008317","0.18853546530008317"
"10309","0.16053837016224862","0.16053837016224862","0.16053837016224862"
"10310","0.22888675928115845","0.22888675928115845","0.22888675928115845"
"10311","0.16707366853952407","0.16707366853952407","0.16707366853952407"
"10312","0.20563195794820785","0.20563195794820785","0.20563195794820785"
"10313","0.2115735150873661","0.2115735150873661","0.2115735150873661"
"10314","0.21248562186956405","0.21248562186956405","0.21248562186956405"
"10315","0.1797174967825413","0.1797174967825413","0.1797174967825413"
"10316","0.1600355327129364","0.1600355327129364","0.1600355327129364"
"10317","0.18279697000980377","0.18279697000980377","0.18279697000980377"
"10318","0.20210065618157386","0.20210065618157386","0.20210065618157386"
"10319","0.16380701214075089","0.16380701214075089","0.16380701214075089"
"10320","0.20805985182523729","0.20805985182523729","0.20805985182523729"
"10321","0.20199258252978325","0.20199258252978325","0.20199258252978325"
"10322","0.18759186044335366","0.18759186044335366","0.18759186044335366"
"10323","0.1786963738501072","0.1786963738501072","0.1786963738501072"
"10324","0.20716364160180092","0.20716364160180092","0.20716364160180092"
"10325","0.21150900423526764","0.21150900423526764","0.21150900423526764"
"10326","0.2590149872004986","0.2590149872004986","0.2590149872004986"
"10327","0.3326442867517471","0.3326442867517471","0.3326442867517471"
"10328","0.22805311009287835","0.22805311009287835","0.22805311009287835"
"10329","0.21949831619858742","0.21949831619858742","0.21949831619858742"
"10330","0.24763392210006713","0.24763392210006713","0.24763392210006713"
"10331","0.19795457124710084","0.19795457124710084","0.19795457124710084"
"10332","0.1964065834879875","0.1964065834879875","0.1964065834879875"
"10333","0.20456638410687447","0.20456638410687447","0.20456638410687447"
"10334","0.20010583251714706","0.20010583251714706","0.20010583251714706"
"10335","0.22405587285757064","0.22405587285757064","0.22405587285757064"
"10336","0.19551121518015863","0.19551121518015863","0.19551121518015863"
"10337","0.16504418551921846","0.16504418551921846","0.16504418551921846"
"10338","0.2035859629511833","0.2035859629511833","0.2035859629511833"
"10339","0.2090541049838066","0.2090541049838066","0.2090541049838066"
"10340","0.17923208698630333","0.17923208698630333","0.17923208698630333"
"10341","0.19080080538988115","0.19080080538988115","0.19080080538988115"
"10342","0.1983597531914711","0.1983597531914711","0.1983597531914711"
"10343","0.2162323459982872","0.2162323459982872","0.2162323459982872"
"10344","0.23315920308232307","0.23315920308232307","0.23315920308232307"
"10345","0.20015150383114816","0.20015150383114816","0.20015150383114816"
"10346","0.20690668001770973","0.20690668001770973","0.20690668001770973"
"10347","0.22559033706784248","0.22559033706784248","0.22559033706784248"
"10348","0.2058974914252758","0.2058974914252758","0.2058974914252758"
"10349","0.25141744390130044","0.25141744390130044","0.25141744390130044"
"10350","0.1846281573176384","0.1846281573176384","0.1846281573176384"
"10351","0.20770755410194397","0.20770755410194397","0.20770755410194397"
"10352","0.20383981391787528","0.20383981391787528","0.20383981391787528"
"10353","0.22105651795864106","0.22105651795864106","0.22105651795864106"
"10354","0.22007789835333824","0.22007789835333824","0.22007789835333824"
"10355","0.23572738468647003","0.23572738468647003","0.23572738468647003"
"10356","0.21890571266412734","0.21890571266412734","0.21890571266412734"
"10357","0.2847615867853165","0.2847615867853165","0.2847615867853165"
"10358","0.19002013504505158","0.19002013504505158","0.19002013504505158"
"10359","0.23030462861061096","0.23030462861061096","0.23030462861061096"
"10360","0.20236337408423424","0.20236337408423424","0.20236337408423424"
"10361","0.24563641622662544","0.24563641622662544","0.24563641622662544"
"10362","0.2197452165186405","0.2197452165186405","0.2197452165186405"
"10363","0.19877151548862457","0.19877151548862457","0.19877151548862457"
"10364","0.2486022725701332","0.2486022725701332","0.2486022725701332"
"10365","0.21430949494242668","0.21430949494242668","0.21430949494242668"
"10366","0.21323395892977715","0.21323395892977715","0.21323395892977715"
"10367","0.2721663571894169","0.2721663571894169","0.2721663571894169"
"10368","0.24832071289420127","0.24832071289420127","0.24832071289420127"
"10369","0.25217505544424057","0.25217505544424057","0.25217505544424057"
"10370","0.2692079521715641","0.2692079521715641","0.2692079521715641"
"10371","0.20864269733428956","0.20864269733428956","0.20864269733428956"
"10372","0.24376605600118637","0.24376605600118637","0.24376605600118637"
"10373","0.23590760827064514","0.23590760827064514","0.23590760827064514"
"10374","0.24975523352622986","0.24975523352622986","0.24975523352622986"
"10375","0.24939195141196252","0.24939195141196252","0.24939195141196252"
"10376","0.2293504945933819","0.2293504945933819","0.2293504945933819"
"10377","0.25302359759807586","0.25302359759807586","0.25302359759807586"
"10378","0.1821630544960499","0.1821630544960499","0.1821630544960499"
"10379","0.21092695742845535","0.21092695742845535","0.21092695742845535"
"10380","0.17915165275335312","0.17915165275335312","0.17915165275335312"
"10381","0.242596647888422","0.242596647888422","0.242596647888422"
"10382","0.23781495541334152","0.23781495541334152","0.23781495541334152"
"10383","0.20616133362054825","0.20616133362054825","0.20616133362054825"
"10384","0.21119437664747237","0.21119437664747237","0.21119437664747237"
"10385","0.20090834945440292","0.20090834945440292","0.20090834945440292"
"10386","0.23880427628755568","0.23880427628755568","0.23880427628755568"
"10387","0.25132300779223443","0.25132300779223443","0.25132300779223443"
"10388","0.2569450579583645","0.2569450579583645","0.2569450579583645"
"10389","0.22953562438488007","0.22953562438488007","0.22953562438488007"
"10390","0.2065863125026226","0.2065863125026226","0.2065863125026226"
"10391","0.2284402996301651","0.2284402996301651","0.2284402996301651"
"10392","0.24023344367742538","0.24023344367742538","0.24023344367742538"
"10393","0.2289371207356453","0.2289371207356453","0.2289371207356453"
"10394","0.19604812562465668","0.19604812562465668","0.19604812562465668"
"10395","0.24339653849601744","0.24339653849601744","0.24339653849601744"
"10396","0.2510412931442261","0.2510412931442261","0.2510412931442261"
"10397","0.25937715992331506","0.25937715992331506","0.25937715992331506"
"10398","0.22633489966392517","0.22633489966392517","0.22633489966392517"
"10399","0.17970857173204421","0.17970857173204421","0.17970857173204421"
"10400","0.20801175013184547","0.20801175013184547","0.20801175013184547"
"10401","0.2879388272762299","0.2879388272762299","0.2879388272762299"
"10402","0.20660571828484536","0.20660571828484536","0.20660571828484536"
"10403","0.24243851378560066","0.24243851378560066","0.24243851378560066"
"10404","0.20800677090883254","0.20800677090883254","0.20800677090883254"
"10405","0.24516848996281623","0.24516848996281623","0.24516848996281623"
"10406","0.2115642808377743","0.2115642808377743","0.2115642808377743"
"10407","0.22115814611315726","0.22115814611315726","0.22115814611315726"
"10408","0.260217896848917","0.260217896848917","0.260217896848917"
"10409","0.19913227781653403","0.19913227781653403","0.19913227781653403"
"10410","0.3313154548406601","0.3313154548406601","0.3313154548406601"
"10411","0.25995310172438624","0.25995310172438624","0.25995310172438624"
"10412","0.21292611733078956","0.21292611733078956","0.21292611733078956"
"10413","0.2278933808207512","0.2278933808207512","0.2278933808207512"
"10414","0.2412282034754753","0.2412282034754753","0.2412282034754753"
"10415","0.24759867787361145","0.24759867787361145","0.24759867787361145"
"10416","0.20669157207012176","0.20669157207012176","0.20669157207012176"
"10417","0.21204260215163231","0.21204260215163231","0.21204260215163231"
"10418","0.25171161666512487","0.25171161666512487","0.25171161666512487"
"10419","0.22364320904016494","0.22364320904016494","0.22364320904016494"
"10420","0.23061309903860092","0.23061309903860092","0.23061309903860092"
"10421","0.22158210277557372","0.22158210277557372","0.22158210277557372"
"10422","0.24450621381402016","0.24450621381402016","0.24450621381402016"
"10423","0.18393496796488762","0.18393496796488762","0.18393496796488762"
"10424","0.18439819663763046","0.18439819663763046","0.18439819663763046"
"10425","0.22033309191465378","0.22033309191465378","0.22033309191465378"
"10426","0.23691012486815452","0.23691012486815452","0.23691012486815452"
"10427","0.21348500177264212","0.21348500177264212","0.21348500177264212"
"10428","0.25027165189385414","0.25027165189385414","0.25027165189385414"
"10429","0.2176276959478855","0.2176276959478855","0.2176276959478855"
"10430","0.22310715019702912","0.22310715019702912","0.22310715019702912"
"10431","0.245397237688303","0.245397237688303","0.245397237688303"
