"Step","0.7CircleBlindp2 - Episode_Reward/payload_2_target","0.7CircleBlindp2 - Episode_Reward/payload_2_target__MIN","0.7CircleBlindp2 - Episode_Reward/payload_2_target__MAX"
"9999","0.00001776478711690288","0.00001776478711690288","0.00001776478711690288"
"10000","-0.00009439903078600764","-0.00009439903078600764","-0.00009439903078600764"
"10001","0.0010665457230061293","0.0010665457230061293","0.0010665457230061293"
"10002","0.00885230116546154","0.00885230116546154","0.00885230116546154"
"10003","0.03582218289375305","0.03582218289375305","0.03582218289375305"
"10004","0.09354405105113983","0.09354405105113983","0.09354405105113983"
"10005","0.19219064712524414","0.19219064712524414","0.19219064712524414"
"10006","0.2701055705547333","0.2701055705547333","0.2701055705547333"
"10007","0.49468526244163513","0.49468526244163513","0.49468526244163513"
"10008","0.6244494318962097","0.6244494318962097","0.6244494318962097"
"10009","0.86338210105896","0.86338210105896","0.86338210105896"
"10010","1.087878942489624","1.087878942489624","1.087878942489624"
"10011","1.3832324743270874","1.3832324743270874","1.3832324743270874"
"10012","1.5319894552230835","1.5319894552230835","1.5319894552230835"
"10013","1.761377215385437","1.761377215385437","1.761377215385437"
"10014","1.983750820159912","1.983750820159912","1.983750820159912"
"10015","2.2727134227752686","2.2727134227752686","2.2727134227752686"
"10016","2.389277935028076","2.389277935028076","2.389277935028076"
"10017","2.7181992530822754","2.7181992530822754","2.7181992530822754"
"10018","3.0223026275634766","3.0223026275634766","3.0223026275634766"
"10019","3.1861677169799805","3.1861677169799805","3.1861677169799805"
"10020","3.4492478370666504","3.4492478370666504","3.4492478370666504"
"10021","3.7041900157928467","3.7041900157928467","3.7041900157928467"
"10022","3.940354824066162","3.940354824066162","3.940354824066162"
"10023","3.8863773345947266","3.8863773345947266","3.8863773345947266"
"10024","4.3902387619018555","4.3902387619018555","4.3902387619018555"
"10025","4.462242603302002","4.462242603302002","4.462242603302002"
"10026","4.680675506591797","4.680675506591797","4.680675506591797"
"10027","4.861971855163574","4.861971855163574","4.861971855163574"
"10028","4.701244354248047","4.701244354248047","4.701244354248047"
"10029","5.616325378417969","5.616325378417969","5.616325378417969"
"10030","5.681187629699707","5.681187629699707","5.681187629699707"
"10031","6.045407772064209","6.045407772064209","6.045407772064209"
"10032","6.121004104614258","6.121004104614258","6.121004104614258"
"10033","6.302045822143555","6.302045822143555","6.302045822143555"
"10034","6.111068248748779","6.111068248748779","6.111068248748779"
"10035","6.784030437469482","6.784030437469482","6.784030437469482"
"10036","6.808822154998779","6.808822154998779","6.808822154998779"
"10037","7.189464569091797","7.189464569091797","7.189464569091797"
"10038","6.569901943206787","6.569901943206787","6.569901943206787"
"10039","6.872922897338867","6.872922897338867","6.872922897338867"
"10040","7.793046474456787","7.793046474456787","7.793046474456787"
"10041","7.781394958496094","7.781394958496094","7.781394958496094"
"10042","7.784753322601318","7.784753322601318","7.784753322601318"
"10043","7.433305263519287","7.433305263519287","7.433305263519287"
"10044","7.456918716430664","7.456918716430664","7.456918716430664"
"10045","7.119261741638184","7.119261741638184","7.119261741638184"
"10046","6.8496809005737305","6.8496809005737305","6.8496809005737305"
"10047","7.1590681076049805","7.1590681076049805","7.1590681076049805"
"10048","7.374378204345703","7.374378204345703","7.374378204345703"
"10049","7.376420974731445","7.376420974731445","7.376420974731445"
"10050","7.35187292098999","7.35187292098999","7.35187292098999"
"10051","7.2690839767456055","7.2690839767456055","7.2690839767456055"
"10052","7.638331413269043","7.638331413269043","7.638331413269043"
"10053","7.533888816833496","7.533888816833496","7.533888816833496"
"10054","7.679585933685303","7.679585933685303","7.679585933685303"
"10055","7.421115875244141","7.421115875244141","7.421115875244141"
"10056","7.771878719329834","7.771878719329834","7.771878719329834"
"10057","7.7738800048828125","7.7738800048828125","7.7738800048828125"
"10058","7.690073013305664","7.690073013305664","7.690073013305664"
"10059","7.748297691345215","7.748297691345215","7.748297691345215"
"10060","6.871945858001709","6.871945858001709","6.871945858001709"
"10061","7.5834856033325195","7.5834856033325195","7.5834856033325195"
"10062","7.717732906341553","7.717732906341553","7.717732906341553"
"10063","7.505509853363037","7.505509853363037","7.505509853363037"
"10064","7.707509517669678","7.707509517669678","7.707509517669678"
"10065","7.600655555725098","7.600655555725098","7.600655555725098"
"10066","7.638705253601074","7.638705253601074","7.638705253601074"
"10067","7.5520477294921875","7.5520477294921875","7.5520477294921875"
"10068","7.4795355796813965","7.4795355796813965","7.4795355796813965"
"10069","7.466428279876709","7.466428279876709","7.466428279876709"
"10070","7.696990489959717","7.696990489959717","7.696990489959717"
"10071","7.521813869476318","7.521813869476318","7.521813869476318"
"10072","7.608354091644287","7.608354091644287","7.608354091644287"
"10073","7.637384414672852","7.637384414672852","7.637384414672852"
"10074","7.400773525238037","7.400773525238037","7.400773525238037"
"10075","7.300697326660156","7.300697326660156","7.300697326660156"
"10076","7.589910507202148","7.589910507202148","7.589910507202148"
"10077","7.135509490966797","7.135509490966797","7.135509490966797"
"10078","7.166055202484131","7.166055202484131","7.166055202484131"
"10079","7.375962734222412","7.375962734222412","7.375962734222412"
"10080","7.129812240600586","7.129812240600586","7.129812240600586"
"10081","7.6507463455200195","7.6507463455200195","7.6507463455200195"
"10082","7.840409755706787","7.840409755706787","7.840409755706787"
"10083","7.553767681121826","7.553767681121826","7.553767681121826"
"10084","7.805531978607178","7.805531978607178","7.805531978607178"
"10085","7.419158935546875","7.419158935546875","7.419158935546875"
"10086","7.26225471496582","7.26225471496582","7.26225471496582"
"10087","7.277004241943359","7.277004241943359","7.277004241943359"
"10088","7.4267683029174805","7.4267683029174805","7.4267683029174805"
"10089","7.1680731773376465","7.1680731773376465","7.1680731773376465"
"10090","7.4142889976501465","7.4142889976501465","7.4142889976501465"
"10091","7.310794830322266","7.310794830322266","7.310794830322266"
"10092","7.348871231079102","7.348871231079102","7.348871231079102"
"10093","7.412507057189941","7.412507057189941","7.412507057189941"
"10094","7.17770528793335","7.17770528793335","7.17770528793335"
"10095","7.277818202972412","7.277818202972412","7.277818202972412"
"10096","7.607139587402344","7.607139587402344","7.607139587402344"
"10097","7.538385391235352","7.538385391235352","7.538385391235352"
"10098","7.5811262130737305","7.5811262130737305","7.5811262130737305"
"10099","7.3357391357421875","7.3357391357421875","7.3357391357421875"
"10100","7.46010684967041","7.46010684967041","7.46010684967041"
"10101","7.706981658935547","7.706981658935547","7.706981658935547"
"10102","7.5751800537109375","7.5751800537109375","7.5751800537109375"
"10103","7.475610733032227","7.475610733032227","7.475610733032227"
"10104","7.437228202819824","7.437228202819824","7.437228202819824"
"10105","7.3571271896362305","7.3571271896362305","7.3571271896362305"
"10106","7.12462043762207","7.12462043762207","7.12462043762207"
"10107","7.6743388175964355","7.6743388175964355","7.6743388175964355"
"10108","7.370795249938965","7.370795249938965","7.370795249938965"
"10109","7.513981819152832","7.513981819152832","7.513981819152832"
"10110","7.585580825805664","7.585580825805664","7.585580825805664"
"10111","7.609707832336426","7.609707832336426","7.609707832336426"
"10112","7.657044887542725","7.657044887542725","7.657044887542725"
"10113","7.646871089935303","7.646871089935303","7.646871089935303"
"10114","7.397302150726318","7.397302150726318","7.397302150726318"
"10115","7.6212310791015625","7.6212310791015625","7.6212310791015625"
"10116","7.730594635009766","7.730594635009766","7.730594635009766"
"10117","7.810123443603516","7.810123443603516","7.810123443603516"
"10118","7.435253143310547","7.435253143310547","7.435253143310547"
"10119","7.527647972106934","7.527647972106934","7.527647972106934"
"10120","7.627323150634766","7.627323150634766","7.627323150634766"
"10121","7.367926597595215","7.367926597595215","7.367926597595215"
"10122","7.315886497497559","7.315886497497559","7.315886497497559"
"10123","7.32991361618042","7.32991361618042","7.32991361618042"
"10124","7.5411200523376465","7.5411200523376465","7.5411200523376465"
"10125","7.314766883850098","7.314766883850098","7.314766883850098"
"10126","7.250613212585449","7.250613212585449","7.250613212585449"
"10127","7.566139221191406","7.566139221191406","7.566139221191406"
"10128","7.579231262207031","7.579231262207031","7.579231262207031"
"10129","7.444924831390381","7.444924831390381","7.444924831390381"
"10130","7.501424312591553","7.501424312591553","7.501424312591553"
"10131","7.633368492126465","7.633368492126465","7.633368492126465"
"10132","7.311738967895508","7.311738967895508","7.311738967895508"
"10133","7.5553693771362305","7.5553693771362305","7.5553693771362305"
"10134","7.3513031005859375","7.3513031005859375","7.3513031005859375"
"10135","7.714625358581543","7.714625358581543","7.714625358581543"
"10136","7.51556396484375","7.51556396484375","7.51556396484375"
"10137","7.176129341125488","7.176129341125488","7.176129341125488"
"10138","7.332096099853516","7.332096099853516","7.332096099853516"
"10139","7.264194011688232","7.264194011688232","7.264194011688232"
"10140","7.016098976135254","7.016098976135254","7.016098976135254"
"10141","7.632312774658203","7.632312774658203","7.632312774658203"
"10142","7.61251163482666","7.61251163482666","7.61251163482666"
"10143","7.625758647918701","7.625758647918701","7.625758647918701"
"10144","7.396275997161865","7.396275997161865","7.396275997161865"
"10145","7.540732383728027","7.540732383728027","7.540732383728027"
"10146","7.812776565551758","7.812776565551758","7.812776565551758"
"10147","7.464334487915039","7.464334487915039","7.464334487915039"
"10148","7.8974199295043945","7.8974199295043945","7.8974199295043945"
"10149","7.493124961853027","7.493124961853027","7.493124961853027"
"10150","7.53653621673584","7.53653621673584","7.53653621673584"
"10151","7.567296504974365","7.567296504974365","7.567296504974365"
"10152","7.209929943084717","7.209929943084717","7.209929943084717"
"10153","7.446648597717285","7.446648597717285","7.446648597717285"
"10154","7.600213050842285","7.600213050842285","7.600213050842285"
"10155","7.534908294677734","7.534908294677734","7.534908294677734"
"10156","7.584157466888428","7.584157466888428","7.584157466888428"
"10157","7.4108686447143555","7.4108686447143555","7.4108686447143555"
"10158","7.7270612716674805","7.7270612716674805","7.7270612716674805"
"10159","7.366023063659668","7.366023063659668","7.366023063659668"
"10160","7.515786647796631","7.515786647796631","7.515786647796631"
"10161","7.489501953125","7.489501953125","7.489501953125"
"10162","7.453052520751953","7.453052520751953","7.453052520751953"
"10163","7.554013729095459","7.554013729095459","7.554013729095459"
"10164","7.665824890136719","7.665824890136719","7.665824890136719"
"10165","7.645333766937256","7.645333766937256","7.645333766937256"
"10166","7.53067684173584","7.53067684173584","7.53067684173584"
"10167","7.504909515380859","7.504909515380859","7.504909515380859"
"10168","7.627840995788574","7.627840995788574","7.627840995788574"
"10169","7.507373809814453","7.507373809814453","7.507373809814453"
"10170","7.6402130126953125","7.6402130126953125","7.6402130126953125"
"10171","7.608156204223633","7.608156204223633","7.608156204223633"
"10172","7.608148574829102","7.608148574829102","7.608148574829102"
"10173","7.678186416625977","7.678186416625977","7.678186416625977"
"10174","7.603871822357178","7.603871822357178","7.603871822357178"
"10175","7.4274702072143555","7.4274702072143555","7.4274702072143555"
"10176","7.770730495452881","7.770730495452881","7.770730495452881"
"10177","7.579028606414795","7.579028606414795","7.579028606414795"
"10178","7.411555290222168","7.411555290222168","7.411555290222168"
"10179","7.678204536437988","7.678204536437988","7.678204536437988"
"10180","7.524247646331787","7.524247646331787","7.524247646331787"
"10181","7.482037544250488","7.482037544250488","7.482037544250488"
"10182","7.471770286560059","7.471770286560059","7.471770286560059"
"10183","7.587472438812256","7.587472438812256","7.587472438812256"
"10184","7.2512030601501465","7.2512030601501465","7.2512030601501465"
"10185","7.596346855163574","7.596346855163574","7.596346855163574"
"10186","7.343738555908203","7.343738555908203","7.343738555908203"
"10187","7.077073574066162","7.077073574066162","7.077073574066162"
"10188","7.719470977783203","7.719470977783203","7.719470977783203"
"10189","7.559013366699219","7.559013366699219","7.559013366699219"
"10190","7.539919853210449","7.539919853210449","7.539919853210449"
"10191","7.522917747497559","7.522917747497559","7.522917747497559"
"10192","7.418368339538574","7.418368339538574","7.418368339538574"
"10193","7.653894424438477","7.653894424438477","7.653894424438477"
"10194","7.62024450302124","7.62024450302124","7.62024450302124"
"10195","7.340920925140381","7.340920925140381","7.340920925140381"
"10196","7.475783348083496","7.475783348083496","7.475783348083496"
"10197","7.40986442565918","7.40986442565918","7.40986442565918"
"10198","7.730622291564941","7.730622291564941","7.730622291564941"
"10199","7.117836952209473","7.117836952209473","7.117836952209473"
"10200","7.5787177085876465","7.5787177085876465","7.5787177085876465"
"10201","7.289224147796631","7.289224147796631","7.289224147796631"
"10202","7.55806303024292","7.55806303024292","7.55806303024292"
"10203","7.418872833251953","7.418872833251953","7.418872833251953"
"10204","7.480525016784668","7.480525016784668","7.480525016784668"
"10205","7.370673179626465","7.370673179626465","7.370673179626465"
"10206","6.732028961181641","6.732028961181641","6.732028961181641"
"10207","7.437891960144043","7.437891960144043","7.437891960144043"
"10208","7.547732353210449","7.547732353210449","7.547732353210449"
"10209","7.389505386352539","7.389505386352539","7.389505386352539"
"10210","7.437535762786865","7.437535762786865","7.437535762786865"
"10211","7.482207775115967","7.482207775115967","7.482207775115967"
"10212","7.3931427001953125","7.3931427001953125","7.3931427001953125"
"10213","7.103252410888672","7.103252410888672","7.103252410888672"
"10214","7.5981764793396","7.5981764793396","7.5981764793396"
"10215","7.629075050354004","7.629075050354004","7.629075050354004"
"10216","7.527200222015381","7.527200222015381","7.527200222015381"
"10217","7.505202293395996","7.505202293395996","7.505202293395996"
"10218","7.567047119140625","7.567047119140625","7.567047119140625"
"10219","7.596564292907715","7.596564292907715","7.596564292907715"
"10220","7.380255699157715","7.380255699157715","7.380255699157715"
"10221","7.4982757568359375","7.4982757568359375","7.4982757568359375"
"10222","7.413909912109375","7.413909912109375","7.413909912109375"
"10223","7.578305244445801","7.578305244445801","7.578305244445801"
"10224","7.493785858154297","7.493785858154297","7.493785858154297"
"10225","7.732202529907227","7.732202529907227","7.732202529907227"
"10226","7.485414028167725","7.485414028167725","7.485414028167725"
"10227","7.548970699310303","7.548970699310303","7.548970699310303"
"10228","7.624492168426514","7.624492168426514","7.624492168426514"
"10229","7.520740509033203","7.520740509033203","7.520740509033203"
"10230","7.345423698425293","7.345423698425293","7.345423698425293"
"10231","7.52587890625","7.52587890625","7.52587890625"
"10232","7.235780239105225","7.235780239105225","7.235780239105225"
"10233","7.32008695602417","7.32008695602417","7.32008695602417"
"10234","7.15164852142334","7.15164852142334","7.15164852142334"
"10235","7.481713771820068","7.481713771820068","7.481713771820068"
"10236","7.378642559051514","7.378642559051514","7.378642559051514"
"10237","7.535966396331787","7.535966396331787","7.535966396331787"
"10238","7.585323333740234","7.585323333740234","7.585323333740234"
"10239","7.026549339294434","7.026549339294434","7.026549339294434"
"10240","7.598634243011475","7.598634243011475","7.598634243011475"
"10241","7.65484619140625","7.65484619140625","7.65484619140625"
"10242","7.393106460571289","7.393106460571289","7.393106460571289"
