"Step","OriExp10Lin2D10 - Metrics/targetPosition/error_pos_2d","OriExp10Lin2D10 - Metrics/targetPosition/error_pos_2d__MIN","OriExp10Lin2D10 - Metrics/targetPosition/error_pos_2d__MAX"
"214","4.938459396362305","4.938459396362305","4.938459396362305"
"215","4.788458824157715","4.788458824157715","4.788458824157715"
"216","4.754787445068359","4.754787445068359","4.754787445068359"
"221","4.854683876037598","4.854683876037598","4.854683876037598"
"222","4.772516250610352","4.772516250610352","4.772516250610352"
"223","4.491384983062744","4.491384983062744","4.491384983062744"
"226","5.010529518127441","5.010529518127441","5.010529518127441"
"228","4.720418453216553","4.720418453216553","4.720418453216553"
"229","4.734376907348633","4.734376907348633","4.734376907348633"
"230","4.831543922424316","4.831543922424316","4.831543922424316"
"235","4.892862319946289","4.892862319946289","4.892862319946289"
"236","4.7822265625","4.7822265625","4.7822265625"
"238","4.872704982757568","4.872704982757568","4.872704982757568"
"242","4.701058387756348","4.701058387756348","4.701058387756348"
"243","4.7174296379089355","4.7174296379089355","4.7174296379089355"
"244","4.894691467285156","4.894691467285156","4.894691467285156"
"245","4.891533851623535","4.891533851623535","4.891533851623535"
"246","4.675137996673584","4.675137996673584","4.675137996673584"
"251","4.759688377380371","4.759688377380371","4.759688377380371"
"253","4.796890735626221","4.796890735626221","4.796890735626221"
"254","4.74265193939209","4.74265193939209","4.74265193939209"
"257","5.017583847045898","5.017583847045898","5.017583847045898"
"258","5.001306056976318","5.001306056976318","5.001306056976318"
"262","4.88755989074707","4.88755989074707","4.88755989074707"
"264","4.836329936981201","4.836329936981201","4.836329936981201"
"266","4.837026119232178","4.837026119232178","4.837026119232178"
"267","4.907683849334717","4.907683849334717","4.907683849334717"
"271","4.898222923278809","4.898222923278809","4.898222923278809"
"272","4.912253379821777","4.912253379821777","4.912253379821777"
"273","4.588553428649902","4.588553428649902","4.588553428649902"
"274","4.781833648681641","4.781833648681641","4.781833648681641"
"275","4.77195405960083","4.77195405960083","4.77195405960083"
"277","4.842352867126465","4.842352867126465","4.842352867126465"
"279","4.862439155578613","4.862439155578613","4.862439155578613"
"280","4.802958965301514","4.802958965301514","4.802958965301514"
"282","4.586183071136475","4.586183071136475","4.586183071136475"
"284","4.856442451477051","4.856442451477051","4.856442451477051"
"285","4.829700469970703","4.829700469970703","4.829700469970703"
"286","4.80573844909668","4.80573844909668","4.80573844909668"
"287","4.865957260131836","4.865957260131836","4.865957260131836"
"289","4.950174331665039","4.950174331665039","4.950174331665039"
"294","5.002568244934082","5.002568244934082","5.002568244934082"
"296","4.740179061889648","4.740179061889648","4.740179061889648"
"297","4.73676061630249","4.73676061630249","4.73676061630249"
"298","4.946862697601318","4.946862697601318","4.946862697601318"
"299","4.888931751251221","4.888931751251221","4.888931751251221"
"300","4.733513832092285","4.733513832092285","4.733513832092285"
"301","4.887183666229248","4.887183666229248","4.887183666229248"
"302","4.819064140319824","4.819064140319824","4.819064140319824"
"304","4.930054664611816","4.930054664611816","4.930054664611816"
"305","4.957139015197754","4.957139015197754","4.957139015197754"
"306","4.86176872253418","4.86176872253418","4.86176872253418"
"307","4.867154121398926","4.867154121398926","4.867154121398926"
"308","4.901017665863037","4.901017665863037","4.901017665863037"
"309","4.773383140563965","4.773383140563965","4.773383140563965"
"310","4.917472839355469","4.917472839355469","4.917472839355469"
"312","4.951128005981445","4.951128005981445","4.951128005981445"
"315","4.858274459838867","4.858274459838867","4.858274459838867"
"317","4.846220016479492","4.846220016479492","4.846220016479492"
"319","4.7650275230407715","4.7650275230407715","4.7650275230407715"
"321","4.80106258392334","4.80106258392334","4.80106258392334"
"322","4.862065315246582","4.862065315246582","4.862065315246582"
"323","4.914067268371582","4.914067268371582","4.914067268371582"
"324","4.795161247253418","4.795161247253418","4.795161247253418"
"325","4.6732072830200195","4.6732072830200195","4.6732072830200195"
"328","4.901731014251709","4.901731014251709","4.901731014251709"
"334","4.958428382873535","4.958428382873535","4.958428382873535"
"336","4.882425308227539","4.882425308227539","4.882425308227539"
"338","4.906744003295898","4.906744003295898","4.906744003295898"
"342","4.809413909912109","4.809413909912109","4.809413909912109"
"343","4.849404335021973","4.849404335021973","4.849404335021973"
"344","4.750388145446777","4.750388145446777","4.750388145446777"
"346","4.897860050201416","4.897860050201416","4.897860050201416"
"347","4.685003280639648","4.685003280639648","4.685003280639648"
"351","4.91354513168335","4.91354513168335","4.91354513168335"
"352","4.724917411804199","4.724917411804199","4.724917411804199"
"353","5.023066997528076","5.023066997528076","5.023066997528076"
"354","4.645771026611328","4.645771026611328","4.645771026611328"
"355","4.896092414855957","4.896092414855957","4.896092414855957"
"357","4.765466690063477","4.765466690063477","4.765466690063477"
"359","5.041865825653076","5.041865825653076","5.041865825653076"
"360","4.774010181427002","4.774010181427002","4.774010181427002"
"366","4.861267566680908","4.861267566680908","4.861267566680908"
"367","4.650199890136719","4.650199890136719","4.650199890136719"
"368","4.764719009399414","4.764719009399414","4.764719009399414"
"375","4.772102355957031","4.772102355957031","4.772102355957031"
"378","4.7147393226623535","4.7147393226623535","4.7147393226623535"
"379","4.97216796875","4.97216796875","4.97216796875"
"380","4.718071937561035","4.718071937561035","4.718071937561035"
"381","4.890514373779297","4.890514373779297","4.890514373779297"
"382","4.696874141693115","4.696874141693115","4.696874141693115"
"383","4.934638977050781","4.934638977050781","4.934638977050781"
"385","4.6538825035095215","4.6538825035095215","4.6538825035095215"
"386","4.963204383850098","4.963204383850098","4.963204383850098"
"387","4.740036964416504","4.740036964416504","4.740036964416504"
"389","4.871672630310059","4.871672630310059","4.871672630310059"
"390","4.940316200256348","4.940316200256348","4.940316200256348"
"393","4.852374076843262","4.852374076843262","4.852374076843262"
"395","4.961977958679199","4.961977958679199","4.961977958679199"
"397","5.006464004516602","5.006464004516602","5.006464004516602"
"399","4.780300140380859","4.780300140380859","4.780300140380859"
"400","4.956974029541016","4.956974029541016","4.956974029541016"
"403","4.8424811363220215","4.8424811363220215","4.8424811363220215"
"404","4.830982208251953","4.830982208251953","4.830982208251953"
"406","5.071986198425293","5.071986198425293","5.071986198425293"
"407","4.949753761291504","4.949753761291504","4.949753761291504"
"409","4.909217834472656","4.909217834472656","4.909217834472656"
"412","4.806941032409668","4.806941032409668","4.806941032409668"
"413","4.889911651611328","4.889911651611328","4.889911651611328"
"414","4.867648124694824","4.867648124694824","4.867648124694824"
"415","5.159735679626465","5.159735679626465","5.159735679626465"
"416","5.039145469665527","5.039145469665527","5.039145469665527"
"417","4.988481044769287","4.988481044769287","4.988481044769287"
"419","5.131503105163574","5.131503105163574","5.131503105163574"
"420","4.904758453369141","4.904758453369141","4.904758453369141"
"423","5.159133434295654","5.159133434295654","5.159133434295654"
"424","4.894122123718262","4.894122123718262","4.894122123718262"
"425","5.12440299987793","5.12440299987793","5.12440299987793"
"426","5.007180690765381","5.007180690765381","5.007180690765381"
"428","5.047722339630127","5.047722339630127","5.047722339630127"
"430","4.9763593673706055","4.9763593673706055","4.9763593673706055"
"431","5.152997016906738","5.152997016906738","5.152997016906738"
"433","4.970139503479004","4.970139503479004","4.970139503479004"
"434","5.084439754486084","5.084439754486084","5.084439754486084"
"435","4.989993572235107","4.989993572235107","4.989993572235107"
"436","5.044021129608154","5.044021129608154","5.044021129608154"
"437","5.0376057624816895","5.0376057624816895","5.0376057624816895"
"438","5.058435440063477","5.058435440063477","5.058435440063477"
"439","5.014618396759033","5.014618396759033","5.014618396759033"
"441","5.047895908355713","5.047895908355713","5.047895908355713"
"442","5.250117301940918","5.250117301940918","5.250117301940918"
"443","5.11879301071167","5.11879301071167","5.11879301071167"
"444","5.118221282958984","5.118221282958984","5.118221282958984"
"447","5.130345344543457","5.130345344543457","5.130345344543457"
"449","5.121486663818359","5.121486663818359","5.121486663818359"
"450","5.093295097351074","5.093295097351074","5.093295097351074"
"453","5.1205878257751465","5.1205878257751465","5.1205878257751465"
"454","4.870429515838623","4.870429515838623","4.870429515838623"
"455","5.079352378845215","5.079352378845215","5.079352378845215"
"456","5.1205573081970215","5.1205573081970215","5.1205573081970215"
"463","4.809606075286865","4.809606075286865","4.809606075286865"
"464","4.954638957977295","4.954638957977295","4.954638957977295"
"465","4.950997352600098","4.950997352600098","4.950997352600098"
"466","4.856891632080078","4.856891632080078","4.856891632080078"
"467","5.140046119689941","5.140046119689941","5.140046119689941"
"468","5.132753372192383","5.132753372192383","5.132753372192383"
"471","5.01924991607666","5.01924991607666","5.01924991607666"
"472","5.242260932922363","5.242260932922363","5.242260932922363"
"475","5.088083267211914","5.088083267211914","5.088083267211914"
"476","5.078094482421875","5.078094482421875","5.078094482421875"
"477","4.935266017913818","4.935266017913818","4.935266017913818"
"480","4.867959022521973","4.867959022521973","4.867959022521973"
"482","5.109245300292969","5.109245300292969","5.109245300292969"
"488","5.0833964347839355","5.0833964347839355","5.0833964347839355"
"491","4.948686599731445","4.948686599731445","4.948686599731445"
"492","5.017202377319336","5.017202377319336","5.017202377319336"
"493","4.710405349731445","4.710405349731445","4.710405349731445"
"494","5.156154632568359","5.156154632568359","5.156154632568359"
"495","5.029253005981445","5.029253005981445","5.029253005981445"
"496","4.9688334465026855","4.9688334465026855","4.9688334465026855"
"497","4.966070175170898","4.966070175170898","4.966070175170898"
"501","4.818459510803223","4.818459510803223","4.818459510803223"
"502","5.1557297706604","5.1557297706604","5.1557297706604"
"503","5.0652923583984375","5.0652923583984375","5.0652923583984375"
"505","4.955527305603027","4.955527305603027","4.955527305603027"
"506","5.067929267883301","5.067929267883301","5.067929267883301"
"509","5.089442729949951","5.089442729949951","5.089442729949951"
"511","4.957993030548096","4.957993030548096","4.957993030548096"
"513","5.136876106262207","5.136876106262207","5.136876106262207"
"514","5.018309593200684","5.018309593200684","5.018309593200684"
"516","5.056119918823242","5.056119918823242","5.056119918823242"
"517","5.186455726623535","5.186455726623535","5.186455726623535"
"518","5.044724464416504","5.044724464416504","5.044724464416504"
"519","5.2175703048706055","5.2175703048706055","5.2175703048706055"
"521","5.041053771972656","5.041053771972656","5.041053771972656"
"524","5.15936279296875","5.15936279296875","5.15936279296875"
"526","4.924026012420654","4.924026012420654","4.924026012420654"
"527","5.025755882263184","5.025755882263184","5.025755882263184"
"532","5.157225608825684","5.157225608825684","5.157225608825684"
"536","5.030193328857422","5.030193328857422","5.030193328857422"
"539","5.209097385406494","5.209097385406494","5.209097385406494"
"540","5.139918327331543","5.139918327331543","5.139918327331543"
"541","5.174965858459473","5.174965858459473","5.174965858459473"
"543","5.195685386657715","5.195685386657715","5.195685386657715"
"545","4.963222026824951","4.963222026824951","4.963222026824951"
"546","5.083132743835449","5.083132743835449","5.083132743835449"
"550","4.988801002502441","4.988801002502441","4.988801002502441"
"556","5.020847320556641","5.020847320556641","5.020847320556641"
"557","4.984363555908203","4.984363555908203","4.984363555908203"
"559","5.0922136306762695","5.0922136306762695","5.0922136306762695"
"560","5.140035629272461","5.140035629272461","5.140035629272461"
"566","5.096163749694824","5.096163749694824","5.096163749694824"
"567","5.099921226501465","5.099921226501465","5.099921226501465"
"571","5.061202526092529","5.061202526092529","5.061202526092529"
"572","4.986656188964844","4.986656188964844","4.986656188964844"
"573","4.904613494873047","4.904613494873047","4.904613494873047"
"576","4.876568794250488","4.876568794250488","4.876568794250488"
"581","5.005017280578613","5.005017280578613","5.005017280578613"
"582","5.000480651855469","5.000480651855469","5.000480651855469"
"587","4.955733299255371","4.955733299255371","4.955733299255371"
"589","5.091097354888916","5.091097354888916","5.091097354888916"
"592","5.0953898429870605","5.0953898429870605","5.0953898429870605"
"593","5.02827787399292","5.02827787399292","5.02827787399292"
"594","4.932156562805176","4.932156562805176","4.932156562805176"
"595","5.111672401428223","5.111672401428223","5.111672401428223"
"596","4.84922981262207","4.84922981262207","4.84922981262207"
"598","5.095010757446289","5.095010757446289","5.095010757446289"
"601","5.174053192138672","5.174053192138672","5.174053192138672"
"603","4.840548515319824","4.840548515319824","4.840548515319824"
"606","4.993537425994873","4.993537425994873","4.993537425994873"
"609","5.035678863525391","5.035678863525391","5.035678863525391"
"611","4.970075607299805","4.970075607299805","4.970075607299805"
"612","4.798686504364014","4.798686504364014","4.798686504364014"
"613","4.953839302062988","4.953839302062988","4.953839302062988"
"615","4.839195251464844","4.839195251464844","4.839195251464844"
"616","4.831477642059326","4.831477642059326","4.831477642059326"
"620","4.899024963378906","4.899024963378906","4.899024963378906"
"621","4.94135856628418","4.94135856628418","4.94135856628418"
"622","4.898021697998047","4.898021697998047","4.898021697998047"
"624","4.955178260803223","4.955178260803223","4.955178260803223"
"626","4.967151165008545","4.967151165008545","4.967151165008545"
"628","4.90864372253418","4.90864372253418","4.90864372253418"
"629","4.763119697570801","4.763119697570801","4.763119697570801"
"630","4.718695640563965","4.718695640563965","4.718695640563965"
"631","4.999300003051758","4.999300003051758","4.999300003051758"
"637","5.2081618309021","5.2081618309021","5.2081618309021"
"638","4.835666656494141","4.835666656494141","4.835666656494141"
"640","4.876433372497559","4.876433372497559","4.876433372497559"
"643","5.125226020812988","5.125226020812988","5.125226020812988"
"646","5.0560760498046875","5.0560760498046875","5.0560760498046875"
"647","4.8572916984558105","4.8572916984558105","4.8572916984558105"
"652","4.964306354522705","4.964306354522705","4.964306354522705"
"654","5.085160732269287","5.085160732269287","5.085160732269287"
"656","4.934138774871826","4.934138774871826","4.934138774871826"
"661","4.901500225067139","4.901500225067139","4.901500225067139"
"662","4.935410976409912","4.935410976409912","4.935410976409912"
"665","4.786665916442871","4.786665916442871","4.786665916442871"
"666","4.907456398010254","4.907456398010254","4.907456398010254"
"669","4.815001487731934","4.815001487731934","4.815001487731934"
"670","4.897602081298828","4.897602081298828","4.897602081298828"
"672","4.696559429168701","4.696559429168701","4.696559429168701"
"674","5.030983924865723","5.030983924865723","5.030983924865723"
"676","4.894865036010742","4.894865036010742","4.894865036010742"
"680","4.827035903930664","4.827035903930664","4.827035903930664"
"682","5.044102668762207","5.044102668762207","5.044102668762207"
"686","5.146329402923584","5.146329402923584","5.146329402923584"
"689","4.817211151123047","4.817211151123047","4.817211151123047"
"690","4.671575546264648","4.671575546264648","4.671575546264648"
"691","4.884081840515137","4.884081840515137","4.884081840515137"
"694","4.9892897605896","4.9892897605896","4.9892897605896"
"695","4.965542793273926","4.965542793273926","4.965542793273926"
"696","4.798120498657227","4.798120498657227","4.798120498657227"
"697","4.743506908416748","4.743506908416748","4.743506908416748"
"700","4.8852667808532715","4.8852667808532715","4.8852667808532715"
"703","4.865268230438232","4.865268230438232","4.865268230438232"
"707","4.779670238494873","4.779670238494873","4.779670238494873"
"708","4.889867305755615","4.889867305755615","4.889867305755615"
"710","5.0275492668151855","5.0275492668151855","5.0275492668151855"
"711","5.009129524230957","5.009129524230957","5.009129524230957"
"713","4.717855930328369","4.717855930328369","4.717855930328369"
"714","4.904372215270996","4.904372215270996","4.904372215270996"
"715","4.949628829956055","4.949628829956055","4.949628829956055"
"717","4.672990798950195","4.672990798950195","4.672990798950195"
"718","4.900223731994629","4.900223731994629","4.900223731994629"
"719","4.528556823730469","4.528556823730469","4.528556823730469"
"720","4.663034915924072","4.663034915924072","4.663034915924072"
"722","4.681382179260254","4.681382179260254","4.681382179260254"
"723","4.852655410766602","4.852655410766602","4.852655410766602"
"725","5.029838562011719","5.029838562011719","5.029838562011719"
"729","4.880464553833008","4.880464553833008","4.880464553833008"
"730","4.834440231323242","4.834440231323242","4.834440231323242"
"732","5.007167816162109","5.007167816162109","5.007167816162109"
"733","4.96034049987793","4.96034049987793","4.96034049987793"
"734","4.902825355529785","4.902825355529785","4.902825355529785"
"735","4.950284957885742","4.950284957885742","4.950284957885742"
"736","4.904630661010742","4.904630661010742","4.904630661010742"
"737","4.948986053466797","4.948986053466797","4.948986053466797"
"739","4.843155860900879","4.843155860900879","4.843155860900879"
"740","4.768387794494629","4.768387794494629","4.768387794494629"
"741","4.9340996742248535","4.9340996742248535","4.9340996742248535"
"745","4.933159828186035","4.933159828186035","4.933159828186035"
"746","4.8400797843933105","4.8400797843933105","4.8400797843933105"
"747","4.905938148498535","4.905938148498535","4.905938148498535"
"750","4.684409141540527","4.684409141540527","4.684409141540527"
"752","4.838939666748047","4.838939666748047","4.838939666748047"
"754","4.735053062438965","4.735053062438965","4.735053062438965"
"756","4.491860866546631","4.491860866546631","4.491860866546631"
"757","4.678327560424805","4.678327560424805","4.678327560424805"
"759","4.985363006591797","4.985363006591797","4.985363006591797"
"760","4.890243053436279","4.890243053436279","4.890243053436279"
"762","4.980154037475586","4.980154037475586","4.980154037475586"
"763","4.680676460266113","4.680676460266113","4.680676460266113"
"768","4.687241077423096","4.687241077423096","4.687241077423096"
"769","4.788965225219727","4.788965225219727","4.788965225219727"
"771","4.700930595397949","4.700930595397949","4.700930595397949"
"772","4.892864227294922","4.892864227294922","4.892864227294922"
"774","4.661437511444092","4.661437511444092","4.661437511444092"
"780","4.760675430297852","4.760675430297852","4.760675430297852"
"783","4.825511932373047","4.825511932373047","4.825511932373047"
"784","4.839062690734863","4.839062690734863","4.839062690734863"
"785","4.764303684234619","4.764303684234619","4.764303684234619"
"786","4.949300289154053","4.949300289154053","4.949300289154053"
"788","4.6442670822143555","4.6442670822143555","4.6442670822143555"
"789","4.887900352478027","4.887900352478027","4.887900352478027"
"791","4.819042205810547","4.819042205810547","4.819042205810547"
"796","5.006378173828125","5.006378173828125","5.006378173828125"
"799","4.790201187133789","4.790201187133789","4.790201187133789"
"801","4.685687065124512","4.685687065124512","4.685687065124512"
"802","4.954208850860596","4.954208850860596","4.954208850860596"
"803","4.647212505340576","4.647212505340576","4.647212505340576"
"805","4.874040126800537","4.874040126800537","4.874040126800537"
"806","4.958334922790527","4.958334922790527","4.958334922790527"
"809","4.654455184936523","4.654455184936523","4.654455184936523"
"810","4.654647350311279","4.654647350311279","4.654647350311279"
"811","4.8186140060424805","4.8186140060424805","4.8186140060424805"
"812","4.878296375274658","4.878296375274658","4.878296375274658"
"817","4.825405120849609","4.825405120849609","4.825405120849609"
"819","4.568182468414307","4.568182468414307","4.568182468414307"
"820","4.770373821258545","4.770373821258545","4.770373821258545"
"821","4.808965682983398","4.808965682983398","4.808965682983398"
"822","4.810315132141113","4.810315132141113","4.810315132141113"
"824","4.889728546142578","4.889728546142578","4.889728546142578"
"825","4.646378517150879","4.646378517150879","4.646378517150879"
"828","4.833364486694336","4.833364486694336","4.833364486694336"
"829","4.729170799255371","4.729170799255371","4.729170799255371"
"830","4.699268341064453","4.699268341064453","4.699268341064453"
"832","4.708833694458008","4.708833694458008","4.708833694458008"
"833","4.730096340179443","4.730096340179443","4.730096340179443"
"834","4.899715423583984","4.899715423583984","4.899715423583984"
"836","4.836346626281738","4.836346626281738","4.836346626281738"
"837","4.743141174316406","4.743141174316406","4.743141174316406"
"838","4.719163417816162","4.719163417816162","4.719163417816162"
"840","4.759265899658203","4.759265899658203","4.759265899658203"
"842","4.678343772888184","4.678343772888184","4.678343772888184"
"845","4.747709274291992","4.747709274291992","4.747709274291992"
"847","4.819297790527344","4.819297790527344","4.819297790527344"
"848","4.721124172210693","4.721124172210693","4.721124172210693"
"849","4.657391548156738","4.657391548156738","4.657391548156738"
"850","4.767675399780273","4.767675399780273","4.767675399780273"
"852","4.494692325592041","4.494692325592041","4.494692325592041"
"856","4.636325836181641","4.636325836181641","4.636325836181641"
"860","4.77759313583374","4.77759313583374","4.77759313583374"
"861","4.521126747131348","4.521126747131348","4.521126747131348"
"862","4.41580867767334","4.41580867767334","4.41580867767334"
"863","4.55620002746582","4.55620002746582","4.55620002746582"
"864","4.509232044219971","4.509232044219971","4.509232044219971"
"866","4.753412246704102","4.753412246704102","4.753412246704102"
"868","4.857612609863281","4.857612609863281","4.857612609863281"
"869","4.768078804016113","4.768078804016113","4.768078804016113"
"870","4.6426496505737305","4.6426496505737305","4.6426496505737305"
"871","4.742082595825195","4.742082595825195","4.742082595825195"
"872","4.459095001220703","4.459095001220703","4.459095001220703"
"873","4.963074684143066","4.963074684143066","4.963074684143066"
"875","4.761960506439209","4.761960506439209","4.761960506439209"
"877","4.749311447143555","4.749311447143555","4.749311447143555"
"880","4.761146068572998","4.761146068572998","4.761146068572998"
"883","4.748549938201904","4.748549938201904","4.748549938201904"
"888","4.993607521057129","4.993607521057129","4.993607521057129"
"892","4.704815864562988","4.704815864562988","4.704815864562988"
"893","4.712099075317383","4.712099075317383","4.712099075317383"
"894","4.7292680740356445","4.7292680740356445","4.7292680740356445"
"895","4.841801643371582","4.841801643371582","4.841801643371582"
"896","4.544925689697266","4.544925689697266","4.544925689697266"
"897","4.968360900878906","4.968360900878906","4.968360900878906"
"900","4.665693283081055","4.665693283081055","4.665693283081055"
"901","4.712324142456055","4.712324142456055","4.712324142456055"
"904","4.702146530151367","4.702146530151367","4.702146530151367"
"907","4.71174430847168","4.71174430847168","4.71174430847168"
"908","4.5145182609558105","4.5145182609558105","4.5145182609558105"
"912","4.58268404006958","4.58268404006958","4.58268404006958"
"914","4.728260517120361","4.728260517120361","4.728260517120361"
"915","4.527671813964844","4.527671813964844","4.527671813964844"
"916","4.703072547912598","4.703072547912598","4.703072547912598"
"918","4.377235412597656","4.377235412597656","4.377235412597656"
"919","4.457961559295654","4.457961559295654","4.457961559295654"
"921","4.574042320251465","4.574042320251465","4.574042320251465"
"922","4.646580696105957","4.646580696105957","4.646580696105957"
"923","4.716098308563232","4.716098308563232","4.716098308563232"
"924","4.5610151290893555","4.5610151290893555","4.5610151290893555"
"927","4.473215103149414","4.473215103149414","4.473215103149414"
"928","4.612566947937012","4.612566947937012","4.612566947937012"
"931","4.471521854400635","4.471521854400635","4.471521854400635"
"933","4.311779022216797","4.311779022216797","4.311779022216797"
"937","4.682684421539307","4.682684421539307","4.682684421539307"
"939","4.608038902282715","4.608038902282715","4.608038902282715"
