"Step","0.7CircleBlindp2 - Episode_Reward/bot_2_payload","0.7CircleBlindp2 - Episode_Reward/bot_2_payload__MIN","0.7CircleBlindp2 - Episode_Reward/bot_2_payload__MAX"
"10071","3.575117826461792","3.575117826461792","3.575117826461792"
"10072","3.4602198600769043","3.4602198600769043","3.4602198600769043"
"10073","3.5214953422546387","3.5214953422546387","3.5214953422546387"
"10074","3.4579482078552246","3.4579482078552246","3.4579482078552246"
"10075","3.4024248123168945","3.4024248123168945","3.4024248123168945"
"10076","3.520639419555664","3.520639419555664","3.520639419555664"
"10077","3.3838088512420654","3.3838088512420654","3.3838088512420654"
"10078","3.3379321098327637","3.3379321098327637","3.3379321098327637"
"10079","3.445924758911133","3.445924758911133","3.445924758911133"
"10080","3.427844762802124","3.427844762802124","3.427844762802124"
"10081","3.492980480194092","3.492980480194092","3.492980480194092"
"10082","3.623776435852051","3.623776435852051","3.623776435852051"
"10083","3.4896931648254395","3.4896931648254395","3.4896931648254395"
"10084","3.5831351280212402","3.5831351280212402","3.5831351280212402"
"10085","3.546416997909546","3.546416997909546","3.546416997909546"
"10086","3.3787965774536133","3.3787965774536133","3.3787965774536133"
"10087","3.349616765975952","3.349616765975952","3.349616765975952"
"10088","3.4959144592285156","3.4959144592285156","3.4959144592285156"
"10089","3.3505961894989014","3.3505961894989014","3.3505961894989014"
"10090","3.430690288543701","3.430690288543701","3.430690288543701"
"10091","3.434011459350586","3.434011459350586","3.434011459350586"
"10092","3.425098419189453","3.425098419189453","3.425098419189453"
"10093","3.480156421661377","3.480156421661377","3.480156421661377"
"10094","3.387587308883667","3.387587308883667","3.387587308883667"
"10095","3.4620749950408936","3.4620749950408936","3.4620749950408936"
"10096","3.5149431228637695","3.5149431228637695","3.5149431228637695"
"10097","3.5805470943450928","3.5805470943450928","3.5805470943450928"
"10098","3.5678610801696777","3.5678610801696777","3.5678610801696777"
"10099","3.4977850914001465","3.4977850914001465","3.4977850914001465"
"10100","3.416238307952881","3.416238307952881","3.416238307952881"
"10101","3.588130474090576","3.588130474090576","3.588130474090576"
"10102","3.5136184692382812","3.5136184692382812","3.5136184692382812"
"10103","3.5052266120910645","3.5052266120910645","3.5052266120910645"
"10104","3.5047097206115723","3.5047097206115723","3.5047097206115723"
"10105","3.4689717292785645","3.4689717292785645","3.4689717292785645"
"10106","3.312394142150879","3.312394142150879","3.312394142150879"
"10107","3.56451416015625","3.56451416015625","3.56451416015625"
"10108","3.5149295330047607","3.5149295330047607","3.5149295330047607"
"10109","3.5296740531921387","3.5296740531921387","3.5296740531921387"
"10110","3.565293788909912","3.565293788909912","3.565293788909912"
"10111","3.5490951538085938","3.5490951538085938","3.5490951538085938"
"10112","3.5697743892669678","3.5697743892669678","3.5697743892669678"
"10113","3.5797085762023926","3.5797085762023926","3.5797085762023926"
"10114","3.5331382751464844","3.5331382751464844","3.5331382751464844"
"10115","3.6544394493103027","3.6544394493103027","3.6544394493103027"
"10116","3.631772518157959","3.631772518157959","3.631772518157959"
"10117","3.767624616622925","3.767624616622925","3.767624616622925"
"10118","3.6001386642456055","3.6001386642456055","3.6001386642456055"
"10119","3.533979892730713","3.533979892730713","3.533979892730713"
"10120","3.6007211208343506","3.6007211208343506","3.6007211208343506"
"10121","3.574428081512451","3.574428081512451","3.574428081512451"
"10122","3.4334847927093506","3.4334847927093506","3.4334847927093506"
"10123","3.6201694011688232","3.6201694011688232","3.6201694011688232"
"10124","3.568943977355957","3.568943977355957","3.568943977355957"
"10125","3.5736491680145264","3.5736491680145264","3.5736491680145264"
"10126","3.4200310707092285","3.4200310707092285","3.4200310707092285"
"10127","3.6094775199890137","3.6094775199890137","3.6094775199890137"
"10128","3.53186297416687","3.53186297416687","3.53186297416687"
"10129","3.558767318725586","3.558767318725586","3.558767318725586"
"10130","3.5704097747802734","3.5704097747802734","3.5704097747802734"
"10131","3.616748332977295","3.616748332977295","3.616748332977295"
"10132","3.465461254119873","3.465461254119873","3.465461254119873"
"10133","3.526395320892334","3.526395320892334","3.526395320892334"
"10134","3.563789129257202","3.563789129257202","3.563789129257202"
"10135","3.6154944896698","3.6154944896698","3.6154944896698"
"10136","3.613373279571533","3.613373279571533","3.613373279571533"
"10137","3.3557872772216797","3.3557872772216797","3.3557872772216797"
"10138","3.4565188884735107","3.4565188884735107","3.4565188884735107"
"10139","3.421945095062256","3.421945095062256","3.421945095062256"
"10140","3.3893706798553467","3.3893706798553467","3.3893706798553467"
"10141","3.535830497741699","3.535830497741699","3.535830497741699"
"10142","3.560847043991089","3.560847043991089","3.560847043991089"
"10143","3.4779107570648193","3.4779107570648193","3.4779107570648193"
"10144","3.4717636108398438","3.4717636108398438","3.4717636108398438"
"10145","3.686704635620117","3.686704635620117","3.686704635620117"
"10146","3.6889865398406982","3.6889865398406982","3.6889865398406982"
"10147","3.6146116256713867","3.6146116256713867","3.6146116256713867"
"10148","3.6894030570983887","3.6894030570983887","3.6894030570983887"
"10149","3.5165233612060547","3.5165233612060547","3.5165233612060547"
"10150","3.485346555709839","3.485346555709839","3.485346555709839"
"10151","3.5223968029022217","3.5223968029022217","3.5223968029022217"
"10152","3.469165563583374","3.469165563583374","3.469165563583374"
"10153","3.479984998703003","3.479984998703003","3.479984998703003"
"10154","3.65594482421875","3.65594482421875","3.65594482421875"
"10155","3.546538829803467","3.546538829803467","3.546538829803467"
"10156","3.5163352489471436","3.5163352489471436","3.5163352489471436"
"10157","3.427269697189331","3.427269697189331","3.427269697189331"
"10158","3.503701686859131","3.503701686859131","3.503701686859131"
"10159","3.4815614223480225","3.4815614223480225","3.4815614223480225"
"10160","3.4204726219177246","3.4204726219177246","3.4204726219177246"
"10161","3.4269866943359375","3.4269866943359375","3.4269866943359375"
"10162","3.4833178520202637","3.4833178520202637","3.4833178520202637"
"10163","3.447263717651367","3.447263717651367","3.447263717651367"
"10164","3.606050968170166","3.606050968170166","3.606050968170166"
"10165","3.5764331817626953","3.5764331817626953","3.5764331817626953"
"10166","3.5946033000946045","3.5946033000946045","3.5946033000946045"
"10167","3.5864920616149902","3.5864920616149902","3.5864920616149902"
"10168","3.5468969345092773","3.5468969345092773","3.5468969345092773"
"10169","3.4603686332702637","3.4603686332702637","3.4603686332702637"
"10170","3.5875043869018555","3.5875043869018555","3.5875043869018555"
"10171","3.502559185028076","3.502559185028076","3.502559185028076"
"10172","3.575282573699951","3.575282573699951","3.575282573699951"
"10173","3.5928714275360107","3.5928714275360107","3.5928714275360107"
"10174","3.535088300704956","3.535088300704956","3.535088300704956"
"10175","3.457148313522339","3.457148313522339","3.457148313522339"
"10176","3.617825508117676","3.617825508117676","3.617825508117676"
"10177","3.575892448425293","3.575892448425293","3.575892448425293"
"10178","3.5384631156921387","3.5384631156921387","3.5384631156921387"
"10179","3.533977508544922","3.533977508544922","3.533977508544922"
"10180","3.580677032470703","3.580677032470703","3.580677032470703"
"10181","3.5387115478515625","3.5387115478515625","3.5387115478515625"
"10182","3.4903743267059326","3.4903743267059326","3.4903743267059326"
"10183","3.612541913986206","3.612541913986206","3.612541913986206"
"10184","3.413933515548706","3.413933515548706","3.413933515548706"
"10185","3.648070812225342","3.648070812225342","3.648070812225342"
"10186","3.4404122829437256","3.4404122829437256","3.4404122829437256"
"10187","3.356102705001831","3.356102705001831","3.356102705001831"
"10188","3.5706539154052734","3.5706539154052734","3.5706539154052734"
"10189","3.511172294616699","3.511172294616699","3.511172294616699"
"10190","3.542537212371826","3.542537212371826","3.542537212371826"
"10191","3.4940638542175293","3.4940638542175293","3.4940638542175293"
"10192","3.515285015106201","3.515285015106201","3.515285015106201"
"10193","3.578979969024658","3.578979969024658","3.578979969024658"
"10194","3.643838405609131","3.643838405609131","3.643838405609131"
"10195","3.3520407676696777","3.3520407676696777","3.3520407676696777"
"10196","3.574794292449951","3.574794292449951","3.574794292449951"
"10197","3.531405210494995","3.531405210494995","3.531405210494995"
"10198","3.550959348678589","3.550959348678589","3.550959348678589"
"10199","3.3631484508514404","3.3631484508514404","3.3631484508514404"
"10200","3.6631550788879395","3.6631550788879395","3.6631550788879395"
"10201","3.4863486289978027","3.4863486289978027","3.4863486289978027"
"10202","3.541501998901367","3.541501998901367","3.541501998901367"
"10203","3.452888011932373","3.452888011932373","3.452888011932373"
"10204","3.564094066619873","3.564094066619873","3.564094066619873"
"10205","3.5879101753234863","3.5879101753234863","3.5879101753234863"
"10206","3.3402748107910156","3.3402748107910156","3.3402748107910156"
"10207","3.5596415996551514","3.5596415996551514","3.5596415996551514"
"10208","3.644831418991089","3.644831418991089","3.644831418991089"
"10209","3.5356192588806152","3.5356192588806152","3.5356192588806152"
"10210","3.4842336177825928","3.4842336177825928","3.4842336177825928"
"10211","3.5708682537078857","3.5708682537078857","3.5708682537078857"
"10212","3.5774314403533936","3.5774314403533936","3.5774314403533936"
"10213","3.438554286956787","3.438554286956787","3.438554286956787"
"10214","3.627385139465332","3.627385139465332","3.627385139465332"
"10215","3.573241710662842","3.573241710662842","3.573241710662842"
"10216","3.5595099925994873","3.5595099925994873","3.5595099925994873"
"10217","3.5229289531707764","3.5229289531707764","3.5229289531707764"
"10218","3.706564426422119","3.706564426422119","3.706564426422119"
"10219","3.5572509765625","3.5572509765625","3.5572509765625"
"10220","3.539142370223999","3.539142370223999","3.539142370223999"
"10221","3.4346160888671875","3.4346160888671875","3.4346160888671875"
"10222","3.483633041381836","3.483633041381836","3.483633041381836"
"10223","3.5767602920532227","3.5767602920532227","3.5767602920532227"
"10224","3.5348377227783203","3.5348377227783203","3.5348377227783203"
"10225","3.5964457988739014","3.5964457988739014","3.5964457988739014"
"10226","3.499877691268921","3.499877691268921","3.499877691268921"
"10227","3.6712663173675537","3.6712663173675537","3.6712663173675537"
"10228","3.6455154418945312","3.6455154418945312","3.6455154418945312"
"10229","3.517977237701416","3.517977237701416","3.517977237701416"
"10230","3.498371124267578","3.498371124267578","3.498371124267578"
"10231","3.598482608795166","3.598482608795166","3.598482608795166"
"10232","3.51532244682312","3.51532244682312","3.51532244682312"
"10233","3.447296142578125","3.447296142578125","3.447296142578125"
"10234","3.3987936973571777","3.3987936973571777","3.3987936973571777"
"10235","3.634045362472534","3.634045362472534","3.634045362472534"
"10236","3.469782590866089","3.469782590866089","3.469782590866089"
"10237","3.605058193206787","3.605058193206787","3.605058193206787"
"10238","3.6226511001586914","3.6226511001586914","3.6226511001586914"
"10239","3.366499900817871","3.366499900817871","3.366499900817871"
"10240","3.6058509349823","3.6058509349823","3.6058509349823"
"10241","3.6428334712982178","3.6428334712982178","3.6428334712982178"
"10242","3.4587531089782715","3.4587531089782715","3.4587531089782715"
"10243","3.5309741497039795","3.5309741497039795","3.5309741497039795"
"10244","3.5521183013916016","3.5521183013916016","3.5521183013916016"
"10245","3.524616003036499","3.524616003036499","3.524616003036499"
"10246","3.5217156410217285","3.5217156410217285","3.5217156410217285"
"10247","3.521841049194336","3.521841049194336","3.521841049194336"
"10248","3.5822596549987793","3.5822596549987793","3.5822596549987793"
"10249","3.504603862762451","3.504603862762451","3.504603862762451"
"10250","3.5810954570770264","3.5810954570770264","3.5810954570770264"
"10251","3.5477118492126465","3.5477118492126465","3.5477118492126465"
"10252","3.5710740089416504","3.5710740089416504","3.5710740089416504"
"10253","3.6655356884002686","3.6655356884002686","3.6655356884002686"
"10254","3.5275182723999023","3.5275182723999023","3.5275182723999023"
"10255","3.601210355758667","3.601210355758667","3.601210355758667"
"10256","3.5979936122894287","3.5979936122894287","3.5979936122894287"
"10257","3.5503556728363037","3.5503556728363037","3.5503556728363037"
"10258","3.5466554164886475","3.5466554164886475","3.5466554164886475"
"10259","3.537867307662964","3.537867307662964","3.537867307662964"
"10260","3.4316959381103516","3.4316959381103516","3.4316959381103516"
"10261","3.5901622772216797","3.5901622772216797","3.5901622772216797"
"10262","3.637187957763672","3.637187957763672","3.637187957763672"
"10263","3.4991331100463867","3.4991331100463867","3.4991331100463867"
"10264","3.5122108459472656","3.5122108459472656","3.5122108459472656"
"10265","3.5570926666259766","3.5570926666259766","3.5570926666259766"
"10266","3.545663833618164","3.545663833618164","3.545663833618164"
"10267","3.451641798019409","3.451641798019409","3.451641798019409"
"10268","3.5208911895751953","3.5208911895751953","3.5208911895751953"
"10269","3.614393711090088","3.614393711090088","3.614393711090088"
"10270","3.4663748741149902","3.4663748741149902","3.4663748741149902"
"10271","3.5469470024108887","3.5469470024108887","3.5469470024108887"
"10272","3.511767864227295","3.511767864227295","3.511767864227295"
"10273","3.4115147590637207","3.4115147590637207","3.4115147590637207"
"10274","3.6524572372436523","3.6524572372436523","3.6524572372436523"
"10275","3.6396446228027344","3.6396446228027344","3.6396446228027344"
"10276","3.6170480251312256","3.6170480251312256","3.6170480251312256"
"10277","3.678811550140381","3.678811550140381","3.678811550140381"
"10278","3.345315933227539","3.345315933227539","3.345315933227539"
"10279","3.575622081756592","3.575622081756592","3.575622081756592"
"10280","3.393794059753418","3.393794059753418","3.393794059753418"
"10281","3.6384620666503906","3.6384620666503906","3.6384620666503906"
"10282","3.5246615409851074","3.5246615409851074","3.5246615409851074"
"10283","3.7812564373016357","3.7812564373016357","3.7812564373016357"
"10284","3.356879711151123","3.356879711151123","3.356879711151123"
"10285","3.5448708534240723","3.5448708534240723","3.5448708534240723"
"10286","3.5962748527526855","3.5962748527526855","3.5962748527526855"
"10287","3.627305507659912","3.627305507659912","3.627305507659912"
"10288","3.43997859954834","3.43997859954834","3.43997859954834"
"10289","3.5851988792419434","3.5851988792419434","3.5851988792419434"
"10290","3.5977253913879395","3.5977253913879395","3.5977253913879395"
"10291","3.342179298400879","3.342179298400879","3.342179298400879"
"10292","3.6700758934020996","3.6700758934020996","3.6700758934020996"
"10293","3.5728812217712402","3.5728812217712402","3.5728812217712402"
"10294","3.6403841972351074","3.6403841972351074","3.6403841972351074"
"10295","3.4085707664489746","3.4085707664489746","3.4085707664489746"
"10296","3.558682918548584","3.558682918548584","3.558682918548584"
"10297","3.4159343242645264","3.4159343242645264","3.4159343242645264"
"10298","3.5317511558532715","3.5317511558532715","3.5317511558532715"
"10299","3.5341098308563232","3.5341098308563232","3.5341098308563232"
"10300","3.408669948577881","3.408669948577881","3.408669948577881"
"10301","3.639031410217285","3.639031410217285","3.639031410217285"
"10302","3.493661642074585","3.493661642074585","3.493661642074585"
"10303","3.5990397930145264","3.5990397930145264","3.5990397930145264"
"10304","3.6283531188964844","3.6283531188964844","3.6283531188964844"
"10305","3.6987743377685547","3.6987743377685547","3.6987743377685547"
"10306","3.6513733863830566","3.6513733863830566","3.6513733863830566"
"10307","3.5824344158172607","3.5824344158172607","3.5824344158172607"
"10308","3.653715133666992","3.653715133666992","3.653715133666992"
"10309","3.5347275733947754","3.5347275733947754","3.5347275733947754"
"10310","3.559833526611328","3.559833526611328","3.559833526611328"
"10311","3.5553948879241943","3.5553948879241943","3.5553948879241943"
"10312","3.645409345626831","3.645409345626831","3.645409345626831"
"10313","3.5260283946990967","3.5260283946990967","3.5260283946990967"
"10314","3.6873655319213867","3.6873655319213867","3.6873655319213867"
"10315","3.5216140747070312","3.5216140747070312","3.5216140747070312"
"10316","3.695760726928711","3.695760726928711","3.695760726928711"
"10317","3.5665855407714844","3.5665855407714844","3.5665855407714844"
"10318","3.38527774810791","3.38527774810791","3.38527774810791"
"10319","3.3799235820770264","3.3799235820770264","3.3799235820770264"
"10320","3.5137412548065186","3.5137412548065186","3.5137412548065186"
"10321","3.6053109169006348","3.6053109169006348","3.6053109169006348"
"10322","3.5180461406707764","3.5180461406707764","3.5180461406707764"
"10323","3.5501112937927246","3.5501112937927246","3.5501112937927246"
"10324","3.577486753463745","3.577486753463745","3.577486753463745"
"10325","3.548025131225586","3.548025131225586","3.548025131225586"
"10326","3.5298705101013184","3.5298705101013184","3.5298705101013184"
"10327","3.548429250717163","3.548429250717163","3.548429250717163"
"10328","3.6065480709075928","3.6065480709075928","3.6065480709075928"
"10329","3.469304084777832","3.469304084777832","3.469304084777832"
"10330","3.5309062004089355","3.5309062004089355","3.5309062004089355"
"10331","3.4022223949432373","3.4022223949432373","3.4022223949432373"
"10332","3.496039867401123","3.496039867401123","3.496039867401123"
"10333","3.645460844039917","3.645460844039917","3.645460844039917"
"10334","3.585763931274414","3.585763931274414","3.585763931274414"
"10335","3.6338577270507812","3.6338577270507812","3.6338577270507812"
"10336","3.599116802215576","3.599116802215576","3.599116802215576"
"10337","3.4619274139404297","3.4619274139404297","3.4619274139404297"
"10338","3.371480941772461","3.371480941772461","3.371480941772461"
"10339","3.577920436859131","3.577920436859131","3.577920436859131"
"10340","3.57173490524292","3.57173490524292","3.57173490524292"
"10341","3.5862433910369873","3.5862433910369873","3.5862433910369873"
"10342","3.6346890926361084","3.6346890926361084","3.6346890926361084"
"10343","3.6240501403808594","3.6240501403808594","3.6240501403808594"
"10344","3.43647837638855","3.43647837638855","3.43647837638855"
"10345","3.6210620403289795","3.6210620403289795","3.6210620403289795"
"10346","3.531689405441284","3.531689405441284","3.531689405441284"
"10347","3.662686824798584","3.662686824798584","3.662686824798584"
"10348","3.6230838298797607","3.6230838298797607","3.6230838298797607"
"10349","3.4702467918395996","3.4702467918395996","3.4702467918395996"
"10350","3.577731132507324","3.577731132507324","3.577731132507324"
"10351","3.6216468811035156","3.6216468811035156","3.6216468811035156"
"10352","3.379695415496826","3.379695415496826","3.379695415496826"
"10353","3.55855131149292","3.55855131149292","3.55855131149292"
"10354","3.469632625579834","3.469632625579834","3.469632625579834"
"10355","3.5022342205047607","3.5022342205047607","3.5022342205047607"
"10356","3.5783345699310303","3.5783345699310303","3.5783345699310303"
"10357","3.557511806488037","3.557511806488037","3.557511806488037"
"10358","3.5919055938720703","3.5919055938720703","3.5919055938720703"
"10359","3.4421374797821045","3.4421374797821045","3.4421374797821045"
"10360","3.563014507293701","3.563014507293701","3.563014507293701"
"10361","3.6505556106567383","3.6505556106567383","3.6505556106567383"
"10362","3.6610960960388184","3.6610960960388184","3.6610960960388184"
"10363","3.707379102706909","3.707379102706909","3.707379102706909"
"10364","3.6560304164886475","3.6560304164886475","3.6560304164886475"
"10365","3.5003936290740967","3.5003936290740967","3.5003936290740967"
"10366","3.6406466960906982","3.6406466960906982","3.6406466960906982"
"10367","3.5219810009002686","3.5219810009002686","3.5219810009002686"
"10368","3.7038657665252686","3.7038657665252686","3.7038657665252686"
"10369","3.5166878700256348","3.5166878700256348","3.5166878700256348"
"10370","3.643310546875","3.643310546875","3.643310546875"
"10371","3.5155997276306152","3.5155997276306152","3.5155997276306152"
"10372","3.6426749229431152","3.6426749229431152","3.6426749229431152"
"10373","3.602965831756592","3.602965831756592","3.602965831756592"
"10374","3.552311658859253","3.552311658859253","3.552311658859253"
"10375","3.6097230911254883","3.6097230911254883","3.6097230911254883"
"10376","3.5809078216552734","3.5809078216552734","3.5809078216552734"
"10377","3.552448272705078","3.552448272705078","3.552448272705078"
"10378","3.59572172164917","3.59572172164917","3.59572172164917"
"10379","3.3890645503997803","3.3890645503997803","3.3890645503997803"
"10380","3.5084023475646973","3.5084023475646973","3.5084023475646973"
"10381","3.599008560180664","3.599008560180664","3.599008560180664"
"10382","3.544424533843994","3.544424533843994","3.544424533843994"
"10383","3.4794464111328125","3.4794464111328125","3.4794464111328125"
"10384","3.4443206787109375","3.4443206787109375","3.4443206787109375"
"10385","3.5485663414001465","3.5485663414001465","3.5485663414001465"
"10386","3.5563430786132812","3.5563430786132812","3.5563430786132812"
"10387","3.5440235137939453","3.5440235137939453","3.5440235137939453"
"10388","3.619469404220581","3.619469404220581","3.619469404220581"
"10389","3.4958267211914062","3.4958267211914062","3.4958267211914062"
"10390","3.4434752464294434","3.4434752464294434","3.4434752464294434"
"10391","3.6795051097869873","3.6795051097869873","3.6795051097869873"
"10392","3.4824721813201904","3.4824721813201904","3.4824721813201904"
"10393","3.6750638484954834","3.6750638484954834","3.6750638484954834"
"10394","3.512042760848999","3.512042760848999","3.512042760848999"
"10395","3.538560390472412","3.538560390472412","3.538560390472412"
"10396","3.494737148284912","3.494737148284912","3.494737148284912"
"10397","3.41595458984375","3.41595458984375","3.41595458984375"
"10398","3.281694173812866","3.281694173812866","3.281694173812866"
"10399","3.4647490978240967","3.4647490978240967","3.4647490978240967"
"10400","3.4262518882751465","3.4262518882751465","3.4262518882751465"
"10401","3.64670467376709","3.64670467376709","3.64670467376709"
"10402","3.6164662837982178","3.6164662837982178","3.6164662837982178"
"10403","3.4667434692382812","3.4667434692382812","3.4667434692382812"
"10404","3.5394721031188965","3.5394721031188965","3.5394721031188965"
"10405","3.585495948791504","3.585495948791504","3.585495948791504"
"10406","3.5496068000793457","3.5496068000793457","3.5496068000793457"
"10407","3.5520524978637695","3.5520524978637695","3.5520524978637695"
"10408","3.6210522651672363","3.6210522651672363","3.6210522651672363"
"10409","3.4925355911254883","3.4925355911254883","3.4925355911254883"
"10410","3.5445914268493652","3.5445914268493652","3.5445914268493652"
"10411","3.7036471366882324","3.7036471366882324","3.7036471366882324"
"10412","3.4875807762145996","3.4875807762145996","3.4875807762145996"
"10413","3.6056926250457764","3.6056926250457764","3.6056926250457764"
"10414","3.477135419845581","3.477135419845581","3.477135419845581"
"10415","3.654435873031616","3.654435873031616","3.654435873031616"
"10416","3.5615298748016357","3.5615298748016357","3.5615298748016357"
"10417","3.5721969604492188","3.5721969604492188","3.5721969604492188"
"10418","3.6174676418304443","3.6174676418304443","3.6174676418304443"
"10419","3.5601248741149902","3.5601248741149902","3.5601248741149902"
"10420","3.6504886150360107","3.6504886150360107","3.6504886150360107"
"10421","3.5371413230895996","3.5371413230895996","3.5371413230895996"
"10422","3.639324188232422","3.639324188232422","3.639324188232422"
"10423","3.614203453063965","3.614203453063965","3.614203453063965"
"10424","3.5923290252685547","3.5923290252685547","3.5923290252685547"
"10425","3.5377941131591797","3.5377941131591797","3.5377941131591797"
"10426","3.5773863792419434","3.5773863792419434","3.5773863792419434"
"10427","3.697313070297241","3.697313070297241","3.697313070297241"
"10428","3.6726882457733154","3.6726882457733154","3.6726882457733154"
"10429","3.6124114990234375","3.6124114990234375","3.6124114990234375"
"10430","3.582578182220459","3.582578182220459","3.582578182220459"
"10431","3.671853542327881","3.671853542327881","3.671853542327881"
"10432","3.6059012413024902","3.6059012413024902","3.6059012413024902"
"10433","3.669919490814209","3.669919490814209","3.669919490814209"
"10434","3.573861598968506","3.573861598968506","3.573861598968506"
"10435","3.6490254402160645","3.6490254402160645","3.6490254402160645"
"10436","3.62353515625","3.62353515625","3.62353515625"
"10437","3.4658632278442383","3.4658632278442383","3.4658632278442383"
"10438","3.737323522567749","3.737323522567749","3.737323522567749"
"10439","3.50111722946167","3.50111722946167","3.50111722946167"
"10440","3.502017021179199","3.502017021179199","3.502017021179199"
"10441","3.6505117416381836","3.6505117416381836","3.6505117416381836"
"10442","3.2006843090057373","3.2006843090057373","3.2006843090057373"
"10443","3.6401021480560303","3.6401021480560303","3.6401021480560303"
"10444","3.5423130989074707","3.5423130989074707","3.5423130989074707"
"10445","3.540860891342163","3.540860891342163","3.540860891342163"
"10446","3.506237030029297","3.506237030029297","3.506237030029297"
