"Step","Attempt23 - Episode_Reward/bot_2_payload","Attempt23 - Episode_Reward/bot_2_payload__MIN","Attempt23 - Episode_Reward/bot_2_payload__MAX"
"89","1.3501012325286865","1.3501012325286865","1.3501012325286865"
"92","1.2418479919433594","1.2418479919433594","1.2418479919433594"
"95","1.200045108795166","1.200045108795166","1.200045108795166"
"96","1.493346929550171","1.493346929550171","1.493346929550171"
"97","1.2849466800689697","1.2849466800689697","1.2849466800689697"
"98","1.329376459121704","1.329376459121704","1.329376459121704"
"99","1.4422216415405273","1.4422216415405273","1.4422216415405273"
"101","1.7874574661254883","1.7874574661254883","1.7874574661254883"
"102","1.6957461833953857","1.6957461833953857","1.6957461833953857"
"107","1.6546014547348022","1.6546014547348022","1.6546014547348022"
"108","1.582615852355957","1.582615852355957","1.582615852355957"
"109","1.8509063720703125","1.8509063720703125","1.8509063720703125"
"112","1.6930475234985352","1.6930475234985352","1.6930475234985352"
"113","1.947252631187439","1.947252631187439","1.947252631187439"
"115","1.6880650520324707","1.6880650520324707","1.6880650520324707"
"118","1.6386985778808594","1.6386985778808594","1.6386985778808594"
"121","2.116975784301758","2.116975784301758","2.116975784301758"
"122","2.392178535461426","2.392178535461426","2.392178535461426"
"123","2.342656373977661","2.342656373977661","2.342656373977661"
"124","1.9572272300720215","1.9572272300720215","1.9572272300720215"
"125","2.0285518169403076","2.0285518169403076","2.0285518169403076"
"126","2.207167387008667","2.207167387008667","2.207167387008667"
"127","2.124260902404785","2.124260902404785","2.124260902404785"
"128","2.1448068618774414","2.1448068618774414","2.1448068618774414"
"132","2.2787046432495117","2.2787046432495117","2.2787046432495117"
"133","2.4052791595458984","2.4052791595458984","2.4052791595458984"
"136","2.67866849899292","2.67866849899292","2.67866849899292"
"137","2.71195125579834","2.71195125579834","2.71195125579834"
"139","2.7597460746765137","2.7597460746765137","2.7597460746765137"
"144","3.0498714447021484","3.0498714447021484","3.0498714447021484"
"145","2.906388282775879","2.906388282775879","2.906388282775879"
"149","2.956502676010132","2.956502676010132","2.956502676010132"
"152","2.8907923698425293","2.8907923698425293","2.8907923698425293"
"156","3.1542181968688965","3.1542181968688965","3.1542181968688965"
"157","2.9384334087371826","2.9384334087371826","2.9384334087371826"
"160","3.0555577278137207","3.0555577278137207","3.0555577278137207"
"162","2.991992712020874","2.991992712020874","2.991992712020874"
"166","3.3053176403045654","3.3053176403045654","3.3053176403045654"
"167","3.4037418365478516","3.4037418365478516","3.4037418365478516"
"168","2.975595474243164","2.975595474243164","2.975595474243164"
"169","3.1977481842041016","3.1977481842041016","3.1977481842041016"
"170","3.4543399810791016","3.4543399810791016","3.4543399810791016"
"172","3.172255039215088","3.172255039215088","3.172255039215088"
"173","3.435530185699463","3.435530185699463","3.435530185699463"
"174","3.4292101860046387","3.4292101860046387","3.4292101860046387"
"179","3.1249566078186035","3.1249566078186035","3.1249566078186035"
"180","3.180593252182007","3.180593252182007","3.180593252182007"
"182","3.065986394882202","3.065986394882202","3.065986394882202"
"183","3.3510069847106934","3.3510069847106934","3.3510069847106934"
"184","3.4080915451049805","3.4080915451049805","3.4080915451049805"
"185","3.453725576400757","3.453725576400757","3.453725576400757"
"187","3.233402967453003","3.233402967453003","3.233402967453003"
"189","3.4079532623291016","3.4079532623291016","3.4079532623291016"
"190","3.497455596923828","3.497455596923828","3.497455596923828"
"191","3.420520782470703","3.420520782470703","3.420520782470703"
"192","3.186948776245117","3.186948776245117","3.186948776245117"
"193","3.230536460876465","3.230536460876465","3.230536460876465"
"195","3.357621192932129","3.357621192932129","3.357621192932129"
"196","3.2271792888641357","3.2271792888641357","3.2271792888641357"
"200","3.3752198219299316","3.3752198219299316","3.3752198219299316"
"201","3.539686918258667","3.539686918258667","3.539686918258667"
"204","3.403456449508667","3.403456449508667","3.403456449508667"
"205","3.485050916671753","3.485050916671753","3.485050916671753"
"207","3.407870054244995","3.407870054244995","3.407870054244995"
"209","3.3806769847869873","3.3806769847869873","3.3806769847869873"
"212","3.746720790863037","3.746720790863037","3.746720790863037"
"214","3.5029501914978027","3.5029501914978027","3.5029501914978027"
"218","3.34598970413208","3.34598970413208","3.34598970413208"
"221","3.3033313751220703","3.3033313751220703","3.3033313751220703"
"222","3.190206527709961","3.190206527709961","3.190206527709961"
"223","3.2331550121307373","3.2331550121307373","3.2331550121307373"
"225","3.3067712783813477","3.3067712783813477","3.3067712783813477"
"227","3.284332275390625","3.284332275390625","3.284332275390625"
"230","3.6590209007263184","3.6590209007263184","3.6590209007263184"
"231","3.510434150695801","3.510434150695801","3.510434150695801"
"234","3.3405816555023193","3.3405816555023193","3.3405816555023193"
"236","3.4563002586364746","3.4563002586364746","3.4563002586364746"
"237","3.351531982421875","3.351531982421875","3.351531982421875"
"238","3.333421468734741","3.333421468734741","3.333421468734741"
"240","3.4526383876800537","3.4526383876800537","3.4526383876800537"
"241","3.2954490184783936","3.2954490184783936","3.2954490184783936"
"244","3.413917064666748","3.413917064666748","3.413917064666748"
"247","3.378939628601074","3.378939628601074","3.378939628601074"
"249","3.4340035915374756","3.4340035915374756","3.4340035915374756"
"250","3.4668102264404297","3.4668102264404297","3.4668102264404297"
"252","3.442509174346924","3.442509174346924","3.442509174346924"
"253","3.4238882064819336","3.4238882064819336","3.4238882064819336"
"254","3.461225986480713","3.461225986480713","3.461225986480713"
"256","3.5590062141418457","3.5590062141418457","3.5590062141418457"
"258","3.527829647064209","3.527829647064209","3.527829647064209"
"263","3.5832672119140625","3.5832672119140625","3.5832672119140625"
"272","3.703050136566162","3.703050136566162","3.703050136566162"
"283","3.3955368995666504","3.3955368995666504","3.3955368995666504"
"285","3.4786336421966553","3.4786336421966553","3.4786336421966553"
"286","3.385845184326172","3.385845184326172","3.385845184326172"
"291","3.4162042140960693","3.4162042140960693","3.4162042140960693"
"292","3.440619468688965","3.440619468688965","3.440619468688965"
"295","3.474559783935547","3.474559783935547","3.474559783935547"
"299","3.6545424461364746","3.6545424461364746","3.6545424461364746"
"300","3.495741605758667","3.495741605758667","3.495741605758667"
"303","3.4925172328948975","3.4925172328948975","3.4925172328948975"
"304","3.4861221313476562","3.4861221313476562","3.4861221313476562"
"305","3.3892440795898438","3.3892440795898438","3.3892440795898438"
"308","3.5300567150115967","3.5300567150115967","3.5300567150115967"
"310","3.636608123779297","3.636608123779297","3.636608123779297"
"311","3.721722364425659","3.721722364425659","3.721722364425659"
"312","3.558276653289795","3.558276653289795","3.558276653289795"
"313","3.567312240600586","3.567312240600586","3.567312240600586"
"317","3.6988768577575684","3.6988768577575684","3.6988768577575684"
"319","3.5280985832214355","3.5280985832214355","3.5280985832214355"
"321","3.5811519622802734","3.5811519622802734","3.5811519622802734"
"322","3.50814151763916","3.50814151763916","3.50814151763916"
"323","3.560943365097046","3.560943365097046","3.560943365097046"
"324","3.62732195854187","3.62732195854187","3.62732195854187"
"325","3.636996030807495","3.636996030807495","3.636996030807495"
"327","3.536252975463867","3.536252975463867","3.536252975463867"
"329","3.660557746887207","3.660557746887207","3.660557746887207"
"333","3.692497730255127","3.692497730255127","3.692497730255127"
"334","3.4320743083953857","3.4320743083953857","3.4320743083953857"
"335","3.6440563201904297","3.6440563201904297","3.6440563201904297"
"336","3.619083881378174","3.619083881378174","3.619083881378174"
"340","3.653782606124878","3.653782606124878","3.653782606124878"
"341","3.47387957572937","3.47387957572937","3.47387957572937"
"345","3.7256908416748047","3.7256908416748047","3.7256908416748047"
"347","3.6787564754486084","3.6787564754486084","3.6787564754486084"
"348","3.460630178451538","3.460630178451538","3.460630178451538"
"350","3.7283074855804443","3.7283074855804443","3.7283074855804443"
"352","3.7855489253997803","3.7855489253997803","3.7855489253997803"
"353","3.7442140579223633","3.7442140579223633","3.7442140579223633"
"354","3.7772576808929443","3.7772576808929443","3.7772576808929443"
"355","3.786409378051758","3.786409378051758","3.786409378051758"
"356","3.708040237426758","3.708040237426758","3.708040237426758"
"357","3.799288511276245","3.799288511276245","3.799288511276245"
"359","3.779269218444824","3.779269218444824","3.779269218444824"
"360","3.790497303009033","3.790497303009033","3.790497303009033"
"361","3.7156386375427246","3.7156386375427246","3.7156386375427246"
"362","3.7476553916931152","3.7476553916931152","3.7476553916931152"
"364","3.8308944702148438","3.8308944702148438","3.8308944702148438"
"368","3.8080291748046875","3.8080291748046875","3.8080291748046875"
"371","3.666161298751831","3.666161298751831","3.666161298751831"
"373","3.587939739227295","3.587939739227295","3.587939739227295"
"377","3.8859024047851562","3.8859024047851562","3.8859024047851562"
"378","3.7923340797424316","3.7923340797424316","3.7923340797424316"
"381","3.8068857192993164","3.8068857192993164","3.8068857192993164"
"383","3.683713436126709","3.683713436126709","3.683713436126709"
"386","3.8433473110198975","3.8433473110198975","3.8433473110198975"
"387","3.6893115043640137","3.6893115043640137","3.6893115043640137"
"389","3.797100782394409","3.797100782394409","3.797100782394409"
"390","3.867494583129883","3.867494583129883","3.867494583129883"
"391","3.823347806930542","3.823347806930542","3.823347806930542"
"392","3.9139676094055176","3.9139676094055176","3.9139676094055176"
"394","3.834740400314331","3.834740400314331","3.834740400314331"
"396","3.8729915618896484","3.8729915618896484","3.8729915618896484"
"397","3.76743221282959","3.76743221282959","3.76743221282959"
"400","3.756612539291382","3.756612539291382","3.756612539291382"
"401","3.823601484298706","3.823601484298706","3.823601484298706"
"403","3.6835083961486816","3.6835083961486816","3.6835083961486816"
"407","3.6889636516571045","3.6889636516571045","3.6889636516571045"
"408","3.8241374492645264","3.8241374492645264","3.8241374492645264"
"410","3.8188352584838867","3.8188352584838867","3.8188352584838867"
"411","3.7443575859069824","3.7443575859069824","3.7443575859069824"
"412","3.7801475524902344","3.7801475524902344","3.7801475524902344"
"413","3.7480170726776123","3.7480170726776123","3.7480170726776123"
"414","3.895195722579956","3.895195722579956","3.895195722579956"
"415","3.6535611152648926","3.6535611152648926","3.6535611152648926"
"416","3.638981342315674","3.638981342315674","3.638981342315674"
"419","3.3866539001464844","3.3866539001464844","3.3866539001464844"
"420","3.798135757446289","3.798135757446289","3.798135757446289"
"423","3.7191786766052246","3.7191786766052246","3.7191786766052246"
"425","3.4535446166992188","3.4535446166992188","3.4535446166992188"
"427","3.6915881633758545","3.6915881633758545","3.6915881633758545"
"428","3.8687655925750732","3.8687655925750732","3.8687655925750732"
"431","3.670649290084839","3.670649290084839","3.670649290084839"
"433","3.8417651653289795","3.8417651653289795","3.8417651653289795"
"434","3.7678401470184326","3.7678401470184326","3.7678401470184326"
"435","3.735760450363159","3.735760450363159","3.735760450363159"
"436","3.578834056854248","3.578834056854248","3.578834056854248"
"437","3.7252748012542725","3.7252748012542725","3.7252748012542725"
"438","3.8880927562713623","3.8880927562713623","3.8880927562713623"
"442","3.7892942428588867","3.7892942428588867","3.7892942428588867"
"443","3.7405829429626465","3.7405829429626465","3.7405829429626465"
"445","3.726088285446167","3.726088285446167","3.726088285446167"
"447","3.6721503734588623","3.6721503734588623","3.6721503734588623"
"448","3.7413196563720703","3.7413196563720703","3.7413196563720703"
"454","3.7897133827209473","3.7897133827209473","3.7897133827209473"
"455","3.7455146312713623","3.7455146312713623","3.7455146312713623"
"457","3.826965808868408","3.826965808868408","3.826965808868408"
"461","3.6595678329467773","3.6595678329467773","3.6595678329467773"
"467","3.759894847869873","3.759894847869873","3.759894847869873"
"469","3.646106719970703","3.646106719970703","3.646106719970703"
"471","3.4788265228271484","3.4788265228271484","3.4788265228271484"
"472","3.6926631927490234","3.6926631927490234","3.6926631927490234"
"473","3.6463897228240967","3.6463897228240967","3.6463897228240967"
"476","3.5718955993652344","3.5718955993652344","3.5718955993652344"
"477","3.7262799739837646","3.7262799739837646","3.7262799739837646"
"478","3.7397937774658203","3.7397937774658203","3.7397937774658203"
"479","3.4518351554870605","3.4518351554870605","3.4518351554870605"
"480","3.615201711654663","3.615201711654663","3.615201711654663"
"481","3.8080177307128906","3.8080177307128906","3.8080177307128906"
"482","3.7558841705322266","3.7558841705322266","3.7558841705322266"
"484","3.7585675716400146","3.7585675716400146","3.7585675716400146"
"485","3.6012380123138428","3.6012380123138428","3.6012380123138428"
"487","3.6784331798553467","3.6784331798553467","3.6784331798553467"
"491","3.7551779747009277","3.7551779747009277","3.7551779747009277"
"492","3.68719744682312","3.68719744682312","3.68719744682312"
"493","3.7622857093811035","3.7622857093811035","3.7622857093811035"
"496","3.7869107723236084","3.7869107723236084","3.7869107723236084"
"497","3.774571180343628","3.774571180343628","3.774571180343628"
"502","3.7871062755584717","3.7871062755584717","3.7871062755584717"
"504","3.635218620300293","3.635218620300293","3.635218620300293"
"507","3.7528538703918457","3.7528538703918457","3.7528538703918457"
"512","3.7086658477783203","3.7086658477783203","3.7086658477783203"
"514","3.6020774841308594","3.6020774841308594","3.6020774841308594"
"515","3.718442678451538","3.718442678451538","3.718442678451538"
"516","3.8482308387756348","3.8482308387756348","3.8482308387756348"
"517","3.721923828125","3.721923828125","3.721923828125"
"518","3.753970146179199","3.753970146179199","3.753970146179199"
"519","3.6561484336853027","3.6561484336853027","3.6561484336853027"
"520","3.5472617149353027","3.5472617149353027","3.5472617149353027"
"521","3.7452666759490967","3.7452666759490967","3.7452666759490967"
"522","3.5830392837524414","3.5830392837524414","3.5830392837524414"
"523","3.5915045738220215","3.5915045738220215","3.5915045738220215"
"524","3.783276081085205","3.783276081085205","3.783276081085205"
"525","3.7116942405700684","3.7116942405700684","3.7116942405700684"
"526","3.759791851043701","3.759791851043701","3.759791851043701"
"528","3.733832359313965","3.733832359313965","3.733832359313965"
"532","3.6830382347106934","3.6830382347106934","3.6830382347106934"
"534","3.549943447113037","3.549943447113037","3.549943447113037"
"535","3.648827075958252","3.648827075958252","3.648827075958252"
"542","3.6013429164886475","3.6013429164886475","3.6013429164886475"
"543","3.7160489559173584","3.7160489559173584","3.7160489559173584"
"544","3.6976261138916016","3.6976261138916016","3.6976261138916016"
"546","3.6943235397338867","3.6943235397338867","3.6943235397338867"
"549","3.609325885772705","3.609325885772705","3.609325885772705"
"551","3.7769641876220703","3.7769641876220703","3.7769641876220703"
"552","3.8317670822143555","3.8317670822143555","3.8317670822143555"
"554","3.792562484741211","3.792562484741211","3.792562484741211"
"555","3.627455234527588","3.627455234527588","3.627455234527588"
"556","3.7007901668548584","3.7007901668548584","3.7007901668548584"
"557","3.691718578338623","3.691718578338623","3.691718578338623"
"558","3.805168867111206","3.805168867111206","3.805168867111206"
"563","3.700087547302246","3.700087547302246","3.700087547302246"
"564","3.636828899383545","3.636828899383545","3.636828899383545"
"565","3.643037796020508","3.643037796020508","3.643037796020508"
"566","3.6663904190063477","3.6663904190063477","3.6663904190063477"
"568","3.7284343242645264","3.7284343242645264","3.7284343242645264"
"569","3.643950939178467","3.643950939178467","3.643950939178467"
"572","3.7195868492126465","3.7195868492126465","3.7195868492126465"
"573","3.558208465576172","3.558208465576172","3.558208465576172"
"574","3.612058162689209","3.612058162689209","3.612058162689209"
"576","3.740508556365967","3.740508556365967","3.740508556365967"
"577","3.6391427516937256","3.6391427516937256","3.6391427516937256"
"581","3.617112636566162","3.617112636566162","3.617112636566162"
"583","3.667327642440796","3.667327642440796","3.667327642440796"
"584","3.6825339794158936","3.6825339794158936","3.6825339794158936"
"586","3.811962127685547","3.811962127685547","3.811962127685547"
"588","3.7330198287963867","3.7330198287963867","3.7330198287963867"
"597","3.6183719635009766","3.6183719635009766","3.6183719635009766"
"598","3.593961238861084","3.593961238861084","3.593961238861084"
"599","3.7598042488098145","3.7598042488098145","3.7598042488098145"
"604","3.7035975456237793","3.7035975456237793","3.7035975456237793"
"605","3.8098819255828857","3.8098819255828857","3.8098819255828857"
"609","3.5880744457244873","3.5880744457244873","3.5880744457244873"
"611","3.6735217571258545","3.6735217571258545","3.6735217571258545"
"612","3.686779737472534","3.686779737472534","3.686779737472534"
"613","3.7129626274108887","3.7129626274108887","3.7129626274108887"
"616","3.697935104370117","3.697935104370117","3.697935104370117"
"618","3.688971996307373","3.688971996307373","3.688971996307373"
"619","3.715320110321045","3.715320110321045","3.715320110321045"
"623","3.6938223838806152","3.6938223838806152","3.6938223838806152"
"624","3.7042770385742188","3.7042770385742188","3.7042770385742188"
"626","3.841926336288452","3.841926336288452","3.841926336288452"
"628","3.561891555786133","3.561891555786133","3.561891555786133"
"629","3.6268928050994873","3.6268928050994873","3.6268928050994873"
"630","3.8483052253723145","3.8483052253723145","3.8483052253723145"
"631","3.7413134574890137","3.7413134574890137","3.7413134574890137"
"632","3.8094842433929443","3.8094842433929443","3.8094842433929443"
"633","3.7773053646087646","3.7773053646087646","3.7773053646087646"
"634","3.8811659812927246","3.8811659812927246","3.8811659812927246"
"636","3.7427568435668945","3.7427568435668945","3.7427568435668945"
"641","3.59661865234375","3.59661865234375","3.59661865234375"
"645","3.720987319946289","3.720987319946289","3.720987319946289"
"647","3.73274302482605","3.73274302482605","3.73274302482605"
"648","3.709218978881836","3.709218978881836","3.709218978881836"
"649","3.7923693656921387","3.7923693656921387","3.7923693656921387"
"652","3.7922446727752686","3.7922446727752686","3.7922446727752686"
"659","3.738753318786621","3.738753318786621","3.738753318786621"
"660","3.848660945892334","3.848660945892334","3.848660945892334"
"662","3.6567561626434326","3.6567561626434326","3.6567561626434326"
"670","3.8477866649627686","3.8477866649627686","3.8477866649627686"
"671","3.5591883659362793","3.5591883659362793","3.5591883659362793"
"672","3.6661078929901123","3.6661078929901123","3.6661078929901123"
"673","3.8147363662719727","3.8147363662719727","3.8147363662719727"
"679","3.7392983436584473","3.7392983436584473","3.7392983436584473"
"681","3.691160202026367","3.691160202026367","3.691160202026367"
"682","3.5832386016845703","3.5832386016845703","3.5832386016845703"
"683","3.7099380493164062","3.7099380493164062","3.7099380493164062"
"684","3.717100143432617","3.717100143432617","3.717100143432617"
"693","3.7988853454589844","3.7988853454589844","3.7988853454589844"
"694","3.7801673412323","3.7801673412323","3.7801673412323"
"695","3.7740163803100586","3.7740163803100586","3.7740163803100586"
"696","3.7348906993865967","3.7348906993865967","3.7348906993865967"
"697","3.7841944694519043","3.7841944694519043","3.7841944694519043"
"698","3.783062696456909","3.783062696456909","3.783062696456909"
"701","3.666579246520996","3.666579246520996","3.666579246520996"
"704","3.723325729370117","3.723325729370117","3.723325729370117"
"705","3.7898340225219727","3.7898340225219727","3.7898340225219727"
"706","3.85483980178833","3.85483980178833","3.85483980178833"
"707","3.821819305419922","3.821819305419922","3.821819305419922"
"710","3.7853503227233887","3.7853503227233887","3.7853503227233887"
"711","3.832491874694824","3.832491874694824","3.832491874694824"
"712","3.8189618587493896","3.8189618587493896","3.8189618587493896"
"718","3.7956748008728027","3.7956748008728027","3.7956748008728027"
"719","3.793025493621826","3.793025493621826","3.793025493621826"
"720","3.5242438316345215","3.5242438316345215","3.5242438316345215"
"722","3.613269805908203","3.613269805908203","3.613269805908203"
"723","3.8287620544433594","3.8287620544433594","3.8287620544433594"
"725","3.768211841583252","3.768211841583252","3.768211841583252"
"726","3.79988431930542","3.79988431930542","3.79988431930542"
"732","3.7640419006347656","3.7640419006347656","3.7640419006347656"
"735","3.734030246734619","3.734030246734619","3.734030246734619"
"736","3.786388397216797","3.786388397216797","3.786388397216797"
"737","3.663198947906494","3.663198947906494","3.663198947906494"
"738","3.5957679748535156","3.5957679748535156","3.5957679748535156"
"739","3.706770896911621","3.706770896911621","3.706770896911621"
"740","3.7236602306365967","3.7236602306365967","3.7236602306365967"
"742","3.767691135406494","3.767691135406494","3.767691135406494"
"745","3.764392614364624","3.764392614364624","3.764392614364624"
"747","3.7967262268066406","3.7967262268066406","3.7967262268066406"
"748","3.6560637950897217","3.6560637950897217","3.6560637950897217"
"749","3.7636637687683105","3.7636637687683105","3.7636637687683105"
"754","3.686011791229248","3.686011791229248","3.686011791229248"
"755","3.7190942764282227","3.7190942764282227","3.7190942764282227"
"756","3.7179486751556396","3.7179486751556396","3.7179486751556396"
"757","3.781754970550537","3.781754970550537","3.781754970550537"
"758","3.6034278869628906","3.6034278869628906","3.6034278869628906"
"761","3.709380865097046","3.709380865097046","3.709380865097046"
"762","3.792999267578125","3.792999267578125","3.792999267578125"
"767","3.632720947265625","3.632720947265625","3.632720947265625"
"769","3.8233275413513184","3.8233275413513184","3.8233275413513184"
"770","3.755884885787964","3.755884885787964","3.755884885787964"
"771","3.7599360942840576","3.7599360942840576","3.7599360942840576"
"772","3.767794370651245","3.767794370651245","3.767794370651245"
"775","3.7494163513183594","3.7494163513183594","3.7494163513183594"
"778","3.692016124725342","3.692016124725342","3.692016124725342"
"780","3.7595300674438477","3.7595300674438477","3.7595300674438477"
"782","3.828418493270874","3.828418493270874","3.828418493270874"
"785","3.68289852142334","3.68289852142334","3.68289852142334"
"788","3.5242888927459717","3.5242888927459717","3.5242888927459717"
"789","3.6070923805236816","3.6070923805236816","3.6070923805236816"
"791","3.590623378753662","3.590623378753662","3.590623378753662"
"792","3.77150297164917","3.77150297164917","3.77150297164917"
"794","3.8651123046875","3.8651123046875","3.8651123046875"
"796","3.734060287475586","3.734060287475586","3.734060287475586"
"797","3.8429770469665527","3.8429770469665527","3.8429770469665527"
"798","3.629537343978882","3.629537343978882","3.629537343978882"
"799","3.7762465476989746","3.7762465476989746","3.7762465476989746"
"802","3.6651248931884766","3.6651248931884766","3.6651248931884766"
"803","3.618671417236328","3.618671417236328","3.618671417236328"
"804","3.783456325531006","3.783456325531006","3.783456325531006"
"805","3.5280394554138184","3.5280394554138184","3.5280394554138184"
"806","3.7891833782196045","3.7891833782196045","3.7891833782196045"
"807","3.8374314308166504","3.8374314308166504","3.8374314308166504"
"808","3.6377816200256348","3.6377816200256348","3.6377816200256348"
"810","3.678645610809326","3.678645610809326","3.678645610809326"
"812","3.599641799926758","3.599641799926758","3.599641799926758"
"814","3.7638182640075684","3.7638182640075684","3.7638182640075684"
"818","3.825590133666992","3.825590133666992","3.825590133666992"
"819","3.7066562175750732","3.7066562175750732","3.7066562175750732"
"822","3.7228469848632812","3.7228469848632812","3.7228469848632812"
"827","3.7751364707946777","3.7751364707946777","3.7751364707946777"
"828","3.587007522583008","3.587007522583008","3.587007522583008"
"829","3.732419490814209","3.732419490814209","3.732419490814209"
"840","3.7565133571624756","3.7565133571624756","3.7565133571624756"
"841","3.619692802429199","3.619692802429199","3.619692802429199"
"843","3.7102878093719482","3.7102878093719482","3.7102878093719482"
"845","3.664168357849121","3.664168357849121","3.664168357849121"
"847","3.3313069343566895","3.3313069343566895","3.3313069343566895"
"848","3.6850104331970215","3.6850104331970215","3.6850104331970215"
"849","3.7551238536834717","3.7551238536834717","3.7551238536834717"
"850","3.467994213104248","3.467994213104248","3.467994213104248"
"853","3.646782636642456","3.646782636642456","3.646782636642456"
"854","3.7788827419281006","3.7788827419281006","3.7788827419281006"
"856","3.7677183151245117","3.7677183151245117","3.7677183151245117"
"858","3.8729426860809326","3.8729426860809326","3.8729426860809326"
"859","3.5187149047851562","3.5187149047851562","3.5187149047851562"
"860","3.650869369506836","3.650869369506836","3.650869369506836"
"862","3.738236904144287","3.738236904144287","3.738236904144287"
"863","3.807448387145996","3.807448387145996","3.807448387145996"
"864","3.7393131256103516","3.7393131256103516","3.7393131256103516"
"865","3.7047972679138184","3.7047972679138184","3.7047972679138184"
"866","3.7340991497039795","3.7340991497039795","3.7340991497039795"
"867","3.630270004272461","3.630270004272461","3.630270004272461"
"870","3.7565627098083496","3.7565627098083496","3.7565627098083496"
"871","3.792626142501831","3.792626142501831","3.792626142501831"
"872","3.741295337677002","3.741295337677002","3.741295337677002"
"874","3.7450084686279297","3.7450084686279297","3.7450084686279297"
"875","3.7116150856018066","3.7116150856018066","3.7116150856018066"
"876","3.853038787841797","3.853038787841797","3.853038787841797"
"878","3.811774730682373","3.811774730682373","3.811774730682373"
"879","3.8005752563476562","3.8005752563476562","3.8005752563476562"
"880","3.699401617050171","3.699401617050171","3.699401617050171"
"882","3.7027931213378906","3.7027931213378906","3.7027931213378906"
"884","3.7038772106170654","3.7038772106170654","3.7038772106170654"
"886","3.722299098968506","3.722299098968506","3.722299098968506"
"892","3.7458980083465576","3.7458980083465576","3.7458980083465576"
"893","3.507500410079956","3.507500410079956","3.507500410079956"
"896","3.7124385833740234","3.7124385833740234","3.7124385833740234"
"901","3.598112106323242","3.598112106323242","3.598112106323242"
"903","3.654939651489258","3.654939651489258","3.654939651489258"
"904","3.717409133911133","3.717409133911133","3.717409133911133"
"905","3.7815561294555664","3.7815561294555664","3.7815561294555664"
"911","3.6370816230773926","3.6370816230773926","3.6370816230773926"
"912","3.7463698387145996","3.7463698387145996","3.7463698387145996"
"915","3.737821340560913","3.737821340560913","3.737821340560913"
"916","3.793334722518921","3.793334722518921","3.793334722518921"
