"Step","Attempt23 - Metrics/targetPosition/error_pos_2d","Attempt23 - Metrics/targetPosition/error_pos_2d__MIN","Attempt23 - Metrics/targetPosition/error_pos_2d__MAX"
"232","4.9690351486206055","4.9690351486206055","4.9690351486206055"
"234","4.984493255615234","4.984493255615234","4.984493255615234"
"239","4.989428520202637","4.989428520202637","4.989428520202637"
"243","5.104650020599365","5.104650020599365","5.104650020599365"
"245","4.9452338218688965","4.9452338218688965","4.9452338218688965"
"247","4.791611194610596","4.791611194610596","4.791611194610596"
"248","5.0536723136901855","5.0536723136901855","5.0536723136901855"
"249","4.7389607429504395","4.7389607429504395","4.7389607429504395"
"252","4.643013954162598","4.643013954162598","4.643013954162598"
"255","4.979191780090332","4.979191780090332","4.979191780090332"
"256","4.837128639221191","4.837128639221191","4.837128639221191"
"259","4.901599407196045","4.901599407196045","4.901599407196045"
"260","5.0548834800720215","5.0548834800720215","5.0548834800720215"
"262","4.92096471786499","4.92096471786499","4.92096471786499"
"264","4.886780261993408","4.886780261993408","4.886780261993408"
"266","5.092031955718994","5.092031955718994","5.092031955718994"
"267","4.95465087890625","4.95465087890625","4.95465087890625"
"272","4.7877044677734375","4.7877044677734375","4.7877044677734375"
"274","4.722614288330078","4.722614288330078","4.722614288330078"
"277","4.402841567993164","4.402841567993164","4.402841567993164"
"280","4.31951904296875","4.31951904296875","4.31951904296875"
"281","4.436028957366943","4.436028957366943","4.436028957366943"
"282","4.280107498168945","4.280107498168945","4.280107498168945"
"285","4.137046813964844","4.137046813964844","4.137046813964844"
"287","4.0904974937438965","4.0904974937438965","4.0904974937438965"
"288","4.332513809204102","4.332513809204102","4.332513809204102"
"289","4.12546968460083","4.12546968460083","4.12546968460083"
"292","4.013666152954102","4.013666152954102","4.013666152954102"
"294","4.264280796051025","4.264280796051025","4.264280796051025"
"296","3.9741597175598145","3.9741597175598145","3.9741597175598145"
"299","4.039827823638916","4.039827823638916","4.039827823638916"
"300","4.060527324676514","4.060527324676514","4.060527324676514"
"301","3.867337942123413","3.867337942123413","3.867337942123413"
"302","4.0545220375061035","4.0545220375061035","4.0545220375061035"
"306","4.021367073059082","4.021367073059082","4.021367073059082"
"310","3.9700188636779785","3.9700188636779785","3.9700188636779785"
"311","3.841088056564331","3.841088056564331","3.841088056564331"
"313","3.750352382659912","3.750352382659912","3.750352382659912"
"315","3.777071475982666","3.777071475982666","3.777071475982666"
"318","3.9072909355163574","3.9072909355163574","3.9072909355163574"
"320","3.657435894012451","3.657435894012451","3.657435894012451"
"321","3.843818426132202","3.843818426132202","3.843818426132202"
"323","3.6971492767333984","3.6971492767333984","3.6971492767333984"
"324","3.7922816276550293","3.7922816276550293","3.7922816276550293"
"325","3.8225841522216797","3.8225841522216797","3.8225841522216797"
"329","3.8770480155944824","3.8770480155944824","3.8770480155944824"
"330","3.7451171875","3.7451171875","3.7451171875"
"333","3.7886714935302734","3.7886714935302734","3.7886714935302734"
"334","3.449378490447998","3.449378490447998","3.449378490447998"
"335","3.462671995162964","3.462671995162964","3.462671995162964"
"337","3.7368698120117188","3.7368698120117188","3.7368698120117188"
"342","3.526108503341675","3.526108503341675","3.526108503341675"
"343","3.5395009517669678","3.5395009517669678","3.5395009517669678"
"344","3.3850274085998535","3.3850274085998535","3.3850274085998535"
"345","3.5807037353515625","3.5807037353515625","3.5807037353515625"
"347","3.1477715969085693","3.1477715969085693","3.1477715969085693"
"355","3.2671523094177246","3.2671523094177246","3.2671523094177246"
"359","3.407614231109619","3.407614231109619","3.407614231109619"
"362","3.325685501098633","3.325685501098633","3.325685501098633"
"363","3.552004814147949","3.552004814147949","3.552004814147949"
"367","3.198606014251709","3.198606014251709","3.198606014251709"
"368","3.2422690391540527","3.2422690391540527","3.2422690391540527"
"369","3.200850486755371","3.200850486755371","3.200850486755371"
"373","3.0242514610290527","3.0242514610290527","3.0242514610290527"
"376","2.899190902709961","2.899190902709961","2.899190902709961"
"377","3.1050057411193848","3.1050057411193848","3.1050057411193848"
"378","2.976881742477417","2.976881742477417","2.976881742477417"
"382","3.113654851913452","3.113654851913452","3.113654851913452"
"384","2.840055227279663","2.840055227279663","2.840055227279663"
"386","2.859994411468506","2.859994411468506","2.859994411468506"
"387","2.872577667236328","2.872577667236328","2.872577667236328"
"388","2.855182647705078","2.855182647705078","2.855182647705078"
"389","2.833163022994995","2.833163022994995","2.833163022994995"
"392","2.776650905609131","2.776650905609131","2.776650905609131"
"393","2.7460427284240723","2.7460427284240723","2.7460427284240723"
"394","2.714535713195801","2.714535713195801","2.714535713195801"
"397","2.6814966201782227","2.6814966201782227","2.6814966201782227"
"400","2.678006649017334","2.678006649017334","2.678006649017334"
"401","2.7250871658325195","2.7250871658325195","2.7250871658325195"
"403","2.565098762512207","2.565098762512207","2.565098762512207"
"404","2.5095648765563965","2.5095648765563965","2.5095648765563965"
"405","2.476796865463257","2.476796865463257","2.476796865463257"
"410","2.138585090637207","2.138585090637207","2.138585090637207"
"413","2.143599510192871","2.143599510192871","2.143599510192871"
"414","2.0286285877227783","2.0286285877227783","2.0286285877227783"
"420","1.6068446636199951","1.6068446636199951","1.6068446636199951"
"429","1.4378876686096191","1.4378876686096191","1.4378876686096191"
"431","1.544717788696289","1.544717788696289","1.544717788696289"
"433","0.9780997633934021","0.9780997633934021","0.9780997633934021"
"441","1.1086938381195068","1.1086938381195068","1.1086938381195068"
"443","1.1893165111541748","1.1893165111541748","1.1893165111541748"
"444","1.2169512510299683","1.2169512510299683","1.2169512510299683"
"445","1.24075448513031","1.24075448513031","1.24075448513031"
"446","1.3974394798278809","1.3974394798278809","1.3974394798278809"
"447","1.1417754888534546","1.1417754888534546","1.1417754888534546"
"448","1.1585229635238647","1.1585229635238647","1.1585229635238647"
"449","1.2284096479415894","1.2284096479415894","1.2284096479415894"
"450","1.4877421855926514","1.4877421855926514","1.4877421855926514"
"451","1.678038477897644","1.678038477897644","1.678038477897644"
"452","1.5295661687850952","1.5295661687850952","1.5295661687850952"
"453","1.355307936668396","1.355307936668396","1.355307936668396"
"454","1.239907145500183","1.239907145500183","1.239907145500183"
"455","1.285250186920166","1.285250186920166","1.285250186920166"
"459","1.390586256980896","1.390586256980896","1.390586256980896"
"460","1.2214478254318237","1.2214478254318237","1.2214478254318237"
"461","1.3427704572677612","1.3427704572677612","1.3427704572677612"
"462","1.3541167974472046","1.3541167974472046","1.3541167974472046"
"465","1.5213483572006226","1.5213483572006226","1.5213483572006226"
"468","1.4335136413574219","1.4335136413574219","1.4335136413574219"
"469","1.3673537969589233","1.3673537969589233","1.3673537969589233"
"474","1.1651256084442139","1.1651256084442139","1.1651256084442139"
"475","1.3404450416564941","1.3404450416564941","1.3404450416564941"
"476","1.785233974456787","1.785233974456787","1.785233974456787"
"478","1.4255993366241455","1.4255993366241455","1.4255993366241455"
"481","1.3523669242858887","1.3523669242858887","1.3523669242858887"
"484","1.2770287990570068","1.2770287990570068","1.2770287990570068"
"486","1.3263822793960571","1.3263822793960571","1.3263822793960571"
"487","1.4728950262069702","1.4728950262069702","1.4728950262069702"
"489","1.224249243736267","1.224249243736267","1.224249243736267"
"490","1.102913737297058","1.102913737297058","1.102913737297058"
"495","1.6079518795013428","1.6079518795013428","1.6079518795013428"
"496","0.9678871035575867","0.9678871035575867","0.9678871035575867"
"497","1.2900216579437256","1.2900216579437256","1.2900216579437256"
"499","1.225785732269287","1.225785732269287","1.225785732269287"
"503","1.1544370651245117","1.1544370651245117","1.1544370651245117"
"507","1.062262773513794","1.062262773513794","1.062262773513794"
"508","1.5240916013717651","1.5240916013717651","1.5240916013717651"
"509","1.274500846862793","1.274500846862793","1.274500846862793"
"510","1.4407405853271484","1.4407405853271484","1.4407405853271484"
"512","1.0042712688446045","1.0042712688446045","1.0042712688446045"
"517","1.2071142196655273","1.2071142196655273","1.2071142196655273"
"518","1.0871272087097168","1.0871272087097168","1.0871272087097168"
"522","1.3521356582641602","1.3521356582641602","1.3521356582641602"
"523","1.5099776983261108","1.5099776983261108","1.5099776983261108"
"526","1.155835747718811","1.155835747718811","1.155835747718811"
"528","1.0337779521942139","1.0337779521942139","1.0337779521942139"
"531","1.1360505819320679","1.1360505819320679","1.1360505819320679"
"536","1.335627794265747","1.335627794265747","1.335627794265747"
"538","1.1324313879013062","1.1324313879013062","1.1324313879013062"
"544","1.0654610395431519","1.0654610395431519","1.0654610395431519"
"545","1.3213930130004883","1.3213930130004883","1.3213930130004883"
"546","1.1949684619903564","1.1949684619903564","1.1949684619903564"
"548","0.9441902041435242","0.9441902041435242","0.9441902041435242"
"549","1.238004446029663","1.238004446029663","1.238004446029663"
"551","1.3395084142684937","1.3395084142684937","1.3395084142684937"
"556","1.2449915409088135","1.2449915409088135","1.2449915409088135"
"558","1.1458711624145508","1.1458711624145508","1.1458711624145508"
"561","1.1264986991882324","1.1264986991882324","1.1264986991882324"
"562","1.1254043579101562","1.1254043579101562","1.1254043579101562"
"563","1.2778711318969727","1.2778711318969727","1.2778711318969727"
"564","1.2376351356506348","1.2376351356506348","1.2376351356506348"
"567","1.1706594228744507","1.1706594228744507","1.1706594228744507"
"568","1.1211929321289062","1.1211929321289062","1.1211929321289062"
"571","1.2176945209503174","1.2176945209503174","1.2176945209503174"
"572","1.0940465927124023","1.0940465927124023","1.0940465927124023"
"574","1.3797528743743896","1.3797528743743896","1.3797528743743896"
"576","1.1692228317260742","1.1692228317260742","1.1692228317260742"
"578","1.1670584678649902","1.1670584678649902","1.1670584678649902"
"579","1.3910748958587646","1.3910748958587646","1.3910748958587646"
"580","0.9960309267044067","0.9960309267044067","0.9960309267044067"
"581","1.1445215940475464","1.1445215940475464","1.1445215940475464"
"586","1.0373934507369995","1.0373934507369995","1.0373934507369995"
"587","1.036562204360962","1.036562204360962","1.036562204360962"
"589","1.0787277221679688","1.0787277221679688","1.0787277221679688"
"594","0.884685754776001","0.884685754776001","0.884685754776001"
"595","0.9662054777145386","0.9662054777145386","0.9662054777145386"
"596","0.8040720820426941","0.8040720820426941","0.8040720820426941"
"597","1.102399468421936","1.102399468421936","1.102399468421936"
"598","1.129148006439209","1.129148006439209","1.129148006439209"
"600","0.8761147856712341","0.8761147856712341","0.8761147856712341"
"603","1.0084971189498901","1.0084971189498901","1.0084971189498901"
"604","0.7959580421447754","0.7959580421447754","0.7959580421447754"
"606","0.9969263076782227","0.9969263076782227","0.9969263076782227"
"611","1.187027931213379","1.187027931213379","1.187027931213379"
"612","1.2280277013778687","1.2280277013778687","1.2280277013778687"
"615","0.9750651717185974","0.9750651717185974","0.9750651717185974"
"619","1.0588289499282837","1.0588289499282837","1.0588289499282837"
"622","1.0777419805526733","1.0777419805526733","1.0777419805526733"
"623","1.176979660987854","1.176979660987854","1.176979660987854"
"626","0.9527168273925781","0.9527168273925781","0.9527168273925781"
"628","1.1899932622909546","1.1899932622909546","1.1899932622909546"
"629","1.1881513595581055","1.1881513595581055","1.1881513595581055"
"630","0.9423782229423523","0.9423782229423523","0.9423782229423523"
"633","1.157659649848938","1.157659649848938","1.157659649848938"
"634","0.8600420951843262","0.8600420951843262","0.8600420951843262"
"635","1.2967102527618408","1.2967102527618408","1.2967102527618408"
"636","0.8910574316978455","0.8910574316978455","0.8910574316978455"
"637","0.9555761814117432","0.9555761814117432","0.9555761814117432"
"640","1.056156873703003","1.056156873703003","1.056156873703003"
"642","0.9212068915367126","0.9212068915367126","0.9212068915367126"
"643","1.0212703943252563","1.0212703943252563","1.0212703943252563"
"644","1.0834228992462158","1.0834228992462158","1.0834228992462158"
"649","0.8503431081771851","0.8503431081771851","0.8503431081771851"
"651","0.8174846172332764","0.8174846172332764","0.8174846172332764"
"654","0.8996278643608093","0.8996278643608093","0.8996278643608093"
"658","0.9108943939208984","0.9108943939208984","0.9108943939208984"
"659","0.8919079303741455","0.8919079303741455","0.8919079303741455"
"663","0.8928738832473755","0.8928738832473755","0.8928738832473755"
"665","0.8287863731384277","0.8287863731384277","0.8287863731384277"
"667","0.8863427639007568","0.8863427639007568","0.8863427639007568"
"669","0.6442636847496033","0.6442636847496033","0.6442636847496033"
"670","0.9303354024887085","0.9303354024887085","0.9303354024887085"
"676","0.9923467636108398","0.9923467636108398","0.9923467636108398"
"677","0.9122077822685242","0.9122077822685242","0.9122077822685242"
"678","1.0227420330047607","1.0227420330047607","1.0227420330047607"
"680","1.0488362312316895","1.0488362312316895","1.0488362312316895"
"684","1.044755220413208","1.044755220413208","1.044755220413208"
"685","1.015280842781067","1.015280842781067","1.015280842781067"
"686","0.9049170017242432","0.9049170017242432","0.9049170017242432"
"691","0.8824052810668945","0.8824052810668945","0.8824052810668945"
"693","1.035839557647705","1.035839557647705","1.035839557647705"
"696","1.1007579565048218","1.1007579565048218","1.1007579565048218"
"697","0.9003722667694092","0.9003722667694092","0.9003722667694092"
"698","0.9560190439224243","0.9560190439224243","0.9560190439224243"
"701","0.7139662504196167","0.7139662504196167","0.7139662504196167"
"703","1.080200433731079","1.080200433731079","1.080200433731079"
"704","1.002280592918396","1.002280592918396","1.002280592918396"
"709","0.9330064058303833","0.9330064058303833","0.9330064058303833"
"710","1.0579367876052856","1.0579367876052856","1.0579367876052856"
"713","0.8719190359115601","0.8719190359115601","0.8719190359115601"
"717","0.880840003490448","0.880840003490448","0.880840003490448"
"718","0.8704890012741089","0.8704890012741089","0.8704890012741089"
"719","0.9654895663261414","0.9654895663261414","0.9654895663261414"
"720","1.094368815422058","1.094368815422058","1.094368815422058"
"721","0.8591673374176025","0.8591673374176025","0.8591673374176025"
"722","0.8668777942657471","0.8668777942657471","0.8668777942657471"
"724","0.9791393280029297","0.9791393280029297","0.9791393280029297"
"730","0.9810740947723389","0.9810740947723389","0.9810740947723389"
"734","0.9040917158126831","0.9040917158126831","0.9040917158126831"
"736","0.808897852897644","0.808897852897644","0.808897852897644"
"738","1.0228893756866455","1.0228893756866455","1.0228893756866455"
"739","0.8701896667480469","0.8701896667480469","0.8701896667480469"
"742","0.8055127859115601","0.8055127859115601","0.8055127859115601"
"744","0.828862190246582","0.828862190246582","0.828862190246582"
"747","0.7609114050865173","0.7609114050865173","0.7609114050865173"
"749","0.7393340468406677","0.7393340468406677","0.7393340468406677"
"750","1.2005776166915894","1.2005776166915894","1.2005776166915894"
"751","0.8484846949577332","0.8484846949577332","0.8484846949577332"
"752","0.7626628875732422","0.7626628875732422","0.7626628875732422"
"754","0.8345699310302734","0.8345699310302734","0.8345699310302734"
"757","0.7554418444633484","0.7554418444633484","0.7554418444633484"
"760","0.8114503622055054","0.8114503622055054","0.8114503622055054"
"764","0.7692331075668335","0.7692331075668335","0.7692331075668335"
"765","0.7363428473472595","0.7363428473472595","0.7363428473472595"
"766","0.8713852167129517","0.8713852167129517","0.8713852167129517"
"768","1.1936712265014648","1.1936712265014648","1.1936712265014648"
"769","0.9861757159233093","0.9861757159233093","0.9861757159233093"
"771","0.8343628644943237","0.8343628644943237","0.8343628644943237"
"773","0.8910624384880066","0.8910624384880066","0.8910624384880066"
"775","0.8267337679862976","0.8267337679862976","0.8267337679862976"
"776","0.8118678331375122","0.8118678331375122","0.8118678331375122"
"777","0.8121647834777832","0.8121647834777832","0.8121647834777832"
"779","0.8045063018798828","0.8045063018798828","0.8045063018798828"
"782","0.7779265642166138","0.7779265642166138","0.7779265642166138"
"788","0.9651421308517456","0.9651421308517456","0.9651421308517456"
"789","0.8975139856338501","0.8975139856338501","0.8975139856338501"
"790","0.6649103760719299","0.6649103760719299","0.6649103760719299"
"792","0.8970783948898315","0.8970783948898315","0.8970783948898315"
"794","0.6199737787246704","0.6199737787246704","0.6199737787246704"
"795","0.8023783564567566","0.8023783564567566","0.8023783564567566"
"796","0.9231551885604858","0.9231551885604858","0.9231551885604858"
"803","0.9585119485855103","0.9585119485855103","0.9585119485855103"
"804","0.7326988577842712","0.7326988577842712","0.7326988577842712"
"805","1.1011557579040527","1.1011557579040527","1.1011557579040527"
"807","0.7811460494995117","0.7811460494995117","0.7811460494995117"
"808","0.8373970985412598","0.8373970985412598","0.8373970985412598"
"810","0.653352677822113","0.653352677822113","0.653352677822113"
"811","0.6783847808837891","0.6783847808837891","0.6783847808837891"
"817","0.7854973673820496","0.7854973673820496","0.7854973673820496"
"818","0.8019611239433289","0.8019611239433289","0.8019611239433289"
"819","0.7583281993865967","0.7583281993865967","0.7583281993865967"
"822","0.8523823022842407","0.8523823022842407","0.8523823022842407"
"823","0.7874161601066589","0.7874161601066589","0.7874161601066589"
"824","0.7602939605712891","0.7602939605712891","0.7602939605712891"
"827","0.7865874171257019","0.7865874171257019","0.7865874171257019"
"830","0.8706650733947754","0.8706650733947754","0.8706650733947754"
"831","0.7494801878929138","0.7494801878929138","0.7494801878929138"
"833","0.7502988576889038","0.7502988576889038","0.7502988576889038"
"834","1.014098882675171","1.014098882675171","1.014098882675171"
"835","0.7140913009643555","0.7140913009643555","0.7140913009643555"
"836","0.8537613749504089","0.8537613749504089","0.8537613749504089"
"841","0.8597287535667419","0.8597287535667419","0.8597287535667419"
"845","0.671999454498291","0.671999454498291","0.671999454498291"
"849","0.6781277656555176","0.6781277656555176","0.6781277656555176"
"850","1.007901668548584","1.007901668548584","1.007901668548584"
"853","0.831687331199646","0.831687331199646","0.831687331199646"
"856","0.6758890151977539","0.6758890151977539","0.6758890151977539"
"859","1.023327350616455","1.023327350616455","1.023327350616455"
"861","0.7512385249137878","0.7512385249137878","0.7512385249137878"
"862","0.7407411336898804","0.7407411336898804","0.7407411336898804"
"865","0.8056668639183044","0.8056668639183044","0.8056668639183044"
"869","0.769561231136322","0.769561231136322","0.769561231136322"
"872","0.6998934745788574","0.6998934745788574","0.6998934745788574"
"874","0.6565456390380859","0.6565456390380859","0.6565456390380859"
"875","0.8085824847221375","0.8085824847221375","0.8085824847221375"
"879","0.8402203917503357","0.8402203917503357","0.8402203917503357"
"884","0.7057420611381531","0.7057420611381531","0.7057420611381531"
"887","0.602494478225708","0.602494478225708","0.602494478225708"
"888","0.719001293182373","0.719001293182373","0.719001293182373"
"891","1.1001473665237427","1.1001473665237427","1.1001473665237427"
"904","0.7878157496452332","0.7878157496452332","0.7878157496452332"
"906","0.6792113184928894","0.6792113184928894","0.6792113184928894"
"910","0.7236270904541016","0.7236270904541016","0.7236270904541016"
"912","0.679390549659729","0.679390549659729","0.679390549659729"
"913","0.7020334601402283","0.7020334601402283","0.7020334601402283"
"915","0.7508326768875122","0.7508326768875122","0.7508326768875122"
"919","0.6512677073478699","0.6512677073478699","0.6512677073478699"
"920","0.9403977394104004","0.9403977394104004","0.9403977394104004"
"922","0.756877064704895","0.756877064704895","0.756877064704895"
"923","0.6917209029197693","0.6917209029197693","0.6917209029197693"
"924","0.6701588034629822","0.6701588034629822","0.6701588034629822"
"925","0.7216448187828064","0.7216448187828064","0.7216448187828064"
"927","0.7062775492668152","0.7062775492668152","0.7062775492668152"
"935","0.881710410118103","0.881710410118103","0.881710410118103"
"936","0.7874047160148621","0.7874047160148621","0.7874047160148621"
"938","0.6462374925613403","0.6462374925613403","0.6462374925613403"
"939","0.5733656883239746","0.5733656883239746","0.5733656883239746"
"942","0.791649341583252","0.791649341583252","0.791649341583252"
"945","0.9503270983695984","0.9503270983695984","0.9503270983695984"
"947","0.9612544775009155","0.9612544775009155","0.9612544775009155"
"952","0.8297128081321716","0.8297128081321716","0.8297128081321716"
"953","1.062281847000122","1.062281847000122","1.062281847000122"
"954","0.9111804962158203","0.9111804962158203","0.9111804962158203"
"956","0.7125067710876465","0.7125067710876465","0.7125067710876465"
"957","0.6214891076087952","0.6214891076087952","0.6214891076087952"
"958","0.8460419178009033","0.8460419178009033","0.8460419178009033"
"959","1.0054678916931152","1.0054678916931152","1.0054678916931152"
"961","0.8695072531700134","0.8695072531700134","0.8695072531700134"
"962","0.9853529334068298","0.9853529334068298","0.9853529334068298"
"963","0.7124062776565552","0.7124062776565552","0.7124062776565552"
"964","0.8750197291374207","0.8750197291374207","0.8750197291374207"
"965","0.7873715758323669","0.7873715758323669","0.7873715758323669"
"966","0.8087174296379089","0.8087174296379089","0.8087174296379089"
"967","1.0043377876281738","1.0043377876281738","1.0043377876281738"
"971","0.7331854104995728","0.7331854104995728","0.7331854104995728"
"974","0.803533673286438","0.803533673286438","0.803533673286438"
"975","0.9329495429992676","0.9329495429992676","0.9329495429992676"
"976","0.730259895324707","0.730259895324707","0.730259895324707"
"977","0.8038636445999146","0.8038636445999146","0.8038636445999146"
"978","0.805140495300293","0.805140495300293","0.805140495300293"
"980","1.0660640001296997","1.0660640001296997","1.0660640001296997"
"985","0.7618244886398315","0.7618244886398315","0.7618244886398315"
"986","0.9857990741729736","0.9857990741729736","0.9857990741729736"
"988","0.9243329763412476","0.9243329763412476","0.9243329763412476"
"989","0.8997844457626343","0.8997844457626343","0.8997844457626343"
"991","0.8193755149841309","0.8193755149841309","0.8193755149841309"
"992","0.9424371123313904","0.9424371123313904","0.9424371123313904"
"993","0.6659013628959656","0.6659013628959656","0.6659013628959656"
"995","0.7724816203117371","0.7724816203117371","0.7724816203117371"
"996","0.7901963591575623","0.7901963591575623","0.7901963591575623"
