"Step","2Corner+exp - Metrics/targetPosition/error_pos_2d","2Corner+exp - Metrics/targetPosition/error_pos_2d__MIN","2Corner+exp - Metrics/targetPosition/error_pos_2d__MAX"
"8233","0.47116249799728394","0.47116249799728394","0.47116249799728394"
"8235","0.5532935857772827","0.5532935857772827","0.5532935857772827"
"8237","0.47907334566116333","0.47907334566116333","0.47907334566116333"
"8239","0.45988577604293823","0.45988577604293823","0.45988577604293823"
"8240","0.4875818192958832","0.4875818192958832","0.4875818192958832"
"8241","0.5223698616027832","0.5223698616027832","0.5223698616027832"
"8243","0.5642251968383789","0.5642251968383789","0.5642251968383789"
"8245","0.4446268677711487","0.4446268677711487","0.4446268677711487"
"8246","0.5322276949882507","0.5322276949882507","0.5322276949882507"
"8247","0.5430038571357727","0.5430038571357727","0.5430038571357727"
"8251","0.5529012680053711","0.5529012680053711","0.5529012680053711"
"8252","0.4924827218055725","0.4924827218055725","0.4924827218055725"
"8253","0.5724315643310547","0.5724315643310547","0.5724315643310547"
"8254","0.6014553308486938","0.6014553308486938","0.6014553308486938"
"8255","0.49061083793640137","0.49061083793640137","0.49061083793640137"
"8256","0.48284125328063965","0.48284125328063965","0.48284125328063965"
"8259","0.6012568473815918","0.6012568473815918","0.6012568473815918"
"8263","0.5600616335868835","0.5600616335868835","0.5600616335868835"
"8264","0.4677308201789856","0.4677308201789856","0.4677308201789856"
"8266","0.5317588448524475","0.5317588448524475","0.5317588448524475"
"8268","0.6481702327728271","0.6481702327728271","0.6481702327728271"
"8269","0.5037153959274292","0.5037153959274292","0.5037153959274292"
"8271","0.5228586196899414","0.5228586196899414","0.5228586196899414"
"8272","0.5252795219421387","0.5252795219421387","0.5252795219421387"
"8274","0.5140124559402466","0.5140124559402466","0.5140124559402466"
"8276","0.603010356426239","0.603010356426239","0.603010356426239"
"8281","0.5934134721755981","0.5934134721755981","0.5934134721755981"
"8285","0.5108963251113892","0.5108963251113892","0.5108963251113892"
"8289","0.6001132726669312","0.6001132726669312","0.6001132726669312"
"8291","0.6229856610298157","0.6229856610298157","0.6229856610298157"
"8292","0.5761587619781494","0.5761587619781494","0.5761587619781494"
"8295","0.5919510126113892","0.5919510126113892","0.5919510126113892"
"8296","0.6812680959701538","0.6812680959701538","0.6812680959701538"
"8297","0.6027113199234009","0.6027113199234009","0.6027113199234009"
"8300","0.6471149325370789","0.6471149325370789","0.6471149325370789"
"8303","0.6283724308013916","0.6283724308013916","0.6283724308013916"
"8304","0.6383447051048279","0.6383447051048279","0.6383447051048279"
"8305","0.5885076522827148","0.5885076522827148","0.5885076522827148"
"8306","0.5738186240196228","0.5738186240196228","0.5738186240196228"
"8308","0.7061957120895386","0.7061957120895386","0.7061957120895386"
"8317","0.5866434574127197","0.5866434574127197","0.5866434574127197"
"8320","0.7699494361877441","0.7699494361877441","0.7699494361877441"
"8325","0.7309905886650085","0.7309905886650085","0.7309905886650085"
"8329","0.6858391761779785","0.6858391761779785","0.6858391761779785"
"8332","0.6615074872970581","0.6615074872970581","0.6615074872970581"
"8333","0.6642792224884033","0.6642792224884033","0.6642792224884033"
"8334","0.6608077883720398","0.6608077883720398","0.6608077883720398"
"8340","0.6861057281494141","0.6861057281494141","0.6861057281494141"
"8343","0.6932801008224487","0.6932801008224487","0.6932801008224487"
"8346","0.6830593943595886","0.6830593943595886","0.6830593943595886"
"8347","0.6561489105224609","0.6561489105224609","0.6561489105224609"
"8349","0.6568059325218201","0.6568059325218201","0.6568059325218201"
"8351","0.7298456430435181","0.7298456430435181","0.7298456430435181"
"8358","0.6831159591674805","0.6831159591674805","0.6831159591674805"
"8360","0.6971907615661621","0.6971907615661621","0.6971907615661621"
"8361","0.7509450316429138","0.7509450316429138","0.7509450316429138"
"8363","0.7120280265808105","0.7120280265808105","0.7120280265808105"
"8366","0.7206994891166687","0.7206994891166687","0.7206994891166687"
"8367","0.6613469123840332","0.6613469123840332","0.6613469123840332"
"8369","0.745451807975769","0.745451807975769","0.745451807975769"
"8371","0.7084233164787292","0.7084233164787292","0.7084233164787292"
"8372","0.7321361899375916","0.7321361899375916","0.7321361899375916"
"8375","0.8038322329521179","0.8038322329521179","0.8038322329521179"
"8376","0.766884982585907","0.766884982585907","0.766884982585907"
"8378","0.7947356700897217","0.7947356700897217","0.7947356700897217"
"8383","0.6952227354049683","0.6952227354049683","0.6952227354049683"
"8387","0.6526792049407959","0.6526792049407959","0.6526792049407959"
"8388","0.7040499448776245","0.7040499448776245","0.7040499448776245"
"8393","0.6645774841308594","0.6645774841308594","0.6645774841308594"
"8395","0.7856482863426208","0.7856482863426208","0.7856482863426208"
"8396","0.7757328748703003","0.7757328748703003","0.7757328748703003"
"8397","0.7497784495353699","0.7497784495353699","0.7497784495353699"
"8398","0.7684051394462585","0.7684051394462585","0.7684051394462585"
"8399","0.7814361453056335","0.7814361453056335","0.7814361453056335"
"8402","0.7859405279159546","0.7859405279159546","0.7859405279159546"
"8404","0.8865667581558228","0.8865667581558228","0.8865667581558228"
"8405","0.8392648696899414","0.8392648696899414","0.8392648696899414"
"8406","0.8239628076553345","0.8239628076553345","0.8239628076553345"
"8407","0.9130339622497559","0.9130339622497559","0.9130339622497559"
"8409","0.8389572501182556","0.8389572501182556","0.8389572501182556"
"8410","0.7640873789787292","0.7640873789787292","0.7640873789787292"
"8411","0.7468690872192383","0.7468690872192383","0.7468690872192383"
"8413","0.7441322207450867","0.7441322207450867","0.7441322207450867"
"8414","0.8552241325378418","0.8552241325378418","0.8552241325378418"
"8415","0.8658940196037292","0.8658940196037292","0.8658940196037292"
"8416","0.854670524597168","0.854670524597168","0.854670524597168"
"8417","0.8880946040153503","0.8880946040153503","0.8880946040153503"
"8418","0.8585607409477234","0.8585607409477234","0.8585607409477234"
"8420","0.8789107203483582","0.8789107203483582","0.8789107203483582"
"8421","0.8585851192474365","0.8585851192474365","0.8585851192474365"
"8423","0.8317937850952148","0.8317937850952148","0.8317937850952148"
"8426","0.9236630201339722","0.9236630201339722","0.9236630201339722"
"8427","0.8112424612045288","0.8112424612045288","0.8112424612045288"
"8431","0.8535162806510925","0.8535162806510925","0.8535162806510925"
"8432","0.827028751373291","0.827028751373291","0.827028751373291"
"8434","0.8496002554893494","0.8496002554893494","0.8496002554893494"
"8437","0.8034459948539734","0.8034459948539734","0.8034459948539734"
"8440","0.9131740927696228","0.9131740927696228","0.9131740927696228"
"8441","0.8788430690765381","0.8788430690765381","0.8788430690765381"
"8442","0.8727071285247803","0.8727071285247803","0.8727071285247803"
"8444","0.8926369547843933","0.8926369547843933","0.8926369547843933"
"8445","0.7976121306419373","0.7976121306419373","0.7976121306419373"
"8448","0.9052879810333252","0.9052879810333252","0.9052879810333252"
"8449","0.8519760966300964","0.8519760966300964","0.8519760966300964"
"8450","0.802146315574646","0.802146315574646","0.802146315574646"
"8451","0.7718407511711121","0.7718407511711121","0.7718407511711121"
"8456","0.9750336408615112","0.9750336408615112","0.9750336408615112"
"8457","0.7266544103622437","0.7266544103622437","0.7266544103622437"
"8459","0.8631123304367065","0.8631123304367065","0.8631123304367065"
"8460","0.8961251974105835","0.8961251974105835","0.8961251974105835"
"8462","0.7734748721122742","0.7734748721122742","0.7734748721122742"
"8463","0.8206723928451538","0.8206723928451538","0.8206723928451538"
"8466","0.9279908537864685","0.9279908537864685","0.9279908537864685"
"8467","0.7697405815124512","0.7697405815124512","0.7697405815124512"
"8475","0.9035015106201172","0.9035015106201172","0.9035015106201172"
"8477","0.8871129751205444","0.8871129751205444","0.8871129751205444"
"8478","0.8560500144958496","0.8560500144958496","0.8560500144958496"
"8479","1.0472315549850464","1.0472315549850464","1.0472315549850464"
"8480","1.0148203372955322","1.0148203372955322","1.0148203372955322"
"8481","0.8244283199310303","0.8244283199310303","0.8244283199310303"
"8482","0.960220992565155","0.960220992565155","0.960220992565155"
"8483","0.8450368642807007","0.8450368642807007","0.8450368642807007"
"8485","0.8699641227722168","0.8699641227722168","0.8699641227722168"
"8486","0.9305164813995361","0.9305164813995361","0.9305164813995361"
"8488","0.9030507802963257","0.9030507802963257","0.9030507802963257"
"8490","0.8529638648033142","0.8529638648033142","0.8529638648033142"
"8491","0.9656090140342712","0.9656090140342712","0.9656090140342712"
"8493","0.8231409788131714","0.8231409788131714","0.8231409788131714"
"8494","0.822990357875824","0.822990357875824","0.822990357875824"
"8497","1.149310827255249","1.149310827255249","1.149310827255249"
"8498","1.0058846473693848","1.0058846473693848","1.0058846473693848"
"8499","0.927829921245575","0.927829921245575","0.927829921245575"
"8500","0.8696367144584656","0.8696367144584656","0.8696367144584656"
"8503","0.8720625638961792","0.8720625638961792","0.8720625638961792"
"8504","0.7822588682174683","0.7822588682174683","0.7822588682174683"
"8505","1.1226223707199097","1.1226223707199097","1.1226223707199097"
"8509","1.0310330390930176","1.0310330390930176","1.0310330390930176"
"8510","0.9100736379623413","0.9100736379623413","0.9100736379623413"
"8511","0.875035285949707","0.875035285949707","0.875035285949707"
"8516","1.1413486003875732","1.1413486003875732","1.1413486003875732"
"8517","0.8578809499740601","0.8578809499740601","0.8578809499740601"
"8525","0.7763516306877136","0.7763516306877136","0.7763516306877136"
"8527","0.8237554430961609","0.8237554430961609","0.8237554430961609"
"8530","1.0338822603225708","1.0338822603225708","1.0338822603225708"
"8531","0.695777416229248","0.695777416229248","0.695777416229248"
"8532","0.8038210272789001","0.8038210272789001","0.8038210272789001"
"8537","0.849007785320282","0.849007785320282","0.849007785320282"
"8538","0.995675802230835","0.995675802230835","0.995675802230835"
"8540","0.8835954666137695","0.8835954666137695","0.8835954666137695"
"8541","0.7505506277084351","0.7505506277084351","0.7505506277084351"
"8542","0.7488360404968262","0.7488360404968262","0.7488360404968262"
"8543","1.0307233333587646","1.0307233333587646","1.0307233333587646"
"8546","0.9055635929107666","0.9055635929107666","0.9055635929107666"
"8549","0.9809033870697021","0.9809033870697021","0.9809033870697021"
"8551","0.9678171873092651","0.9678171873092651","0.9678171873092651"
"8552","0.9062632322311401","0.9062632322311401","0.9062632322311401"
"8561","0.8599162101745605","0.8599162101745605","0.8599162101745605"
"8562","0.9617742896080017","0.9617742896080017","0.9617742896080017"
"8565","0.8481191396713257","0.8481191396713257","0.8481191396713257"
"8567","1.011885166168213","1.011885166168213","1.011885166168213"
"8569","0.8542402982711792","0.8542402982711792","0.8542402982711792"
"8571","1.2814092636108398","1.2814092636108398","1.2814092636108398"
"8572","0.9438414573669434","0.9438414573669434","0.9438414573669434"
"8574","0.9330780506134033","0.9330780506134033","0.9330780506134033"
"8577","0.9522120356559753","0.9522120356559753","0.9522120356559753"
"8580","0.878760576248169","0.878760576248169","0.878760576248169"
"8582","1.1355700492858887","1.1355700492858887","1.1355700492858887"
"8587","0.8424641489982605","0.8424641489982605","0.8424641489982605"
"8588","0.7252024412155151","0.7252024412155151","0.7252024412155151"
"8593","0.8945838212966919","0.8945838212966919","0.8945838212966919"
"8596","0.8991923332214355","0.8991923332214355","0.8991923332214355"
"8597","0.9075803756713867","0.9075803756713867","0.9075803756713867"
"8600","0.9849492907524109","0.9849492907524109","0.9849492907524109"
"8602","0.941393256187439","0.941393256187439","0.941393256187439"
"8604","0.9025887250900269","0.9025887250900269","0.9025887250900269"
"8606","0.952194333076477","0.952194333076477","0.952194333076477"
"8609","0.914012610912323","0.914012610912323","0.914012610912323"
"8610","0.9463721513748169","0.9463721513748169","0.9463721513748169"
"8612","1.0030088424682617","1.0030088424682617","1.0030088424682617"
"8613","0.8285900950431824","0.8285900950431824","0.8285900950431824"
"8614","1.0105311870574951","1.0105311870574951","1.0105311870574951"
"8615","0.9375628232955933","0.9375628232955933","0.9375628232955933"
"8617","0.8769819736480713","0.8769819736480713","0.8769819736480713"
"8620","0.8441996574401855","0.8441996574401855","0.8441996574401855"
"8621","0.9792386293411255","0.9792386293411255","0.9792386293411255"
"8622","0.8979093432426453","0.8979093432426453","0.8979093432426453"
"8625","1.0735149383544922","1.0735149383544922","1.0735149383544922"
"8626","0.8976635932922363","0.8976635932922363","0.8976635932922363"
"8629","1.0694795846939087","1.0694795846939087","1.0694795846939087"
"8631","0.9805622100830078","0.9805622100830078","0.9805622100830078"
"8633","1.0492433309555054","1.0492433309555054","1.0492433309555054"
"8634","0.9717748165130615","0.9717748165130615","0.9717748165130615"
"8635","1.088531255722046","1.088531255722046","1.088531255722046"
"8636","0.9570626020431519","0.9570626020431519","0.9570626020431519"
"8638","1.1120293140411377","1.1120293140411377","1.1120293140411377"
"8641","1.0942456722259521","1.0942456722259521","1.0942456722259521"
"8642","1.0896834135055542","1.0896834135055542","1.0896834135055542"
"8647","1.0124244689941406","1.0124244689941406","1.0124244689941406"
"8648","1.062849760055542","1.062849760055542","1.062849760055542"
"8651","1.0307906866073608","1.0307906866073608","1.0307906866073608"
"8652","1.1138734817504883","1.1138734817504883","1.1138734817504883"
"8653","0.929929256439209","0.929929256439209","0.929929256439209"
"8654","1.1896417140960693","1.1896417140960693","1.1896417140960693"
"8656","1.1177647113800049","1.1177647113800049","1.1177647113800049"
"8657","0.9981741905212402","0.9981741905212402","0.9981741905212402"
"8659","0.9488973617553711","0.9488973617553711","0.9488973617553711"
"8661","1.0511335134506226","1.0511335134506226","1.0511335134506226"
"8662","1.0292580127716064","1.0292580127716064","1.0292580127716064"
"8664","1.2584192752838135","1.2584192752838135","1.2584192752838135"
"8666","1.0336852073669434","1.0336852073669434","1.0336852073669434"
"8668","0.9255127906799316","0.9255127906799316","0.9255127906799316"
"8669","1.030142903327942","1.030142903327942","1.030142903327942"
"8672","1.042133092880249","1.042133092880249","1.042133092880249"
"8673","1.1131879091262817","1.1131879091262817","1.1131879091262817"
"8676","0.9407021999359131","0.9407021999359131","0.9407021999359131"
"8679","1.0518656969070435","1.0518656969070435","1.0518656969070435"
"8681","1.02556312084198","1.02556312084198","1.02556312084198"
"8684","1.301203966140747","1.301203966140747","1.301203966140747"
"8687","1.1502652168273926","1.1502652168273926","1.1502652168273926"
"8688","1.1631057262420654","1.1631057262420654","1.1631057262420654"
"8689","1.1393499374389648","1.1393499374389648","1.1393499374389648"
"8692","0.9564895033836365","0.9564895033836365","0.9564895033836365"
"8693","1.1380033493041992","1.1380033493041992","1.1380033493041992"
"8696","1.0416104793548584","1.0416104793548584","1.0416104793548584"
"8697","0.9042615294456482","0.9042615294456482","0.9042615294456482"
"8698","0.9495863914489746","0.9495863914489746","0.9495863914489746"
"8699","1.0185089111328125","1.0185089111328125","1.0185089111328125"
"8703","1.035844087600708","1.035844087600708","1.035844087600708"
"8706","1.1925342082977295","1.1925342082977295","1.1925342082977295"
"8707","1.3253774642944336","1.3253774642944336","1.3253774642944336"
"8708","1.0579203367233276","1.0579203367233276","1.0579203367233276"
"8709","1.0771796703338623","1.0771796703338623","1.0771796703338623"
"8710","1.0500373840332031","1.0500373840332031","1.0500373840332031"
"8712","1.0136069059371948","1.0136069059371948","1.0136069059371948"
"8713","0.8894464373588562","0.8894464373588562","0.8894464373588562"
"8714","1.1403698921203613","1.1403698921203613","1.1403698921203613"
"8716","0.9201106429100037","0.9201106429100037","0.9201106429100037"
"8717","1.0482194423675537","1.0482194423675537","1.0482194423675537"
"8719","1.0703790187835693","1.0703790187835693","1.0703790187835693"
"8720","1.0539612770080566","1.0539612770080566","1.0539612770080566"
"8721","1.17289400100708","1.17289400100708","1.17289400100708"
"8723","1.088123083114624","1.088123083114624","1.088123083114624"
"8725","1.1041375398635864","1.1041375398635864","1.1041375398635864"
"8726","1.0842299461364746","1.0842299461364746","1.0842299461364746"
"8728","0.9670329093933105","0.9670329093933105","0.9670329093933105"
"8731","1.0319427251815796","1.0319427251815796","1.0319427251815796"
"8732","1.0687018632888794","1.0687018632888794","1.0687018632888794"
"8734","0.9432434439659119","0.9432434439659119","0.9432434439659119"
"8735","1.0128692388534546","1.0128692388534546","1.0128692388534546"
"8736","1.119886875152588","1.119886875152588","1.119886875152588"
"8739","1.0777405500411987","1.0777405500411987","1.0777405500411987"
"8740","0.9478947520256042","0.9478947520256042","0.9478947520256042"
"8741","1.0386731624603271","1.0386731624603271","1.0386731624603271"
"8742","1.0401290655136108","1.0401290655136108","1.0401290655136108"
"8744","0.8874301910400391","0.8874301910400391","0.8874301910400391"
"8748","0.8905196189880371","0.8905196189880371","0.8905196189880371"
"8749","0.8366012573242188","0.8366012573242188","0.8366012573242188"
"8750","0.935100793838501","0.935100793838501","0.935100793838501"
"8751","0.8616089820861816","0.8616089820861816","0.8616089820861816"
"8753","1.0155972242355347","1.0155972242355347","1.0155972242355347"
"8755","0.8798336386680603","0.8798336386680603","0.8798336386680603"
"8757","0.9412744045257568","0.9412744045257568","0.9412744045257568"
"8758","0.8341202139854431","0.8341202139854431","0.8341202139854431"
"8760","0.9328335523605347","0.9328335523605347","0.9328335523605347"
"8762","0.9361709356307983","0.9361709356307983","0.9361709356307983"
"8763","0.890031099319458","0.890031099319458","0.890031099319458"
"8767","0.9028027057647705","0.9028027057647705","0.9028027057647705"
"8769","0.9259185194969177","0.9259185194969177","0.9259185194969177"
"8770","0.8634722232818604","0.8634722232818604","0.8634722232818604"
"8771","1.1191377639770508","1.1191377639770508","1.1191377639770508"
"8772","0.8859796524047852","0.8859796524047852","0.8859796524047852"
"8773","0.9965840578079224","0.9965840578079224","0.9965840578079224"
"8775","0.916113555431366","0.916113555431366","0.916113555431366"
"8777","0.9651464223861694","0.9651464223861694","0.9651464223861694"
"8778","0.8517664670944214","0.8517664670944214","0.8517664670944214"
"8779","0.9747588038444519","0.9747588038444519","0.9747588038444519"
"8781","1.010707139968872","1.010707139968872","1.010707139968872"
"8782","1.0076583623886108","1.0076583623886108","1.0076583623886108"
"8784","1.0073268413543701","1.0073268413543701","1.0073268413543701"
"8786","0.9272329211235046","0.9272329211235046","0.9272329211235046"
"8787","1.0708892345428467","1.0708892345428467","1.0708892345428467"
"8788","1.1185537576675415","1.1185537576675415","1.1185537576675415"
"8789","1.0406103134155273","1.0406103134155273","1.0406103134155273"
"8791","1.1033201217651367","1.1033201217651367","1.1033201217651367"
"8793","1.0681495666503906","1.0681495666503906","1.0681495666503906"
"8794","0.9731001853942871","0.9731001853942871","0.9731001853942871"
"8797","0.8554207682609558","0.8554207682609558","0.8554207682609558"
"8799","0.9331754446029663","0.9331754446029663","0.9331754446029663"
"8801","1.1935398578643799","1.1935398578643799","1.1935398578643799"
"8802","0.928558349609375","0.928558349609375","0.928558349609375"
"8804","0.9875669479370117","0.9875669479370117","0.9875669479370117"
"8808","1.0128636360168457","1.0128636360168457","1.0128636360168457"
"8809","0.9968298673629761","0.9968298673629761","0.9968298673629761"
"8810","1.0658352375030518","1.0658352375030518","1.0658352375030518"
"8811","0.97723788022995","0.97723788022995","0.97723788022995"
"8815","1.3421969413757324","1.3421969413757324","1.3421969413757324"
"8816","0.9285542964935303","0.9285542964935303","0.9285542964935303"
"8817","1.0298361778259277","1.0298361778259277","1.0298361778259277"
"8821","1.0119473934173584","1.0119473934173584","1.0119473934173584"
"8822","0.943760097026825","0.943760097026825","0.943760097026825"
"8824","0.8779032230377197","0.8779032230377197","0.8779032230377197"
"8830","1.0425572395324707","1.0425572395324707","1.0425572395324707"
"8831","0.9484925270080566","0.9484925270080566","0.9484925270080566"
"8832","0.8575534224510193","0.8575534224510193","0.8575534224510193"
"8833","0.821316123008728","0.821316123008728","0.821316123008728"
"8835","0.9285767078399658","0.9285767078399658","0.9285767078399658"
"8836","0.9433662295341492","0.9433662295341492","0.9433662295341492"
"8841","1.0470247268676758","1.0470247268676758","1.0470247268676758"
"8842","0.8941871523857117","0.8941871523857117","0.8941871523857117"
"8846","0.841291606426239","0.841291606426239","0.841291606426239"
"8847","0.8968251943588257","0.8968251943588257","0.8968251943588257"
"8848","1.0093449354171753","1.0093449354171753","1.0093449354171753"
"8851","0.8984386920928955","0.8984386920928955","0.8984386920928955"
"8852","0.867898166179657","0.867898166179657","0.867898166179657"
"8853","0.9014071226119995","0.9014071226119995","0.9014071226119995"
"8854","1.026609182357788","1.026609182357788","1.026609182357788"
"8855","1.1132457256317139","1.1132457256317139","1.1132457256317139"
"8856","1.0614460706710815","1.0614460706710815","1.0614460706710815"
"8857","0.9386163949966431","0.9386163949966431","0.9386163949966431"
"8858","1.0890369415283203","1.0890369415283203","1.0890369415283203"
"8859","1.2315950393676758","1.2315950393676758","1.2315950393676758"
"8860","0.9879853129386902","0.9879853129386902","0.9879853129386902"
"8865","1.3021457195281982","1.3021457195281982","1.3021457195281982"
"8868","1.102359414100647","1.102359414100647","1.102359414100647"
"8869","1.0501556396484375","1.0501556396484375","1.0501556396484375"
"8871","0.9725140333175659","0.9725140333175659","0.9725140333175659"
"8872","1.086969256401062","1.086969256401062","1.086969256401062"
"8873","1.114288568496704","1.114288568496704","1.114288568496704"
"8875","1.0971479415893555","1.0971479415893555","1.0971479415893555"
"8876","1.0517182350158691","1.0517182350158691","1.0517182350158691"
"8877","1.1093961000442505","1.1093961000442505","1.1093961000442505"
"8878","1.2499728202819824","1.2499728202819824","1.2499728202819824"
"8881","1.1334669589996338","1.1334669589996338","1.1334669589996338"
"8883","1.101812720298767","1.101812720298767","1.101812720298767"
"8885","1.1056932210922241","1.1056932210922241","1.1056932210922241"
"8887","0.9317886233329773","0.9317886233329773","0.9317886233329773"
"8888","0.9505752921104431","0.9505752921104431","0.9505752921104431"
"8889","1.0793797969818115","1.0793797969818115","1.0793797969818115"
"8893","1.3531235456466675","1.3531235456466675","1.3531235456466675"
"8899","1.1489832401275635","1.1489832401275635","1.1489832401275635"
"8907","1.0781922340393066","1.0781922340393066","1.0781922340393066"
"8909","1.3262486457824707","1.3262486457824707","1.3262486457824707"
"8910","1.1768443584442139","1.1768443584442139","1.1768443584442139"
"8912","1.1061378717422485","1.1061378717422485","1.1061378717422485"
"8915","1.3068779706954956","1.3068779706954956","1.3068779706954956"
"8916","1.1843485832214355","1.1843485832214355","1.1843485832214355"
"8917","1.1373789310455322","1.1373789310455322","1.1373789310455322"
"8919","1.0623233318328857","1.0623233318328857","1.0623233318328857"
"8921","1.04624605178833","1.04624605178833","1.04624605178833"
"8922","1.2557785511016846","1.2557785511016846","1.2557785511016846"
"8924","1.1682982444763184","1.1682982444763184","1.1682982444763184"
"8925","1.1650446653366089","1.1650446653366089","1.1650446653366089"
"8926","1.0353991985321045","1.0353991985321045","1.0353991985321045"
"8934","1.2595677375793457","1.2595677375793457","1.2595677375793457"
"8935","1.3598874807357788","1.3598874807357788","1.3598874807357788"
"8937","1.607748031616211","1.607748031616211","1.607748031616211"
"8938","1.3166583776474","1.3166583776474","1.3166583776474"
"8940","1.2301268577575684","1.2301268577575684","1.2301268577575684"
"8941","1.1195199489593506","1.1195199489593506","1.1195199489593506"
"8942","1.0728051662445068","1.0728051662445068","1.0728051662445068"
"8949","1.3102600574493408","1.3102600574493408","1.3102600574493408"
"8952","1.0770047903060913","1.0770047903060913","1.0770047903060913"
"8953","1.3454360961914062","1.3454360961914062","1.3454360961914062"
"8954","1.2581193447113037","1.2581193447113037","1.2581193447113037"
"8955","1.1520990133285522","1.1520990133285522","1.1520990133285522"
"8959","1.1181503534317017","1.1181503534317017","1.1181503534317017"
"8961","1.232990026473999","1.232990026473999","1.232990026473999"
"8962","1.128137469291687","1.128137469291687","1.128137469291687"
"8963","1.361173152923584","1.361173152923584","1.361173152923584"
"8964","1.0847084522247314","1.0847084522247314","1.0847084522247314"
"8966","1.2947022914886475","1.2947022914886475","1.2947022914886475"
"8967","1.1063883304595947","1.1063883304595947","1.1063883304595947"
"8970","1.2117351293563843","1.2117351293563843","1.2117351293563843"
"8974","1.2531425952911377","1.2531425952911377","1.2531425952911377"
"8976","1.193652629852295","1.193652629852295","1.193652629852295"
"8978","1.1451547145843506","1.1451547145843506","1.1451547145843506"
"8979","1.3894917964935303","1.3894917964935303","1.3894917964935303"
"8985","1.169039011001587","1.169039011001587","1.169039011001587"
"8988","1.4567103385925293","1.4567103385925293","1.4567103385925293"
"8990","1.2404835224151611","1.2404835224151611","1.2404835224151611"
"8991","1.4181088209152222","1.4181088209152222","1.4181088209152222"
"8992","1.3906290531158447","1.3906290531158447","1.3906290531158447"
"8994","1.1957757472991943","1.1957757472991943","1.1957757472991943"
"8996","1.1355150938034058","1.1355150938034058","1.1355150938034058"
"8999","1.4393091201782227","1.4393091201782227","1.4393091201782227"
"9000","1.3913826942443848","1.3913826942443848","1.3913826942443848"
"9002","1.3824303150177002","1.3824303150177002","1.3824303150177002"
"9004","1.2376163005828857","1.2376163005828857","1.2376163005828857"
"9005","1.2416670322418213","1.2416670322418213","1.2416670322418213"
"9006","1.2399773597717285","1.2399773597717285","1.2399773597717285"
"9008","1.5270144939422607","1.5270144939422607","1.5270144939422607"
"9009","1.3609158992767334","1.3609158992767334","1.3609158992767334"
"9011","1.4830011129379272","1.4830011129379272","1.4830011129379272"
"9012","1.3445794582366943","1.3445794582366943","1.3445794582366943"
