"Step","2Corner+exp - Metrics/targetPosition/error_heading","2Corner+exp - Metrics/targetPosition/error_heading__MIN","2Corner+exp - Metrics/targetPosition/error_heading__MAX"
"8363","1.4298951625823975","1.4298951625823975","1.4298951625823975"
"8366","1.2235655784606934","1.2235655784606934","1.2235655784606934"
"8367","1.4143226146697998","1.4143226146697998","1.4143226146697998"
"8368","1.4517388343811035","1.4517388343811035","1.4517388343811035"
"8370","1.4136626720428467","1.4136626720428467","1.4136626720428467"
"8371","1.5756568908691406","1.5756568908691406","1.5756568908691406"
"8373","1.2194948196411133","1.2194948196411133","1.2194948196411133"
"8376","1.657533049583435","1.657533049583435","1.657533049583435"
"8378","1.5620688199996948","1.5620688199996948","1.5620688199996948"
"8379","1.5758378505706787","1.5758378505706787","1.5758378505706787"
"8380","1.6801249980926514","1.6801249980926514","1.6801249980926514"
"8382","1.5901610851287842","1.5901610851287842","1.5901610851287842"
"8383","1.595036268234253","1.595036268234253","1.595036268234253"
"8384","1.6592893600463867","1.6592893600463867","1.6592893600463867"
"8385","1.441455602645874","1.441455602645874","1.441455602645874"
"8386","1.534402847290039","1.534402847290039","1.534402847290039"
"8387","1.5987439155578613","1.5987439155578613","1.5987439155578613"
"8388","1.3818435668945312","1.3818435668945312","1.3818435668945312"
"8389","1.553102970123291","1.553102970123291","1.553102970123291"
"8390","1.5089497566223145","1.5089497566223145","1.5089497566223145"
"8391","1.680983304977417","1.680983304977417","1.680983304977417"
"8392","1.682427167892456","1.682427167892456","1.682427167892456"
"8395","1.3492801189422607","1.3492801189422607","1.3492801189422607"
"8396","1.6233534812927246","1.6233534812927246","1.6233534812927246"
"8397","1.555251955986023","1.555251955986023","1.555251955986023"
"8399","1.530722975730896","1.530722975730896","1.530722975730896"
"8400","1.435986042022705","1.435986042022705","1.435986042022705"
"8403","1.5430835485458374","1.5430835485458374","1.5430835485458374"
"8406","1.4199022054672241","1.4199022054672241","1.4199022054672241"
"8409","1.5783599615097046","1.5783599615097046","1.5783599615097046"
"8410","1.452092170715332","1.452092170715332","1.452092170715332"
"8411","1.5133209228515625","1.5133209228515625","1.5133209228515625"
"8412","1.387120008468628","1.387120008468628","1.387120008468628"
"8416","1.3876783847808838","1.3876783847808838","1.3876783847808838"
"8417","1.3464611768722534","1.3464611768722534","1.3464611768722534"
"8419","1.4579719305038452","1.4579719305038452","1.4579719305038452"
"8423","1.3040423393249512","1.3040423393249512","1.3040423393249512"
"8424","1.4827450513839722","1.4827450513839722","1.4827450513839722"
"8425","1.5843150615692139","1.5843150615692139","1.5843150615692139"
"8427","1.6038269996643066","1.6038269996643066","1.6038269996643066"
"8428","1.436036467552185","1.436036467552185","1.436036467552185"
"8430","1.5669606924057007","1.5669606924057007","1.5669606924057007"
"8432","1.4492106437683105","1.4492106437683105","1.4492106437683105"
"8433","1.372176170349121","1.372176170349121","1.372176170349121"
"8434","1.3751777410507202","1.3751777410507202","1.3751777410507202"
"8435","1.3511857986450195","1.3511857986450195","1.3511857986450195"
"8436","1.508284568786621","1.508284568786621","1.508284568786621"
"8439","1.4074044227600098","1.4074044227600098","1.4074044227600098"
"8440","1.3679507970809937","1.3679507970809937","1.3679507970809937"
"8442","1.481891393661499","1.481891393661499","1.481891393661499"
"8444","1.4859651327133179","1.4859651327133179","1.4859651327133179"
"8447","1.39938485622406","1.39938485622406","1.39938485622406"
"8449","1.3906382322311401","1.3906382322311401","1.3906382322311401"
"8450","1.4921619892120361","1.4921619892120361","1.4921619892120361"
"8452","1.6319553852081299","1.6319553852081299","1.6319553852081299"
"8453","1.343409776687622","1.343409776687622","1.343409776687622"
"8456","1.3681998252868652","1.3681998252868652","1.3681998252868652"
"8457","1.2683079242706299","1.2683079242706299","1.2683079242706299"
"8459","1.2820982933044434","1.2820982933044434","1.2820982933044434"
"8461","1.368661880493164","1.368661880493164","1.368661880493164"
"8462","1.3690098524093628","1.3690098524093628","1.3690098524093628"
"8464","1.3285305500030518","1.3285305500030518","1.3285305500030518"
"8465","1.2631210088729858","1.2631210088729858","1.2631210088729858"
"8466","1.5062673091888428","1.5062673091888428","1.5062673091888428"
"8467","1.2981057167053223","1.2981057167053223","1.2981057167053223"
"8469","1.3835127353668213","1.3835127353668213","1.3835127353668213"
"8470","1.5469517707824707","1.5469517707824707","1.5469517707824707"
"8475","1.5623310804367065","1.5623310804367065","1.5623310804367065"
"8482","1.477582335472107","1.477582335472107","1.477582335472107"
"8483","1.3131794929504395","1.3131794929504395","1.3131794929504395"
"8486","1.3247730731964111","1.3247730731964111","1.3247730731964111"
"8488","1.3674901723861694","1.3674901723861694","1.3674901723861694"
"8490","1.5041841268539429","1.5041841268539429","1.5041841268539429"
"8492","1.4467830657958984","1.4467830657958984","1.4467830657958984"
"8494","1.4080092906951904","1.4080092906951904","1.4080092906951904"
"8495","1.366631269454956","1.366631269454956","1.366631269454956"
"8496","1.442051887512207","1.442051887512207","1.442051887512207"
"8497","1.4801509380340576","1.4801509380340576","1.4801509380340576"
"8498","1.2914718389511108","1.2914718389511108","1.2914718389511108"
"8499","1.2916269302368164","1.2916269302368164","1.2916269302368164"
"8500","1.4404821395874023","1.4404821395874023","1.4404821395874023"
"8502","1.3313060998916626","1.3313060998916626","1.3313060998916626"
"8505","1.3038851022720337","1.3038851022720337","1.3038851022720337"
"8507","1.5960559844970703","1.5960559844970703","1.5960559844970703"
"8511","1.6634836196899414","1.6634836196899414","1.6634836196899414"
"8512","1.3901348114013672","1.3901348114013672","1.3901348114013672"
"8517","1.401660680770874","1.401660680770874","1.401660680770874"
"8518","1.3887250423431396","1.3887250423431396","1.3887250423431396"
"8523","1.389294981956482","1.389294981956482","1.389294981956482"
"8527","1.376375675201416","1.376375675201416","1.376375675201416"
"8528","1.2638661861419678","1.2638661861419678","1.2638661861419678"
"8529","1.288212537765503","1.288212537765503","1.288212537765503"
"8533","1.4418363571166992","1.4418363571166992","1.4418363571166992"
"8534","1.3201236724853516","1.3201236724853516","1.3201236724853516"
"8535","1.4872411489486694","1.4872411489486694","1.4872411489486694"
"8536","1.5335404872894287","1.5335404872894287","1.5335404872894287"
"8537","1.318838119506836","1.318838119506836","1.318838119506836"
"8538","1.3106837272644043","1.3106837272644043","1.3106837272644043"
"8539","1.407283067703247","1.407283067703247","1.407283067703247"
"8541","1.2709476947784424","1.2709476947784424","1.2709476947784424"
"8542","1.1577000617980957","1.1577000617980957","1.1577000617980957"
"8547","1.2743401527404785","1.2743401527404785","1.2743401527404785"
"8550","1.4324501752853394","1.4324501752853394","1.4324501752853394"
"8553","1.4527848958969116","1.4527848958969116","1.4527848958969116"
"8555","1.5281462669372559","1.5281462669372559","1.5281462669372559"
"8558","1.4344367980957031","1.4344367980957031","1.4344367980957031"
"8559","1.3395588397979736","1.3395588397979736","1.3395588397979736"
"8564","1.323488712310791","1.323488712310791","1.323488712310791"
"8568","1.4235042333602905","1.4235042333602905","1.4235042333602905"
"8569","1.2705345153808594","1.2705345153808594","1.2705345153808594"
"8571","1.2604336738586426","1.2604336738586426","1.2604336738586426"
"8574","1.3773696422576904","1.3773696422576904","1.3773696422576904"
"8575","1.3542568683624268","1.3542568683624268","1.3542568683624268"
"8576","1.2883975505828857","1.2883975505828857","1.2883975505828857"
"8577","1.1223591566085815","1.1223591566085815","1.1223591566085815"
"8580","1.4447764158248901","1.4447764158248901","1.4447764158248901"
"8583","1.344003677368164","1.344003677368164","1.344003677368164"
"8584","1.2837151288986206","1.2837151288986206","1.2837151288986206"
"8587","1.4886659383773804","1.4886659383773804","1.4886659383773804"
"8590","1.2142233848571777","1.2142233848571777","1.2142233848571777"
"8591","1.1630239486694336","1.1630239486694336","1.1630239486694336"
"8593","1.21979558467865","1.21979558467865","1.21979558467865"
"8596","1.3620647192001343","1.3620647192001343","1.3620647192001343"
"8598","1.3150891065597534","1.3150891065597534","1.3150891065597534"
"8604","1.2413325309753418","1.2413325309753418","1.2413325309753418"
"8605","1.411180853843689","1.411180853843689","1.411180853843689"
"8606","1.3947776556015015","1.3947776556015015","1.3947776556015015"
"8608","1.361009955406189","1.361009955406189","1.361009955406189"
"8609","1.403388500213623","1.403388500213623","1.403388500213623"
"8610","1.265749216079712","1.265749216079712","1.265749216079712"
"8612","1.2572169303894043","1.2572169303894043","1.2572169303894043"
"8614","1.2073984146118164","1.2073984146118164","1.2073984146118164"
"8616","1.2314770221710205","1.2314770221710205","1.2314770221710205"
"8617","1.2044546604156494","1.2044546604156494","1.2044546604156494"
"8618","1.3598859310150146","1.3598859310150146","1.3598859310150146"
"8619","1.327520728111267","1.327520728111267","1.327520728111267"
"8620","1.3394191265106201","1.3394191265106201","1.3394191265106201"
"8621","1.239662528038025","1.239662528038025","1.239662528038025"
"8623","1.169951319694519","1.169951319694519","1.169951319694519"
"8624","1.3660821914672852","1.3660821914672852","1.3660821914672852"
"8628","1.3345191478729248","1.3345191478729248","1.3345191478729248"
"8629","1.2097487449645996","1.2097487449645996","1.2097487449645996"
"8630","1.3526338338851929","1.3526338338851929","1.3526338338851929"
"8631","1.3488101959228516","1.3488101959228516","1.3488101959228516"
"8633","1.220015287399292","1.220015287399292","1.220015287399292"
"8635","1.6073517799377441","1.6073517799377441","1.6073517799377441"
"8637","1.456702709197998","1.456702709197998","1.456702709197998"
"8638","1.5279992818832397","1.5279992818832397","1.5279992818832397"
"8639","1.1193089485168457","1.1193089485168457","1.1193089485168457"
"8640","1.3233928680419922","1.3233928680419922","1.3233928680419922"
"8641","1.2419185638427734","1.2419185638427734","1.2419185638427734"
"8642","1.436702013015747","1.436702013015747","1.436702013015747"
"8643","1.2353770732879639","1.2353770732879639","1.2353770732879639"
"8644","1.162682294845581","1.162682294845581","1.162682294845581"
"8646","1.3905601501464844","1.3905601501464844","1.3905601501464844"
"8647","1.355449914932251","1.355449914932251","1.355449914932251"
"8652","1.528822660446167","1.528822660446167","1.528822660446167"
"8653","1.2307415008544922","1.2307415008544922","1.2307415008544922"
"8654","1.2686594724655151","1.2686594724655151","1.2686594724655151"
"8655","1.376610517501831","1.376610517501831","1.376610517501831"
"8657","1.3988776206970215","1.3988776206970215","1.3988776206970215"
"8658","1.2164177894592285","1.2164177894592285","1.2164177894592285"
"8660","1.1482774019241333","1.1482774019241333","1.1482774019241333"
"8662","1.3875072002410889","1.3875072002410889","1.3875072002410889"
"8666","1.318930983543396","1.318930983543396","1.318930983543396"
"8667","1.1917340755462646","1.1917340755462646","1.1917340755462646"
"8668","1.0949249267578125","1.0949249267578125","1.0949249267578125"
"8671","1.253752589225769","1.253752589225769","1.253752589225769"
"8673","1.2835676670074463","1.2835676670074463","1.2835676670074463"
"8675","1.2793240547180176","1.2793240547180176","1.2793240547180176"
"8681","1.3916499614715576","1.3916499614715576","1.3916499614715576"
"8683","1.324733018875122","1.324733018875122","1.324733018875122"
"8684","1.595786452293396","1.595786452293396","1.595786452293396"
"8686","1.2881202697753906","1.2881202697753906","1.2881202697753906"
"8691","1.3116488456726074","1.3116488456726074","1.3116488456726074"
"8693","1.3601582050323486","1.3601582050323486","1.3601582050323486"
"8695","1.3000768423080444","1.3000768423080444","1.3000768423080444"
"8696","1.2822866439819336","1.2822866439819336","1.2822866439819336"
"8697","1.3600105047225952","1.3600105047225952","1.3600105047225952"
"8698","1.0794365406036377","1.0794365406036377","1.0794365406036377"
"8699","1.1045396327972412","1.1045396327972412","1.1045396327972412"
"8700","1.2027791738510132","1.2027791738510132","1.2027791738510132"
"8703","1.4696719646453857","1.4696719646453857","1.4696719646453857"
"8709","1.476264476776123","1.476264476776123","1.476264476776123"
"8710","1.5440582036972046","1.5440582036972046","1.5440582036972046"
"8711","1.1554596424102783","1.1554596424102783","1.1554596424102783"
"8712","1.2606487274169922","1.2606487274169922","1.2606487274169922"
"8714","1.4116672277450562","1.4116672277450562","1.4116672277450562"
"8716","1.3586944341659546","1.3586944341659546","1.3586944341659546"
"8720","1.2275540828704834","1.2275540828704834","1.2275540828704834"
"8728","1.2511320114135742","1.2511320114135742","1.2511320114135742"
"8734","1.2551639080047607","1.2551639080047607","1.2551639080047607"
"8736","1.3129432201385498","1.3129432201385498","1.3129432201385498"
"8738","1.3796604871749878","1.3796604871749878","1.3796604871749878"
"8741","1.2970771789550781","1.2970771789550781","1.2970771789550781"
"8742","1.4449537992477417","1.4449537992477417","1.4449537992477417"
"8744","1.1860697269439697","1.1860697269439697","1.1860697269439697"
"8752","1.3001149892807007","1.3001149892807007","1.3001149892807007"
"8757","1.1482930183410645","1.1482930183410645","1.1482930183410645"
"8764","1.1460272073745728","1.1460272073745728","1.1460272073745728"
"8765","1.1430485248565674","1.1430485248565674","1.1430485248565674"
"8769","1.336685061454773","1.336685061454773","1.336685061454773"
"8770","1.3197176456451416","1.3197176456451416","1.3197176456451416"
"8773","1.3918856382369995","1.3918856382369995","1.3918856382369995"
"8774","1.3219492435455322","1.3219492435455322","1.3219492435455322"
"8775","1.3054958581924438","1.3054958581924438","1.3054958581924438"
"8776","1.1612117290496826","1.1612117290496826","1.1612117290496826"
"8777","1.1224842071533203","1.1224842071533203","1.1224842071533203"
"8779","1.2442584037780762","1.2442584037780762","1.2442584037780762"
"8780","1.2493866682052612","1.2493866682052612","1.2493866682052612"
"8782","1.2131259441375732","1.2131259441375732","1.2131259441375732"
"8783","1.25901460647583","1.25901460647583","1.25901460647583"
"8784","1.168278455734253","1.168278455734253","1.168278455734253"
"8785","1.3388103246688843","1.3388103246688843","1.3388103246688843"
"8786","1.3800368309020996","1.3800368309020996","1.3800368309020996"
"8790","1.197521448135376","1.197521448135376","1.197521448135376"
"8791","1.2429698705673218","1.2429698705673218","1.2429698705673218"
"8795","1.3471813201904297","1.3471813201904297","1.3471813201904297"
"8796","1.1972458362579346","1.1972458362579346","1.1972458362579346"
"8802","1.0944230556488037","1.0944230556488037","1.0944230556488037"
"8803","1.333413004875183","1.333413004875183","1.333413004875183"
"8805","1.3911921977996826","1.3911921977996826","1.3911921977996826"
"8807","1.0903856754302979","1.0903856754302979","1.0903856754302979"
"8813","1.1622529029846191","1.1622529029846191","1.1622529029846191"
"8814","1.1510125398635864","1.1510125398635864","1.1510125398635864"
"8816","1.1714497804641724","1.1714497804641724","1.1714497804641724"
"8818","1.289307951927185","1.289307951927185","1.289307951927185"
"8825","1.1013672351837158","1.1013672351837158","1.1013672351837158"
"8826","1.1718082427978516","1.1718082427978516","1.1718082427978516"
"8827","0.9917907118797302","0.9917907118797302","0.9917907118797302"
"8830","1.1388201713562012","1.1388201713562012","1.1388201713562012"
"8831","1.274238109588623","1.274238109588623","1.274238109588623"
"8833","1.2323887348175049","1.2323887348175049","1.2323887348175049"
"8834","1.1616404056549072","1.1616404056549072","1.1616404056549072"
"8835","1.389958143234253","1.389958143234253","1.389958143234253"
"8836","1.161484718322754","1.161484718322754","1.161484718322754"
"8838","1.104811429977417","1.104811429977417","1.104811429977417"
"8839","1.1595617532730103","1.1595617532730103","1.1595617532730103"
"8841","1.2437127828598022","1.2437127828598022","1.2437127828598022"
"8844","1.2139699459075928","1.2139699459075928","1.2139699459075928"
"8847","1.0740606784820557","1.0740606784820557","1.0740606784820557"
"8848","1.3370616436004639","1.3370616436004639","1.3370616436004639"
"8849","1.0367624759674072","1.0367624759674072","1.0367624759674072"
"8853","0.931309700012207","0.931309700012207","0.931309700012207"
"8854","1.1559700965881348","1.1559700965881348","1.1559700965881348"
"8857","1.1059961318969727","1.1059961318969727","1.1059961318969727"
"8858","1.0777751207351685","1.0777751207351685","1.0777751207351685"
"8859","1.2633908987045288","1.2633908987045288","1.2633908987045288"
"8860","1.0255951881408691","1.0255951881408691","1.0255951881408691"
"8861","1.019702672958374","1.019702672958374","1.019702672958374"
"8862","1.081027865409851","1.081027865409851","1.081027865409851"
"8863","1.0166385173797607","1.0166385173797607","1.0166385173797607"
"8865","1.090325951576233","1.090325951576233","1.090325951576233"
"8872","0.9975900650024414","0.9975900650024414","0.9975900650024414"
"8875","0.9877870082855225","0.9877870082855225","0.9877870082855225"
"8877","0.986608624458313","0.986608624458313","0.986608624458313"
"8878","1.0769280195236206","1.0769280195236206","1.0769280195236206"
"8879","1.0748956203460693","1.0748956203460693","1.0748956203460693"
"8882","1.0165239572525024","1.0165239572525024","1.0165239572525024"
"8884","0.954264760017395","0.954264760017395","0.954264760017395"
"8886","0.937841534614563","0.937841534614563","0.937841534614563"
"8887","1.029779314994812","1.029779314994812","1.029779314994812"
"8890","1.0758683681488037","1.0758683681488037","1.0758683681488037"
"8891","0.971505343914032","0.971505343914032","0.971505343914032"
"8892","1.1027116775512695","1.1027116775512695","1.1027116775512695"
"8893","0.9067143201828003","0.9067143201828003","0.9067143201828003"
"8894","1.0673828125","1.0673828125","1.0673828125"
"8895","0.8537249565124512","0.8537249565124512","0.8537249565124512"
"8901","0.8353180885314941","0.8353180885314941","0.8353180885314941"
"8902","0.9983608722686768","0.9983608722686768","0.9983608722686768"
"8903","0.9208607077598572","0.9208607077598572","0.9208607077598572"
"8905","1.0446689128875732","1.0446689128875732","1.0446689128875732"
"8906","0.9782296419143677","0.9782296419143677","0.9782296419143677"
"8911","0.963178813457489","0.963178813457489","0.963178813457489"
"8912","0.9024364948272705","0.9024364948272705","0.9024364948272705"
"8913","0.845392107963562","0.845392107963562","0.845392107963562"
"8914","0.8079574108123779","0.8079574108123779","0.8079574108123779"
"8916","1.1082826852798462","1.1082826852798462","1.1082826852798462"
"8917","0.889923095703125","0.889923095703125","0.889923095703125"
"8918","1.0621249675750732","1.0621249675750732","1.0621249675750732"
"8921","0.8299068212509155","0.8299068212509155","0.8299068212509155"
"8923","0.9466263651847839","0.9466263651847839","0.9466263651847839"
"8927","0.9967106580734253","0.9967106580734253","0.9967106580734253"
"8928","1.1465893983840942","1.1465893983840942","1.1465893983840942"
"8930","0.9739537239074707","0.9739537239074707","0.9739537239074707"
"8931","0.8905856013298035","0.8905856013298035","0.8905856013298035"
"8937","1.010361909866333","1.010361909866333","1.010361909866333"
"8938","0.8986453413963318","0.8986453413963318","0.8986453413963318"
"8939","0.9703776836395264","0.9703776836395264","0.9703776836395264"
"8940","1.0040425062179565","1.0040425062179565","1.0040425062179565"
"8941","0.9120906591415405","0.9120906591415405","0.9120906591415405"
"8943","0.8744785189628601","0.8744785189628601","0.8744785189628601"
"8944","0.8731054663658142","0.8731054663658142","0.8731054663658142"
"8945","0.8686794638633728","0.8686794638633728","0.8686794638633728"
"8946","0.9542608261108398","0.9542608261108398","0.9542608261108398"
"8948","0.9209846258163452","0.9209846258163452","0.9209846258163452"
"8949","0.9138879776000977","0.9138879776000977","0.9138879776000977"
"8950","0.9869884252548218","0.9869884252548218","0.9869884252548218"
"8952","0.9476165771484375","0.9476165771484375","0.9476165771484375"
"8955","0.9679633378982544","0.9679633378982544","0.9679633378982544"
"8956","1.0227503776550293","1.0227503776550293","1.0227503776550293"
"8960","1.032761573791504","1.032761573791504","1.032761573791504"
"8961","1.0605013370513916","1.0605013370513916","1.0605013370513916"
"8963","0.9024154543876648","0.9024154543876648","0.9024154543876648"
"8964","0.953525185585022","0.953525185585022","0.953525185585022"
"8967","0.8002685904502869","0.8002685904502869","0.8002685904502869"
"8969","0.6778887510299683","0.6778887510299683","0.6778887510299683"
"8971","0.7841001749038696","0.7841001749038696","0.7841001749038696"
"8975","0.8142722845077515","0.8142722845077515","0.8142722845077515"
"8978","0.8437117338180542","0.8437117338180542","0.8437117338180542"
"8979","0.7621474266052246","0.7621474266052246","0.7621474266052246"
"8980","0.964198112487793","0.964198112487793","0.964198112487793"
"8981","0.8365971446037292","0.8365971446037292","0.8365971446037292"
"8982","0.8354620933532715","0.8354620933532715","0.8354620933532715"
"8983","0.7908965945243835","0.7908965945243835","0.7908965945243835"
"8984","1.1540336608886719","1.1540336608886719","1.1540336608886719"
"8985","0.6102208495140076","0.6102208495140076","0.6102208495140076"
"8988","0.7035205364227295","0.7035205364227295","0.7035205364227295"
"8989","0.7032655477523804","0.7032655477523804","0.7032655477523804"
"8990","0.7756171226501465","0.7756171226501465","0.7756171226501465"
"8994","0.7302257418632507","0.7302257418632507","0.7302257418632507"
"8997","0.8673171997070312","0.8673171997070312","0.8673171997070312"
"8998","0.6953849792480469","0.6953849792480469","0.6953849792480469"
"9000","0.9902679920196533","0.9902679920196533","0.9902679920196533"
"9001","0.8250953555107117","0.8250953555107117","0.8250953555107117"
"9002","0.8112258315086365","0.8112258315086365","0.8112258315086365"
"9010","0.9173077940940857","0.9173077940940857","0.9173077940940857"
"9011","0.6905841827392578","0.6905841827392578","0.6905841827392578"
"9012","0.7431807518005371","0.7431807518005371","0.7431807518005371"
"9015","0.8051357269287109","0.8051357269287109","0.8051357269287109"
"9017","1.0737948417663574","1.0737948417663574","1.0737948417663574"
"9019","0.713204562664032","0.713204562664032","0.713204562664032"
"9020","0.6725986003875732","0.6725986003875732","0.6725986003875732"
"9023","0.6935967206954956","0.6935967206954956","0.6935967206954956"
"9024","0.7524784803390503","0.7524784803390503","0.7524784803390503"
"9025","0.6699015498161316","0.6699015498161316","0.6699015498161316"
"9027","0.8427160978317261","0.8427160978317261","0.8427160978317261"
"9029","0.7370485663414001","0.7370485663414001","0.7370485663414001"
