"Step","4Ball4BlockIDP1 - Metrics/targetPosition/error_pos_2d","4Ball4BlockIDP1 - Metrics/targetPosition/error_pos_2d__MIN","4Ball4BlockIDP1 - Metrics/targetPosition/error_pos_2d__MAX"
"145","4.469000816345215","4.469000816345215","4.469000816345215"
"146","4.502652645111084","4.502652645111084","4.502652645111084"
"149","4.534252643585205","4.534252643585205","4.534252643585205"
"151","4.478394508361816","4.478394508361816","4.478394508361816"
"152","4.476687908172607","4.476687908172607","4.476687908172607"
"154","4.491905212402344","4.491905212402344","4.491905212402344"
"155","4.4608869552612305","4.4608869552612305","4.4608869552612305"
"156","4.458718299865723","4.458718299865723","4.458718299865723"
"157","4.492262363433838","4.492262363433838","4.492262363433838"
"158","4.442004680633545","4.442004680633545","4.442004680633545"
"161","4.4580278396606445","4.4580278396606445","4.4580278396606445"
"162","4.476543426513672","4.476543426513672","4.476543426513672"
"164","4.419591903686523","4.419591903686523","4.419591903686523"
"165","4.460258483886719","4.460258483886719","4.460258483886719"
"167","4.44874906539917","4.44874906539917","4.44874906539917"
"168","4.454889297485352","4.454889297485352","4.454889297485352"
"169","4.435506820678711","4.435506820678711","4.435506820678711"
"170","4.429254055023193","4.429254055023193","4.429254055023193"
"173","4.474184036254883","4.474184036254883","4.474184036254883"
"174","4.4403076171875","4.4403076171875","4.4403076171875"
"175","4.440425872802734","4.440425872802734","4.440425872802734"
"176","4.470493316650391","4.470493316650391","4.470493316650391"
"177","4.4530029296875","4.4530029296875","4.4530029296875"
"180","4.468322277069092","4.468322277069092","4.468322277069092"
"181","4.418104648590088","4.418104648590088","4.418104648590088"
"183","4.464325904846191","4.464325904846191","4.464325904846191"
"184","4.459098815917969","4.459098815917969","4.459098815917969"
"185","4.489744663238525","4.489744663238525","4.489744663238525"
"187","4.457342624664307","4.457342624664307","4.457342624664307"
"188","4.419042587280273","4.419042587280273","4.419042587280273"
"189","4.464901924133301","4.464901924133301","4.464901924133301"
"191","4.455960273742676","4.455960273742676","4.455960273742676"
"192","4.470584392547607","4.470584392547607","4.470584392547607"
"194","4.439057350158691","4.439057350158691","4.439057350158691"
"195","4.473690986633301","4.473690986633301","4.473690986633301"
"196","4.438131809234619","4.438131809234619","4.438131809234619"
"198","4.450036525726318","4.450036525726318","4.450036525726318"
"201","4.445573329925537","4.445573329925537","4.445573329925537"
"202","4.4816694259643555","4.4816694259643555","4.4816694259643555"
"203","4.468909740447998","4.468909740447998","4.468909740447998"
"204","4.445656776428223","4.445656776428223","4.445656776428223"
"205","4.421799659729004","4.421799659729004","4.421799659729004"
"206","4.467120170593262","4.467120170593262","4.467120170593262"
"207","4.404257774353027","4.404257774353027","4.404257774353027"
"208","4.423764705657959","4.423764705657959","4.423764705657959"
"209","4.471654891967773","4.471654891967773","4.471654891967773"
"210","4.461028099060059","4.461028099060059","4.461028099060059"
"213","4.44271993637085","4.44271993637085","4.44271993637085"
"214","4.425050735473633","4.425050735473633","4.425050735473633"
"215","4.4890947341918945","4.4890947341918945","4.4890947341918945"
"218","4.4521026611328125","4.4521026611328125","4.4521026611328125"
"219","4.471896648406982","4.471896648406982","4.471896648406982"
"221","4.450981140136719","4.450981140136719","4.450981140136719"
"222","4.424279689788818","4.424279689788818","4.424279689788818"
"223","4.432742118835449","4.432742118835449","4.432742118835449"
"224","4.484514236450195","4.484514236450195","4.484514236450195"
"225","4.428433895111084","4.428433895111084","4.428433895111084"
"226","4.43726921081543","4.43726921081543","4.43726921081543"
"227","4.442145347595215","4.442145347595215","4.442145347595215"
"229","4.466525077819824","4.466525077819824","4.466525077819824"
"231","4.471210479736328","4.471210479736328","4.471210479736328"
"232","4.449948310852051","4.449948310852051","4.449948310852051"
"233","4.459453582763672","4.459453582763672","4.459453582763672"
"237","4.419753074645996","4.419753074645996","4.419753074645996"
"238","4.417973041534424","4.417973041534424","4.417973041534424"
"240","4.42717170715332","4.42717170715332","4.42717170715332"
"242","4.3964996337890625","4.3964996337890625","4.3964996337890625"
"243","4.429288387298584","4.429288387298584","4.429288387298584"
"245","4.415482521057129","4.415482521057129","4.415482521057129"
"248","4.44379186630249","4.44379186630249","4.44379186630249"
"249","4.455261707305908","4.455261707305908","4.455261707305908"
"253","4.437311172485352","4.437311172485352","4.437311172485352"
"254","4.4640793800354","4.4640793800354","4.4640793800354"
"255","4.494101524353027","4.494101524353027","4.494101524353027"
"260","4.489124298095703","4.489124298095703","4.489124298095703"
"261","4.512448787689209","4.512448787689209","4.512448787689209"
"263","4.5134735107421875","4.5134735107421875","4.5134735107421875"
"264","4.500353813171387","4.500353813171387","4.500353813171387"
"265","4.508701324462891","4.508701324462891","4.508701324462891"
"268","4.528020858764648","4.528020858764648","4.528020858764648"
"269","4.523844242095947","4.523844242095947","4.523844242095947"
"270","4.514240264892578","4.514240264892578","4.514240264892578"
"272","4.551534652709961","4.551534652709961","4.551534652709961"
"273","4.518517017364502","4.518517017364502","4.518517017364502"
"275","4.5146989822387695","4.5146989822387695","4.5146989822387695"
"276","4.515487194061279","4.515487194061279","4.515487194061279"
"277","4.511801719665527","4.511801719665527","4.511801719665527"
"278","4.529542922973633","4.529542922973633","4.529542922973633"
"279","4.503402233123779","4.503402233123779","4.503402233123779"
"282","4.498787879943848","4.498787879943848","4.498787879943848"
"284","4.512472629547119","4.512472629547119","4.512472629547119"
"285","4.457631587982178","4.457631587982178","4.457631587982178"
"287","4.4786224365234375","4.4786224365234375","4.4786224365234375"
"288","4.482406139373779","4.482406139373779","4.482406139373779"
"289","4.474058151245117","4.474058151245117","4.474058151245117"
"290","4.530552864074707","4.530552864074707","4.530552864074707"
"292","4.504097938537598","4.504097938537598","4.504097938537598"
"294","4.480742931365967","4.480742931365967","4.480742931365967"
"295","4.469983100891113","4.469983100891113","4.469983100891113"
"296","4.495672225952148","4.495672225952148","4.495672225952148"
"300","4.436450958251953","4.436450958251953","4.436450958251953"
"303","4.450702667236328","4.450702667236328","4.450702667236328"
"304","4.509972095489502","4.509972095489502","4.509972095489502"
"306","4.529469966888428","4.529469966888428","4.529469966888428"
"307","4.496177673339844","4.496177673339844","4.496177673339844"
"308","4.476342678070068","4.476342678070068","4.476342678070068"
"310","4.468988418579102","4.468988418579102","4.468988418579102"
"311","4.464912414550781","4.464912414550781","4.464912414550781"
"312","4.530882835388184","4.530882835388184","4.530882835388184"
"314","4.449958801269531","4.449958801269531","4.449958801269531"
"315","4.522706031799316","4.522706031799316","4.522706031799316"
"316","4.475343704223633","4.475343704223633","4.475343704223633"
"317","4.513019561767578","4.513019561767578","4.513019561767578"
"321","4.52738094329834","4.52738094329834","4.52738094329834"
"322","4.509823799133301","4.509823799133301","4.509823799133301"
"324","4.50862979888916","4.50862979888916","4.50862979888916"
"325","4.5019025802612305","4.5019025802612305","4.5019025802612305"
"327","4.513619899749756","4.513619899749756","4.513619899749756"
"328","4.490461826324463","4.490461826324463","4.490461826324463"
"329","4.511658191680908","4.511658191680908","4.511658191680908"
"330","4.470856189727783","4.470856189727783","4.470856189727783"
"331","4.576813697814941","4.576813697814941","4.576813697814941"
"332","4.527238845825195","4.527238845825195","4.527238845825195"
"334","4.507917404174805","4.507917404174805","4.507917404174805"
"335","4.508906364440918","4.508906364440918","4.508906364440918"
"336","4.489029884338379","4.489029884338379","4.489029884338379"
"338","4.4925642013549805","4.4925642013549805","4.4925642013549805"
"339","4.504513740539551","4.504513740539551","4.504513740539551"
"340","4.498350143432617","4.498350143432617","4.498350143432617"
"343","4.499676704406738","4.499676704406738","4.499676704406738"
"344","4.5157928466796875","4.5157928466796875","4.5157928466796875"
"346","4.497190952301025","4.497190952301025","4.497190952301025"
"348","4.545053482055664","4.545053482055664","4.545053482055664"
"349","4.528194904327393","4.528194904327393","4.528194904327393"
"350","4.464034557342529","4.464034557342529","4.464034557342529"
"351","4.422830104827881","4.422830104827881","4.422830104827881"
"352","4.4761528968811035","4.4761528968811035","4.4761528968811035"
"356","4.438994407653809","4.438994407653809","4.438994407653809"
"357","4.492430210113525","4.492430210113525","4.492430210113525"
"359","4.383817195892334","4.383817195892334","4.383817195892334"
"360","4.493014335632324","4.493014335632324","4.493014335632324"
"361","4.438233852386475","4.438233852386475","4.438233852386475"
"362","4.494141578674316","4.494141578674316","4.494141578674316"
"364","4.353517532348633","4.353517532348633","4.353517532348633"
"365","4.485954284667969","4.485954284667969","4.485954284667969"
"367","4.327025413513184","4.327025413513184","4.327025413513184"
"371","4.453855991363525","4.453855991363525","4.453855991363525"
"372","4.382098197937012","4.382098197937012","4.382098197937012"
"374","4.378068923950195","4.378068923950195","4.378068923950195"
"375","4.440374374389648","4.440374374389648","4.440374374389648"
"378","4.425681114196777","4.425681114196777","4.425681114196777"
"379","4.422637462615967","4.422637462615967","4.422637462615967"
"380","4.465024948120117","4.465024948120117","4.465024948120117"
"381","4.383755683898926","4.383755683898926","4.383755683898926"
"383","4.45801305770874","4.45801305770874","4.45801305770874"
"386","4.379695415496826","4.379695415496826","4.379695415496826"
"388","4.38693904876709","4.38693904876709","4.38693904876709"
"389","4.374782085418701","4.374782085418701","4.374782085418701"
"390","4.404731750488281","4.404731750488281","4.404731750488281"
"391","4.423892974853516","4.423892974853516","4.423892974853516"
"392","4.392849445343018","4.392849445343018","4.392849445343018"
"393","4.338700294494629","4.338700294494629","4.338700294494629"
"395","4.433063507080078","4.433063507080078","4.433063507080078"
"396","4.395160675048828","4.395160675048828","4.395160675048828"
"397","4.373878479003906","4.373878479003906","4.373878479003906"
"399","4.389073848724365","4.389073848724365","4.389073848724365"
"401","4.402372360229492","4.402372360229492","4.402372360229492"
"403","4.306218147277832","4.306218147277832","4.306218147277832"
"405","4.420309066772461","4.420309066772461","4.420309066772461"
"406","4.415742874145508","4.415742874145508","4.415742874145508"
"408","4.420749664306641","4.420749664306641","4.420749664306641"
"409","4.381224632263184","4.381224632263184","4.381224632263184"
"410","4.365286350250244","4.365286350250244","4.365286350250244"
"412","4.351844310760498","4.351844310760498","4.351844310760498"
"413","4.373504161834717","4.373504161834717","4.373504161834717"
"414","4.3798980712890625","4.3798980712890625","4.3798980712890625"
"415","4.37017822265625","4.37017822265625","4.37017822265625"
"416","4.297995567321777","4.297995567321777","4.297995567321777"
"419","4.312931060791016","4.312931060791016","4.312931060791016"
"420","4.345690727233887","4.345690727233887","4.345690727233887"
"421","4.293727397918701","4.293727397918701","4.293727397918701"
"423","4.270049571990967","4.270049571990967","4.270049571990967"
"424","4.3011274337768555","4.3011274337768555","4.3011274337768555"
"425","4.291388511657715","4.291388511657715","4.291388511657715"
"426","4.207521438598633","4.207521438598633","4.207521438598633"
"427","4.338799476623535","4.338799476623535","4.338799476623535"
"428","4.24748420715332","4.24748420715332","4.24748420715332"
"429","4.358726501464844","4.358726501464844","4.358726501464844"
"430","4.28425407409668","4.28425407409668","4.28425407409668"
"431","4.296856880187988","4.296856880187988","4.296856880187988"
"433","4.319352626800537","4.319352626800537","4.319352626800537"
"435","4.36262845993042","4.36262845993042","4.36262845993042"
"437","4.32163143157959","4.32163143157959","4.32163143157959"
"438","4.301637172698975","4.301637172698975","4.301637172698975"
"439","4.4199371337890625","4.4199371337890625","4.4199371337890625"
"440","4.365808486938477","4.365808486938477","4.365808486938477"
"441","4.362200736999512","4.362200736999512","4.362200736999512"
"442","4.300676345825195","4.300676345825195","4.300676345825195"
"444","4.32968807220459","4.32968807220459","4.32968807220459"
"448","4.3777174949646","4.3777174949646","4.3777174949646"
"449","4.3604536056518555","4.3604536056518555","4.3604536056518555"
"450","4.381420135498047","4.381420135498047","4.381420135498047"
"451","4.362181663513184","4.362181663513184","4.362181663513184"
"452","4.274380683898926","4.274380683898926","4.274380683898926"
"453","4.299969673156738","4.299969673156738","4.299969673156738"
"454","4.23651647567749","4.23651647567749","4.23651647567749"
"455","4.317141056060791","4.317141056060791","4.317141056060791"
"456","4.293715953826904","4.293715953826904","4.293715953826904"
"457","4.289333820343018","4.289333820343018","4.289333820343018"
"460","4.289716720581055","4.289716720581055","4.289716720581055"
"461","4.371914863586426","4.371914863586426","4.371914863586426"
"465","4.375720024108887","4.375720024108887","4.375720024108887"
"466","4.256702423095703","4.256702423095703","4.256702423095703"
"467","4.31649923324585","4.31649923324585","4.31649923324585"
"470","4.3306121826171875","4.3306121826171875","4.3306121826171875"
"471","4.399584770202637","4.399584770202637","4.399584770202637"
"472","4.355281829833984","4.355281829833984","4.355281829833984"
"473","4.322414398193359","4.322414398193359","4.322414398193359"
"475","4.354951858520508","4.354951858520508","4.354951858520508"
"476","4.382546424865723","4.382546424865723","4.382546424865723"
"477","4.3585357666015625","4.3585357666015625","4.3585357666015625"
"480","4.331042766571045","4.331042766571045","4.331042766571045"
"481","4.383718490600586","4.383718490600586","4.383718490600586"
"483","4.328601360321045","4.328601360321045","4.328601360321045"
"485","4.243820667266846","4.243820667266846","4.243820667266846"
"488","4.305881500244141","4.305881500244141","4.305881500244141"
"490","4.305201530456543","4.305201530456543","4.305201530456543"
"491","4.273414611816406","4.273414611816406","4.273414611816406"
"492","4.388845443725586","4.388845443725586","4.388845443725586"
"494","4.295247554779053","4.295247554779053","4.295247554779053"
"495","4.322831630706787","4.322831630706787","4.322831630706787"
"496","4.204198360443115","4.204198360443115","4.204198360443115"
"501","4.253395080566406","4.253395080566406","4.253395080566406"
"503","4.315516948699951","4.315516948699951","4.315516948699951"
"504","4.274243354797363","4.274243354797363","4.274243354797363"
"505","4.2931694984436035","4.2931694984436035","4.2931694984436035"
"506","4.288183689117432","4.288183689117432","4.288183689117432"
"507","4.283658981323242","4.283658981323242","4.283658981323242"
"508","4.317547798156738","4.317547798156738","4.317547798156738"
"510","4.302718162536621","4.302718162536621","4.302718162536621"
"511","4.312722206115723","4.312722206115723","4.312722206115723"
"512","4.306931018829346","4.306931018829346","4.306931018829346"
"513","4.30806827545166","4.30806827545166","4.30806827545166"
"514","4.256624698638916","4.256624698638916","4.256624698638916"
"515","4.219728469848633","4.219728469848633","4.219728469848633"
"518","4.264954566955566","4.264954566955566","4.264954566955566"
"520","4.23558235168457","4.23558235168457","4.23558235168457"
"521","4.249394416809082","4.249394416809082","4.249394416809082"
"524","4.2541632652282715","4.2541632652282715","4.2541632652282715"
"525","4.277700424194336","4.277700424194336","4.277700424194336"
"526","4.247170925140381","4.247170925140381","4.247170925140381"
"527","4.257024765014648","4.257024765014648","4.257024765014648"
"528","4.247616767883301","4.247616767883301","4.247616767883301"
"529","4.247784614562988","4.247784614562988","4.247784614562988"
"530","4.207539081573486","4.207539081573486","4.207539081573486"
"532","4.276744842529297","4.276744842529297","4.276744842529297"
"534","4.258218765258789","4.258218765258789","4.258218765258789"
"535","4.247307777404785","4.247307777404785","4.247307777404785"
"538","4.291921138763428","4.291921138763428","4.291921138763428"
"539","4.306861877441406","4.306861877441406","4.306861877441406"
"540","4.274501800537109","4.274501800537109","4.274501800537109"
"542","4.170375823974609","4.170375823974609","4.170375823974609"
"543","4.237484455108643","4.237484455108643","4.237484455108643"
"544","4.257591247558594","4.257591247558594","4.257591247558594"
"549","4.240025520324707","4.240025520324707","4.240025520324707"
"550","4.326964378356934","4.326964378356934","4.326964378356934"
"551","4.20803165435791","4.20803165435791","4.20803165435791"
"552","4.195911884307861","4.195911884307861","4.195911884307861"
"554","4.148065567016602","4.148065567016602","4.148065567016602"
"555","4.226027965545654","4.226027965545654","4.226027965545654"
"556","4.218136787414551","4.218136787414551","4.218136787414551"
"558","4.293778419494629","4.293778419494629","4.293778419494629"
"559","4.181611061096191","4.181611061096191","4.181611061096191"
"561","4.191009521484375","4.191009521484375","4.191009521484375"
"563","4.135278224945068","4.135278224945068","4.135278224945068"
"564","4.080194473266602","4.080194473266602","4.080194473266602"
"565","4.133077621459961","4.133077621459961","4.133077621459961"
"566","4.189929008483887","4.189929008483887","4.189929008483887"
"567","4.196606636047363","4.196606636047363","4.196606636047363"
"571","4.16584587097168","4.16584587097168","4.16584587097168"
"572","4.198164463043213","4.198164463043213","4.198164463043213"
"573","4.2178144454956055","4.2178144454956055","4.2178144454956055"
"575","4.110118865966797","4.110118865966797","4.110118865966797"
"576","4.263497352600098","4.263497352600098","4.263497352600098"
"577","4.178874492645264","4.178874492645264","4.178874492645264"
"578","4.164153099060059","4.164153099060059","4.164153099060059"
"580","4.209807872772217","4.209807872772217","4.209807872772217"
"581","4.199662208557129","4.199662208557129","4.199662208557129"
"584","4.221282958984375","4.221282958984375","4.221282958984375"
"585","4.238594055175781","4.238594055175781","4.238594055175781"
"586","4.2758469581604","4.2758469581604","4.2758469581604"
"587","4.146942138671875","4.146942138671875","4.146942138671875"
"588","4.249232292175293","4.249232292175293","4.249232292175293"
"589","4.114867210388184","4.114867210388184","4.114867210388184"
"590","4.141610145568848","4.141610145568848","4.141610145568848"
"591","4.099264144897461","4.099264144897461","4.099264144897461"
"592","4.3072829246521","4.3072829246521","4.3072829246521"
"593","4.225717544555664","4.225717544555664","4.225717544555664"
"594","4.130124568939209","4.130124568939209","4.130124568939209"
"595","4.272623538970947","4.272623538970947","4.272623538970947"
"596","4.131470680236816","4.131470680236816","4.131470680236816"
"597","4.250430107116699","4.250430107116699","4.250430107116699"
"598","4.097496032714844","4.097496032714844","4.097496032714844"
"599","4.235535621643066","4.235535621643066","4.235535621643066"
"601","4.123116493225098","4.123116493225098","4.123116493225098"
"602","4.148227691650391","4.148227691650391","4.148227691650391"
"603","4.174350261688232","4.174350261688232","4.174350261688232"
"606","4.205101490020752","4.205101490020752","4.205101490020752"
"607","4.088461875915527","4.088461875915527","4.088461875915527"
"608","4.049535274505615","4.049535274505615","4.049535274505615"
"609","4.141958236694336","4.141958236694336","4.141958236694336"
"611","4.193973064422607","4.193973064422607","4.193973064422607"
"612","4.194953441619873","4.194953441619873","4.194953441619873"
"613","4.24940299987793","4.24940299987793","4.24940299987793"
"614","4.222423553466797","4.222423553466797","4.222423553466797"
"616","4.265451431274414","4.265451431274414","4.265451431274414"
"620","4.17003059387207","4.17003059387207","4.17003059387207"
"622","4.120322227478027","4.120322227478027","4.120322227478027"
"624","4.2944746017456055","4.2944746017456055","4.2944746017456055"
"625","4.217073440551758","4.217073440551758","4.217073440551758"
"627","4.201622009277344","4.201622009277344","4.201622009277344"
"628","4.2479963302612305","4.2479963302612305","4.2479963302612305"
"629","4.270730495452881","4.270730495452881","4.270730495452881"
"630","4.227884292602539","4.227884292602539","4.227884292602539"
"632","4.237637996673584","4.237637996673584","4.237637996673584"
"633","4.286215305328369","4.286215305328369","4.286215305328369"
"635","4.244499206542969","4.244499206542969","4.244499206542969"
"637","4.213171005249023","4.213171005249023","4.213171005249023"
"638","4.338662147521973","4.338662147521973","4.338662147521973"
"640","4.217931747436523","4.217931747436523","4.217931747436523"
"641","4.200193405151367","4.200193405151367","4.200193405151367"
"642","4.115950584411621","4.115950584411621","4.115950584411621"
"643","4.295733451843262","4.295733451843262","4.295733451843262"
"645","4.220358371734619","4.220358371734619","4.220358371734619"
"646","4.120771408081055","4.120771408081055","4.120771408081055"
"647","4.202190399169922","4.202190399169922","4.202190399169922"
"648","4.26703405380249","4.26703405380249","4.26703405380249"
"649","4.212220191955566","4.212220191955566","4.212220191955566"
"650","4.182865619659424","4.182865619659424","4.182865619659424"
"651","4.266759395599365","4.266759395599365","4.266759395599365"
"652","4.331264495849609","4.331264495849609","4.331264495849609"
"653","4.14471435546875","4.14471435546875","4.14471435546875"
"654","4.196538925170898","4.196538925170898","4.196538925170898"
"658","4.18100643157959","4.18100643157959","4.18100643157959"
"661","4.23264217376709","4.23264217376709","4.23264217376709"
"662","4.195318698883057","4.195318698883057","4.195318698883057"
"663","4.098813056945801","4.098813056945801","4.098813056945801"
"667","4.2101030349731445","4.2101030349731445","4.2101030349731445"
"669","4.261417388916016","4.261417388916016","4.261417388916016"
"670","4.220930576324463","4.220930576324463","4.220930576324463"
"672","4.196330547332764","4.196330547332764","4.196330547332764"
"673","4.122560501098633","4.122560501098633","4.122560501098633"
"674","4.150169372558594","4.150169372558594","4.150169372558594"
"675","4.1576409339904785","4.1576409339904785","4.1576409339904785"
"676","4.150796890258789","4.150796890258789","4.150796890258789"
"677","4.187535762786865","4.187535762786865","4.187535762786865"
"678","4.1107177734375","4.1107177734375","4.1107177734375"
"680","4.253242015838623","4.253242015838623","4.253242015838623"
"683","4.127246856689453","4.127246856689453","4.127246856689453"
"684","4.165924072265625","4.165924072265625","4.165924072265625"
"686","4.060853481292725","4.060853481292725","4.060853481292725"
"687","4.086535930633545","4.086535930633545","4.086535930633545"
"688","3.99165678024292","3.99165678024292","3.99165678024292"
"690","4.03056526184082","4.03056526184082","4.03056526184082"
"691","4.054689884185791","4.054689884185791","4.054689884185791"
"692","4.0321149826049805","4.0321149826049805","4.0321149826049805"
"693","4.1167731285095215","4.1167731285095215","4.1167731285095215"
"696","4.144145965576172","4.144145965576172","4.144145965576172"
"697","3.8811001777648926","3.8811001777648926","3.8811001777648926"
"698","4.003130912780762","4.003130912780762","4.003130912780762"
"700","3.984996795654297","3.984996795654297","3.984996795654297"
"701","3.968428611755371","3.968428611755371","3.968428611755371"
"702","4.052380561828613","4.052380561828613","4.052380561828613"
"703","3.9456546306610107","3.9456546306610107","3.9456546306610107"
"704","4.075747489929199","4.075747489929199","4.075747489929199"
"705","4.047204971313477","4.047204971313477","4.047204971313477"
"706","4.0977888107299805","4.0977888107299805","4.0977888107299805"
"707","4.032998085021973","4.032998085021973","4.032998085021973"
"708","4.083847999572754","4.083847999572754","4.083847999572754"
"709","3.831256866455078","3.831256866455078","3.831256866455078"
"710","3.8316187858581543","3.8316187858581543","3.8316187858581543"
"711","3.977396011352539","3.977396011352539","3.977396011352539"
"712","3.993588924407959","3.993588924407959","3.993588924407959"
"713","3.876643657684326","3.876643657684326","3.876643657684326"
"715","3.9835171699523926","3.9835171699523926","3.9835171699523926"
"716","4.041074752807617","4.041074752807617","4.041074752807617"
"717","3.987622022628784","3.987622022628784","3.987622022628784"
"719","3.8225924968719482","3.8225924968719482","3.8225924968719482"
"721","4.032710552215576","4.032710552215576","4.032710552215576"
"722","4.021768569946289","4.021768569946289","4.021768569946289"
"723","3.9547390937805176","3.9547390937805176","3.9547390937805176"
"724","3.9895200729370117","3.9895200729370117","3.9895200729370117"
"725","4.054587364196777","4.054587364196777","4.054587364196777"
