"Step","4Ball4BlockIDP2 - Metrics/targetPosition/error_pos_2d","4Ball4BlockIDP2 - Metrics/targetPosition/error_pos_2d__MIN","4Ball4BlockIDP2 - Metrics/targetPosition/error_pos_2d__MAX"
"15201","4.5072784423828125","4.5072784423828125","4.5072784423828125"
"15202","4.319982528686523","4.319982528686523","4.319982528686523"
"15203","4.167375564575195","4.167375564575195","4.167375564575195"
"15204","4.255950450897217","4.255950450897217","4.255950450897217"
"15205","3.991118907928467","3.991118907928467","3.991118907928467"
"15206","2.8567607402801514","2.8567607402801514","2.8567607402801514"
"15207","2.528658866882324","2.528658866882324","2.528658866882324"
"15208","1.761630892753601","1.761630892753601","1.761630892753601"
"15209","1.72813081741333","1.72813081741333","1.72813081741333"
"15210","1.703845500946045","1.703845500946045","1.703845500946045"
"15211","1.4053332805633545","1.4053332805633545","1.4053332805633545"
"15212","1.341721534729004","1.341721534729004","1.341721534729004"
"15213","1.7167037725448608","1.7167037725448608","1.7167037725448608"
"15214","1.9761399030685425","1.9761399030685425","1.9761399030685425"
"15215","1.7394856214523315","1.7394856214523315","1.7394856214523315"
"15216","1.7261106967926025","1.7261106967926025","1.7261106967926025"
"15217","1.6162875890731812","1.6162875890731812","1.6162875890731812"
"15218","1.6910003423690796","1.6910003423690796","1.6910003423690796"
"15219","1.2327907085418701","1.2327907085418701","1.2327907085418701"
"15220","1.5266497135162354","1.5266497135162354","1.5266497135162354"
"15221","1.7351157665252686","1.7351157665252686","1.7351157665252686"
"15222","1.0349431037902832","1.0349431037902832","1.0349431037902832"
"15223","1.3688294887542725","1.3688294887542725","1.3688294887542725"
"15224","1.5115983486175537","1.5115983486175537","1.5115983486175537"
"15225","1.161242961883545","1.161242961883545","1.161242961883545"
"15226","1.2341694831848145","1.2341694831848145","1.2341694831848145"
"15227","1.3314836025238037","1.3314836025238037","1.3314836025238037"
"15228","1.234590768814087","1.234590768814087","1.234590768814087"
"15229","1.4893176555633545","1.4893176555633545","1.4893176555633545"
"15230","1.367429256439209","1.367429256439209","1.367429256439209"
"15231","1.3231632709503174","1.3231632709503174","1.3231632709503174"
"15232","1.344967246055603","1.344967246055603","1.344967246055603"
"15233","1.3945186138153076","1.3945186138153076","1.3945186138153076"
"15234","2.013701915740967","2.013701915740967","2.013701915740967"
"15235","1.8706339597702026","1.8706339597702026","1.8706339597702026"
"15236","1.8078912496566772","1.8078912496566772","1.8078912496566772"
"15237","1.460352897644043","1.460352897644043","1.460352897644043"
"15238","1.1202421188354492","1.1202421188354492","1.1202421188354492"
"15239","1.2044790983200073","1.2044790983200073","1.2044790983200073"
"15240","1.0944181680679321","1.0944181680679321","1.0944181680679321"
"15241","1.006296992301941","1.006296992301941","1.006296992301941"
"15242","1.1146196126937866","1.1146196126937866","1.1146196126937866"
"15243","0.8642585277557373","0.8642585277557373","0.8642585277557373"
"15244","1.4127939939498901","1.4127939939498901","1.4127939939498901"
"15245","1.3687996864318848","1.3687996864318848","1.3687996864318848"
"15246","1.447182059288025","1.447182059288025","1.447182059288025"
"15247","1.5133132934570312","1.5133132934570312","1.5133132934570312"
"15248","1.2288140058517456","1.2288140058517456","1.2288140058517456"
"15249","1.4897215366363525","1.4897215366363525","1.4897215366363525"
"15250","1.5029199123382568","1.5029199123382568","1.5029199123382568"
"15251","1.3027536869049072","1.3027536869049072","1.3027536869049072"
"15252","1.2878594398498535","1.2878594398498535","1.2878594398498535"
"15253","1.2900868654251099","1.2900868654251099","1.2900868654251099"
"15254","1.392377257347107","1.392377257347107","1.392377257347107"
"15255","1.2364249229431152","1.2364249229431152","1.2364249229431152"
"15256","1.54736328125","1.54736328125","1.54736328125"
"15257","1.3790884017944336","1.3790884017944336","1.3790884017944336"
"15258","1.3751349449157715","1.3751349449157715","1.3751349449157715"
"15259","1.3494009971618652","1.3494009971618652","1.3494009971618652"
"15260","1.4785873889923096","1.4785873889923096","1.4785873889923096"
"15261","1.8705743551254272","1.8705743551254272","1.8705743551254272"
"15262","1.4728654623031616","1.4728654623031616","1.4728654623031616"
"15263","1.5391881465911865","1.5391881465911865","1.5391881465911865"
"15264","1.3214590549468994","1.3214590549468994","1.3214590549468994"
"15265","1.487553358078003","1.487553358078003","1.487553358078003"
"15266","1.7369909286499023","1.7369909286499023","1.7369909286499023"
"15267","1.111769676208496","1.111769676208496","1.111769676208496"
"15268","1.123363733291626","1.123363733291626","1.123363733291626"
"15269","1.4102648496627808","1.4102648496627808","1.4102648496627808"
"15270","1.4694843292236328","1.4694843292236328","1.4694843292236328"
"15271","1.3537232875823975","1.3537232875823975","1.3537232875823975"
"15272","1.235344648361206","1.235344648361206","1.235344648361206"
"15273","1.6325891017913818","1.6325891017913818","1.6325891017913818"
"15274","1.4304909706115723","1.4304909706115723","1.4304909706115723"
"15275","1.3246729373931885","1.3246729373931885","1.3246729373931885"
"15276","1.303643822669983","1.303643822669983","1.303643822669983"
"15277","1.0137819051742554","1.0137819051742554","1.0137819051742554"
"15278","1.6265877485275269","1.6265877485275269","1.6265877485275269"
"15279","1.3155347108840942","1.3155347108840942","1.3155347108840942"
"15280","1.4283050298690796","1.4283050298690796","1.4283050298690796"
"15281","1.55398690700531","1.55398690700531","1.55398690700531"
"15282","1.6940773725509644","1.6940773725509644","1.6940773725509644"
"15283","1.4134896993637085","1.4134896993637085","1.4134896993637085"
"15284","1.0923783779144287","1.0923783779144287","1.0923783779144287"
"15285","1.170257329940796","1.170257329940796","1.170257329940796"
"15286","1.1950526237487793","1.1950526237487793","1.1950526237487793"
"15287","1.3942756652832031","1.3942756652832031","1.3942756652832031"
"15288","1.467913031578064","1.467913031578064","1.467913031578064"
"15289","1.3332021236419678","1.3332021236419678","1.3332021236419678"
"15290","1.2377960681915283","1.2377960681915283","1.2377960681915283"
"15291","1.4004881381988525","1.4004881381988525","1.4004881381988525"
"15292","1.0228657722473145","1.0228657722473145","1.0228657722473145"
"15293","1.1312880516052246","1.1312880516052246","1.1312880516052246"
"15294","1.1639509201049805","1.1639509201049805","1.1639509201049805"
"15295","0.9399986267089844","0.9399986267089844","0.9399986267089844"
"15296","1.085458517074585","1.085458517074585","1.085458517074585"
"15297","1.018800973892212","1.018800973892212","1.018800973892212"
"15298","0.9858023524284363","0.9858023524284363","0.9858023524284363"
"15299","1.1044987440109253","1.1044987440109253","1.1044987440109253"
"15300","1.1134388446807861","1.1134388446807861","1.1134388446807861"
"15301","1.482785701751709","1.482785701751709","1.482785701751709"
"15302","1.3989613056182861","1.3989613056182861","1.3989613056182861"
"15303","1.305558443069458","1.305558443069458","1.305558443069458"
"15304","1.487367033958435","1.487367033958435","1.487367033958435"
"15305","1.1909610033035278","1.1909610033035278","1.1909610033035278"
"15306","1.4004929065704346","1.4004929065704346","1.4004929065704346"
"15307","1.4166043996810913","1.4166043996810913","1.4166043996810913"
"15308","1.0909912586212158","1.0909912586212158","1.0909912586212158"
"15309","1.2102844715118408","1.2102844715118408","1.2102844715118408"
"15310","1.2340011596679688","1.2340011596679688","1.2340011596679688"
"15311","1.425262689590454","1.425262689590454","1.425262689590454"
"15312","1.3030818700790405","1.3030818700790405","1.3030818700790405"
"15313","1.1233882904052734","1.1233882904052734","1.1233882904052734"
"15314","0.9486992359161377","0.9486992359161377","0.9486992359161377"
"15315","1.1178596019744873","1.1178596019744873","1.1178596019744873"
"15316","0.8119556307792664","0.8119556307792664","0.8119556307792664"
"15317","1.1942473649978638","1.1942473649978638","1.1942473649978638"
"15318","1.2906208038330078","1.2906208038330078","1.2906208038330078"
"15319","1.0110042095184326","1.0110042095184326","1.0110042095184326"
"15320","1.1178385019302368","1.1178385019302368","1.1178385019302368"
"15321","1.2468608617782593","1.2468608617782593","1.2468608617782593"
"15322","1.3236515522003174","1.3236515522003174","1.3236515522003174"
"15323","1.344358205795288","1.344358205795288","1.344358205795288"
"15324","1.2877378463745117","1.2877378463745117","1.2877378463745117"
"15325","1.4451574087142944","1.4451574087142944","1.4451574087142944"
"15326","1.127945899963379","1.127945899963379","1.127945899963379"
"15327","1.111236810684204","1.111236810684204","1.111236810684204"
"15328","1.3120322227478027","1.3120322227478027","1.3120322227478027"
"15329","1.3765186071395874","1.3765186071395874","1.3765186071395874"
"15330","1.207831859588623","1.207831859588623","1.207831859588623"
"15331","1.4181642532348633","1.4181642532348633","1.4181642532348633"
"15332","1.2745310068130493","1.2745310068130493","1.2745310068130493"
"15333","1.3357346057891846","1.3357346057891846","1.3357346057891846"
"15334","1.3816404342651367","1.3816404342651367","1.3816404342651367"
"15335","1.4905437231063843","1.4905437231063843","1.4905437231063843"
"15336","1.5902307033538818","1.5902307033538818","1.5902307033538818"
"15337","1.5473957061767578","1.5473957061767578","1.5473957061767578"
"15338","1.2654657363891602","1.2654657363891602","1.2654657363891602"
"15339","1.2174694538116455","1.2174694538116455","1.2174694538116455"
"15340","1.420815348625183","1.420815348625183","1.420815348625183"
"15341","1.1943066120147705","1.1943066120147705","1.1943066120147705"
"15342","1.2707716226577759","1.2707716226577759","1.2707716226577759"
"15343","1.2739262580871582","1.2739262580871582","1.2739262580871582"
"15344","1.616945743560791","1.616945743560791","1.616945743560791"
"15345","1.2960351705551147","1.2960351705551147","1.2960351705551147"
"15346","1.8922092914581299","1.8922092914581299","1.8922092914581299"
"15347","1.2842166423797607","1.2842166423797607","1.2842166423797607"
"15348","1.1266100406646729","1.1266100406646729","1.1266100406646729"
"15349","1.2544184923171997","1.2544184923171997","1.2544184923171997"
"15350","1.200505018234253","1.200505018234253","1.200505018234253"
"15351","1.1316975355148315","1.1316975355148315","1.1316975355148315"
"15352","1.6952942609786987","1.6952942609786987","1.6952942609786987"
"15353","1.3383150100708008","1.3383150100708008","1.3383150100708008"
"15354","1.6775763034820557","1.6775763034820557","1.6775763034820557"
"15355","1.3882718086242676","1.3882718086242676","1.3882718086242676"
"15356","1.4700477123260498","1.4700477123260498","1.4700477123260498"
"15357","1.4253997802734375","1.4253997802734375","1.4253997802734375"
"15358","1.399725317955017","1.399725317955017","1.399725317955017"
"15359","1.3492769002914429","1.3492769002914429","1.3492769002914429"
"15360","1.0756090879440308","1.0756090879440308","1.0756090879440308"
