"Step","4Ball4BlockIDP2 - Loss/value_function","4Ball4BlockIDP2 - Loss/value_function__MIN","4Ball4BlockIDP2 - Loss/value_function__MAX"
"15258","0.2993798598647118","0.2993798598647118","0.2993798598647118"
"15259","0.26778285428881643","0.26778285428881643","0.26778285428881643"
"15260","0.2794188380241394","0.2794188380241394","0.2794188380241394"
"15261","0.2849364399909973","0.2849364399909973","0.2849364399909973"
"15262","0.21714357957243918","0.21714357957243918","0.21714357957243918"
"15263","0.2473784029483795","0.2473784029483795","0.2473784029483795"
"15264","0.2840129353106022","0.2840129353106022","0.2840129353106022"
"15265","0.2822080671787262","0.2822080671787262","0.2822080671787262"
"15266","1.330449989438057","1.330449989438057","1.330449989438057"
"15267","0.21453683376312255","0.21453683376312255","0.21453683376312255"
"15268","0.3344461992383003","0.3344461992383003","0.3344461992383003"
"15269","0.22321443185210227","0.22321443185210227","0.22321443185210227"
"15270","0.26534710377454757","0.26534710377454757","0.26534710377454757"
"15271","0.21930336132645606","0.21930336132645606","0.21930336132645606"
"15272","0.2750663720071316","0.2750663720071316","0.2750663720071316"
"15273","0.639470687508583","0.639470687508583","0.639470687508583"
"15274","0.24387732595205308","0.24387732595205308","0.24387732595205308"
"15275","0.22772406414151192","0.22772406414151192","0.22772406414151192"
"15276","0.3726634085178375","0.3726634085178375","0.3726634085178375"
"15277","0.26768879145383834","0.26768879145383834","0.26768879145383834"
"15278","0.3228069141507149","0.3228069141507149","0.3228069141507149"
"15279","0.29172524213790896","0.29172524213790896","0.29172524213790896"
"15280","0.271048628538847","0.271048628538847","0.271048628538847"
"15281","0.33488868176937103","0.33488868176937103","0.33488868176937103"
"15282","0.29034883677959444","0.29034883677959444","0.29034883677959444"
"15283","0.25213577374815943","0.25213577374815943","0.25213577374815943"
"15284","0.26013793125748635","0.26013793125748635","0.26013793125748635"
"15285","0.3086506396532059","0.3086506396532059","0.3086506396532059"
"15286","0.22078557088971137","0.22078557088971137","0.22078557088971137"
"15287","0.2924960806965828","0.2924960806965828","0.2924960806965828"
"15288","0.3258931428194046","0.3258931428194046","0.3258931428194046"
"15289","0.20739471539855003","0.20739471539855003","0.20739471539855003"
"15290","0.2035369798541069","0.2035369798541069","0.2035369798541069"
"15291","0.23319069817662239","0.23319069817662239","0.23319069817662239"
"15292","0.2506726741790771","0.2506726741790771","0.2506726741790771"
"15293","0.27864478528499603","0.27864478528499603","0.27864478528499603"
"15294","0.2950874283909798","0.2950874283909798","0.2950874283909798"
"15295","0.24783555865287782","0.24783555865287782","0.24783555865287782"
"15296","0.26747003868222236","0.26747003868222236","0.26747003868222236"
"15297","0.297540420293808","0.297540420293808","0.297540420293808"
"15298","0.3017311081290245","0.3017311081290245","0.3017311081290245"
"15299","0.25403904393315313","0.25403904393315313","0.25403904393315313"
"15300","0.3813105583190918","0.3813105583190918","0.3813105583190918"
"15301","0.274312824010849","0.274312824010849","0.274312824010849"
"15302","0.24310428649187088","0.24310428649187088","0.24310428649187088"
"15303","0.2435558669269085","0.2435558669269085","0.2435558669269085"
"15304","0.26167678087949753","0.26167678087949753","0.26167678087949753"
"15305","0.19684626087546347","0.19684626087546347","0.19684626087546347"
"15306","0.26120626404881475","0.26120626404881475","0.26120626404881475"
"15307","0.21521929502487183","0.21521929502487183","0.21521929502487183"
"15308","0.21935114338994027","0.21935114338994027","0.21935114338994027"
"15309","0.2688983142375946","0.2688983142375946","0.2688983142375946"
"15310","0.21343885883688926","0.21343885883688926","0.21343885883688926"
"15311","0.2143690124154091","0.2143690124154091","0.2143690124154091"
"15312","0.183303914219141","0.183303914219141","0.183303914219141"
"15313","0.2664057746529579","0.2664057746529579","0.2664057746529579"
"15314","0.25882512629032134","0.25882512629032134","0.25882512629032134"
"15315","0.2664893113076687","0.2664893113076687","0.2664893113076687"
"15316","0.18975868672132493","0.18975868672132493","0.18975868672132493"
"15317","0.2710550561547279","0.2710550561547279","0.2710550561547279"
"15318","0.2849664524197578","0.2849664524197578","0.2849664524197578"
"15319","0.21294869109988213","0.21294869109988213","0.21294869109988213"
"15320","0.24084804952144623","0.24084804952144623","0.24084804952144623"
"15321","0.25824415385723115","0.25824415385723115","0.25824415385723115"
"15322","0.3213218852877617","0.3213218852877617","0.3213218852877617"
"15323","0.3851289927959442","0.3851289927959442","0.3851289927959442"
"15324","0.3223037883639336","0.3223037883639336","0.3223037883639336"
"15325","0.21992153748869897","0.21992153748869897","0.21992153748869897"
"15326","0.2283388137817383","0.2283388137817383","0.2283388137817383"
"15327","0.2238883264362812","0.2238883264362812","0.2238883264362812"
"15328","0.3061705052852631","0.3061705052852631","0.3061705052852631"
"15329","0.24580690860748292","0.24580690860748292","0.24580690860748292"
"15330","0.251255326718092","0.251255326718092","0.251255326718092"
"15331","0.27255085557699205","0.27255085557699205","0.27255085557699205"
"15332","0.2840453192591667","0.2840453192591667","0.2840453192591667"
"15333","0.2916951686143875","0.2916951686143875","0.2916951686143875"
"15334","0.36372161507606504","0.36372161507606504","0.36372161507606504"
"15335","0.28488343209028244","0.28488343209028244","0.28488343209028244"
"15336","0.2280982866883278","0.2280982866883278","0.2280982866883278"
"15337","0.4929811641573906","0.4929811641573906","0.4929811641573906"
"15338","0.23214762657880783","0.23214762657880783","0.23214762657880783"
"15339","0.23083174973726273","0.23083174973726273","0.23083174973726273"
"15340","0.31111137121915816","0.31111137121915816","0.31111137121915816"
"15341","0.2670949801802635","0.2670949801802635","0.2670949801802635"
"15342","0.2142975889146328","0.2142975889146328","0.2142975889146328"
"15343","0.24581511542201043","0.24581511542201043","0.24581511542201043"
"15344","0.298196442425251","0.298196442425251","0.298196442425251"
"15345","0.28736417889595034","0.28736417889595034","0.28736417889595034"
"15346","0.3665464833378792","0.3665464833378792","0.3665464833378792"
"15347","0.42390393018722533","0.42390393018722533","0.42390393018722533"
"15348","0.35240095257759096","0.35240095257759096","0.35240095257759096"
"15349","0.32343270182609557","0.32343270182609557","0.32343270182609557"
"15350","0.32077793329954146","0.32077793329954146","0.32077793329954146"
"15351","0.3676338970661163","0.3676338970661163","0.3676338970661163"
"15352","0.3214254230260849","0.3214254230260849","0.3214254230260849"
"15353","0.37064708173274996","0.37064708173274996","0.37064708173274996"
"15354","0.9601412832736969","0.9601412832736969","0.9601412832736969"
"15355","0.2917176321148872","0.2917176321148872","0.2917176321148872"
"15356","0.2848780035972595","0.2848780035972595","0.2848780035972595"
"15357","0.28661802858114244","0.28661802858114244","0.28661802858114244"
"15358","0.28485187292099","0.28485187292099","0.28485187292099"
"15359","0.2896090656518936","0.2896090656518936","0.2896090656518936"
"15360","0.2914332836866379","0.2914332836866379","0.2914332836866379"
"15361","0.30458336919546125","0.30458336919546125","0.30458336919546125"
"15362","0.27160227596759795","0.27160227596759795","0.27160227596759795"
"15363","0.31518330723047255","0.31518330723047255","0.31518330723047255"
"15364","0.299792018532753","0.299792018532753","0.299792018532753"
"15365","0.26152283027768136","0.26152283027768136","0.26152283027768136"
"15366","0.2467480979859829","0.2467480979859829","0.2467480979859829"
"15367","0.40791807472705843","0.40791807472705843","0.40791807472705843"
"15368","0.3026477798819542","0.3026477798819542","0.3026477798819542"
"15369","0.20918892920017243","0.20918892920017243","0.20918892920017243"
"15370","0.24309200048446655","0.24309200048446655","0.24309200048446655"
"15371","0.2543375588953495","0.2543375588953495","0.2543375588953495"
"15372","0.3156939044594765","0.3156939044594765","0.3156939044594765"
"15373","0.23978036567568778","0.23978036567568778","0.23978036567568778"
"15374","0.34962247461080553","0.34962247461080553","0.34962247461080553"
"15375","0.3009583532810211","0.3009583532810211","0.3009583532810211"
"15376","0.3380124866962433","0.3380124866962433","0.3380124866962433"
"15377","0.28015842139720915","0.28015842139720915","0.28015842139720915"
"15378","0.23482472449541092","0.23482472449541092","0.23482472449541092"
"15379","0.291201576590538","0.291201576590538","0.291201576590538"
"15380","0.3681881755590439","0.3681881755590439","0.3681881755590439"
"15381","0.2256429485976696","0.2256429485976696","0.2256429485976696"
"15382","0.27993388622999194","0.27993388622999194","0.27993388622999194"
"15383","0.2859983205795288","0.2859983205795288","0.2859983205795288"
"15384","0.34067493975162505","0.34067493975162505","0.34067493975162505"
"15385","0.30989080518484113","0.30989080518484113","0.30989080518484113"
"15386","0.32529548555612564","0.32529548555612564","0.32529548555612564"
"15387","0.35609975159168245","0.35609975159168245","0.35609975159168245"
"15388","0.26434784680604934","0.26434784680604934","0.26434784680604934"
"15389","0.22307773530483246","0.22307773530483246","0.22307773530483246"
"15390","0.275599867105484","0.275599867105484","0.275599867105484"
"15391","0.2901628814637661","0.2901628814637661","0.2901628814637661"
"15392","0.31308895647525786","0.31308895647525786","0.31308895647525786"
"15393","0.2607243597507477","0.2607243597507477","0.2607243597507477"
"15394","0.27694414258003236","0.27694414258003236","0.27694414258003236"
"15395","0.37837855219841005","0.37837855219841005","0.37837855219841005"
"15396","0.30001685321331023","0.30001685321331023","0.30001685321331023"
"15397","0.2297174446284771","0.2297174446284771","0.2297174446284771"
"15398","0.2530006065964699","0.2530006065964699","0.2530006065964699"
"15399","0.38847650587558746","0.38847650587558746","0.38847650587558746"
"15400","0.26880922392010687","0.26880922392010687","0.26880922392010687"
"15401","0.3701066389679909","0.3701066389679909","0.3701066389679909"
"15402","0.36146495044231414","0.36146495044231414","0.36146495044231414"
"15403","0.3459564208984375","0.3459564208984375","0.3459564208984375"
"15404","0.2978299632668495","0.2978299632668495","0.2978299632668495"
"15405","0.2865502521395683","0.2865502521395683","0.2865502521395683"
"15406","0.25658039152622225","0.25658039152622225","0.25658039152622225"
"15407","0.25634646490216256","0.25634646490216256","0.25634646490216256"
"15408","0.30839370340108874","0.30839370340108874","0.30839370340108874"
"15409","0.2867435604333878","0.2867435604333878","0.2867435604333878"
"15410","0.2555276833474636","0.2555276833474636","0.2555276833474636"
"15411","0.3403111547231674","0.3403111547231674","0.3403111547231674"
"15412","0.33483500629663465","0.33483500629663465","0.33483500629663465"
"15413","0.29154502898454665","0.29154502898454665","0.29154502898454665"
"15414","0.4181562393903732","0.4181562393903732","0.4181562393903732"
"15415","0.320371612906456","0.320371612906456","0.320371612906456"
"15416","0.2938802555203438","0.2938802555203438","0.2938802555203438"
"15417","0.2642311342060566","0.2642311342060566","0.2642311342060566"
"15418","0.28843036442995074","0.28843036442995074","0.28843036442995074"
"15419","0.2626414313912392","0.2626414313912392","0.2626414313912392"
"15420","0.2781262263655663","0.2781262263655663","0.2781262263655663"
"15421","0.33950637429952624","0.33950637429952624","0.33950637429952624"
"15422","0.3140207678079605","0.3140207678079605","0.3140207678079605"
"15423","0.3370916798710823","0.3370916798710823","0.3370916798710823"
"15424","0.3374691501259804","0.3374691501259804","0.3374691501259804"
"15425","0.2587685130536556","0.2587685130536556","0.2587685130536556"
"15426","0.36032716929912567","0.36032716929912567","0.36032716929912567"
"15427","0.3790263384580612","0.3790263384580612","0.3790263384580612"
"15428","0.31020569801330566","0.31020569801330566","0.31020569801330566"
"15429","0.37341295927762985","0.37341295927762985","0.37341295927762985"
"15430","0.3039538040757179","0.3039538040757179","0.3039538040757179"
"15431","0.32043119966983796","0.32043119966983796","0.32043119966983796"
"15432","0.31411208808422086","0.31411208808422086","0.31411208808422086"
"15433","0.40441121309995653","0.40441121309995653","0.40441121309995653"
"15434","0.3228552535176277","0.3228552535176277","0.3228552535176277"
"15435","0.30842330753803254","0.30842330753803254","0.30842330753803254"
"15436","0.29115271717309954","0.29115271717309954","0.29115271717309954"
"15437","0.25783164873719217","0.25783164873719217","0.25783164873719217"
"15438","0.2971665129065514","0.2971665129065514","0.2971665129065514"
"15439","0.25153658017516134","0.25153658017516134","0.25153658017516134"
"15440","0.2982380136847496","0.2982380136847496","0.2982380136847496"
"15441","0.2910489246249199","0.2910489246249199","0.2910489246249199"
"15442","0.32119291871786115","0.32119291871786115","0.32119291871786115"
"15443","0.28787955120205877","0.28787955120205877","0.28787955120205877"
"15444","0.29652383625507356","0.29652383625507356","0.29652383625507356"
"15445","0.2687956541776657","0.2687956541776657","0.2687956541776657"
"15446","0.2466829814016819","0.2466829814016819","0.2466829814016819"
"15447","0.3320238068699837","0.3320238068699837","0.3320238068699837"
"15448","0.25715839937329293","0.25715839937329293","0.25715839937329293"
"15449","0.25715439990162847","0.25715439990162847","0.25715439990162847"
"15450","0.27693440318107604","0.27693440318107604","0.27693440318107604"
"15451","0.34809194654226305","0.34809194654226305","0.34809194654226305"
"15452","0.21990942507982253","0.21990942507982253","0.21990942507982253"
"15453","0.2845261976122856","0.2845261976122856","0.2845261976122856"
"15454","0.2861689954996109","0.2861689954996109","0.2861689954996109"
"15455","0.25000138506293296","0.25000138506293296","0.25000138506293296"
"15456","0.37845196276903154","0.37845196276903154","0.37845196276903154"
"15457","0.3680280640721321","0.3680280640721321","0.3680280640721321"
"15458","0.27498425021767614","0.27498425021767614","0.27498425021767614"
"15459","0.3009922385215759","0.3009922385215759","0.3009922385215759"
"15460","0.32118676155805587","0.32118676155805587","0.32118676155805587"
"15461","0.47710059583187103","0.47710059583187103","0.47710059583187103"
"15462","0.27004593387246134","0.27004593387246134","0.27004593387246134"
"15463","0.2301928110420704","0.2301928110420704","0.2301928110420704"
"15464","0.2855484940111637","0.2855484940111637","0.2855484940111637"
"15465","0.25235206484794614","0.25235206484794614","0.25235206484794614"
"15466","0.35612022429704665","0.35612022429704665","0.35612022429704665"
"15467","0.30488531440496447","0.30488531440496447","0.30488531440496447"
"15468","0.2249505840241909","0.2249505840241909","0.2249505840241909"
"15469","0.26377027332782743","0.26377027332782743","0.26377027332782743"
"15470","0.2704868927598","0.2704868927598","0.2704868927598"
"15471","0.7310201823711395","0.7310201823711395","0.7310201823711395"
"15472","0.26927525177598","0.26927525177598","0.26927525177598"
"15473","0.23630911409854888","0.23630911409854888","0.23630911409854888"
"15474","0.2504464387893677","0.2504464387893677","0.2504464387893677"
"15475","0.26000541299581525","0.26000541299581525","0.26000541299581525"
"15476","0.23125497698783876","0.23125497698783876","0.23125497698783876"
"15477","0.28043116703629495","0.28043116703629495","0.28043116703629495"
"15478","0.26134116053581236","0.26134116053581236","0.26134116053581236"
"15479","0.49668385088443756","0.49668385088443756","0.49668385088443756"
"15480","0.2653132200241089","0.2653132200241089","0.2653132200241089"
"15481","0.23400442972779273","0.23400442972779273","0.23400442972779273"
"15482","0.22260263413190842","0.22260263413190842","0.22260263413190842"
"15483","0.2879647523164749","0.2879647523164749","0.2879647523164749"
"15484","0.26530235409736636","0.26530235409736636","0.26530235409736636"
"15485","0.2992724761366844","0.2992724761366844","0.2992724761366844"
"15486","0.32757614105939864","0.32757614105939864","0.32757614105939864"
"15487","0.22445701956748962","0.22445701956748962","0.22445701956748962"
"15488","0.27875186651945116","0.27875186651945116","0.27875186651945116"
"15489","0.2895788252353668","0.2895788252353668","0.2895788252353668"
"15490","0.24709993749856948","0.24709993749856948","0.24709993749856948"
"15491","0.31422518789768217","0.31422518789768217","0.31422518789768217"
"15492","0.29899204671382906","0.29899204671382906","0.29899204671382906"
"15493","0.44917383044958115","0.44917383044958115","0.44917383044958115"
"15494","0.2834042012691498","0.2834042012691498","0.2834042012691498"
"15495","0.2878536984324455","0.2878536984324455","0.2878536984324455"
"15496","0.2546853877604008","0.2546853877604008","0.2546853877604008"
"15497","0.26959931552410127","0.26959931552410127","0.26959931552410127"
"15498","0.239895498752594","0.239895498752594","0.239895498752594"
"15499","0.20151136815547943","0.20151136815547943","0.20151136815547943"
"15500","0.27956374138593676","0.27956374138593676","0.27956374138593676"
"15501","0.280659644305706","0.280659644305706","0.280659644305706"
"15502","0.2600491262972355","0.2600491262972355","0.2600491262972355"
"15503","0.2680776223540306","0.2680776223540306","0.2680776223540306"
"15504","0.2929240182042122","0.2929240182042122","0.2929240182042122"
"15505","0.23454908803105354","0.23454908803105354","0.23454908803105354"
"15506","0.24026622548699378","0.24026622548699378","0.24026622548699378"
"15507","0.23168781772255898","0.23168781772255898","0.23168781772255898"
"15508","0.2934453412890434","0.2934453412890434","0.2934453412890434"
"15509","0.2578559622168541","0.2578559622168541","0.2578559622168541"
"15510","0.2686387926340103","0.2686387926340103","0.2686387926340103"
"15511","0.27837844640016557","0.27837844640016557","0.27837844640016557"
"15512","0.23526180237531663","0.23526180237531663","0.23526180237531663"
"15513","0.23094988763332366","0.23094988763332366","0.23094988763332366"
"15514","0.26532401144504547","0.26532401144504547","0.26532401144504547"
"15515","0.28537172377109526","0.28537172377109526","0.28537172377109526"
"15516","0.24072022661566733","0.24072022661566733","0.24072022661566733"
"15517","0.22844858691096306","0.22844858691096306","0.22844858691096306"
"15518","0.26673209816217425","0.26673209816217425","0.26673209816217425"
"15519","0.31408647149801255","0.31408647149801255","0.31408647149801255"
"15520","0.23809208422899247","0.23809208422899247","0.23809208422899247"
"15521","0.2600192815065384","0.2600192815065384","0.2600192815065384"
"15522","0.24381683096289636","0.24381683096289636","0.24381683096289636"
"15523","0.2463655985891819","0.2463655985891819","0.2463655985891819"
"15524","0.3106942787766457","0.3106942787766457","0.3106942787766457"
"15525","0.2516569189727306","0.2516569189727306","0.2516569189727306"
"15526","0.3261228263378143","0.3261228263378143","0.3261228263378143"
"15527","0.22769973129034043","0.22769973129034043","0.22769973129034043"
"15528","0.3411682054400444","0.3411682054400444","0.3411682054400444"
"15529","0.2542808525264263","0.2542808525264263","0.2542808525264263"
"15530","0.345106303691864","0.345106303691864","0.345106303691864"
"15531","0.3438520848751068","0.3438520848751068","0.3438520848751068"
"15532","0.26007492169737817","0.26007492169737817","0.26007492169737817"
"15533","0.2849253103137016","0.2849253103137016","0.2849253103137016"
"15534","0.27711730301380155","0.27711730301380155","0.27711730301380155"
"15535","0.2918790429830551","0.2918790429830551","0.2918790429830551"
"15536","0.2806143432855606","0.2806143432855606","0.2806143432855606"
"15537","0.4342132195830345","0.4342132195830345","0.4342132195830345"
"15538","0.28655980378389356","0.28655980378389356","0.28655980378389356"
"15539","0.2393910087645054","0.2393910087645054","0.2393910087645054"
"15540","0.2899393230676651","0.2899393230676651","0.2899393230676651"
"15541","0.32662527710199357","0.32662527710199357","0.32662527710199357"
"15542","0.2707504861056805","0.2707504861056805","0.2707504861056805"
"15543","0.24506712555885315","0.24506712555885315","0.24506712555885315"
"15544","0.30360520631074905","0.30360520631074905","0.30360520631074905"
"15545","0.28035674467682836","0.28035674467682836","0.28035674467682836"
"15546","0.2475508064031601","0.2475508064031601","0.2475508064031601"
"15547","0.26940069198608396","0.26940069198608396","0.26940069198608396"
"15548","0.2249168336391449","0.2249168336391449","0.2249168336391449"
"15549","0.2907575026154518","0.2907575026154518","0.2907575026154518"
"15550","0.3487502053380013","0.3487502053380013","0.3487502053380013"
"15551","0.230426374822855","0.230426374822855","0.230426374822855"
"15552","0.3234062045812607","0.3234062045812607","0.3234062045812607"
"15553","0.2535125643014908","0.2535125643014908","0.2535125643014908"
"15554","0.26220518425107003","0.26220518425107003","0.26220518425107003"
"15555","0.21173316687345506","0.21173316687345506","0.21173316687345506"
"15556","0.5645585000514984","0.5645585000514984","0.5645585000514984"
"15557","0.3214954972267151","0.3214954972267151","0.3214954972267151"
"15558","0.2976584106683731","0.2976584106683731","0.2976584106683731"
"15559","0.37508208155632017","0.37508208155632017","0.37508208155632017"
"15560","0.27369938865303994","0.27369938865303994","0.27369938865303994"
"15561","0.254523516446352","0.254523516446352","0.254523516446352"
"15562","0.23076298758387565","0.23076298758387565","0.23076298758387565"
"15563","0.3366430148482323","0.3366430148482323","0.3366430148482323"
"15564","0.23384374901652336","0.23384374901652336","0.23384374901652336"
"15565","0.2624055497348309","0.2624055497348309","0.2624055497348309"
"15566","0.24434790164232253","0.24434790164232253","0.24434790164232253"
"15567","0.24104369878768922","0.24104369878768922","0.24104369878768922"
"15568","0.3146990180015564","0.3146990180015564","0.3146990180015564"
"15569","0.28984957486391066","0.28984957486391066","0.28984957486391066"
"15570","0.362947441637516","0.362947441637516","0.362947441637516"
"15571","0.26700239554047583","0.26700239554047583","0.26700239554047583"
"15572","0.26553788408637047","0.26553788408637047","0.26553788408637047"
"15573","0.31155422776937486","0.31155422776937486","0.31155422776937486"
"15574","0.24739278852939606","0.24739278852939606","0.24739278852939606"
"15575","0.2995096296072006","0.2995096296072006","0.2995096296072006"
"15576","0.3188033878803253","0.3188033878803253","0.3188033878803253"
"15577","0.4367030277848244","0.4367030277848244","0.4367030277848244"
"15578","0.3092873260378838","0.3092873260378838","0.3092873260378838"
"15579","0.3794650688767433","0.3794650688767433","0.3794650688767433"
"15580","0.23371904864907264","0.23371904864907264","0.23371904864907264"
"15581","0.33284800201654435","0.33284800201654435","0.33284800201654435"
"15582","0.2751526042819023","0.2751526042819023","0.2751526042819023"
"15583","0.32768197953701017","0.32768197953701017","0.32768197953701017"
"15584","0.388317184150219","0.388317184150219","0.388317184150219"
"15585","0.2936904177069664","0.2936904177069664","0.2936904177069664"
"15586","0.2894278600811958","0.2894278600811958","0.2894278600811958"
"15587","0.2763757064938545","0.2763757064938545","0.2763757064938545"
"15588","0.30280925929546354","0.30280925929546354","0.30280925929546354"
"15589","0.33282147645950316","0.33282147645950316","0.33282147645950316"
"15590","0.255625918507576","0.255625918507576","0.255625918507576"
"15591","0.27632398530840874","0.27632398530840874","0.27632398530840874"
"15592","0.2726657301187515","0.2726657301187515","0.2726657301187515"
"15593","0.31704051047563553","0.31704051047563553","0.31704051047563553"
"15594","0.37632774859666823","0.37632774859666823","0.37632774859666823"
"15595","0.31895052194595336","0.31895052194595336","0.31895052194595336"
"15596","0.2718259572982788","0.2718259572982788","0.2718259572982788"
"15597","0.2610887624323368","0.2610887624323368","0.2610887624323368"
"15598","0.3070408940315247","0.3070408940315247","0.3070408940315247"
"15599","0.2711038291454315","0.2711038291454315","0.2711038291454315"
"15600","0.31112963557243345","0.31112963557243345","0.31112963557243345"
"15601","0.2869050413370132","0.2869050413370132","0.2869050413370132"
"15602","0.28460617959499357","0.28460617959499357","0.28460617959499357"
"15603","0.3176134705543518","0.3176134705543518","0.3176134705543518"
"15604","0.3246933653950691","0.3246933653950691","0.3246933653950691"
"15605","0.29787819981575014","0.29787819981575014","0.29787819981575014"
"15606","0.2622271299362183","0.2622271299362183","0.2622271299362183"
"15607","0.24624802470207213","0.24624802470207213","0.24624802470207213"
"15608","0.3003991574048996","0.3003991574048996","0.3003991574048996"
"15609","0.3096994683146477","0.3096994683146477","0.3096994683146477"
"15610","0.2584049589931965","0.2584049589931965","0.2584049589931965"
"15611","0.30302146077156067","0.30302146077156067","0.30302146077156067"
"15612","0.2971081018447876","0.2971081018447876","0.2971081018447876"
"15613","0.2670893110334873","0.2670893110334873","0.2670893110334873"
"15614","0.26280981972813605","0.26280981972813605","0.26280981972813605"
"15615","0.19856396168470383","0.19856396168470383","0.19856396168470383"
"15616","0.267281548678875","0.267281548678875","0.267281548678875"
"15617","0.27461813762784004","0.27461813762784004","0.27461813762784004"
"15618","0.2703306570649147","0.2703306570649147","0.2703306570649147"
"15619","0.2326040767133236","0.2326040767133236","0.2326040767133236"
"15620","0.225378181040287","0.225378181040287","0.225378181040287"
"15621","0.2466883987188339","0.2466883987188339","0.2466883987188339"
"15622","0.24445167630910875","0.24445167630910875","0.24445167630910875"
"15623","0.2921635523438454","0.2921635523438454","0.2921635523438454"
"15624","0.20292103961110114","0.20292103961110114","0.20292103961110114"
"15625","0.2772901862859726","0.2772901862859726","0.2772901862859726"
"15626","0.2614105731248856","0.2614105731248856","0.2614105731248856"
"15627","0.24836866408586503","0.24836866408586503","0.24836866408586503"
"15628","0.30447402149438857","0.30447402149438857","0.30447402149438857"
"15629","0.2909337140619755","0.2909337140619755","0.2909337140619755"
"15630","0.3181111916899681","0.3181111916899681","0.3181111916899681"
"15631","0.2395446464419365","0.2395446464419365","0.2395446464419365"
"15632","0.24460960626602174","0.24460960626602174","0.24460960626602174"
"15633","0.23352616354823114","0.23352616354823114","0.23352616354823114"
"15634","0.2858020082116127","0.2858020082116127","0.2858020082116127"
