"Step","Historylen4 - Episode_Termination/base_contact","Historylen4 - Episode_Termination/base_contact__MIN","Historylen4 - Episode_Termination/base_contact__MAX"
"430","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"439","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"440","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"444","0.25","0.25","0.25"
"446","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"448","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"451","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"454","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"458","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"459","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"460","0.25","0.25","0.25"
"462","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"463","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"464","0.125","0.125","0.125"
"471","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"473","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"476","0.375","0.375","0.375"
"478","0.125","0.125","0.125"
"480","0.125","0.125","0.125"
"484","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"488","0.125","0.125","0.125"
"489","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"490","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"491","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"494","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"497","0.25","0.25","0.25"
"498","0.25","0.25","0.25"
"505","0.25","0.25","0.25"
"510","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"513","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"515","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"516","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"518","0.25","0.25","0.25"
"520","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"521","0.25","0.25","0.25"
"526","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"528","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"530","0.125","0.125","0.125"
"532","0.25","0.25","0.25"
"534","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"535","0.25","0.25","0.25"
"536","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"538","0.25","0.25","0.25"
"546","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"548","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"550","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"554","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"555","0.25","0.25","0.25"
"556","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"560","0.125","0.125","0.125"
"564","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"565","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"566","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"568","0.25","0.25","0.25"
"570","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"571","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"575","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"576","0.375","0.375","0.375"
"577","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"580","0.375","0.375","0.375"
"581","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"584","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"585","0.25","0.25","0.25"
"589","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"590","0.25","0.25","0.25"
"592","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"593","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"595","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"596","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"597","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"599","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"601","0.375","0.375","0.375"
"602","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"608","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"614","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"615","0.125","0.125","0.125"
"619","0.25","0.25","0.25"
"620","0.5","0.5","0.5"
"621","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"622","0.5833333730697632","0.5833333730697632","0.5833333730697632"
"624","0.375","0.375","0.375"
"625","0.5833333730697632","0.5833333730697632","0.5833333730697632"
"628","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"633","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"634","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"635","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"637","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"641","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"642","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"643","0.375","0.375","0.375"
"644","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"648","0.375","0.375","0.375"
"652","0.5","0.5","0.5"
"654","0.5833333730697632","0.5833333730697632","0.5833333730697632"
"658","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"662","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"664","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"669","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"674","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"675","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"676","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"677","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"683","0.5","0.5","0.5"
"684","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"688","0.25","0.25","0.25"
"689","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"694","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"698","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"700","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"701","0.9166666865348816","0.9166666865348816","0.9166666865348816"
"702","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"703","0.7083333730697632","0.7083333730697632","0.7083333730697632"
"704","0.8333333730697632","0.8333333730697632","0.8333333730697632"
"705","0.375","0.375","0.375"
"707","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"708","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"710","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"711","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"713","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"714","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"715","0.5","0.5","0.5"
"716","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"717","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"720","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"722","0.375","0.375","0.375"
"726","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"727","0.125","0.125","0.125"
"729","0.125","0.125","0.125"
"733","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"734","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"736","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"737","0.125","0.125","0.125"
"738","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"740","0.125","0.125","0.125"
"743","0.5","0.5","0.5"
"745","0.5833333730697632","0.5833333730697632","0.5833333730697632"
"746","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"748","0.375","0.375","0.375"
"749","0.375","0.375","0.375"
"750","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"753","0.5","0.5","0.5"
"754","0.625","0.625","0.625"
"758","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"759","0.25","0.25","0.25"
"760","0.125","0.125","0.125"
"763","0.375","0.375","0.375"
"766","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"767","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"770","0.25","0.25","0.25"
"772","0.375","0.375","0.375"
"773","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"774","0.25","0.25","0.25"
"775","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"777","0.375","0.375","0.375"
"779","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"781","0.25","0.25","0.25"
"782","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"784","0.25","0.25","0.25"
"785","0.25","0.25","0.25"
"787","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"788","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"789","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"790","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"791","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"792","0.375","0.375","0.375"
"793","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"795","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"796","0.375","0.375","0.375"
"798","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"800","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"801","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"804","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"808","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"809","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"810","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"813","0.375","0.375","0.375"
"814","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"818","0.25","0.25","0.25"
"819","0.375","0.375","0.375"
"823","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"826","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"828","0.125","0.125","0.125"
"833","0.25","0.25","0.25"
"835","0.5","0.5","0.5"
"837","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"838","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"839","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"842","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"845","0.25","0.25","0.25"
"848","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"849","0.375","0.375","0.375"
"850","0.25","0.25","0.25"
"853","0.125","0.125","0.125"
"854","0","0","0"
"855","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"856","0.125","0.125","0.125"
"857","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"860","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"865","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"867","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"868","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"870","0.375","0.375","0.375"
"872","0.25","0.25","0.25"
"875","0.125","0.125","0.125"
"876","0.25","0.25","0.25"
"878","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"879","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"881","0.375","0.375","0.375"
"882","0.25","0.25","0.25"
"884","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"885","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"886","0.125","0.125","0.125"
"889","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"890","0.25","0.25","0.25"
"891","0.125","0.125","0.125"
"892","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"893","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"896","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"898","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"899","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"900","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"902","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"903","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"905","0.375","0.375","0.375"
"906","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"908","0.375","0.375","0.375"
"909","0.375","0.375","0.375"
"911","0.25","0.25","0.25"
"912","0.375","0.375","0.375"
"913","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"915","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"918","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"919","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"925","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"926","0.625","0.625","0.625"
"929","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"932","0.25","0.25","0.25"
"934","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"935","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"936","0.25","0.25","0.25"
"938","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"943","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"945","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"946","0.25","0.25","0.25"
"947","0.125","0.125","0.125"
"948","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"952","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"954","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"955","0.375","0.375","0.375"
"960","0.375","0.375","0.375"
"962","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"964","0.25","0.25","0.25"
"967","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"968","0.25","0.25","0.25"
"969","0.25","0.25","0.25"
"970","0.125","0.125","0.125"
"974","0.25","0.25","0.25"
"975","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"977","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"979","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"987","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"988","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"989","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"990","0.125","0.125","0.125"
"991","0.375","0.375","0.375"
"992","0.25","0.25","0.25"
"993","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"995","0.125","0.125","0.125"
"996","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"999","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"1000","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"1001","0.25","0.25","0.25"
"1002","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"1004","0.375","0.375","0.375"
"1006","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"1007","0.125","0.125","0.125"
"1011","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"1012","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"1014","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"1017","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"1018","0.125","0.125","0.125"
"1023","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"1024","0.25","0.25","0.25"
"1026","0.125","0.125","0.125"
"1027","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"1028","0.25","0.25","0.25"
"1029","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"1030","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"1031","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"1032","0.5","0.5","0.5"
"1033","0.125","0.125","0.125"
"1034","0.25","0.25","0.25"
"1036","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"1038","0.25","0.25","0.25"
"1040","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"1041","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"1042","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"1045","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"1046","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"1048","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"1049","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"1051","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"1052","0.25","0.25","0.25"
"1053","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"1054","0.625","0.625","0.625"
"1056","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"1057","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"1059","0.25","0.25","0.25"
"1061","0.125","0.125","0.125"
"1062","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"1063","0.25","0.25","0.25"
"1065","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"1068","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"1071","0.125","0.125","0.125"
"1072","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"1073","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"1074","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"1075","0.5833333730697632","0.5833333730697632","0.5833333730697632"
