"Step","Historylen4 - Metrics/targetPosition/error_pos_2d","Historylen4 - Metrics/targetPosition/error_pos_2d__MIN","Historylen4 - Metrics/targetPosition/error_pos_2d__MAX"
"226","4.558629035949707","4.558629035949707","4.558629035949707"
"229","4.352083683013916","4.352083683013916","4.352083683013916"
"231","3.9646241664886475","3.9646241664886475","3.9646241664886475"
"232","4.162241458892822","4.162241458892822","4.162241458892822"
"233","4.228088855743408","4.228088855743408","4.228088855743408"
"235","4.162235260009766","4.162235260009766","4.162235260009766"
"238","4.426514625549316","4.426514625549316","4.426514625549316"
"240","4.323840618133545","4.323840618133545","4.323840618133545"
"241","4.222943305969238","4.222943305969238","4.222943305969238"
"242","4.290079116821289","4.290079116821289","4.290079116821289"
"244","4.314875602722168","4.314875602722168","4.314875602722168"
"246","4.312812805175781","4.312812805175781","4.312812805175781"
"249","4.241100311279297","4.241100311279297","4.241100311279297"
"250","4.375632286071777","4.375632286071777","4.375632286071777"
"251","4.326101303100586","4.326101303100586","4.326101303100586"
"255","4.375245094299316","4.375245094299316","4.375245094299316"
"263","4.531663417816162","4.531663417816162","4.531663417816162"
"265","4.451706886291504","4.451706886291504","4.451706886291504"
"266","4.494690418243408","4.494690418243408","4.494690418243408"
"268","4.2628936767578125","4.2628936767578125","4.2628936767578125"
"271","4.450425624847412","4.450425624847412","4.450425624847412"
"272","4.5508575439453125","4.5508575439453125","4.5508575439453125"
"273","4.443307876586914","4.443307876586914","4.443307876586914"
"275","4.333587169647217","4.333587169647217","4.333587169647217"
"276","4.542020797729492","4.542020797729492","4.542020797729492"
"277","4.575008869171143","4.575008869171143","4.575008869171143"
"278","4.501965045928955","4.501965045928955","4.501965045928955"
"279","4.583243370056152","4.583243370056152","4.583243370056152"
"282","4.4596171379089355","4.4596171379089355","4.4596171379089355"
"283","4.327048301696777","4.327048301696777","4.327048301696777"
"286","4.478370189666748","4.478370189666748","4.478370189666748"
"289","4.271880149841309","4.271880149841309","4.271880149841309"
"293","4.3778839111328125","4.3778839111328125","4.3778839111328125"
"294","4.3392415046691895","4.3392415046691895","4.3392415046691895"
"296","4.388679504394531","4.388679504394531","4.388679504394531"
"298","4.5702972412109375","4.5702972412109375","4.5702972412109375"
"300","4.411776542663574","4.411776542663574","4.411776542663574"
"304","4.422545433044434","4.422545433044434","4.422545433044434"
"308","4.376508712768555","4.376508712768555","4.376508712768555"
"309","4.300012111663818","4.300012111663818","4.300012111663818"
"310","4.317107200622559","4.317107200622559","4.317107200622559"
"311","4.368585109710693","4.368585109710693","4.368585109710693"
"312","4.386177062988281","4.386177062988281","4.386177062988281"
"313","4.400749206542969","4.400749206542969","4.400749206542969"
"320","4.2213053703308105","4.2213053703308105","4.2213053703308105"
"321","4.342071533203125","4.342071533203125","4.342071533203125"
"322","4.273174285888672","4.273174285888672","4.273174285888672"
"323","4.312768936157227","4.312768936157227","4.312768936157227"
"330","4.213527679443359","4.213527679443359","4.213527679443359"
"331","4.2865190505981445","4.2865190505981445","4.2865190505981445"
"333","4.0848894119262695","4.0848894119262695","4.0848894119262695"
"334","4.124915599822998","4.124915599822998","4.124915599822998"
"335","4.140552043914795","4.140552043914795","4.140552043914795"
"336","4.254525661468506","4.254525661468506","4.254525661468506"
"339","4.134204864501953","4.134204864501953","4.134204864501953"
"342","4.085082530975342","4.085082530975342","4.085082530975342"
"343","4.193610191345215","4.193610191345215","4.193610191345215"
"345","4.133308410644531","4.133308410644531","4.133308410644531"
"347","4.129876136779785","4.129876136779785","4.129876136779785"
"354","4.3248748779296875","4.3248748779296875","4.3248748779296875"
"356","4.140002727508545","4.140002727508545","4.140002727508545"
"357","4.269451141357422","4.269451141357422","4.269451141357422"
"360","4.23124361038208","4.23124361038208","4.23124361038208"
"361","4.221708297729492","4.221708297729492","4.221708297729492"
"364","4.026033401489258","4.026033401489258","4.026033401489258"
"365","4.00230598449707","4.00230598449707","4.00230598449707"
"366","4.1825270652771","4.1825270652771","4.1825270652771"
"368","4.136883735656738","4.136883735656738","4.136883735656738"
"377","3.9201178550720215","3.9201178550720215","3.9201178550720215"
"378","4.092440605163574","4.092440605163574","4.092440605163574"
"380","3.807098865509033","3.807098865509033","3.807098865509033"
"381","3.756046772003174","3.756046772003174","3.756046772003174"
"382","3.9834251403808594","3.9834251403808594","3.9834251403808594"
"383","4.211087226867676","4.211087226867676","4.211087226867676"
"386","4.206890106201172","4.206890106201172","4.206890106201172"
"388","3.7909228801727295","3.7909228801727295","3.7909228801727295"
"390","4.166665077209473","4.166665077209473","4.166665077209473"
"392","4.041631698608398","4.041631698608398","4.041631698608398"
"393","3.9076173305511475","3.9076173305511475","3.9076173305511475"
"395","3.971424102783203","3.971424102783203","3.971424102783203"
"396","4.007957458496094","4.007957458496094","4.007957458496094"
"398","3.6938228607177734","3.6938228607177734","3.6938228607177734"
"399","3.9272232055664062","3.9272232055664062","3.9272232055664062"
"400","3.573615550994873","3.573615550994873","3.573615550994873"
"407","3.8309993743896484","3.8309993743896484","3.8309993743896484"
"417","3.4753384590148926","3.4753384590148926","3.4753384590148926"
"418","3.838167905807495","3.838167905807495","3.838167905807495"
"420","3.903017044067383","3.903017044067383","3.903017044067383"
"421","3.2656970024108887","3.2656970024108887","3.2656970024108887"
"425","3.7236487865448","3.7236487865448","3.7236487865448"
"430","3.5981154441833496","3.5981154441833496","3.5981154441833496"
"432","3.575082540512085","3.575082540512085","3.575082540512085"
"435","3.569178342819214","3.569178342819214","3.569178342819214"
"436","3.322411060333252","3.322411060333252","3.322411060333252"
"437","3.482248067855835","3.482248067855835","3.482248067855835"
"440","3.4805307388305664","3.4805307388305664","3.4805307388305664"
"441","3.6046066284179688","3.6046066284179688","3.6046066284179688"
"445","3.672215223312378","3.672215223312378","3.672215223312378"
"447","3.172180652618408","3.172180652618408","3.172180652618408"
"448","3.2323455810546875","3.2323455810546875","3.2323455810546875"
"450","3.140979766845703","3.140979766845703","3.140979766845703"
"454","2.897841215133667","2.897841215133667","2.897841215133667"
"455","3.03629207611084","3.03629207611084","3.03629207611084"
"457","2.9492855072021484","2.9492855072021484","2.9492855072021484"
"460","2.6154534816741943","2.6154534816741943","2.6154534816741943"
"461","2.840325355529785","2.840325355529785","2.840325355529785"
"462","2.9163405895233154","2.9163405895233154","2.9163405895233154"
"463","2.8317973613739014","2.8317973613739014","2.8317973613739014"
"464","2.5055651664733887","2.5055651664733887","2.5055651664733887"
"465","2.5673341751098633","2.5673341751098633","2.5673341751098633"
"467","2.47286057472229","2.47286057472229","2.47286057472229"
"470","2.6533989906311035","2.6533989906311035","2.6533989906311035"
"474","2.7114369869232178","2.7114369869232178","2.7114369869232178"
"475","2.4903054237365723","2.4903054237365723","2.4903054237365723"
"477","2.0350852012634277","2.0350852012634277","2.0350852012634277"
"478","2.310521125793457","2.310521125793457","2.310521125793457"
"480","2.047492504119873","2.047492504119873","2.047492504119873"
"481","2.0316901206970215","2.0316901206970215","2.0316901206970215"
"482","1.964131236076355","1.964131236076355","1.964131236076355"
"486","1.8566510677337646","1.8566510677337646","1.8566510677337646"
"488","1.7809686660766602","1.7809686660766602","1.7809686660766602"
"489","1.7530311346054077","1.7530311346054077","1.7530311346054077"
"490","1.8930562734603882","1.8930562734603882","1.8930562734603882"
"494","1.5663716793060303","1.5663716793060303","1.5663716793060303"
"495","1.9687869548797607","1.9687869548797607","1.9687869548797607"
"496","1.8212859630584717","1.8212859630584717","1.8212859630584717"
"497","1.8351110219955444","1.8351110219955444","1.8351110219955444"
"498","1.784226417541504","1.784226417541504","1.784226417541504"
"500","1.758681297302246","1.758681297302246","1.758681297302246"
"504","1.7553637027740479","1.7553637027740479","1.7553637027740479"
"506","1.7089498043060303","1.7089498043060303","1.7089498043060303"
"508","1.7916250228881836","1.7916250228881836","1.7916250228881836"
"511","1.5877020359039307","1.5877020359039307","1.5877020359039307"
"517","1.4955506324768066","1.4955506324768066","1.4955506324768066"
"519","1.4782805442810059","1.4782805442810059","1.4782805442810059"
"521","1.5574487447738647","1.5574487447738647","1.5574487447738647"
"522","1.748387098312378","1.748387098312378","1.748387098312378"
"523","1.70518958568573","1.70518958568573","1.70518958568573"
"526","1.5288269519805908","1.5288269519805908","1.5288269519805908"
"527","1.5338481664657593","1.5338481664657593","1.5338481664657593"
"528","1.4268112182617188","1.4268112182617188","1.4268112182617188"
"531","1.4793117046356201","1.4793117046356201","1.4793117046356201"
"532","1.3782451152801514","1.3782451152801514","1.3782451152801514"
"533","1.5566802024841309","1.5566802024841309","1.5566802024841309"
"534","1.4826221466064453","1.4826221466064453","1.4826221466064453"
"537","1.399990439414978","1.399990439414978","1.399990439414978"
"538","1.3686761856079102","1.3686761856079102","1.3686761856079102"
"539","1.5101125240325928","1.5101125240325928","1.5101125240325928"
"540","1.4302701950073242","1.4302701950073242","1.4302701950073242"
"545","1.3370826244354248","1.3370826244354248","1.3370826244354248"
"550","1.4928925037384033","1.4928925037384033","1.4928925037384033"
"551","1.569183588027954","1.569183588027954","1.569183588027954"
"552","1.4904868602752686","1.4904868602752686","1.4904868602752686"
"554","1.3748925924301147","1.3748925924301147","1.3748925924301147"
"555","1.4778954982757568","1.4778954982757568","1.4778954982757568"
"556","1.2990505695343018","1.2990505695343018","1.2990505695343018"
"559","1.3992055654525757","1.3992055654525757","1.3992055654525757"
"560","1.5093882083892822","1.5093882083892822","1.5093882083892822"
"564","1.2657119035720825","1.2657119035720825","1.2657119035720825"
"569","1.237244963645935","1.237244963645935","1.237244963645935"
"571","1.5199601650238037","1.5199601650238037","1.5199601650238037"
"572","1.4278510808944702","1.4278510808944702","1.4278510808944702"
"573","1.1028281450271606","1.1028281450271606","1.1028281450271606"
"575","1.1081260442733765","1.1081260442733765","1.1081260442733765"
"576","1.30491042137146","1.30491042137146","1.30491042137146"
"578","1.397698163986206","1.397698163986206","1.397698163986206"
"579","1.1537531614303589","1.1537531614303589","1.1537531614303589"
"580","1.4813566207885742","1.4813566207885742","1.4813566207885742"
"582","1.3815401792526245","1.3815401792526245","1.3815401792526245"
"583","1.2891845703125","1.2891845703125","1.2891845703125"
"585","1.2377517223358154","1.2377517223358154","1.2377517223358154"
"586","1.2653753757476807","1.2653753757476807","1.2653753757476807"
"587","1.290368914604187","1.290368914604187","1.290368914604187"
"588","1.3420127630233765","1.3420127630233765","1.3420127630233765"
"592","1.5523872375488281","1.5523872375488281","1.5523872375488281"
"593","1.0113747119903564","1.0113747119903564","1.0113747119903564"
"594","1.3380286693572998","1.3380286693572998","1.3380286693572998"
"595","1.136699914932251","1.136699914932251","1.136699914932251"
"597","1.273612380027771","1.273612380027771","1.273612380027771"
"598","1.4083012342453003","1.4083012342453003","1.4083012342453003"
"602","1.228074073791504","1.228074073791504","1.228074073791504"
"604","1.4074205160140991","1.4074205160140991","1.4074205160140991"
"605","1.3725112676620483","1.3725112676620483","1.3725112676620483"
"607","1.4648340940475464","1.4648340940475464","1.4648340940475464"
"613","1.3610343933105469","1.3610343933105469","1.3610343933105469"
"614","1.4174193143844604","1.4174193143844604","1.4174193143844604"
"615","1.2521156072616577","1.2521156072616577","1.2521156072616577"
"616","1.1723973751068115","1.1723973751068115","1.1723973751068115"
"622","1.4247153997421265","1.4247153997421265","1.4247153997421265"
"623","1.1971580982208252","1.1971580982208252","1.1971580982208252"
"624","1.1636276245117188","1.1636276245117188","1.1636276245117188"
"625","1.4107197523117065","1.4107197523117065","1.4107197523117065"
"627","1.4397368431091309","1.4397368431091309","1.4397368431091309"
"628","1.3235621452331543","1.3235621452331543","1.3235621452331543"
"630","1.251922369003296","1.251922369003296","1.251922369003296"
"631","1.482245683670044","1.482245683670044","1.482245683670044"
"632","1.2128856182098389","1.2128856182098389","1.2128856182098389"
"633","1.4857549667358398","1.4857549667358398","1.4857549667358398"
"635","1.232082724571228","1.232082724571228","1.232082724571228"
"636","1.521053671836853","1.521053671836853","1.521053671836853"
"637","1.51511549949646","1.51511549949646","1.51511549949646"
"639","1.2052319049835205","1.2052319049835205","1.2052319049835205"
"643","1.4838087558746338","1.4838087558746338","1.4838087558746338"
"644","1.5844287872314453","1.5844287872314453","1.5844287872314453"
"645","1.7029050588607788","1.7029050588607788","1.7029050588607788"
"646","1.579302191734314","1.579302191734314","1.579302191734314"
"647","1.1430402994155884","1.1430402994155884","1.1430402994155884"
"650","1.1859171390533447","1.1859171390533447","1.1859171390533447"
"652","1.4508289098739624","1.4508289098739624","1.4508289098739624"
"656","1.3075966835021973","1.3075966835021973","1.3075966835021973"
"657","1.2773629426956177","1.2773629426956177","1.2773629426956177"
"659","1.4601725339889526","1.4601725339889526","1.4601725339889526"
"661","1.570897102355957","1.570897102355957","1.570897102355957"
"662","1.3596811294555664","1.3596811294555664","1.3596811294555664"
"663","1.4567666053771973","1.4567666053771973","1.4567666053771973"
"665","1.4445276260375977","1.4445276260375977","1.4445276260375977"
"669","1.4089572429656982","1.4089572429656982","1.4089572429656982"
"671","1.3119354248046875","1.3119354248046875","1.3119354248046875"
"673","1.4820029735565186","1.4820029735565186","1.4820029735565186"
"674","1.3007242679595947","1.3007242679595947","1.3007242679595947"
"675","1.6181868314743042","1.6181868314743042","1.6181868314743042"
"678","1.4492766857147217","1.4492766857147217","1.4492766857147217"
"679","1.3362973928451538","1.3362973928451538","1.3362973928451538"
"680","1.2248507738113403","1.2248507738113403","1.2248507738113403"
"681","1.337092399597168","1.337092399597168","1.337092399597168"
"683","1.4264748096466064","1.4264748096466064","1.4264748096466064"
"686","1.2917745113372803","1.2917745113372803","1.2917745113372803"
"690","1.1643503904342651","1.1643503904342651","1.1643503904342651"
"692","1.5562204122543335","1.5562204122543335","1.5562204122543335"
"694","1.1432271003723145","1.1432271003723145","1.1432271003723145"
"696","1.2858574390411377","1.2858574390411377","1.2858574390411377"
"697","1.2016770839691162","1.2016770839691162","1.2016770839691162"
"699","1.2072968482971191","1.2072968482971191","1.2072968482971191"
"700","1.1227059364318848","1.1227059364318848","1.1227059364318848"
"701","1.396381139755249","1.396381139755249","1.396381139755249"
"703","1.287894368171692","1.287894368171692","1.287894368171692"
"704","1.563990592956543","1.563990592956543","1.563990592956543"
"705","1.1095274686813354","1.1095274686813354","1.1095274686813354"
"706","1.1320359706878662","1.1320359706878662","1.1320359706878662"
"710","1.2283155918121338","1.2283155918121338","1.2283155918121338"
"711","1.259869933128357","1.259869933128357","1.259869933128357"
"712","1.2326960563659668","1.2326960563659668","1.2326960563659668"
"714","1.5704123973846436","1.5704123973846436","1.5704123973846436"
"716","1.3981053829193115","1.3981053829193115","1.3981053829193115"
"720","1.2293343544006348","1.2293343544006348","1.2293343544006348"
"724","1.3000898361206055","1.3000898361206055","1.3000898361206055"
"726","1.2226135730743408","1.2226135730743408","1.2226135730743408"
"727","0.9795042276382446","0.9795042276382446","0.9795042276382446"
"731","1.169378399848938","1.169378399848938","1.169378399848938"
"733","1.3130741119384766","1.3130741119384766","1.3130741119384766"
"735","1.1775110960006714","1.1775110960006714","1.1775110960006714"
"736","1.0248115062713623","1.0248115062713623","1.0248115062713623"
"739","1.1494014263153076","1.1494014263153076","1.1494014263153076"
"743","1.2612594366073608","1.2612594366073608","1.2612594366073608"
"744","1.242753028869629","1.242753028869629","1.242753028869629"
"745","1.3022314310073853","1.3022314310073853","1.3022314310073853"
"746","1.1233453750610352","1.1233453750610352","1.1233453750610352"
"747","1.3924005031585693","1.3924005031585693","1.3924005031585693"
"757","1.0883145332336426","1.0883145332336426","1.0883145332336426"
"759","0.9812530279159546","0.9812530279159546","0.9812530279159546"
"762","1.1433956623077393","1.1433956623077393","1.1433956623077393"
"763","1.3701714277267456","1.3701714277267456","1.3701714277267456"
"766","1.225756049156189","1.225756049156189","1.225756049156189"
"767","1.1317262649536133","1.1317262649536133","1.1317262649536133"
"769","0.8415449857711792","0.8415449857711792","0.8415449857711792"
"771","1.0716791152954102","1.0716791152954102","1.0716791152954102"
"772","1.5173282623291016","1.5173282623291016","1.5173282623291016"
"773","1.0353484153747559","1.0353484153747559","1.0353484153747559"
"775","1.3096402883529663","1.3096402883529663","1.3096402883529663"
"777","1.2076525688171387","1.2076525688171387","1.2076525688171387"
"778","1.0954921245574951","1.0954921245574951","1.0954921245574951"
"779","0.9740251898765564","0.9740251898765564","0.9740251898765564"
"782","1.0364875793457031","1.0364875793457031","1.0364875793457031"
"785","1.059781551361084","1.059781551361084","1.059781551361084"
"786","1.2831335067749023","1.2831335067749023","1.2831335067749023"
"787","1.015977382659912","1.015977382659912","1.015977382659912"
"788","1.191122055053711","1.191122055053711","1.191122055053711"
"790","1.0927351713180542","1.0927351713180542","1.0927351713180542"
"795","1.2862768173217773","1.2862768173217773","1.2862768173217773"
"798","1.1904648542404175","1.1904648542404175","1.1904648542404175"
"800","1.0408117771148682","1.0408117771148682","1.0408117771148682"
"804","1.0150716304779053","1.0150716304779053","1.0150716304779053"
"805","1.4310133457183838","1.4310133457183838","1.4310133457183838"
"806","1.229790449142456","1.229790449142456","1.229790449142456"
"807","1.076512336730957","1.076512336730957","1.076512336730957"
"808","1.34844970703125","1.34844970703125","1.34844970703125"
"811","1.0758781433105469","1.0758781433105469","1.0758781433105469"
"812","1.0460437536239624","1.0460437536239624","1.0460437536239624"
"813","1.333688497543335","1.333688497543335","1.333688497543335"
"814","1.2108023166656494","1.2108023166656494","1.2108023166656494"
"819","1.0704703330993652","1.0704703330993652","1.0704703330993652"
"820","1.1772830486297607","1.1772830486297607","1.1772830486297607"
"821","1.2435306310653687","1.2435306310653687","1.2435306310653687"
"823","1.323065161705017","1.323065161705017","1.323065161705017"
"824","1.0940029621124268","1.0940029621124268","1.0940029621124268"
"827","1.2348573207855225","1.2348573207855225","1.2348573207855225"
"832","1.0849379301071167","1.0849379301071167","1.0849379301071167"
"835","1.2102888822555542","1.2102888822555542","1.2102888822555542"
"838","1.0815083980560303","1.0815083980560303","1.0815083980560303"
"840","1.1262073516845703","1.1262073516845703","1.1262073516845703"
"843","1.2747856378555298","1.2747856378555298","1.2747856378555298"
"844","1.0359822511672974","1.0359822511672974","1.0359822511672974"
"845","1.2796162366867065","1.2796162366867065","1.2796162366867065"
"848","0.939049243927002","0.939049243927002","0.939049243927002"
"851","1.0589213371276855","1.0589213371276855","1.0589213371276855"
"855","1.1459014415740967","1.1459014415740967","1.1459014415740967"
"857","1.1552865505218506","1.1552865505218506","1.1552865505218506"
"859","1.2504937648773193","1.2504937648773193","1.2504937648773193"
"861","0.9928678274154663","0.9928678274154663","0.9928678274154663"
"862","1.1201636791229248","1.1201636791229248","1.1201636791229248"
"863","0.8458859920501709","0.8458859920501709","0.8458859920501709"
"864","0.9995408058166504","0.9995408058166504","0.9995408058166504"
"872","0.9935441017150879","0.9935441017150879","0.9935441017150879"
"873","0.9659905433654785","0.9659905433654785","0.9659905433654785"
"875","0.8907895088195801","0.8907895088195801","0.8907895088195801"
"876","1.0372507572174072","1.0372507572174072","1.0372507572174072"
"877","0.9571598768234253","0.9571598768234253","0.9571598768234253"
"878","0.9912987947463989","0.9912987947463989","0.9912987947463989"
"880","0.9950684905052185","0.9950684905052185","0.9950684905052185"
"883","1.1041637659072876","1.1041637659072876","1.1041637659072876"
"884","1.0331765413284302","1.0331765413284302","1.0331765413284302"
"885","1.0569437742233276","1.0569437742233276","1.0569437742233276"
"887","1.071314811706543","1.071314811706543","1.071314811706543"
"889","0.918126106262207","0.918126106262207","0.918126106262207"
"890","1.3090035915374756","1.3090035915374756","1.3090035915374756"
"891","0.9641791582107544","0.9641791582107544","0.9641791582107544"
"894","1.1387274265289307","1.1387274265289307","1.1387274265289307"
"896","0.8968366384506226","0.8968366384506226","0.8968366384506226"
"897","1.230209231376648","1.230209231376648","1.230209231376648"
"898","1.1237155199050903","1.1237155199050903","1.1237155199050903"
"899","1.0291106700897217","1.0291106700897217","1.0291106700897217"
"901","0.8509361147880554","0.8509361147880554","0.8509361147880554"
"902","1.0109950304031372","1.0109950304031372","1.0109950304031372"
"903","1.0916762351989746","1.0916762351989746","1.0916762351989746"
"910","0.9755502939224243","0.9755502939224243","0.9755502939224243"
"911","1.1133992671966553","1.1133992671966553","1.1133992671966553"
"913","1.0347117185592651","1.0347117185592651","1.0347117185592651"
"918","1.02643620967865","1.02643620967865","1.02643620967865"
"919","1.111362338066101","1.111362338066101","1.111362338066101"
"920","0.8753511905670166","0.8753511905670166","0.8753511905670166"
"921","1.0870134830474854","1.0870134830474854","1.0870134830474854"
"925","0.9442811012268066","0.9442811012268066","0.9442811012268066"
"927","0.8878288269042969","0.8878288269042969","0.8878288269042969"
"928","1.0381070375442505","1.0381070375442505","1.0381070375442505"
"931","1.074349045753479","1.074349045753479","1.074349045753479"
"936","0.9490716457366943","0.9490716457366943","0.9490716457366943"
"938","0.9172072410583496","0.9172072410583496","0.9172072410583496"
"939","0.9585973024368286","0.9585973024368286","0.9585973024368286"
"942","1.003666639328003","1.003666639328003","1.003666639328003"
"943","0.9881383776664734","0.9881383776664734","0.9881383776664734"
"946","1.023585319519043","1.023585319519043","1.023585319519043"
"947","0.8781733512878418","0.8781733512878418","0.8781733512878418"
"948","0.9063085913658142","0.9063085913658142","0.9063085913658142"
"949","0.8699728846549988","0.8699728846549988","0.8699728846549988"
"950","1.0870749950408936","1.0870749950408936","1.0870749950408936"
"951","0.8935890197753906","0.8935890197753906","0.8935890197753906"
"957","0.8751182556152344","0.8751182556152344","0.8751182556152344"
"958","0.9791150093078613","0.9791150093078613","0.9791150093078613"
"959","1.0954418182373047","1.0954418182373047","1.0954418182373047"
"960","0.9839555621147156","0.9839555621147156","0.9839555621147156"
"961","1.0899620056152344","1.0899620056152344","1.0899620056152344"
"962","1.077134609222412","1.077134609222412","1.077134609222412"
"964","1.0501172542572021","1.0501172542572021","1.0501172542572021"
"966","0.9154394865036011","0.9154394865036011","0.9154394865036011"
"967","0.7308363914489746","0.7308363914489746","0.7308363914489746"
"968","0.8377151489257812","0.8377151489257812","0.8377151489257812"
"969","0.9857668876647949","0.9857668876647949","0.9857668876647949"
