"Step","Historylen4 - Episode_Reward/bot_2_payload","Historylen4 - Episode_Reward/bot_2_payload__MIN","Historylen4 - Episode_Reward/bot_2_payload__MAX"
"76","2.4675509929656982","2.4675509929656982","2.4675509929656982"
"82","2.6417171955108643","2.6417171955108643","2.6417171955108643"
"83","2.6619105339050293","2.6619105339050293","2.6619105339050293"
"84","2.6477856636047363","2.6477856636047363","2.6477856636047363"
"85","2.6108129024505615","2.6108129024505615","2.6108129024505615"
"86","2.872432231903076","2.872432231903076","2.872432231903076"
"88","2.795969009399414","2.795969009399414","2.795969009399414"
"89","2.744556188583374","2.744556188583374","2.744556188583374"
"93","2.7364091873168945","2.7364091873168945","2.7364091873168945"
"95","2.7482829093933105","2.7482829093933105","2.7482829093933105"
"98","2.969838857650757","2.969838857650757","2.969838857650757"
"100","2.8420886993408203","2.8420886993408203","2.8420886993408203"
"101","2.967630386352539","2.967630386352539","2.967630386352539"
"102","2.8196120262145996","2.8196120262145996","2.8196120262145996"
"105","3.125762462615967","3.125762462615967","3.125762462615967"
"110","3.1965131759643555","3.1965131759643555","3.1965131759643555"
"114","3.166151762008667","3.166151762008667","3.166151762008667"
"118","3.01814341545105","3.01814341545105","3.01814341545105"
"120","3.154831647872925","3.154831647872925","3.154831647872925"
"121","3.1975302696228027","3.1975302696228027","3.1975302696228027"
"122","3.1639537811279297","3.1639537811279297","3.1639537811279297"
"123","3.2098312377929688","3.2098312377929688","3.2098312377929688"
"126","3.2846477031707764","3.2846477031707764","3.2846477031707764"
"127","3.2293739318847656","3.2293739318847656","3.2293739318847656"
"128","3.1501262187957764","3.1501262187957764","3.1501262187957764"
"134","3.4956910610198975","3.4956910610198975","3.4956910610198975"
"138","3.2386393547058105","3.2386393547058105","3.2386393547058105"
"139","3.3874716758728027","3.3874716758728027","3.3874716758728027"
"141","3.347458600997925","3.347458600997925","3.347458600997925"
"144","3.4598910808563232","3.4598910808563232","3.4598910808563232"
"145","3.397141933441162","3.397141933441162","3.397141933441162"
"147","3.4651849269866943","3.4651849269866943","3.4651849269866943"
"153","3.553189754486084","3.553189754486084","3.553189754486084"
"159","3.623401641845703","3.623401641845703","3.623401641845703"
"161","3.5733535289764404","3.5733535289764404","3.5733535289764404"
"164","3.4789206981658936","3.4789206981658936","3.4789206981658936"
"165","3.5054445266723633","3.5054445266723633","3.5054445266723633"
"167","3.5896289348602295","3.5896289348602295","3.5896289348602295"
"168","3.623993396759033","3.623993396759033","3.623993396759033"
"171","3.61579966545105","3.61579966545105","3.61579966545105"
"172","3.6339194774627686","3.6339194774627686","3.6339194774627686"
"175","3.5454177856445312","3.5454177856445312","3.5454177856445312"
"176","3.6997182369232178","3.6997182369232178","3.6997182369232178"
"178","3.7277026176452637","3.7277026176452637","3.7277026176452637"
"180","3.6218743324279785","3.6218743324279785","3.6218743324279785"
"181","3.609818935394287","3.609818935394287","3.609818935394287"
"183","3.516511917114258","3.516511917114258","3.516511917114258"
"186","3.578744888305664","3.578744888305664","3.578744888305664"
"187","3.621175527572632","3.621175527572632","3.621175527572632"
"188","3.6841325759887695","3.6841325759887695","3.6841325759887695"
"189","3.7102890014648438","3.7102890014648438","3.7102890014648438"
"190","3.6963629722595215","3.6963629722595215","3.6963629722595215"
"192","3.7222557067871094","3.7222557067871094","3.7222557067871094"
"193","3.7966175079345703","3.7966175079345703","3.7966175079345703"
"194","3.843895673751831","3.843895673751831","3.843895673751831"
"195","3.7648239135742188","3.7648239135742188","3.7648239135742188"
"196","3.700922727584839","3.700922727584839","3.700922727584839"
"200","3.65199613571167","3.65199613571167","3.65199613571167"
"202","3.774406909942627","3.774406909942627","3.774406909942627"
"203","3.7721211910247803","3.7721211910247803","3.7721211910247803"
"205","3.73704195022583","3.73704195022583","3.73704195022583"
"206","3.753206253051758","3.753206253051758","3.753206253051758"
"207","3.7757365703582764","3.7757365703582764","3.7757365703582764"
"208","3.742093086242676","3.742093086242676","3.742093086242676"
"209","3.670816421508789","3.670816421508789","3.670816421508789"
"211","3.8353469371795654","3.8353469371795654","3.8353469371795654"
"213","3.521498441696167","3.521498441696167","3.521498441696167"
"215","3.647562026977539","3.647562026977539","3.647562026977539"
"217","3.6566500663757324","3.6566500663757324","3.6566500663757324"
"218","3.793128490447998","3.793128490447998","3.793128490447998"
"220","3.7167861461639404","3.7167861461639404","3.7167861461639404"
"221","3.6600570678710938","3.6600570678710938","3.6600570678710938"
"222","3.7259058952331543","3.7259058952331543","3.7259058952331543"
"223","3.831254482269287","3.831254482269287","3.831254482269287"
"224","3.736100673675537","3.736100673675537","3.736100673675537"
"225","3.6473560333251953","3.6473560333251953","3.6473560333251953"
"226","3.691499710083008","3.691499710083008","3.691499710083008"
"229","3.742335081100464","3.742335081100464","3.742335081100464"
"231","3.692303419113159","3.692303419113159","3.692303419113159"
"232","3.798438549041748","3.798438549041748","3.798438549041748"
"241","3.6727824211120605","3.6727824211120605","3.6727824211120605"
"242","3.7266907691955566","3.7266907691955566","3.7266907691955566"
"245","3.65560245513916","3.65560245513916","3.65560245513916"
"250","3.6764960289001465","3.6764960289001465","3.6764960289001465"
"252","3.6705641746520996","3.6705641746520996","3.6705641746520996"
"254","3.5732221603393555","3.5732221603393555","3.5732221603393555"
"256","3.7260169982910156","3.7260169982910156","3.7260169982910156"
"259","3.499772787094116","3.499772787094116","3.499772787094116"
"260","3.6706559658050537","3.6706559658050537","3.6706559658050537"
"261","3.705028533935547","3.705028533935547","3.705028533935547"
"262","3.7833781242370605","3.7833781242370605","3.7833781242370605"
"267","3.721999168395996","3.721999168395996","3.721999168395996"
"268","3.7669596672058105","3.7669596672058105","3.7669596672058105"
"270","3.6321678161621094","3.6321678161621094","3.6321678161621094"
"275","3.7125959396362305","3.7125959396362305","3.7125959396362305"
"276","3.701014995574951","3.701014995574951","3.701014995574951"
"278","3.7035205364227295","3.7035205364227295","3.7035205364227295"
"281","3.8017826080322266","3.8017826080322266","3.8017826080322266"
"283","3.7646539211273193","3.7646539211273193","3.7646539211273193"
"284","3.7583751678466797","3.7583751678466797","3.7583751678466797"
"288","3.7205891609191895","3.7205891609191895","3.7205891609191895"
"290","3.7619071006774902","3.7619071006774902","3.7619071006774902"
"291","3.7904820442199707","3.7904820442199707","3.7904820442199707"
"292","3.8352670669555664","3.8352670669555664","3.8352670669555664"
"294","3.633474111557007","3.633474111557007","3.633474111557007"
"299","3.7371749877929688","3.7371749877929688","3.7371749877929688"
"300","3.540168523788452","3.540168523788452","3.540168523788452"
"304","3.6577374935150146","3.6577374935150146","3.6577374935150146"
"305","3.7154316902160645","3.7154316902160645","3.7154316902160645"
"306","3.711860179901123","3.711860179901123","3.711860179901123"
"307","3.57132887840271","3.57132887840271","3.57132887840271"
"308","3.743656873703003","3.743656873703003","3.743656873703003"
"310","3.665025234222412","3.665025234222412","3.665025234222412"
"314","3.586644172668457","3.586644172668457","3.586644172668457"
"315","3.551819324493408","3.551819324493408","3.551819324493408"
"316","3.5716891288757324","3.5716891288757324","3.5716891288757324"
"317","3.542461395263672","3.542461395263672","3.542461395263672"
"318","3.6146392822265625","3.6146392822265625","3.6146392822265625"
"320","3.5996129512786865","3.5996129512786865","3.5996129512786865"
"322","3.684967041015625","3.684967041015625","3.684967041015625"
"323","3.6071383953094482","3.6071383953094482","3.6071383953094482"
"324","3.623534679412842","3.623534679412842","3.623534679412842"
"325","3.5567853450775146","3.5567853450775146","3.5567853450775146"
"328","3.5028207302093506","3.5028207302093506","3.5028207302093506"
"330","3.567117214202881","3.567117214202881","3.567117214202881"
"336","3.502577543258667","3.502577543258667","3.502577543258667"
"338","3.4677302837371826","3.4677302837371826","3.4677302837371826"
"339","3.374553680419922","3.374553680419922","3.374553680419922"
"342","3.274437427520752","3.274437427520752","3.274437427520752"
"343","3.4692564010620117","3.4692564010620117","3.4692564010620117"
"344","3.453643798828125","3.453643798828125","3.453643798828125"
"345","3.622882604598999","3.622882604598999","3.622882604598999"
"348","3.6049442291259766","3.6049442291259766","3.6049442291259766"
"350","3.5513763427734375","3.5513763427734375","3.5513763427734375"
"353","3.466978073120117","3.466978073120117","3.466978073120117"
"354","3.6736578941345215","3.6736578941345215","3.6736578941345215"
"355","3.4791979789733887","3.4791979789733887","3.4791979789733887"
"356","3.555300235748291","3.555300235748291","3.555300235748291"
"358","3.6553311347961426","3.6553311347961426","3.6553311347961426"
"359","3.635392665863037","3.635392665863037","3.635392665863037"
"364","3.5552172660827637","3.5552172660827637","3.5552172660827637"
"365","3.5028653144836426","3.5028653144836426","3.5028653144836426"
"369","3.6607131958007812","3.6607131958007812","3.6607131958007812"
"374","3.616962194442749","3.616962194442749","3.616962194442749"
"380","3.6013495922088623","3.6013495922088623","3.6013495922088623"
"381","3.577212333679199","3.577212333679199","3.577212333679199"
"382","3.641700506210327","3.641700506210327","3.641700506210327"
"383","3.7197365760803223","3.7197365760803223","3.7197365760803223"
"384","3.6245760917663574","3.6245760917663574","3.6245760917663574"
"386","3.528663396835327","3.528663396835327","3.528663396835327"
"388","3.3521103858947754","3.3521103858947754","3.3521103858947754"
"389","3.5721280574798584","3.5721280574798584","3.5721280574798584"
"391","3.670818328857422","3.670818328857422","3.670818328857422"
"397","3.580820083618164","3.580820083618164","3.580820083618164"
"399","3.5899128913879395","3.5899128913879395","3.5899128913879395"
"403","3.6710939407348633","3.6710939407348633","3.6710939407348633"
"404","3.6763885021209717","3.6763885021209717","3.6763885021209717"
"409","3.6307990550994873","3.6307990550994873","3.6307990550994873"
"411","3.6244115829467773","3.6244115829467773","3.6244115829467773"
"413","3.713104009628296","3.713104009628296","3.713104009628296"
"414","3.6610841751098633","3.6610841751098633","3.6610841751098633"
"416","3.615142583847046","3.615142583847046","3.615142583847046"
"421","3.5160980224609375","3.5160980224609375","3.5160980224609375"
"422","3.5346572399139404","3.5346572399139404","3.5346572399139404"
"423","3.4391791820526123","3.4391791820526123","3.4391791820526123"
"424","3.494001865386963","3.494001865386963","3.494001865386963"
"426","3.514251708984375","3.514251708984375","3.514251708984375"
"429","3.568951368331909","3.568951368331909","3.568951368331909"
"434","3.6350488662719727","3.6350488662719727","3.6350488662719727"
"436","3.5355842113494873","3.5355842113494873","3.5355842113494873"
"437","3.5852980613708496","3.5852980613708496","3.5852980613708496"
"438","3.557119369506836","3.557119369506836","3.557119369506836"
"440","3.43280029296875","3.43280029296875","3.43280029296875"
"445","3.5539779663085938","3.5539779663085938","3.5539779663085938"
"447","3.5541257858276367","3.5541257858276367","3.5541257858276367"
"451","3.57901668548584","3.57901668548584","3.57901668548584"
"454","3.5127713680267334","3.5127713680267334","3.5127713680267334"
"456","3.529503583908081","3.529503583908081","3.529503583908081"
"457","3.5311050415039062","3.5311050415039062","3.5311050415039062"
"462","3.2888236045837402","3.2888236045837402","3.2888236045837402"
"466","3.2993946075439453","3.2993946075439453","3.2993946075439453"
"468","3.2641730308532715","3.2641730308532715","3.2641730308532715"
"469","3.4561984539031982","3.4561984539031982","3.4561984539031982"
"470","3.4845187664031982","3.4845187664031982","3.4845187664031982"
"471","3.490182399749756","3.490182399749756","3.490182399749756"
"472","3.6681487560272217","3.6681487560272217","3.6681487560272217"
"473","3.475823163986206","3.475823163986206","3.475823163986206"
"475","3.32537841796875","3.32537841796875","3.32537841796875"
"478","3.657726287841797","3.657726287841797","3.657726287841797"
"479","3.5818889141082764","3.5818889141082764","3.5818889141082764"
"480","3.6319823265075684","3.6319823265075684","3.6319823265075684"
"484","3.6270484924316406","3.6270484924316406","3.6270484924316406"
"487","3.7207839488983154","3.7207839488983154","3.7207839488983154"
"488","3.626880168914795","3.626880168914795","3.626880168914795"
"489","3.675926923751831","3.675926923751831","3.675926923751831"
"490","3.6759679317474365","3.6759679317474365","3.6759679317474365"
"491","3.680168867111206","3.680168867111206","3.680168867111206"
"492","3.456611394882202","3.456611394882202","3.456611394882202"
"494","3.6188201904296875","3.6188201904296875","3.6188201904296875"
"499","3.616391181945801","3.616391181945801","3.616391181945801"
"503","3.5098206996917725","3.5098206996917725","3.5098206996917725"
"505","3.51387357711792","3.51387357711792","3.51387357711792"
"506","3.524631977081299","3.524631977081299","3.524631977081299"
"508","3.5956435203552246","3.5956435203552246","3.5956435203552246"
"509","3.3584907054901123","3.3584907054901123","3.3584907054901123"
"511","3.588470458984375","3.588470458984375","3.588470458984375"
"512","3.641381025314331","3.641381025314331","3.641381025314331"
"513","3.7005841732025146","3.7005841732025146","3.7005841732025146"
"515","3.6765880584716797","3.6765880584716797","3.6765880584716797"
"518","3.4589650630950928","3.4589650630950928","3.4589650630950928"
"520","3.562276840209961","3.562276840209961","3.562276840209961"
"521","3.5073704719543457","3.5073704719543457","3.5073704719543457"
"523","3.5520474910736084","3.5520474910736084","3.5520474910736084"
"524","3.6375856399536133","3.6375856399536133","3.6375856399536133"
"526","3.5409560203552246","3.5409560203552246","3.5409560203552246"
"527","3.5245680809020996","3.5245680809020996","3.5245680809020996"
"528","3.5895802974700928","3.5895802974700928","3.5895802974700928"
"530","3.651291847229004","3.651291847229004","3.651291847229004"
"531","3.567920207977295","3.567920207977295","3.567920207977295"
"532","3.5543365478515625","3.5543365478515625","3.5543365478515625"
"534","3.600388288497925","3.600388288497925","3.600388288497925"
"537","3.550447463989258","3.550447463989258","3.550447463989258"
"538","3.5632858276367188","3.5632858276367188","3.5632858276367188"
"539","3.4830732345581055","3.4830732345581055","3.4830732345581055"
"540","3.526226758956909","3.526226758956909","3.526226758956909"
"542","3.341325283050537","3.341325283050537","3.341325283050537"
"543","3.6006219387054443","3.6006219387054443","3.6006219387054443"
"546","3.3027310371398926","3.3027310371398926","3.3027310371398926"
"549","3.492549419403076","3.492549419403076","3.492549419403076"
"550","3.294003963470459","3.294003963470459","3.294003963470459"
"551","3.428736448287964","3.428736448287964","3.428736448287964"
"553","3.4850997924804688","3.4850997924804688","3.4850997924804688"
"557","3.48950457572937","3.48950457572937","3.48950457572937"
"559","3.4477107524871826","3.4477107524871826","3.4477107524871826"
"561","3.499788999557495","3.499788999557495","3.499788999557495"
"562","3.311582088470459","3.311582088470459","3.311582088470459"
"564","3.5408477783203125","3.5408477783203125","3.5408477783203125"
"565","3.4018163681030273","3.4018163681030273","3.4018163681030273"
"567","3.5982532501220703","3.5982532501220703","3.5982532501220703"
"569","3.48416805267334","3.48416805267334","3.48416805267334"
"572","3.482606887817383","3.482606887817383","3.482606887817383"
"573","3.575110912322998","3.575110912322998","3.575110912322998"
"574","3.692830801010132","3.692830801010132","3.692830801010132"
"578","3.38978910446167","3.38978910446167","3.38978910446167"
"579","3.7051520347595215","3.7051520347595215","3.7051520347595215"
"584","3.5384089946746826","3.5384089946746826","3.5384089946746826"
"585","3.61981201171875","3.61981201171875","3.61981201171875"
"586","3.6319003105163574","3.6319003105163574","3.6319003105163574"
"587","3.53157377243042","3.53157377243042","3.53157377243042"
"590","3.629439115524292","3.629439115524292","3.629439115524292"
"591","3.4686036109924316","3.4686036109924316","3.4686036109924316"
"592","3.545560836791992","3.545560836791992","3.545560836791992"
"600","3.3242759704589844","3.3242759704589844","3.3242759704589844"
"601","3.448726177215576","3.448726177215576","3.448726177215576"
"602","3.6458661556243896","3.6458661556243896","3.6458661556243896"
"605","3.6387240886688232","3.6387240886688232","3.6387240886688232"
"607","3.652918577194214","3.652918577194214","3.652918577194214"
"611","3.7082533836364746","3.7082533836364746","3.7082533836364746"
"613","3.4641988277435303","3.4641988277435303","3.4641988277435303"
"614","3.5741333961486816","3.5741333961486816","3.5741333961486816"
"617","3.64920711517334","3.64920711517334","3.64920711517334"
"618","3.4531631469726562","3.4531631469726562","3.4531631469726562"
"623","3.73748779296875","3.73748779296875","3.73748779296875"
"625","3.5236356258392334","3.5236356258392334","3.5236356258392334"
"627","3.3582475185394287","3.3582475185394287","3.3582475185394287"
"628","3.6110920906066895","3.6110920906066895","3.6110920906066895"
"629","3.4431960582733154","3.4431960582733154","3.4431960582733154"
"630","3.609520435333252","3.609520435333252","3.609520435333252"
"632","3.6219520568847656","3.6219520568847656","3.6219520568847656"
"633","3.6182000637054443","3.6182000637054443","3.6182000637054443"
"634","3.1957671642303467","3.1957671642303467","3.1957671642303467"
"636","3.3540306091308594","3.3540306091308594","3.3540306091308594"
"637","3.4738662242889404","3.4738662242889404","3.4738662242889404"
"641","3.605546474456787","3.605546474456787","3.605546474456787"
"642","3.4966297149658203","3.4966297149658203","3.4966297149658203"
"646","3.4581427574157715","3.4581427574157715","3.4581427574157715"
"647","3.826420545578003","3.826420545578003","3.826420545578003"
"649","3.505103588104248","3.505103588104248","3.505103588104248"
"650","3.5749521255493164","3.5749521255493164","3.5749521255493164"
"653","3.559840202331543","3.559840202331543","3.559840202331543"
"655","3.50435209274292","3.50435209274292","3.50435209274292"
"659","3.5321760177612305","3.5321760177612305","3.5321760177612305"
"660","3.6290974617004395","3.6290974617004395","3.6290974617004395"
"661","3.350728750228882","3.350728750228882","3.350728750228882"
"663","3.5196990966796875","3.5196990966796875","3.5196990966796875"
"668","3.6099891662597656","3.6099891662597656","3.6099891662597656"
"669","3.475827932357788","3.475827932357788","3.475827932357788"
"672","3.629922866821289","3.629922866821289","3.629922866821289"
"673","3.3120639324188232","3.3120639324188232","3.3120639324188232"
"674","3.514922618865967","3.514922618865967","3.514922618865967"
"678","3.6703202724456787","3.6703202724456787","3.6703202724456787"
"679","3.519106388092041","3.519106388092041","3.519106388092041"
"681","3.5900723934173584","3.5900723934173584","3.5900723934173584"
"684","3.5929486751556396","3.5929486751556396","3.5929486751556396"
"685","3.4555511474609375","3.4555511474609375","3.4555511474609375"
"686","3.5193614959716797","3.5193614959716797","3.5193614959716797"
"688","3.653517246246338","3.653517246246338","3.653517246246338"
"689","3.7152252197265625","3.7152252197265625","3.7152252197265625"
"690","3.5514769554138184","3.5514769554138184","3.5514769554138184"
"692","3.437786817550659","3.437786817550659","3.437786817550659"
"695","3.5017590522766113","3.5017590522766113","3.5017590522766113"
"696","3.517035484313965","3.517035484313965","3.517035484313965"
"698","3.6724886894226074","3.6724886894226074","3.6724886894226074"
"699","3.6454410552978516","3.6454410552978516","3.6454410552978516"
"701","3.379199981689453","3.379199981689453","3.379199981689453"
"703","3.497579574584961","3.497579574584961","3.497579574584961"
"705","3.674436092376709","3.674436092376709","3.674436092376709"
"708","3.6102454662323","3.6102454662323","3.6102454662323"
"711","3.4907431602478027","3.4907431602478027","3.4907431602478027"
"713","3.5586581230163574","3.5586581230163574","3.5586581230163574"
"716","3.388437032699585","3.388437032699585","3.388437032699585"
"718","3.683558940887451","3.683558940887451","3.683558940887451"
"721","3.5516505241394043","3.5516505241394043","3.5516505241394043"
"724","3.488196849822998","3.488196849822998","3.488196849822998"
"726","3.574488639831543","3.574488639831543","3.574488639831543"
"728","3.5196170806884766","3.5196170806884766","3.5196170806884766"
"731","3.409506320953369","3.409506320953369","3.409506320953369"
"734","3.563802719116211","3.563802719116211","3.563802719116211"
"735","3.459033966064453","3.459033966064453","3.459033966064453"
"738","3.6155757904052734","3.6155757904052734","3.6155757904052734"
"742","3.5876176357269287","3.5876176357269287","3.5876176357269287"
"743","3.5644872188568115","3.5644872188568115","3.5644872188568115"
"745","3.5035457611083984","3.5035457611083984","3.5035457611083984"
"746","3.634197950363159","3.634197950363159","3.634197950363159"
"747","3.506356954574585","3.506356954574585","3.506356954574585"
"749","3.64693021774292","3.64693021774292","3.64693021774292"
"750","3.642184019088745","3.642184019088745","3.642184019088745"
"753","3.4590976238250732","3.4590976238250732","3.4590976238250732"
"755","3.596174716949463","3.596174716949463","3.596174716949463"
"757","3.7148666381835938","3.7148666381835938","3.7148666381835938"
"762","3.6651010513305664","3.6651010513305664","3.6651010513305664"
"763","3.4475619792938232","3.4475619792938232","3.4475619792938232"
"764","3.627218008041382","3.627218008041382","3.627218008041382"
"766","3.5469717979431152","3.5469717979431152","3.5469717979431152"
"768","3.4260711669921875","3.4260711669921875","3.4260711669921875"
"769","3.609996795654297","3.609996795654297","3.609996795654297"
"771","3.640300750732422","3.640300750732422","3.640300750732422"
"773","3.5436911582946777","3.5436911582946777","3.5436911582946777"
"774","3.660634994506836","3.660634994506836","3.660634994506836"
"775","3.4389266967773438","3.4389266967773438","3.4389266967773438"
"777","3.646625280380249","3.646625280380249","3.646625280380249"
"778","3.7027697563171387","3.7027697563171387","3.7027697563171387"
"779","3.6782805919647217","3.6782805919647217","3.6782805919647217"
"781","3.650723934173584","3.650723934173584","3.650723934173584"
"782","3.7767539024353027","3.7767539024353027","3.7767539024353027"
"785","3.622269630432129","3.622269630432129","3.622269630432129"
"786","3.4229979515075684","3.4229979515075684","3.4229979515075684"
"787","3.63260555267334","3.63260555267334","3.63260555267334"
"789","3.5140445232391357","3.5140445232391357","3.5140445232391357"
"790","3.6477067470550537","3.6477067470550537","3.6477067470550537"
"791","3.6260061264038086","3.6260061264038086","3.6260061264038086"
"794","3.600325584411621","3.600325584411621","3.600325584411621"
"795","3.482766628265381","3.482766628265381","3.482766628265381"
"799","3.656867504119873","3.656867504119873","3.656867504119873"
"802","3.7024848461151123","3.7024848461151123","3.7024848461151123"
"803","3.6497139930725098","3.6497139930725098","3.6497139930725098"
"809","3.6807518005371094","3.6807518005371094","3.6807518005371094"
"810","3.4337337017059326","3.4337337017059326","3.4337337017059326"
"812","3.533632755279541","3.533632755279541","3.533632755279541"
"813","3.543225049972534","3.543225049972534","3.543225049972534"
"814","3.5405173301696777","3.5405173301696777","3.5405173301696777"
"816","3.588776111602783","3.588776111602783","3.588776111602783"
"817","3.611454963684082","3.611454963684082","3.611454963684082"
"819","3.642040967941284","3.642040967941284","3.642040967941284"
"820","3.7171921730041504","3.7171921730041504","3.7171921730041504"
"821","3.4581077098846436","3.4581077098846436","3.4581077098846436"
"823","3.452944755554199","3.452944755554199","3.452944755554199"
"826","3.729518413543701","3.729518413543701","3.729518413543701"
"828","3.775613307952881","3.775613307952881","3.775613307952881"
"829","3.6860709190368652","3.6860709190368652","3.6860709190368652"
"830","3.49338960647583","3.49338960647583","3.49338960647583"
"831","3.5558600425720215","3.5558600425720215","3.5558600425720215"
"836","3.6137986183166504","3.6137986183166504","3.6137986183166504"
"837","3.5496928691864014","3.5496928691864014","3.5496928691864014"
"840","3.5739779472351074","3.5739779472351074","3.5739779472351074"
"841","3.5603322982788086","3.5603322982788086","3.5603322982788086"
"843","3.5344369411468506","3.5344369411468506","3.5344369411468506"
"845","3.514331579208374","3.514331579208374","3.514331579208374"
"852","3.5140130519866943","3.5140130519866943","3.5140130519866943"
"853","3.653238296508789","3.653238296508789","3.653238296508789"
"854","3.8629941940307617","3.8629941940307617","3.8629941940307617"
"858","3.559563398361206","3.559563398361206","3.559563398361206"
"860","3.614711284637451","3.614711284637451","3.614711284637451"
"862","3.5835063457489014","3.5835063457489014","3.5835063457489014"
"863","3.815953016281128","3.815953016281128","3.815953016281128"
"864","3.7188689708709717","3.7188689708709717","3.7188689708709717"
"867","3.6797213554382324","3.6797213554382324","3.6797213554382324"
"868","3.6264538764953613","3.6264538764953613","3.6264538764953613"
"869","3.5564393997192383","3.5564393997192383","3.5564393997192383"
"871","3.7710072994232178","3.7710072994232178","3.7710072994232178"
"872","3.7274088859558105","3.7274088859558105","3.7274088859558105"
"873","3.6418800354003906","3.6418800354003906","3.6418800354003906"
"876","3.7027366161346436","3.7027366161346436","3.7027366161346436"
"877","3.7136740684509277","3.7136740684509277","3.7136740684509277"
"879","3.3225810527801514","3.3225810527801514","3.3225810527801514"
"880","3.6423518657684326","3.6423518657684326","3.6423518657684326"
"887","3.563047409057617","3.563047409057617","3.563047409057617"
"890","3.4203591346740723","3.4203591346740723","3.4203591346740723"
"891","3.7029643058776855","3.7029643058776855","3.7029643058776855"
"892","3.564521551132202","3.564521551132202","3.564521551132202"
"897","3.5656824111938477","3.5656824111938477","3.5656824111938477"
"899","3.7082300186157227","3.7082300186157227","3.7082300186157227"
"900","3.6912612915039062","3.6912612915039062","3.6912612915039062"
"901","3.7395286560058594","3.7395286560058594","3.7395286560058594"
"902","3.6621596813201904","3.6621596813201904","3.6621596813201904"
"903","3.670344352722168","3.670344352722168","3.670344352722168"
"906","3.7475547790527344","3.7475547790527344","3.7475547790527344"
"909","3.6723763942718506","3.6723763942718506","3.6723763942718506"
"911","3.707679271697998","3.707679271697998","3.707679271697998"
"914","3.756340503692627","3.756340503692627","3.756340503692627"
"915","3.6929824352264404","3.6929824352264404","3.6929824352264404"
"919","3.592078685760498","3.592078685760498","3.592078685760498"
"920","3.8087868690490723","3.8087868690490723","3.8087868690490723"
"922","3.777907133102417","3.777907133102417","3.777907133102417"
"923","3.6337695121765137","3.6337695121765137","3.6337695121765137"
"927","3.716848134994507","3.716848134994507","3.716848134994507"
"929","3.3153743743896484","3.3153743743896484","3.3153743743896484"
"930","3.779141902923584","3.779141902923584","3.779141902923584"
"934","3.8355510234832764","3.8355510234832764","3.8355510234832764"
"935","3.617948532104492","3.617948532104492","3.617948532104492"
"936","3.656822919845581","3.656822919845581","3.656822919845581"
"938","3.7636516094207764","3.7636516094207764","3.7636516094207764"
"939","3.807493209838867","3.807493209838867","3.807493209838867"
"941","3.7702903747558594","3.7702903747558594","3.7702903747558594"
"942","3.678086042404175","3.678086042404175","3.678086042404175"
"943","3.6919798851013184","3.6919798851013184","3.6919798851013184"
"944","3.8395261764526367","3.8395261764526367","3.8395261764526367"
"949","3.7537989616394043","3.7537989616394043","3.7537989616394043"
"950","3.528656005859375","3.528656005859375","3.528656005859375"
"951","3.710958480834961","3.710958480834961","3.710958480834961"
"953","3.801344871520996","3.801344871520996","3.801344871520996"
"954","3.627622365951538","3.627622365951538","3.627622365951538"
"955","3.7030093669891357","3.7030093669891357","3.7030093669891357"
