"Step","1Ball1BlockID - Loss/value_function","1Ball1BlockID - Loss/value_function__MIN","1Ball1BlockID - Loss/value_function__MAX"
"85","0.11259312592446805","0.11259312592446805","0.11259312592446805"
"86","0.1078654658049345","0.1078654658049345","0.1078654658049345"
"88","0.11507760770618916","0.11507760770618916","0.11507760770618916"
"89","0.13167595490813255","0.13167595490813255","0.13167595490813255"
"90","0.15703546181321143","0.15703546181321143","0.15703546181321143"
"92","0.14118137136101722","0.14118137136101722","0.14118137136101722"
"93","0.17772570326924325","0.17772570326924325","0.17772570326924325"
"96","0.1816461406648159","0.1816461406648159","0.1816461406648159"
"97","0.2422342874109745","0.2422342874109745","0.2422342874109745"
"98","0.19656093493103982","0.19656093493103982","0.19656093493103982"
"99","0.15628852546215058","0.15628852546215058","0.15628852546215058"
"103","0.2954239919781685","0.2954239919781685","0.2954239919781685"
"104","0.4499082788825035","0.4499082788825035","0.4499082788825035"
"108","0.1667919285595417","0.1667919285595417","0.1667919285595417"
"109","0.14812452495098113","0.14812452495098113","0.14812452495098113"
"110","0.14978677555918693","0.14978677555918693","0.14978677555918693"
"112","0.1475072517991066","0.1475072517991066","0.1475072517991066"
"113","0.1667965419590473","0.1667965419590473","0.1667965419590473"
"114","0.1577649235725403","0.1577649235725403","0.1577649235725403"
"116","0.1455509379506111","0.1455509379506111","0.1455509379506111"
"117","0.14213795959949493","0.14213795959949493","0.14213795959949493"
"121","0.12860434651374816","0.12860434651374816","0.12860434651374816"
"122","0.13195014782249928","0.13195014782249928","0.13195014782249928"
"123","0.10867896005511284","0.10867896005511284","0.10867896005511284"
"128","0.11254832670092582","0.11254832670092582","0.11254832670092582"
"130","0.09796052128076553","0.09796052128076553","0.09796052128076553"
"131","0.10290764160454273","0.10290764160454273","0.10290764160454273"
"132","0.11308470480144024","0.11308470480144024","0.11308470480144024"
"133","0.10221782810986042","0.10221782810986042","0.10221782810986042"
"134","0.101383126527071","0.101383126527071","0.101383126527071"
"138","0.10833931118249893","0.10833931118249893","0.10833931118249893"
"140","0.11173396594822407","0.11173396594822407","0.11173396594822407"
"141","0.10600474290549755","0.10600474290549755","0.10600474290549755"
"142","0.11956578195095062","0.11956578195095062","0.11956578195095062"
"145","0.11171195618808269","0.11171195618808269","0.11171195618808269"
"147","0.09649931080639362","0.09649931080639362","0.09649931080639362"
"148","0.1077270332723856","0.1077270332723856","0.1077270332723856"
"151","0.0941423550248146","0.0941423550248146","0.0941423550248146"
"155","0.09392761513590812","0.09392761513590812","0.09392761513590812"
"158","0.09603035114705563","0.09603035114705563","0.09603035114705563"
"159","0.10087655074894428","0.10087655074894428","0.10087655074894428"
"161","0.10389993526041508","0.10389993526041508","0.10389993526041508"
"162","0.08722609989345073","0.08722609989345073","0.08722609989345073"
"164","0.08533219620585442","0.08533219620585442","0.08533219620585442"
"167","0.09724075756967068","0.09724075756967068","0.09724075756967068"
"169","0.10130217373371124","0.10130217373371124","0.10130217373371124"
"172","0.10716547220945358","0.10716547220945358","0.10716547220945358"
"173","0.08800684921443462","0.08800684921443462","0.08800684921443462"
"176","0.09004191011190414","0.09004191011190414","0.09004191011190414"
"178","0.08340318948030472","0.08340318948030472","0.08340318948030472"
"180","0.09043556898832321","0.09043556898832321","0.09043556898832321"
"184","0.09961292296648025","0.09961292296648025","0.09961292296648025"
"185","0.08979848362505435","0.08979848362505435","0.08979848362505435"
"187","0.08152648769319057","0.08152648769319057","0.08152648769319057"
"192","0.08503602594137191","0.08503602594137191","0.08503602594137191"
"194","0.08308347165584565","0.08308347165584565","0.08308347165584565"
"199","0.08358753211796284","0.08358753211796284","0.08358753211796284"
"202","0.08597874306142331","0.08597874306142331","0.08597874306142331"
"206","0.09553724005818368","0.09553724005818368","0.09553724005818368"
"209","0.08131383769214154","0.08131383769214154","0.08131383769214154"
"212","0.08641628175973892","0.08641628175973892","0.08641628175973892"
"214","0.08561215996742248","0.08561215996742248","0.08561215996742248"
"216","0.08151582814753056","0.08151582814753056","0.08151582814753056"
"217","0.08374451585114003","0.08374451585114003","0.08374451585114003"
"218","0.0869495689868927","0.0869495689868927","0.0869495689868927"
"219","0.09588726386427879","0.09588726386427879","0.09588726386427879"
"222","0.08587337806820869","0.08587337806820869","0.08587337806820869"
"223","0.09795476533472539","0.09795476533472539","0.09795476533472539"
"225","0.08347410336136818","0.08347410336136818","0.08347410336136818"
"227","0.08195257522165775","0.08195257522165775","0.08195257522165775"
"228","0.08771793954074383","0.08771793954074383","0.08771793954074383"
"234","0.11620296873152255","0.11620296873152255","0.11620296873152255"
"236","0.10222988724708557","0.10222988724708557","0.10222988724708557"
"237","0.10958060212433338","0.10958060212433338","0.10958060212433338"
"239","0.07754721976816654","0.07754721976816654","0.07754721976816654"
"241","0.09736504890024662","0.09736504890024662","0.09736504890024662"
"242","0.09047737754881383","0.09047737754881383","0.09047737754881383"
"246","0.08317686431109905","0.08317686431109905","0.08317686431109905"
"250","0.08629473000764847","0.08629473000764847","0.08629473000764847"
"252","0.09105469435453414","0.09105469435453414","0.09105469435453414"
"255","0.09921670705080032","0.09921670705080032","0.09921670705080032"
"257","0.09276927299797535","0.09276927299797535","0.09276927299797535"
"259","0.11572391949594021","0.11572391949594021","0.11572391949594021"
"260","0.14731413014233113","0.14731413014233113","0.14731413014233113"
"261","0.0974250391125679","0.0974250391125679","0.0974250391125679"
"262","0.09640519991517067","0.09640519991517067","0.09640519991517067"
"266","0.112824572250247","0.112824572250247","0.112824572250247"
"267","0.11104249320924282","0.11104249320924282","0.11104249320924282"
"269","0.10728460140526294","0.10728460140526294","0.10728460140526294"
"270","0.09911813884973526","0.09911813884973526","0.09911813884973526"
"271","0.10612203665077687","0.10612203665077687","0.10612203665077687"
"272","0.10992301106452942","0.10992301106452942","0.10992301106452942"
"273","0.11480301059782505","0.11480301059782505","0.11480301059782505"
"278","0.11909261345863342","0.11909261345863342","0.11909261345863342"
"279","0.1350340958684683","0.1350340958684683","0.1350340958684683"
"280","0.14042470790445805","0.14042470790445805","0.14042470790445805"
"281","0.10355295576155185","0.10355295576155185","0.10355295576155185"
"282","0.10208570770919323","0.10208570770919323","0.10208570770919323"
"283","0.11940631680190564","0.11940631680190564","0.11940631680190564"
"285","0.12388343065977096","0.12388343065977096","0.12388343065977096"
"286","0.11299619935452938","0.11299619935452938","0.11299619935452938"
"289","0.12308334298431874","0.12308334298431874","0.12308334298431874"
"290","0.12923727333545684","0.12923727333545684","0.12923727333545684"
"291","0.13902254067361355","0.13902254067361355","0.13902254067361355"
"292","0.11354570053517818","0.11354570053517818","0.11354570053517818"
"294","0.14657267704606056","0.14657267704606056","0.14657267704606056"
"295","0.14791067875921726","0.14791067875921726","0.14791067875921726"
"300","0.15701864734292031","0.15701864734292031","0.15701864734292031"
"301","0.16231934502720832","0.16231934502720832","0.16231934502720832"
"302","0.19227697625756263","0.19227697625756263","0.19227697625756263"
"304","0.12460956238210201","0.12460956238210201","0.12460956238210201"
"309","0.12089080549776554","0.12089080549776554","0.12089080549776554"
"312","0.1432171281427145","0.1432171281427145","0.1432171281427145"
"313","0.13360017798841","0.13360017798841","0.13360017798841"
"314","0.13737189248204232","0.13737189248204232","0.13737189248204232"
"316","0.13025648817420005","0.13025648817420005","0.13025648817420005"
"318","0.10364855341613292","0.10364855341613292","0.10364855341613292"
"320","0.1234518676996231","0.1234518676996231","0.1234518676996231"
"323","0.1240143209695816","0.1240143209695816","0.1240143209695816"
"324","0.09908504858613014","0.09908504858613014","0.09908504858613014"
"326","0.10651858001947404","0.10651858001947404","0.10651858001947404"
"327","0.1245060782879591","0.1245060782879591","0.1245060782879591"
"328","0.13739876672625542","0.13739876672625542","0.13739876672625542"
"330","0.10113601610064507","0.10113601610064507","0.10113601610064507"
"335","0.11123960465192795","0.11123960465192795","0.11123960465192795"
"336","0.10839370526373386","0.10839370526373386","0.10839370526373386"
"340","0.11211452148854732","0.11211452148854732","0.11211452148854732"
"342","0.11151720099151134","0.11151720099151134","0.11151720099151134"
"343","0.11220681369304657","0.11220681369304657","0.11220681369304657"
"346","0.09358784295618534","0.09358784295618534","0.09358784295618534"
"348","0.11342921182513237","0.11342921182513237","0.11342921182513237"
"349","0.11018713600933552","0.11018713600933552","0.11018713600933552"
"350","0.10433414801955224","0.10433414801955224","0.10433414801955224"
"351","0.09812344312667846","0.09812344312667846","0.09812344312667846"
"354","0.08946501053869724","0.08946501053869724","0.08946501053869724"
"355","0.09123397804796696","0.09123397804796696","0.09123397804796696"
"356","0.1013272162526846","0.1013272162526846","0.1013272162526846"
"357","0.10059566795825958","0.10059566795825958","0.10059566795825958"
"361","0.09090197570621968","0.09090197570621968","0.09090197570621968"
"366","0.0926646951586008","0.0926646951586008","0.0926646951586008"
"370","0.09146575219929218","0.09146575219929218","0.09146575219929218"
"371","0.09588470570743084","0.09588470570743084","0.09588470570743084"
"372","0.0864032730460167","0.0864032730460167","0.0864032730460167"
"373","0.10202973820269108","0.10202973820269108","0.10202973820269108"
"374","0.10205708593130111","0.10205708593130111","0.10205708593130111"
"375","0.11199824698269367","0.11199824698269367","0.11199824698269367"
"376","0.09626641385257244","0.09626641385257244","0.09626641385257244"
"378","0.11964657455682755","0.11964657455682755","0.11964657455682755"
"379","0.12752279751002787","0.12752279751002787","0.12752279751002787"
"382","0.08836228139698506","0.08836228139698506","0.08836228139698506"
"383","0.09646916501224041","0.09646916501224041","0.09646916501224041"
"385","0.10304149463772774","0.10304149463772774","0.10304149463772774"
"386","0.12546393275260925","0.12546393275260925","0.12546393275260925"
"391","0.1009661614894867","0.1009661614894867","0.1009661614894867"
"396","0.09568633958697319","0.09568633958697319","0.09568633958697319"
"397","0.10840624198317528","0.10840624198317528","0.10840624198317528"
"399","0.10509266182780266","0.10509266182780266","0.10509266182780266"
"401","0.32232110649347306","0.32232110649347306","0.32232110649347306"
"402","0.14922197312116622","0.14922197312116622","0.14922197312116622"
"403","0.10943552441895008","0.10943552441895008","0.10943552441895008"
"404","0.10468104332685471","0.10468104332685471","0.10468104332685471"
"406","0.11139827966690063","0.11139827966690063","0.11139827966690063"
"409","0.1210309948772192","0.1210309948772192","0.1210309948772192"
"411","0.12471701055765153","0.12471701055765153","0.12471701055765153"
"414","0.10934431292116642","0.10934431292116642","0.10934431292116642"
"417","0.10961951091885566","0.10961951091885566","0.10961951091885566"
"418","0.09182121194899082","0.09182121194899082","0.09182121194899082"
"419","0.10628041736781597","0.10628041736781597","0.10628041736781597"
"423","0.12672737129032613","0.12672737129032613","0.12672737129032613"
"427","0.11085847429931164","0.11085847429931164","0.11085847429931164"
"432","0.14766931161284447","0.14766931161284447","0.14766931161284447"
"434","0.16535041630268096","0.16535041630268096","0.16535041630268096"
"435","0.17430023178458215","0.17430023178458215","0.17430023178458215"
"437","0.16887404024600983","0.16887404024600983","0.16887404024600983"
"438","0.1287782270461321","0.1287782270461321","0.1287782270461321"
"440","0.14047267213463782","0.14047267213463782","0.14047267213463782"
"442","0.12702194452285767","0.12702194452285767","0.12702194452285767"
"443","0.13311638534069062","0.13311638534069062","0.13311638534069062"
"445","0.15825293883681296","0.15825293883681296","0.15825293883681296"
"446","0.1357628472149372","0.1357628472149372","0.1357628472149372"
"451","0.13389525786042214","0.13389525786042214","0.13389525786042214"
"454","0.1483992651104927","0.1483992651104927","0.1483992651104927"
"456","0.12779292203485965","0.12779292203485965","0.12779292203485965"
"462","0.16451238095760345","0.16451238095760345","0.16451238095760345"
"465","0.13855367116630077","0.13855367116630077","0.13855367116630077"
"466","0.1479388229548931","0.1479388229548931","0.1479388229548931"
"468","0.15399093851447104","0.15399093851447104","0.15399093851447104"
"471","0.16043300479650496","0.16043300479650496","0.16043300479650496"
"472","0.14570384621620178","0.14570384621620178","0.14570384621620178"
"473","0.17704940289258958","0.17704940289258958","0.17704940289258958"
"475","0.1660545937716961","0.1660545937716961","0.1660545937716961"
"476","0.1742481581866741","0.1742481581866741","0.1742481581866741"
"478","0.19023134261369706","0.19023134261369706","0.19023134261369706"
"480","0.22815752997994423","0.22815752997994423","0.22815752997994423"
"481","0.18518364280462266","0.18518364280462266","0.18518364280462266"
"486","0.17745506912469863","0.17745506912469863","0.17745506912469863"
"488","0.1856661058962345","0.1856661058962345","0.1856661058962345"
"489","0.20190453082323073","0.20190453082323073","0.20190453082323073"
"491","0.14956719800829887","0.14956719800829887","0.14956719800829887"
"494","0.15621987581253052","0.15621987581253052","0.15621987581253052"
"495","0.15981098040938377","0.15981098040938377","0.15981098040938377"
"497","0.16685554534196853","0.16685554534196853","0.16685554534196853"
"499","0.17687908932566643","0.17687908932566643","0.17687908932566643"
"501","0.15828694477677346","0.15828694477677346","0.15828694477677346"
"503","0.18391778096556663","0.18391778096556663","0.18391778096556663"
"506","0.18588647320866586","0.18588647320866586","0.18588647320866586"
"508","0.20373326763510705","0.20373326763510705","0.20373326763510705"
"511","0.19886113852262496","0.19886113852262496","0.19886113852262496"
"512","0.16097356379032135","0.16097356379032135","0.16097356379032135"
"513","0.16632699966430664","0.16632699966430664","0.16632699966430664"
"514","0.15193151012063028","0.15193151012063028","0.15193151012063028"
"515","0.1488168053328991","0.1488168053328991","0.1488168053328991"
"516","0.13601653575897216","0.13601653575897216","0.13601653575897216"
"517","0.1442895382642746","0.1442895382642746","0.1442895382642746"
"519","0.18872184529900551","0.18872184529900551","0.18872184529900551"
"522","0.1796638287603855","0.1796638287603855","0.1796638287603855"
"523","0.2074926659464836","0.2074926659464836","0.2074926659464836"
"526","0.1868475779891014","0.1868475779891014","0.1868475779891014"
"529","0.16646484583616256","0.16646484583616256","0.16646484583616256"
"530","0.20481197834014891","0.20481197834014891","0.20481197834014891"
"531","0.16694258376955987","0.16694258376955987","0.16694258376955987"
"532","0.17241061702370644","0.17241061702370644","0.17241061702370644"
"534","0.18455775603652","0.18455775603652","0.18455775603652"
"536","0.15300415009260177","0.15300415009260177","0.15300415009260177"
"537","0.2115597128868103","0.2115597128868103","0.2115597128868103"
"538","0.20168101638555527","0.20168101638555527","0.20168101638555527"
"539","0.19363638907670974","0.19363638907670974","0.19363638907670974"
"540","0.19404744058847428","0.19404744058847428","0.19404744058847428"
"541","0.1756126679480076","0.1756126679480076","0.1756126679480076"
"542","0.2006194680929184","0.2006194680929184","0.2006194680929184"
"543","0.24517042562365532","0.24517042562365532","0.24517042562365532"
"544","0.23062445148825644","0.23062445148825644","0.23062445148825644"
"546","0.21085572689771653","0.21085572689771653","0.21085572689771653"
"554","0.18400937095284461","0.18400937095284461","0.18400937095284461"
"556","0.19870244860649108","0.19870244860649108","0.19870244860649108"
"558","0.19799264147877693","0.19799264147877693","0.19799264147877693"
"559","0.204002795368433","0.204002795368433","0.204002795368433"
"560","0.232004264742136","0.232004264742136","0.232004264742136"
"561","0.20402249619364737","0.20402249619364737","0.20402249619364737"
"567","0.24238602817058563","0.24238602817058563","0.24238602817058563"
"570","0.23148820996284486","0.23148820996284486","0.23148820996284486"
"571","0.18934642672538757","0.18934642672538757","0.18934642672538757"
"572","0.23699663281440736","0.23699663281440736","0.23699663281440736"
"574","0.19697122871875763","0.19697122871875763","0.19697122871875763"
"575","0.2694415427744389","0.2694415427744389","0.2694415427744389"
"577","0.2440580300986767","0.2440580300986767","0.2440580300986767"
"578","0.2339554138481617","0.2339554138481617","0.2339554138481617"
"579","0.18960251957178115","0.18960251957178115","0.18960251957178115"
"580","0.2247337095439434","0.2247337095439434","0.2247337095439434"
"581","0.26270952448248863","0.26270952448248863","0.26270952448248863"
"584","0.29120784550905227","0.29120784550905227","0.29120784550905227"
"586","0.24464237838983535","0.24464237838983535","0.24464237838983535"
"587","0.2926360100507736","0.2926360100507736","0.2926360100507736"
"589","0.24962197840213776","0.24962197840213776","0.24962197840213776"
"590","0.25844700559973716","0.25844700559973716","0.25844700559973716"
"591","0.22780949249863625","0.22780949249863625","0.22780949249863625"
"592","0.24627275690436362","0.24627275690436362","0.24627275690436362"
"594","0.23465762063860893","0.23465762063860893","0.23465762063860893"
"595","0.29976916760206224","0.29976916760206224","0.29976916760206224"
"596","0.22992181777954102","0.22992181777954102","0.22992181777954102"
"598","0.2617289684712887","0.2617289684712887","0.2617289684712887"
"601","0.24781345576047897","0.24781345576047897","0.24781345576047897"
"603","0.3411639750003815","0.3411639750003815","0.3411639750003815"
"606","0.22732767686247826","0.22732767686247826","0.22732767686247826"
"609","0.20917880311608314","0.20917880311608314","0.20917880311608314"
"613","0.21558190360665322","0.21558190360665322","0.21558190360665322"
"614","0.25273340120911597","0.25273340120911597","0.25273340120911597"
"617","0.26267816349864004","0.26267816349864004","0.26267816349864004"
"620","0.3104500100016594","0.3104500100016594","0.3104500100016594"
"621","0.2860510602593422","0.2860510602593422","0.2860510602593422"
"623","0.33112767785787584","0.33112767785787584","0.33112767785787584"
"624","0.3243132770061493","0.3243132770061493","0.3243132770061493"
"626","0.2802437797188759","0.2802437797188759","0.2802437797188759"
"627","0.2874378964304924","0.2874378964304924","0.2874378964304924"
"631","0.26694296002388","0.26694296002388","0.26694296002388"
"634","0.2956907287240028","0.2956907287240028","0.2956907287240028"
"635","0.3510688692331314","0.3510688692331314","0.3510688692331314"
"639","0.2890899360179901","0.2890899360179901","0.2890899360179901"
"640","0.30428712666034696","0.30428712666034696","0.30428712666034696"
"642","0.28291994631290435","0.28291994631290435","0.28291994631290435"
"643","0.25146732181310655","0.25146732181310655","0.25146732181310655"
"644","0.2859998315572739","0.2859998315572739","0.2859998315572739"
"648","0.20168235301971435","0.20168235301971435","0.20168235301971435"
"649","0.21115903705358505","0.21115903705358505","0.21115903705358505"
"652","0.28539875000715254","0.28539875000715254","0.28539875000715254"
"653","0.27809947580099104","0.27809947580099104","0.27809947580099104"
"654","0.2763573117554188","0.2763573117554188","0.2763573117554188"
"655","0.29417018592357635","0.29417018592357635","0.29417018592357635"
"657","0.26183355450630186","0.26183355450630186","0.26183355450630186"
"658","0.26269320771098137","0.26269320771098137","0.26269320771098137"
"660","0.2817806713283062","0.2817806713283062","0.2817806713283062"
"661","0.31776076555252075","0.31776076555252075","0.31776076555252075"
"663","0.30166489332914354","0.30166489332914354","0.30166489332914354"
"666","0.22984206601977347","0.22984206601977347","0.22984206601977347"
"667","0.3042578548192978","0.3042578548192978","0.3042578548192978"
"669","0.28696615546941756","0.28696615546941756","0.28696615546941756"
"673","0.29961938560009005","0.29961938560009005","0.29961938560009005"
"674","0.27598734498023986","0.27598734498023986","0.27598734498023986"
"676","0.2862518146634102","0.2862518146634102","0.2862518146634102"
"677","0.22837827503681182","0.22837827503681182","0.22837827503681182"
"680","0.28124248459935186","0.28124248459935186","0.28124248459935186"
"681","0.28226385116577146","0.28226385116577146","0.28226385116577146"
"685","0.3367620259523392","0.3367620259523392","0.3367620259523392"
"687","0.35186147391796113","0.35186147391796113","0.35186147391796113"
"690","0.2365662209689617","0.2365662209689617","0.2365662209689617"
"693","0.31630819439888","0.31630819439888","0.31630819439888"
"694","0.22772049009799958","0.22772049009799958","0.22772049009799958"
"696","0.21669996976852418","0.21669996976852418","0.21669996976852418"
"700","0.2503537438809872","0.2503537438809872","0.2503537438809872"
"705","0.24506779313087462","0.24506779313087462","0.24506779313087462"
"707","0.2717678837478161","0.2717678837478161","0.2717678837478161"
"708","0.2840538576245308","0.2840538576245308","0.2840538576245308"
"712","0.23161397203803064","0.23161397203803064","0.23161397203803064"
"714","0.2612698845565319","0.2612698845565319","0.2612698845565319"
"715","0.24169229492545127","0.24169229492545127","0.24169229492545127"
"716","0.2526090070605278","0.2526090070605278","0.2526090070605278"
"717","0.240244772285223","0.240244772285223","0.240244772285223"
"720","0.3272321879863739","0.3272321879863739","0.3272321879863739"
"721","0.24294802471995353","0.24294802471995353","0.24294802471995353"
"723","0.2291148290038109","0.2291148290038109","0.2291148290038109"
"724","0.23495548889040946","0.23495548889040946","0.23495548889040946"
"728","0.2942559629678726","0.2942559629678726","0.2942559629678726"
"731","0.27807091623544694","0.27807091623544694","0.27807091623544694"
"733","0.34861319214105607","0.34861319214105607","0.34861319214105607"
"737","0.38803697377443314","0.38803697377443314","0.38803697377443314"
"743","0.31194619089365005","0.31194619089365005","0.31194619089365005"
"744","0.3198583073914051","0.3198583073914051","0.3198583073914051"
"745","0.26295230910182","0.26295230910182","0.26295230910182"
"746","0.23207816183567048","0.23207816183567048","0.23207816183567048"
"749","0.24541860148310662","0.24541860148310662","0.24541860148310662"
"752","0.271465278416872","0.271465278416872","0.271465278416872"
"754","0.2802456423640251","0.2802456423640251","0.2802456423640251"
"755","0.2906847521662712","0.2906847521662712","0.2906847521662712"
"757","0.22865392714738847","0.22865392714738847","0.22865392714738847"
"761","0.261011104285717","0.261011104285717","0.261011104285717"
"764","0.27593082264065744","0.27593082264065744","0.27593082264065744"
"765","0.21886386200785637","0.21886386200785637","0.21886386200785637"
"767","0.3282560184597969","0.3282560184597969","0.3282560184597969"
"769","0.27634529769420624","0.27634529769420624","0.27634529769420624"
"771","0.32906438410282135","0.32906438410282135","0.32906438410282135"
"774","0.32743174731731417","0.32743174731731417","0.32743174731731417"
"775","0.2610240809619427","0.2610240809619427","0.2610240809619427"
"776","0.21848944798111916","0.21848944798111916","0.21848944798111916"
"777","0.2612397685647011","0.2612397685647011","0.2612397685647011"
"778","0.26528518795967104","0.26528518795967104","0.26528518795967104"
"780","0.25411769151687624","0.25411769151687624","0.25411769151687624"
"781","0.2611879676580429","0.2611879676580429","0.2611879676580429"
"783","0.2586030252277851","0.2586030252277851","0.2586030252277851"
"784","0.3318967536091805","0.3318967536091805","0.3318967536091805"
"788","0.44776641875505446","0.44776641875505446","0.44776641875505446"
"789","0.3753796100616455","0.3753796100616455","0.3753796100616455"
"793","0.30644135624170304","0.30644135624170304","0.30644135624170304"
"795","0.31077651828527453","0.31077651828527453","0.31077651828527453"
"796","0.27745094150304794","0.27745094150304794","0.27745094150304794"
"797","0.3971171140670776","0.3971171140670776","0.3971171140670776"
"798","0.23680612370371817","0.23680612370371817","0.23680612370371817"
"799","0.2040471203625202","0.2040471203625202","0.2040471203625202"
"801","0.21191733777523042","0.21191733777523042","0.21191733777523042"
"803","0.29625399857759477","0.29625399857759477","0.29625399857759477"
"804","0.28835489600896835","0.28835489600896835","0.28835489600896835"
"808","0.30638726949691775","0.30638726949691775","0.30638726949691775"
"809","0.25064761787652967","0.25064761787652967","0.25064761787652967"
"810","0.2927846096456051","0.2927846096456051","0.2927846096456051"
"811","0.2283582180738449","0.2283582180738449","0.2283582180738449"
"813","0.2346232034265995","0.2346232034265995","0.2346232034265995"
"814","0.2084127940237522","0.2084127940237522","0.2084127940237522"
"818","0.2635257333517075","0.2635257333517075","0.2635257333517075"
"820","0.2438292033970356","0.2438292033970356","0.2438292033970356"
"822","0.30820532739162443","0.30820532739162443","0.30820532739162443"
"825","0.24570457115769387","0.24570457115769387","0.24570457115769387"
"826","0.21533308774232865","0.21533308774232865","0.21533308774232865"
"828","0.27606074661016466","0.27606074661016466","0.27606074661016466"
"833","0.31287793815135956","0.31287793815135956","0.31287793815135956"
"842","0.23739807605743407","0.23739807605743407","0.23739807605743407"
"844","0.2776159331202507","0.2776159331202507","0.2776159331202507"
"845","0.2537706337869167","0.2537706337869167","0.2537706337869167"
"847","0.31550114750862124","0.31550114750862124","0.31550114750862124"
"848","0.2192741870880127","0.2192741870880127","0.2192741870880127"
"849","0.24728402867913246","0.24728402867913246","0.24728402867913246"
"856","0.1921481631696224","0.1921481631696224","0.1921481631696224"
"858","0.3281198725104332","0.3281198725104332","0.3281198725104332"
"860","0.4228156477212906","0.4228156477212906","0.4228156477212906"
"862","0.3437086045742035","0.3437086045742035","0.3437086045742035"
"864","0.30133572071790693","0.30133572071790693","0.30133572071790693"
"866","0.21034785285592078","0.21034785285592078","0.21034785285592078"
"867","0.206176495552063","0.206176495552063","0.206176495552063"
"869","0.20908909142017365","0.20908909142017365","0.20908909142017365"
"873","0.21028155088424683","0.21028155088424683","0.21028155088424683"
"876","0.3110939309000969","0.3110939309000969","0.3110939309000969"
"878","0.2653564713895321","0.2653564713895321","0.2653564713895321"
"879","0.2835130974650383","0.2835130974650383","0.2835130974650383"
"881","0.3171455144882202","0.3171455144882202","0.3171455144882202"
"882","0.3005796745419502","0.3005796745419502","0.3005796745419502"
"884","0.2937528222799301","0.2937528222799301","0.2937528222799301"
"886","0.23726500794291497","0.23726500794291497","0.23726500794291497"
"887","0.26212542727589605","0.26212542727589605","0.26212542727589605"
"890","0.25985768884420396","0.25985768884420396","0.25985768884420396"
"892","0.23036788180470466","0.23036788180470466","0.23036788180470466"
"896","0.235434640198946","0.235434640198946","0.235434640198946"
"899","0.20844474509358407","0.20844474509358407","0.20844474509358407"
"900","0.2317851074039936","0.2317851074039936","0.2317851074039936"
"901","0.1826319456100464","0.1826319456100464","0.1826319456100464"
"905","0.21612493097782134","0.21612493097782134","0.21612493097782134"
"908","0.1826552800834179","0.1826552800834179","0.1826552800834179"
"912","0.15398239940404893","0.15398239940404893","0.15398239940404893"
"915","0.25611285492777824","0.25611285492777824","0.25611285492777824"
"916","0.2552057936787605","0.2552057936787605","0.2552057936787605"
"918","0.24250359684228898","0.24250359684228898","0.24250359684228898"
"920","0.2617683857679367","0.2617683857679367","0.2617683857679367"
"922","0.24864647090435027","0.24864647090435027","0.24864647090435027"
"923","0.20727102756500243","0.20727102756500243","0.20727102756500243"
"928","0.2096554271876812","0.2096554271876812","0.2096554271876812"
