"Step","1Ball1BlockID - Metrics/targetPosition/error_pos_2d","1Ball1BlockID - Metrics/targetPosition/error_pos_2d__MIN","1Ball1BlockID - Metrics/targetPosition/error_pos_2d__MAX"
"102","4.7697553634643555","4.7697553634643555","4.7697553634643555"
"103","4.716255187988281","4.716255187988281","4.716255187988281"
"105","4.814433574676514","4.814433574676514","4.814433574676514"
"106","4.742079734802246","4.742079734802246","4.742079734802246"
"107","4.841831207275391","4.841831207275391","4.841831207275391"
"111","4.762502670288086","4.762502670288086","4.762502670288086"
"113","4.73640251159668","4.73640251159668","4.73640251159668"
"117","4.696109294891357","4.696109294891357","4.696109294891357"
"118","4.665592193603516","4.665592193603516","4.665592193603516"
"122","4.5828752517700195","4.5828752517700195","4.5828752517700195"
"123","4.678058624267578","4.678058624267578","4.678058624267578"
"125","4.5422682762146","4.5422682762146","4.5422682762146"
"126","4.587310791015625","4.587310791015625","4.587310791015625"
"127","4.6253485679626465","4.6253485679626465","4.6253485679626465"
"128","4.584155082702637","4.584155082702637","4.584155082702637"
"129","4.59404182434082","4.59404182434082","4.59404182434082"
"132","4.5718865394592285","4.5718865394592285","4.5718865394592285"
"135","4.6128926277160645","4.6128926277160645","4.6128926277160645"
"137","4.5793657302856445","4.5793657302856445","4.5793657302856445"
"140","4.590043067932129","4.590043067932129","4.590043067932129"
"141","4.617875099182129","4.617875099182129","4.617875099182129"
"142","4.576414108276367","4.576414108276367","4.576414108276367"
"143","4.584823131561279","4.584823131561279","4.584823131561279"
"145","4.571410179138184","4.571410179138184","4.571410179138184"
"146","4.6056108474731445","4.6056108474731445","4.6056108474731445"
"148","4.499192237854004","4.499192237854004","4.499192237854004"
"150","4.5505828857421875","4.5505828857421875","4.5505828857421875"
"151","4.509644508361816","4.509644508361816","4.509644508361816"
"153","4.476598739624023","4.476598739624023","4.476598739624023"
"155","4.514774322509766","4.514774322509766","4.514774322509766"
"156","4.508284568786621","4.508284568786621","4.508284568786621"
"157","4.506661891937256","4.506661891937256","4.506661891937256"
"160","4.545497894287109","4.545497894287109","4.545497894287109"
"161","4.533605098724365","4.533605098724365","4.533605098724365"
"163","4.539079189300537","4.539079189300537","4.539079189300537"
"167","4.507018566131592","4.507018566131592","4.507018566131592"
"168","4.4965925216674805","4.4965925216674805","4.4965925216674805"
"170","4.496706008911133","4.496706008911133","4.496706008911133"
"172","4.5102858543396","4.5102858543396","4.5102858543396"
"173","4.554477691650391","4.554477691650391","4.554477691650391"
"176","4.507071495056152","4.507071495056152","4.507071495056152"
"177","4.522820472717285","4.522820472717285","4.522820472717285"
"178","4.506830215454102","4.506830215454102","4.506830215454102"
"179","4.507683753967285","4.507683753967285","4.507683753967285"
"185","4.542172908782959","4.542172908782959","4.542172908782959"
"186","4.516406059265137","4.516406059265137","4.516406059265137"
"187","4.480408668518066","4.480408668518066","4.480408668518066"
"188","4.566767692565918","4.566767692565918","4.566767692565918"
"189","4.508514404296875","4.508514404296875","4.508514404296875"
"191","4.488652229309082","4.488652229309082","4.488652229309082"
"192","4.450995922088623","4.450995922088623","4.450995922088623"
"193","4.496795177459717","4.496795177459717","4.496795177459717"
"194","4.513267517089844","4.513267517089844","4.513267517089844"
"195","4.541318416595459","4.541318416595459","4.541318416595459"
"196","4.494333744049072","4.494333744049072","4.494333744049072"
"197","4.533509731292725","4.533509731292725","4.533509731292725"
"199","4.498428821563721","4.498428821563721","4.498428821563721"
"201","4.530102252960205","4.530102252960205","4.530102252960205"
"203","4.541204452514648","4.541204452514648","4.541204452514648"
"204","4.552038669586182","4.552038669586182","4.552038669586182"
"206","4.540128707885742","4.540128707885742","4.540128707885742"
"207","4.470054626464844","4.470054626464844","4.470054626464844"
"209","4.490791320800781","4.490791320800781","4.490791320800781"
"211","4.477716445922852","4.477716445922852","4.477716445922852"
"212","4.578004837036133","4.578004837036133","4.578004837036133"
"214","4.545069217681885","4.545069217681885","4.545069217681885"
"215","4.538272380828857","4.538272380828857","4.538272380828857"
"217","4.538488388061523","4.538488388061523","4.538488388061523"
"218","4.503959655761719","4.503959655761719","4.503959655761719"
"219","4.49501895904541","4.49501895904541","4.49501895904541"
"220","4.5245161056518555","4.5245161056518555","4.5245161056518555"
"221","4.560670852661133","4.560670852661133","4.560670852661133"
"225","4.497488498687744","4.497488498687744","4.497488498687744"
"226","4.512104034423828","4.512104034423828","4.512104034423828"
"229","4.505313396453857","4.505313396453857","4.505313396453857"
"231","4.522271633148193","4.522271633148193","4.522271633148193"
"232","4.508956432342529","4.508956432342529","4.508956432342529"
"233","4.536499977111816","4.536499977111816","4.536499977111816"
"235","4.52644157409668","4.52644157409668","4.52644157409668"
"236","4.520638465881348","4.520638465881348","4.520638465881348"
"238","4.500473976135254","4.500473976135254","4.500473976135254"
"240","4.495497703552246","4.495497703552246","4.495497703552246"
"242","4.504034996032715","4.504034996032715","4.504034996032715"
"245","4.52194881439209","4.52194881439209","4.52194881439209"
"246","4.470408916473389","4.470408916473389","4.470408916473389"
"248","4.511717796325684","4.511717796325684","4.511717796325684"
"251","4.481965065002441","4.481965065002441","4.481965065002441"
"254","4.523244857788086","4.523244857788086","4.523244857788086"
"255","4.483051300048828","4.483051300048828","4.483051300048828"
"256","4.518668174743652","4.518668174743652","4.518668174743652"
"261","4.486319065093994","4.486319065093994","4.486319065093994"
"262","4.520792007446289","4.520792007446289","4.520792007446289"
"264","4.461125373840332","4.461125373840332","4.461125373840332"
"265","4.452984809875488","4.452984809875488","4.452984809875488"
"269","4.484214782714844","4.484214782714844","4.484214782714844"
"271","4.4831366539001465","4.4831366539001465","4.4831366539001465"
"273","4.500420570373535","4.500420570373535","4.500420570373535"
"277","4.42615270614624","4.42615270614624","4.42615270614624"
"278","4.3830671310424805","4.3830671310424805","4.3830671310424805"
"280","4.4265289306640625","4.4265289306640625","4.4265289306640625"
"281","4.514875411987305","4.514875411987305","4.514875411987305"
"282","4.4574456214904785","4.4574456214904785","4.4574456214904785"
"285","4.403015613555908","4.403015613555908","4.403015613555908"
"292","4.397468566894531","4.397468566894531","4.397468566894531"
"294","4.385714530944824","4.385714530944824","4.385714530944824"
"297","4.362695693969727","4.362695693969727","4.362695693969727"
"299","4.47898006439209","4.47898006439209","4.47898006439209"
"302","4.510833740234375","4.510833740234375","4.510833740234375"
"303","4.525460720062256","4.525460720062256","4.525460720062256"
"304","4.415463447570801","4.415463447570801","4.415463447570801"
"306","4.49709415435791","4.49709415435791","4.49709415435791"
"308","4.503129005432129","4.503129005432129","4.503129005432129"
"310","4.481481075286865","4.481481075286865","4.481481075286865"
"312","4.505693435668945","4.505693435668945","4.505693435668945"
"313","4.582114219665527","4.582114219665527","4.582114219665527"
"314","4.506715774536133","4.506715774536133","4.506715774536133"
"319","4.465726852416992","4.465726852416992","4.465726852416992"
"320","4.537962436676025","4.537962436676025","4.537962436676025"
"321","4.523674964904785","4.523674964904785","4.523674964904785"
"322","4.521823406219482","4.521823406219482","4.521823406219482"
"325","4.50627326965332","4.50627326965332","4.50627326965332"
"326","4.514177322387695","4.514177322387695","4.514177322387695"
"327","4.501860618591309","4.501860618591309","4.501860618591309"
"328","4.549703121185303","4.549703121185303","4.549703121185303"
"329","4.489969253540039","4.489969253540039","4.489969253540039"
"333","4.416873931884766","4.416873931884766","4.416873931884766"
"336","4.468644142150879","4.468644142150879","4.468644142150879"
"338","4.503041744232178","4.503041744232178","4.503041744232178"
"339","4.419387340545654","4.419387340545654","4.419387340545654"
"341","4.465244293212891","4.465244293212891","4.465244293212891"
"343","4.525487422943115","4.525487422943115","4.525487422943115"
"347","4.408977031707764","4.408977031707764","4.408977031707764"
"351","4.437324047088623","4.437324047088623","4.437324047088623"
"353","4.415230751037598","4.415230751037598","4.415230751037598"
"354","4.4684014320373535","4.4684014320373535","4.4684014320373535"
"355","4.4896931648254395","4.4896931648254395","4.4896931648254395"
"359","4.432448387145996","4.432448387145996","4.432448387145996"
"361","4.3968729972839355","4.3968729972839355","4.3968729972839355"
"362","4.512580871582031","4.512580871582031","4.512580871582031"
"364","4.433952331542969","4.433952331542969","4.433952331542969"
"365","4.43901252746582","4.43901252746582","4.43901252746582"
"366","4.427534103393555","4.427534103393555","4.427534103393555"
"368","4.377755165100098","4.377755165100098","4.377755165100098"
"369","4.309946060180664","4.309946060180664","4.309946060180664"
"370","4.351191520690918","4.351191520690918","4.351191520690918"
"371","4.418055534362793","4.418055534362793","4.418055534362793"
"378","4.356521129608154","4.356521129608154","4.356521129608154"
"381","4.412171363830566","4.412171363830566","4.412171363830566"
"382","4.32675313949585","4.32675313949585","4.32675313949585"
"384","4.338113784790039","4.338113784790039","4.338113784790039"
"387","4.232877731323242","4.232877731323242","4.232877731323242"
"388","4.375995635986328","4.375995635986328","4.375995635986328"
"392","4.190971374511719","4.190971374511719","4.190971374511719"
"394","4.269062042236328","4.269062042236328","4.269062042236328"
"396","4.276200294494629","4.276200294494629","4.276200294494629"
"397","4.203106880187988","4.203106880187988","4.203106880187988"
"402","4.337220668792725","4.337220668792725","4.337220668792725"
"404","4.401641845703125","4.401641845703125","4.401641845703125"
"408","4.225795745849609","4.225795745849609","4.225795745849609"
"411","4.256211280822754","4.256211280822754","4.256211280822754"
"413","4.157407283782959","4.157407283782959","4.157407283782959"
"415","4.289960861206055","4.289960861206055","4.289960861206055"
"418","4.153401851654053","4.153401851654053","4.153401851654053"
"420","4.434333801269531","4.434333801269531","4.434333801269531"
"421","4.316738128662109","4.316738128662109","4.316738128662109"
"422","4.200887203216553","4.200887203216553","4.200887203216553"
"425","4.191836357116699","4.191836357116699","4.191836357116699"
"429","4.259376049041748","4.259376049041748","4.259376049041748"
"433","4.227290153503418","4.227290153503418","4.227290153503418"
"434","4.275504112243652","4.275504112243652","4.275504112243652"
"436","4.120938777923584","4.120938777923584","4.120938777923584"
"443","4.258670806884766","4.258670806884766","4.258670806884766"
"447","4.3258891105651855","4.3258891105651855","4.3258891105651855"
"448","4.323122024536133","4.323122024536133","4.323122024536133"
"449","4.055628776550293","4.055628776550293","4.055628776550293"
"450","4.249129295349121","4.249129295349121","4.249129295349121"
"452","4.208803176879883","4.208803176879883","4.208803176879883"
"456","4.1159491539001465","4.1159491539001465","4.1159491539001465"
"458","4.280065536499023","4.280065536499023","4.280065536499023"
"462","4.292773723602295","4.292773723602295","4.292773723602295"
"463","4.183328628540039","4.183328628540039","4.183328628540039"
"464","4.294973850250244","4.294973850250244","4.294973850250244"
"465","4.191220760345459","4.191220760345459","4.191220760345459"
"469","4.085062503814697","4.085062503814697","4.085062503814697"
"471","4.3190016746521","4.3190016746521","4.3190016746521"
"472","4.239234447479248","4.239234447479248","4.239234447479248"
"473","4.15171480178833","4.15171480178833","4.15171480178833"
"475","4.042701721191406","4.042701721191406","4.042701721191406"
"477","4.168585777282715","4.168585777282715","4.168585777282715"
"478","4.204222679138184","4.204222679138184","4.204222679138184"
"481","4.154896259307861","4.154896259307861","4.154896259307861"
"484","4.192996501922607","4.192996501922607","4.192996501922607"
"486","4.101140975952148","4.101140975952148","4.101140975952148"
"489","4.1737847328186035","4.1737847328186035","4.1737847328186035"
"495","4.014737129211426","4.014737129211426","4.014737129211426"
"497","3.9946441650390625","3.9946441650390625","3.9946441650390625"
"498","4.131316661834717","4.131316661834717","4.131316661834717"
"500","4.123894691467285","4.123894691467285","4.123894691467285"
"502","4.053229808807373","4.053229808807373","4.053229808807373"
"504","4.091212749481201","4.091212749481201","4.091212749481201"
"507","4.369632720947266","4.369632720947266","4.369632720947266"
"508","4.094925880432129","4.094925880432129","4.094925880432129"
"510","4.12514591217041","4.12514591217041","4.12514591217041"
"512","4.220822811126709","4.220822811126709","4.220822811126709"
"515","4.190913200378418","4.190913200378418","4.190913200378418"
"516","4.232253074645996","4.232253074645996","4.232253074645996"
"517","4.225642681121826","4.225642681121826","4.225642681121826"
"518","3.957061767578125","3.957061767578125","3.957061767578125"
"521","4.122128486633301","4.122128486633301","4.122128486633301"
"522","3.9643216133117676","3.9643216133117676","3.9643216133117676"
"525","4.1253252029418945","4.1253252029418945","4.1253252029418945"
"527","4.106457710266113","4.106457710266113","4.106457710266113"
"528","4.139919757843018","4.139919757843018","4.139919757843018"
"529","4.139279365539551","4.139279365539551","4.139279365539551"
"533","4.060240745544434","4.060240745544434","4.060240745544434"
"535","3.8844945430755615","3.8844945430755615","3.8844945430755615"
"536","4.161656379699707","4.161656379699707","4.161656379699707"
"538","4.074115753173828","4.074115753173828","4.074115753173828"
"541","4.052042007446289","4.052042007446289","4.052042007446289"
"542","3.9388999938964844","3.9388999938964844","3.9388999938964844"
"543","4.0541534423828125","4.0541534423828125","4.0541534423828125"
"546","4.091784954071045","4.091784954071045","4.091784954071045"
"547","4.017092704772949","4.017092704772949","4.017092704772949"
"550","4.21525764465332","4.21525764465332","4.21525764465332"
"552","4.067502975463867","4.067502975463867","4.067502975463867"
"554","3.990020751953125","3.990020751953125","3.990020751953125"
"555","4.125784873962402","4.125784873962402","4.125784873962402"
"556","3.902064085006714","3.902064085006714","3.902064085006714"
"558","4.0395894050598145","4.0395894050598145","4.0395894050598145"
"559","4.0411152839660645","4.0411152839660645","4.0411152839660645"
"562","3.8454062938690186","3.8454062938690186","3.8454062938690186"
"563","3.9809536933898926","3.9809536933898926","3.9809536933898926"
"565","3.970604658126831","3.970604658126831","3.970604658126831"
"567","4.023675441741943","4.023675441741943","4.023675441741943"
"568","3.755579710006714","3.755579710006714","3.755579710006714"
"570","3.677454710006714","3.677454710006714","3.677454710006714"
"572","3.771897792816162","3.771897792816162","3.771897792816162"
"573","3.7352142333984375","3.7352142333984375","3.7352142333984375"
"575","3.8609330654144287","3.8609330654144287","3.8609330654144287"
"576","3.7793655395507812","3.7793655395507812","3.7793655395507812"
"578","3.877786159515381","3.877786159515381","3.877786159515381"
"585","3.717766523361206","3.717766523361206","3.717766523361206"
"586","3.6198794841766357","3.6198794841766357","3.6198794841766357"
"589","3.7136683464050293","3.7136683464050293","3.7136683464050293"
"592","3.649017333984375","3.649017333984375","3.649017333984375"
"593","3.723026990890503","3.723026990890503","3.723026990890503"
"594","3.7629013061523438","3.7629013061523438","3.7629013061523438"
"595","3.7200236320495605","3.7200236320495605","3.7200236320495605"
"597","3.7768807411193848","3.7768807411193848","3.7768807411193848"
"599","3.6372313499450684","3.6372313499450684","3.6372313499450684"
"600","3.5924689769744873","3.5924689769744873","3.5924689769744873"
"601","3.7637815475463867","3.7637815475463867","3.7637815475463867"
"602","3.7431411743164062","3.7431411743164062","3.7431411743164062"
"605","3.5997791290283203","3.5997791290283203","3.5997791290283203"
"606","3.603933334350586","3.603933334350586","3.603933334350586"
"610","3.4554271697998047","3.4554271697998047","3.4554271697998047"
"611","3.558312177658081","3.558312177658081","3.558312177658081"
"612","3.731132984161377","3.731132984161377","3.731132984161377"
"618","3.516072988510132","3.516072988510132","3.516072988510132"
"621","3.615074872970581","3.615074872970581","3.615074872970581"
"626","3.5798869132995605","3.5798869132995605","3.5798869132995605"
"629","3.596761703491211","3.596761703491211","3.596761703491211"
"632","3.5051512718200684","3.5051512718200684","3.5051512718200684"
"637","3.4162862300872803","3.4162862300872803","3.4162862300872803"
"639","3.5544745922088623","3.5544745922088623","3.5544745922088623"
"640","3.351287364959717","3.351287364959717","3.351287364959717"
"641","3.584552764892578","3.584552764892578","3.584552764892578"
"642","3.470397472381592","3.470397472381592","3.470397472381592"
"645","3.4817843437194824","3.4817843437194824","3.4817843437194824"
"647","3.4507789611816406","3.4507789611816406","3.4507789611816406"
"649","3.7119274139404297","3.7119274139404297","3.7119274139404297"
"652","3.317962408065796","3.317962408065796","3.317962408065796"
"654","3.334900379180908","3.334900379180908","3.334900379180908"
"655","3.600322723388672","3.600322723388672","3.600322723388672"
"659","3.430063009262085","3.430063009262085","3.430063009262085"
"661","3.3663125038146973","3.3663125038146973","3.3663125038146973"
"662","3.1920852661132812","3.1920852661132812","3.1920852661132812"
"663","3.2283244132995605","3.2283244132995605","3.2283244132995605"
"664","3.277404308319092","3.277404308319092","3.277404308319092"
"666","3.3518502712249756","3.3518502712249756","3.3518502712249756"
"668","3.402437925338745","3.402437925338745","3.402437925338745"
"670","3.3446803092956543","3.3446803092956543","3.3446803092956543"
"671","3.4172379970550537","3.4172379970550537","3.4172379970550537"
"673","3.367898941040039","3.367898941040039","3.367898941040039"
"674","3.2589259147644043","3.2589259147644043","3.2589259147644043"
"680","3.1333212852478027","3.1333212852478027","3.1333212852478027"
"681","3.383004665374756","3.383004665374756","3.383004665374756"
"682","3.1473965644836426","3.1473965644836426","3.1473965644836426"
"683","3.3676278591156006","3.3676278591156006","3.3676278591156006"
"684","3.1734046936035156","3.1734046936035156","3.1734046936035156"
"685","3.3836936950683594","3.3836936950683594","3.3836936950683594"
"686","3.4099645614624023","3.4099645614624023","3.4099645614624023"
"687","3.345815658569336","3.345815658569336","3.345815658569336"
"688","3.299683094024658","3.299683094024658","3.299683094024658"
"690","3.159841299057007","3.159841299057007","3.159841299057007"
"693","3.3250956535339355","3.3250956535339355","3.3250956535339355"
"695","3.1691837310791016","3.1691837310791016","3.1691837310791016"
"696","3.1277711391448975","3.1277711391448975","3.1277711391448975"
"698","2.9200007915496826","2.9200007915496826","2.9200007915496826"
"701","3.301565170288086","3.301565170288086","3.301565170288086"
"704","3.230969190597534","3.230969190597534","3.230969190597534"
"706","3.0981502532958984","3.0981502532958984","3.0981502532958984"
"708","3.420919418334961","3.420919418334961","3.420919418334961"
"710","3.0880255699157715","3.0880255699157715","3.0880255699157715"
"711","3.2325921058654785","3.2325921058654785","3.2325921058654785"
"712","3.1435039043426514","3.1435039043426514","3.1435039043426514"
"722","2.9998435974121094","2.9998435974121094","2.9998435974121094"
"723","3.3751583099365234","3.3751583099365234","3.3751583099365234"
"724","3.1941676139831543","3.1941676139831543","3.1941676139831543"
"726","3.0934596061706543","3.0934596061706543","3.0934596061706543"
"729","3.396604061126709","3.396604061126709","3.396604061126709"
"733","3.0484957695007324","3.0484957695007324","3.0484957695007324"
"736","3.081665515899658","3.081665515899658","3.081665515899658"
"737","3.298582077026367","3.298582077026367","3.298582077026367"
"738","3.126741409301758","3.126741409301758","3.126741409301758"
"740","3.066891670227051","3.066891670227051","3.066891670227051"
"742","3.092423915863037","3.092423915863037","3.092423915863037"
"743","3.185002326965332","3.185002326965332","3.185002326965332"
"746","3.086550712585449","3.086550712585449","3.086550712585449"
"747","3.2628965377807617","3.2628965377807617","3.2628965377807617"
"748","3.1383190155029297","3.1383190155029297","3.1383190155029297"
"751","2.7035558223724365","2.7035558223724365","2.7035558223724365"
"752","2.9773149490356445","2.9773149490356445","2.9773149490356445"
"754","2.905940532684326","2.905940532684326","2.905940532684326"
"757","2.997312068939209","2.997312068939209","2.997312068939209"
"760","2.969693899154663","2.969693899154663","2.969693899154663"
"761","3.2061328887939453","3.2061328887939453","3.2061328887939453"
"762","3.084428548812866","3.084428548812866","3.084428548812866"
"766","3.03135347366333","3.03135347366333","3.03135347366333"
"767","3.1582207679748535","3.1582207679748535","3.1582207679748535"
"769","3.0101113319396973","3.0101113319396973","3.0101113319396973"
"771","2.788267135620117","2.788267135620117","2.788267135620117"
"772","3.0342729091644287","3.0342729091644287","3.0342729091644287"
"782","3.225358486175537","3.225358486175537","3.225358486175537"
"787","3.125457525253296","3.125457525253296","3.125457525253296"
"789","3.048365592956543","3.048365592956543","3.048365592956543"
"794","3.013826847076416","3.013826847076416","3.013826847076416"
"795","3.091620922088623","3.091620922088623","3.091620922088623"
"799","3.1268069744110107","3.1268069744110107","3.1268069744110107"
"800","2.9226443767547607","2.9226443767547607","2.9226443767547607"
"802","2.9972293376922607","2.9972293376922607","2.9972293376922607"
"805","3.02278470993042","3.02278470993042","3.02278470993042"
"808","2.7505691051483154","2.7505691051483154","2.7505691051483154"
"810","3.182924270629883","3.182924270629883","3.182924270629883"
"811","3.0654520988464355","3.0654520988464355","3.0654520988464355"
"814","2.690324306488037","2.690324306488037","2.690324306488037"
"818","3.3716158866882324","3.3716158866882324","3.3716158866882324"
"819","2.8762319087982178","2.8762319087982178","2.8762319087982178"
"822","3.14858341217041","3.14858341217041","3.14858341217041"
"823","3.1106104850769043","3.1106104850769043","3.1106104850769043"
"824","2.8377749919891357","2.8377749919891357","2.8377749919891357"
"828","3.2195849418640137","3.2195849418640137","3.2195849418640137"
"830","2.815317153930664","2.815317153930664","2.815317153930664"
"831","3.073598861694336","3.073598861694336","3.073598861694336"
"832","3.2345776557922363","3.2345776557922363","3.2345776557922363"
"833","3.0803942680358887","3.0803942680358887","3.0803942680358887"
"834","2.9217662811279297","2.9217662811279297","2.9217662811279297"
"835","2.844480037689209","2.844480037689209","2.844480037689209"
"836","3.148358106613159","3.148358106613159","3.148358106613159"
"837","2.8770999908447266","2.8770999908447266","2.8770999908447266"
"840","2.723992109298706","2.723992109298706","2.723992109298706"
"841","3.0834529399871826","3.0834529399871826","3.0834529399871826"
"844","2.8634681701660156","2.8634681701660156","2.8634681701660156"
"845","2.8152918815612793","2.8152918815612793","2.8152918815612793"
"849","2.925408124923706","2.925408124923706","2.925408124923706"
"852","2.9518706798553467","2.9518706798553467","2.9518706798553467"
"853","3.130770683288574","3.130770683288574","3.130770683288574"
"854","3.1455228328704834","3.1455228328704834","3.1455228328704834"
"856","3.0721538066864014","3.0721538066864014","3.0721538066864014"
"857","2.998702049255371","2.998702049255371","2.998702049255371"
"858","2.793018341064453","2.793018341064453","2.793018341064453"
"859","3.193831205368042","3.193831205368042","3.193831205368042"
"867","2.8982748985290527","2.8982748985290527","2.8982748985290527"
"873","2.9413609504699707","2.9413609504699707","2.9413609504699707"
"874","3.152301788330078","3.152301788330078","3.152301788330078"
"877","3.036579132080078","3.036579132080078","3.036579132080078"
"880","2.746594190597534","2.746594190597534","2.746594190597534"
"881","2.695786952972412","2.695786952972412","2.695786952972412"
"882","2.7905960083007812","2.7905960083007812","2.7905960083007812"
"884","2.8889310359954834","2.8889310359954834","2.8889310359954834"
"886","2.837692975997925","2.837692975997925","2.837692975997925"
"893","2.8770809173583984","2.8770809173583984","2.8770809173583984"
"894","2.847714900970459","2.847714900970459","2.847714900970459"
"896","2.9625658988952637","2.9625658988952637","2.9625658988952637"
"900","3.0105509757995605","3.0105509757995605","3.0105509757995605"
"902","2.735241651535034","2.735241651535034","2.735241651535034"
"904","2.8654944896698","2.8654944896698","2.8654944896698"
"908","2.728356122970581","2.728356122970581","2.728356122970581"
"909","2.669323682785034","2.669323682785034","2.669323682785034"
"910","2.9485976696014404","2.9485976696014404","2.9485976696014404"
"911","2.7786471843719482","2.7786471843719482","2.7786471843719482"
"912","2.909193515777588","2.909193515777588","2.909193515777588"
"916","2.611118793487549","2.611118793487549","2.611118793487549"
"918","2.673114538192749","2.673114538192749","2.673114538192749"
"920","2.8002257347106934","2.8002257347106934","2.8002257347106934"
"921","2.6725528240203857","2.6725528240203857","2.6725528240203857"
"924","3.0235471725463867","3.0235471725463867","3.0235471725463867"
"931","2.889676570892334","2.889676570892334","2.889676570892334"
"932","2.6822338104248047","2.6822338104248047","2.6822338104248047"
"937","2.7547366619110107","2.7547366619110107","2.7547366619110107"
"941","2.5803914070129395","2.5803914070129395","2.5803914070129395"
"943","2.6149182319641113","2.6149182319641113","2.6149182319641113"
"944","2.5778162479400635","2.5778162479400635","2.5778162479400635"
"947","2.8180766105651855","2.8180766105651855","2.8180766105651855"
"950","2.8880014419555664","2.8880014419555664","2.8880014419555664"
"951","2.6926894187927246","2.6926894187927246","2.6926894187927246"
"952","2.6473326683044434","2.6473326683044434","2.6473326683044434"
"953","2.388362407684326","2.388362407684326","2.388362407684326"
"954","2.540649175643921","2.540649175643921","2.540649175643921"
"956","2.5449070930480957","2.5449070930480957","2.5449070930480957"
"958","2.869950771331787","2.869950771331787","2.869950771331787"
"959","2.6199965476989746","2.6199965476989746","2.6199965476989746"
"960","2.703516721725464","2.703516721725464","2.703516721725464"
"962","3.0066609382629395","3.0066609382629395","3.0066609382629395"
"963","2.7485098838806152","2.7485098838806152","2.7485098838806152"
"965","2.8637571334838867","2.8637571334838867","2.8637571334838867"
"966","2.7571380138397217","2.7571380138397217","2.7571380138397217"
"968","2.659374237060547","2.659374237060547","2.659374237060547"
"969","2.6707072257995605","2.6707072257995605","2.6707072257995605"
"971","2.800992488861084","2.800992488861084","2.800992488861084"
"973","2.7600646018981934","2.7600646018981934","2.7600646018981934"
