"Step","1Ball1BlockID - Episode_Termination/base_contact","1Ball1BlockID - Episode_Termination/base_contact__MIN","1Ball1BlockID - Episode_Termination/base_contact__MAX"
"83","7.7916669845581055","7.7916669845581055","7.7916669845581055"
"86","7.375","7.375","7.375"
"91","8.5","8.5","8.5"
"92","7.333333492279053","7.333333492279053","7.333333492279053"
"96","7.9166669845581055","7.9166669845581055","7.9166669845581055"
"97","8.416666984558105","8.416666984558105","8.416666984558105"
"99","9.5","9.5","9.5"
"103","12.666666984558105","12.666666984558105","12.666666984558105"
"107","13.291666984558105","13.291666984558105","13.291666984558105"
"108","13.166666984558105","13.166666984558105","13.166666984558105"
"109","14.458333969116211","14.458333969116211","14.458333969116211"
"112","15.458333969116211","15.458333969116211","15.458333969116211"
"113","16.08333396911621","16.08333396911621","16.08333396911621"
"115","18.875","18.875","18.875"
"116","21.875","21.875","21.875"
"119","24.5","24.5","24.5"
"124","28.33333396911621","28.33333396911621","28.33333396911621"
"126","26.45833396911621","26.45833396911621","26.45833396911621"
"128","26.75","26.75","26.75"
"129","28.291667938232422","28.291667938232422","28.291667938232422"
"134","22.95833396911621","22.95833396911621","22.95833396911621"
"136","22.75","22.75","22.75"
"138","22.666667938232422","22.666667938232422","22.666667938232422"
"140","25.20833396911621","25.20833396911621","25.20833396911621"
"141","26","26","26"
"148","24.875","24.875","24.875"
"150","26.375","26.375","26.375"
"153","25.33333396911621","25.33333396911621","25.33333396911621"
"154","26.375","26.375","26.375"
"156","25.33333396911621","25.33333396911621","25.33333396911621"
"159","29.291667938232422","29.291667938232422","29.291667938232422"
"161","30.041667938232422","30.041667938232422","30.041667938232422"
"162","30.541667938232422","30.541667938232422","30.541667938232422"
"163","29.375","29.375","29.375"
"169","30.83333396911621","30.83333396911621","30.83333396911621"
"170","30","30","30"
"173","30.20833396911621","30.20833396911621","30.20833396911621"
"174","29.375","29.375","29.375"
"177","30.25","30.25","30.25"
"181","26.291667938232422","26.291667938232422","26.291667938232422"
"182","24","24","24"
"183","24.33333396911621","24.33333396911621","24.33333396911621"
"188","23.45833396911621","23.45833396911621","23.45833396911621"
"189","24.83333396911621","24.83333396911621","24.83333396911621"
"190","25.625","25.625","25.625"
"192","21.916667938232422","21.916667938232422","21.916667938232422"
"193","23.541667938232422","23.541667938232422","23.541667938232422"
"195","22.166667938232422","22.166667938232422","22.166667938232422"
"196","23.791667938232422","23.791667938232422","23.791667938232422"
"198","21.041667938232422","21.041667938232422","21.041667938232422"
"201","22.625","22.625","22.625"
"204","22.541667938232422","22.541667938232422","22.541667938232422"
"209","23.125","23.125","23.125"
"214","26.33333396911621","26.33333396911621","26.33333396911621"
"219","24.58333396911621","24.58333396911621","24.58333396911621"
"220","26.416667938232422","26.416667938232422","26.416667938232422"
"223","26.625","26.625","26.625"
"224","26.625","26.625","26.625"
"227","23.83333396911621","23.83333396911621","23.83333396911621"
"229","22.45833396911621","22.45833396911621","22.45833396911621"
"230","19.541667938232422","19.541667938232422","19.541667938232422"
"231","22.375","22.375","22.375"
"236","22.666667938232422","22.666667938232422","22.666667938232422"
"237","21.95833396911621","21.95833396911621","21.95833396911621"
"241","22.166667938232422","22.166667938232422","22.166667938232422"
"243","22.166667938232422","22.166667938232422","22.166667938232422"
"246","22.58333396911621","22.58333396911621","22.58333396911621"
"247","22.166667938232422","22.166667938232422","22.166667938232422"
"248","23.75","23.75","23.75"
"250","23.416667938232422","23.416667938232422","23.416667938232422"
"251","23.33333396911621","23.33333396911621","23.33333396911621"
"254","23.416667938232422","23.416667938232422","23.416667938232422"
"256","22.75","22.75","22.75"
"259","22.625","22.625","22.625"
"261","24.541667938232422","24.541667938232422","24.541667938232422"
"263","22.416667938232422","22.416667938232422","22.416667938232422"
"265","21.75","21.75","21.75"
"269","20.83333396911621","20.83333396911621","20.83333396911621"
"271","19.375","19.375","19.375"
"272","19.95833396911621","19.95833396911621","19.95833396911621"
"273","18.625","18.625","18.625"
"274","18.416667938232422","18.416667938232422","18.416667938232422"
"278","17.25","17.25","17.25"
"279","16.70833396911621","16.70833396911621","16.70833396911621"
"281","17.20833396911621","17.20833396911621","17.20833396911621"
"282","18.375","18.375","18.375"
"284","16.83333396911621","16.83333396911621","16.83333396911621"
"285","16.45833396911621","16.45833396911621","16.45833396911621"
"286","15.708333969116211","15.708333969116211","15.708333969116211"
"287","16.20833396911621","16.20833396911621","16.20833396911621"
"289","15.541666984558105","15.541666984558105","15.541666984558105"
"290","16.45833396911621","16.45833396911621","16.45833396911621"
"291","16.375","16.375","16.375"
"292","14.125","14.125","14.125"
"295","14.416666984558105","14.416666984558105","14.416666984558105"
"296","14.625","14.625","14.625"
"298","14","14","14"
"299","13.458333969116211","13.458333969116211","13.458333969116211"
"303","13.25","13.25","13.25"
"305","12.291666984558105","12.291666984558105","12.291666984558105"
"306","12.375","12.375","12.375"
"307","12.458333969116211","12.458333969116211","12.458333969116211"
"314","13.708333969116211","13.708333969116211","13.708333969116211"
"315","13.875","13.875","13.875"
"316","15.083333969116211","15.083333969116211","15.083333969116211"
"320","16.125","16.125","16.125"
"321","15","15","15"
"324","15.166666984558105","15.166666984558105","15.166666984558105"
"325","15.541666984558105","15.541666984558105","15.541666984558105"
"326","15.333333969116211","15.333333969116211","15.333333969116211"
"327","16.33333396911621","16.33333396911621","16.33333396911621"
"330","15.25","15.25","15.25"
"333","14.833333969116211","14.833333969116211","14.833333969116211"
"334","14.458333969116211","14.458333969116211","14.458333969116211"
"335","14.75","14.75","14.75"
"337","14.208333969116211","14.208333969116211","14.208333969116211"
"340","15.125","15.125","15.125"
"343","15.291666984558105","15.291666984558105","15.291666984558105"
"345","13.5","13.5","13.5"
"347","10.75","10.75","10.75"
"348","11.875","11.875","11.875"
"351","11.416666984558105","11.416666984558105","11.416666984558105"
"352","12.375","12.375","12.375"
"354","12.333333969116211","12.333333969116211","12.333333969116211"
"360","12.208333969116211","12.208333969116211","12.208333969116211"
"361","11.75","11.75","11.75"
"362","10.625","10.625","10.625"
"363","10.5","10.5","10.5"
"364","11.041666984558105","11.041666984558105","11.041666984558105"
"366","9.166666984558105","9.166666984558105","9.166666984558105"
"367","9.166666984558105","9.166666984558105","9.166666984558105"
"369","11.125","11.125","11.125"
"370","10.541666984558105","10.541666984558105","10.541666984558105"
"371","10.166666984558105","10.166666984558105","10.166666984558105"
"372","10.125","10.125","10.125"
"374","10.833333969116211","10.833333969116211","10.833333969116211"
"376","10.083333969116211","10.083333969116211","10.083333969116211"
"377","9.333333969116211","9.333333969116211","9.333333969116211"
"378","10.833333969116211","10.833333969116211","10.833333969116211"
"384","8.625","8.625","8.625"
"387","9.666666984558105","9.666666984558105","9.666666984558105"
"388","9.291666984558105","9.291666984558105","9.291666984558105"
"389","9.75","9.75","9.75"
"392","9.166666984558105","9.166666984558105","9.166666984558105"
"393","9.291666984558105","9.291666984558105","9.291666984558105"
"394","8.791666984558105","8.791666984558105","8.791666984558105"
"395","9.125","9.125","9.125"
"396","9.416666984558105","9.416666984558105","9.416666984558105"
"399","9.625","9.625","9.625"
"402","8.5","8.5","8.5"
"403","7.2916669845581055","7.2916669845581055","7.2916669845581055"
"406","8.333333969116211","8.333333969116211","8.333333969116211"
"407","7.9166669845581055","7.9166669845581055","7.9166669845581055"
"410","7.4166669845581055","7.4166669845581055","7.4166669845581055"
"411","7.333333492279053","7.333333492279053","7.333333492279053"
"413","8.125","8.125","8.125"
"415","8.208333969116211","8.208333969116211","8.208333969116211"
"417","8.125","8.125","8.125"
"420","6.625","6.625","6.625"
"422","7.5416669845581055","7.5416669845581055","7.5416669845581055"
"424","8.208333969116211","8.208333969116211","8.208333969116211"
"426","9.041666984558105","9.041666984558105","9.041666984558105"
"427","7.75","7.75","7.75"
"429","7.5416669845581055","7.5416669845581055","7.5416669845581055"
"430","6.6666669845581055","6.6666669845581055","6.6666669845581055"
"431","6.083333492279053","6.083333492279053","6.083333492279053"
"432","6.9166669845581055","6.9166669845581055","6.9166669845581055"
"433","5.958333492279053","5.958333492279053","5.958333492279053"
"434","8.083333969116211","8.083333969116211","8.083333969116211"
"435","7.2916669845581055","7.2916669845581055","7.2916669845581055"
"437","8.375","8.375","8.375"
"438","7.5","7.5","7.5"
"439","8.5","8.5","8.5"
"440","7.625","7.625","7.625"
"441","7.75","7.75","7.75"
"442","7.583333492279053","7.583333492279053","7.583333492279053"
"448","6.9166669845581055","6.9166669845581055","6.9166669845581055"
"449","6.875","6.875","6.875"
"450","7.208333492279053","7.208333492279053","7.208333492279053"
"452","7.125","7.125","7.125"
"453","7.5416669845581055","7.5416669845581055","7.5416669845581055"
"454","8.041666984558105","8.041666984558105","8.041666984558105"
"456","7.083333492279053","7.083333492279053","7.083333492279053"
"458","7.5","7.5","7.5"
"459","6.9166669845581055","6.9166669845581055","6.9166669845581055"
"460","5.5416669845581055","5.5416669845581055","5.5416669845581055"
"462","6.375","6.375","6.375"
"467","6.75","6.75","6.75"
"468","7.75","7.75","7.75"
"469","7.458333492279053","7.458333492279053","7.458333492279053"
"471","7.1666669845581055","7.1666669845581055","7.1666669845581055"
"474","6.125","6.125","6.125"
"479","6.625","6.625","6.625"
"480","7.375","7.375","7.375"
"482","7.833333492279053","7.833333492279053","7.833333492279053"
"484","7.5416669845581055","7.5416669845581055","7.5416669845581055"
"487","7.4166669845581055","7.4166669845581055","7.4166669845581055"
"489","7.0416669845581055","7.0416669845581055","7.0416669845581055"
"491","6.083333492279053","6.083333492279053","6.083333492279053"
"495","5.7916669845581055","5.7916669845581055","5.7916669845581055"
"498","6.0416669845581055","6.0416669845581055","6.0416669845581055"
"501","6.333333492279053","6.333333492279053","6.333333492279053"
"506","6.25","6.25","6.25"
"509","6.583333492279053","6.583333492279053","6.583333492279053"
"514","5.5","5.5","5.5"
"515","5.75","5.75","5.75"
"516","6.5416669845581055","6.5416669845581055","6.5416669845581055"
"518","5.583333492279053","5.583333492279053","5.583333492279053"
"519","6.5416669845581055","6.5416669845581055","6.5416669845581055"
"520","6.208333492279053","6.208333492279053","6.208333492279053"
"523","6.083333492279053","6.083333492279053","6.083333492279053"
"524","5.708333492279053","5.708333492279053","5.708333492279053"
"531","5.75","5.75","5.75"
"533","6.708333492279053","6.708333492279053","6.708333492279053"
"535","6.5416669845581055","6.5416669845581055","6.5416669845581055"
"536","7.7916669845581055","7.7916669845581055","7.7916669845581055"
"538","6.25","6.25","6.25"
"539","6.208333492279053","6.208333492279053","6.208333492279053"
"541","6.6666669845581055","6.6666669845581055","6.6666669845581055"
"543","7.0416669845581055","7.0416669845581055","7.0416669845581055"
"544","6.708333492279053","6.708333492279053","6.708333492279053"
"548","6.25","6.25","6.25"
"549","7.875","7.875","7.875"
"551","7.125","7.125","7.125"
"554","6.583333492279053","6.583333492279053","6.583333492279053"
"556","6.2916669845581055","6.2916669845581055","6.2916669845581055"
"557","6.083333492279053","6.083333492279053","6.083333492279053"
"559","5.625","5.625","5.625"
"560","5.6666669845581055","5.6666669845581055","5.6666669845581055"
"561","5.0416669845581055","5.0416669845581055","5.0416669845581055"
"562","5.708333492279053","5.708333492279053","5.708333492279053"
"563","5.1666669845581055","5.1666669845581055","5.1666669845581055"
"564","5.708333492279053","5.708333492279053","5.708333492279053"
"565","6.1666669845581055","6.1666669845581055","6.1666669845581055"
"566","6.083333492279053","6.083333492279053","6.083333492279053"
"570","5.375","5.375","5.375"
"571","5.2916669845581055","5.2916669845581055","5.2916669845581055"
"573","5.6666669845581055","5.6666669845581055","5.6666669845581055"
"574","4.583333492279053","4.583333492279053","4.583333492279053"
"575","5.7916669845581055","5.7916669845581055","5.7916669845581055"
"576","5.458333492279053","5.458333492279053","5.458333492279053"
"578","4.875","4.875","4.875"
"579","6","6","6"
"580","5.833333492279053","5.833333492279053","5.833333492279053"
"581","4.333333492279053","4.333333492279053","4.333333492279053"
"586","4.583333492279053","4.583333492279053","4.583333492279053"
"587","6.083333492279053","6.083333492279053","6.083333492279053"
"588","6.375","6.375","6.375"
"589","6.0416669845581055","6.0416669845581055","6.0416669845581055"
"591","5.1666669845581055","5.1666669845581055","5.1666669845581055"
"592","6.1666669845581055","6.1666669845581055","6.1666669845581055"
"593","5.625","5.625","5.625"
"596","7","7","7"
"597","5.875","5.875","5.875"
"600","5.7916669845581055","5.7916669845581055","5.7916669845581055"
"603","6.1666669845581055","6.1666669845581055","6.1666669845581055"
"610","5.25","5.25","5.25"
"611","4.708333492279053","4.708333492279053","4.708333492279053"
"612","5.958333492279053","5.958333492279053","5.958333492279053"
"613","4.6666669845581055","4.6666669845581055","4.6666669845581055"
"614","5.5","5.5","5.5"
"616","4.208333492279053","4.208333492279053","4.208333492279053"
"621","5.25","5.25","5.25"
"622","5.5","5.5","5.5"
"625","5.6666669845581055","5.6666669845581055","5.6666669845581055"
"626","5.208333492279053","5.208333492279053","5.208333492279053"
"629","5.6666669845581055","5.6666669845581055","5.6666669845581055"
"631","5.708333492279053","5.708333492279053","5.708333492279053"
"634","6.1666669845581055","6.1666669845581055","6.1666669845581055"
"637","4.208333492279053","4.208333492279053","4.208333492279053"
"639","4.9166669845581055","4.9166669845581055","4.9166669845581055"
"641","5.1666669845581055","5.1666669845581055","5.1666669845581055"
"643","5.4166669845581055","5.4166669845581055","5.4166669845581055"
"644","5.458333492279053","5.458333492279053","5.458333492279053"
"647","5.5","5.5","5.5"
"650","3.9583334922790527","3.9583334922790527","3.9583334922790527"
"652","4.708333492279053","4.708333492279053","4.708333492279053"
"655","4.708333492279053","4.708333492279053","4.708333492279053"
"657","4.958333492279053","4.958333492279053","4.958333492279053"
"658","4.4166669845581055","4.4166669845581055","4.4166669845581055"
"659","4.625","4.625","4.625"
"660","3.9583334922790527","3.9583334922790527","3.9583334922790527"
"661","4.4166669845581055","4.4166669845581055","4.4166669845581055"
"662","3.9583334922790527","3.9583334922790527","3.9583334922790527"
"664","4.375","4.375","4.375"
"665","4.7916669845581055","4.7916669845581055","4.7916669845581055"
"669","4.6666669845581055","4.6666669845581055","4.6666669845581055"
"670","5.583333492279053","5.583333492279053","5.583333492279053"
"672","5.7916669845581055","5.7916669845581055","5.7916669845581055"
"673","5.208333492279053","5.208333492279053","5.208333492279053"
"674","5.2916669845581055","5.2916669845581055","5.2916669845581055"
"675","5.875","5.875","5.875"
"676","5.25","5.25","5.25"
"677","4.625","4.625","4.625"
"678","4.9166669845581055","4.9166669845581055","4.9166669845581055"
"680","4.333333492279053","4.333333492279053","4.333333492279053"
"682","4.333333492279053","4.333333492279053","4.333333492279053"
"683","4.333333492279053","4.333333492279053","4.333333492279053"
"684","4","4","4"
"685","5.083333492279053","5.083333492279053","5.083333492279053"
"686","4.5","4.5","4.5"
"688","4.2916669845581055","4.2916669845581055","4.2916669845581055"
"689","4.6666669845581055","4.6666669845581055","4.6666669845581055"
"691","4.625","4.625","4.625"
"695","3.7916667461395264","3.7916667461395264","3.7916667461395264"
"696","4.083333492279053","4.083333492279053","4.083333492279053"
"698","3.4583334922790527","3.4583334922790527","3.4583334922790527"
"699","4.083333492279053","4.083333492279053","4.083333492279053"
"700","4.25","4.25","4.25"
"701","4.4166669845581055","4.4166669845581055","4.4166669845581055"
"702","5.208333492279053","5.208333492279053","5.208333492279053"
"706","4.083333492279053","4.083333492279053","4.083333492279053"
"707","4.333333492279053","4.333333492279053","4.333333492279053"
"709","5.2916669845581055","5.2916669845581055","5.2916669845581055"
"710","5","5","5"
"712","4.458333492279053","4.458333492279053","4.458333492279053"
"713","4.958333492279053","4.958333492279053","4.958333492279053"
"719","5.333333492279053","5.333333492279053","5.333333492279053"
"720","5.083333492279053","5.083333492279053","5.083333492279053"
"722","5.25","5.25","5.25"
"723","5.208333492279053","5.208333492279053","5.208333492279053"
"724","5.0416669845581055","5.0416669845581055","5.0416669845581055"
"725","5.083333492279053","5.083333492279053","5.083333492279053"
"726","3.875","3.875","3.875"
"727","3.9166667461395264","3.9166667461395264","3.9166667461395264"
"728","4.875","4.875","4.875"
"729","4.9166669845581055","4.9166669845581055","4.9166669845581055"
"730","4.625","4.625","4.625"
"735","3.75","3.75","3.75"
"737","4.2916669845581055","4.2916669845581055","4.2916669845581055"
"739","4.833333492279053","4.833333492279053","4.833333492279053"
"740","4","4","4"
"745","3.875","3.875","3.875"
"747","4.333333492279053","4.333333492279053","4.333333492279053"
"748","4.083333492279053","4.083333492279053","4.083333492279053"
"750","3.625","3.625","3.625"
"751","3.0416667461395264","3.0416667461395264","3.0416667461395264"
"754","4.125","4.125","4.125"
"755","4.333333492279053","4.333333492279053","4.333333492279053"
"757","3.875","3.875","3.875"
"758","4.375","4.375","4.375"
"760","5.2916669845581055","5.2916669845581055","5.2916669845581055"
"761","4.4166669845581055","4.4166669845581055","4.4166669845581055"
"762","4.833333492279053","4.833333492279053","4.833333492279053"
"763","4.75","4.75","4.75"
"765","4","4","4"
"767","4.2916669845581055","4.2916669845581055","4.2916669845581055"
"771","3.875","3.875","3.875"
"772","4.708333492279053","4.708333492279053","4.708333492279053"
"773","4.75","4.75","4.75"
"776","3.5833334922790527","3.5833334922790527","3.5833334922790527"
"777","4.083333492279053","4.083333492279053","4.083333492279053"
"778","4.875","4.875","4.875"
"779","3.6666667461395264","3.6666667461395264","3.6666667461395264"
"780","4.083333492279053","4.083333492279053","4.083333492279053"
"781","3.3333334922790527","3.3333334922790527","3.3333334922790527"
"782","4.2916669845581055","4.2916669845581055","4.2916669845581055"
"784","4.583333492279053","4.583333492279053","4.583333492279053"
"788","4.25","4.25","4.25"
"789","4.583333492279053","4.583333492279053","4.583333492279053"
"791","3.7916667461395264","3.7916667461395264","3.7916667461395264"
"792","3.625","3.625","3.625"
"794","3.7916667461395264","3.7916667461395264","3.7916667461395264"
"795","4.5","4.5","4.5"
"796","4.25","4.25","4.25"
"798","4.2916669845581055","4.2916669845581055","4.2916669845581055"
"799","3.9166667461395264","3.9166667461395264","3.9166667461395264"
"804","4.625","4.625","4.625"
"805","4.25","4.25","4.25"
"806","4.7916669845581055","4.7916669845581055","4.7916669845581055"
"808","3.5833334922790527","3.5833334922790527","3.5833334922790527"
"809","3.9583334922790527","3.9583334922790527","3.9583334922790527"
"811","3.9583334922790527","3.9583334922790527","3.9583334922790527"
"818","4.7916669845581055","4.7916669845581055","4.7916669845581055"
"819","3.6666667461395264","3.6666667461395264","3.6666667461395264"
"820","4.458333492279053","4.458333492279053","4.458333492279053"
"824","3.8333334922790527","3.8333334922790527","3.8333334922790527"
"833","4.125","4.125","4.125"
"834","4.083333492279053","4.083333492279053","4.083333492279053"
"835","3.7083334922790527","3.7083334922790527","3.7083334922790527"
"836","4.5","4.5","4.5"
"837","4.0416669845581055","4.0416669845581055","4.0416669845581055"
"838","4.5416669845581055","4.5416669845581055","4.5416669845581055"
"839","4.1666669845581055","4.1666669845581055","4.1666669845581055"
"840","3.9583334922790527","3.9583334922790527","3.9583334922790527"
"843","4.5","4.5","4.5"
"844","3.7916667461395264","3.7916667461395264","3.7916667461395264"
"847","4.75","4.75","4.75"
"848","4.1666669845581055","4.1666669845581055","4.1666669845581055"
"851","4.6666669845581055","4.6666669845581055","4.6666669845581055"
"853","4.2916669845581055","4.2916669845581055","4.2916669845581055"
"854","4.0416669845581055","4.0416669845581055","4.0416669845581055"
"859","3.8333334922790527","3.8333334922790527","3.8333334922790527"
"861","3.875","3.875","3.875"
"864","3.5","3.5","3.5"
"865","3.5833334922790527","3.5833334922790527","3.5833334922790527"
"866","3.2916667461395264","3.2916667461395264","3.2916667461395264"
"868","3.3333334922790527","3.3333334922790527","3.3333334922790527"
"869","3.25","3.25","3.25"
"872","3.875","3.875","3.875"
"874","4.1666669845581055","4.1666669845581055","4.1666669845581055"
"875","4.25","4.25","4.25"
"876","4.583333492279053","4.583333492279053","4.583333492279053"
"877","4.2916669845581055","4.2916669845581055","4.2916669845581055"
"878","3.3333334922790527","3.3333334922790527","3.3333334922790527"
"879","3.25","3.25","3.25"
"880","3.875","3.875","3.875"
"881","3.5833334922790527","3.5833334922790527","3.5833334922790527"
"882","3.125","3.125","3.125"
"885","4.0416669845581055","4.0416669845581055","4.0416669845581055"
"889","3.8333334922790527","3.8333334922790527","3.8333334922790527"
"890","3.2916667461395264","3.2916667461395264","3.2916667461395264"
"891","3","3","3"
"892","3.6666667461395264","3.6666667461395264","3.6666667461395264"
"893","3.5416667461395264","3.5416667461395264","3.5416667461395264"
"897","3.4583334922790527","3.4583334922790527","3.4583334922790527"
"898","3.5416667461395264","3.5416667461395264","3.5416667461395264"
"899","3.4166667461395264","3.4166667461395264","3.4166667461395264"
"901","3.2083334922790527","3.2083334922790527","3.2083334922790527"
"906","2.7083334922790527","2.7083334922790527","2.7083334922790527"
"908","2.8333334922790527","2.8333334922790527","2.8333334922790527"
"909","3.375","3.375","3.375"
"911","3.4583334922790527","3.4583334922790527","3.4583334922790527"
"912","3.7916667461395264","3.7916667461395264","3.7916667461395264"
"913","3.0833334922790527","3.0833334922790527","3.0833334922790527"
"915","3.6666667461395264","3.6666667461395264","3.6666667461395264"
"916","2.9583334922790527","2.9583334922790527","2.9583334922790527"
"918","3.25","3.25","3.25"
"920","2.75","2.75","2.75"
"921","3.2916667461395264","3.2916667461395264","3.2916667461395264"
"922","3.8333334922790527","3.8333334922790527","3.8333334922790527"
"927","3.4583334922790527","3.4583334922790527","3.4583334922790527"
"928","3.625","3.625","3.625"
"930","3.5833334922790527","3.5833334922790527","3.5833334922790527"
"931","3.875","3.875","3.875"
"933","3.5","3.5","3.5"
"934","4","4","4"
"935","3.7083334922790527","3.7083334922790527","3.7083334922790527"
"936","3","3","3"
"937","3.125","3.125","3.125"
"943","3.0416667461395264","3.0416667461395264","3.0416667461395264"
"947","2.875","2.875","2.875"
"949","3.0416667461395264","3.0416667461395264","3.0416667461395264"
"951","2.7083334922790527","2.7083334922790527","2.7083334922790527"
"955","3.5833334922790527","3.5833334922790527","3.5833334922790527"
"957","3.0833334922790527","3.0833334922790527","3.0833334922790527"
"959","3.1666667461395264","3.1666667461395264","3.1666667461395264"
"960","3.2916667461395264","3.2916667461395264","3.2916667461395264"
"961","3.9583334922790527","3.9583334922790527","3.9583334922790527"
"964","3","3","3"
"965","4.083333492279053","4.083333492279053","4.083333492279053"
"968","3.0416667461395264","3.0416667461395264","3.0416667461395264"
"969","3.2916667461395264","3.2916667461395264","3.2916667461395264"
"974","3.7083334922790527","3.7083334922790527","3.7083334922790527"
"975","3.625","3.625","3.625"
"983","3.5833334922790527","3.5833334922790527","3.5833334922790527"
"985","3.875","3.875","3.875"
"989","2.875","2.875","2.875"
"990","2.7916667461395264","2.7916667461395264","2.7916667461395264"
"991","2.6666667461395264","2.6666667461395264","2.6666667461395264"
"995","3.1666667461395264","3.1666667461395264","3.1666667461395264"
"998","3.625","3.625","3.625"
"999","3.4583334922790527","3.4583334922790527","3.4583334922790527"
"1000","3.4583334922790527","3.4583334922790527","3.4583334922790527"
"1001","3.125","3.125","3.125"
"1003","3.0416667461395264","3.0416667461395264","3.0416667461395264"
"1004","3.7916667461395264","3.7916667461395264","3.7916667461395264"
"1006","3.6666667461395264","3.6666667461395264","3.6666667461395264"
"1007","2.8333334922790527","2.8333334922790527","2.8333334922790527"
"1009","3.0833334922790527","3.0833334922790527","3.0833334922790527"
"1013","3.875","3.875","3.875"
"1014","4.25","4.25","4.25"
"1015","3.7916667461395264","3.7916667461395264","3.7916667461395264"
"1017","3.375","3.375","3.375"
"1018","3.6666667461395264","3.6666667461395264","3.6666667461395264"
"1022","3.7916667461395264","3.7916667461395264","3.7916667461395264"
"1024","2.625","2.625","2.625"
"1026","3","3","3"
"1028","4.083333492279053","4.083333492279053","4.083333492279053"
"1031","3.7916667461395264","3.7916667461395264","3.7916667461395264"
"1032","3.7083334922790527","3.7083334922790527","3.7083334922790527"
"1033","3.5833334922790527","3.5833334922790527","3.5833334922790527"
"1035","3.3333334922790527","3.3333334922790527","3.3333334922790527"
"1036","3.7916667461395264","3.7916667461395264","3.7916667461395264"
"1037","3.4166667461395264","3.4166667461395264","3.4166667461395264"
"1038","3.5","3.5","3.5"
"1040","3.4166667461395264","3.4166667461395264","3.4166667461395264"
"1041","3.5","3.5","3.5"
"1042","3","3","3"
"1043","3.25","3.25","3.25"
"1044","3.0833334922790527","3.0833334922790527","3.0833334922790527"
"1046","3.3333334922790527","3.3333334922790527","3.3333334922790527"
"1047","2.625","2.625","2.625"
"1048","2.7083334922790527","2.7083334922790527","2.7083334922790527"
"1050","3.8333334922790527","3.8333334922790527","3.8333334922790527"
"1051","3.25","3.25","3.25"
"1052","3.7083334922790527","3.7083334922790527","3.7083334922790527"
"1054","4.0416669845581055","4.0416669845581055","4.0416669845581055"
"1057","3.75","3.75","3.75"
"1058","3.1666667461395264","3.1666667461395264","3.1666667461395264"
"1063","3","3","3"
"1064","3.4166667461395264","3.4166667461395264","3.4166667461395264"
"1067","3.2083334922790527","3.2083334922790527","3.2083334922790527"
"1068","2.5","2.5","2.5"
"1069","3.4583334922790527","3.4583334922790527","3.4583334922790527"
"1072","3.4583334922790527","3.4583334922790527","3.4583334922790527"
"1074","3.0833334922790527","3.0833334922790527","3.0833334922790527"
"1075","3.8333334922790527","3.8333334922790527","3.8333334922790527"
"1077","3","3","3"
"1078","2.3333334922790527","2.3333334922790527","2.3333334922790527"
"1081","2.6666667461395264","2.6666667461395264","2.6666667461395264"
"1083","2.8333334922790527","2.8333334922790527","2.8333334922790527"
