"Step","03Blind - Metrics/targetPosition/error_pos_2d","03Blind - Metrics/targetPosition/error_pos_2d__MIN","03Blind - Metrics/targetPosition/error_pos_2d__MAX"
"78","4.390501976013184","4.390501976013184","4.390501976013184"
"79","4.451796531677246","4.451796531677246","4.451796531677246"
"80","4.400030136108398","4.400030136108398","4.400030136108398"
"81","4.397892951965332","4.397892951965332","4.397892951965332"
"82","4.52121639251709","4.52121639251709","4.52121639251709"
"83","4.454451560974121","4.454451560974121","4.454451560974121"
"84","4.5285234451293945","4.5285234451293945","4.5285234451293945"
"85","4.558923721313477","4.558923721313477","4.558923721313477"
"86","4.473543167114258","4.473543167114258","4.473543167114258"
"87","4.43713903427124","4.43713903427124","4.43713903427124"
"88","4.38973331451416","4.38973331451416","4.38973331451416"
"89","4.460868835449219","4.460868835449219","4.460868835449219"
"90","4.384450912475586","4.384450912475586","4.384450912475586"
"91","4.411479949951172","4.411479949951172","4.411479949951172"
"92","4.364171028137207","4.364171028137207","4.364171028137207"
"93","4.4780426025390625","4.4780426025390625","4.4780426025390625"
"94","4.48300838470459","4.48300838470459","4.48300838470459"
"95","4.592935562133789","4.592935562133789","4.592935562133789"
"96","4.52704381942749","4.52704381942749","4.52704381942749"
"97","4.500821113586426","4.500821113586426","4.500821113586426"
"98","4.486146926879883","4.486146926879883","4.486146926879883"
"99","4.478180885314941","4.478180885314941","4.478180885314941"
"100","4.488947868347168","4.488947868347168","4.488947868347168"
"101","4.585327625274658","4.585327625274658","4.585327625274658"
"102","4.455799579620361","4.455799579620361","4.455799579620361"
"103","4.539154052734375","4.539154052734375","4.539154052734375"
"104","4.397974967956543","4.397974967956543","4.397974967956543"
"105","4.458866119384766","4.458866119384766","4.458866119384766"
"106","4.526139736175537","4.526139736175537","4.526139736175537"
"107","4.447301387786865","4.447301387786865","4.447301387786865"
"108","4.36933708190918","4.36933708190918","4.36933708190918"
"109","4.429766654968262","4.429766654968262","4.429766654968262"
"110","4.537347793579102","4.537347793579102","4.537347793579102"
"111","4.5727314949035645","4.5727314949035645","4.5727314949035645"
"112","4.435018539428711","4.435018539428711","4.435018539428711"
"113","4.598180770874023","4.598180770874023","4.598180770874023"
"114","4.614751815795898","4.614751815795898","4.614751815795898"
"115","4.534360885620117","4.534360885620117","4.534360885620117"
"116","4.606642246246338","4.606642246246338","4.606642246246338"
"117","4.578769683837891","4.578769683837891","4.578769683837891"
"118","4.570276737213135","4.570276737213135","4.570276737213135"
"119","4.4876604080200195","4.4876604080200195","4.4876604080200195"
"120","4.430145740509033","4.430145740509033","4.430145740509033"
"121","4.578543663024902","4.578543663024902","4.578543663024902"
"122","4.595728397369385","4.595728397369385","4.595728397369385"
"123","4.540163040161133","4.540163040161133","4.540163040161133"
"124","4.606114387512207","4.606114387512207","4.606114387512207"
"125","4.499794960021973","4.499794960021973","4.499794960021973"
"126","4.5469512939453125","4.5469512939453125","4.5469512939453125"
"127","4.648991107940674","4.648991107940674","4.648991107940674"
"128","4.444815635681152","4.444815635681152","4.444815635681152"
"129","4.505978584289551","4.505978584289551","4.505978584289551"
"130","4.549226760864258","4.549226760864258","4.549226760864258"
"131","4.57281494140625","4.57281494140625","4.57281494140625"
"132","4.643265247344971","4.643265247344971","4.643265247344971"
"133","4.579543113708496","4.579543113708496","4.579543113708496"
"134","4.566662788391113","4.566662788391113","4.566662788391113"
"135","4.5129852294921875","4.5129852294921875","4.5129852294921875"
"136","4.640013694763184","4.640013694763184","4.640013694763184"
"137","4.438779830932617","4.438779830932617","4.438779830932617"
"138","4.4200286865234375","4.4200286865234375","4.4200286865234375"
"139","4.699710369110107","4.699710369110107","4.699710369110107"
"140","4.661290168762207","4.661290168762207","4.661290168762207"
"141","4.543082237243652","4.543082237243652","4.543082237243652"
"142","4.596640586853027","4.596640586853027","4.596640586853027"
"143","4.542341232299805","4.542341232299805","4.542341232299805"
"144","4.590285778045654","4.590285778045654","4.590285778045654"
"145","4.54163122177124","4.54163122177124","4.54163122177124"
"146","4.587761402130127","4.587761402130127","4.587761402130127"
"147","4.672693252563477","4.672693252563477","4.672693252563477"
"148","4.54864501953125","4.54864501953125","4.54864501953125"
"149","4.572857856750488","4.572857856750488","4.572857856750488"
"150","4.552221775054932","4.552221775054932","4.552221775054932"
"151","4.614153861999512","4.614153861999512","4.614153861999512"
"152","4.482071876525879","4.482071876525879","4.482071876525879"
"153","4.517665386199951","4.517665386199951","4.517665386199951"
"154","4.3914594650268555","4.3914594650268555","4.3914594650268555"
"155","4.3951921463012695","4.3951921463012695","4.3951921463012695"
"156","4.498678684234619","4.498678684234619","4.498678684234619"
"157","4.561615943908691","4.561615943908691","4.561615943908691"
"158","4.469595432281494","4.469595432281494","4.469595432281494"
"159","4.494380950927734","4.494380950927734","4.494380950927734"
"160","4.573327541351318","4.573327541351318","4.573327541351318"
"161","4.633970737457275","4.633970737457275","4.633970737457275"
"162","4.501567840576172","4.501567840576172","4.501567840576172"
"163","4.497707366943359","4.497707366943359","4.497707366943359"
"164","4.337375164031982","4.337375164031982","4.337375164031982"
"165","4.531715393066406","4.531715393066406","4.531715393066406"
"166","4.561798572540283","4.561798572540283","4.561798572540283"
"167","4.511847019195557","4.511847019195557","4.511847019195557"
"168","4.517168045043945","4.517168045043945","4.517168045043945"
"169","4.599665641784668","4.599665641784668","4.599665641784668"
"170","4.620699882507324","4.620699882507324","4.620699882507324"
"171","4.512889862060547","4.512889862060547","4.512889862060547"
"172","4.446702480316162","4.446702480316162","4.446702480316162"
"173","4.5388383865356445","4.5388383865356445","4.5388383865356445"
"174","4.393608570098877","4.393608570098877","4.393608570098877"
"175","4.581218242645264","4.581218242645264","4.581218242645264"
"176","4.322829246520996","4.322829246520996","4.322829246520996"
"177","4.437097549438477","4.437097549438477","4.437097549438477"
"178","4.492792129516602","4.492792129516602","4.492792129516602"
"179","4.549435615539551","4.549435615539551","4.549435615539551"
"180","4.529023170471191","4.529023170471191","4.529023170471191"
"181","4.542388439178467","4.542388439178467","4.542388439178467"
"182","4.535762310028076","4.535762310028076","4.535762310028076"
"183","4.430706977844238","4.430706977844238","4.430706977844238"
"184","4.429584503173828","4.429584503173828","4.429584503173828"
"185","4.595641136169434","4.595641136169434","4.595641136169434"
"186","4.365241050720215","4.365241050720215","4.365241050720215"
"187","4.583850860595703","4.583850860595703","4.583850860595703"
"188","4.6961259841918945","4.6961259841918945","4.6961259841918945"
"189","4.4945526123046875","4.4945526123046875","4.4945526123046875"
"190","4.536111831665039","4.536111831665039","4.536111831665039"
"191","4.576009273529053","4.576009273529053","4.576009273529053"
"192","4.563469886779785","4.563469886779785","4.563469886779785"
"193","4.480991363525391","4.480991363525391","4.480991363525391"
"194","4.428641319274902","4.428641319274902","4.428641319274902"
"195","4.375849723815918","4.375849723815918","4.375849723815918"
"196","4.491757392883301","4.491757392883301","4.491757392883301"
"197","4.449855327606201","4.449855327606201","4.449855327606201"
"198","4.525854110717773","4.525854110717773","4.525854110717773"
"199","4.507752418518066","4.507752418518066","4.507752418518066"
"200","4.575486183166504","4.575486183166504","4.575486183166504"
"201","4.597907543182373","4.597907543182373","4.597907543182373"
"202","4.536135673522949","4.536135673522949","4.536135673522949"
"203","4.619767189025879","4.619767189025879","4.619767189025879"
"204","4.545976161956787","4.545976161956787","4.545976161956787"
"205","4.445337772369385","4.445337772369385","4.445337772369385"
"206","4.447465896606445","4.447465896606445","4.447465896606445"
"207","4.546778678894043","4.546778678894043","4.546778678894043"
"208","4.355672836303711","4.355672836303711","4.355672836303711"
"209","4.584820747375488","4.584820747375488","4.584820747375488"
"210","4.443885803222656","4.443885803222656","4.443885803222656"
"211","4.636209487915039","4.636209487915039","4.636209487915039"
"212","4.660379409790039","4.660379409790039","4.660379409790039"
"213","4.45692253112793","4.45692253112793","4.45692253112793"
"214","4.521792411804199","4.521792411804199","4.521792411804199"
"215","4.4687113761901855","4.4687113761901855","4.4687113761901855"
"216","4.439434051513672","4.439434051513672","4.439434051513672"
"217","4.533084392547607","4.533084392547607","4.533084392547607"
"218","4.525986194610596","4.525986194610596","4.525986194610596"
"219","4.552570819854736","4.552570819854736","4.552570819854736"
"220","4.399055480957031","4.399055480957031","4.399055480957031"
"221","4.659695625305176","4.659695625305176","4.659695625305176"
"222","4.54237699508667","4.54237699508667","4.54237699508667"
"223","4.449215412139893","4.449215412139893","4.449215412139893"
"224","4.636947154998779","4.636947154998779","4.636947154998779"
"225","4.502565383911133","4.502565383911133","4.502565383911133"
"226","4.655179023742676","4.655179023742676","4.655179023742676"
"227","4.667717456817627","4.667717456817627","4.667717456817627"
"228","4.446124076843262","4.446124076843262","4.446124076843262"
"229","4.500697135925293","4.500697135925293","4.500697135925293"
"230","4.382457733154297","4.382457733154297","4.382457733154297"
"231","4.451066970825195","4.451066970825195","4.451066970825195"
"232","4.609099388122559","4.609099388122559","4.609099388122559"
"233","4.527202606201172","4.527202606201172","4.527202606201172"
"234","4.440797805786133","4.440797805786133","4.440797805786133"
"235","4.6223063468933105","4.6223063468933105","4.6223063468933105"
"236","4.683168888092041","4.683168888092041","4.683168888092041"
"237","4.356085777282715","4.356085777282715","4.356085777282715"
"238","4.664897441864014","4.664897441864014","4.664897441864014"
"239","4.5098795890808105","4.5098795890808105","4.5098795890808105"
"240","4.550915241241455","4.550915241241455","4.550915241241455"
"241","4.57446813583374","4.57446813583374","4.57446813583374"
"242","4.7326555252075195","4.7326555252075195","4.7326555252075195"
"243","4.64031982421875","4.64031982421875","4.64031982421875"
"244","4.68397331237793","4.68397331237793","4.68397331237793"
"245","4.661332130432129","4.661332130432129","4.661332130432129"
"246","4.512307167053223","4.512307167053223","4.512307167053223"
"247","4.559213638305664","4.559213638305664","4.559213638305664"
"248","4.466786861419678","4.466786861419678","4.466786861419678"
"249","4.478709697723389","4.478709697723389","4.478709697723389"
"250","4.607289791107178","4.607289791107178","4.607289791107178"
"251","4.606701850891113","4.606701850891113","4.606701850891113"
"252","4.356012344360352","4.356012344360352","4.356012344360352"
"253","4.671082496643066","4.671082496643066","4.671082496643066"
"254","4.504800319671631","4.504800319671631","4.504800319671631"
"255","4.573026657104492","4.573026657104492","4.573026657104492"
"256","4.582344055175781","4.582344055175781","4.582344055175781"
"257","4.409897327423096","4.409897327423096","4.409897327423096"
"258","4.3574748039245605","4.3574748039245605","4.3574748039245605"
"259","4.609983921051025","4.609983921051025","4.609983921051025"
"260","4.510422706604004","4.510422706604004","4.510422706604004"
"261","4.528802394866943","4.528802394866943","4.528802394866943"
"262","4.387186050415039","4.387186050415039","4.387186050415039"
"263","4.3726725578308105","4.3726725578308105","4.3726725578308105"
"264","4.53949499130249","4.53949499130249","4.53949499130249"
"265","4.678653717041016","4.678653717041016","4.678653717041016"
"266","4.534032821655273","4.534032821655273","4.534032821655273"
"267","4.591082572937012","4.591082572937012","4.591082572937012"
"268","4.681576728820801","4.681576728820801","4.681576728820801"
"269","4.439856052398682","4.439856052398682","4.439856052398682"
"270","4.540545463562012","4.540545463562012","4.540545463562012"
"271","4.484505653381348","4.484505653381348","4.484505653381348"
"272","4.444454669952393","4.444454669952393","4.444454669952393"
"273","4.654291152954102","4.654291152954102","4.654291152954102"
"274","4.533160209655762","4.533160209655762","4.533160209655762"
"275","4.649934768676758","4.649934768676758","4.649934768676758"
"276","4.529567718505859","4.529567718505859","4.529567718505859"
"277","4.447608470916748","4.447608470916748","4.447608470916748"
"278","4.74489164352417","4.74489164352417","4.74489164352417"
"279","4.572474956512451","4.572474956512451","4.572474956512451"
"280","4.414677619934082","4.414677619934082","4.414677619934082"
"281","4.529568672180176","4.529568672180176","4.529568672180176"
"282","4.618433952331543","4.618433952331543","4.618433952331543"
"283","4.62883186340332","4.62883186340332","4.62883186340332"
"284","4.570697784423828","4.570697784423828","4.570697784423828"
"285","4.450381278991699","4.450381278991699","4.450381278991699"
"286","4.499629020690918","4.499629020690918","4.499629020690918"
"287","4.614514350891113","4.614514350891113","4.614514350891113"
"288","4.5984907150268555","4.5984907150268555","4.5984907150268555"
"289","4.651578426361084","4.651578426361084","4.651578426361084"
"290","4.508991241455078","4.508991241455078","4.508991241455078"
"291","4.613315582275391","4.613315582275391","4.613315582275391"
"292","4.607762336730957","4.607762336730957","4.607762336730957"
"293","4.610074043273926","4.610074043273926","4.610074043273926"
"294","4.6103291511535645","4.6103291511535645","4.6103291511535645"
"295","4.616216659545898","4.616216659545898","4.616216659545898"
"296","4.544167995452881","4.544167995452881","4.544167995452881"
"297","4.646346569061279","4.646346569061279","4.646346569061279"
"298","4.674154281616211","4.674154281616211","4.674154281616211"
"299","4.470676422119141","4.470676422119141","4.470676422119141"
"300","4.50186824798584","4.50186824798584","4.50186824798584"
"301","4.632134914398193","4.632134914398193","4.632134914398193"
"302","4.732172012329102","4.732172012329102","4.732172012329102"
"303","4.499359130859375","4.499359130859375","4.499359130859375"
"304","4.58624792098999","4.58624792098999","4.58624792098999"
"305","4.620418071746826","4.620418071746826","4.620418071746826"
"306","4.785121917724609","4.785121917724609","4.785121917724609"
"307","4.772546768188477","4.772546768188477","4.772546768188477"
"308","4.735091686248779","4.735091686248779","4.735091686248779"
"309","4.672629356384277","4.672629356384277","4.672629356384277"
"310","4.7364501953125","4.7364501953125","4.7364501953125"
"311","4.5741119384765625","4.5741119384765625","4.5741119384765625"
"312","4.7040276527404785","4.7040276527404785","4.7040276527404785"
"313","4.585745334625244","4.585745334625244","4.585745334625244"
"314","4.538117408752441","4.538117408752441","4.538117408752441"
"315","4.611131191253662","4.611131191253662","4.611131191253662"
"316","4.538410186767578","4.538410186767578","4.538410186767578"
"317","4.505425453186035","4.505425453186035","4.505425453186035"
"318","4.568033695220947","4.568033695220947","4.568033695220947"
"319","4.627915382385254","4.627915382385254","4.627915382385254"
"320","4.632229804992676","4.632229804992676","4.632229804992676"
"321","4.765979766845703","4.765979766845703","4.765979766845703"
"322","4.706033706665039","4.706033706665039","4.706033706665039"
"323","4.652076721191406","4.652076721191406","4.652076721191406"
"324","4.614798069000244","4.614798069000244","4.614798069000244"
"325","4.494436740875244","4.494436740875244","4.494436740875244"
"326","4.640429973602295","4.640429973602295","4.640429973602295"
"327","4.636794090270996","4.636794090270996","4.636794090270996"
"328","4.562492370605469","4.562492370605469","4.562492370605469"
"329","4.622391700744629","4.622391700744629","4.622391700744629"
"330","4.922652721405029","4.922652721405029","4.922652721405029"
"331","4.834142208099365","4.834142208099365","4.834142208099365"
"332","4.546296119689941","4.546296119689941","4.546296119689941"
"333","4.691704273223877","4.691704273223877","4.691704273223877"
"334","4.663871765136719","4.663871765136719","4.663871765136719"
"335","4.743067741394043","4.743067741394043","4.743067741394043"
"336","4.8380327224731445","4.8380327224731445","4.8380327224731445"
"337","4.716080665588379","4.716080665588379","4.716080665588379"
"338","4.59122371673584","4.59122371673584","4.59122371673584"
"339","4.783078193664551","4.783078193664551","4.783078193664551"
"340","4.79879903793335","4.79879903793335","4.79879903793335"
"341","4.566361427307129","4.566361427307129","4.566361427307129"
"342","4.624818801879883","4.624818801879883","4.624818801879883"
"343","4.722012042999268","4.722012042999268","4.722012042999268"
"344","4.571628093719482","4.571628093719482","4.571628093719482"
"345","4.818531036376953","4.818531036376953","4.818531036376953"
"346","4.911090850830078","4.911090850830078","4.911090850830078"
"347","4.584038734436035","4.584038734436035","4.584038734436035"
"348","4.6940412521362305","4.6940412521362305","4.6940412521362305"
"349","4.4788031578063965","4.4788031578063965","4.4788031578063965"
"350","4.784848213195801","4.784848213195801","4.784848213195801"
"351","4.488922119140625","4.488922119140625","4.488922119140625"
"352","4.592417240142822","4.592417240142822","4.592417240142822"
"353","4.660470008850098","4.660470008850098","4.660470008850098"
"354","4.640993118286133","4.640993118286133","4.640993118286133"
"355","4.722128868103027","4.722128868103027","4.722128868103027"
"356","4.816601753234863","4.816601753234863","4.816601753234863"
"357","4.785703659057617","4.785703659057617","4.785703659057617"
"358","4.665386199951172","4.665386199951172","4.665386199951172"
"359","4.571020603179932","4.571020603179932","4.571020603179932"
"360","4.67208194732666","4.67208194732666","4.67208194732666"
"361","4.5667619705200195","4.5667619705200195","4.5667619705200195"
"362","4.7670087814331055","4.7670087814331055","4.7670087814331055"
"363","4.836486339569092","4.836486339569092","4.836486339569092"
"364","4.738343238830566","4.738343238830566","4.738343238830566"
"365","4.667840957641602","4.667840957641602","4.667840957641602"
"366","4.790191650390625","4.790191650390625","4.790191650390625"
"367","4.655404090881348","4.655404090881348","4.655404090881348"
"368","4.638177871704102","4.638177871704102","4.638177871704102"
"369","4.626779079437256","4.626779079437256","4.626779079437256"
"370","4.627938747406006","4.627938747406006","4.627938747406006"
"371","4.439885139465332","4.439885139465332","4.439885139465332"
"372","4.744781017303467","4.744781017303467","4.744781017303467"
"373","4.624095916748047","4.624095916748047","4.624095916748047"
"374","4.499035835266113","4.499035835266113","4.499035835266113"
"375","4.622464179992676","4.622464179992676","4.622464179992676"
"376","4.666512489318848","4.666512489318848","4.666512489318848"
"377","4.480304718017578","4.480304718017578","4.480304718017578"
"378","4.788886547088623","4.788886547088623","4.788886547088623"
"379","4.766498565673828","4.766498565673828","4.766498565673828"
"380","4.76754093170166","4.76754093170166","4.76754093170166"
"381","4.743056297302246","4.743056297302246","4.743056297302246"
"382","4.742192268371582","4.742192268371582","4.742192268371582"
"383","4.622498512268066","4.622498512268066","4.622498512268066"
"384","4.7126054763793945","4.7126054763793945","4.7126054763793945"
"385","4.620059490203857","4.620059490203857","4.620059490203857"
"386","4.670657157897949","4.670657157897949","4.670657157897949"
"387","4.5871710777282715","4.5871710777282715","4.5871710777282715"
"388","4.709319591522217","4.709319591522217","4.709319591522217"
"389","4.8157148361206055","4.8157148361206055","4.8157148361206055"
"390","4.763373374938965","4.763373374938965","4.763373374938965"
"391","4.616919994354248","4.616919994354248","4.616919994354248"
"392","4.727332592010498","4.727332592010498","4.727332592010498"
"393","4.560728073120117","4.560728073120117","4.560728073120117"
"394","4.591530799865723","4.591530799865723","4.591530799865723"
"395","4.557689666748047","4.557689666748047","4.557689666748047"
"396","4.6587958335876465","4.6587958335876465","4.6587958335876465"
"397","4.609563827514648","4.609563827514648","4.609563827514648"
"398","4.596686840057373","4.596686840057373","4.596686840057373"
"399","4.781856536865234","4.781856536865234","4.781856536865234"
"400","4.6649580001831055","4.6649580001831055","4.6649580001831055"
"401","4.709939002990723","4.709939002990723","4.709939002990723"
"402","4.627038955688477","4.627038955688477","4.627038955688477"
"403","4.694659233093262","4.694659233093262","4.694659233093262"
"404","4.550434112548828","4.550434112548828","4.550434112548828"
"405","4.666507720947266","4.666507720947266","4.666507720947266"
"406","4.688014984130859","4.688014984130859","4.688014984130859"
"407","4.416812896728516","4.416812896728516","4.416812896728516"
"408","4.677604675292969","4.677604675292969","4.677604675292969"
"409","4.759636878967285","4.759636878967285","4.759636878967285"
"410","4.558889389038086","4.558889389038086","4.558889389038086"
"411","4.663191795349121","4.663191795349121","4.663191795349121"
"412","4.643995761871338","4.643995761871338","4.643995761871338"
"413","4.4818878173828125","4.4818878173828125","4.4818878173828125"
"414","4.670568466186523","4.670568466186523","4.670568466186523"
"415","4.638341903686523","4.638341903686523","4.638341903686523"
"416","4.521267414093018","4.521267414093018","4.521267414093018"
"417","4.611456871032715","4.611456871032715","4.611456871032715"
"418","4.846046447753906","4.846046447753906","4.846046447753906"
"419","4.734134674072266","4.734134674072266","4.734134674072266"
"420","4.9092817306518555","4.9092817306518555","4.9092817306518555"
"421","4.658973217010498","4.658973217010498","4.658973217010498"
"422","4.697135925292969","4.697135925292969","4.697135925292969"
"423","4.631219863891602","4.631219863891602","4.631219863891602"
"424","4.74277400970459","4.74277400970459","4.74277400970459"
"425","4.564925193786621","4.564925193786621","4.564925193786621"
"426","4.573333740234375","4.573333740234375","4.573333740234375"
"427","4.633433818817139","4.633433818817139","4.633433818817139"
"428","4.526567459106445","4.526567459106445","4.526567459106445"
"429","4.651829719543457","4.651829719543457","4.651829719543457"
"430","4.6476545333862305","4.6476545333862305","4.6476545333862305"
"431","4.4873270988464355","4.4873270988464355","4.4873270988464355"
"432","4.649072647094727","4.649072647094727","4.649072647094727"
"433","4.7104105949401855","4.7104105949401855","4.7104105949401855"
"434","4.584156036376953","4.584156036376953","4.584156036376953"
"435","4.835644721984863","4.835644721984863","4.835644721984863"
"436","4.723384380340576","4.723384380340576","4.723384380340576"
"437","4.684608459472656","4.684608459472656","4.684608459472656"
"438","4.618659973144531","4.618659973144531","4.618659973144531"
"439","4.5601630210876465","4.5601630210876465","4.5601630210876465"
"440","4.497686862945557","4.497686862945557","4.497686862945557"
"441","4.772849082946777","4.772849082946777","4.772849082946777"
"442","4.918715476989746","4.918715476989746","4.918715476989746"
"443","4.822634696960449","4.822634696960449","4.822634696960449"
"444","4.82779598236084","4.82779598236084","4.82779598236084"
"445","4.570352554321289","4.570352554321289","4.570352554321289"
"446","4.834714889526367","4.834714889526367","4.834714889526367"
"447","4.882577419281006","4.882577419281006","4.882577419281006"
"448","4.741522789001465","4.741522789001465","4.741522789001465"
"449","4.664366722106934","4.664366722106934","4.664366722106934"
"450","4.778463363647461","4.778463363647461","4.778463363647461"
"451","4.690892696380615","4.690892696380615","4.690892696380615"
"452","4.811832427978516","4.811832427978516","4.811832427978516"
"453","4.833273887634277","4.833273887634277","4.833273887634277"
"454","4.663451671600342","4.663451671600342","4.663451671600342"
"455","4.594325542449951","4.594325542449951","4.594325542449951"
"456","4.8265380859375","4.8265380859375","4.8265380859375"
"457","4.802536964416504","4.802536964416504","4.802536964416504"
"458","4.598937034606934","4.598937034606934","4.598937034606934"
"459","4.572859287261963","4.572859287261963","4.572859287261963"
"460","4.694611549377441","4.694611549377441","4.694611549377441"
"461","4.652185440063477","4.652185440063477","4.652185440063477"
"462","4.8435773849487305","4.8435773849487305","4.8435773849487305"
"463","4.580317974090576","4.580317974090576","4.580317974090576"
"464","4.763495922088623","4.763495922088623","4.763495922088623"
"465","4.671697616577148","4.671697616577148","4.671697616577148"
"466","4.675592422485352","4.675592422485352","4.675592422485352"
"467","4.741946697235107","4.741946697235107","4.741946697235107"
"468","4.659603595733643","4.659603595733643","4.659603595733643"
"469","4.71461820602417","4.71461820602417","4.71461820602417"
"470","4.67476749420166","4.67476749420166","4.67476749420166"
"471","4.643747806549072","4.643747806549072","4.643747806549072"
"472","4.6339111328125","4.6339111328125","4.6339111328125"
"473","4.796235084533691","4.796235084533691","4.796235084533691"
"474","4.562439918518066","4.562439918518066","4.562439918518066"
"475","4.718716621398926","4.718716621398926","4.718716621398926"
"476","4.7942399978637695","4.7942399978637695","4.7942399978637695"
"477","4.579493999481201","4.579493999481201","4.579493999481201"
"478","4.756749629974365","4.756749629974365","4.756749629974365"
"479","4.568055152893066","4.568055152893066","4.568055152893066"
"480","4.939197063446045","4.939197063446045","4.939197063446045"
"481","4.806023597717285","4.806023597717285","4.806023597717285"
"482","4.556313514709473","4.556313514709473","4.556313514709473"
"483","4.668755054473877","4.668755054473877","4.668755054473877"
"484","4.699002265930176","4.699002265930176","4.699002265930176"
"485","4.800315856933594","4.800315856933594","4.800315856933594"
"486","4.684083461761475","4.684083461761475","4.684083461761475"
"487","4.64064884185791","4.64064884185791","4.64064884185791"
"488","4.571529388427734","4.571529388427734","4.571529388427734"
"489","4.730370998382568","4.730370998382568","4.730370998382568"
