"Step","03Blind - Loss/value_function","03Blind - Loss/value_function__MIN","03Blind - Loss/value_function__MAX"
"44","0.025853135343641042","0.025853135343641042","0.025853135343641042"
"45","0.02661267388612032","0.02661267388612032","0.02661267388612032"
"46","0.026319711841642855","0.026319711841642855","0.026319711841642855"
"47","0.027098503429442644","0.027098503429442644","0.027098503429442644"
"48","0.024601974058896303","0.024601974058896303","0.024601974058896303"
"49","0.024995312001556157","0.024995312001556157","0.024995312001556157"
"50","0.02371897529810667","0.02371897529810667","0.02371897529810667"
"51","0.02281043566763401","0.02281043566763401","0.02281043566763401"
"52","0.020530772861093283","0.020530772861093283","0.020530772861093283"
"53","0.021900201588869093","0.021900201588869093","0.021900201588869093"
"54","0.02314709471538663","0.02314709471538663","0.02314709471538663"
"55","0.022912154905498028","0.022912154905498028","0.022912154905498028"
"56","0.022199091780930758","0.022199091780930758","0.022199091780930758"
"57","0.022438192274421453","0.022438192274421453","0.022438192274421453"
"58","0.025923962704837322","0.025923962704837322","0.025923962704837322"
"59","0.02647606609389186","0.02647606609389186","0.02647606609389186"
"60","0.027445029560476543","0.027445029560476543","0.027445029560476543"
"61","0.03744605407118797","0.03744605407118797","0.03744605407118797"
"62","0.02897754805162549","0.02897754805162549","0.02897754805162549"
"63","0.03097376450896263","0.03097376450896263","0.03097376450896263"
"64","0.034579922538250686","0.034579922538250686","0.034579922538250686"
"65","0.02847514869645238","0.02847514869645238","0.02847514869645238"
"66","0.028784310817718504","0.028784310817718504","0.028784310817718504"
"67","0.031733774673193695","0.031733774673193695","0.031733774673193695"
"68","0.03175955591723323","0.03175955591723323","0.03175955591723323"
"69","0.02885197950527072","0.02885197950527072","0.02885197950527072"
"70","0.031185447797179223","0.031185447797179223","0.031185447797179223"
"71","0.03308191588148475","0.03308191588148475","0.03308191588148475"
"72","0.03482581106945872","0.03482581106945872","0.03482581106945872"
"73","0.029523288924247028","0.029523288924247028","0.029523288924247028"
"74","0.028565794322639705","0.028565794322639705","0.028565794322639705"
"75","0.029643729608505965","0.029643729608505965","0.029643729608505965"
"76","0.03152789315208793","0.03152789315208793","0.03152789315208793"
"77","0.033664587419480085","0.033664587419480085","0.033664587419480085"
"78","0.03389625828713179","0.03389625828713179","0.03389625828713179"
"79","0.03213442340493202","0.03213442340493202","0.03213442340493202"
"80","0.03129232032224536","0.03129232032224536","0.03129232032224536"
"81","0.031657100096344946","0.031657100096344946","0.031657100096344946"
"82","0.032098632119596","0.032098632119596","0.032098632119596"
"83","0.03360051140189171","0.03360051140189171","0.03360051140189171"
"84","0.029770871438086034","0.029770871438086034","0.029770871438086034"
"85","0.028382318280637264","0.028382318280637264","0.028382318280637264"
"86","0.0275223383679986","0.0275223383679986","0.0275223383679986"
"87","0.030525099765509368","0.030525099765509368","0.030525099765509368"
"88","0.024503533169627188","0.024503533169627188","0.024503533169627188"
"89","0.025885714404284953","0.025885714404284953","0.025885714404284953"
"90","0.022485063783824442","0.022485063783824442","0.022485063783824442"
"91","0.022285247780382635","0.022285247780382635","0.022285247780382635"
"92","0.026292904000729322","0.026292904000729322","0.026292904000729322"
"93","0.02623221231624484","0.02623221231624484","0.02623221231624484"
"94","0.03022549832239747","0.03022549832239747","0.03022549832239747"
"95","0.03949204059317708","0.03949204059317708","0.03949204059317708"
"96","0.04159351512789726","0.04159351512789726","0.04159351512789726"
"97","0.03291606195271015","0.03291606195271015","0.03291606195271015"
"98","0.033466330356895925","0.033466330356895925","0.033466330356895925"
"99","0.03263219641521573","0.03263219641521573","0.03263219641521573"
"100","0.03231671638786793","0.03231671638786793","0.03231671638786793"
"101","0.035773716308176516","0.035773716308176516","0.035773716308176516"
"102","0.043566567823290825","0.043566567823290825","0.043566567823290825"
"103","0.043768379651010034","0.043768379651010034","0.043768379651010034"
"104","0.042578722909092905","0.042578722909092905","0.042578722909092905"
"105","0.041398586332798006","0.041398586332798006","0.041398586332798006"
"106","0.03446341594681144","0.03446341594681144","0.03446341594681144"
"107","0.035213947854936124","0.035213947854936124","0.035213947854936124"
"108","0.04097969830036163","0.04097969830036163","0.04097969830036163"
"109","0.050961326248943804","0.050961326248943804","0.050961326248943804"
"110","0.049377205222845076","0.049377205222845076","0.049377205222845076"
"111","0.04408585745841265","0.04408585745841265","0.04408585745841265"
"112","0.03801774624735117","0.03801774624735117","0.03801774624735117"
"113","0.03947886507958174","0.03947886507958174","0.03947886507958174"
"114","0.039926272071897986","0.039926272071897986","0.039926272071897986"
"115","0.03910280615091324","0.03910280615091324","0.03910280615091324"
"116","0.03629129119217396","0.03629129119217396","0.03629129119217396"
"117","0.03365211794152856","0.03365211794152856","0.03365211794152856"
"118","0.040697403438389304","0.040697403438389304","0.040697403438389304"
"119","0.04550148993730545","0.04550148993730545","0.04550148993730545"
"120","0.04643968138843775","0.04643968138843775","0.04643968138843775"
"121","0.040391885302960874","0.040391885302960874","0.040391885302960874"
"122","0.04493469521403313","0.04493469521403313","0.04493469521403313"
"123","0.0541651327162981","0.0541651327162981","0.0541651327162981"
"124","0.0475159864872694","0.0475159864872694","0.0475159864872694"
"125","0.04684375245124102","0.04684375245124102","0.04684375245124102"
"126","0.04697428252547979","0.04697428252547979","0.04697428252547979"
"127","0.04196148309856653","0.04196148309856653","0.04196148309856653"
"128","0.04485146552324295","0.04485146552324295","0.04485146552324295"
"129","0.053636803105473516","0.053636803105473516","0.053636803105473516"
"130","0.04127795547246933","0.04127795547246933","0.04127795547246933"
"131","0.03784746788442135","0.03784746788442135","0.03784746788442135"
"132","0.04382865931838751","0.04382865931838751","0.04382865931838751"
"133","0.046474653854966165","0.046474653854966165","0.046474653854966165"
"134","0.03550759702920914","0.03550759702920914","0.03550759702920914"
"135","0.036124766990542415","0.036124766990542415","0.036124766990542415"
"136","0.03355661928653717","0.03355661928653717","0.03355661928653717"
"137","0.03213221188634634","0.03213221188634634","0.03213221188634634"
"138","0.03451116587966681","0.03451116587966681","0.03451116587966681"
"139","0.03506783340126276","0.03506783340126276","0.03506783340126276"
"140","0.03390779159963131","0.03390779159963131","0.03390779159963131"
"141","0.03681831862777472","0.03681831862777472","0.03681831862777472"
"142","0.03467264538630843","0.03467264538630843","0.03467264538630843"
"143","0.02721977010369301","0.02721977010369301","0.02721977010369301"
"144","0.032414108701050284","0.032414108701050284","0.032414108701050284"
"145","0.03291504625231027","0.03291504625231027","0.03291504625231027"
"146","0.030847609974443913","0.030847609974443913","0.030847609974443913"
"147","0.030474564898759125","0.030474564898759125","0.030474564898759125"
"148","0.029671782068908213","0.029671782068908213","0.029671782068908213"
"149","0.03335695695132017","0.03335695695132017","0.03335695695132017"
"150","0.03709503654390574","0.03709503654390574","0.03709503654390574"
"151","0.03549323845654726","0.03549323845654726","0.03549323845654726"
"152","0.0335299389436841","0.0335299389436841","0.0335299389436841"
"153","0.036936874501407146","0.036936874501407146","0.036936874501407146"
"154","0.03752335775643587","0.03752335775643587","0.03752335775643587"
"155","0.034938056208193305","0.034938056208193305","0.034938056208193305"
"156","0.035511075705289843","0.035511075705289843","0.035511075705289843"
"157","0.03511752337217331","0.03511752337217331","0.03511752337217331"
"158","0.033954398985952136","0.033954398985952136","0.033954398985952136"
"159","0.031039141397923232","0.031039141397923232","0.031039141397923232"
"160","0.037149315048009154","0.037149315048009154","0.037149315048009154"
"161","0.029897243063896895","0.029897243063896895","0.029897243063896895"
"162","0.032504177559167145","0.032504177559167145","0.032504177559167145"
"163","0.03407222619280219","0.03407222619280219","0.03407222619280219"
"164","0.0276202779263258","0.0276202779263258","0.0276202779263258"
"165","0.036049966048449275","0.036049966048449275","0.036049966048449275"
"166","0.03227114025503397","0.03227114025503397","0.03227114025503397"
"167","0.03125248998403549","0.03125248998403549","0.03125248998403549"
"168","0.037083779089152814","0.037083779089152814","0.037083779089152814"
"169","0.035886894818395375","0.035886894818395375","0.035886894818395375"
"170","0.03127416418865323","0.03127416418865323","0.03127416418865323"
"171","0.02860841592773795","0.02860841592773795","0.02860841592773795"
"172","0.03312156880274415","0.03312156880274415","0.03312156880274415"
"173","0.0344083484262228","0.0344083484262228","0.0344083484262228"
"174","0.03075756011530757","0.03075756011530757","0.03075756011530757"
"175","0.03198865400627256","0.03198865400627256","0.03198865400627256"
"176","0.031576818134635684","0.031576818134635684","0.031576818134635684"
"177","0.029899806901812553","0.029899806901812553","0.029899806901812553"
"178","0.03055892130360007","0.03055892130360007","0.03055892130360007"
"179","0.035107020661234854","0.035107020661234854","0.035107020661234854"
"180","0.03750164918601513","0.03750164918601513","0.03750164918601513"
"181","0.03450636630877853","0.03450636630877853","0.03450636630877853"
"182","0.03956611230969429","0.03956611230969429","0.03956611230969429"
"183","0.028066519927233458","0.028066519927233458","0.028066519927233458"
"184","0.03378403028473258","0.03378403028473258","0.03378403028473258"
"185","0.03218098552897573","0.03218098552897573","0.03218098552897573"
"186","0.034506813250482084","0.034506813250482084","0.034506813250482084"
"187","0.041783091612160206","0.041783091612160206","0.041783091612160206"
"188","0.038262310065329076","0.038262310065329076","0.038262310065329076"
"189","0.032183647900819776","0.032183647900819776","0.032183647900819776"
"190","0.03570155911147595","0.03570155911147595","0.03570155911147595"
"191","0.04223532248288393","0.04223532248288393","0.04223532248288393"
"192","0.037716548331081866","0.037716548331081866","0.037716548331081866"
"193","0.04095334988087416","0.04095334988087416","0.04095334988087416"
"194","0.034666196629405024","0.034666196629405024","0.034666196629405024"
"195","0.04195775780826807","0.04195775780826807","0.04195775780826807"
"196","0.04139618780463934","0.04139618780463934","0.04139618780463934"
"197","0.04410104677081108","0.04410104677081108","0.04410104677081108"
"198","0.03679269403219223","0.03679269403219223","0.03679269403219223"
"199","0.036813875287771226","0.036813875287771226","0.036813875287771226"
"200","0.035564477927982806","0.035564477927982806","0.035564477927982806"
"201","0.037188772857189176","0.037188772857189176","0.037188772857189176"
"202","0.03906628750264644","0.03906628750264644","0.03906628750264644"
"203","0.03813539259135723","0.03813539259135723","0.03813539259135723"
"204","0.05185290798544884","0.05185290798544884","0.05185290798544884"
"205","0.04569885954260826","0.04569885954260826","0.04569885954260826"
"206","0.0388454657047987","0.0388454657047987","0.0388454657047987"
"207","0.030520752537995577","0.030520752537995577","0.030520752537995577"
"208","0.040755629725754264","0.040755629725754264","0.040755629725754264"
"209","0.034596089366823436","0.034596089366823436","0.034596089366823436"
"210","0.051015114039182664","0.051015114039182664","0.051015114039182664"
"211","0.04392315987497568","0.04392315987497568","0.04392315987497568"
"212","0.031330650486052034","0.031330650486052034","0.031330650486052034"
"213","0.030464222468435765","0.030464222468435765","0.030464222468435765"
"214","0.034190700761973856","0.034190700761973856","0.034190700761973856"
"215","0.03390851570293307","0.03390851570293307","0.03390851570293307"
"216","0.03552613090723753","0.03552613090723753","0.03552613090723753"
"217","0.02872994802892208","0.02872994802892208","0.02872994802892208"
"218","0.034349126275628805","0.034349126275628805","0.034349126275628805"
"219","0.044821673072874546","0.044821673072874546","0.044821673072874546"
"220","0.03519829362630844","0.03519829362630844","0.03519829362630844"
"221","0.04714009240269661","0.04714009240269661","0.04714009240269661"
"222","0.05645186528563499","0.05645186528563499","0.05645186528563499"
"223","0.031774287950247525","0.031774287950247525","0.031774287950247525"
"224","0.040359923616051674","0.040359923616051674","0.040359923616051674"
"225","0.0380059065297246","0.0380059065297246","0.0380059065297246"
"226","0.028292837925255297","0.028292837925255297","0.028292837925255297"
"227","0.027413921803236006","0.027413921803236006","0.027413921803236006"
"228","0.03458468355238438","0.03458468355238438","0.03458468355238438"
"229","0.03798393607139587","0.03798393607139587","0.03798393607139587"
"230","0.029117268230766057","0.029117268230766057","0.029117268230766057"
"231","0.038251151144504544","0.038251151144504544","0.038251151144504544"
"232","0.0331764510832727","0.0331764510832727","0.0331764510832727"
"233","0.043080415576696396","0.043080415576696396","0.043080415576696396"
"234","0.04468215350061655","0.04468215350061655","0.04468215350061655"
"235","0.04514413923025131","0.04514413923025131","0.04514413923025131"
"236","0.04772142991423607","0.04772142991423607","0.04772142991423607"
"237","0.03905893303453922","0.03905893303453922","0.03905893303453922"
"238","0.05512790028005839","0.05512790028005839","0.05512790028005839"
"239","0.042384960874915126","0.042384960874915126","0.042384960874915126"
"240","0.040827135741710666","0.040827135741710666","0.040827135741710666"
"241","0.039428694546222685","0.039428694546222685","0.039428694546222685"
"242","0.0572261082008481","0.0572261082008481","0.0572261082008481"
"243","0.060863041691482066","0.060863041691482066","0.060863041691482066"
"244","0.053332837857306005","0.053332837857306005","0.053332837857306005"
"245","0.05133073925971985","0.05133073925971985","0.05133073925971985"
"246","0.05727273691445589","0.05727273691445589","0.05727273691445589"
"247","0.04321748651564121","0.04321748651564121","0.04321748651564121"
"248","0.04629345741122961","0.04629345741122961","0.04629345741122961"
"249","0.03746269550174475","0.03746269550174475","0.03746269550174475"
"250","0.04230618383735418","0.04230618383735418","0.04230618383735418"
"251","0.038193598948419095","0.038193598948419095","0.038193598948419095"
"252","0.032410810608416794","0.032410810608416794","0.032410810608416794"
"253","0.04899635873734951","0.04899635873734951","0.04899635873734951"
"254","0.029984723683446644","0.029984723683446644","0.029984723683446644"
"255","0.03513036072254181","0.03513036072254181","0.03513036072254181"
"256","0.040283404663205145","0.040283404663205145","0.040283404663205145"
"257","0.03702488960698247","0.03702488960698247","0.03702488960698247"
"258","0.0387575414031744","0.0387575414031744","0.0387575414031744"
"259","0.032321604713797566","0.032321604713797566","0.032321604713797566"
"260","0.03433293085545301","0.03433293085545301","0.03433293085545301"
"261","0.04025234989821911","0.04025234989821911","0.04025234989821911"
"262","0.04192442055791616","0.04192442055791616","0.04192442055791616"
"263","0.035873815231025216","0.035873815231025216","0.035873815231025216"
"264","0.03929217178374529","0.03929217178374529","0.03929217178374529"
"265","0.04126398637890816","0.04126398637890816","0.04126398637890816"
"266","0.05824790000915527","0.05824790000915527","0.05824790000915527"
"267","0.03679606625810265","0.03679606625810265","0.03679606625810265"
"268","0.032781729102134706","0.032781729102134706","0.032781729102134706"
"269","0.05175357479602098","0.05175357479602098","0.05175357479602098"
"270","0.04429143704473972","0.04429143704473972","0.04429143704473972"
"271","0.042903671599924566","0.042903671599924566","0.042903671599924566"
"272","0.04930177554488182","0.04930177554488182","0.04930177554488182"
"273","0.044529536925256255","0.044529536925256255","0.044529536925256255"
"274","0.04218390472233295","0.04218390472233295","0.04218390472233295"
"275","0.03952841870486736","0.03952841870486736","0.03952841870486736"
"276","0.04201858714222908","0.04201858714222908","0.04201858714222908"
"277","0.035319797322154046","0.035319797322154046","0.035319797322154046"
"278","0.035909016989171504","0.035909016989171504","0.035909016989171504"
"279","0.03826588410884142","0.03826588410884142","0.03826588410884142"
"280","0.03712885230779648","0.03712885230779648","0.03712885230779648"
"281","0.049167510494589804","0.049167510494589804","0.049167510494589804"
"282","0.034204454720020296","0.034204454720020296","0.034204454720020296"
"283","0.03617930486798286","0.03617930486798286","0.03617930486798286"
"284","0.036652796901762486","0.036652796901762486","0.036652796901762486"
"285","0.03739786669611931","0.03739786669611931","0.03739786669611931"
"286","0.04177501332014799","0.04177501332014799","0.04177501332014799"
"287","0.04246053509414196","0.04246053509414196","0.04246053509414196"
"288","0.032368128467351195","0.032368128467351195","0.032368128467351195"
"289","0.03661863915622234","0.03661863915622234","0.03661863915622234"
"290","0.047180300764739516","0.047180300764739516","0.047180300764739516"
"291","0.04013787470757961","0.04013787470757961","0.04013787470757961"
"292","0.04881554190069437","0.04881554190069437","0.04881554190069437"
"293","0.0501032218337059","0.0501032218337059","0.0501032218337059"
"294","0.04632350243628025","0.04632350243628025","0.04632350243628025"
"295","0.04518666062504053","0.04518666062504053","0.04518666062504053"
"296","0.03435941487550735","0.03435941487550735","0.03435941487550735"
"297","0.0321435421705246","0.0321435421705246","0.0321435421705246"
"298","0.035809471644461154","0.035809471644461154","0.035809471644461154"
"299","0.04836300928145647","0.04836300928145647","0.04836300928145647"
"300","0.04093133714050055","0.04093133714050055","0.04093133714050055"
"301","0.03598524890840053","0.03598524890840053","0.03598524890840053"
"302","0.03275570804253221","0.03275570804253221","0.03275570804253221"
"303","0.04221854005008936","0.04221854005008936","0.04221854005008936"
"304","0.04577266033738851","0.04577266033738851","0.04577266033738851"
"305","0.04244626387953758","0.04244626387953758","0.04244626387953758"
"306","0.04850764367729425","0.04850764367729425","0.04850764367729425"
"307","0.045675892010331155","0.045675892010331155","0.045675892010331155"
"308","0.04850065559148788","0.04850065559148788","0.04850065559148788"
"309","0.03442871030420065","0.03442871030420065","0.03442871030420065"
"310","0.044930708780884746","0.044930708780884746","0.044930708780884746"
"311","0.04342847466468811","0.04342847466468811","0.04342847466468811"
"312","0.04337236937135458","0.04337236937135458","0.04337236937135458"
"313","0.0376878872513771","0.0376878872513771","0.0376878872513771"
"314","0.035958378203213216","0.035958378203213216","0.035958378203213216"
"315","0.03825283609330654","0.03825283609330654","0.03825283609330654"
"316","0.04117635600268841","0.04117635600268841","0.04117635600268841"
"317","0.033531969971954824","0.033531969971954824","0.033531969971954824"
"318","0.037885965593159196","0.037885965593159196","0.037885965593159196"
"319","0.03827927224338055","0.03827927224338055","0.03827927224338055"
"320","0.036645340733230114","0.036645340733230114","0.036645340733230114"
"321","0.043234756030142305","0.043234756030142305","0.043234756030142305"
"322","0.04637365639209747","0.04637365639209747","0.04637365639209747"
"323","0.043604124896228315","0.043604124896228315","0.043604124896228315"
"324","0.052189378440380095","0.052189378440380095","0.052189378440380095"
"325","0.05473710224032402","0.05473710224032402","0.05473710224032402"
"326","0.04343281332403422","0.04343281332403422","0.04343281332403422"
"327","0.059836586192250255","0.059836586192250255","0.059836586192250255"
"328","0.04940438773483038","0.04940438773483038","0.04940438773483038"
"329","0.05257525965571404","0.05257525965571404","0.05257525965571404"
"330","0.04651187974959612","0.04651187974959612","0.04651187974959612"
"331","0.05173658803105354","0.05173658803105354","0.05173658803105354"
"332","0.043856208026409146","0.043856208026409146","0.043856208026409146"
"333","0.04849599823355675","0.04849599823355675","0.04849599823355675"
"334","0.04564525447785854","0.04564525447785854","0.04564525447785854"
"335","0.038900777511298654","0.038900777511298654","0.038900777511298654"
"336","0.040834354050457475","0.040834354050457475","0.040834354050457475"
"337","0.044447523169219495","0.044447523169219495","0.044447523169219495"
"338","0.04195374082773924","0.04195374082773924","0.04195374082773924"
"339","0.05213566068559885","0.05213566068559885","0.05213566068559885"
"340","0.06107301786541939","0.06107301786541939","0.06107301786541939"
"341","0.05618088282644749","0.05618088282644749","0.05618088282644749"
"342","0.045421228557825086","0.045421228557825086","0.045421228557825086"
"343","0.04021521303802729","0.04021521303802729","0.04021521303802729"
"344","0.05042245052754879","0.05042245052754879","0.05042245052754879"
"345","0.038315872102975844","0.038315872102975844","0.038315872102975844"
"346","0.037507027573883536","0.037507027573883536","0.037507027573883536"
"347","0.04206716250628233","0.04206716250628233","0.04206716250628233"
"348","0.04200365860015154","0.04200365860015154","0.04200365860015154"
"349","0.03634656462818384","0.03634656462818384","0.03634656462818384"
"350","0.04261979050934315","0.04261979050934315","0.04261979050934315"
"351","0.04551136828958988","0.04551136828958988","0.04551136828958988"
"352","0.03521409593522549","0.03521409593522549","0.03521409593522549"
"353","0.0374786090105772","0.0374786090105772","0.0374786090105772"
"354","0.05120538622140884","0.05120538622140884","0.05120538622140884"
"355","0.04230012837797403","0.04230012837797403","0.04230012837797403"
"356","0.0401095962151885","0.0401095962151885","0.0401095962151885"
"357","0.04373465422540903","0.04373465422540903","0.04373465422540903"
"358","0.0447344645857811","0.0447344645857811","0.0447344645857811"
"359","0.04477342814207077","0.04477342814207077","0.04477342814207077"
"360","0.03937530368566513","0.03937530368566513","0.03937530368566513"
"361","0.04102213028818369","0.04102213028818369","0.04102213028818369"
"362","0.04302646704018116","0.04302646704018116","0.04302646704018116"
"363","0.04463389664888382","0.04463389664888382","0.04463389664888382"
"364","0.04215453080832958","0.04215453080832958","0.04215453080832958"
"365","0.0433479642495513","0.0433479642495513","0.0433479642495513"
"366","0.04828945342451334","0.04828945342451334","0.04828945342451334"
"367","0.04752013050019741","0.04752013050019741","0.04752013050019741"
"368","0.0450071444734931","0.0450071444734931","0.0450071444734931"
"369","0.04335958603769541","0.04335958603769541","0.04335958603769541"
"370","0.05462030358612537","0.05462030358612537","0.05462030358612537"
"371","0.04959218818694353","0.04959218818694353","0.04959218818694353"
"372","0.04602735489606857","0.04602735489606857","0.04602735489606857"
"373","0.05063182730227709","0.05063182730227709","0.05063182730227709"
"374","0.04827114455401897","0.04827114455401897","0.04827114455401897"
"375","0.04656067006289959","0.04656067006289959","0.04656067006289959"
"376","0.04384259283542633","0.04384259283542633","0.04384259283542633"
"377","0.04425049871206284","0.04425049871206284","0.04425049871206284"
"378","0.04476846531033516","0.04476846531033516","0.04476846531033516"
"379","0.044471966847777364","0.044471966847777364","0.044471966847777364"
"380","0.049658239260315894","0.049658239260315894","0.049658239260315894"
"381","0.03707156348973513","0.03707156348973513","0.03707156348973513"
"382","0.043389526382088664","0.043389526382088664","0.043389526382088664"
"383","0.04680271074175835","0.04680271074175835","0.04680271074175835"
"384","0.04550506938248873","0.04550506938248873","0.04550506938248873"
"385","0.05230483207851648","0.05230483207851648","0.05230483207851648"
"386","0.04487392120063305","0.04487392120063305","0.04487392120063305"
"387","0.05086177848279476","0.05086177848279476","0.05086177848279476"
"388","0.05010110903531313","0.05010110903531313","0.05010110903531313"
"389","0.03732995484024286","0.03732995484024286","0.03732995484024286"
"390","0.05735708102583885","0.05735708102583885","0.05735708102583885"
"391","0.036094503663480285","0.036094503663480285","0.036094503663480285"
"392","0.06236866787075997","0.06236866787075997","0.06236866787075997"
"393","0.04929321762174368","0.04929321762174368","0.04929321762174368"
"394","0.04263259544968605","0.04263259544968605","0.04263259544968605"
"395","0.05224494133144617","0.05224494133144617","0.05224494133144617"
"396","0.06068563833832741","0.06068563833832741","0.06068563833832741"
"397","0.04551064632833004","0.04551064632833004","0.04551064632833004"
"398","0.044839630275964736","0.044839630275964736","0.044839630275964736"
"399","0.05136920269578695","0.05136920269578695","0.05136920269578695"
"400","0.042204650677740575","0.042204650677740575","0.042204650677740575"
"401","0.05318799633532763","0.05318799633532763","0.05318799633532763"
"402","0.03881770968437195","0.03881770968437195","0.03881770968437195"
"403","0.0466937942430377","0.0466937942430377","0.0466937942430377"
"404","0.05355673190206289","0.05355673190206289","0.05355673190206289"
"405","0.05251264031976462","0.05251264031976462","0.05251264031976462"
"406","0.07616747003048659","0.07616747003048659","0.07616747003048659"
"407","0.10781259965151549","0.10781259965151549","0.10781259965151549"
"408","0.05868484135717154","0.05868484135717154","0.05868484135717154"
"409","0.03889168743044138","0.03889168743044138","0.03889168743044138"
"410","0.04246868938207626","0.04246868938207626","0.04246868938207626"
"411","0.060329222865402696","0.060329222865402696","0.060329222865402696"
"412","0.049786165729165076","0.049786165729165076","0.049786165729165076"
"413","0.040519999153912065","0.040519999153912065","0.040519999153912065"
"414","0.038879860565066336","0.038879860565066336","0.038879860565066336"
"415","0.035755513794720174","0.035755513794720174","0.035755513794720174"
"416","0.046646689996123314","0.046646689996123314","0.046646689996123314"
"417","0.04179663918912411","0.04179663918912411","0.04179663918912411"
"418","0.04213100764900446","0.04213100764900446","0.04213100764900446"
"419","0.041254876367747786","0.041254876367747786","0.041254876367747786"
"420","0.039533561654388906","0.039533561654388906","0.039533561654388906"
"421","0.034927782230079175","0.034927782230079175","0.034927782230079175"
"422","0.03920017145574093","0.03920017145574093","0.03920017145574093"
"423","0.033891613222658636","0.033891613222658636","0.033891613222658636"
"424","0.03626766614615917","0.03626766614615917","0.03626766614615917"
"425","0.04115570951253176","0.04115570951253176","0.04115570951253176"
"426","0.04675691816955805","0.04675691816955805","0.04675691816955805"
"427","0.04991485197097063","0.04991485197097063","0.04991485197097063"
"428","0.05441348142921924","0.05441348142921924","0.05441348142921924"
"429","0.04808128979057073","0.04808128979057073","0.04808128979057073"
"430","0.04865832068026066","0.04865832068026066","0.04865832068026066"
"431","0.053693632036447524","0.053693632036447524","0.053693632036447524"
"432","0.04747024644166231","0.04747024644166231","0.04747024644166231"
"433","0.07035311814397574","0.07035311814397574","0.07035311814397574"
"434","0.07158794552087784","0.07158794552087784","0.07158794552087784"
"435","0.06808343809098005","0.06808343809098005","0.06808343809098005"
"436","0.051233187317848206","0.051233187317848206","0.051233187317848206"
"437","0.05235705673694611","0.05235705673694611","0.05235705673694611"
"438","0.0724797084927559","0.0724797084927559","0.0724797084927559"
"439","0.05151505768299103","0.05151505768299103","0.05151505768299103"
"440","0.0555723724886775","0.0555723724886775","0.0555723724886775"
"441","0.06600523870438338","0.06600523870438338","0.06600523870438338"
"442","0.05153910461813212","0.05153910461813212","0.05153910461813212"
"443","0.05514184739440679","0.05514184739440679","0.05514184739440679"
"444","0.05303053576499224","0.05303053576499224","0.05303053576499224"
"445","0.06559288408607244","0.06559288408607244","0.06559288408607244"
"446","0.07195872943848372","0.07195872943848372","0.07195872943848372"
"447","0.0824907822534442","0.0824907822534442","0.0824907822534442"
"448","0.045981697365641595","0.045981697365641595","0.045981697365641595"
