"Step","03Blind - Episode_Reward/bot_2_payload","03Blind - Episode_Reward/bot_2_payload__MIN","03Blind - Episode_Reward/bot_2_payload__MAX"
"30","0.1334138810634613","0.1334138810634613","0.1334138810634613"
"31","0.12518325448036194","0.12518325448036194","0.12518325448036194"
"32","0.15859347581863403","0.15859347581863403","0.15859347581863403"
"33","0.16908560693264008","0.16908560693264008","0.16908560693264008"
"34","0.1597571223974228","0.1597571223974228","0.1597571223974228"
"35","0.1624557375907898","0.1624557375907898","0.1624557375907898"
"36","0.14276832342147827","0.14276832342147827","0.14276832342147827"
"37","0.14902010560035706","0.14902010560035706","0.14902010560035706"
"38","0.1485596001148224","0.1485596001148224","0.1485596001148224"
"39","0.11148218810558319","0.11148218810558319","0.11148218810558319"
"40","0.1245192289352417","0.1245192289352417","0.1245192289352417"
"41","0.12698599696159363","0.12698599696159363","0.12698599696159363"
"42","0.12494021654129028","0.12494021654129028","0.12494021654129028"
"43","0.11147812008857727","0.11147812008857727","0.11147812008857727"
"44","0.11702197045087814","0.11702197045087814","0.11702197045087814"
"45","0.12319733947515488","0.12319733947515488","0.12319733947515488"
"46","0.10062699764966965","0.10062699764966965","0.10062699764966965"
"47","0.10842305421829224","0.10842305421829224","0.10842305421829224"
"48","0.10434988141059875","0.10434988141059875","0.10434988141059875"
"49","0.106410913169384","0.106410913169384","0.106410913169384"
"50","0.10543819516897202","0.10543819516897202","0.10543819516897202"
"51","0.11003412306308746","0.11003412306308746","0.11003412306308746"
"52","0.09802641719579697","0.09802641719579697","0.09802641719579697"
"53","0.11428751796483994","0.11428751796483994","0.11428751796483994"
"54","0.12471531331539154","0.12471531331539154","0.12471531331539154"
"55","0.11804080009460449","0.11804080009460449","0.11804080009460449"
"56","0.12537431716918945","0.12537431716918945","0.12537431716918945"
"57","0.20081041753292084","0.20081041753292084","0.20081041753292084"
"58","0.20609503984451294","0.20609503984451294","0.20609503984451294"
"59","0.1697826236486435","0.1697826236486435","0.1697826236486435"
"60","0.22159337997436523","0.22159337997436523","0.22159337997436523"
"61","0.24233528971672058","0.24233528971672058","0.24233528971672058"
"62","0.28692445158958435","0.28692445158958435","0.28692445158958435"
"63","0.3625146150588989","0.3625146150588989","0.3625146150588989"
"64","0.5099179744720459","0.5099179744720459","0.5099179744720459"
"65","0.4958016872406006","0.4958016872406006","0.4958016872406006"
"66","0.47833284735679626","0.47833284735679626","0.47833284735679626"
"67","0.6063655614852905","0.6063655614852905","0.6063655614852905"
"68","0.5178606510162354","0.5178606510162354","0.5178606510162354"
"69","0.5942902565002441","0.5942902565002441","0.5942902565002441"
"70","0.6477544903755188","0.6477544903755188","0.6477544903755188"
"71","0.7105311155319214","0.7105311155319214","0.7105311155319214"
"72","0.6557321548461914","0.6557321548461914","0.6557321548461914"
"73","0.8130779266357422","0.8130779266357422","0.8130779266357422"
"74","0.7931704521179199","0.7931704521179199","0.7931704521179199"
"75","0.8341474533081055","0.8341474533081055","0.8341474533081055"
"76","0.9282701015472412","0.9282701015472412","0.9282701015472412"
"77","0.9680498838424683","0.9680498838424683","0.9680498838424683"
"78","0.9100462198257446","0.9100462198257446","0.9100462198257446"
"79","0.8978426456451416","0.8978426456451416","0.8978426456451416"
"80","0.909320056438446","0.909320056438446","0.909320056438446"
"81","0.9258050322532654","0.9258050322532654","0.9258050322532654"
"82","1.1033270359039307","1.1033270359039307","1.1033270359039307"
"83","1.0638916492462158","1.0638916492462158","1.0638916492462158"
"84","1.0597213506698608","1.0597213506698608","1.0597213506698608"
"85","1.021040678024292","1.021040678024292","1.021040678024292"
"86","0.9596319198608398","0.9596319198608398","0.9596319198608398"
"87","1.1576085090637207","1.1576085090637207","1.1576085090637207"
"88","1.1014808416366577","1.1014808416366577","1.1014808416366577"
"89","1.173445463180542","1.173445463180542","1.173445463180542"
"90","1.1160500049591064","1.1160500049591064","1.1160500049591064"
"91","1.063105821609497","1.063105821609497","1.063105821609497"
"92","1.2034599781036377","1.2034599781036377","1.2034599781036377"
"93","1.084606647491455","1.084606647491455","1.084606647491455"
"94","0.9492568969726562","0.9492568969726562","0.9492568969726562"
"95","0.9738389253616333","0.9738389253616333","0.9738389253616333"
"96","1.088810682296753","1.088810682296753","1.088810682296753"
"97","0.9092415571212769","0.9092415571212769","0.9092415571212769"
"98","1.1619374752044678","1.1619374752044678","1.1619374752044678"
"99","1.0811185836791992","1.0811185836791992","1.0811185836791992"
"100","1.0349133014678955","1.0349133014678955","1.0349133014678955"
"101","0.8385432958602905","0.8385432958602905","0.8385432958602905"
"102","1.0290229320526123","1.0290229320526123","1.0290229320526123"
"103","1.154077410697937","1.154077410697937","1.154077410697937"
"104","1.1409122943878174","1.1409122943878174","1.1409122943878174"
"105","1.1815485954284668","1.1815485954284668","1.1815485954284668"
"106","1.16574227809906","1.16574227809906","1.16574227809906"
"107","1.2293412685394287","1.2293412685394287","1.2293412685394287"
"108","1.1977052688598633","1.1977052688598633","1.1977052688598633"
"109","1.2183489799499512","1.2183489799499512","1.2183489799499512"
"110","1.245483636856079","1.245483636856079","1.245483636856079"
"111","1.2998818159103394","1.2998818159103394","1.2998818159103394"
"112","1.5540097951889038","1.5540097951889038","1.5540097951889038"
"113","1.4985809326171875","1.4985809326171875","1.4985809326171875"
"114","1.4650148153305054","1.4650148153305054","1.4650148153305054"
"115","1.553608775138855","1.553608775138855","1.553608775138855"
"116","1.4984291791915894","1.4984291791915894","1.4984291791915894"
"117","1.4034645557403564","1.4034645557403564","1.4034645557403564"
"118","1.6196712255477905","1.6196712255477905","1.6196712255477905"
"119","1.7631075382232666","1.7631075382232666","1.7631075382232666"
"120","1.56265389919281","1.56265389919281","1.56265389919281"
"121","1.7460564374923706","1.7460564374923706","1.7460564374923706"
"122","1.7657727003097534","1.7657727003097534","1.7657727003097534"
"123","1.6925849914550781","1.6925849914550781","1.6925849914550781"
"124","1.730426549911499","1.730426549911499","1.730426549911499"
"125","1.9899905920028687","1.9899905920028687","1.9899905920028687"
"126","1.9837281703948975","1.9837281703948975","1.9837281703948975"
"127","2.067012310028076","2.067012310028076","2.067012310028076"
"128","1.9818713665008545","1.9818713665008545","1.9818713665008545"
"129","1.9341882467269897","1.9341882467269897","1.9341882467269897"
"130","2.0555927753448486","2.0555927753448486","2.0555927753448486"
"131","1.8867592811584473","1.8867592811584473","1.8867592811584473"
"132","1.9173387289047241","1.9173387289047241","1.9173387289047241"
"133","1.9156873226165771","1.9156873226165771","1.9156873226165771"
"134","1.9515283107757568","1.9515283107757568","1.9515283107757568"
"135","2.0723419189453125","2.0723419189453125","2.0723419189453125"
"136","1.9869292974472046","1.9869292974472046","1.9869292974472046"
"137","2.168160915374756","2.168160915374756","2.168160915374756"
"138","2.3262479305267334","2.3262479305267334","2.3262479305267334"
"139","2.2273519039154053","2.2273519039154053","2.2273519039154053"
"140","1.9038474559783936","1.9038474559783936","1.9038474559783936"
"141","2.2326273918151855","2.2326273918151855","2.2326273918151855"
"142","2.2368061542510986","2.2368061542510986","2.2368061542510986"
"143","2.367318868637085","2.367318868637085","2.367318868637085"
"144","2.359528064727783","2.359528064727783","2.359528064727783"
"145","2.3504180908203125","2.3504180908203125","2.3504180908203125"
"146","2.3354296684265137","2.3354296684265137","2.3354296684265137"
"147","2.330049991607666","2.330049991607666","2.330049991607666"
"148","2.4621548652648926","2.4621548652648926","2.4621548652648926"
"149","2.544105052947998","2.544105052947998","2.544105052947998"
"150","2.250877857208252","2.250877857208252","2.250877857208252"
"151","2.423786163330078","2.423786163330078","2.423786163330078"
"152","2.3676815032958984","2.3676815032958984","2.3676815032958984"
"153","2.4403038024902344","2.4403038024902344","2.4403038024902344"
"154","2.196828842163086","2.196828842163086","2.196828842163086"
"155","2.4534053802490234","2.4534053802490234","2.4534053802490234"
"156","2.4564332962036133","2.4564332962036133","2.4564332962036133"
"157","2.375476598739624","2.375476598739624","2.375476598739624"
"158","2.259427785873413","2.259427785873413","2.259427785873413"
"159","2.255866050720215","2.255866050720215","2.255866050720215"
"160","2.396663188934326","2.396663188934326","2.396663188934326"
"161","2.6119837760925293","2.6119837760925293","2.6119837760925293"
"162","2.556749105453491","2.556749105453491","2.556749105453491"
"163","2.5278358459472656","2.5278358459472656","2.5278358459472656"
"164","2.3320870399475098","2.3320870399475098","2.3320870399475098"
"165","2.4832730293273926","2.4832730293273926","2.4832730293273926"
"166","2.5622270107269287","2.5622270107269287","2.5622270107269287"
"167","2.561760663986206","2.561760663986206","2.561760663986206"
"168","2.508615016937256","2.508615016937256","2.508615016937256"
"169","2.510934829711914","2.510934829711914","2.510934829711914"
"170","2.3472089767456055","2.3472089767456055","2.3472089767456055"
"171","2.4776148796081543","2.4776148796081543","2.4776148796081543"
"172","2.443431854248047","2.443431854248047","2.443431854248047"
"173","2.5138840675354004","2.5138840675354004","2.5138840675354004"
"174","2.436802387237549","2.436802387237549","2.436802387237549"
"175","2.4349863529205322","2.4349863529205322","2.4349863529205322"
"176","2.4032795429229736","2.4032795429229736","2.4032795429229736"
"177","2.490935802459717","2.490935802459717","2.490935802459717"
"178","2.590031862258911","2.590031862258911","2.590031862258911"
"179","2.657942771911621","2.657942771911621","2.657942771911621"
"180","2.5709190368652344","2.5709190368652344","2.5709190368652344"
"181","2.365762710571289","2.365762710571289","2.365762710571289"
"182","2.656982183456421","2.656982183456421","2.656982183456421"
"183","2.413100242614746","2.413100242614746","2.413100242614746"
"184","2.3249974250793457","2.3249974250793457","2.3249974250793457"
"185","2.6366612911224365","2.6366612911224365","2.6366612911224365"
"186","2.521124839782715","2.521124839782715","2.521124839782715"
"187","2.4803974628448486","2.4803974628448486","2.4803974628448486"
"188","2.4082140922546387","2.4082140922546387","2.4082140922546387"
"189","2.6612839698791504","2.6612839698791504","2.6612839698791504"
"190","2.6506805419921875","2.6506805419921875","2.6506805419921875"
"191","2.628007411956787","2.628007411956787","2.628007411956787"
"192","2.6372334957122803","2.6372334957122803","2.6372334957122803"
"193","2.6529223918914795","2.6529223918914795","2.6529223918914795"
"194","2.6750917434692383","2.6750917434692383","2.6750917434692383"
"195","2.47575044631958","2.47575044631958","2.47575044631958"
"196","2.4620978832244873","2.4620978832244873","2.4620978832244873"
"197","2.635385751724243","2.635385751724243","2.635385751724243"
"198","2.364222526550293","2.364222526550293","2.364222526550293"
"199","2.6390774250030518","2.6390774250030518","2.6390774250030518"
"200","2.574498176574707","2.574498176574707","2.574498176574707"
"201","2.5339527130126953","2.5339527130126953","2.5339527130126953"
"202","2.619215488433838","2.619215488433838","2.619215488433838"
"203","2.5938010215759277","2.5938010215759277","2.5938010215759277"
"204","2.6870598793029785","2.6870598793029785","2.6870598793029785"
"205","2.7423019409179688","2.7423019409179688","2.7423019409179688"
"206","2.8095755577087402","2.8095755577087402","2.8095755577087402"
"207","2.66306471824646","2.66306471824646","2.66306471824646"
"208","2.7171730995178223","2.7171730995178223","2.7171730995178223"
"209","2.786929130554199","2.786929130554199","2.786929130554199"
"210","2.6526246070861816","2.6526246070861816","2.6526246070861816"
"211","2.584421157836914","2.584421157836914","2.584421157836914"
"212","2.6520376205444336","2.6520376205444336","2.6520376205444336"
"213","2.572596549987793","2.572596549987793","2.572596549987793"
"214","2.7889652252197266","2.7889652252197266","2.7889652252197266"
"215","2.68921160697937","2.68921160697937","2.68921160697937"
"216","2.746936798095703","2.746936798095703","2.746936798095703"
"217","2.731329917907715","2.731329917907715","2.731329917907715"
"218","2.6986751556396484","2.6986751556396484","2.6986751556396484"
"219","2.6937379837036133","2.6937379837036133","2.6937379837036133"
"220","2.7406845092773438","2.7406845092773438","2.7406845092773438"
"221","2.786426544189453","2.786426544189453","2.786426544189453"
"222","2.704277515411377","2.704277515411377","2.704277515411377"
"223","2.829723358154297","2.829723358154297","2.829723358154297"
"224","2.682093381881714","2.682093381881714","2.682093381881714"
"225","2.8580243587493896","2.8580243587493896","2.8580243587493896"
"226","2.5711607933044434","2.5711607933044434","2.5711607933044434"
"227","2.6988978385925293","2.6988978385925293","2.6988978385925293"
"228","2.806866407394409","2.806866407394409","2.806866407394409"
"229","2.809870719909668","2.809870719909668","2.809870719909668"
"230","2.711860179901123","2.711860179901123","2.711860179901123"
"231","2.7568814754486084","2.7568814754486084","2.7568814754486084"
"232","2.824418544769287","2.824418544769287","2.824418544769287"
"233","2.698911190032959","2.698911190032959","2.698911190032959"
"234","2.788118362426758","2.788118362426758","2.788118362426758"
"235","2.757209539413452","2.757209539413452","2.757209539413452"
"236","2.89984393119812","2.89984393119812","2.89984393119812"
"237","2.7051873207092285","2.7051873207092285","2.7051873207092285"
"238","2.7902743816375732","2.7902743816375732","2.7902743816375732"
"239","2.675806760787964","2.675806760787964","2.675806760787964"
"240","2.6609084606170654","2.6609084606170654","2.6609084606170654"
"241","2.781776189804077","2.781776189804077","2.781776189804077"
"242","2.78682017326355","2.78682017326355","2.78682017326355"
"243","2.8592689037323","2.8592689037323","2.8592689037323"
"244","2.64560604095459","2.64560604095459","2.64560604095459"
"245","2.8665733337402344","2.8665733337402344","2.8665733337402344"
"246","2.9078269004821777","2.9078269004821777","2.9078269004821777"
"247","2.8057048320770264","2.8057048320770264","2.8057048320770264"
"248","2.966085433959961","2.966085433959961","2.966085433959961"
"249","2.788058042526245","2.788058042526245","2.788058042526245"
"250","2.725870132446289","2.725870132446289","2.725870132446289"
"251","2.7271499633789062","2.7271499633789062","2.7271499633789062"
"252","2.8018319606781006","2.8018319606781006","2.8018319606781006"
"253","2.7881603240966797","2.7881603240966797","2.7881603240966797"
"254","2.888767719268799","2.888767719268799","2.888767719268799"
"255","2.842742681503296","2.842742681503296","2.842742681503296"
"256","2.8570754528045654","2.8570754528045654","2.8570754528045654"
"257","2.9023237228393555","2.9023237228393555","2.9023237228393555"
"258","2.792626142501831","2.792626142501831","2.792626142501831"
"259","2.9229164123535156","2.9229164123535156","2.9229164123535156"
"260","2.9398245811462402","2.9398245811462402","2.9398245811462402"
"261","2.818690299987793","2.818690299987793","2.818690299987793"
"262","2.9817705154418945","2.9817705154418945","2.9817705154418945"
"263","2.813520908355713","2.813520908355713","2.813520908355713"
"264","2.881373405456543","2.881373405456543","2.881373405456543"
"265","2.88777232170105","2.88777232170105","2.88777232170105"
"266","2.7959296703338623","2.7959296703338623","2.7959296703338623"
"267","2.8680200576782227","2.8680200576782227","2.8680200576782227"
"268","3.009857654571533","3.009857654571533","3.009857654571533"
"269","2.9283463954925537","2.9283463954925537","2.9283463954925537"
"270","2.913270950317383","2.913270950317383","2.913270950317383"
"271","2.797245740890503","2.797245740890503","2.797245740890503"
"272","2.8862338066101074","2.8862338066101074","2.8862338066101074"
"273","3.021554470062256","3.021554470062256","3.021554470062256"
"274","2.9330453872680664","2.9330453872680664","2.9330453872680664"
"275","2.8888320922851562","2.8888320922851562","2.8888320922851562"
"276","2.998152494430542","2.998152494430542","2.998152494430542"
"277","2.908493757247925","2.908493757247925","2.908493757247925"
"278","2.9618756771087646","2.9618756771087646","2.9618756771087646"
"279","2.7601382732391357","2.7601382732391357","2.7601382732391357"
"280","3.0620789527893066","3.0620789527893066","3.0620789527893066"
"281","2.7468042373657227","2.7468042373657227","2.7468042373657227"
"282","2.9068198204040527","2.9068198204040527","2.9068198204040527"
"283","2.9122447967529297","2.9122447967529297","2.9122447967529297"
"284","2.9358115196228027","2.9358115196228027","2.9358115196228027"
"285","2.864955425262451","2.864955425262451","2.864955425262451"
"286","2.830413341522217","2.830413341522217","2.830413341522217"
"287","2.9220762252807617","2.9220762252807617","2.9220762252807617"
"288","2.878314733505249","2.878314733505249","2.878314733505249"
"289","2.923741102218628","2.923741102218628","2.923741102218628"
"290","3.0469250679016113","3.0469250679016113","3.0469250679016113"
"291","2.975924491882324","2.975924491882324","2.975924491882324"
"292","3.040365695953369","3.040365695953369","3.040365695953369"
"293","2.965618133544922","2.965618133544922","2.965618133544922"
"294","2.959066152572632","2.959066152572632","2.959066152572632"
"295","3.038501739501953","3.038501739501953","3.038501739501953"
"296","2.8628976345062256","2.8628976345062256","2.8628976345062256"
"297","2.941124677658081","2.941124677658081","2.941124677658081"
"298","3.0177416801452637","3.0177416801452637","3.0177416801452637"
"299","2.9696669578552246","2.9696669578552246","2.9696669578552246"
"300","2.9464919567108154","2.9464919567108154","2.9464919567108154"
"301","2.982983112335205","2.982983112335205","2.982983112335205"
"302","3.1367955207824707","3.1367955207824707","3.1367955207824707"
"303","3.086979389190674","3.086979389190674","3.086979389190674"
"304","3.070115804672241","3.070115804672241","3.070115804672241"
"305","2.890387535095215","2.890387535095215","2.890387535095215"
"306","2.95599627494812","2.95599627494812","2.95599627494812"
"307","3.060680389404297","3.060680389404297","3.060680389404297"
"308","3.0180678367614746","3.0180678367614746","3.0180678367614746"
"309","2.9409728050231934","2.9409728050231934","2.9409728050231934"
"310","2.912006378173828","2.912006378173828","2.912006378173828"
"311","2.9720540046691895","2.9720540046691895","2.9720540046691895"
"312","3.0047385692596436","3.0047385692596436","3.0047385692596436"
"313","2.984827995300293","2.984827995300293","2.984827995300293"
"314","2.919174909591675","2.919174909591675","2.919174909591675"
"315","2.9909472465515137","2.9909472465515137","2.9909472465515137"
"316","2.9854612350463867","2.9854612350463867","2.9854612350463867"
"317","2.9820713996887207","2.9820713996887207","2.9820713996887207"
"318","2.8581597805023193","2.8581597805023193","2.8581597805023193"
"319","3.022686004638672","3.022686004638672","3.022686004638672"
"320","3.054481029510498","3.054481029510498","3.054481029510498"
"321","3.011909008026123","3.011909008026123","3.011909008026123"
"322","2.9265360832214355","2.9265360832214355","2.9265360832214355"
"323","3.063760757446289","3.063760757446289","3.063760757446289"
"324","3.0251197814941406","3.0251197814941406","3.0251197814941406"
"325","2.9005489349365234","2.9005489349365234","2.9005489349365234"
"326","2.9332218170166016","2.9332218170166016","2.9332218170166016"
"327","3.053802013397217","3.053802013397217","3.053802013397217"
"328","2.9359817504882812","2.9359817504882812","2.9359817504882812"
"329","2.9365158081054688","2.9365158081054688","2.9365158081054688"
"330","2.9670238494873047","2.9670238494873047","2.9670238494873047"
"331","3.1094226837158203","3.1094226837158203","3.1094226837158203"
"332","3.1226301193237305","3.1226301193237305","3.1226301193237305"
"333","3.0005767345428467","3.0005767345428467","3.0005767345428467"
"334","3.007880210876465","3.007880210876465","3.007880210876465"
"335","2.9120287895202637","2.9120287895202637","2.9120287895202637"
"336","3.1176183223724365","3.1176183223724365","3.1176183223724365"
"337","2.9778361320495605","2.9778361320495605","2.9778361320495605"
"338","3.073606014251709","3.073606014251709","3.073606014251709"
"339","3.147024154663086","3.147024154663086","3.147024154663086"
"340","2.9024665355682373","2.9024665355682373","2.9024665355682373"
"341","2.924483060836792","2.924483060836792","2.924483060836792"
"342","2.991854667663574","2.991854667663574","2.991854667663574"
"343","2.9694652557373047","2.9694652557373047","2.9694652557373047"
"344","2.9262752532958984","2.9262752532958984","2.9262752532958984"
"345","2.9408957958221436","2.9408957958221436","2.9408957958221436"
"346","2.9107398986816406","2.9107398986816406","2.9107398986816406"
"347","2.9296679496765137","2.9296679496765137","2.9296679496765137"
"348","3.1076581478118896","3.1076581478118896","3.1076581478118896"
"349","2.7929141521453857","2.7929141521453857","2.7929141521453857"
"350","3.061998128890991","3.061998128890991","3.061998128890991"
"351","2.727018117904663","2.727018117904663","2.727018117904663"
"352","2.835447072982788","2.835447072982788","2.835447072982788"
"353","2.797532796859741","2.797532796859741","2.797532796859741"
"354","3.027992010116577","3.027992010116577","3.027992010116577"
"355","2.934406280517578","2.934406280517578","2.934406280517578"
"356","2.921980619430542","2.921980619430542","2.921980619430542"
"357","2.9420905113220215","2.9420905113220215","2.9420905113220215"
"358","2.981130361557007","2.981130361557007","2.981130361557007"
"359","2.919581174850464","2.919581174850464","2.919581174850464"
"360","2.9683902263641357","2.9683902263641357","2.9683902263641357"
"361","2.9546589851379395","2.9546589851379395","2.9546589851379395"
"362","2.9763972759246826","2.9763972759246826","2.9763972759246826"
"363","2.899935483932495","2.899935483932495","2.899935483932495"
"364","2.954400062561035","2.954400062561035","2.954400062561035"
"365","2.7458319664001465","2.7458319664001465","2.7458319664001465"
"366","2.9870219230651855","2.9870219230651855","2.9870219230651855"
"367","2.908250331878662","2.908250331878662","2.908250331878662"
"368","2.745375633239746","2.745375633239746","2.745375633239746"
"369","3.0297629833221436","3.0297629833221436","3.0297629833221436"
"370","2.9164910316467285","2.9164910316467285","2.9164910316467285"
"371","2.7798314094543457","2.7798314094543457","2.7798314094543457"
"372","2.780574321746826","2.780574321746826","2.780574321746826"
"373","2.725717544555664","2.725717544555664","2.725717544555664"
"374","2.9003424644470215","2.9003424644470215","2.9003424644470215"
"375","2.9979686737060547","2.9979686737060547","2.9979686737060547"
"376","2.9263522624969482","2.9263522624969482","2.9263522624969482"
"377","2.9088704586029053","2.9088704586029053","2.9088704586029053"
"378","3.0100550651550293","3.0100550651550293","3.0100550651550293"
"379","2.9236488342285156","2.9236488342285156","2.9236488342285156"
"380","3.0928962230682373","3.0928962230682373","3.0928962230682373"
"381","3.107877731323242","3.107877731323242","3.107877731323242"
"382","3.066521644592285","3.066521644592285","3.066521644592285"
"383","2.935304641723633","2.935304641723633","2.935304641723633"
"384","2.8945326805114746","2.8945326805114746","2.8945326805114746"
"385","2.8179569244384766","2.8179569244384766","2.8179569244384766"
"386","2.900644302368164","2.900644302368164","2.900644302368164"
"387","2.823214054107666","2.823214054107666","2.823214054107666"
"388","2.90974497795105","2.90974497795105","2.90974497795105"
"389","3.0090556144714355","3.0090556144714355","3.0090556144714355"
"390","3.0545012950897217","3.0545012950897217","3.0545012950897217"
"391","2.9772415161132812","2.9772415161132812","2.9772415161132812"
"392","2.9725847244262695","2.9725847244262695","2.9725847244262695"
"393","2.8064303398132324","2.8064303398132324","2.8064303398132324"
"394","2.90478777885437","2.90478777885437","2.90478777885437"
"395","2.9484238624572754","2.9484238624572754","2.9484238624572754"
"396","2.797982931137085","2.797982931137085","2.797982931137085"
"397","2.9840543270111084","2.9840543270111084","2.9840543270111084"
"398","3.1188182830810547","3.1188182830810547","3.1188182830810547"
"399","2.8835983276367188","2.8835983276367188","2.8835983276367188"
"400","3.0308921337127686","3.0308921337127686","3.0308921337127686"
"401","3.0680091381073","3.0680091381073","3.0680091381073"
"402","2.974663496017456","2.974663496017456","2.974663496017456"
"403","2.963944435119629","2.963944435119629","2.963944435119629"
"404","2.8912887573242188","2.8912887573242188","2.8912887573242188"
"405","2.974202871322632","2.974202871322632","2.974202871322632"
"406","3.1616897583007812","3.1616897583007812","3.1616897583007812"
"407","2.8315138816833496","2.8315138816833496","2.8315138816833496"
"408","3.0248656272888184","3.0248656272888184","3.0248656272888184"
"409","2.994922161102295","2.994922161102295","2.994922161102295"
"410","2.850693464279175","2.850693464279175","2.850693464279175"
"411","3.0924887657165527","3.0924887657165527","3.0924887657165527"
"412","2.9773201942443848","2.9773201942443848","2.9773201942443848"
"413","3.056744337081909","3.056744337081909","3.056744337081909"
"414","2.9986913204193115","2.9986913204193115","2.9986913204193115"
"415","2.9061574935913086","2.9061574935913086","2.9061574935913086"
"416","2.9857654571533203","2.9857654571533203","2.9857654571533203"
"417","2.9792754650115967","2.9792754650115967","2.9792754650115967"
"418","3.135176181793213","3.135176181793213","3.135176181793213"
"419","3.004232406616211","3.004232406616211","3.004232406616211"
"420","3.128727912902832","3.128727912902832","3.128727912902832"
"421","3.045912265777588","3.045912265777588","3.045912265777588"
"422","3.0253703594207764","3.0253703594207764","3.0253703594207764"
"423","2.970175266265869","2.970175266265869","2.970175266265869"
"424","3.0020055770874023","3.0020055770874023","3.0020055770874023"
"425","3.1249747276306152","3.1249747276306152","3.1249747276306152"
"426","3.13167142868042","3.13167142868042","3.13167142868042"
"427","2.944293975830078","2.944293975830078","2.944293975830078"
"428","3.053557872772217","3.053557872772217","3.053557872772217"
"429","3.1414542198181152","3.1414542198181152","3.1414542198181152"
"430","3.0453250408172607","3.0453250408172607","3.0453250408172607"
"431","2.953465223312378","2.953465223312378","2.953465223312378"
"432","3.047189474105835","3.047189474105835","3.047189474105835"
"433","3.037508726119995","3.037508726119995","3.037508726119995"
"434","3.0066146850585938","3.0066146850585938","3.0066146850585938"
"435","3.2165298461914062","3.2165298461914062","3.2165298461914062"
"436","3.127835273742676","3.127835273742676","3.127835273742676"
"437","2.8611247539520264","2.8611247539520264","2.8611247539520264"
"438","3.0042037963867188","3.0042037963867188","3.0042037963867188"
"439","3.0938124656677246","3.0938124656677246","3.0938124656677246"
"440","2.8021764755249023","2.8021764755249023","2.8021764755249023"
"441","3.1315231323242188","3.1315231323242188","3.1315231323242188"
"442","3.1527554988861084","3.1527554988861084","3.1527554988861084"
"443","3.0238633155822754","3.0238633155822754","3.0238633155822754"
"444","3.140418529510498","3.140418529510498","3.140418529510498"
"445","3.1197428703308105","3.1197428703308105","3.1197428703308105"
"446","2.927865505218506","2.927865505218506","2.927865505218506"
"447","3.176363706588745","3.176363706588745","3.176363706588745"
"448","3.0388457775115967","3.0388457775115967","3.0388457775115967"
"449","3.114377498626709","3.114377498626709","3.114377498626709"
"450","3.1733481884002686","3.1733481884002686","3.1733481884002686"
"451","3.1745059490203857","3.1745059490203857","3.1745059490203857"
"452","2.9485788345336914","2.9485788345336914","2.9485788345336914"
"453","3.0186614990234375","3.0186614990234375","3.0186614990234375"
"454","2.983184576034546","2.983184576034546","2.983184576034546"
"455","3.008817195892334","3.008817195892334","3.008817195892334"
"456","2.942018508911133","2.942018508911133","2.942018508911133"
"457","3.0788791179656982","3.0788791179656982","3.0788791179656982"
"458","3.0792720317840576","3.0792720317840576","3.0792720317840576"
"459","3.0548548698425293","3.0548548698425293","3.0548548698425293"
"460","3.1557369232177734","3.1557369232177734","3.1557369232177734"
"461","3.0317351818084717","3.0317351818084717","3.0317351818084717"
"462","3.099626302719116","3.099626302719116","3.099626302719116"
