"Step","exponentialNoMovement - Loss/value_function","exponentialNoMovement - Loss/value_function__MIN","exponentialNoMovement - Loss/value_function__MAX"
"60","0.3103267431259155","0.3103267431259155","0.3103267431259155"
"61","0.3244366094470024","0.3244366094470024","0.3244366094470024"
"62","0.37008716613054277","0.37008716613054277","0.37008716613054277"
"63","0.33789857625961306","0.33789857625961306","0.33789857625961306"
"64","0.29245198518037796","0.29245198518037796","0.29245198518037796"
"65","0.31746074855327605","0.31746074855327605","0.31746074855327605"
"66","0.300973604619503","0.300973604619503","0.300973604619503"
"67","0.33210056126117704","0.33210056126117704","0.33210056126117704"
"68","0.3603823259472847","0.3603823259472847","0.3603823259472847"
"69","0.3495230093598366","0.3495230093598366","0.3495230093598366"
"70","0.3681328669190407","0.3681328669190407","0.3681328669190407"
"71","0.3197701320052147","0.3197701320052147","0.3197701320052147"
"72","0.33315112441778183","0.33315112441778183","0.33315112441778183"
"73","0.46147164702415466","0.46147164702415466","0.46147164702415466"
"74","0.3708265066146851","0.3708265066146851","0.3708265066146851"
"75","0.37972859740257264","0.37972859740257264","0.37972859740257264"
"76","0.41494260281324385","0.41494260281324385","0.41494260281324385"
"77","0.39734693318605424","0.39734693318605424","0.39734693318605424"
"78","0.42346230447292327","0.42346230447292327","0.42346230447292327"
"79","0.41162099689245224","0.41162099689245224","0.41162099689245224"
"80","0.45995593816041946","0.45995593816041946","0.45995593816041946"
"81","0.4421404510736465","0.4421404510736465","0.4421404510736465"
"82","0.3883616954088211","0.3883616954088211","0.3883616954088211"
"83","0.4399546518921852","0.4399546518921852","0.4399546518921852"
"84","0.3882937043905258","0.3882937043905258","0.3882937043905258"
"85","0.4438715070486069","0.4438715070486069","0.4438715070486069"
"86","0.39265054613351824","0.39265054613351824","0.39265054613351824"
"87","0.4365741714835167","0.4365741714835167","0.4365741714835167"
"88","0.42746745198965075","0.42746745198965075","0.42746745198965075"
"89","0.41694907397031783","0.41694907397031783","0.41694907397031783"
"90","0.49672792106866837","0.49672792106866837","0.49672792106866837"
"91","0.4203396037220955","0.4203396037220955","0.4203396037220955"
"92","0.37965803146362304","0.37965803146362304","0.37965803146362304"
"93","0.41191959083080293","0.41191959083080293","0.41191959083080293"
"94","0.3953616783022881","0.3953616783022881","0.3953616783022881"
"95","0.44078205078840255","0.44078205078840255","0.44078205078840255"
"96","0.4276883497834206","0.4276883497834206","0.4276883497834206"
"97","0.5046378955245018","0.5046378955245018","0.5046378955245018"
"98","0.495463727414608","0.495463727414608","0.495463727414608"
"99","0.4146218255162239","0.4146218255162239","0.4146218255162239"
"100","0.538881641626358","0.538881641626358","0.538881641626358"
"101","0.49438136368989943","0.49438136368989943","0.49438136368989943"
"102","0.45317930430173875","0.45317930430173875","0.45317930430173875"
"103","0.508967573940754","0.508967573940754","0.508967573940754"
"104","0.5040636360645294","0.5040636360645294","0.5040636360645294"
"105","0.44687835723161695","0.44687835723161695","0.44687835723161695"
"106","0.5004859760403633","0.5004859760403633","0.5004859760403633"
"107","0.5292346447706222","0.5292346447706222","0.5292346447706222"
"108","0.4727326735854149","0.4727326735854149","0.4727326735854149"
"109","0.5236341506242752","0.5236341506242752","0.5236341506242752"
"110","0.6052461296319962","0.6052461296319962","0.6052461296319962"
"111","0.5600183621048928","0.5600183621048928","0.5600183621048928"
"112","0.4863421231508255","0.4863421231508255","0.4863421231508255"
"113","0.47100828737020495","0.47100828737020495","0.47100828737020495"
"114","0.5721763640642166","0.5721763640642166","0.5721763640642166"
"115","0.49232510179281236","0.49232510179281236","0.49232510179281236"
"116","0.5614913880825043","0.5614913880825043","0.5614913880825043"
"117","0.5414625927805901","0.5414625927805901","0.5414625927805901"
"118","0.6032614380121231","0.6032614380121231","0.6032614380121231"
"119","0.5473210006952286","0.5473210006952286","0.5473210006952286"
"120","0.5489765048027039","0.5489765048027039","0.5489765048027039"
"121","0.5347797945141792","0.5347797945141792","0.5347797945141792"
"122","0.6093267500400543","0.6093267500400543","0.6093267500400543"
"123","0.5155768826603889","0.5155768826603889","0.5155768826603889"
"124","0.49606743156909944","0.49606743156909944","0.49606743156909944"
"125","0.5497412428259849","0.5497412428259849","0.5497412428259849"
"126","0.4981123372912407","0.4981123372912407","0.4981123372912407"
"127","0.43375173956155777","0.43375173956155777","0.43375173956155777"
"128","0.48527868688106535","0.48527868688106535","0.48527868688106535"
"129","0.5145886972546577","0.5145886972546577","0.5145886972546577"
"130","0.5303568243980408","0.5303568243980408","0.5303568243980408"
"131","0.4688142865896225","0.4688142865896225","0.4688142865896225"
"132","0.48437357097864153","0.48437357097864153","0.48437357097864153"
"133","0.43236505538225173","0.43236505538225173","0.43236505538225173"
"134","0.4638167291879654","0.4638167291879654","0.4638167291879654"
"135","0.5047843664884567","0.5047843664884567","0.5047843664884567"
"136","0.5338749453425408","0.5338749453425408","0.5338749453425408"
"137","0.48426927626132965","0.48426927626132965","0.48426927626132965"
"138","0.5442904457449913","0.5442904457449913","0.5442904457449913"
"139","0.5027577295899391","0.5027577295899391","0.5027577295899391"
"140","0.4917527288198471","0.4917527288198471","0.4917527288198471"
"141","0.4839079052209854","0.4839079052209854","0.4839079052209854"
"142","0.48264907896518705","0.48264907896518705","0.48264907896518705"
"143","0.5050974488258362","0.5050974488258362","0.5050974488258362"
"144","0.48436114341020586","0.48436114341020586","0.48436114341020586"
"145","0.4211700424551964","0.4211700424551964","0.4211700424551964"
"146","0.4745043903589249","0.4745043903589249","0.4745043903589249"
"147","0.47066835314035416","0.47066835314035416","0.47066835314035416"
"148","0.47595189064741134","0.47595189064741134","0.47595189064741134"
"149","0.5211984395980835","0.5211984395980835","0.5211984395980835"
"150","0.5153828024864197","0.5153828024864197","0.5153828024864197"
"151","0.4941120699048042","0.4941120699048042","0.4941120699048042"
"152","0.48656752705574036","0.48656752705574036","0.48656752705574036"
"153","0.5169375121593476","0.5169375121593476","0.5169375121593476"
"154","0.5603181183338165","0.5603181183338165","0.5603181183338165"
"155","0.5570051118731498","0.5570051118731498","0.5570051118731498"
"156","0.4752659618854523","0.4752659618854523","0.4752659618854523"
"157","0.5235300973057747","0.5235300973057747","0.5235300973057747"
"158","0.514449480175972","0.514449480175972","0.514449480175972"
"159","0.5457756668329239","0.5457756668329239","0.5457756668329239"
"160","0.5063023164868354","0.5063023164868354","0.5063023164868354"
"161","0.5731713265180588","0.5731713265180588","0.5731713265180588"
"162","0.5785254716873169","0.5785254716873169","0.5785254716873169"
"163","0.5398716270923615","0.5398716270923615","0.5398716270923615"
"164","0.49592079073190687","0.49592079073190687","0.49592079073190687"
"165","0.5666185557842255","0.5666185557842255","0.5666185557842255"
"166","0.5092614069581032","0.5092614069581032","0.5092614069581032"
"167","0.5611598789691925","0.5611598789691925","0.5611598789691925"
"168","0.5050552859902382","0.5050552859902382","0.5050552859902382"
"169","0.5694986045360565","0.5694986045360565","0.5694986045360565"
"170","0.5225465029478074","0.5225465029478074","0.5225465029478074"
"171","0.6739312559366226","0.6739312559366226","0.6739312559366226"
"172","0.7225026667118073","0.7225026667118073","0.7225026667118073"
"173","0.5826413094997406","0.5826413094997406","0.5826413094997406"
"174","0.5581720620393753","0.5581720620393753","0.5581720620393753"
"175","0.5243354886770248","0.5243354886770248","0.5243354886770248"
"176","0.6633877635002137","0.6633877635002137","0.6633877635002137"
"177","0.5542397677898407","0.5542397677898407","0.5542397677898407"
"178","0.5781872004270554","0.5781872004270554","0.5781872004270554"
"179","0.5737237125635147","0.5737237125635147","0.5737237125635147"
"180","0.5524076163768769","0.5524076163768769","0.5524076163768769"
"181","0.592155784368515","0.592155784368515","0.592155784368515"
"182","0.5733957111835479","0.5733957111835479","0.5733957111835479"
"183","0.5996134668588639","0.5996134668588639","0.5996134668588639"
"184","0.6036086648702621","0.6036086648702621","0.6036086648702621"
"185","0.5698558777570725","0.5698558777570725","0.5698558777570725"
"186","0.5268618002533912","0.5268618002533912","0.5268618002533912"
"187","0.6211729615926742","0.6211729615926742","0.6211729615926742"
"188","0.5419577926397323","0.5419577926397323","0.5419577926397323"
"189","0.49628216922283175","0.49628216922283175","0.49628216922283175"
"190","0.5539437621831894","0.5539437621831894","0.5539437621831894"
"191","0.5703424006700516","0.5703424006700516","0.5703424006700516"
"192","0.569739255309105","0.569739255309105","0.569739255309105"
"193","0.516658490896225","0.516658490896225","0.516658490896225"
"194","0.5558325320482254","0.5558325320482254","0.5558325320482254"
"195","0.5964219540357589","0.5964219540357589","0.5964219540357589"
"196","0.6383585572242737","0.6383585572242737","0.6383585572242737"
"197","0.5117548987269401","0.5117548987269401","0.5117548987269401"
"198","0.579997256398201","0.579997256398201","0.579997256398201"
"199","0.6050574272871018","0.6050574272871018","0.6050574272871018"
"200","0.5557834446430207","0.5557834446430207","0.5557834446430207"
"201","0.573831245303154","0.573831245303154","0.573831245303154"
"202","0.5885904014110566","0.5885904014110566","0.5885904014110566"
"203","0.6120675951242447","0.6120675951242447","0.6120675951242447"
"204","0.5614268928766251","0.5614268928766251","0.5614268928766251"
"205","0.6799415200948715","0.6799415200948715","0.6799415200948715"
"206","0.6296900600194931","0.6296900600194931","0.6296900600194931"
"207","0.6073282897472382","0.6073282897472382","0.6073282897472382"
"208","0.6471468925476074","0.6471468925476074","0.6471468925476074"
"209","0.7078780829906464","0.7078780829906464","0.7078780829906464"
"210","0.6272702038288116","0.6272702038288116","0.6272702038288116"
"211","0.6164426207542419","0.6164426207542419","0.6164426207542419"
"212","0.6819657623767853","0.6819657623767853","0.6819657623767853"
"213","0.6245978444814682","0.6245978444814682","0.6245978444814682"
"214","0.6756491899490357","0.6756491899490357","0.6756491899490357"
"215","0.5706168979406356","0.5706168979406356","0.5706168979406356"
"216","0.5819404006004334","0.5819404006004334","0.5819404006004334"
"217","0.5430985033512116","0.5430985033512116","0.5430985033512116"
"218","0.6089496284723281","0.6089496284723281","0.6089496284723281"
"219","0.4840868070721626","0.4840868070721626","0.4840868070721626"
"220","0.5282199516892433","0.5282199516892433","0.5282199516892433"
"221","0.5596666097640991","0.5596666097640991","0.5596666097640991"
"222","0.6394842237234115","0.6394842237234115","0.6394842237234115"
"223","0.5542766153812408","0.5542766153812408","0.5542766153812408"
"224","0.6610694855451584","0.6610694855451584","0.6610694855451584"
"225","0.5804686337709427","0.5804686337709427","0.5804686337709427"
"226","0.6535658687353134","0.6535658687353134","0.6535658687353134"
"227","0.6025567471981048","0.6025567471981048","0.6025567471981048"
"228","0.6043651968240737","0.6043651968240737","0.6043651968240737"
"229","0.5640097677707672","0.5640097677707672","0.5640097677707672"
"230","0.5738099783658981","0.5738099783658981","0.5738099783658981"
"231","0.6027734279632568","0.6027734279632568","0.6027734279632568"
"232","0.5639279901981353","0.5639279901981353","0.5639279901981353"
"233","0.6176078766584396","0.6176078766584396","0.6176078766584396"
"234","0.6606609702110291","0.6606609702110291","0.6606609702110291"
"235","0.6197828054428101","0.6197828054428101","0.6197828054428101"
"236","0.6600368738174438","0.6600368738174438","0.6600368738174438"
"237","0.7832372426986695","0.7832372426986695","0.7832372426986695"
"238","0.7070546418428421","0.7070546418428421","0.7070546418428421"
"239","0.7583441078662873","0.7583441078662873","0.7583441078662873"
"240","0.7143649309873581","0.7143649309873581","0.7143649309873581"
"241","0.689830994606018","0.689830994606018","0.689830994606018"
"242","0.7303756177425385","0.7303756177425385","0.7303756177425385"
"243","0.7326586991548538","0.7326586991548538","0.7326586991548538"
"244","0.6751683831214905","0.6751683831214905","0.6751683831214905"
"245","0.7352141261100769","0.7352141261100769","0.7352141261100769"
"246","0.7034286171197891","0.7034286171197891","0.7034286171197891"
"247","0.823072350025177","0.823072350025177","0.823072350025177"
"248","0.7764499306678772","0.7764499306678772","0.7764499306678772"
"249","0.6852596819400787","0.6852596819400787","0.6852596819400787"
"250","0.768218457698822","0.768218457698822","0.768218457698822"
"251","0.8093774884939193","0.8093774884939193","0.8093774884939193"
"252","0.7284118354320526","0.7284118354320526","0.7284118354320526"
"253","0.7530646681785583","0.7530646681785583","0.7530646681785583"
"254","0.7702480971813201","0.7702480971813201","0.7702480971813201"
"255","0.7366080045700073","0.7366080045700073","0.7366080045700073"
"256","0.7554337680339813","0.7554337680339813","0.7554337680339813"
"257","0.677939161658287","0.677939161658287","0.677939161658287"
"258","0.7531730860471726","0.7531730860471726","0.7531730860471726"
"259","0.7054288297891617","0.7054288297891617","0.7054288297891617"
"260","0.6997409939765931","0.6997409939765931","0.6997409939765931"
"261","0.7263008683919907","0.7263008683919907","0.7263008683919907"
"262","0.6661137461662292","0.6661137461662292","0.6661137461662292"
"263","0.7202406167984009","0.7202406167984009","0.7202406167984009"
"264","0.6815477997064591","0.6815477997064591","0.6815477997064591"
"265","0.689102503657341","0.689102503657341","0.689102503657341"
"266","0.6084494352340698","0.6084494352340698","0.6084494352340698"
"267","0.7339529186487198","0.7339529186487198","0.7339529186487198"
"268","0.7058216094970703","0.7058216094970703","0.7058216094970703"
"269","0.661747345328331","0.661747345328331","0.661747345328331"
"270","0.6529333829879761","0.6529333829879761","0.6529333829879761"
"271","0.6672612696886062","0.6672612696886062","0.6672612696886062"
"272","0.634866327047348","0.634866327047348","0.634866327047348"
"273","0.5986953377723694","0.5986953377723694","0.5986953377723694"
"274","0.6250422179698945","0.6250422179698945","0.6250422179698945"
"275","0.6203886151313782","0.6203886151313782","0.6203886151313782"
"276","0.7536783218383789","0.7536783218383789","0.7536783218383789"
"277","0.6642872005701065","0.6642872005701065","0.6642872005701065"
"278","0.8163137644529342","0.8163137644529342","0.8163137644529342"
"279","0.7015142977237702","0.7015142977237702","0.7015142977237702"
"280","0.6826120465993881","0.6826120465993881","0.6826120465993881"
"281","0.7116014689207077","0.7116014689207077","0.7116014689207077"
"282","0.7152266442775727","0.7152266442775727","0.7152266442775727"
"283","0.6818375825881958","0.6818375825881958","0.6818375825881958"
"284","0.7001887023448944","0.7001887023448944","0.7001887023448944"
"285","0.6957595705986023","0.6957595705986023","0.6957595705986023"
"286","0.7583218216896057","0.7583218216896057","0.7583218216896057"
"287","0.7185824930667877","0.7185824930667877","0.7185824930667877"
"288","0.735008355975151","0.735008355975151","0.735008355975151"
"289","0.735554438829422","0.735554438829422","0.735554438829422"
"290","0.7921869426965713","0.7921869426965713","0.7921869426965713"
"291","0.7637801498174668","0.7637801498174668","0.7637801498174668"
"292","0.7797239869832993","0.7797239869832993","0.7797239869832993"
"293","0.7123086512088775","0.7123086512088775","0.7123086512088775"
"294","0.794930562376976","0.794930562376976","0.794930562376976"
"295","0.853190439939499","0.853190439939499","0.853190439939499"
"296","0.7214992672204972","0.7214992672204972","0.7214992672204972"
"297","0.7381477892398834","0.7381477892398834","0.7381477892398834"
"298","0.7823566168546676","0.7823566168546676","0.7823566168546676"
"299","0.7674055248498917","0.7674055248498917","0.7674055248498917"
"300","0.7185080051422119","0.7185080051422119","0.7185080051422119"
"301","0.8040921092033386","0.8040921092033386","0.8040921092033386"
"302","0.679175466299057","0.679175466299057","0.679175466299057"
"303","0.7846166640520096","0.7846166640520096","0.7846166640520096"
"304","0.7941736191511154","0.7941736191511154","0.7941736191511154"
"305","0.6722131431102752","0.6722131431102752","0.6722131431102752"
"306","0.7454974204301834","0.7454974204301834","0.7454974204301834"
"307","0.7754299461841583","0.7754299461841583","0.7754299461841583"
"308","0.685412460565567","0.685412460565567","0.685412460565567"
"309","0.6614663898944855","0.6614663898944855","0.6614663898944855"
"310","0.7470037579536438","0.7470037579536438","0.7470037579536438"
"311","0.7632062822580338","0.7632062822580338","0.7632062822580338"
"312","0.751839354634285","0.751839354634285","0.751839354634285"
"313","0.700045570731163","0.700045570731163","0.700045570731163"
"314","0.8079282581806183","0.8079282581806183","0.8079282581806183"
"315","0.722679290175438","0.722679290175438","0.722679290175438"
"316","0.7953702241182328","0.7953702241182328","0.7953702241182328"
"317","0.7335624486207962","0.7335624486207962","0.7335624486207962"
"318","0.7288921564817429","0.7288921564817429","0.7288921564817429"
"319","0.7000970602035522","0.7000970602035522","0.7000970602035522"
"320","0.8285876870155334","0.8285876870155334","0.8285876870155334"
"321","0.8075889259576797","0.8075889259576797","0.8075889259576797"
"322","0.7451900571584702","0.7451900571584702","0.7451900571584702"
"323","0.7299638777971268","0.7299638777971268","0.7299638777971268"
"324","0.8009302407503128","0.8009302407503128","0.8009302407503128"
"325","0.809066966176033","0.809066966176033","0.809066966176033"
"326","0.8026955217123032","0.8026955217123032","0.8026955217123032"
"327","0.7776613920927048","0.7776613920927048","0.7776613920927048"
"328","0.7687301397323608","0.7687301397323608","0.7687301397323608"
"329","0.7481494456529617","0.7481494456529617","0.7481494456529617"
"330","0.8337923586368561","0.8337923586368561","0.8337923586368561"
"331","0.8237552762031555","0.8237552762031555","0.8237552762031555"
"332","0.7912293434143066","0.7912293434143066","0.7912293434143066"
"333","0.8034344375133514","0.8034344375133514","0.8034344375133514"
"334","0.87098388671875","0.87098388671875","0.87098388671875"
"335","0.8851243048906327","0.8851243048906327","0.8851243048906327"
"336","0.8660731166601181","0.8660731166601181","0.8660731166601181"
"337","0.849537605047226","0.849537605047226","0.849537605047226"
"338","0.9346215397119522","0.9346215397119522","0.9346215397119522"
"339","0.9294235169887543","0.9294235169887543","0.9294235169887543"
"340","0.8411661177873612","0.8411661177873612","0.8411661177873612"
"341","0.8818575978279114","0.8818575978279114","0.8818575978279114"
"342","0.9568593353033066","0.9568593353033066","0.9568593353033066"
"343","0.8992998600006104","0.8992998600006104","0.8992998600006104"
"344","0.8312748879194259","0.8312748879194259","0.8312748879194259"
"345","0.7951557666063309","0.7951557666063309","0.7951557666063309"
"346","0.8660434484481812","0.8660434484481812","0.8660434484481812"
"347","0.8269836872816085","0.8269836872816085","0.8269836872816085"
"348","0.7908961474895477","0.7908961474895477","0.7908961474895477"
"349","0.8524517774581909","0.8524517774581909","0.8524517774581909"
"350","0.9107221603393555","0.9107221603393555","0.9107221603393555"
"351","0.9002441823482513","0.9002441823482513","0.9002441823482513"
"352","0.814337158203125","0.814337158203125","0.814337158203125"
"353","0.8306807577610016","0.8306807577610016","0.8306807577610016"
"354","0.8331511437892913","0.8331511437892913","0.8331511437892913"
"355","0.8385132282972336","0.8385132282972336","0.8385132282972336"
"356","0.9406549304723739","0.9406549304723739","0.9406549304723739"
"357","0.9142006933689117","0.9142006933689117","0.9142006933689117"
"358","0.976821380853653","0.976821380853653","0.976821380853653"
"359","0.9078404545783997","0.9078404545783997","0.9078404545783997"
"360","0.8609682321548462","0.8609682321548462","0.8609682321548462"
"361","0.9527310878038406","0.9527310878038406","0.9527310878038406"
"362","0.9106662601232529","0.9106662601232529","0.9106662601232529"
"363","0.9709080159664154","0.9709080159664154","0.9709080159664154"
"364","0.9482855409383774","0.9482855409383774","0.9482855409383774"
"365","0.9838866502046585","0.9838866502046585","0.9838866502046585"
"366","0.8667552828788757","0.8667552828788757","0.8667552828788757"
"367","0.7998497873544693","0.7998497873544693","0.7998497873544693"
"368","0.9896012723445893","0.9896012723445893","0.9896012723445893"
"369","0.8666401296854019","0.8666401296854019","0.8666401296854019"
"370","0.985235071182251","0.985235071182251","0.985235071182251"
"371","0.848796597123146","0.848796597123146","0.848796597123146"
"372","0.8793426573276519","0.8793426573276519","0.8793426573276519"
"373","0.9111962527036667","0.9111962527036667","0.9111962527036667"
"374","0.7991030842065812","0.7991030842065812","0.7991030842065812"
"375","0.8699340194463729","0.8699340194463729","0.8699340194463729"
"376","0.9532349556684494","0.9532349556684494","0.9532349556684494"
"377","0.9087762027978897","0.9087762027978897","0.9087762027978897"
"378","0.7174750626087188","0.7174750626087188","0.7174750626087188"
"379","0.8278906226158143","0.8278906226158143","0.8278906226158143"
"380","1.028390023112297","1.028390023112297","1.028390023112297"
"381","0.947693133354187","0.947693133354187","0.947693133354187"
"382","0.7889382660388946","0.7889382660388946","0.7889382660388946"
"383","0.8201649874448776","0.8201649874448776","0.8201649874448776"
"384","0.8856296628713608","0.8856296628713608","0.8856296628713608"
"385","0.7302678495645523","0.7302678495645523","0.7302678495645523"
"386","0.8479640066623688","0.8479640066623688","0.8479640066623688"
"387","0.8084015756845474","0.8084015756845474","0.8084015756845474"
"388","0.7962775439023971","0.7962775439023971","0.7962775439023971"
"389","0.8572971045970916","0.8572971045970916","0.8572971045970916"
"390","0.9273399323225021","0.9273399323225021","0.9273399323225021"
"391","0.8147582173347473","0.8147582173347473","0.8147582173347473"
"392","0.9935317218303681","0.9935317218303681","0.9935317218303681"
"393","0.8658539444208145","0.8658539444208145","0.8658539444208145"
"394","0.7878459542989731","0.7878459542989731","0.7878459542989731"
"395","0.8123977184295654","0.8123977184295654","0.8123977184295654"
"396","0.8428243786096573","0.8428243786096573","0.8428243786096573"
"397","0.811048886179924","0.811048886179924","0.811048886179924"
"398","0.859406441450119","0.859406441450119","0.859406441450119"
"399","0.798769399523735","0.798769399523735","0.798769399523735"
"400","0.7679858893156052","0.7679858893156052","0.7679858893156052"
"401","0.7644294619560241","0.7644294619560241","0.7644294619560241"
"402","0.7631066977977753","0.7631066977977753","0.7631066977977753"
"403","0.8033766597509384","0.8033766597509384","0.8033766597509384"
"404","0.9350099295377732","0.9350099295377732","0.9350099295377732"
"405","0.937956628203392","0.937956628203392","0.937956628203392"
"406","0.9319382607936859","0.9319382607936859","0.9319382607936859"
"407","0.9713577419519425","0.9713577419519425","0.9713577419519425"
"408","0.9849927991628646","0.9849927991628646","0.9849927991628646"
"409","0.8651551991701126","0.8651551991701126","0.8651551991701126"
"410","0.9775223940610885","0.9775223940610885","0.9775223940610885"
"411","0.9186345756053924","0.9186345756053924","0.9186345756053924"
"412","0.9478247553110123","0.9478247553110123","0.9478247553110123"
"413","0.9125032395124435","0.9125032395124435","0.9125032395124435"
"414","0.8338456153869629","0.8338456153869629","0.8338456153869629"
"415","0.9101419448852539","0.9101419448852539","0.9101419448852539"
"416","1.106266039609909","1.106266039609909","1.106266039609909"
"417","0.91715889275074","0.91715889275074","0.91715889275074"
"418","0.9219201654195786","0.9219201654195786","0.9219201654195786"
"419","0.8847797960042953","0.8847797960042953","0.8847797960042953"
"420","1.0543570518493652","1.0543570518493652","1.0543570518493652"
"421","1.076635229587555","1.076635229587555","1.076635229587555"
"422","1.1705739855766297","1.1705739855766297","1.1705739855766297"
"423","1.0843623399734497","1.0843623399734497","1.0843623399734497"
"424","0.9520545572042465","0.9520545572042465","0.9520545572042465"
"425","0.9349808663129806","0.9349808663129806","0.9349808663129806"
"426","1.126332837343216","1.126332837343216","1.126332837343216"
"427","0.9864717543125152","0.9864717543125152","0.9864717543125152"
"428","1.147670578956604","1.147670578956604","1.147670578956604"
"429","1.099700790643692","1.099700790643692","1.099700790643692"
"430","1.1070734471082688","1.1070734471082688","1.1070734471082688"
"431","1.118146425485611","1.118146425485611","1.118146425485611"
"432","1.086102795600891","1.086102795600891","1.086102795600891"
"433","0.9496795445680618","0.9496795445680618","0.9496795445680618"
"434","1.1103731751441956","1.1103731751441956","1.1103731751441956"
"435","1.041482186317444","1.041482186317444","1.041482186317444"
"436","1.0766628861427308","1.0766628861427308","1.0766628861427308"
"437","0.9905496537685394","0.9905496537685394","0.9905496537685394"
"438","0.9680738180875779","0.9680738180875779","0.9680738180875779"
"439","1.059670627117157","1.059670627117157","1.059670627117157"
"440","1.0810786962509156","1.0810786962509156","1.0810786962509156"
"441","1.00674709379673","1.00674709379673","1.00674709379673"
"442","1.1033407032489777","1.1033407032489777","1.1033407032489777"
"443","0.9124916195869446","0.9124916195869446","0.9124916195869446"
"444","0.8662498295307159","0.8662498295307159","0.8662498295307159"
"445","0.9826148927211762","0.9826148927211762","0.9826148927211762"
"446","1.0269610852003097","1.0269610852003097","1.0269610852003097"
"447","0.9916545540094376","0.9916545540094376","0.9916545540094376"
"448","0.9218431800603867","0.9218431800603867","0.9218431800603867"
"449","0.9686694771051407","0.9686694771051407","0.9686694771051407"
"450","0.9873868435621261","0.9873868435621261","0.9873868435621261"
"451","0.9753974109888077","0.9753974109888077","0.9753974109888077"
"452","1.0524454891681672","1.0524454891681672","1.0524454891681672"
