"Step","exponentialNoMovement - Metrics/targetPosition/error_heading","exponentialNoMovement - Metrics/targetPosition/error_heading__MIN","exponentialNoMovement - Metrics/targetPosition/error_heading__MAX"
"1622","0.7002937197685242","0.7002937197685242","0.7002937197685242"
"1623","0.722441554069519","0.722441554069519","0.722441554069519"
"1624","0.5357664823532104","0.5357664823532104","0.5357664823532104"
"1625","0.7719959616661072","0.7719959616661072","0.7719959616661072"
"1626","0.588007926940918","0.588007926940918","0.588007926940918"
"1627","0.8071701526641846","0.8071701526641846","0.8071701526641846"
"1628","0.7642947435379028","0.7642947435379028","0.7642947435379028"
"1629","0.6143159866333008","0.6143159866333008","0.6143159866333008"
"1630","0.7225850820541382","0.7225850820541382","0.7225850820541382"
"1631","0.6712459325790405","0.6712459325790405","0.6712459325790405"
"1632","0.8206502199172974","0.8206502199172974","0.8206502199172974"
"1633","0.5694190859794617","0.5694190859794617","0.5694190859794617"
"1634","0.5851919054985046","0.5851919054985046","0.5851919054985046"
"1635","0.695926308631897","0.695926308631897","0.695926308631897"
"1636","0.6603013873100281","0.6603013873100281","0.6603013873100281"
"1637","0.6190727949142456","0.6190727949142456","0.6190727949142456"
"1638","0.8000528216362","0.8000528216362","0.8000528216362"
"1639","0.6532813310623169","0.6532813310623169","0.6532813310623169"
"1640","0.6691793203353882","0.6691793203353882","0.6691793203353882"
"1641","0.7622618675231934","0.7622618675231934","0.7622618675231934"
"1642","0.8329299688339233","0.8329299688339233","0.8329299688339233"
"1643","0.5258125066757202","0.5258125066757202","0.5258125066757202"
"1644","0.6599857211112976","0.6599857211112976","0.6599857211112976"
"1645","0.7060017585754395","0.7060017585754395","0.7060017585754395"
"1646","0.7977123260498047","0.7977123260498047","0.7977123260498047"
"1647","0.7029985189437866","0.7029985189437866","0.7029985189437866"
"1648","0.6302515268325806","0.6302515268325806","0.6302515268325806"
"1649","0.6380735635757446","0.6380735635757446","0.6380735635757446"
"1650","0.6125202178955078","0.6125202178955078","0.6125202178955078"
"1651","0.5553625226020813","0.5553625226020813","0.5553625226020813"
"1652","0.8041104078292847","0.8041104078292847","0.8041104078292847"
"1653","0.6948471069335938","0.6948471069335938","0.6948471069335938"
"1654","0.7544021010398865","0.7544021010398865","0.7544021010398865"
"1655","0.6419653296470642","0.6419653296470642","0.6419653296470642"
"1656","0.6399544477462769","0.6399544477462769","0.6399544477462769"
"1657","0.6495928168296814","0.6495928168296814","0.6495928168296814"
"1658","0.7313646674156189","0.7313646674156189","0.7313646674156189"
"1659","0.6917340755462646","0.6917340755462646","0.6917340755462646"
"1660","0.6789070963859558","0.6789070963859558","0.6789070963859558"
"1661","0.6150693893432617","0.6150693893432617","0.6150693893432617"
"1662","0.604619026184082","0.604619026184082","0.604619026184082"
"1663","0.6336140632629395","0.6336140632629395","0.6336140632629395"
"1664","0.6121001243591309","0.6121001243591309","0.6121001243591309"
"1665","0.719569206237793","0.719569206237793","0.719569206237793"
"1666","0.5521864295005798","0.5521864295005798","0.5521864295005798"
"1667","0.6742367744445801","0.6742367744445801","0.6742367744445801"
"1668","0.7391414046287537","0.7391414046287537","0.7391414046287537"
"1669","0.7688485383987427","0.7688485383987427","0.7688485383987427"
"1670","0.7875484228134155","0.7875484228134155","0.7875484228134155"
"1671","0.5605441331863403","0.5605441331863403","0.5605441331863403"
"1672","0.6865012645721436","0.6865012645721436","0.6865012645721436"
"1673","0.7759547233581543","0.7759547233581543","0.7759547233581543"
"1674","0.7760950326919556","0.7760950326919556","0.7760950326919556"
"1675","0.8137463331222534","0.8137463331222534","0.8137463331222534"
"1676","0.6873615980148315","0.6873615980148315","0.6873615980148315"
"1677","0.7250289916992188","0.7250289916992188","0.7250289916992188"
"1678","0.7681309580802917","0.7681309580802917","0.7681309580802917"
"1679","0.8476084470748901","0.8476084470748901","0.8476084470748901"
"1680","0.8285272121429443","0.8285272121429443","0.8285272121429443"
"1681","0.5815951824188232","0.5815951824188232","0.5815951824188232"
"1682","0.8677921295166016","0.8677921295166016","0.8677921295166016"
"1683","0.7218232154846191","0.7218232154846191","0.7218232154846191"
"1684","0.6710598468780518","0.6710598468780518","0.6710598468780518"
"1685","0.7154983282089233","0.7154983282089233","0.7154983282089233"
"1686","0.79555344581604","0.79555344581604","0.79555344581604"
"1687","0.7542831301689148","0.7542831301689148","0.7542831301689148"
"1688","0.8810067176818848","0.8810067176818848","0.8810067176818848"
"1689","0.7596530914306641","0.7596530914306641","0.7596530914306641"
"1690","0.7562710642814636","0.7562710642814636","0.7562710642814636"
"1691","0.8010486960411072","0.8010486960411072","0.8010486960411072"
"1692","0.7791711688041687","0.7791711688041687","0.7791711688041687"
"1693","0.6190263628959656","0.6190263628959656","0.6190263628959656"
"1694","0.680456817150116","0.680456817150116","0.680456817150116"
"1695","0.7297551035881042","0.7297551035881042","0.7297551035881042"
"1696","0.768704354763031","0.768704354763031","0.768704354763031"
"1697","0.6143922209739685","0.6143922209739685","0.6143922209739685"
"1698","0.6444993019104004","0.6444993019104004","0.6444993019104004"
"1699","0.7259361147880554","0.7259361147880554","0.7259361147880554"
"1700","0.6679173707962036","0.6679173707962036","0.6679173707962036"
"1701","0.4963103234767914","0.4963103234767914","0.4963103234767914"
"1702","0.6850452423095703","0.6850452423095703","0.6850452423095703"
"1703","0.6578949689865112","0.6578949689865112","0.6578949689865112"
"1704","0.650623083114624","0.650623083114624","0.650623083114624"
"1705","0.8483227491378784","0.8483227491378784","0.8483227491378784"
"1706","0.7866620421409607","0.7866620421409607","0.7866620421409607"
"1707","0.8185834884643555","0.8185834884643555","0.8185834884643555"
"1708","0.6090892553329468","0.6090892553329468","0.6090892553329468"
"1709","0.7162343859672546","0.7162343859672546","0.7162343859672546"
"1710","0.6334326267242432","0.6334326267242432","0.6334326267242432"
"1711","0.6350768804550171","0.6350768804550171","0.6350768804550171"
"1712","0.523482084274292","0.523482084274292","0.523482084274292"
"1713","0.6830466985702515","0.6830466985702515","0.6830466985702515"
"1714","0.6952117681503296","0.6952117681503296","0.6952117681503296"
"1715","0.6396676301956177","0.6396676301956177","0.6396676301956177"
"1716","0.555639386177063","0.555639386177063","0.555639386177063"
"1717","0.5399709939956665","0.5399709939956665","0.5399709939956665"
"1718","0.7217144966125488","0.7217144966125488","0.7217144966125488"
"1719","0.7081565856933594","0.7081565856933594","0.7081565856933594"
"1720","0.9314913153648376","0.9314913153648376","0.9314913153648376"
"1721","0.7373819351196289","0.7373819351196289","0.7373819351196289"
"1722","0.7517268061637878","0.7517268061637878","0.7517268061637878"
"1723","0.6289030909538269","0.6289030909538269","0.6289030909538269"
"1724","0.8255813121795654","0.8255813121795654","0.8255813121795654"
"1725","0.6133685111999512","0.6133685111999512","0.6133685111999512"
"1726","0.5679484009742737","0.5679484009742737","0.5679484009742737"
"1727","0.567442774772644","0.567442774772644","0.567442774772644"
"1728","0.6414649486541748","0.6414649486541748","0.6414649486541748"
"1729","0.8789443373680115","0.8789443373680115","0.8789443373680115"
"1730","0.7021171450614929","0.7021171450614929","0.7021171450614929"
"1731","0.7918989658355713","0.7918989658355713","0.7918989658355713"
"1732","0.5520849227905273","0.5520849227905273","0.5520849227905273"
"1733","0.7976590991020203","0.7976590991020203","0.7976590991020203"
"1734","0.6446857452392578","0.6446857452392578","0.6446857452392578"
"1735","0.7728830575942993","0.7728830575942993","0.7728830575942993"
"1736","0.9243512153625488","0.9243512153625488","0.9243512153625488"
"1737","0.7369874715805054","0.7369874715805054","0.7369874715805054"
"1738","0.7290877103805542","0.7290877103805542","0.7290877103805542"
"1739","0.5640038251876831","0.5640038251876831","0.5640038251876831"
"1740","0.7524582743644714","0.7524582743644714","0.7524582743644714"
"1741","0.8561431765556335","0.8561431765556335","0.8561431765556335"
"1742","0.725933313369751","0.725933313369751","0.725933313369751"
"1743","0.6623870134353638","0.6623870134353638","0.6623870134353638"
"1744","0.6422042846679688","0.6422042846679688","0.6422042846679688"
"1745","0.6410118937492371","0.6410118937492371","0.6410118937492371"
"1746","0.7825717926025391","0.7825717926025391","0.7825717926025391"
"1747","0.6688653826713562","0.6688653826713562","0.6688653826713562"
"1748","0.6813599467277527","0.6813599467277527","0.6813599467277527"
"1749","0.6268025040626526","0.6268025040626526","0.6268025040626526"
"1750","0.5225638747215271","0.5225638747215271","0.5225638747215271"
"1751","0.664350152015686","0.664350152015686","0.664350152015686"
"1752","0.6444688439369202","0.6444688439369202","0.6444688439369202"
"1753","0.5743350982666016","0.5743350982666016","0.5743350982666016"
"1754","0.7114457488059998","0.7114457488059998","0.7114457488059998"
"1755","0.7712270617485046","0.7712270617485046","0.7712270617485046"
"1756","0.6183175444602966","0.6183175444602966","0.6183175444602966"
"1757","0.5973711013793945","0.5973711013793945","0.5973711013793945"
"1758","0.66517573595047","0.66517573595047","0.66517573595047"
"1759","0.6361829042434692","0.6361829042434692","0.6361829042434692"
"1760","0.5834838151931763","0.5834838151931763","0.5834838151931763"
"1761","0.7726947665214539","0.7726947665214539","0.7726947665214539"
"1762","0.806642472743988","0.806642472743988","0.806642472743988"
"1763","0.9247373938560486","0.9247373938560486","0.9247373938560486"
"1764","0.6467105150222778","0.6467105150222778","0.6467105150222778"
"1765","0.6764068007469177","0.6764068007469177","0.6764068007469177"
"1766","0.818199872970581","0.818199872970581","0.818199872970581"
"1767","0.8108128309249878","0.8108128309249878","0.8108128309249878"
"1768","0.6500166654586792","0.6500166654586792","0.6500166654586792"
"1769","0.7739236354827881","0.7739236354827881","0.7739236354827881"
"1770","0.816562831401825","0.816562831401825","0.816562831401825"
"1771","0.7694486379623413","0.7694486379623413","0.7694486379623413"
"1772","0.7653347849845886","0.7653347849845886","0.7653347849845886"
"1773","0.5908012390136719","0.5908012390136719","0.5908012390136719"
"1774","0.6467199325561523","0.6467199325561523","0.6467199325561523"
"1775","0.6681145429611206","0.6681145429611206","0.6681145429611206"
"1776","0.6715264320373535","0.6715264320373535","0.6715264320373535"
"1777","0.7031785845756531","0.7031785845756531","0.7031785845756531"
"1778","0.759452223777771","0.759452223777771","0.759452223777771"
"1779","0.6997716426849365","0.6997716426849365","0.6997716426849365"
"1780","0.5876913070678711","0.5876913070678711","0.5876913070678711"
"1781","0.8165298700332642","0.8165298700332642","0.8165298700332642"
"1782","0.6281461119651794","0.6281461119651794","0.6281461119651794"
"1783","0.6529774069786072","0.6529774069786072","0.6529774069786072"
"1784","0.7284402251243591","0.7284402251243591","0.7284402251243591"
"1785","0.5830007791519165","0.5830007791519165","0.5830007791519165"
"1786","0.6322089433670044","0.6322089433670044","0.6322089433670044"
"1787","0.7704114317893982","0.7704114317893982","0.7704114317893982"
"1788","0.5648918151855469","0.5648918151855469","0.5648918151855469"
"1789","0.6537117958068848","0.6537117958068848","0.6537117958068848"
"1790","0.6551111340522766","0.6551111340522766","0.6551111340522766"
"1791","0.530726969242096","0.530726969242096","0.530726969242096"
"1792","0.6201082468032837","0.6201082468032837","0.6201082468032837"
"1793","0.762531042098999","0.762531042098999","0.762531042098999"
"1794","0.6350611448287964","0.6350611448287964","0.6350611448287964"
"1795","0.6578511595726013","0.6578511595726013","0.6578511595726013"
"1796","0.7372979521751404","0.7372979521751404","0.7372979521751404"
"1797","0.7740168571472168","0.7740168571472168","0.7740168571472168"
"1798","0.6455278396606445","0.6455278396606445","0.6455278396606445"
"1799","0.9026085138320923","0.9026085138320923","0.9026085138320923"
"1800","0.666475772857666","0.666475772857666","0.666475772857666"
"1801","0.6570727825164795","0.6570727825164795","0.6570727825164795"
"1802","0.7021846771240234","0.7021846771240234","0.7021846771240234"
"1803","0.6315674781799316","0.6315674781799316","0.6315674781799316"
"1804","0.7043184041976929","0.7043184041976929","0.7043184041976929"
"1805","0.5976901054382324","0.5976901054382324","0.5976901054382324"
"1806","0.6556049585342407","0.6556049585342407","0.6556049585342407"
"1807","0.5871107578277588","0.5871107578277588","0.5871107578277588"
"1808","0.5969269275665283","0.5969269275665283","0.5969269275665283"
"1809","0.6534213423728943","0.6534213423728943","0.6534213423728943"
"1810","0.6562685370445251","0.6562685370445251","0.6562685370445251"
"1811","0.6229800581932068","0.6229800581932068","0.6229800581932068"
"1812","0.672744870185852","0.672744870185852","0.672744870185852"
"1813","0.5920153856277466","0.5920153856277466","0.5920153856277466"
"1814","0.8723394274711609","0.8723394274711609","0.8723394274711609"
"1815","0.4315454959869385","0.4315454959869385","0.4315454959869385"
"1816","0.5693008899688721","0.5693008899688721","0.5693008899688721"
"1817","0.6571759581565857","0.6571759581565857","0.6571759581565857"
"1818","0.6365081071853638","0.6365081071853638","0.6365081071853638"
"1819","0.5569122433662415","0.5569122433662415","0.5569122433662415"
"1820","0.718543529510498","0.718543529510498","0.718543529510498"
"1821","0.5917834639549255","0.5917834639549255","0.5917834639549255"
"1822","0.5693525671958923","0.5693525671958923","0.5693525671958923"
"1823","0.886711597442627","0.886711597442627","0.886711597442627"
"1824","0.6135704517364502","0.6135704517364502","0.6135704517364502"
"1825","0.5696696639060974","0.5696696639060974","0.5696696639060974"
"1826","0.6806556582450867","0.6806556582450867","0.6806556582450867"
"1827","0.7877635955810547","0.7877635955810547","0.7877635955810547"
"1828","0.7577278017997742","0.7577278017997742","0.7577278017997742"
"1829","0.6982978582382202","0.6982978582382202","0.6982978582382202"
"1830","0.5889706015586853","0.5889706015586853","0.5889706015586853"
"1831","0.6182371377944946","0.6182371377944946","0.6182371377944946"
"1832","0.6275123357772827","0.6275123357772827","0.6275123357772827"
"1833","0.773377537727356","0.773377537727356","0.773377537727356"
"1834","0.6523420810699463","0.6523420810699463","0.6523420810699463"
"1835","0.715840756893158","0.715840756893158","0.715840756893158"
"1836","0.5029110908508301","0.5029110908508301","0.5029110908508301"
"1837","0.6873781085014343","0.6873781085014343","0.6873781085014343"
"1838","0.6204701662063599","0.6204701662063599","0.6204701662063599"
"1839","0.574249267578125","0.574249267578125","0.574249267578125"
"1840","0.627138614654541","0.627138614654541","0.627138614654541"
"1841","0.6306931376457214","0.6306931376457214","0.6306931376457214"
"1842","0.6188265681266785","0.6188265681266785","0.6188265681266785"
"1843","0.5318142771720886","0.5318142771720886","0.5318142771720886"
"1844","0.5762191414833069","0.5762191414833069","0.5762191414833069"
"1845","0.6587502360343933","0.6587502360343933","0.6587502360343933"
"1846","0.5174488425254822","0.5174488425254822","0.5174488425254822"
"1847","0.6797963976860046","0.6797963976860046","0.6797963976860046"
"1848","0.7134915590286255","0.7134915590286255","0.7134915590286255"
"1849","0.5996485948562622","0.5996485948562622","0.5996485948562622"
"1850","0.7636961936950684","0.7636961936950684","0.7636961936950684"
"1851","0.6279709339141846","0.6279709339141846","0.6279709339141846"
"1852","0.7338833212852478","0.7338833212852478","0.7338833212852478"
"1853","0.7572007179260254","0.7572007179260254","0.7572007179260254"
"1854","0.8372312784194946","0.8372312784194946","0.8372312784194946"
"1855","0.6292259693145752","0.6292259693145752","0.6292259693145752"
"1856","0.6339033842086792","0.6339033842086792","0.6339033842086792"
"1857","0.7811409831047058","0.7811409831047058","0.7811409831047058"
"1858","0.6513773798942566","0.6513773798942566","0.6513773798942566"
"1859","0.6305589079856873","0.6305589079856873","0.6305589079856873"
"1860","0.7154169082641602","0.7154169082641602","0.7154169082641602"
"1861","0.5148705840110779","0.5148705840110779","0.5148705840110779"
"1862","0.7145390510559082","0.7145390510559082","0.7145390510559082"
"1863","0.7350559234619141","0.7350559234619141","0.7350559234619141"
"1864","0.6789321899414062","0.6789321899414062","0.6789321899414062"
"1865","0.5857088565826416","0.5857088565826416","0.5857088565826416"
"1866","0.6655318737030029","0.6655318737030029","0.6655318737030029"
"1867","0.5856163501739502","0.5856163501739502","0.5856163501739502"
"1868","0.6541792750358582","0.6541792750358582","0.6541792750358582"
"1869","0.8274664878845215","0.8274664878845215","0.8274664878845215"
"1870","0.6135085821151733","0.6135085821151733","0.6135085821151733"
"1871","0.633197546005249","0.633197546005249","0.633197546005249"
"1872","0.66054368019104","0.66054368019104","0.66054368019104"
"1873","0.814553439617157","0.814553439617157","0.814553439617157"
"1874","0.5563711524009705","0.5563711524009705","0.5563711524009705"
"1875","0.7547550201416016","0.7547550201416016","0.7547550201416016"
"1876","0.7555884718894958","0.7555884718894958","0.7555884718894958"
"1877","0.5988237261772156","0.5988237261772156","0.5988237261772156"
"1878","0.45086008310317993","0.45086008310317993","0.45086008310317993"
"1879","0.5456841588020325","0.5456841588020325","0.5456841588020325"
"1880","0.6659737229347229","0.6659737229347229","0.6659737229347229"
"1881","0.6020984053611755","0.6020984053611755","0.6020984053611755"
"1882","0.590835690498352","0.590835690498352","0.590835690498352"
"1883","0.8148651123046875","0.8148651123046875","0.8148651123046875"
"1884","0.7262532114982605","0.7262532114982605","0.7262532114982605"
"1885","0.5331941843032837","0.5331941843032837","0.5331941843032837"
"1886","0.6152822971343994","0.6152822971343994","0.6152822971343994"
"1887","0.5279815196990967","0.5279815196990967","0.5279815196990967"
"1888","0.5291553735733032","0.5291553735733032","0.5291553735733032"
"1889","0.5451040863990784","0.5451040863990784","0.5451040863990784"
"1890","0.5269178748130798","0.5269178748130798","0.5269178748130798"
"1891","0.6672040820121765","0.6672040820121765","0.6672040820121765"
"1892","0.7109271287918091","0.7109271287918091","0.7109271287918091"
"1893","0.7402536273002625","0.7402536273002625","0.7402536273002625"
"1894","0.6224233508110046","0.6224233508110046","0.6224233508110046"
"1895","0.6664373874664307","0.6664373874664307","0.6664373874664307"
"1896","0.8267471194267273","0.8267471194267273","0.8267471194267273"
"1897","0.6661561131477356","0.6661561131477356","0.6661561131477356"
"1898","0.7124888300895691","0.7124888300895691","0.7124888300895691"
"1899","0.7746297717094421","0.7746297717094421","0.7746297717094421"
"1900","0.8214788436889648","0.8214788436889648","0.8214788436889648"
"1901","0.6759518980979919","0.6759518980979919","0.6759518980979919"
"1902","0.7038084268569946","0.7038084268569946","0.7038084268569946"
"1903","0.796129584312439","0.796129584312439","0.796129584312439"
"1904","0.5797452330589294","0.5797452330589294","0.5797452330589294"
"1905","0.5989888906478882","0.5989888906478882","0.5989888906478882"
"1906","0.6822497844696045","0.6822497844696045","0.6822497844696045"
"1907","0.5942742228507996","0.5942742228507996","0.5942742228507996"
"1908","0.6991726756095886","0.6991726756095886","0.6991726756095886"
"1909","0.667169451713562","0.667169451713562","0.667169451713562"
"1910","0.5372620820999146","0.5372620820999146","0.5372620820999146"
"1911","0.4909049868583679","0.4909049868583679","0.4909049868583679"
"1912","0.6333257555961609","0.6333257555961609","0.6333257555961609"
"1913","0.6454737186431885","0.6454737186431885","0.6454737186431885"
"1914","0.6385583877563477","0.6385583877563477","0.6385583877563477"
"1915","0.7525414228439331","0.7525414228439331","0.7525414228439331"
"1916","0.7004033923149109","0.7004033923149109","0.7004033923149109"
"1917","0.7415624856948853","0.7415624856948853","0.7415624856948853"
"1918","0.6612519025802612","0.6612519025802612","0.6612519025802612"
"1919","0.6038550138473511","0.6038550138473511","0.6038550138473511"
"1920","0.524174153804779","0.524174153804779","0.524174153804779"
"1921","0.5875052213668823","0.5875052213668823","0.5875052213668823"
"1922","0.578539252281189","0.578539252281189","0.578539252281189"
"1923","0.5910347700119019","0.5910347700119019","0.5910347700119019"
"1924","0.6019145846366882","0.6019145846366882","0.6019145846366882"
"1925","0.5957140922546387","0.5957140922546387","0.5957140922546387"
"1926","0.7120542526245117","0.7120542526245117","0.7120542526245117"
"1927","0.7333613634109497","0.7333613634109497","0.7333613634109497"
"1928","0.5803966522216797","0.5803966522216797","0.5803966522216797"
"1929","0.5874804854393005","0.5874804854393005","0.5874804854393005"
"1930","0.6831238269805908","0.6831238269805908","0.6831238269805908"
"1931","0.44568079710006714","0.44568079710006714","0.44568079710006714"
"1932","0.6280871629714966","0.6280871629714966","0.6280871629714966"
"1933","0.6956400871276855","0.6956400871276855","0.6956400871276855"
"1934","0.769289493560791","0.769289493560791","0.769289493560791"
"1935","0.4651552140712738","0.4651552140712738","0.4651552140712738"
"1936","0.6365176439285278","0.6365176439285278","0.6365176439285278"
"1937","0.5541607737541199","0.5541607737541199","0.5541607737541199"
"1938","0.5785790681838989","0.5785790681838989","0.5785790681838989"
"1939","0.7107662558555603","0.7107662558555603","0.7107662558555603"
"1940","0.6396752595901489","0.6396752595901489","0.6396752595901489"
"1941","0.6400684118270874","0.6400684118270874","0.6400684118270874"
"1942","0.5612274408340454","0.5612274408340454","0.5612274408340454"
"1943","0.630867600440979","0.630867600440979","0.630867600440979"
"1944","0.5823570489883423","0.5823570489883423","0.5823570489883423"
"1945","0.6274548172950745","0.6274548172950745","0.6274548172950745"
"1946","0.45949190855026245","0.45949190855026245","0.45949190855026245"
"1947","0.6114473342895508","0.6114473342895508","0.6114473342895508"
"1948","0.6813452243804932","0.6813452243804932","0.6813452243804932"
"1949","0.6866880655288696","0.6866880655288696","0.6866880655288696"
"1950","0.5782777070999146","0.5782777070999146","0.5782777070999146"
"1951","0.4809113144874573","0.4809113144874573","0.4809113144874573"
"1952","0.5961717367172241","0.5961717367172241","0.5961717367172241"
"1953","0.5515639185905457","0.5515639185905457","0.5515639185905457"
"1954","0.683333158493042","0.683333158493042","0.683333158493042"
"1955","0.8033754229545593","0.8033754229545593","0.8033754229545593"
"1956","0.8253892660140991","0.8253892660140991","0.8253892660140991"
"1957","0.7021839022636414","0.7021839022636414","0.7021839022636414"
"1958","0.6090289354324341","0.6090289354324341","0.6090289354324341"
"1959","0.5016898512840271","0.5016898512840271","0.5016898512840271"
"1960","0.7168748378753662","0.7168748378753662","0.7168748378753662"
"1961","0.532447338104248","0.532447338104248","0.532447338104248"
"1962","0.5637816786766052","0.5637816786766052","0.5637816786766052"
"1963","0.5808469653129578","0.5808469653129578","0.5808469653129578"
"1964","0.6737532615661621","0.6737532615661621","0.6737532615661621"
"1965","0.5747405290603638","0.5747405290603638","0.5747405290603638"
"1966","0.7097246646881104","0.7097246646881104","0.7097246646881104"
"1967","0.5988975763320923","0.5988975763320923","0.5988975763320923"
"1968","0.7453665733337402","0.7453665733337402","0.7453665733337402"
"1969","0.6946725845336914","0.6946725845336914","0.6946725845336914"
"1970","0.5504494309425354","0.5504494309425354","0.5504494309425354"
"1971","0.7183452844619751","0.7183452844619751","0.7183452844619751"
"1972","0.7275468111038208","0.7275468111038208","0.7275468111038208"
"1973","0.5087697505950928","0.5087697505950928","0.5087697505950928"
"1974","0.6763741374015808","0.6763741374015808","0.6763741374015808"
"1975","0.637164294719696","0.637164294719696","0.637164294719696"
"1976","0.757837176322937","0.757837176322937","0.757837176322937"
"1977","0.5616922378540039","0.5616922378540039","0.5616922378540039"
"1978","0.6384868621826172","0.6384868621826172","0.6384868621826172"
"1979","0.6627980470657349","0.6627980470657349","0.6627980470657349"
"1980","0.6184130311012268","0.6184130311012268","0.6184130311012268"
"1981","0.5568339228630066","0.5568339228630066","0.5568339228630066"
"1982","0.5539944171905518","0.5539944171905518","0.5539944171905518"
"1983","0.670305609703064","0.670305609703064","0.670305609703064"
"1984","0.763511061668396","0.763511061668396","0.763511061668396"
"1985","0.6343576312065125","0.6343576312065125","0.6343576312065125"
"1986","0.5218139886856079","0.5218139886856079","0.5218139886856079"
"1987","0.4569816291332245","0.4569816291332245","0.4569816291332245"
"1988","0.6748425364494324","0.6748425364494324","0.6748425364494324"
"1989","0.7741372585296631","0.7741372585296631","0.7741372585296631"
"1990","0.8091310262680054","0.8091310262680054","0.8091310262680054"
"1991","0.6645399332046509","0.6645399332046509","0.6645399332046509"
"1992","0.6250098943710327","0.6250098943710327","0.6250098943710327"
"1993","0.8774375915527344","0.8774375915527344","0.8774375915527344"
"1994","0.7192196249961853","0.7192196249961853","0.7192196249961853"
"1995","0.7335795164108276","0.7335795164108276","0.7335795164108276"
"1996","0.6797682642936707","0.6797682642936707","0.6797682642936707"
"1997","0.6334143877029419","0.6334143877029419","0.6334143877029419"
"1998","0.6081671118736267","0.6081671118736267","0.6081671118736267"
"1999","0.6647263765335083","0.6647263765335083","0.6647263765335083"
"2000","0.6300935745239258","0.6300935745239258","0.6300935745239258"
"2001","0.7429898977279663","0.7429898977279663","0.7429898977279663"
"2002","0.6884977221488953","0.6884977221488953","0.6884977221488953"
"2003","0.6419109106063843","0.6419109106063843","0.6419109106063843"
"2004","0.6802582740783691","0.6802582740783691","0.6802582740783691"
"2005","0.5312050580978394","0.5312050580978394","0.5312050580978394"
"2006","0.7408506870269775","0.7408506870269775","0.7408506870269775"
"2007","0.6802740097045898","0.6802740097045898","0.6802740097045898"
"2008","0.828283965587616","0.828283965587616","0.828283965587616"
"2009","0.6398895978927612","0.6398895978927612","0.6398895978927612"
"2010","0.673672080039978","0.673672080039978","0.673672080039978"
"2011","0.5167099237442017","0.5167099237442017","0.5167099237442017"
"2012","0.7002453207969666","0.7002453207969666","0.7002453207969666"
"2013","0.6200357675552368","0.6200357675552368","0.6200357675552368"
"2014","0.6361653804779053","0.6361653804779053","0.6361653804779053"
"2015","0.7139109969139099","0.7139109969139099","0.7139109969139099"
"2016","0.7321887016296387","0.7321887016296387","0.7321887016296387"
"2017","0.5625160336494446","0.5625160336494446","0.5625160336494446"
"2018","0.7272703647613525","0.7272703647613525","0.7272703647613525"
"2019","0.5971708297729492","0.5971708297729492","0.5971708297729492"
"2020","0.6046212911605835","0.6046212911605835","0.6046212911605835"
"2021","0.7570780515670776","0.7570780515670776","0.7570780515670776"
"2022","0.5297815203666687","0.5297815203666687","0.5297815203666687"
"2023","0.6959083080291748","0.6959083080291748","0.6959083080291748"
"2024","0.7180191874504089","0.7180191874504089","0.7180191874504089"
"2025","0.7807700037956238","0.7807700037956238","0.7807700037956238"
"2026","0.541032075881958","0.541032075881958","0.541032075881958"
"2027","0.6640868782997131","0.6640868782997131","0.6640868782997131"
"2028","0.625402569770813","0.625402569770813","0.625402569770813"
"2029","0.6071021556854248","0.6071021556854248","0.6071021556854248"
"2030","0.5504552721977234","0.5504552721977234","0.5504552721977234"
"2031","0.6853104829788208","0.6853104829788208","0.6853104829788208"
"2032","0.5584356784820557","0.5584356784820557","0.5584356784820557"
"2033","0.642937183380127","0.642937183380127","0.642937183380127"
"2034","0.7283810377120972","0.7283810377120972","0.7283810377120972"
"2035","0.674738883972168","0.674738883972168","0.674738883972168"
"2036","0.6773747205734253","0.6773747205734253","0.6773747205734253"
"2037","0.5563286542892456","0.5563286542892456","0.5563286542892456"
"2038","0.5547177195549011","0.5547177195549011","0.5547177195549011"
"2039","0.8246203660964966","0.8246203660964966","0.8246203660964966"
"2040","0.5839542746543884","0.5839542746543884","0.5839542746543884"
"2041","0.5824670195579529","0.5824670195579529","0.5824670195579529"
"2042","0.5404925346374512","0.5404925346374512","0.5404925346374512"
"2043","0.6209247708320618","0.6209247708320618","0.6209247708320618"
"2044","0.5529630184173584","0.5529630184173584","0.5529630184173584"
"2045","0.7177476286888123","0.7177476286888123","0.7177476286888123"
"2046","0.7531538009643555","0.7531538009643555","0.7531538009643555"
"2047","0.640556812286377","0.640556812286377","0.640556812286377"
"2048","0.6663393378257751","0.6663393378257751","0.6663393378257751"
"2049","0.7538301348686218","0.7538301348686218","0.7538301348686218"
"2050","0.8291940689086914","0.8291940689086914","0.8291940689086914"
"2051","0.6953147649765015","0.6953147649765015","0.6953147649765015"
"2052","0.569244384765625","0.569244384765625","0.569244384765625"
"2053","0.5625608563423157","0.5625608563423157","0.5625608563423157"
"2054","0.7840561866760254","0.7840561866760254","0.7840561866760254"
"2055","0.6201725602149963","0.6201725602149963","0.6201725602149963"
"2056","0.8087360858917236","0.8087360858917236","0.8087360858917236"
"2057","0.7839171886444092","0.7839171886444092","0.7839171886444092"
"2058","0.7412959933280945","0.7412959933280945","0.7412959933280945"
"2059","0.5984145998954773","0.5984145998954773","0.5984145998954773"
"2060","0.6887029409408569","0.6887029409408569","0.6887029409408569"
