"Step","0.7CircleBlind - Metrics/targetPosition/error_pos_2d","0.7CircleBlind - Metrics/targetPosition/error_pos_2d__MIN","0.7CircleBlind - Metrics/targetPosition/error_pos_2d__MAX"
"73","4.521618843078613","4.521618843078613","4.521618843078613"
"74","4.499731063842773","4.499731063842773","4.499731063842773"
"75","4.37315559387207","4.37315559387207","4.37315559387207"
"76","4.460425853729248","4.460425853729248","4.460425853729248"
"77","4.448936462402344","4.448936462402344","4.448936462402344"
"78","4.320473670959473","4.320473670959473","4.320473670959473"
"79","4.507021903991699","4.507021903991699","4.507021903991699"
"80","4.411938667297363","4.411938667297363","4.411938667297363"
"81","4.359309673309326","4.359309673309326","4.359309673309326"
"82","4.492608070373535","4.492608070373535","4.492608070373535"
"83","4.463310241699219","4.463310241699219","4.463310241699219"
"84","4.281707763671875","4.281707763671875","4.281707763671875"
"85","4.3720622062683105","4.3720622062683105","4.3720622062683105"
"86","4.426870822906494","4.426870822906494","4.426870822906494"
"87","4.2956438064575195","4.2956438064575195","4.2956438064575195"
"88","4.375026226043701","4.375026226043701","4.375026226043701"
"89","4.371941566467285","4.371941566467285","4.371941566467285"
"90","4.441594123840332","4.441594123840332","4.441594123840332"
"91","4.382413864135742","4.382413864135742","4.382413864135742"
"92","4.3911871910095215","4.3911871910095215","4.3911871910095215"
"93","4.366775989532471","4.366775989532471","4.366775989532471"
"94","4.368760108947754","4.368760108947754","4.368760108947754"
"95","4.344767093658447","4.344767093658447","4.344767093658447"
"96","4.366901397705078","4.366901397705078","4.366901397705078"
"97","4.406450271606445","4.406450271606445","4.406450271606445"
"98","4.363098621368408","4.363098621368408","4.363098621368408"
"99","4.326508045196533","4.326508045196533","4.326508045196533"
"100","4.350630760192871","4.350630760192871","4.350630760192871"
"101","4.383880615234375","4.383880615234375","4.383880615234375"
"102","4.560909271240234","4.560909271240234","4.560909271240234"
"103","4.368910789489746","4.368910789489746","4.368910789489746"
"104","4.471874237060547","4.471874237060547","4.471874237060547"
"105","4.54279899597168","4.54279899597168","4.54279899597168"
"106","4.276643753051758","4.276643753051758","4.276643753051758"
"107","4.264300346374512","4.264300346374512","4.264300346374512"
"108","4.4742021560668945","4.4742021560668945","4.4742021560668945"
"109","4.383618354797363","4.383618354797363","4.383618354797363"
"110","4.271533012390137","4.271533012390137","4.271533012390137"
"111","4.477917671203613","4.477917671203613","4.477917671203613"
"112","4.412877559661865","4.412877559661865","4.412877559661865"
"113","4.556089878082275","4.556089878082275","4.556089878082275"
"114","4.421599388122559","4.421599388122559","4.421599388122559"
"115","4.414295673370361","4.414295673370361","4.414295673370361"
"116","4.414340972900391","4.414340972900391","4.414340972900391"
"117","4.310456275939941","4.310456275939941","4.310456275939941"
"118","4.466468334197998","4.466468334197998","4.466468334197998"
"119","4.411792278289795","4.411792278289795","4.411792278289795"
"120","4.376458168029785","4.376458168029785","4.376458168029785"
"121","4.469403266906738","4.469403266906738","4.469403266906738"
"122","4.31379508972168","4.31379508972168","4.31379508972168"
"123","4.565417289733887","4.565417289733887","4.565417289733887"
"124","4.399509429931641","4.399509429931641","4.399509429931641"
"125","4.472828388214111","4.472828388214111","4.472828388214111"
"126","4.38932991027832","4.38932991027832","4.38932991027832"
"127","4.49881649017334","4.49881649017334","4.49881649017334"
"128","4.387214183807373","4.387214183807373","4.387214183807373"
"129","4.467050075531006","4.467050075531006","4.467050075531006"
"130","4.335587978363037","4.335587978363037","4.335587978363037"
"131","4.416688919067383","4.416688919067383","4.416688919067383"
"132","4.450692653656006","4.450692653656006","4.450692653656006"
"133","4.313737869262695","4.313737869262695","4.313737869262695"
"134","4.420677185058594","4.420677185058594","4.420677185058594"
"135","4.271684169769287","4.271684169769287","4.271684169769287"
"136","4.513174057006836","4.513174057006836","4.513174057006836"
"137","4.366883754730225","4.366883754730225","4.366883754730225"
"138","4.546074867248535","4.546074867248535","4.546074867248535"
"139","4.386231422424316","4.386231422424316","4.386231422424316"
"140","4.590069770812988","4.590069770812988","4.590069770812988"
"141","4.424668788909912","4.424668788909912","4.424668788909912"
"142","4.426185607910156","4.426185607910156","4.426185607910156"
"143","4.368659019470215","4.368659019470215","4.368659019470215"
"144","4.52394962310791","4.52394962310791","4.52394962310791"
"145","4.673238754272461","4.673238754272461","4.673238754272461"
"146","4.448703765869141","4.448703765869141","4.448703765869141"
"147","4.406777858734131","4.406777858734131","4.406777858734131"
"148","4.49765682220459","4.49765682220459","4.49765682220459"
"149","4.381210803985596","4.381210803985596","4.381210803985596"
"150","4.5469584465026855","4.5469584465026855","4.5469584465026855"
"151","4.680832862854004","4.680832862854004","4.680832862854004"
"152","4.528399467468262","4.528399467468262","4.528399467468262"
"153","4.764815807342529","4.764815807342529","4.764815807342529"
"154","4.687711715698242","4.687711715698242","4.687711715698242"
"155","4.445516109466553","4.445516109466553","4.445516109466553"
"156","4.527761459350586","4.527761459350586","4.527761459350586"
"157","4.574333667755127","4.574333667755127","4.574333667755127"
"158","4.434450626373291","4.434450626373291","4.434450626373291"
"159","4.399514675140381","4.399514675140381","4.399514675140381"
"160","4.498104095458984","4.498104095458984","4.498104095458984"
"161","4.277037143707275","4.277037143707275","4.277037143707275"
"162","4.527116775512695","4.527116775512695","4.527116775512695"
"163","4.611352920532227","4.611352920532227","4.611352920532227"
"164","4.468331336975098","4.468331336975098","4.468331336975098"
"165","4.380237579345703","4.380237579345703","4.380237579345703"
"166","4.628993034362793","4.628993034362793","4.628993034362793"
"167","4.573062896728516","4.573062896728516","4.573062896728516"
"168","4.546974182128906","4.546974182128906","4.546974182128906"
"169","4.411052703857422","4.411052703857422","4.411052703857422"
"170","4.5349225997924805","4.5349225997924805","4.5349225997924805"
"171","4.4877095222473145","4.4877095222473145","4.4877095222473145"
"172","4.450843811035156","4.450843811035156","4.450843811035156"
"173","4.50538444519043","4.50538444519043","4.50538444519043"
"174","4.539544105529785","4.539544105529785","4.539544105529785"
"175","4.507563591003418","4.507563591003418","4.507563591003418"
"176","4.5933685302734375","4.5933685302734375","4.5933685302734375"
"177","4.464394569396973","4.464394569396973","4.464394569396973"
"178","4.593755722045898","4.593755722045898","4.593755722045898"
"179","4.525041580200195","4.525041580200195","4.525041580200195"
"180","4.465082168579102","4.465082168579102","4.465082168579102"
"181","4.5729804039001465","4.5729804039001465","4.5729804039001465"
"182","4.39387321472168","4.39387321472168","4.39387321472168"
"183","4.5249176025390625","4.5249176025390625","4.5249176025390625"
"184","4.459629058837891","4.459629058837891","4.459629058837891"
"185","4.688831329345703","4.688831329345703","4.688831329345703"
"186","4.736799240112305","4.736799240112305","4.736799240112305"
"187","4.5803656578063965","4.5803656578063965","4.5803656578063965"
"188","4.619723796844482","4.619723796844482","4.619723796844482"
"189","4.719635009765625","4.719635009765625","4.719635009765625"
"190","4.512180328369141","4.512180328369141","4.512180328369141"
"191","4.408580780029297","4.408580780029297","4.408580780029297"
"192","4.69539737701416","4.69539737701416","4.69539737701416"
"193","4.506399631500244","4.506399631500244","4.506399631500244"
"194","4.849889755249023","4.849889755249023","4.849889755249023"
"195","4.91818380355835","4.91818380355835","4.91818380355835"
"196","4.4957380294799805","4.4957380294799805","4.4957380294799805"
"197","4.392514228820801","4.392514228820801","4.392514228820801"
"198","4.598454475402832","4.598454475402832","4.598454475402832"
"199","4.36039924621582","4.36039924621582","4.36039924621582"
"200","4.499937534332275","4.499937534332275","4.499937534332275"
"201","4.596351623535156","4.596351623535156","4.596351623535156"
"202","4.5406999588012695","4.5406999588012695","4.5406999588012695"
"203","4.595307350158691","4.595307350158691","4.595307350158691"
"204","4.582761764526367","4.582761764526367","4.582761764526367"
"205","4.596471786499023","4.596471786499023","4.596471786499023"
"206","4.465054512023926","4.465054512023926","4.465054512023926"
"207","4.632060527801514","4.632060527801514","4.632060527801514"
"208","4.533412933349609","4.533412933349609","4.533412933349609"
"209","4.5226054191589355","4.5226054191589355","4.5226054191589355"
"210","4.587090492248535","4.587090492248535","4.587090492248535"
"211","4.484278678894043","4.484278678894043","4.484278678894043"
"212","4.456412315368652","4.456412315368652","4.456412315368652"
"213","4.60779333114624","4.60779333114624","4.60779333114624"
"214","4.449104309082031","4.449104309082031","4.449104309082031"
"215","4.56392765045166","4.56392765045166","4.56392765045166"
"216","4.614323616027832","4.614323616027832","4.614323616027832"
"217","4.5485944747924805","4.5485944747924805","4.5485944747924805"
"218","4.502941131591797","4.502941131591797","4.502941131591797"
"219","4.5660247802734375","4.5660247802734375","4.5660247802734375"
"220","4.482882499694824","4.482882499694824","4.482882499694824"
"221","4.692292213439941","4.692292213439941","4.692292213439941"
"222","4.573033809661865","4.573033809661865","4.573033809661865"
"223","4.506396293640137","4.506396293640137","4.506396293640137"
"224","4.567596435546875","4.567596435546875","4.567596435546875"
"225","4.595027446746826","4.595027446746826","4.595027446746826"
"226","4.486190319061279","4.486190319061279","4.486190319061279"
"227","4.544003963470459","4.544003963470459","4.544003963470459"
"228","4.625052452087402","4.625052452087402","4.625052452087402"
"229","4.519202709197998","4.519202709197998","4.519202709197998"
"230","4.6526594161987305","4.6526594161987305","4.6526594161987305"
"231","4.536062240600586","4.536062240600586","4.536062240600586"
"232","4.382596969604492","4.382596969604492","4.382596969604492"
"233","4.56334114074707","4.56334114074707","4.56334114074707"
"234","4.62919807434082","4.62919807434082","4.62919807434082"
"235","4.431491851806641","4.431491851806641","4.431491851806641"
"236","4.628744125366211","4.628744125366211","4.628744125366211"
"237","4.4766950607299805","4.4766950607299805","4.4766950607299805"
"238","4.64816427230835","4.64816427230835","4.64816427230835"
"239","4.389605522155762","4.389605522155762","4.389605522155762"
"240","4.551154613494873","4.551154613494873","4.551154613494873"
"241","4.508150100708008","4.508150100708008","4.508150100708008"
"242","4.463010311126709","4.463010311126709","4.463010311126709"
"243","4.495519638061523","4.495519638061523","4.495519638061523"
"244","4.59467077255249","4.59467077255249","4.59467077255249"
"245","4.715056419372559","4.715056419372559","4.715056419372559"
"246","4.409428596496582","4.409428596496582","4.409428596496582"
"247","4.560401439666748","4.560401439666748","4.560401439666748"
"248","4.41163444519043","4.41163444519043","4.41163444519043"
"249","4.662261962890625","4.662261962890625","4.662261962890625"
"250","4.535089492797852","4.535089492797852","4.535089492797852"
"251","4.487794399261475","4.487794399261475","4.487794399261475"
"252","4.534873008728027","4.534873008728027","4.534873008728027"
"253","4.540599822998047","4.540599822998047","4.540599822998047"
"254","4.637050628662109","4.637050628662109","4.637050628662109"
"255","4.604911804199219","4.604911804199219","4.604911804199219"
"256","4.519509315490723","4.519509315490723","4.519509315490723"
"257","4.620325565338135","4.620325565338135","4.620325565338135"
"258","4.631065368652344","4.631065368652344","4.631065368652344"
"259","4.591716766357422","4.591716766357422","4.591716766357422"
"260","4.574337482452393","4.574337482452393","4.574337482452393"
"261","4.554093360900879","4.554093360900879","4.554093360900879"
"262","4.503603458404541","4.503603458404541","4.503603458404541"
"263","4.525537490844727","4.525537490844727","4.525537490844727"
"264","4.556711196899414","4.556711196899414","4.556711196899414"
"265","4.631598472595215","4.631598472595215","4.631598472595215"
"266","4.589688301086426","4.589688301086426","4.589688301086426"
"267","4.252303123474121","4.252303123474121","4.252303123474121"
"268","4.434292793273926","4.434292793273926","4.434292793273926"
"269","4.4198198318481445","4.4198198318481445","4.4198198318481445"
"270","4.603593349456787","4.603593349456787","4.603593349456787"
"271","4.352208614349365","4.352208614349365","4.352208614349365"
"272","4.524796009063721","4.524796009063721","4.524796009063721"
"273","4.412160873413086","4.412160873413086","4.412160873413086"
"274","4.505157947540283","4.505157947540283","4.505157947540283"
"275","4.548579216003418","4.548579216003418","4.548579216003418"
"276","4.519293785095215","4.519293785095215","4.519293785095215"
"277","4.578184127807617","4.578184127807617","4.578184127807617"
"278","4.704295635223389","4.704295635223389","4.704295635223389"
"279","4.549473762512207","4.549473762512207","4.549473762512207"
"280","4.591235160827637","4.591235160827637","4.591235160827637"
"281","4.480222702026367","4.480222702026367","4.480222702026367"
"282","4.549925804138184","4.549925804138184","4.549925804138184"
"283","4.62033224105835","4.62033224105835","4.62033224105835"
"284","4.718672752380371","4.718672752380371","4.718672752380371"
"285","4.563544750213623","4.563544750213623","4.563544750213623"
"286","4.525783061981201","4.525783061981201","4.525783061981201"
"287","4.516170501708984","4.516170501708984","4.516170501708984"
"288","4.549522876739502","4.549522876739502","4.549522876739502"
"289","4.611821174621582","4.611821174621582","4.611821174621582"
"290","4.414011001586914","4.414011001586914","4.414011001586914"
"291","4.442348003387451","4.442348003387451","4.442348003387451"
"292","4.592918395996094","4.592918395996094","4.592918395996094"
"293","4.481122016906738","4.481122016906738","4.481122016906738"
"294","4.562801361083984","4.562801361083984","4.562801361083984"
"295","4.447690486907959","4.447690486907959","4.447690486907959"
"296","4.704136848449707","4.704136848449707","4.704136848449707"
"297","4.449454307556152","4.449454307556152","4.449454307556152"
"298","4.45438814163208","4.45438814163208","4.45438814163208"
"299","4.535547256469727","4.535547256469727","4.535547256469727"
"300","4.44022798538208","4.44022798538208","4.44022798538208"
"301","4.558926105499268","4.558926105499268","4.558926105499268"
"302","4.517794609069824","4.517794609069824","4.517794609069824"
"303","4.365572929382324","4.365572929382324","4.365572929382324"
"304","4.5195465087890625","4.5195465087890625","4.5195465087890625"
"305","4.41474723815918","4.41474723815918","4.41474723815918"
"306","4.368642807006836","4.368642807006836","4.368642807006836"
"307","4.598921775817871","4.598921775817871","4.598921775817871"
"308","4.625053405761719","4.625053405761719","4.625053405761719"
"309","4.4175872802734375","4.4175872802734375","4.4175872802734375"
"310","4.359513759613037","4.359513759613037","4.359513759613037"
"311","4.42169189453125","4.42169189453125","4.42169189453125"
"312","4.590967655181885","4.590967655181885","4.590967655181885"
"313","4.473209381103516","4.473209381103516","4.473209381103516"
"314","4.499416351318359","4.499416351318359","4.499416351318359"
"315","4.496551036834717","4.496551036834717","4.496551036834717"
"316","4.444832801818848","4.444832801818848","4.444832801818848"
"317","4.481675148010254","4.481675148010254","4.481675148010254"
"318","4.437853813171387","4.437853813171387","4.437853813171387"
"319","4.480536460876465","4.480536460876465","4.480536460876465"
"320","4.446405410766602","4.446405410766602","4.446405410766602"
"321","4.619369983673096","4.619369983673096","4.619369983673096"
"322","4.528436660766602","4.528436660766602","4.528436660766602"
"323","4.454194068908691","4.454194068908691","4.454194068908691"
"324","4.515139579772949","4.515139579772949","4.515139579772949"
"325","4.710935592651367","4.710935592651367","4.710935592651367"
"326","4.687200546264648","4.687200546264648","4.687200546264648"
"327","4.567137718200684","4.567137718200684","4.567137718200684"
"328","4.424247741699219","4.424247741699219","4.424247741699219"
"329","4.71016788482666","4.71016788482666","4.71016788482666"
"330","4.39252233505249","4.39252233505249","4.39252233505249"
"331","4.464045524597168","4.464045524597168","4.464045524597168"
"332","4.305596351623535","4.305596351623535","4.305596351623535"
"333","4.61972188949585","4.61972188949585","4.61972188949585"
"334","4.504715442657471","4.504715442657471","4.504715442657471"
"335","4.437568664550781","4.437568664550781","4.437568664550781"
"336","4.605120658874512","4.605120658874512","4.605120658874512"
"337","4.606734275817871","4.606734275817871","4.606734275817871"
"338","4.535153388977051","4.535153388977051","4.535153388977051"
"339","4.562967777252197","4.562967777252197","4.562967777252197"
"340","4.475523948669434","4.475523948669434","4.475523948669434"
"341","4.630618095397949","4.630618095397949","4.630618095397949"
"342","4.375476837158203","4.375476837158203","4.375476837158203"
"343","4.488877773284912","4.488877773284912","4.488877773284912"
"344","4.447554588317871","4.447554588317871","4.447554588317871"
"345","4.626492977142334","4.626492977142334","4.626492977142334"
"346","4.567960262298584","4.567960262298584","4.567960262298584"
"347","4.42352819442749","4.42352819442749","4.42352819442749"
"348","4.402911186218262","4.402911186218262","4.402911186218262"
"349","4.339372634887695","4.339372634887695","4.339372634887695"
"350","4.438631534576416","4.438631534576416","4.438631534576416"
"351","4.605395317077637","4.605395317077637","4.605395317077637"
"352","4.455068588256836","4.455068588256836","4.455068588256836"
"353","4.406346797943115","4.406346797943115","4.406346797943115"
"354","4.512604713439941","4.512604713439941","4.512604713439941"
"355","4.457965850830078","4.457965850830078","4.457965850830078"
"356","4.560040473937988","4.560040473937988","4.560040473937988"
"357","4.44414758682251","4.44414758682251","4.44414758682251"
"358","4.503448486328125","4.503448486328125","4.503448486328125"
"359","4.415812015533447","4.415812015533447","4.415812015533447"
"360","4.5476179122924805","4.5476179122924805","4.5476179122924805"
"361","4.587699890136719","4.587699890136719","4.587699890136719"
"362","4.357482433319092","4.357482433319092","4.357482433319092"
"363","4.64885950088501","4.64885950088501","4.64885950088501"
"364","4.569525718688965","4.569525718688965","4.569525718688965"
"365","4.572458744049072","4.572458744049072","4.572458744049072"
"366","4.383538246154785","4.383538246154785","4.383538246154785"
"367","4.529962062835693","4.529962062835693","4.529962062835693"
"368","4.47762393951416","4.47762393951416","4.47762393951416"
"369","4.398751258850098","4.398751258850098","4.398751258850098"
"370","4.475605010986328","4.475605010986328","4.475605010986328"
"371","4.417300224304199","4.417300224304199","4.417300224304199"
"372","4.603191375732422","4.603191375732422","4.603191375732422"
"373","4.401795387268066","4.401795387268066","4.401795387268066"
"374","4.417588233947754","4.417588233947754","4.417588233947754"
"375","4.352281093597412","4.352281093597412","4.352281093597412"
"376","4.519642353057861","4.519642353057861","4.519642353057861"
"377","4.5341925621032715","4.5341925621032715","4.5341925621032715"
"378","4.409398078918457","4.409398078918457","4.409398078918457"
"379","4.436842918395996","4.436842918395996","4.436842918395996"
"380","4.416118144989014","4.416118144989014","4.416118144989014"
"381","4.596056938171387","4.596056938171387","4.596056938171387"
"382","4.43743896484375","4.43743896484375","4.43743896484375"
"383","4.51652717590332","4.51652717590332","4.51652717590332"
"384","4.5008087158203125","4.5008087158203125","4.5008087158203125"
"385","4.473966598510742","4.473966598510742","4.473966598510742"
"386","4.622885704040527","4.622885704040527","4.622885704040527"
"387","4.447235107421875","4.447235107421875","4.447235107421875"
"388","4.439800262451172","4.439800262451172","4.439800262451172"
"389","4.5211310386657715","4.5211310386657715","4.5211310386657715"
"390","4.391931533813477","4.391931533813477","4.391931533813477"
"391","4.485698223114014","4.485698223114014","4.485698223114014"
"392","4.552642822265625","4.552642822265625","4.552642822265625"
"393","4.597930908203125","4.597930908203125","4.597930908203125"
"394","4.550991058349609","4.550991058349609","4.550991058349609"
"395","4.41300106048584","4.41300106048584","4.41300106048584"
"396","4.642557621002197","4.642557621002197","4.642557621002197"
"397","4.561867713928223","4.561867713928223","4.561867713928223"
"398","4.510186672210693","4.510186672210693","4.510186672210693"
"399","4.4045891761779785","4.4045891761779785","4.4045891761779785"
"400","4.4967498779296875","4.4967498779296875","4.4967498779296875"
"401","4.488555431365967","4.488555431365967","4.488555431365967"
"402","4.534640312194824","4.534640312194824","4.534640312194824"
"403","4.48073673248291","4.48073673248291","4.48073673248291"
"404","4.323278427124023","4.323278427124023","4.323278427124023"
"405","4.533123016357422","4.533123016357422","4.533123016357422"
"406","4.556103706359863","4.556103706359863","4.556103706359863"
"407","4.589367866516113","4.589367866516113","4.589367866516113"
"408","4.460056304931641","4.460056304931641","4.460056304931641"
"409","4.481477737426758","4.481477737426758","4.481477737426758"
"410","4.386606216430664","4.386606216430664","4.386606216430664"
"411","4.275461196899414","4.275461196899414","4.275461196899414"
"412","4.60882568359375","4.60882568359375","4.60882568359375"
"413","4.376938819885254","4.376938819885254","4.376938819885254"
"414","4.491875648498535","4.491875648498535","4.491875648498535"
"415","4.488010406494141","4.488010406494141","4.488010406494141"
"416","4.4282917976379395","4.4282917976379395","4.4282917976379395"
"417","4.517415523529053","4.517415523529053","4.517415523529053"
"418","4.436456680297852","4.436456680297852","4.436456680297852"
"419","4.471748352050781","4.471748352050781","4.471748352050781"
"420","4.55428409576416","4.55428409576416","4.55428409576416"
"421","4.660501003265381","4.660501003265381","4.660501003265381"
"422","4.632110595703125","4.632110595703125","4.632110595703125"
"423","4.465004920959473","4.465004920959473","4.465004920959473"
"424","4.467126369476318","4.467126369476318","4.467126369476318"
"425","4.591948986053467","4.591948986053467","4.591948986053467"
"426","4.621905326843262","4.621905326843262","4.621905326843262"
"427","4.434334754943848","4.434334754943848","4.434334754943848"
"428","4.5274786949157715","4.5274786949157715","4.5274786949157715"
"429","4.459077835083008","4.459077835083008","4.459077835083008"
"430","4.386809349060059","4.386809349060059","4.386809349060059"
"431","4.333277225494385","4.333277225494385","4.333277225494385"
"432","4.554128646850586","4.554128646850586","4.554128646850586"
"433","4.537349700927734","4.537349700927734","4.537349700927734"
"434","4.394336223602295","4.394336223602295","4.394336223602295"
"435","4.503847122192383","4.503847122192383","4.503847122192383"
"436","4.499582290649414","4.499582290649414","4.499582290649414"
"437","4.617485046386719","4.617485046386719","4.617485046386719"
"438","4.596591472625732","4.596591472625732","4.596591472625732"
"439","4.542302131652832","4.542302131652832","4.542302131652832"
"440","4.436296463012695","4.436296463012695","4.436296463012695"
"441","4.598972320556641","4.598972320556641","4.598972320556641"
"442","4.641024589538574","4.641024589538574","4.641024589538574"
"443","4.367086410522461","4.367086410522461","4.367086410522461"
"444","4.6148600578308105","4.6148600578308105","4.6148600578308105"
"445","4.674099445343018","4.674099445343018","4.674099445343018"
"446","4.811074256896973","4.811074256896973","4.811074256896973"
"447","4.521496772766113","4.521496772766113","4.521496772766113"
"448","4.514547348022461","4.514547348022461","4.514547348022461"
"449","4.583716869354248","4.583716869354248","4.583716869354248"
"450","4.471497535705566","4.471497535705566","4.471497535705566"
"451","4.411313533782959","4.411313533782959","4.411313533782959"
"452","4.409907341003418","4.409907341003418","4.409907341003418"
"453","4.563431739807129","4.563431739807129","4.563431739807129"
"454","4.453518867492676","4.453518867492676","4.453518867492676"
"455","4.300994873046875","4.300994873046875","4.300994873046875"
"456","4.412755966186523","4.412755966186523","4.412755966186523"
"457","4.450678825378418","4.450678825378418","4.450678825378418"
"458","4.5566487312316895","4.5566487312316895","4.5566487312316895"
"459","4.551630973815918","4.551630973815918","4.551630973815918"
"460","4.579287528991699","4.579287528991699","4.579287528991699"
"461","4.534852981567383","4.534852981567383","4.534852981567383"
"462","4.4464545249938965","4.4464545249938965","4.4464545249938965"
"463","4.5973405838012695","4.5973405838012695","4.5973405838012695"
"464","4.445500373840332","4.445500373840332","4.445500373840332"
"465","4.472580909729004","4.472580909729004","4.472580909729004"
"466","4.347328186035156","4.347328186035156","4.347328186035156"
"467","4.562983512878418","4.562983512878418","4.562983512878418"
"468","4.427245140075684","4.427245140075684","4.427245140075684"
"469","4.437489986419678","4.437489986419678","4.437489986419678"
"470","4.549016952514648","4.549016952514648","4.549016952514648"
"471","4.405470848083496","4.405470848083496","4.405470848083496"
"472","4.460948944091797","4.460948944091797","4.460948944091797"
"473","4.34383487701416","4.34383487701416","4.34383487701416"
"474","4.484682559967041","4.484682559967041","4.484682559967041"
"475","4.436031341552734","4.436031341552734","4.436031341552734"
"476","4.526526927947998","4.526526927947998","4.526526927947998"
"477","4.6147356033325195","4.6147356033325195","4.6147356033325195"
"478","4.304152488708496","4.304152488708496","4.304152488708496"
"479","4.492018699645996","4.492018699645996","4.492018699645996"
"480","4.607028961181641","4.607028961181641","4.607028961181641"
"481","4.562964916229248","4.562964916229248","4.562964916229248"
"482","4.496268272399902","4.496268272399902","4.496268272399902"
"483","4.765944957733154","4.765944957733154","4.765944957733154"
"484","4.370276927947998","4.370276927947998","4.370276927947998"
"485","4.389367580413818","4.389367580413818","4.389367580413818"
"486","4.471625804901123","4.471625804901123","4.471625804901123"
"487","4.680788993835449","4.680788993835449","4.680788993835449"
"488","4.474183559417725","4.474183559417725","4.474183559417725"
