"Step","0.7CircleBlind - Loss/value_function","0.7CircleBlind - Loss/value_function__MIN","0.7CircleBlind - Loss/value_function__MAX"
"53","0.02976045310497284","0.02976045310497284","0.02976045310497284"
"54","0.026471970602869987","0.026471970602869987","0.026471970602869987"
"55","0.025763788633048533","0.025763788633048533","0.025763788633048533"
"56","0.02562629831954837","0.02562629831954837","0.02562629831954837"
"57","0.027852739952504636","0.027852739952504636","0.027852739952504636"
"58","0.026633143611252307","0.026633143611252307","0.026633143611252307"
"59","0.028044950496405364","0.028044950496405364","0.028044950496405364"
"60","0.032416519895195964","0.032416519895195964","0.032416519895195964"
"61","0.028612151090055705","0.028612151090055705","0.028612151090055705"
"62","0.026612102054059505","0.026612102054059505","0.026612102054059505"
"63","0.03165095932781696","0.03165095932781696","0.03165095932781696"
"64","0.03308462463319302","0.03308462463319302","0.03308462463319302"
"65","0.031807920150458815","0.031807920150458815","0.031807920150458815"
"66","0.033702168986201285","0.033702168986201285","0.033702168986201285"
"67","0.033708075433969496","0.033708075433969496","0.033708075433969496"
"68","0.03432321958243847","0.03432321958243847","0.03432321958243847"
"69","0.03454213505610824","0.03454213505610824","0.03454213505610824"
"70","0.03438642714172602","0.03438642714172602","0.03438642714172602"
"71","0.03299236418679356","0.03299236418679356","0.03299236418679356"
"72","0.03494631964713335","0.03494631964713335","0.03494631964713335"
"73","0.03662192933261395","0.03662192933261395","0.03662192933261395"
"74","0.03258567601442337","0.03258567601442337","0.03258567601442337"
"75","0.03598401565104723","0.03598401565104723","0.03598401565104723"
"76","0.0351707698777318","0.0351707698777318","0.0351707698777318"
"77","0.03781094327569008","0.03781094327569008","0.03781094327569008"
"78","0.036675740219652656","0.036675740219652656","0.036675740219652656"
"79","0.03478910699486733","0.03478910699486733","0.03478910699486733"
"80","0.036534908786416055","0.036534908786416055","0.036534908786416055"
"81","0.037690705992281436","0.037690705992281436","0.037690705992281436"
"82","0.03629072532057762","0.03629072532057762","0.03629072532057762"
"83","0.03550364281982184","0.03550364281982184","0.03550364281982184"
"84","0.03442787490785122","0.03442787490785122","0.03442787490785122"
"85","0.036160757578909394","0.036160757578909394","0.036160757578909394"
"86","0.03413103073835373","0.03413103073835373","0.03413103073835373"
"87","0.03529130276292562","0.03529130276292562","0.03529130276292562"
"88","0.03585466332733631","0.03585466332733631","0.03585466332733631"
"89","0.03147166045382619","0.03147166045382619","0.03147166045382619"
"90","0.03033184502273798","0.03033184502273798","0.03033184502273798"
"91","0.03264679638668895","0.03264679638668895","0.03264679638668895"
"92","0.034947994910180566","0.034947994910180566","0.034947994910180566"
"93","0.03382501443848014","0.03382501443848014","0.03382501443848014"
"94","0.034795091953128576","0.034795091953128576","0.034795091953128576"
"95","0.035967343300580976","0.035967343300580976","0.035967343300580976"
"96","0.0324838787317276","0.0324838787317276","0.0324838787317276"
"97","0.03709939811378717","0.03709939811378717","0.03709939811378717"
"98","0.03671181984245777","0.03671181984245777","0.03671181984245777"
"99","0.04066766332834959","0.04066766332834959","0.04066766332834959"
"100","0.0362064553424716","0.0362064553424716","0.0362064553424716"
"101","0.03376661911606789","0.03376661911606789","0.03376661911606789"
"102","0.031878148578107356","0.031878148578107356","0.031878148578107356"
"103","0.0320128439925611","0.0320128439925611","0.0320128439925611"
"104","0.03451905995607376","0.03451905995607376","0.03451905995607376"
"105","0.033278817776590586","0.033278817776590586","0.033278817776590586"
"106","0.034110761061310765","0.034110761061310765","0.034110761061310765"
"107","0.04139833711087704","0.04139833711087704","0.04139833711087704"
"108","0.0375763026997447","0.0375763026997447","0.0375763026997447"
"109","0.04318242371082306","0.04318242371082306","0.04318242371082306"
"110","0.04162059985101223","0.04162059985101223","0.04162059985101223"
"111","0.03753020130097866","0.03753020130097866","0.03753020130097866"
"112","0.038598865084350106","0.038598865084350106","0.038598865084350106"
"113","0.04255373403429985","0.04255373403429985","0.04255373403429985"
"114","0.03536356985569","0.03536356985569","0.03536356985569"
"115","0.037638360634446144","0.037638360634446144","0.037638360634446144"
"116","0.04281265456229448","0.04281265456229448","0.04281265456229448"
"117","0.04301233794540167","0.04301233794540167","0.04301233794540167"
"118","0.04083507787436247","0.04083507787436247","0.04083507787436247"
"119","0.05320791080594063","0.05320791080594063","0.05320791080594063"
"120","0.04959842935204506","0.04959842935204506","0.04959842935204506"
"121","0.04203132390975952","0.04203132390975952","0.04203132390975952"
"122","0.04038462843745947","0.04038462843745947","0.04038462843745947"
"123","0.04747753832489252","0.04747753832489252","0.04747753832489252"
"124","0.047900198586285116","0.047900198586285116","0.047900198586285116"
"125","0.052359670773148535","0.052359670773148535","0.052359670773148535"
"126","0.04712414462119341","0.04712414462119341","0.04712414462119341"
"127","0.04277650341391563","0.04277650341391563","0.04277650341391563"
"128","0.03922123368829489","0.03922123368829489","0.03922123368829489"
"129","0.03348373677581549","0.03348373677581549","0.03348373677581549"
"130","0.03399560488760471","0.03399560488760471","0.03399560488760471"
"131","0.029200845770537852","0.029200845770537852","0.029200845770537852"
"132","0.03090909095481038","0.03090909095481038","0.03090909095481038"
"133","0.0317086304537952","0.0317086304537952","0.0317086304537952"
"134","0.034014920517802236","0.034014920517802236","0.034014920517802236"
"135","0.02791700093075633","0.02791700093075633","0.02791700093075633"
"136","0.028824724536389113","0.028824724536389113","0.028824724536389113"
"137","0.030025146249681712","0.030025146249681712","0.030025146249681712"
"138","0.030136840604245662","0.030136840604245662","0.030136840604245662"
"139","0.024564122408628465","0.024564122408628465","0.024564122408628465"
"140","0.026249723602086307","0.026249723602086307","0.026249723602086307"
"141","0.03596949260681868","0.03596949260681868","0.03596949260681868"
"142","0.02956144167110324","0.02956144167110324","0.02956144167110324"
"143","0.03610142357647419","0.03610142357647419","0.03610142357647419"
"144","0.034634295105934146","0.034634295105934146","0.034634295105934146"
"145","0.040951966494321826","0.040951966494321826","0.040951966494321826"
"146","0.03926626592874527","0.03926626592874527","0.03926626592874527"
"147","0.04334974568337202","0.04334974568337202","0.04334974568337202"
"148","0.04261616319417953","0.04261616319417953","0.04261616319417953"
"149","0.03845991063863039","0.03845991063863039","0.03845991063863039"
"150","0.03947316892445087","0.03947316892445087","0.03947316892445087"
"151","0.04036951530724764","0.04036951530724764","0.04036951530724764"
"152","0.044700789265334606","0.044700789265334606","0.044700789265334606"
"153","0.04251299779862165","0.04251299779862165","0.04251299779862165"
"154","0.04767751432955265","0.04767751432955265","0.04767751432955265"
"155","0.05033267885446548","0.05033267885446548","0.05033267885446548"
"156","0.05008039698004722","0.05008039698004722","0.05008039698004722"
"157","0.04123062286525965","0.04123062286525965","0.04123062286525965"
"158","0.047724482417106626","0.047724482417106626","0.047724482417106626"
"159","0.04655282720923424","0.04655282720923424","0.04655282720923424"
"160","0.04669168386608362","0.04669168386608362","0.04669168386608362"
"161","0.046045569330453874","0.046045569330453874","0.046045569330453874"
"162","0.0457913288846612","0.0457913288846612","0.0457913288846612"
"163","0.04645219873636961","0.04645219873636961","0.04645219873636961"
"164","0.041200898587703705","0.041200898587703705","0.041200898587703705"
"165","0.044951296783983706","0.044951296783983706","0.044951296783983706"
"166","0.0412991588935256","0.0412991588935256","0.0412991588935256"
"167","0.0403707068413496","0.0403707068413496","0.0403707068413496"
"168","0.039808963797986506","0.039808963797986506","0.039808963797986506"
"169","0.03878285922110081","0.03878285922110081","0.03878285922110081"
"170","0.03619207516312599","0.03619207516312599","0.03619207516312599"
"171","0.03518139692023396","0.03518139692023396","0.03518139692023396"
"172","0.03050392186269164","0.03050392186269164","0.03050392186269164"
"173","0.032413890771567824","0.032413890771567824","0.032413890771567824"
"174","0.03448328617960215","0.03448328617960215","0.03448328617960215"
"175","0.04000540263950825","0.04000540263950825","0.04000540263950825"
"176","0.031901020742952826","0.031901020742952826","0.031901020742952826"
"177","0.031076850555837154","0.031076850555837154","0.031076850555837154"
"178","0.026381782535463572","0.026381782535463572","0.026381782535463572"
"179","0.026524502784013748","0.026524502784013748","0.026524502784013748"
"180","0.02949122218415141","0.02949122218415141","0.02949122218415141"
"181","0.02585816690698266","0.02585816690698266","0.02585816690698266"
"182","0.026573538314551115","0.026573538314551115","0.026573538314551115"
"183","0.03133081067353487","0.03133081067353487","0.03133081067353487"
"184","0.03576933573931455","0.03576933573931455","0.03576933573931455"
"185","0.02834637649357319","0.02834637649357319","0.02834637649357319"
"186","0.03100006775930524","0.03100006775930524","0.03100006775930524"
"187","0.033721212297677994","0.033721212297677994","0.033721212297677994"
"188","0.029657570645213127","0.029657570645213127","0.029657570645213127"
"189","0.03552363542839885","0.03552363542839885","0.03552363542839885"
"190","0.03496226388961077","0.03496226388961077","0.03496226388961077"
"191","0.029260948207229374","0.029260948207229374","0.029260948207229374"
"192","0.028533827792853118","0.028533827792853118","0.028533827792853118"
"193","0.026505973376333713","0.026505973376333713","0.026505973376333713"
"194","0.03207805128768086","0.03207805128768086","0.03207805128768086"
"195","0.028437662683427335","0.028437662683427335","0.028437662683427335"
"196","0.028778719808906318","0.028778719808906318","0.028778719808906318"
"197","0.030781797226518394","0.030781797226518394","0.030781797226518394"
"198","0.029246539622545243","0.029246539622545243","0.029246539622545243"
"199","0.035691560804843904","0.035691560804843904","0.035691560804843904"
"200","0.036395293567329644","0.036395293567329644","0.036395293567329644"
"201","0.033040566556155684","0.033040566556155684","0.033040566556155684"
"202","0.0339303744956851","0.0339303744956851","0.0339303744956851"
"203","0.032384996116161344","0.032384996116161344","0.032384996116161344"
"204","0.036944458913058045","0.036944458913058045","0.036944458913058045"
"205","0.027426232025027274","0.027426232025027274","0.027426232025027274"
"206","0.031775140482932326","0.031775140482932326","0.031775140482932326"
"207","0.031078391522169114","0.031078391522169114","0.031078391522169114"
"208","0.03226517681032419","0.03226517681032419","0.03226517681032419"
"209","0.04368518833070993","0.04368518833070993","0.04368518833070993"
"210","0.039331728406250474","0.039331728406250474","0.039331728406250474"
"211","0.03551231361925602","0.03551231361925602","0.03551231361925602"
"212","0.03465378740802407","0.03465378740802407","0.03465378740802407"
"213","0.028147441707551478","0.028147441707551478","0.028147441707551478"
"214","0.027892544865608215","0.027892544865608215","0.027892544865608215"
"215","0.03479490447789431","0.03479490447789431","0.03479490447789431"
"216","0.03030105624347925","0.03030105624347925","0.03030105624347925"
"217","0.033516934514045714","0.033516934514045714","0.033516934514045714"
"218","0.030928956158459187","0.030928956158459187","0.030928956158459187"
"219","0.028084406070411204","0.028084406070411204","0.028084406070411204"
"220","0.034998587984591725","0.034998587984591725","0.034998587984591725"
"221","0.028621083963662385","0.028621083963662385","0.028621083963662385"
"222","0.026447810512036086","0.026447810512036086","0.026447810512036086"
"223","0.032350210659205916","0.032350210659205916","0.032350210659205916"
"224","0.025551449228078126","0.025551449228078126","0.025551449228078126"
"225","0.026843524537980556","0.026843524537980556","0.026843524537980556"
"226","0.02366378391161561","0.02366378391161561","0.02366378391161561"
"227","0.03132146131247282","0.03132146131247282","0.03132146131247282"
"228","0.03030928475782275","0.03030928475782275","0.03030928475782275"
"229","0.03618274461477995","0.03618274461477995","0.03618274461477995"
"230","0.031742885056883094","0.031742885056883094","0.031742885056883094"
"231","0.03629229832440615","0.03629229832440615","0.03629229832440615"
"232","0.030669951904565097","0.030669951904565097","0.030669951904565097"
"233","0.026672104373574257","0.026672104373574257","0.026672104373574257"
"234","0.03487745802849531","0.03487745802849531","0.03487745802849531"
"235","0.026592363230884077","0.026592363230884077","0.026592363230884077"
"236","0.024217677395790817","0.024217677395790817","0.024217677395790817"
"237","0.022243660502135755","0.022243660502135755","0.022243660502135755"
"238","0.02825284469872713","0.02825284469872713","0.02825284469872713"
"239","0.030339489318430425","0.030339489318430425","0.030339489318430425"
"240","0.02374054556712508","0.02374054556712508","0.02374054556712508"
"241","0.024755051452666522","0.024755051452666522","0.024755051452666522"
"242","0.02923802575096488","0.02923802575096488","0.02923802575096488"
"243","0.029423402994871138","0.029423402994871138","0.029423402994871138"
"244","0.027162845060229302","0.027162845060229302","0.027162845060229302"
"245","0.029431338608264922","0.029431338608264922","0.029431338608264922"
"246","0.02800381788983941","0.02800381788983941","0.02800381788983941"
"247","0.033722216822206975","0.033722216822206975","0.033722216822206975"
"248","0.023144054971635342","0.023144054971635342","0.023144054971635342"
"249","0.02600728962570429","0.02600728962570429","0.02600728962570429"
"250","0.03751674937084317","0.03751674937084317","0.03751674937084317"
"251","0.03129109600558877","0.03129109600558877","0.03129109600558877"
"252","0.03368101948872208","0.03368101948872208","0.03368101948872208"
"253","0.02884658444672823","0.02884658444672823","0.02884658444672823"
"254","0.026541625242680313","0.026541625242680313","0.026541625242680313"
"255","0.023921482730656862","0.023921482730656862","0.023921482730656862"
"256","0.02828803826123476","0.02828803826123476","0.02828803826123476"
"257","0.03166575860232115","0.03166575860232115","0.03166575860232115"
"258","0.03327238326892257","0.03327238326892257","0.03327238326892257"
"259","0.053082318790256974","0.053082318790256974","0.053082318790256974"
"260","0.03280622195452452","0.03280622195452452","0.03280622195452452"
"261","0.027270698826760052","0.027270698826760052","0.027270698826760052"
"262","0.019993995036929845","0.019993995036929845","0.019993995036929845"
"263","0.02692278567701578","0.02692278567701578","0.02692278567701578"
"264","0.0315655711106956","0.0315655711106956","0.0315655711106956"
"265","0.029559520725160836","0.029559520725160836","0.029559520725160836"
"266","0.02047299575060606","0.02047299575060606","0.02047299575060606"
"267","0.02595935286954045","0.02595935286954045","0.02595935286954045"
"268","0.03087473874911666","0.03087473874911666","0.03087473874911666"
"269","0.023187943547964097","0.023187943547964097","0.023187943547964097"
"270","0.02516439352184534","0.02516439352184534","0.02516439352184534"
"271","0.02696303790435195","0.02696303790435195","0.02696303790435195"
"272","0.02676142882555723","0.02676142882555723","0.02676142882555723"
"273","0.025521218497306108","0.025521218497306108","0.025521218497306108"
"274","0.027639748807996512","0.027639748807996512","0.027639748807996512"
"275","0.023775893729180098","0.023775893729180098","0.023775893729180098"
"276","0.021501773688942193","0.021501773688942193","0.021501773688942193"
"277","0.02443842738866806","0.02443842738866806","0.02443842738866806"
"278","0.029673406202346087","0.029673406202346087","0.029673406202346087"
"279","0.033958519250154494","0.033958519250154494","0.033958519250154494"
"280","0.02924387278035283","0.02924387278035283","0.02924387278035283"
"281","0.027281539514660835","0.027281539514660835","0.027281539514660835"
"282","0.02808918012306094","0.02808918012306094","0.02808918012306094"
"283","0.024124419130384923","0.024124419130384923","0.024124419130384923"
"284","0.028634071722626685","0.028634071722626685","0.028634071722626685"
"285","0.025971203297376632","0.025971203297376632","0.025971203297376632"
"286","0.029822954908013344","0.029822954908013344","0.029822954908013344"
"287","0.04035967979580164","0.04035967979580164","0.04035967979580164"
"288","0.027978872321546076","0.027978872321546076","0.027978872321546076"
"289","0.025732551328837873","0.025732551328837873","0.025732551328837873"
"290","0.02398429987952113","0.02398429987952113","0.02398429987952113"
"291","0.0277915527112782","0.0277915527112782","0.0277915527112782"
"292","0.03157101646065712","0.03157101646065712","0.03157101646065712"
"293","0.030351150874048473","0.030351150874048473","0.030351150874048473"
"294","0.02707385141402483","0.02707385141402483","0.02707385141402483"
"295","0.03386322380974889","0.03386322380974889","0.03386322380974889"
"296","0.03205719841644168","0.03205719841644168","0.03205719841644168"
"297","0.022254230827093123","0.022254230827093123","0.022254230827093123"
"298","0.025711883697658776","0.025711883697658776","0.025711883697658776"
"299","0.029247770737856626","0.029247770737856626","0.029247770737856626"
"300","0.021937000192701818","0.021937000192701818","0.021937000192701818"
"301","0.026705542020499705","0.026705542020499705","0.026705542020499705"
"302","0.024159116577357052","0.024159116577357052","0.024159116577357052"
"303","0.024222971592098474","0.024222971592098474","0.024222971592098474"
"304","0.02615242525935173","0.02615242525935173","0.02615242525935173"
"305","0.02901848405599594","0.02901848405599594","0.02901848405599594"
"306","0.02210152866318822","0.02210152866318822","0.02210152866318822"
"307","0.021965294890105725","0.021965294890105725","0.021965294890105725"
"308","0.02915600286796689","0.02915600286796689","0.02915600286796689"
"309","0.022268676199018955","0.022268676199018955","0.022268676199018955"
"310","0.03239483339712024","0.03239483339712024","0.03239483339712024"
"311","0.025008809752762318","0.025008809752762318","0.025008809752762318"
"312","0.02274267077445984","0.02274267077445984","0.02274267077445984"
"313","0.02203825507313013","0.02203825507313013","0.02203825507313013"
"314","0.024778198078274728","0.024778198078274728","0.024778198078274728"
"315","0.022735062800347806","0.022735062800347806","0.022735062800347806"
"316","0.02077724039554596","0.02077724039554596","0.02077724039554596"
"317","0.02157270088791847","0.02157270088791847","0.02157270088791847"
"318","0.022665582410991193","0.022665582410991193","0.022665582410991193"
"319","0.023737751226872206","0.023737751226872206","0.023737751226872206"
"320","0.024027133733034133","0.024027133733034133","0.024027133733034133"
"321","0.02401496022939682","0.02401496022939682","0.02401496022939682"
"322","0.024854134302586317","0.024854134302586317","0.024854134302586317"
"323","0.02585515342652798","0.02585515342652798","0.02585515342652798"
"324","0.025937521643936635","0.025937521643936635","0.025937521643936635"
"325","0.031877440959215166","0.031877440959215166","0.031877440959215166"
"326","0.029700803849846125","0.029700803849846125","0.029700803849846125"
"327","0.022282988764345646","0.022282988764345646","0.022282988764345646"
"328","0.029194637574255465","0.029194637574255465","0.029194637574255465"
"329","0.0266738835722208","0.0266738835722208","0.0266738835722208"
"330","0.02082244548946619","0.02082244548946619","0.02082244548946619"
"331","0.029851820785552263","0.029851820785552263","0.029851820785552263"
"332","0.025720792822539806","0.025720792822539806","0.025720792822539806"
"333","0.02264948086813092","0.02264948086813092","0.02264948086813092"
"334","0.022049201466143132","0.022049201466143132","0.022049201466143132"
"335","0.02469564825296402","0.02469564825296402","0.02469564825296402"
"336","0.025856882240623234","0.025856882240623234","0.025856882240623234"
"337","0.02561495816335082","0.02561495816335082","0.02561495816335082"
"338","0.02448725765570998","0.02448725765570998","0.02448725765570998"
"339","0.026888643763959406","0.026888643763959406","0.026888643763959406"
"340","0.023235690779983997","0.023235690779983997","0.023235690779983997"
"341","0.026939560752362014","0.026939560752362014","0.026939560752362014"
"342","0.02651222748681903","0.02651222748681903","0.02651222748681903"
"343","0.02311096144840121","0.02311096144840121","0.02311096144840121"
"344","0.02616472290828824","0.02616472290828824","0.02616472290828824"
"345","0.028054374270141125","0.028054374270141125","0.028054374270141125"
"346","0.027635265979915856","0.027635265979915856","0.027635265979915856"
"347","0.026585349440574647","0.026585349440574647","0.026585349440574647"
"348","0.025025049690157175","0.025025049690157175","0.025025049690157175"
"349","0.024885777663439513","0.024885777663439513","0.024885777663439513"
"350","0.02696250658482313","0.02696250658482313","0.02696250658482313"
"351","0.023884118255227803","0.023884118255227803","0.023884118255227803"
"352","0.02694031996652484","0.02694031996652484","0.02694031996652484"
"353","0.021186500880867244","0.021186500880867244","0.021186500880867244"
"354","0.027448812406510113","0.027448812406510113","0.027448812406510113"
"355","0.026951425522565842","0.026951425522565842","0.026951425522565842"
"356","0.022833239007741212","0.022833239007741212","0.022833239007741212"
"357","0.026851992681622507","0.026851992681622507","0.026851992681622507"
"358","0.023728017788380386","0.023728017788380386","0.023728017788380386"
"359","0.021846492309123278","0.021846492309123278","0.021846492309123278"
"360","0.02226574383676052","0.02226574383676052","0.02226574383676052"
"361","0.027698418684303762","0.027698418684303762","0.027698418684303762"
"362","0.027856720425188542","0.027856720425188542","0.027856720425188542"
"363","0.023964648693799974","0.023964648693799974","0.023964648693799974"
"364","0.02702919105067849","0.02702919105067849","0.02702919105067849"
"365","0.029051509965211154","0.029051509965211154","0.029051509965211154"
"366","0.03067070972174406","0.03067070972174406","0.03067070972174406"
"367","0.02600191906094551","0.02600191906094551","0.02600191906094551"
"368","0.030089879874140024","0.030089879874140024","0.030089879874140024"
"369","0.03600732386112213","0.03600732386112213","0.03600732386112213"
"370","0.036155285965651277","0.036155285965651277","0.036155285965651277"
"371","0.027138192020356656","0.027138192020356656","0.027138192020356656"
"372","0.033793799299746755","0.033793799299746755","0.033793799299746755"
"373","0.0348751962184906","0.0348751962184906","0.0348751962184906"
"374","0.026964727975428104","0.026964727975428104","0.026964727975428104"
"375","0.027491636294871568","0.027491636294871568","0.027491636294871568"
"376","0.030213657300919294","0.030213657300919294","0.030213657300919294"
"377","0.02472950965166092","0.02472950965166092","0.02472950965166092"
"378","0.033262090478092435","0.033262090478092435","0.033262090478092435"
"379","0.032675761822611095","0.032675761822611095","0.032675761822611095"
"380","0.034651884064078334","0.034651884064078334","0.034651884064078334"
"381","0.026370621845126153","0.026370621845126153","0.026370621845126153"
"382","0.029156891535967587","0.029156891535967587","0.029156891535967587"
"383","0.03902090601623058","0.03902090601623058","0.03902090601623058"
"384","0.0322048987261951","0.0322048987261951","0.0322048987261951"
"385","0.02956909444183111","0.02956909444183111","0.02956909444183111"
"386","0.030808899365365506","0.030808899365365506","0.030808899365365506"
"387","0.026972202118486166","0.026972202118486166","0.026972202118486166"
"388","0.02714491365477443","0.02714491365477443","0.02714491365477443"
"389","0.023872859496623277","0.023872859496623277","0.023872859496623277"
"390","0.022427109256386756","0.022427109256386756","0.022427109256386756"
"391","0.022444744314998388","0.022444744314998388","0.022444744314998388"
"392","0.025168490130454302","0.025168490130454302","0.025168490130454302"
"393","0.02699129981920123","0.02699129981920123","0.02699129981920123"
"394","0.02987606357783079","0.02987606357783079","0.02987606357783079"
"395","0.03466003742069006","0.03466003742069006","0.03466003742069006"
"396","0.025320796109735966","0.025320796109735966","0.025320796109735966"
"397","0.026677150465548038","0.026677150465548038","0.026677150465548038"
"398","0.02400393206626177","0.02400393206626177","0.02400393206626177"
"399","0.03695799633860588","0.03695799633860588","0.03695799633860588"
"400","0.027500387281179428","0.027500387281179428","0.027500387281179428"
"401","0.02953200349584222","0.02953200349584222","0.02953200349584222"
"402","0.03560271505266428","0.03560271505266428","0.03560271505266428"
"403","0.02983615444973111","0.02983615444973111","0.02983615444973111"
"404","0.03717764522880316","0.03717764522880316","0.03717764522880316"
"405","0.02654721001163125","0.02654721001163125","0.02654721001163125"
"406","0.034175442438572644","0.034175442438572644","0.034175442438572644"
"407","0.04772966168820858","0.04772966168820858","0.04772966168820858"
"408","0.0302411955781281","0.0302411955781281","0.0302411955781281"
"409","0.03056914508342743","0.03056914508342743","0.03056914508342743"
"410","0.040950529649853705","0.040950529649853705","0.040950529649853705"
"411","0.03709792327135801","0.03709792327135801","0.03709792327135801"
"412","0.03146133329719305","0.03146133329719305","0.03146133329719305"
"413","0.0304971924982965","0.0304971924982965","0.0304971924982965"
"414","0.03707616589963436","0.03707616589963436","0.03707616589963436"
"415","0.03758628070354462","0.03758628070354462","0.03758628070354462"
"416","0.03312533125281334","0.03312533125281334","0.03312533125281334"
"417","0.029961955454200506","0.029961955454200506","0.029961955454200506"
"418","0.02991751292720437","0.02991751292720437","0.02991751292720437"
"419","0.04159648139029741","0.04159648139029741","0.04159648139029741"
"420","0.03675313331186771","0.03675313331186771","0.03675313331186771"
"421","0.02917445283383131","0.02917445283383131","0.02917445283383131"
"422","0.02807949176058173","0.02807949176058173","0.02807949176058173"
"423","0.031444085855036975","0.031444085855036975","0.031444085855036975"
"424","0.028130862675607205","0.028130862675607205","0.028130862675607205"
"425","0.027474651113152504","0.027474651113152504","0.027474651113152504"
"426","0.03456321340054273","0.03456321340054273","0.03456321340054273"
"427","0.031708228029310705","0.031708228029310705","0.031708228029310705"
"428","0.040717405080795285","0.040717405080795285","0.040717405080795285"
"429","0.031032560393214226","0.031032560393214226","0.031032560393214226"
"430","0.0362821951508522","0.0362821951508522","0.0362821951508522"
"431","0.03161169141530991","0.03161169141530991","0.03161169141530991"
"432","0.033479316625744104","0.033479316625744104","0.033479316625744104"
"433","0.032990519981831314","0.032990519981831314","0.032990519981831314"
"434","0.035182280279695985","0.035182280279695985","0.035182280279695985"
"435","0.03329442422837019","0.03329442422837019","0.03329442422837019"
"436","0.03329414632171392","0.03329414632171392","0.03329414632171392"
"437","0.03475993778556585","0.03475993778556585","0.03475993778556585"
"438","0.03892363179475069","0.03892363179475069","0.03892363179475069"
"439","0.030795309133827685","0.030795309133827685","0.030795309133827685"
"440","0.0396344143897295","0.0396344143897295","0.0396344143897295"
"441","0.04408008232712746","0.04408008232712746","0.04408008232712746"
"442","0.03037350093945861","0.03037350093945861","0.03037350093945861"
"443","0.030357401352375746","0.030357401352375746","0.030357401352375746"
"444","0.03208818351849914","0.03208818351849914","0.03208818351849914"
"445","0.03055317047983408","0.03055317047983408","0.03055317047983408"
"446","0.03468763791024685","0.03468763791024685","0.03468763791024685"
"447","0.03361922893673182","0.03361922893673182","0.03361922893673182"
