"Step","0.7CircleBlind - Episode_Reward/bot_2_payload","0.7CircleBlind - Episode_Reward/bot_2_payload__MIN","0.7CircleBlind - Episode_Reward/bot_2_payload__MAX"
"1","0.00391277065500617","0.00391277065500617","0.00391277065500617"
"2","0.007821809500455856","0.007821809500455856","0.007821809500455856"
"3","0.012484072707593441","0.012484072707593441","0.012484072707593441"
"4","0.012711397372186184","0.012711397372186184","0.012711397372186184"
"5","0.015844717621803284","0.015844717621803284","0.015844717621803284"
"6","0.017437729984521866","0.017437729984521866","0.017437729984521866"
"7","0.021837372332811356","0.021837372332811356","0.021837372332811356"
"8","0.02166680619120598","0.02166680619120598","0.02166680619120598"
"9","0.026336347684264183","0.026336347684264183","0.026336347684264183"
"10","0.03510788828134537","0.03510788828134537","0.03510788828134537"
"11","0.03145598620176315","0.03145598620176315","0.03145598620176315"
"12","0.03624007850885391","0.03624007850885391","0.03624007850885391"
"13","0.018357224762439728","0.018357224762439728","0.018357224762439728"
"14","0.0618181973695755","0.0618181973695755","0.0618181973695755"
"15","0.055521320551633835","0.055521320551633835","0.055521320551633835"
"16","0.04460905119776726","0.04460905119776726","0.04460905119776726"
"17","0.05158298462629318","0.05158298462629318","0.05158298462629318"
"18","0.060125526040792465","0.060125526040792465","0.060125526040792465"
"19","0.07293771952390671","0.07293771952390671","0.07293771952390671"
"20","0.07040189951658249","0.07040189951658249","0.07040189951658249"
"21","0.0837530717253685","0.0837530717253685","0.0837530717253685"
"22","0.10678314417600632","0.10678314417600632","0.10678314417600632"
"23","0.10464422404766083","0.10464422404766083","0.10464422404766083"
"24","0.10429488867521286","0.10429488867521286","0.10429488867521286"
"25","0.13541901111602783","0.13541901111602783","0.13541901111602783"
"26","0.13432669639587402","0.13432669639587402","0.13432669639587402"
"27","0.1515604704618454","0.1515604704618454","0.1515604704618454"
"28","0.16289162635803223","0.16289162635803223","0.16289162635803223"
"29","0.14170530438423157","0.14170530438423157","0.14170530438423157"
"30","0.14872010052204132","0.14872010052204132","0.14872010052204132"
"31","0.14634227752685547","0.14634227752685547","0.14634227752685547"
"32","0.15359942615032196","0.15359942615032196","0.15359942615032196"
"33","0.1471536010503769","0.1471536010503769","0.1471536010503769"
"34","0.14080369472503662","0.14080369472503662","0.14080369472503662"
"35","0.12194801867008209","0.12194801867008209","0.12194801867008209"
"36","0.1092638224363327","0.1092638224363327","0.1092638224363327"
"37","0.12283869087696075","0.12283869087696075","0.12283869087696075"
"38","0.11608126014471054","0.11608126014471054","0.11608126014471054"
"39","0.11236488819122314","0.11236488819122314","0.11236488819122314"
"40","0.1016642302274704","0.1016642302274704","0.1016642302274704"
"41","0.10272029042243958","0.10272029042243958","0.10272029042243958"
"42","0.09786312282085419","0.09786312282085419","0.09786312282085419"
"43","0.09459805488586426","0.09459805488586426","0.09459805488586426"
"44","0.09621488302946091","0.09621488302946091","0.09621488302946091"
"45","0.12436431646347046","0.12436431646347046","0.12436431646347046"
"46","0.10987456887960434","0.10987456887960434","0.10987456887960434"
"47","0.1217954009771347","0.1217954009771347","0.1217954009771347"
"48","0.13079750537872314","0.13079750537872314","0.13079750537872314"
"49","0.13851764798164368","0.13851764798164368","0.13851764798164368"
"50","0.12401175498962402","0.12401175498962402","0.12401175498962402"
"51","0.15069466829299927","0.15069466829299927","0.15069466829299927"
"52","0.14220425486564636","0.14220425486564636","0.14220425486564636"
"53","0.13448235392570496","0.13448235392570496","0.13448235392570496"
"54","0.1457650363445282","0.1457650363445282","0.1457650363445282"
"55","0.17850789427757263","0.17850789427757263","0.17850789427757263"
"56","0.18165206909179688","0.18165206909179688","0.18165206909179688"
"57","0.20570099353790283","0.20570099353790283","0.20570099353790283"
"58","0.21828684210777283","0.21828684210777283","0.21828684210777283"
"59","0.22343188524246216","0.22343188524246216","0.22343188524246216"
"60","0.19375203549861908","0.19375203549861908","0.19375203549861908"
"61","0.22338783740997314","0.22338783740997314","0.22338783740997314"
"62","0.20503634214401245","0.20503634214401245","0.20503634214401245"
"63","0.19036488234996796","0.19036488234996796","0.19036488234996796"
"64","0.3925871253013611","0.3925871253013611","0.3925871253013611"
"65","0.5130712985992432","0.5130712985992432","0.5130712985992432"
"66","0.6537723541259766","0.6537723541259766","0.6537723541259766"
"67","0.8175279498100281","0.8175279498100281","0.8175279498100281"
"68","0.914525032043457","0.914525032043457","0.914525032043457"
"69","0.7819195985794067","0.7819195985794067","0.7819195985794067"
"70","0.8337316513061523","0.8337316513061523","0.8337316513061523"
"71","0.7687535285949707","0.7687535285949707","0.7687535285949707"
"72","0.9735846519470215","0.9735846519470215","0.9735846519470215"
"73","1.0014472007751465","1.0014472007751465","1.0014472007751465"
"74","1.1987802982330322","1.1987802982330322","1.1987802982330322"
"75","1.0334970951080322","1.0334970951080322","1.0334970951080322"
"76","1.1165432929992676","1.1165432929992676","1.1165432929992676"
"77","0.9745920896530151","0.9745920896530151","0.9745920896530151"
"78","1.0690968036651611","1.0690968036651611","1.0690968036651611"
"79","0.9345402717590332","0.9345402717590332","0.9345402717590332"
"80","1.2038429975509644","1.2038429975509644","1.2038429975509644"
"81","1.109433650970459","1.109433650970459","1.109433650970459"
"82","1.061107873916626","1.061107873916626","1.061107873916626"
"83","1.150619387626648","1.150619387626648","1.150619387626648"
"84","1.3107432126998901","1.3107432126998901","1.3107432126998901"
"85","1.2813949584960938","1.2813949584960938","1.2813949584960938"
"86","1.2832523584365845","1.2832523584365845","1.2832523584365845"
"87","1.3572782278060913","1.3572782278060913","1.3572782278060913"
"88","1.3037805557250977","1.3037805557250977","1.3037805557250977"
"89","1.311363935470581","1.311363935470581","1.311363935470581"
"90","1.4063189029693604","1.4063189029693604","1.4063189029693604"
"91","1.561039924621582","1.561039924621582","1.561039924621582"
"92","1.2995033264160156","1.2995033264160156","1.2995033264160156"
"93","1.4938828945159912","1.4938828945159912","1.4938828945159912"
"94","1.4206809997558594","1.4206809997558594","1.4206809997558594"
"95","1.4320306777954102","1.4320306777954102","1.4320306777954102"
"96","1.271201729774475","1.271201729774475","1.271201729774475"
"97","1.4079718589782715","1.4079718589782715","1.4079718589782715"
"98","1.29135000705719","1.29135000705719","1.29135000705719"
"99","1.3757294416427612","1.3757294416427612","1.3757294416427612"
"100","1.3437479734420776","1.3437479734420776","1.3437479734420776"
"101","1.4455857276916504","1.4455857276916504","1.4455857276916504"
"102","1.357648253440857","1.357648253440857","1.357648253440857"
"103","1.5413026809692383","1.5413026809692383","1.5413026809692383"
"104","1.2953605651855469","1.2953605651855469","1.2953605651855469"
"105","1.4204144477844238","1.4204144477844238","1.4204144477844238"
"106","1.9008945226669312","1.9008945226669312","1.9008945226669312"
"107","1.6692999601364136","1.6692999601364136","1.6692999601364136"
"108","1.8846569061279297","1.8846569061279297","1.8846569061279297"
"109","1.7113332748413086","1.7113332748413086","1.7113332748413086"
"110","1.9149904251098633","1.9149904251098633","1.9149904251098633"
"111","1.9729351997375488","1.9729351997375488","1.9729351997375488"
"112","1.978092908859253","1.978092908859253","1.978092908859253"
"113","1.7647647857666016","1.7647647857666016","1.7647647857666016"
"114","2.4075536727905273","2.4075536727905273","2.4075536727905273"
"115","2.297975778579712","2.297975778579712","2.297975778579712"
"116","2.2446112632751465","2.2446112632751465","2.2446112632751465"
"117","2.271878242492676","2.271878242492676","2.271878242492676"
"118","2.2618043422698975","2.2618043422698975","2.2618043422698975"
"119","2.3130671977996826","2.3130671977996826","2.3130671977996826"
"120","2.2669124603271484","2.2669124603271484","2.2669124603271484"
"121","2.1720612049102783","2.1720612049102783","2.1720612049102783"
"122","2.3220443725585938","2.3220443725585938","2.3220443725585938"
