"Step","HistoryLen6-5,10 - Metrics/targetPosition/error_pos_2d","HistoryLen6-5,10 - Metrics/targetPosition/error_pos_2d__MIN","HistoryLen6-5,10 - Metrics/targetPosition/error_pos_2d__MAX"
"1","4.326153755187988","4.326153755187988","4.326153755187988"
"2","4.2896013259887695","4.2896013259887695","4.2896013259887695"
"3","4.289024829864502","4.289024829864502","4.289024829864502"
"4","4.508267402648926","4.508267402648926","4.508267402648926"
"5","4.416177272796631","4.416177272796631","4.416177272796631"
"6","4.308558940887451","4.308558940887451","4.308558940887451"
"7","4.4618916511535645","4.4618916511535645","4.4618916511535645"
"8","4.342212200164795","4.342212200164795","4.342212200164795"
"9","4.42476749420166","4.42476749420166","4.42476749420166"
"10","4.522242069244385","4.522242069244385","4.522242069244385"
"11","4.386597633361816","4.386597633361816","4.386597633361816"
"12","4.311339378356934","4.311339378356934","4.311339378356934"
"13","4.4816741943359375","4.4816741943359375","4.4816741943359375"
"14","4.401294231414795","4.401294231414795","4.401294231414795"
"15","4.385102272033691","4.385102272033691","4.385102272033691"
"16","4.410033702850342","4.410033702850342","4.410033702850342"
"17","4.524374008178711","4.524374008178711","4.524374008178711"
"18","4.405735492706299","4.405735492706299","4.405735492706299"
"19","4.541529655456543","4.541529655456543","4.541529655456543"
"20","4.563109397888184","4.563109397888184","4.563109397888184"
"21","4.557158470153809","4.557158470153809","4.557158470153809"
"22","4.57151460647583","4.57151460647583","4.57151460647583"
"23","4.762028694152832","4.762028694152832","4.762028694152832"
"24","4.664237976074219","4.664237976074219","4.664237976074219"
"25","4.5905961990356445","4.5905961990356445","4.5905961990356445"
"26","4.625358581542969","4.625358581542969","4.625358581542969"
"27","4.658543586730957","4.658543586730957","4.658543586730957"
"28","4.628652572631836","4.628652572631836","4.628652572631836"
"29","4.496050834655762","4.496050834655762","4.496050834655762"
"30","4.473748683929443","4.473748683929443","4.473748683929443"
"31","4.655269145965576","4.655269145965576","4.655269145965576"
"32","4.466176509857178","4.466176509857178","4.466176509857178"
"33","4.604288578033447","4.604288578033447","4.604288578033447"
"34","4.534276008605957","4.534276008605957","4.534276008605957"
"35","4.673669815063477","4.673669815063477","4.673669815063477"
"36","4.611398696899414","4.611398696899414","4.611398696899414"
"37","4.533073425292969","4.533073425292969","4.533073425292969"
"38","4.564986228942871","4.564986228942871","4.564986228942871"
"39","4.631847858428955","4.631847858428955","4.631847858428955"
"40","4.595004081726074","4.595004081726074","4.595004081726074"
"41","4.680911064147949","4.680911064147949","4.680911064147949"
"42","4.516786575317383","4.516786575317383","4.516786575317383"
"43","4.538866996765137","4.538866996765137","4.538866996765137"
"44","4.51464319229126","4.51464319229126","4.51464319229126"
"45","4.342223644256592","4.342223644256592","4.342223644256592"
"46","4.395421981811523","4.395421981811523","4.395421981811523"
"47","4.388406753540039","4.388406753540039","4.388406753540039"
"48","4.502574920654297","4.502574920654297","4.502574920654297"
"49","4.479981422424316","4.479981422424316","4.479981422424316"
"50","4.396694183349609","4.396694183349609","4.396694183349609"
"51","4.527029514312744","4.527029514312744","4.527029514312744"
"52","4.584365367889404","4.584365367889404","4.584365367889404"
"53","4.378568649291992","4.378568649291992","4.378568649291992"
"54","4.641456604003906","4.641456604003906","4.641456604003906"
"55","4.679328441619873","4.679328441619873","4.679328441619873"
"56","4.580685615539551","4.580685615539551","4.580685615539551"
"57","4.716019153594971","4.716019153594971","4.716019153594971"
"58","4.579631328582764","4.579631328582764","4.579631328582764"
"59","4.373617172241211","4.373617172241211","4.373617172241211"
"60","4.747631072998047","4.747631072998047","4.747631072998047"
"61","4.6166605949401855","4.6166605949401855","4.6166605949401855"
"62","4.580290794372559","4.580290794372559","4.580290794372559"
"63","4.664417266845703","4.664417266845703","4.664417266845703"
"64","4.73546838760376","4.73546838760376","4.73546838760376"
"65","4.76280403137207","4.76280403137207","4.76280403137207"
"66","4.516236305236816","4.516236305236816","4.516236305236816"
"67","4.600214004516602","4.600214004516602","4.600214004516602"
"68","4.707691192626953","4.707691192626953","4.707691192626953"
"69","4.736335754394531","4.736335754394531","4.736335754394531"
"70","4.556439399719238","4.556439399719238","4.556439399719238"
"71","4.899300575256348","4.899300575256348","4.899300575256348"
"72","4.687965393066406","4.687965393066406","4.687965393066406"
"73","4.567359924316406","4.567359924316406","4.567359924316406"
"74","4.7398271560668945","4.7398271560668945","4.7398271560668945"
"75","4.677948951721191","4.677948951721191","4.677948951721191"
"76","4.734823226928711","4.734823226928711","4.734823226928711"
"77","4.698198318481445","4.698198318481445","4.698198318481445"
"78","4.733210563659668","4.733210563659668","4.733210563659668"
"79","4.777453422546387","4.777453422546387","4.777453422546387"
"80","4.755158424377441","4.755158424377441","4.755158424377441"
"81","4.633721828460693","4.633721828460693","4.633721828460693"
"82","4.663851737976074","4.663851737976074","4.663851737976074"
"83","4.554529190063477","4.554529190063477","4.554529190063477"
"84","4.677577018737793","4.677577018737793","4.677577018737793"
"85","4.649955749511719","4.649955749511719","4.649955749511719"
"86","4.668156623840332","4.668156623840332","4.668156623840332"
"87","4.618714332580566","4.618714332580566","4.618714332580566"
"88","4.658710956573486","4.658710956573486","4.658710956573486"
"89","4.674020767211914","4.674020767211914","4.674020767211914"
"90","4.636178970336914","4.636178970336914","4.636178970336914"
"91","4.651082992553711","4.651082992553711","4.651082992553711"
"92","4.5543107986450195","4.5543107986450195","4.5543107986450195"
"93","4.568395614624023","4.568395614624023","4.568395614624023"
"94","4.692882061004639","4.692882061004639","4.692882061004639"
"95","4.616700172424316","4.616700172424316","4.616700172424316"
"96","4.441269874572754","4.441269874572754","4.441269874572754"
"97","4.506441593170166","4.506441593170166","4.506441593170166"
"98","4.642742156982422","4.642742156982422","4.642742156982422"
"99","4.615780830383301","4.615780830383301","4.615780830383301"
"100","4.54725980758667","4.54725980758667","4.54725980758667"
"101","4.335664749145508","4.335664749145508","4.335664749145508"
"102","4.308869361877441","4.308869361877441","4.308869361877441"
"103","4.512969017028809","4.512969017028809","4.512969017028809"
"104","4.723020076751709","4.723020076751709","4.723020076751709"
"105","4.386190414428711","4.386190414428711","4.386190414428711"
"106","4.4164652824401855","4.4164652824401855","4.4164652824401855"
