"Step","HistoryLen6-5,10 - Episode_Termination/base_contact","HistoryLen6-5,10 - Episode_Termination/base_contact__MIN","HistoryLen6-5,10 - Episode_Termination/base_contact__MAX"
"1","0.375","0.375","0.375"
"2","0.75","0.75","0.75"
"3","1.25","1.25","1.25"
"4","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"5","0.125","0.125","0.125"
"6","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"7","0.125","0.125","0.125"
"8","0","0","0"
"9","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"10","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"11","0.125","0.125","0.125"
"12","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"13","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"14","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"15","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"16","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"17","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"18","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"19","0.8333333730697632","0.8333333730697632","0.8333333730697632"
"20","1.2083333730697632","1.2083333730697632","1.2083333730697632"
"21","1.6666667461395264","1.6666667461395264","1.6666667461395264"
"22","2.1666667461395264","2.1666667461395264","2.1666667461395264"
"23","2.25","2.25","2.25"
"24","2.75","2.75","2.75"
"25","3.0416667461395264","3.0416667461395264","3.0416667461395264"
"26","2.9166667461395264","2.9166667461395264","2.9166667461395264"
"27","3.7083334922790527","3.7083334922790527","3.7083334922790527"
"28","3.8333334922790527","3.8333334922790527","3.8333334922790527"
"29","3.7916667461395264","3.7916667461395264","3.7916667461395264"
"30","3.125","3.125","3.125"
"31","3.5","3.5","3.5"
"32","4.25","4.25","4.25"
"33","4.583333492279053","4.583333492279053","4.583333492279053"
"34","5.1666669845581055","5.1666669845581055","5.1666669845581055"
"35","4.7916669845581055","4.7916669845581055","4.7916669845581055"
"36","5.0416669845581055","5.0416669845581055","5.0416669845581055"
"37","4.583333492279053","4.583333492279053","4.583333492279053"
"38","4.4166669845581055","4.4166669845581055","4.4166669845581055"
"39","3.875","3.875","3.875"
"40","3.2083334922790527","3.2083334922790527","3.2083334922790527"
"41","2.7916667461395264","2.7916667461395264","2.7916667461395264"
"42","2.0833334922790527","2.0833334922790527","2.0833334922790527"
"43","1.625","1.625","1.625"
"44","1.5833333730697632","1.5833333730697632","1.5833333730697632"
"45","1.5","1.5","1.5"
"46","1","1","1"
"47","1.2083333730697632","1.2083333730697632","1.2083333730697632"
"48","0.9583333730697632","0.9583333730697632","0.9583333730697632"
"49","0.9166666865348816","0.9166666865348816","0.9166666865348816"
"50","1","1","1"
"51","0.75","0.75","0.75"
"52","0.75","0.75","0.75"
"53","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"54","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"55","0.375","0.375","0.375"
"56","0.375","0.375","0.375"
"57","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"58","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"59","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"60","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"61","0.875","0.875","0.875"
"62","0.5","0.5","0.5"
"63","0.8333333730697632","0.8333333730697632","0.8333333730697632"
"64","1.0833333730697632","1.0833333730697632","1.0833333730697632"
"65","1.125","1.125","1.125"
"66","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"67","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"68","0.875","0.875","0.875"
"69","0.5","0.5","0.5"
"70","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"71","0.625","0.625","0.625"
"72","0.375","0.375","0.375"
"73","0.5","0.5","0.5"
"74","0.5833333730697632","0.5833333730697632","0.5833333730697632"
"75","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"76","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"77","0.25","0.25","0.25"
"78","0.375","0.375","0.375"
"79","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"80","0.5","0.5","0.5"
"81","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"82","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"83","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"84","0.375","0.375","0.375"
"85","0.7916666865348816","0.7916666865348816","0.7916666865348816"
"86","0.6666666865348816","0.6666666865348816","0.6666666865348816"
"87","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"88","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"89","0.7916666865348816","0.7916666865348816","0.7916666865348816"
"90","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"91","0.9583333730697632","0.9583333730697632","0.9583333730697632"
"92","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"93","0.375","0.375","0.375"
"94","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"95","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"96","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"97","0.4583333432674408","0.4583333432674408","0.4583333432674408"
"98","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"99","0.625","0.625","0.625"
"100","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"101","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"102","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"103","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"104","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"105","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"106","0.25","0.25","0.25"
"107","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"108","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"109","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"110","0.25","0.25","0.25"
"111","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"112","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"113","0.125","0.125","0.125"
"114","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"115","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"116","0.0416666679084301","0.0416666679084301","0.0416666679084301"
"117","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"118","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"119","0.25","0.25","0.25"
"120","0.0833333358168602","0.0833333358168602","0.0833333358168602"
"121","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"122","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"123","0.4166666865348816","0.4166666865348816","0.4166666865348816"
"124","0.125","0.125","0.125"
"125","0.3333333432674408","0.3333333432674408","0.3333333432674408"
"126","0.25","0.25","0.25"
"127","0.125","0.125","0.125"
"128","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"129","0.25","0.25","0.25"
"130","0.375","0.375","0.375"
"131","0.5416666865348816","0.5416666865348816","0.5416666865348816"
"132","0.2916666865348816","0.2916666865348816","0.2916666865348816"
"133","0.25","0.25","0.25"
"134","0.375","0.375","0.375"
"135","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"136","0.125","0.125","0.125"
"137","0.3333333432674408","0.3333333432674408","0.3333333432674408"
