"Step","HistoryLen6-5,10 - Episode_Reward/bot_2_payload","HistoryLen6-5,10 - Episode_Reward/bot_2_payload__MIN","HistoryLen6-5,10 - Episode_Reward/bot_2_payload__MAX"
"1","0.0229068323969841","0.0229068323969841","0.0229068323969841"
"2","0.045601844787597656","0.045601844787597656","0.045601844787597656"
"3","0.06596721708774567","0.06596721708774567","0.06596721708774567"
"4","0.0792761892080307","0.0792761892080307","0.0792761892080307"
"5","0.1064392477273941","0.1064392477273941","0.1064392477273941"
"6","0.13307999074459076","0.13307999074459076","0.13307999074459076"
"7","0.14917699992656708","0.14917699992656708","0.14917699992656708"
"8","0.16635459661483765","0.16635459661483765","0.16635459661483765"
"9","0.18376800417900085","0.18376800417900085","0.18376800417900085"
"10","0.21435187757015228","0.21435187757015228","0.21435187757015228"
"11","0.25032591819763184","0.25032591819763184","0.25032591819763184"
"12","0.29827219247817993","0.29827219247817993","0.29827219247817993"
"13","0.2860855758190155","0.2860855758190155","0.2860855758190155"
"14","0.34219416975975037","0.34219416975975037","0.34219416975975037"
"15","0.3624143600463867","0.3624143600463867","0.3624143600463867"
"16","0.3490365445613861","0.3490365445613861","0.3490365445613861"
"17","0.3827439248561859","0.3827439248561859","0.3827439248561859"
"18","0.41746968030929565","0.41746968030929565","0.41746968030929565"
"19","0.4227924346923828","0.4227924346923828","0.4227924346923828"
"20","0.4212508201599121","0.4212508201599121","0.4212508201599121"
"21","0.46291813254356384","0.46291813254356384","0.46291813254356384"
"22","0.4607705771923065","0.4607705771923065","0.4607705771923065"
"23","0.45735424757003784","0.45735424757003784","0.45735424757003784"
"24","0.4986942708492279","0.4986942708492279","0.4986942708492279"
"25","0.5403716564178467","0.5403716564178467","0.5403716564178467"
"26","0.5432823896408081","0.5432823896408081","0.5432823896408081"
"27","0.5966635942459106","0.5966635942459106","0.5966635942459106"
"28","0.5951270461082458","0.5951270461082458","0.5951270461082458"
"29","0.6017056703567505","0.6017056703567505","0.6017056703567505"
"30","0.712319552898407","0.712319552898407","0.712319552898407"
"31","0.6051326990127563","0.6051326990127563","0.6051326990127563"
"32","0.7232338190078735","0.7232338190078735","0.7232338190078735"
"33","0.6893444061279297","0.6893444061279297","0.6893444061279297"
"34","0.7218071818351746","0.7218071818351746","0.7218071818351746"
"35","0.6775873899459839","0.6775873899459839","0.6775873899459839"
"36","0.7360264658927917","0.7360264658927917","0.7360264658927917"
"37","0.8180915713310242","0.8180915713310242","0.8180915713310242"
"38","0.8266139030456543","0.8266139030456543","0.8266139030456543"
"39","0.7629193663597107","0.7629193663597107","0.7629193663597107"
"40","0.9859291911125183","0.9859291911125183","0.9859291911125183"
"41","1.016059160232544","1.016059160232544","1.016059160232544"
"42","1.1312147378921509","1.1312147378921509","1.1312147378921509"
"43","1.2664272785186768","1.2664272785186768","1.2664272785186768"
"44","1.3121185302734375","1.3121185302734375","1.3121185302734375"
"45","1.4173321723937988","1.4173321723937988","1.4173321723937988"
"46","1.4767749309539795","1.4767749309539795","1.4767749309539795"
"47","1.4927070140838623","1.4927070140838623","1.4927070140838623"
"48","1.5720100402832031","1.5720100402832031","1.5720100402832031"
"49","1.602339744567871","1.602339744567871","1.602339744567871"
"50","1.7046908140182495","1.7046908140182495","1.7046908140182495"
"51","1.7269281148910522","1.7269281148910522","1.7269281148910522"
"52","1.6800168752670288","1.6800168752670288","1.6800168752670288"
"53","2.09731388092041","2.09731388092041","2.09731388092041"
"54","2.1654679775238037","2.1654679775238037","2.1654679775238037"
"55","2.1293435096740723","2.1293435096740723","2.1293435096740723"
"56","2.0858404636383057","2.0858404636383057","2.0858404636383057"
"57","2.2839150428771973","2.2839150428771973","2.2839150428771973"
"58","2.1828482151031494","2.1828482151031494","2.1828482151031494"
"59","2.365894079208374","2.365894079208374","2.365894079208374"
"60","2.2957141399383545","2.2957141399383545","2.2957141399383545"
"61","1.967484474182129","1.967484474182129","1.967484474182129"
"62","2.3503799438476562","2.3503799438476562","2.3503799438476562"
"63","2.3495311737060547","2.3495311737060547","2.3495311737060547"
"64","2.2751941680908203","2.2751941680908203","2.2751941680908203"
"65","2.135056257247925","2.135056257247925","2.135056257247925"
"66","2.5090432167053223","2.5090432167053223","2.5090432167053223"
"67","2.6290194988250732","2.6290194988250732","2.6290194988250732"
"68","2.423074722290039","2.423074722290039","2.423074722290039"
"69","2.6083273887634277","2.6083273887634277","2.6083273887634277"
"70","2.74891996383667","2.74891996383667","2.74891996383667"
"71","2.657343864440918","2.657343864440918","2.657343864440918"
"72","2.7063961029052734","2.7063961029052734","2.7063961029052734"
"73","2.8166708946228027","2.8166708946228027","2.8166708946228027"
"74","2.741365432739258","2.741365432739258","2.741365432739258"
"75","2.80558443069458","2.80558443069458","2.80558443069458"
"76","2.783722400665283","2.783722400665283","2.783722400665283"
"77","2.9006621837615967","2.9006621837615967","2.9006621837615967"
"78","2.878014326095581","2.878014326095581","2.878014326095581"
"79","2.7581098079681396","2.7581098079681396","2.7581098079681396"
"80","2.8356807231903076","2.8356807231903076","2.8356807231903076"
"81","3.0109691619873047","3.0109691619873047","3.0109691619873047"
"82","2.843587875366211","2.843587875366211","2.843587875366211"
"83","2.8802144527435303","2.8802144527435303","2.8802144527435303"
"84","2.8916127681732178","2.8916127681732178","2.8916127681732178"
"85","2.683018207550049","2.683018207550049","2.683018207550049"
"86","2.6406502723693848","2.6406502723693848","2.6406502723693848"
"87","2.8502492904663086","2.8502492904663086","2.8502492904663086"
"88","2.8687942028045654","2.8687942028045654","2.8687942028045654"
"89","2.749251365661621","2.749251365661621","2.749251365661621"
"90","2.850339889526367","2.850339889526367","2.850339889526367"
"91","2.653747081756592","2.653747081756592","2.653747081756592"
"92","2.8712375164031982","2.8712375164031982","2.8712375164031982"
"93","2.7137627601623535","2.7137627601623535","2.7137627601623535"
"94","2.7349696159362793","2.7349696159362793","2.7349696159362793"
"95","3.040703535079956","3.040703535079956","3.040703535079956"
"96","3.036344051361084","3.036344051361084","3.036344051361084"
"97","2.7276830673217773","2.7276830673217773","2.7276830673217773"
"98","2.874138593673706","2.874138593673706","2.874138593673706"
"99","2.8268258571624756","2.8268258571624756","2.8268258571624756"
"100","3.052642822265625","3.052642822265625","3.052642822265625"
"101","2.9699034690856934","2.9699034690856934","2.9699034690856934"
"102","2.9834392070770264","2.9834392070770264","2.9834392070770264"
"103","3.140549421310425","3.140549421310425","3.140549421310425"
"104","3.1227214336395264","3.1227214336395264","3.1227214336395264"
"105","3.034470558166504","3.034470558166504","3.034470558166504"
"106","3.0640361309051514","3.0640361309051514","3.0640361309051514"
"107","3.1853857040405273","3.1853857040405273","3.1853857040405273"
"108","3.0840957164764404","3.0840957164764404","3.0840957164764404"
"109","3.067225933074951","3.067225933074951","3.067225933074951"
"110","3.097860336303711","3.097860336303711","3.097860336303711"
"111","3.153862476348877","3.153862476348877","3.153862476348877"
"112","3.132195472717285","3.132195472717285","3.132195472717285"
"113","3.1415669918060303","3.1415669918060303","3.1415669918060303"
"114","3.183784008026123","3.183784008026123","3.183784008026123"
"115","3.170167922973633","3.170167922973633","3.170167922973633"
"116","3.229907512664795","3.229907512664795","3.229907512664795"
"117","3.1658895015716553","3.1658895015716553","3.1658895015716553"
"118","3.2672996520996094","3.2672996520996094","3.2672996520996094"
"119","3.2061195373535156","3.2061195373535156","3.2061195373535156"
"120","3.3057761192321777","3.3057761192321777","3.3057761192321777"
"121","3.2219300270080566","3.2219300270080566","3.2219300270080566"
"122","3.1801376342773438","3.1801376342773438","3.1801376342773438"
"123","3.1481034755706787","3.1481034755706787","3.1481034755706787"
"124","3.270561933517456","3.270561933517456","3.270561933517456"
"125","3.172194242477417","3.172194242477417","3.172194242477417"
"126","3.228527784347534","3.228527784347534","3.228527784347534"
"127","3.225537061691284","3.225537061691284","3.225537061691284"
"128","3.1924009323120117","3.1924009323120117","3.1924009323120117"
"129","3.3016533851623535","3.3016533851623535","3.3016533851623535"
"130","3.182344913482666","3.182344913482666","3.182344913482666"
"131","3.1015729904174805","3.1015729904174805","3.1015729904174805"
"132","3.3340861797332764","3.3340861797332764","3.3340861797332764"
"133","3.3216590881347656","3.3216590881347656","3.3216590881347656"
"134","3.244722366333008","3.244722366333008","3.244722366333008"
"135","3.310194730758667","3.310194730758667","3.310194730758667"
"136","3.3709874153137207","3.3709874153137207","3.3709874153137207"
"137","3.2902419567108154","3.2902419567108154","3.2902419567108154"
"138","3.362593173980713","3.362593173980713","3.362593173980713"
"139","3.344377040863037","3.344377040863037","3.344377040863037"
"140","3.1849617958068848","3.1849617958068848","3.1849617958068848"
"141","3.1211977005004883","3.1211977005004883","3.1211977005004883"
"142","3.3205392360687256","3.3205392360687256","3.3205392360687256"
"143","3.2102324962615967","3.2102324962615967","3.2102324962615967"
"144","3.3768584728240967","3.3768584728240967","3.3768584728240967"
"145","3.3786444664001465","3.3786444664001465","3.3786444664001465"
"146","3.4192473888397217","3.4192473888397217","3.4192473888397217"
"147","3.4181106090545654","3.4181106090545654","3.4181106090545654"
"148","3.5478808879852295","3.5478808879852295","3.5478808879852295"
"149","3.304671287536621","3.304671287536621","3.304671287536621"
"150","3.500417709350586","3.500417709350586","3.500417709350586"
"151","3.4175851345062256","3.4175851345062256","3.4175851345062256"
"152","3.338845729827881","3.338845729827881","3.338845729827881"
"153","3.4895553588867188","3.4895553588867188","3.4895553588867188"
"154","3.4062113761901855","3.4062113761901855","3.4062113761901855"
"155","3.4471547603607178","3.4471547603607178","3.4471547603607178"
"156","3.4425597190856934","3.4425597190856934","3.4425597190856934"
"157","3.5230798721313477","3.5230798721313477","3.5230798721313477"
"158","3.4796817302703857","3.4796817302703857","3.4796817302703857"
"159","3.4257941246032715","3.4257941246032715","3.4257941246032715"
"160","3.5176615715026855","3.5176615715026855","3.5176615715026855"
"161","3.4750640392303467","3.4750640392303467","3.4750640392303467"
"162","3.455728530883789","3.455728530883789","3.455728530883789"
"163","3.444178342819214","3.444178342819214","3.444178342819214"
"164","3.3536806106567383","3.3536806106567383","3.3536806106567383"
"165","3.4984145164489746","3.4984145164489746","3.4984145164489746"
"166","3.529237747192383","3.529237747192383","3.529237747192383"
"167","3.340569257736206","3.340569257736206","3.340569257736206"
"168","3.4804189205169678","3.4804189205169678","3.4804189205169678"
"169","3.344491958618164","3.344491958618164","3.344491958618164"
"170","3.4590001106262207","3.4590001106262207","3.4590001106262207"
"171","3.3928821086883545","3.3928821086883545","3.3928821086883545"
"172","3.351496458053589","3.351496458053589","3.351496458053589"
"173","3.3109920024871826","3.3109920024871826","3.3109920024871826"
"174","3.4291350841522217","3.4291350841522217","3.4291350841522217"
"175","3.457965850830078","3.457965850830078","3.457965850830078"
"176","3.352884292602539","3.352884292602539","3.352884292602539"
"177","3.2177321910858154","3.2177321910858154","3.2177321910858154"
"178","3.5302929878234863","3.5302929878234863","3.5302929878234863"
"179","3.5015246868133545","3.5015246868133545","3.5015246868133545"
"180","3.2573976516723633","3.2573976516723633","3.2573976516723633"
"181","3.3602118492126465","3.3602118492126465","3.3602118492126465"
"182","3.4322333335876465","3.4322333335876465","3.4322333335876465"
"183","3.412565231323242","3.412565231323242","3.412565231323242"
"184","3.4571950435638428","3.4571950435638428","3.4571950435638428"
"185","3.442460775375366","3.442460775375366","3.442460775375366"
"186","3.562636137008667","3.562636137008667","3.562636137008667"
"187","3.3259570598602295","3.3259570598602295","3.3259570598602295"
"188","3.511415481567383","3.511415481567383","3.511415481567383"
"189","3.519432544708252","3.519432544708252","3.519432544708252"
"190","3.4975080490112305","3.4975080490112305","3.4975080490112305"
"191","3.488734722137451","3.488734722137451","3.488734722137451"
"192","3.401533603668213","3.401533603668213","3.401533603668213"
"193","3.54636812210083","3.54636812210083","3.54636812210083"
"194","3.47139048576355","3.47139048576355","3.47139048576355"
"195","3.4674105644226074","3.4674105644226074","3.4674105644226074"
"196","3.4731318950653076","3.4731318950653076","3.4731318950653076"
"197","3.3518190383911133","3.3518190383911133","3.3518190383911133"
"198","3.434169292449951","3.434169292449951","3.434169292449951"
"199","3.4406204223632812","3.4406204223632812","3.4406204223632812"
"200","3.4092814922332764","3.4092814922332764","3.4092814922332764"
"201","3.4128599166870117","3.4128599166870117","3.4128599166870117"
"202","3.319788932800293","3.319788932800293","3.319788932800293"
"203","3.3785996437072754","3.3785996437072754","3.3785996437072754"
"204","3.3963782787323","3.3963782787323","3.3963782787323"
"205","3.3038032054901123","3.3038032054901123","3.3038032054901123"
"206","3.4084019660949707","3.4084019660949707","3.4084019660949707"
"207","3.397426128387451","3.397426128387451","3.397426128387451"
"208","3.3724255561828613","3.3724255561828613","3.3724255561828613"
"209","3.36570405960083","3.36570405960083","3.36570405960083"
"210","3.4435431957244873","3.4435431957244873","3.4435431957244873"
"211","3.2969722747802734","3.2969722747802734","3.2969722747802734"
"212","3.3863158226013184","3.3863158226013184","3.3863158226013184"
"213","3.3791351318359375","3.3791351318359375","3.3791351318359375"
"214","3.438831329345703","3.438831329345703","3.438831329345703"
"215","3.3505115509033203","3.3505115509033203","3.3505115509033203"
"216","3.360715389251709","3.360715389251709","3.360715389251709"
"217","3.3484036922454834","3.3484036922454834","3.3484036922454834"
"218","3.29596209526062","3.29596209526062","3.29596209526062"
"219","3.2731494903564453","3.2731494903564453","3.2731494903564453"
"220","3.329867124557495","3.329867124557495","3.329867124557495"
"221","3.3414855003356934","3.3414855003356934","3.3414855003356934"
"222","3.017136335372925","3.017136335372925","3.017136335372925"
"223","3.2665061950683594","3.2665061950683594","3.2665061950683594"
"224","3.3647632598876953","3.3647632598876953","3.3647632598876953"
"225","3.3007049560546875","3.3007049560546875","3.3007049560546875"
"226","3.27768611907959","3.27768611907959","3.27768611907959"
"227","3.2294864654541016","3.2294864654541016","3.2294864654541016"
"228","3.4228429794311523","3.4228429794311523","3.4228429794311523"
"229","3.2229256629943848","3.2229256629943848","3.2229256629943848"
"230","3.224957227706909","3.224957227706909","3.224957227706909"
"231","3.3786799907684326","3.3786799907684326","3.3786799907684326"
"232","3.214470863342285","3.214470863342285","3.214470863342285"
"233","3.326993465423584","3.326993465423584","3.326993465423584"
"234","3.4280307292938232","3.4280307292938232","3.4280307292938232"
"235","3.3620707988739014","3.3620707988739014","3.3620707988739014"
"236","3.3535380363464355","3.3535380363464355","3.3535380363464355"
"237","3.3528881072998047","3.3528881072998047","3.3528881072998047"
"238","3.2817466259002686","3.2817466259002686","3.2817466259002686"
"239","3.2890090942382812","3.2890090942382812","3.2890090942382812"
"240","3.3605239391326904","3.3605239391326904","3.3605239391326904"
"241","3.3467273712158203","3.3467273712158203","3.3467273712158203"
"242","3.442560911178589","3.442560911178589","3.442560911178589"
"243","3.4145171642303467","3.4145171642303467","3.4145171642303467"
"244","3.4671192169189453","3.4671192169189453","3.4671192169189453"
"245","3.389392614364624","3.389392614364624","3.389392614364624"
"246","3.425473213195801","3.425473213195801","3.425473213195801"
"247","3.4165122509002686","3.4165122509002686","3.4165122509002686"
"248","3.2366199493408203","3.2366199493408203","3.2366199493408203"
"249","3.3952510356903076","3.3952510356903076","3.3952510356903076"
"250","3.4213273525238037","3.4213273525238037","3.4213273525238037"
"251","3.259233236312866","3.259233236312866","3.259233236312866"
"252","3.458606719970703","3.458606719970703","3.458606719970703"
"253","3.3830718994140625","3.3830718994140625","3.3830718994140625"
"254","3.3576180934906006","3.3576180934906006","3.3576180934906006"
"255","3.587062358856201","3.587062358856201","3.587062358856201"
"256","3.629241943359375","3.629241943359375","3.629241943359375"
"257","3.5184154510498047","3.5184154510498047","3.5184154510498047"
"258","3.5456721782684326","3.5456721782684326","3.5456721782684326"
"259","3.6247146129608154","3.6247146129608154","3.6247146129608154"
"260","3.5886943340301514","3.5886943340301514","3.5886943340301514"
"261","3.560114622116089","3.560114622116089","3.560114622116089"
"262","3.415634870529175","3.415634870529175","3.415634870529175"
"263","3.5174179077148438","3.5174179077148438","3.5174179077148438"
"264","3.606351375579834","3.606351375579834","3.606351375579834"
"265","3.4876627922058105","3.4876627922058105","3.4876627922058105"
"266","3.310441493988037","3.310441493988037","3.310441493988037"
"267","3.5581917762756348","3.5581917762756348","3.5581917762756348"
"268","3.7123525142669678","3.7123525142669678","3.7123525142669678"
"269","3.729576826095581","3.729576826095581","3.729576826095581"
"270","3.608956813812256","3.608956813812256","3.608956813812256"
"271","3.6648917198181152","3.6648917198181152","3.6648917198181152"
"272","3.6252403259277344","3.6252403259277344","3.6252403259277344"
"273","3.6340408325195312","3.6340408325195312","3.6340408325195312"
"274","3.640684127807617","3.640684127807617","3.640684127807617"
"275","3.591799736022949","3.591799736022949","3.591799736022949"
"276","3.7314260005950928","3.7314260005950928","3.7314260005950928"
"277","3.631016492843628","3.631016492843628","3.631016492843628"
"278","3.568480968475342","3.568480968475342","3.568480968475342"
"279","3.66113543510437","3.66113543510437","3.66113543510437"
"280","3.7003440856933594","3.7003440856933594","3.7003440856933594"
"281","3.5659637451171875","3.5659637451171875","3.5659637451171875"
"282","3.6911399364471436","3.6911399364471436","3.6911399364471436"
"283","3.7032418251037598","3.7032418251037598","3.7032418251037598"
