"Step","0.4Blind - Loss/value_function","0.4Blind - Loss/value_function__MIN","0.4Blind - Loss/value_function__MAX"
"1","0.04958119411021471","0.04958119411021471","0.04958119411021471"
"2","0.045276489481329917","0.045276489481329917","0.045276489481329917"
"3","0.033924536965787414","0.033924536965787414","0.033924536965787414"
"4","0.02378419814631343","0.02378419814631343","0.02378419814631343"
"5","0.02041098764166236","0.02041098764166236","0.02041098764166236"
"6","0.016724461549893023","0.016724461549893023","0.016724461549893023"
"7","0.012506553204730153","0.012506553204730153","0.012506553204730153"
"8","0.013120796205475927","0.013120796205475927","0.013120796205475927"
"9","0.011584792332723737","0.011584792332723737","0.011584792332723737"
"10","0.011328004021197557","0.011328004021197557","0.011328004021197557"
"11","0.009516073251143098","0.009516073251143098","0.009516073251143098"
"12","0.009656303096562624","0.009656303096562624","0.009656303096562624"
"13","0.010542479762807488","0.010542479762807488","0.010542479762807488"
"14","0.010442093899473547","0.010442093899473547","0.010442093899473547"
"15","0.011389625072479249","0.011389625072479249","0.011389625072479249"
"16","0.011506828432902693","0.011506828432902693","0.011506828432902693"
"17","0.013251399854198098","0.013251399854198098","0.013251399854198098"
"18","0.013947329483926296","0.013947329483926296","0.013947329483926296"
"19","0.017856735456734895","0.017856735456734895","0.017856735456734895"
"20","0.018437554128468037","0.018437554128468037","0.018437554128468037"
"21","0.023493183590471745","0.023493183590471745","0.023493183590471745"
"22","0.021742099337279795","0.021742099337279795","0.021742099337279795"
"23","0.022116772923618556","0.022116772923618556","0.022116772923618556"
"24","0.0328793284483254","0.0328793284483254","0.0328793284483254"
"25","0.02403648607432842","0.02403648607432842","0.02403648607432842"
"26","0.025748501159250738","0.025748501159250738","0.025748501159250738"
"27","0.027282695472240447","0.027282695472240447","0.027282695472240447"
"28","0.026040225569158793","0.026040225569158793","0.026040225569158793"
"29","0.021927676070481537","0.021927676070481537","0.021927676070481537"
"30","0.019818456936627628","0.019818456936627628","0.019818456936627628"
"31","0.031078201625496148","0.031078201625496148","0.031078201625496148"
"32","0.021193078719079494","0.021193078719079494","0.021193078719079494"
"33","0.02253464376553893","0.02253464376553893","0.02253464376553893"
"34","0.023934457823634146","0.023934457823634146","0.023934457823634146"
"35","0.032638044282794","0.032638044282794","0.032638044282794"
"36","0.024401577934622765","0.024401577934622765","0.024401577934622765"
"37","0.025021856650710106","0.025021856650710106","0.025021856650710106"
"38","0.02912413366138935","0.02912413366138935","0.02912413366138935"
"39","0.026728264801204205","0.026728264801204205","0.026728264801204205"
"40","0.027043847367167473","0.027043847367167473","0.027043847367167473"
"41","0.027300951536744833","0.027300951536744833","0.027300951536744833"
"42","0.023848297819495202","0.023848297819495202","0.023848297819495202"
"43","0.02923218682408333","0.02923218682408333","0.02923218682408333"
"44","0.024431884568184615","0.024431884568184615","0.024431884568184615"
"45","0.02148860301822424","0.02148860301822424","0.02148860301822424"
"46","0.0211252523586154","0.0211252523586154","0.0211252523586154"
"47","0.021400533989071845","0.021400533989071845","0.021400533989071845"
"48","0.020153631456196308","0.020153631456196308","0.020153631456196308"
"49","0.0209169146604836","0.0209169146604836","0.0209169146604836"
"50","0.0183814637362957","0.0183814637362957","0.0183814637362957"
"51","0.020469096768647433","0.020469096768647433","0.020469096768647433"
"52","0.027439996413886548","0.027439996413886548","0.027439996413886548"
"53","0.019762151315808295","0.019762151315808295","0.019762151315808295"
"54","0.023510155640542506","0.023510155640542506","0.023510155640542506"
"55","0.02316493112593889","0.02316493112593889","0.02316493112593889"
"56","0.025487168319523336","0.025487168319523336","0.025487168319523336"
"57","0.03524664388969541","0.03524664388969541","0.03524664388969541"
"58","0.031144033186137676","0.031144033186137676","0.031144033186137676"
"59","0.030762938410043718","0.030762938410043718","0.030762938410043718"
"60","0.02692115167155862","0.02692115167155862","0.02692115167155862"
"61","0.0307848266325891","0.0307848266325891","0.0307848266325891"
"62","0.027698591258376835","0.027698591258376835","0.027698591258376835"
"63","0.03162627313286066","0.03162627313286066","0.03162627313286066"
"64","0.03618612112477422","0.03618612112477422","0.03618612112477422"
"65","0.03384629944339394","0.03384629944339394","0.03384629944339394"
"66","0.0259809092618525","0.0259809092618525","0.0259809092618525"
"67","0.0307988403365016","0.0307988403365016","0.0307988403365016"
"68","0.028228409215807916","0.028228409215807916","0.028228409215807916"
"69","0.03356340965256095","0.03356340965256095","0.03356340965256095"
"70","0.03137112250551581","0.03137112250551581","0.03137112250551581"
"71","0.03537604147568345","0.03537604147568345","0.03537604147568345"
"72","0.028450287692248822","0.028450287692248822","0.028450287692248822"
"73","0.029545390978455544","0.029545390978455544","0.029545390978455544"
"74","0.026226403005421162","0.026226403005421162","0.026226403005421162"
"75","0.02718684431165457","0.02718684431165457","0.02718684431165457"
"76","0.03355057835578919","0.03355057835578919","0.03355057835578919"
"77","0.0469986567273736","0.0469986567273736","0.0469986567273736"
"78","0.04033068586140871","0.04033068586140871","0.04033068586140871"
"79","0.03850902374833822","0.03850902374833822","0.03850902374833822"
"80","0.04237928204238415","0.04237928204238415","0.04237928204238415"
"81","0.040444013103842734","0.040444013103842734","0.040444013103842734"
"82","0.05632698219269514","0.05632698219269514","0.05632698219269514"
"83","0.04827762581408024","0.04827762581408024","0.04827762581408024"
"84","0.050045795552432534","0.050045795552432534","0.050045795552432534"
"85","0.043545840121805665","0.043545840121805665","0.043545840121805665"
"86","0.04010623786598444","0.04010623786598444","0.04010623786598444"
"87","0.04200115222483873","0.04200115222483873","0.04200115222483873"
"88","0.037236283719539645","0.037236283719539645","0.037236283719539645"
"89","0.03565193917602301","0.03565193917602301","0.03565193917602301"
"90","0.03239745367318392","0.03239745367318392","0.03239745367318392"
"91","0.033200467098504306","0.033200467098504306","0.033200467098504306"
"92","0.03132814290001988","0.03132814290001988","0.03132814290001988"
"93","0.0300872384570539","0.0300872384570539","0.0300872384570539"
"94","0.02873634872958064","0.02873634872958064","0.02873634872958064"
"95","0.028574234060943126","0.028574234060943126","0.028574234060943126"
"96","0.026729063596576452","0.026729063596576452","0.026729063596576452"
"97","0.02535387994721532","0.02535387994721532","0.02535387994721532"
"98","0.029436473082751036","0.029436473082751036","0.029436473082751036"
"99","0.023169904202222823","0.023169904202222823","0.023169904202222823"
"100","0.02402911763638258","0.02402911763638258","0.02402911763638258"
"101","0.02203575037419796","0.02203575037419796","0.02203575037419796"
"102","0.02342998767271638","0.02342998767271638","0.02342998767271638"
"103","0.026068457309156655","0.026068457309156655","0.026068457309156655"
"104","0.028229536674916744","0.028229536674916744","0.028229536674916744"
"105","0.030998856108635665","0.030998856108635665","0.030998856108635665"
"106","0.023124164156615733","0.023124164156615733","0.023124164156615733"
"107","0.021760545205324888","0.021760545205324888","0.021760545205324888"
"108","0.02620987230911851","0.02620987230911851","0.02620987230911851"
"109","0.022911233454942705","0.022911233454942705","0.022911233454942705"
"110","0.026810056995600462","0.026810056995600462","0.026810056995600462"
"111","0.033311729412525894","0.033311729412525894","0.033311729412525894"
"112","0.0370957002043724","0.0370957002043724","0.0370957002043724"
"113","0.034831713512539865","0.034831713512539865","0.034831713512539865"
"114","0.027003118209540843","0.027003118209540843","0.027003118209540843"
"115","0.028997234348207713","0.028997234348207713","0.028997234348207713"
"116","0.029115098249167203","0.029115098249167203","0.029115098249167203"
"117","0.033649733290076256","0.033649733290076256","0.033649733290076256"
"118","0.04052733993157744","0.04052733993157744","0.04052733993157744"
"119","0.033215072099119426","0.033215072099119426","0.033215072099119426"
"120","0.03354161735624075","0.03354161735624075","0.03354161735624075"
"121","0.03513246513903141","0.03513246513903141","0.03513246513903141"
"122","0.035498297028243544","0.035498297028243544","0.035498297028243544"
"123","0.03722986001521349","0.03722986001521349","0.03722986001521349"
"124","0.03805084079504013","0.03805084079504013","0.03805084079504013"
"125","0.04000350534915924","0.04000350534915924","0.04000350534915924"
"126","0.04592950139194727","0.04592950139194727","0.04592950139194727"
"127","0.038966293446719646","0.038966293446719646","0.038966293446719646"
"128","0.035047580115497114","0.035047580115497114","0.035047580115497114"
"129","0.036630943231284616","0.036630943231284616","0.036630943231284616"
"130","0.03819443844258785","0.03819443844258785","0.03819443844258785"
"131","0.04204213563352823","0.04204213563352823","0.04204213563352823"
"132","0.03565974533557892","0.03565974533557892","0.03565974533557892"
"133","0.03106237845495343","0.03106237845495343","0.03106237845495343"
"134","0.031166519969701767","0.031166519969701767","0.031166519969701767"
"135","0.03538673296570778","0.03538673296570778","0.03538673296570778"
"136","0.03313845600932837","0.03313845600932837","0.03313845600932837"
"137","0.032177261915057896","0.032177261915057896","0.032177261915057896"
"138","0.03137639611959457","0.03137639611959457","0.03137639611959457"
"139","0.030637439154088498","0.030637439154088498","0.030637439154088498"
"140","0.025040586851537226","0.025040586851537226","0.025040586851537226"
"141","0.027240837179124355","0.027240837179124355","0.027240837179124355"
"142","0.024375453218817712","0.024375453218817712","0.024375453218817712"
"143","0.028889892157167196","0.028889892157167196","0.028889892157167196"
"144","0.03354943441227078","0.03354943441227078","0.03354943441227078"
"145","0.03124236213043332","0.03124236213043332","0.03124236213043332"
"146","0.028873544372618198","0.028873544372618198","0.028873544372618198"
"147","0.025869194883853197","0.025869194883853197","0.025869194883853197"
"148","0.028108348324894904","0.028108348324894904","0.028108348324894904"
"149","0.02730285907164216","0.02730285907164216","0.02730285907164216"
"150","0.031809724401682615","0.031809724401682615","0.031809724401682615"
"151","0.03276606844738126","0.03276606844738126","0.03276606844738126"
"152","0.03312653917819262","0.03312653917819262","0.03312653917819262"
"153","0.030675142537802458","0.030675142537802458","0.030675142537802458"
"154","0.031563406065106395","0.031563406065106395","0.031563406065106395"
"155","0.031248219218105076","0.031248219218105076","0.031248219218105076"
"156","0.030549687333405018","0.030549687333405018","0.030549687333405018"
"157","0.028589846193790437","0.028589846193790437","0.028589846193790437"
"158","0.036331037245690825","0.036331037245690825","0.036331037245690825"
"159","0.03658201117068529","0.03658201117068529","0.03658201117068529"
"160","0.03382258955389261","0.03382258955389261","0.03382258955389261"
"161","0.031699897907674315","0.031699897907674315","0.031699897907674315"
"162","0.03095868192613125","0.03095868192613125","0.03095868192613125"
"163","0.03860107678920031","0.03860107678920031","0.03860107678920031"
"164","0.038510598987340924","0.038510598987340924","0.038510598987340924"
"165","0.03381618810817599","0.03381618810817599","0.03381618810817599"
"166","0.033978053368628025","0.033978053368628025","0.033978053368628025"
"167","0.0358400072902441","0.0358400072902441","0.0358400072902441"
"168","0.03940362669527531","0.03940362669527531","0.03940362669527531"
"169","0.03557465672492981","0.03557465672492981","0.03557465672492981"
"170","0.033348068688064815","0.033348068688064815","0.033348068688064815"
"171","0.04145951345562935","0.04145951345562935","0.04145951345562935"
"172","0.032756438944488764","0.032756438944488764","0.032756438944488764"
"173","0.03131885454058647","0.03131885454058647","0.03131885454058647"
"174","0.029193349275738002","0.029193349275738002","0.029193349275738002"
"175","0.029766723327338696","0.029766723327338696","0.029766723327338696"
"176","0.036058401502668855","0.036058401502668855","0.036058401502668855"
"177","0.03361118789762259","0.03361118789762259","0.03361118789762259"
"178","0.032670977618545295","0.032670977618545295","0.032670977618545295"
"179","0.030682861059904098","0.030682861059904098","0.030682861059904098"
"180","0.0368907218798995","0.0368907218798995","0.0368907218798995"
"181","0.030391168408095838","0.030391168408095838","0.030391168408095838"
"182","0.031660284381359816","0.031660284381359816","0.031660284381359816"
"183","0.032814514730125664","0.032814514730125664","0.032814514730125664"
"184","0.03055123146623373","0.03055123146623373","0.03055123146623373"
"185","0.03027946036309004","0.03027946036309004","0.03027946036309004"
"186","0.026839292142540216","0.026839292142540216","0.026839292142540216"
"187","0.03189404150471091","0.03189404150471091","0.03189404150471091"
"188","0.0273299066349864","0.0273299066349864","0.0273299066349864"
"189","0.02986069517210126","0.02986069517210126","0.02986069517210126"
"190","0.02798745110630989","0.02798745110630989","0.02798745110630989"
"191","0.028575622662901878","0.028575622662901878","0.028575622662901878"
"192","0.028321867808699608","0.028321867808699608","0.028321867808699608"
"193","0.02685238840058446","0.02685238840058446","0.02685238840058446"
"194","0.028988236095756292","0.028988236095756292","0.028988236095756292"
"195","0.03302950300276279","0.03302950300276279","0.03302950300276279"
"196","0.03190767243504524","0.03190767243504524","0.03190767243504524"
"197","0.03518902454525232","0.03518902454525232","0.03518902454525232"
"198","0.03967760633677244","0.03967760633677244","0.03967760633677244"
"199","0.036451042629778385","0.036451042629778385","0.036451042629778385"
"200","0.04119630176573992","0.04119630176573992","0.04119630176573992"
"201","0.04196082577109337","0.04196082577109337","0.04196082577109337"
"202","0.041595731675624845","0.041595731675624845","0.041595731675624845"
"203","0.03884655591100454","0.03884655591100454","0.03884655591100454"
"204","0.03546555247157812","0.03546555247157812","0.03546555247157812"
"205","0.038103824108839036","0.038103824108839036","0.038103824108839036"
"206","0.041685246862471104","0.041685246862471104","0.041685246862471104"
"207","0.04443664457648992","0.04443664457648992","0.04443664457648992"
"208","0.044128512032330036","0.044128512032330036","0.044128512032330036"
"209","0.04550894629210234","0.04550894629210234","0.04550894629210234"
"210","0.050556153431534766","0.050556153431534766","0.050556153431534766"
"211","0.0430502912029624","0.0430502912029624","0.0430502912029624"
"212","0.045902922935783866","0.045902922935783866","0.045902922935783866"
"213","0.04747641943395138","0.04747641943395138","0.04747641943395138"
"214","0.04469240512698889","0.04469240512698889","0.04469240512698889"
"215","0.044801671616733076","0.044801671616733076","0.044801671616733076"
"216","0.04895776957273483","0.04895776957273483","0.04895776957273483"
"217","0.04674996808171272","0.04674996808171272","0.04674996808171272"
"218","0.054261342622339725","0.054261342622339725","0.054261342622339725"
"219","0.04831588473170996","0.04831588473170996","0.04831588473170996"
"220","0.05213889107108116","0.05213889107108116","0.05213889107108116"
"221","0.05052778143435717","0.05052778143435717","0.05052778143435717"
"222","0.04901948738843202","0.04901948738843202","0.04901948738843202"
"223","0.04853340275585651","0.04853340275585651","0.04853340275585651"
"224","0.04891702923923731","0.04891702923923731","0.04891702923923731"
"225","0.053721300512552264","0.053721300512552264","0.053721300512552264"
"226","0.06063505653291941","0.06063505653291941","0.06063505653291941"
"227","0.058636372536420824","0.058636372536420824","0.058636372536420824"
"228","0.04940732792019844","0.04940732792019844","0.04940732792019844"
"229","0.05295978859066963","0.05295978859066963","0.05295978859066963"
"230","0.0535019239410758","0.0535019239410758","0.0535019239410758"
"231","0.04688901193439961","0.04688901193439961","0.04688901193439961"
"232","0.05190058629959822","0.05190058629959822","0.05190058629959822"
"233","0.04742971733212471","0.04742971733212471","0.04742971733212471"
"234","0.04998580887913704","0.04998580887913704","0.04998580887913704"
"235","0.04234874211251736","0.04234874211251736","0.04234874211251736"
"236","0.05371388290077448","0.05371388290077448","0.05371388290077448"
"237","0.06651177201420069","0.06651177201420069","0.06651177201420069"
"238","0.07096323184669018","0.07096323184669018","0.07096323184669018"
"239","0.06448398325592279","0.06448398325592279","0.06448398325592279"
"240","0.048770837299525735","0.048770837299525735","0.048770837299525735"
"241","0.0543290238827467","0.0543290238827467","0.0543290238827467"
"242","0.05460971035063267","0.05460971035063267","0.05460971035063267"
