"Step","0.4Blind - Metrics/targetPosition/error_pos_2d","0.4Blind - Metrics/targetPosition/error_pos_2d__MIN","0.4Blind - Metrics/targetPosition/error_pos_2d__MAX"
"103","4.554137229919434","4.554137229919434","4.554137229919434"
"104","4.374309539794922","4.374309539794922","4.374309539794922"
"105","4.381091117858887","4.381091117858887","4.381091117858887"
"106","4.414648056030273","4.414648056030273","4.414648056030273"
"107","4.555601119995117","4.555601119995117","4.555601119995117"
"108","4.537654876708984","4.537654876708984","4.537654876708984"
"109","4.685969829559326","4.685969829559326","4.685969829559326"
"110","4.413301467895508","4.413301467895508","4.413301467895508"
"111","4.583826065063477","4.583826065063477","4.583826065063477"
"112","4.539944648742676","4.539944648742676","4.539944648742676"
"113","4.421405792236328","4.421405792236328","4.421405792236328"
"114","4.553083896636963","4.553083896636963","4.553083896636963"
"115","4.620452404022217","4.620452404022217","4.620452404022217"
"116","4.558296203613281","4.558296203613281","4.558296203613281"
"117","4.708054542541504","4.708054542541504","4.708054542541504"
"118","4.591320991516113","4.591320991516113","4.591320991516113"
"119","4.746688365936279","4.746688365936279","4.746688365936279"
"120","4.467797756195068","4.467797756195068","4.467797756195068"
"121","4.493573188781738","4.493573188781738","4.493573188781738"
"122","4.594220161437988","4.594220161437988","4.594220161437988"
"123","4.596837043762207","4.596837043762207","4.596837043762207"
"124","4.600011825561523","4.600011825561523","4.600011825561523"
"125","4.749906063079834","4.749906063079834","4.749906063079834"
"126","4.587207794189453","4.587207794189453","4.587207794189453"
"127","4.619352340698242","4.619352340698242","4.619352340698242"
"128","4.645580768585205","4.645580768585205","4.645580768585205"
"129","4.54970121383667","4.54970121383667","4.54970121383667"
"130","4.643949508666992","4.643949508666992","4.643949508666992"
"131","4.6416425704956055","4.6416425704956055","4.6416425704956055"
"132","4.468642234802246","4.468642234802246","4.468642234802246"
"133","4.71572732925415","4.71572732925415","4.71572732925415"
"134","4.605948448181152","4.605948448181152","4.605948448181152"
"135","4.589600563049316","4.589600563049316","4.589600563049316"
"136","4.637845993041992","4.637845993041992","4.637845993041992"
"137","4.629303932189941","4.629303932189941","4.629303932189941"
"138","4.664315700531006","4.664315700531006","4.664315700531006"
"139","4.622096538543701","4.622096538543701","4.622096538543701"
"140","4.575459957122803","4.575459957122803","4.575459957122803"
"141","4.575112342834473","4.575112342834473","4.575112342834473"
"142","4.6519999504089355","4.6519999504089355","4.6519999504089355"
"143","4.766129493713379","4.766129493713379","4.766129493713379"
"144","4.457306861877441","4.457306861877441","4.457306861877441"
"145","4.702286243438721","4.702286243438721","4.702286243438721"
"146","4.579970359802246","4.579970359802246","4.579970359802246"
"147","4.723784923553467","4.723784923553467","4.723784923553467"
"148","4.578639507293701","4.578639507293701","4.578639507293701"
"149","4.521015167236328","4.521015167236328","4.521015167236328"
"150","4.360272407531738","4.360272407531738","4.360272407531738"
"151","4.6442551612854","4.6442551612854","4.6442551612854"
"152","4.520890235900879","4.520890235900879","4.520890235900879"
"153","4.488668918609619","4.488668918609619","4.488668918609619"
"154","4.507366180419922","4.507366180419922","4.507366180419922"
"155","4.639614105224609","4.639614105224609","4.639614105224609"
"156","4.599015235900879","4.599015235900879","4.599015235900879"
"157","4.756633281707764","4.756633281707764","4.756633281707764"
"158","4.489343643188477","4.489343643188477","4.489343643188477"
"159","4.609487056732178","4.609487056732178","4.609487056732178"
"160","4.502552509307861","4.502552509307861","4.502552509307861"
"161","4.627068519592285","4.627068519592285","4.627068519592285"
"162","4.8304667472839355","4.8304667472839355","4.8304667472839355"
"163","4.708495140075684","4.708495140075684","4.708495140075684"
"164","4.710386753082275","4.710386753082275","4.710386753082275"
"165","4.754889965057373","4.754889965057373","4.754889965057373"
"166","4.7895026206970215","4.7895026206970215","4.7895026206970215"
"167","4.720704555511475","4.720704555511475","4.720704555511475"
"168","4.562600612640381","4.562600612640381","4.562600612640381"
"169","4.625246047973633","4.625246047973633","4.625246047973633"
"170","4.660557746887207","4.660557746887207","4.660557746887207"
"171","4.751744270324707","4.751744270324707","4.751744270324707"
"172","4.658961772918701","4.658961772918701","4.658961772918701"
"173","4.725430488586426","4.725430488586426","4.725430488586426"
"174","4.649064540863037","4.649064540863037","4.649064540863037"
"175","4.581457614898682","4.581457614898682","4.581457614898682"
"176","4.592029094696045","4.592029094696045","4.592029094696045"
"177","4.615107536315918","4.615107536315918","4.615107536315918"
"178","4.553890705108643","4.553890705108643","4.553890705108643"
"179","4.68798828125","4.68798828125","4.68798828125"
"180","4.684164047241211","4.684164047241211","4.684164047241211"
"181","4.578205585479736","4.578205585479736","4.578205585479736"
"182","4.568953990936279","4.568953990936279","4.568953990936279"
"183","4.689567565917969","4.689567565917969","4.689567565917969"
"184","4.563897132873535","4.563897132873535","4.563897132873535"
"185","4.667050361633301","4.667050361633301","4.667050361633301"
"186","4.522411346435547","4.522411346435547","4.522411346435547"
"187","4.655428886413574","4.655428886413574","4.655428886413574"
"188","4.692836284637451","4.692836284637451","4.692836284637451"
"189","4.605515480041504","4.605515480041504","4.605515480041504"
"190","4.427419662475586","4.427419662475586","4.427419662475586"
"191","4.422840118408203","4.422840118408203","4.422840118408203"
"192","4.568353652954102","4.568353652954102","4.568353652954102"
"193","4.502073764801025","4.502073764801025","4.502073764801025"
"194","4.707881927490234","4.707881927490234","4.707881927490234"
"195","4.523713111877441","4.523713111877441","4.523713111877441"
"196","4.4522705078125","4.4522705078125","4.4522705078125"
"197","4.394411087036133","4.394411087036133","4.394411087036133"
"198","4.623879432678223","4.623879432678223","4.623879432678223"
"199","4.5035719871521","4.5035719871521","4.5035719871521"
"200","4.52588415145874","4.52588415145874","4.52588415145874"
"201","4.5469560623168945","4.5469560623168945","4.5469560623168945"
"202","4.534130096435547","4.534130096435547","4.534130096435547"
"203","4.578841686248779","4.578841686248779","4.578841686248779"
"204","4.79184627532959","4.79184627532959","4.79184627532959"
"205","4.604283809661865","4.604283809661865","4.604283809661865"
"206","4.5164570808410645","4.5164570808410645","4.5164570808410645"
"207","4.894906997680664","4.894906997680664","4.894906997680664"
"208","4.799981594085693","4.799981594085693","4.799981594085693"
"209","4.633688449859619","4.633688449859619","4.633688449859619"
"210","4.655613899230957","4.655613899230957","4.655613899230957"
"211","4.628889560699463","4.628889560699463","4.628889560699463"
"212","4.438901901245117","4.438901901245117","4.438901901245117"
"213","4.656663417816162","4.656663417816162","4.656663417816162"
"214","4.5896806716918945","4.5896806716918945","4.5896806716918945"
"215","4.571133613586426","4.571133613586426","4.571133613586426"
"216","4.643836498260498","4.643836498260498","4.643836498260498"
"217","4.685064315795898","4.685064315795898","4.685064315795898"
"218","4.613189220428467","4.613189220428467","4.613189220428467"
"219","4.565755844116211","4.565755844116211","4.565755844116211"
"220","4.7332353591918945","4.7332353591918945","4.7332353591918945"
"221","4.670876979827881","4.670876979827881","4.670876979827881"
"222","4.7085723876953125","4.7085723876953125","4.7085723876953125"
"223","4.630568981170654","4.630568981170654","4.630568981170654"
"224","4.688596248626709","4.688596248626709","4.688596248626709"
"225","4.512434959411621","4.512434959411621","4.512434959411621"
"226","4.60961389541626","4.60961389541626","4.60961389541626"
"227","4.458340644836426","4.458340644836426","4.458340644836426"
"228","4.589508056640625","4.589508056640625","4.589508056640625"
"229","4.769344329833984","4.769344329833984","4.769344329833984"
"230","4.513080596923828","4.513080596923828","4.513080596923828"
"231","4.691634178161621","4.691634178161621","4.691634178161621"
"232","4.543367862701416","4.543367862701416","4.543367862701416"
"233","4.640017509460449","4.640017509460449","4.640017509460449"
"234","4.700539588928223","4.700539588928223","4.700539588928223"
"235","4.809088706970215","4.809088706970215","4.809088706970215"
"236","4.657629013061523","4.657629013061523","4.657629013061523"
"237","4.750124931335449","4.750124931335449","4.750124931335449"
"238","4.663114547729492","4.663114547729492","4.663114547729492"
"239","4.573568344116211","4.573568344116211","4.573568344116211"
"240","4.637069225311279","4.637069225311279","4.637069225311279"
"241","4.645484447479248","4.645484447479248","4.645484447479248"
"242","4.503224849700928","4.503224849700928","4.503224849700928"
"243","4.796529293060303","4.796529293060303","4.796529293060303"
"244","4.699563026428223","4.699563026428223","4.699563026428223"
"245","4.6077375411987305","4.6077375411987305","4.6077375411987305"
"246","4.7959885597229","4.7959885597229","4.7959885597229"
"247","4.638343811035156","4.638343811035156","4.638343811035156"
"248","4.6132683753967285","4.6132683753967285","4.6132683753967285"
"249","4.72951602935791","4.72951602935791","4.72951602935791"
"250","4.624146938323975","4.624146938323975","4.624146938323975"
"251","4.595294952392578","4.595294952392578","4.595294952392578"
"252","4.763176918029785","4.763176918029785","4.763176918029785"
"253","4.768403053283691","4.768403053283691","4.768403053283691"
"254","4.689036846160889","4.689036846160889","4.689036846160889"
"255","4.711191177368164","4.711191177368164","4.711191177368164"
"256","4.800695419311523","4.800695419311523","4.800695419311523"
"257","4.760703086853027","4.760703086853027","4.760703086853027"
"258","4.802462577819824","4.802462577819824","4.802462577819824"
"259","4.71091365814209","4.71091365814209","4.71091365814209"
"260","4.649052619934082","4.649052619934082","4.649052619934082"
"261","4.688539028167725","4.688539028167725","4.688539028167725"
"262","4.7436394691467285","4.7436394691467285","4.7436394691467285"
"263","4.658330917358398","4.658330917358398","4.658330917358398"
"264","4.64190673828125","4.64190673828125","4.64190673828125"
"265","4.731546401977539","4.731546401977539","4.731546401977539"
"266","4.793630599975586","4.793630599975586","4.793630599975586"
"267","4.658339977264404","4.658339977264404","4.658339977264404"
"268","4.7061285972595215","4.7061285972595215","4.7061285972595215"
"269","4.733909606933594","4.733909606933594","4.733909606933594"
"270","4.594757080078125","4.594757080078125","4.594757080078125"
"271","4.650237560272217","4.650237560272217","4.650237560272217"
"272","4.6742262840271","4.6742262840271","4.6742262840271"
"273","4.730234146118164","4.730234146118164","4.730234146118164"
"274","4.72172212600708","4.72172212600708","4.72172212600708"
"275","4.823648452758789","4.823648452758789","4.823648452758789"
"276","4.610813140869141","4.610813140869141","4.610813140869141"
"277","4.832896709442139","4.832896709442139","4.832896709442139"
"278","4.89251708984375","4.89251708984375","4.89251708984375"
"279","4.705007553100586","4.705007553100586","4.705007553100586"
"280","4.821347713470459","4.821347713470459","4.821347713470459"
"281","4.902472496032715","4.902472496032715","4.902472496032715"
"282","4.608231544494629","4.608231544494629","4.608231544494629"
"283","4.5131354331970215","4.5131354331970215","4.5131354331970215"
"284","4.808848857879639","4.808848857879639","4.808848857879639"
"285","4.775388240814209","4.775388240814209","4.775388240814209"
"286","4.678400039672852","4.678400039672852","4.678400039672852"
"287","4.709128379821777","4.709128379821777","4.709128379821777"
"288","4.710294723510742","4.710294723510742","4.710294723510742"
"289","4.660280704498291","4.660280704498291","4.660280704498291"
"290","4.557056903839111","4.557056903839111","4.557056903839111"
"291","4.66436767578125","4.66436767578125","4.66436767578125"
"292","4.543918132781982","4.543918132781982","4.543918132781982"
"293","4.652880668640137","4.652880668640137","4.652880668640137"
"294","4.706212043762207","4.706212043762207","4.706212043762207"
"295","4.794241905212402","4.794241905212402","4.794241905212402"
"296","4.780707836151123","4.780707836151123","4.780707836151123"
"297","4.831347942352295","4.831347942352295","4.831347942352295"
"298","4.822322368621826","4.822322368621826","4.822322368621826"
"299","4.947128772735596","4.947128772735596","4.947128772735596"
"300","4.685808181762695","4.685808181762695","4.685808181762695"
"301","4.722223281860352","4.722223281860352","4.722223281860352"
"302","4.746010780334473","4.746010780334473","4.746010780334473"
"303","4.670553207397461","4.670553207397461","4.670553207397461"
"304","4.829376220703125","4.829376220703125","4.829376220703125"
"305","4.778468132019043","4.778468132019043","4.778468132019043"
"306","4.7965803146362305","4.7965803146362305","4.7965803146362305"
"307","4.70028829574585","4.70028829574585","4.70028829574585"
"308","4.88282585144043","4.88282585144043","4.88282585144043"
"309","4.691833019256592","4.691833019256592","4.691833019256592"
"310","4.654764175415039","4.654764175415039","4.654764175415039"
"311","4.618803977966309","4.618803977966309","4.618803977966309"
"312","4.717362403869629","4.717362403869629","4.717362403869629"
"313","4.668394088745117","4.668394088745117","4.668394088745117"
"314","4.666322231292725","4.666322231292725","4.666322231292725"
"315","4.829998016357422","4.829998016357422","4.829998016357422"
"316","4.796963691711426","4.796963691711426","4.796963691711426"
"317","4.678956508636475","4.678956508636475","4.678956508636475"
"318","4.557981014251709","4.557981014251709","4.557981014251709"
"319","4.728053092956543","4.728053092956543","4.728053092956543"
"320","4.630524158477783","4.630524158477783","4.630524158477783"
"321","4.634766101837158","4.634766101837158","4.634766101837158"
"322","4.727386951446533","4.727386951446533","4.727386951446533"
"323","4.849676132202148","4.849676132202148","4.849676132202148"
"324","4.550632476806641","4.550632476806641","4.550632476806641"
"325","4.635155200958252","4.635155200958252","4.635155200958252"
"326","4.928316116333008","4.928316116333008","4.928316116333008"
"327","4.760003089904785","4.760003089904785","4.760003089904785"
"328","4.934988975524902","4.934988975524902","4.934988975524902"
"329","4.549833297729492","4.549833297729492","4.549833297729492"
"330","4.720673561096191","4.720673561096191","4.720673561096191"
"331","4.665395736694336","4.665395736694336","4.665395736694336"
"332","4.830733299255371","4.830733299255371","4.830733299255371"
"333","4.552504539489746","4.552504539489746","4.552504539489746"
"334","4.8838114738464355","4.8838114738464355","4.8838114738464355"
"335","4.687796592712402","4.687796592712402","4.687796592712402"
"336","4.705214500427246","4.705214500427246","4.705214500427246"
"337","4.736546516418457","4.736546516418457","4.736546516418457"
"338","4.804255485534668","4.804255485534668","4.804255485534668"
"339","4.704707145690918","4.704707145690918","4.704707145690918"
"340","4.700848579406738","4.700848579406738","4.700848579406738"
"341","4.694807052612305","4.694807052612305","4.694807052612305"
"342","4.755582809448242","4.755582809448242","4.755582809448242"
"343","4.764700889587402","4.764700889587402","4.764700889587402"
"344","4.7740702629089355","4.7740702629089355","4.7740702629089355"
"345","4.74610710144043","4.74610710144043","4.74610710144043"
"346","4.646448612213135","4.646448612213135","4.646448612213135"
"347","4.6650824546813965","4.6650824546813965","4.6650824546813965"
"348","4.604571342468262","4.604571342468262","4.604571342468262"
"349","4.635344505310059","4.635344505310059","4.635344505310059"
"350","4.733164310455322","4.733164310455322","4.733164310455322"
"351","4.536571025848389","4.536571025848389","4.536571025848389"
"352","4.66702938079834","4.66702938079834","4.66702938079834"
"353","4.757147789001465","4.757147789001465","4.757147789001465"
"354","4.60270881652832","4.60270881652832","4.60270881652832"
"355","4.769189357757568","4.769189357757568","4.769189357757568"
"356","4.543946266174316","4.543946266174316","4.543946266174316"
"357","4.758560657501221","4.758560657501221","4.758560657501221"
"358","4.765628814697266","4.765628814697266","4.765628814697266"
"359","4.946239471435547","4.946239471435547","4.946239471435547"
"360","4.43427038192749","4.43427038192749","4.43427038192749"
"361","4.625640869140625","4.625640869140625","4.625640869140625"
"362","4.647777080535889","4.647777080535889","4.647777080535889"
"363","4.578152179718018","4.578152179718018","4.578152179718018"
"364","4.641744136810303","4.641744136810303","4.641744136810303"
"365","4.679081916809082","4.679081916809082","4.679081916809082"
"366","4.6569013595581055","4.6569013595581055","4.6569013595581055"
"367","4.695971965789795","4.695971965789795","4.695971965789795"
"368","4.7321038246154785","4.7321038246154785","4.7321038246154785"
"369","4.751040935516357","4.751040935516357","4.751040935516357"
"370","4.7369537353515625","4.7369537353515625","4.7369537353515625"
"371","4.684380054473877","4.684380054473877","4.684380054473877"
"372","4.6714653968811035","4.6714653968811035","4.6714653968811035"
"373","4.631450176239014","4.631450176239014","4.631450176239014"
"374","4.852834701538086","4.852834701538086","4.852834701538086"
"375","4.634817123413086","4.634817123413086","4.634817123413086"
"376","4.686891555786133","4.686891555786133","4.686891555786133"
"377","4.600834846496582","4.600834846496582","4.600834846496582"
"378","4.706178188323975","4.706178188323975","4.706178188323975"
"379","4.74655818939209","4.74655818939209","4.74655818939209"
"380","4.781778812408447","4.781778812408447","4.781778812408447"
"381","4.751023769378662","4.751023769378662","4.751023769378662"
"382","4.854245185852051","4.854245185852051","4.854245185852051"
"383","4.724312782287598","4.724312782287598","4.724312782287598"
"384","4.703190803527832","4.703190803527832","4.703190803527832"
"385","4.723996639251709","4.723996639251709","4.723996639251709"
"386","4.830248832702637","4.830248832702637","4.830248832702637"
"387","4.7869462966918945","4.7869462966918945","4.7869462966918945"
"388","4.664772033691406","4.664772033691406","4.664772033691406"
"389","4.74388313293457","4.74388313293457","4.74388313293457"
"390","4.69338321685791","4.69338321685791","4.69338321685791"
"391","4.781238555908203","4.781238555908203","4.781238555908203"
"392","4.607566833496094","4.607566833496094","4.607566833496094"
"393","4.729210376739502","4.729210376739502","4.729210376739502"
"394","4.817577838897705","4.817577838897705","4.817577838897705"
"395","4.873772621154785","4.873772621154785","4.873772621154785"
"396","4.738713264465332","4.738713264465332","4.738713264465332"
"397","4.816039085388184","4.816039085388184","4.816039085388184"
"398","4.7854390144348145","4.7854390144348145","4.7854390144348145"
"399","4.665931224822998","4.665931224822998","4.665931224822998"
"400","4.879846572875977","4.879846572875977","4.879846572875977"
"401","4.656856536865234","4.656856536865234","4.656856536865234"
"402","4.926261901855469","4.926261901855469","4.926261901855469"
"403","4.788005828857422","4.788005828857422","4.788005828857422"
"404","4.760202407836914","4.760202407836914","4.760202407836914"
"405","4.937489986419678","4.937489986419678","4.937489986419678"
"406","4.666707992553711","4.666707992553711","4.666707992553711"
"407","4.744679927825928","4.744679927825928","4.744679927825928"
"408","4.831414222717285","4.831414222717285","4.831414222717285"
"409","4.999814987182617","4.999814987182617","4.999814987182617"
"410","4.6688337326049805","4.6688337326049805","4.6688337326049805"
"411","4.543032169342041","4.543032169342041","4.543032169342041"
"412","4.5645575523376465","4.5645575523376465","4.5645575523376465"
"413","4.5865397453308105","4.5865397453308105","4.5865397453308105"
"414","4.775583267211914","4.775583267211914","4.775583267211914"
"415","4.559480667114258","4.559480667114258","4.559480667114258"
"416","4.8737993240356445","4.8737993240356445","4.8737993240356445"
"417","4.767419338226318","4.767419338226318","4.767419338226318"
"418","4.757187366485596","4.757187366485596","4.757187366485596"
"419","4.7050251960754395","4.7050251960754395","4.7050251960754395"
"420","4.823605537414551","4.823605537414551","4.823605537414551"
"421","4.825943946838379","4.825943946838379","4.825943946838379"
"422","4.827736854553223","4.827736854553223","4.827736854553223"
"423","4.878678321838379","4.878678321838379","4.878678321838379"
"424","4.748604774475098","4.748604774475098","4.748604774475098"
"425","4.830691337585449","4.830691337585449","4.830691337585449"
"426","4.738367080688477","4.738367080688477","4.738367080688477"
"427","4.852887153625488","4.852887153625488","4.852887153625488"
"428","4.850342750549316","4.850342750549316","4.850342750549316"
"429","4.754725456237793","4.754725456237793","4.754725456237793"
"430","4.823997974395752","4.823997974395752","4.823997974395752"
"431","4.764861583709717","4.764861583709717","4.764861583709717"
"432","4.580026149749756","4.580026149749756","4.580026149749756"
"433","4.62169075012207","4.62169075012207","4.62169075012207"
"434","4.740167617797852","4.740167617797852","4.740167617797852"
"435","4.725211143493652","4.725211143493652","4.725211143493652"
"436","4.770660400390625","4.770660400390625","4.770660400390625"
"437","4.7731757164001465","4.7731757164001465","4.7731757164001465"
"438","4.717559337615967","4.717559337615967","4.717559337615967"
"439","4.664285659790039","4.664285659790039","4.664285659790039"
"440","4.888091087341309","4.888091087341309","4.888091087341309"
"441","4.819344997406006","4.819344997406006","4.819344997406006"
"442","4.9836015701293945","4.9836015701293945","4.9836015701293945"
"443","4.72309684753418","4.72309684753418","4.72309684753418"
"444","4.9073405265808105","4.9073405265808105","4.9073405265808105"
"445","4.808351516723633","4.808351516723633","4.808351516723633"
"446","4.7900543212890625","4.7900543212890625","4.7900543212890625"
"447","4.811194896697998","4.811194896697998","4.811194896697998"
"448","4.848999500274658","4.848999500274658","4.848999500274658"
"449","5.009246349334717","5.009246349334717","5.009246349334717"
"450","4.588415145874023","4.588415145874023","4.588415145874023"
"451","4.632545471191406","4.632545471191406","4.632545471191406"
"452","4.823813438415527","4.823813438415527","4.823813438415527"
"453","4.759974479675293","4.759974479675293","4.759974479675293"
"454","4.799051284790039","4.799051284790039","4.799051284790039"
"455","4.6799116134643555","4.6799116134643555","4.6799116134643555"
"456","4.839431285858154","4.839431285858154","4.839431285858154"
"457","4.83934211730957","4.83934211730957","4.83934211730957"
"458","4.875993728637695","4.875993728637695","4.875993728637695"
"459","4.676215648651123","4.676215648651123","4.676215648651123"
"460","4.663393020629883","4.663393020629883","4.663393020629883"
"461","4.6341962814331055","4.6341962814331055","4.6341962814331055"
"462","4.616373062133789","4.616373062133789","4.616373062133789"
"463","4.7830657958984375","4.7830657958984375","4.7830657958984375"
"464","4.632415771484375","4.632415771484375","4.632415771484375"
"465","4.689432144165039","4.689432144165039","4.689432144165039"
"466","4.640531539916992","4.640531539916992","4.640531539916992"
"467","4.56135368347168","4.56135368347168","4.56135368347168"
"468","4.666219711303711","4.666219711303711","4.666219711303711"
"469","4.673545837402344","4.673545837402344","4.673545837402344"
"470","4.7659912109375","4.7659912109375","4.7659912109375"
"471","4.642540454864502","4.642540454864502","4.642540454864502"
"472","4.75261926651001","4.75261926651001","4.75261926651001"
"473","4.7544755935668945","4.7544755935668945","4.7544755935668945"
"474","4.643042087554932","4.643042087554932","4.643042087554932"
"475","4.622769832611084","4.622769832611084","4.622769832611084"
"476","4.662805080413818","4.662805080413818","4.662805080413818"
"477","4.805520534515381","4.805520534515381","4.805520534515381"
"478","4.737632751464844","4.737632751464844","4.737632751464844"
"479","4.502127647399902","4.502127647399902","4.502127647399902"
"480","4.8413615226745605","4.8413615226745605","4.8413615226745605"
"481","4.67055606842041","4.67055606842041","4.67055606842041"
"482","4.659534454345703","4.659534454345703","4.659534454345703"
"483","4.580482006072998","4.580482006072998","4.580482006072998"
"484","4.450859069824219","4.450859069824219","4.450859069824219"
"485","4.678103446960449","4.678103446960449","4.678103446960449"
"486","4.678319931030273","4.678319931030273","4.678319931030273"
"487","4.64178991317749","4.64178991317749","4.64178991317749"
"488","4.582597732543945","4.582597732543945","4.582597732543945"
